"rownum","Id","BuffDefinition","Buff_StatValues","AuraRadius","[i32]","[i32]","BuffVisual","f32","bool","Stats","i32","i32","bool","rid","bool"
249,"BestiaryModLynxAura1",1015,"[0,0,0]",0,[],[],"",0,1,"[70,84,541]",1,0,"","",""
250,"BestiaryModCrabAura1",1018,"[0,0]",50,"[1,2,23]",[],"",0,1,"[466,436]",1,0,"","",""
251,"BestiaryModSquidAura1",1019,"[0,0]",50,"[1,2,23]",[],"",0,1,"[437,940]",1,0,"","",""
252,"BestiaryModSpiderAura1",1020,"[0,0]",50,"[1,2,23]",[],"",0,1,"[2231,6737]",1,0,"","",""
253,"BestiaryModTigerSpiritBossMinions",1021,"[0,0,0,0]",50,"[1,2]",[],"",0,1,"[70,84,541,95]",1,0,"","",""
254,"UniqueNearbyAlliesAreLucky",1082,[0],50,"[2,10]",[],"",0,1,[7696],1,0,"","",""
255,"NearbyEnemiesReducedStunRecoveryUnique__1",1105,[0],60,[3],[],"",0,1,[215],1,0,"","",""
256,"NearbyEnemiesGrantIncreasedFlaskChargesUnique__1",1106,[0],60,[3],[],"",0,1,[448],1,0,"","",""
257,"NearbyEnemiesHaveIncreasedChanceToBeCritUnique__1",1108,[0],60,[3],[],"",0,1,[8570],1,0,"","",""
258,"NearbyEnemiesHaveIncreasedChanceToBeCritUnique__2",1107,[0],60,[3],[],"",0,1,[8566],1,0,"","",""
259,"NearbyEnemiesHaveReducedAllResistancesUnique__1",1109,[0],60,[3],[],"",0,1,[7222],1,0,"","",""
260,"DelveHelmetEnemyFireResistanceAura1",1095,[0],60,[3],[],"",0,1,[138],1,0,"","",""
261,"DelveHelmetEnemyColdResistanceAura1",1096,[0],60,[3],[],"",0,1,[140],1,0,"","",""
262,"DelveHelmetEnemyLightningResistanceAura1",1097,[0],60,[3],[],"",0,1,[142],1,0,"","",""
263,"DelveHelmetEnemyPhysicalDamageTakenAura1",1099,[0],60,[3],[],"",0,1,[532],1,0,"","",""
264,"DelveHelmetEnemyChaosResistanceAura1",1098,[0],60,[3],[],"",0,1,[144],1,0,"","",""
265,"HellscapeEnemyFireResistanceAura1",1100,[0],60,[3],[],"",0,1,[138],1,0,"","",""
266,"HellscapeEnemyColdResistanceAura1",1101,[0],60,[3],[],"",0,1,[140],1,0,"","",""
267,"HellscapeEnemyLightningResistanceAura1",1102,[0],60,[3],[],"",0,1,[142],1,0,"","",""
268,"HellscapeEnemyPhysicalDamageTakenAura1",1104,[0],60,[3],[],"",0,1,[532],1,0,"","",""
269,"HellscapeEnemyChaosResistanceAura1",1103,[0],60,[3],[],"",0,1,[144],1,0,"","",""
270,"UniqueEnemyNoChaosResistanceAura1",2065,[0],60,[3],[],"",0,1,[13373],1,0,"","",""
271,"TriggerFeastOfFleshSkillUnique__1_",1139,[0],0,[],[],"",0,1,[4755],1,0,"","",""
272,"TriggerRandomOfferingSkillUnique__1",1139,[0],0,[],[],"",0,1,[4755],1,0,"","",""
273,"BetrayalBannerAuraMod",1163,"[0,0,0]",24,[2],[],0,0,1,"[24,439,466]",1,0,"","",""
274,"NearbyEnemiesCannotCritUnique__1",1200,[0],60,[3],[],"",0,1,[675],1,0,"","",""
275,"NearbyAlliesCannotBeSlowedUnique__1",1201,[0],50,"[2,10]",[],"",0,1,[3262],1,0,"","",""
276,"ElementalAilmentsOnYouInsteadOfAlliesUnique__1",1240,[0],60,[2],[],"",0,1,[9094],1,0,"","",""
277,"RareMonsterPack",390,[],0,[],[],1138,0,1,[],1,0,"","",""
278,"BlightDaemonDeathEPKFireVolatiles_",390,[],0,[],[],1171,0,1,[],1,0,"","",""
279,"BlightDaemonDeathEPKColdSnaps",390,[],0,[],[],1172,0,1,[],1,0,"","",""
280,"BlightDaemonDeathEPKLightningZaps",390,[],0,[],[],1173,0,1,[],1,0,"","",""
281,"BlightDaemonDeathEPKPhysicalBlood_",390,[],0,[],[],1174,0,1,[],1,0,"","",""
282,"BlightDaemonDeathEPKChaosGhosts",390,[],0,[],[],1175,0,1,[],1,0,"","",""
283,"AtlasCrusaderClericAura",1340,"[0,0]",21,[2],[],"",0,1,"[437,644]",1,0,"","",""
284,"AtlasCrusaderClericAuraSpectre",1340,"[0,0]",21,[2],[],"",0,1,"[437,644]",1,0,"","",""
285,"NearbyEnemiesIncreasedFireColdResistUnique__1_",1361,"[0,0]",30,[3],[],"",0,1,"[9697,9698]",1,0,"","",""
286,"EnemyLightningResistanceAuraInfluence1_",1097,[0],60,[3],[],"",0,1,[142],1,0,"","",""
287,"EnemyFireResistanceAuraInfluence1",1095,[0],60,[3],[],"",0,1,[138],1,0,"","",""
288,"EnemyColdResistanceAuraInfluence1__",1096,[0],60,[3],[],"",0,1,[140],1,0,"","",""
289,"EnemyChaosResistanceAuraInfluence1_",1098,[0],60,[3],[],"",0,1,[144],1,0,"","",""
290,"NearbyEnemiesAreBlindedInfluence1_",1411,[],35,[3],[9],"",0,1,[],1,0,"","",""
291,"MonsterAfflictionMagicRandomPackTeleport",390,[],0,[],[],1303,0,1,[],1,0,"","",""
292,"MonsterAfflictionMagicRewardLightningBolt",390,[],0,[],[],1303,0,1,[],1,0,"","",""
293,"MonsterAfflictionMagicRewardFireSnap",390,[],0,[],[],1301,0,1,[],1,0,"","",""
294,"MonsterAfflictionMagicRewardFrostOrbs_",390,[],0,[],[],1302,0,1,[],1,0,"","",""
295,"MonsterAfflictionMagicRewardSlamma",390,[],0,[],[],1304,0,1,[],1,0,"","",""
296,"MonsterAfflictionMagicRewardSoulMortarOnDeath",390,[],0,[],[],1298,0,1,[],1,0,"","",""
297,"MonsterAfflictionMagicRewardSpineCascadeOnDeath",390,[],0,[],[],1299,0,1,[],1,0,"","",""
298,"MonsterAfflictionMagicRewardDebuffRecoveryRate__",390,[],0,[],[],1300,0,1,[],1,0,"","",""
299,"MonsterAfflictionMagicRewardDebuffActionSpeed",390,[],0,[],[],1300,0,1,[],1,0,"","",""
300,"MonsterAfflictionMagicRewardDebuffDamageTaken",390,[],0,[],[],1300,0,1,[],1,0,"","",""
301,"MonsterAfflictionMagicRewardDebuffFlaskEffect_",390,[],0,[],[],1300,0,1,[],1,0,"","",""
302,"MonsterAfflictionHasDestroyCorpseSummonMonsterDaemon",390,[],0,[],[],1305,0,1,[],1,0,"","",""
303,"MonsterAfflictionHasDestroyCorpseProjectileCascadeDaemon",390,[],0,[],[],1305,0,1,[],1,0,"","",""
304,"MonsterAfflictionHasDestroyCorpseDegenZoneDaemon",390,[],0,[],[],1305,0,1,[],1,0,"","",""
305,"MonsterAfflictionHasTeleportAndExplodeOnDeathDaemon",390,[],0,[],[],1297,0,1,[],1,0,"","",""
306,"MonsterAfflictionFlameblastOnDeath",390,[],0,[],[],1296,0,1,[],1,0,"","",""
307,"MonsterAfflictionVolatileOnDeath",390,[],0,[],[],1299,0,1,[],1,0,"","",""
308,"MonsterAfflictionAnomalyOnDeath",390,[],0,[],[],1295,0,1,[],1,0,"","",""
309,"MonsterAfflictionSpawnDemonPackOnDeath__",390,[],0,[],[],1300,0,1,[],1,0,"","",""
310,"MonsterAfflictionSpawnDemonPackOnDeathMagic",390,[],0,[],[],1300,0,1,[],1,0,"","",""
311,"MonsterAfflictionFirestormOnDeath",390,[],0,[],[],1299,0,1,[],1,0,"","",""
312,"GrantsUnholyMightUnique__1",302,[0],0,[],[],"",0,1,[5440],1,0,"","",""
313,"NearbyEnemiesAreChilledUnique__1",1411,[],30,[3],[1],"",0,1,[],1,0,"","",""
314,"GainAreaOfEffectPluspercentOnManaSpentUnique__1",1509,[],0,[],[],"",0,1,[],1,0,"","",""
315,"UniqueSecretBladeGrantHiddenBlade",1518,[],0,[],"[500,1]","",0,1,[],1,0,"","",""
316,"ManaRegenerationAuraUnique__1",1541,[0],75,"[1,2,10]",[],"",0,1,[124],1,0,"","",""
317,"FortifyEffectCrushed1",1488,[0],0,[],[],"",0,1,[1001],1,0,"","",""
318,"FortifyEffectCrushed2_",1488,[0],0,[],[],"",0,1,[1001],1,0,"","",""
319,"FortifyEffectCrushed3_",1488,[0],0,[],[],"",0,1,[1001],1,0,"","",""
320,"NearbyEnemiesAreBlindedInfluenceMaven",1411,[],35,[3],[9],"",0,1,[],1,0,"","",""
321,"EnemyPhysicalDamageTakenAuraUberMaven",1099,[0],60,[3],[],"",0,1,[532],1,0,"","",""
322,"EnemyElementalDamageTakenAuraUberMaven_",1419,[0],60,[3],[],"",0,1,[3360],1,0,"","",""
323,"EnemyLightningResistanceAuraInfluenceMaven",1097,[0],60,[3],[],"",0,1,[142],1,0,"","",""
324,"EnemyFireResistanceAuraInfluenceMaven",1095,[0],60,[3],[],"",0,1,[138],1,0,"","",""
325,"EnemyColdResistanceAuraInfluenceMaven",1096,[0],60,[3],[],"",0,1,[140],1,0,"","",""
326,"EnemyChaosResistanceAuraInfluenceMaven",1098,[0],60,[3],[],"",0,1,[144],1,0,"","",""
327,"LocalDisplayYouAndNearbyAlliesHaveIncreasedItemRarityUnique__1",1634,[0],60,"[10,2,1]",[],"",0,1,[147],1,0,"","",""
328,"MonsterSirusInfluenced",1657,"[0,0,0,0,0]",0,[],[],"",0,1,"[698,171,1861,6737,24]",1,0,"","",""
329,"UltimatumAcceleratingMonsters",1694,[0],0,[],[],"",0,1,[20305],1,0,"","",""
330,"UltimatumDaemonGraveyard_",1733,[],28,"[2,11]",[],"",0,1,[],1,0,"","",""
331,"UltimatumDaemonGraveyardRuin",1735,[],28,"[2,11]",[],"",0,1,[],1,0,"","",""
332,"NemesisAlliesTakeNoDamagePulse_",390,[],0,[],[],1596,0,1,[],1,0,"","",""
333,"HearbyEnemiesAreHinderedUltimatum_",1413,[0],28,[3],[],509,0,1,[10889],1,0,"","",""
334,"MonsterChilledAura",1411,[],30,[3],"[15,25]",1638,0,1,[],1,0,"","",""
335,"MonsterChilledAuraSkitterbot",1411,[],20,[3],[1],373,0,1,[],1,0,"","",""
336,"MonsterShockedAuraSkitterbot",1411,[],20,[3],[2],374,0,1,[],1,0,"","",""
337,"ExpeditionDamageTakenLerp",844,"[-98,0,7000]",0,[],[],"",7,"",[],1,0,"","",""
338,"ExpeditionOlrothRighteousFire",16,[975000],16,"[3,5]",[],1653,0,1,[],1,0,"","",""
339,"ExpeditionOlrothBlind",194,"[-30,-30]",16,"[3,5]",[],"",0,1,[],1,0,"","",""
340,"MonsterTotemAuraSlow1",152,[0],50,[3],[],"",0,1,[171],1,0,"","",""
341,"MonsterTotemAuraLifeRegen1",106,[0],60,"[1,2]",[],"",0,1,[439],1,0,"","",""
342,"MonsterTotemAuraDamage1",102,[0],60,"[1,2]",[],"",0,1,[26],1,0,"","",""
343,"MonsterTotemAuraSpeed1",104,"[0,0,0]",60,"[1,2]",[],"",0,1,"[70,210,171]",1,0,"","",""
344,"MonsterTotemAuraResists1",107,[0],60,"[1,2]",[],"",0,1,[135],1,0,"","",""
345,"MonsterTotemAuraEnemyLifeDegen1",112,[0],60,[3],[],"",0,1,[440],1,0,"","",""
346,"MonsterTotemAuraEvasion1",196,[0],60,"[1,2]",[],"",0,1,[113],1,0,"","",""
347,"MonsterTotemAuraAddedFireDamage1",190,[0],60,"[1,2]",[],"",0,1,[435],1,0,"","",""
348,"MonsterTotemAuraAddedColdDamage1",189,[0],60,"[1,2]",[],"",0,1,[436],1,0,"","",""
349,"MonsterTotemAuraAddedLightningDamage1",191,[0],60,"[1,2]",[],"",0,1,[437],1,0,"","",""
350,"CorpseSinkEffect",1800,[],0,[],"[10,1500,1500]","",2.5,"",[],1,0,"","",""
351,"DeathGripAura",1809,[],60,[3],[],"",0,1,[],1,0,"","",""
352,"InjectedLiquid",1813,[],0,[],[],"",0,1,[],1,0,"","",""
353,"TornadoMovement",1838,[200],0,[],"[750,4,20]","",0,1,[],1,0,"","",""
354,"HellscapeTentacleGrab",1857,[-50],0,[],[],"",0,1,[],1,0,"","",""
355,"ArchnemesisBerserker",1886,"[0,0,0,0,0,0]",0,[],[],"",0,1,"[24,171,466,698,70,210]",1,0,"","",""
356,"MonsterPreventRecoveryAura1",111,[0],30,[3],[],"",0,1,[14785],1,0,"","",""
357,"ArchnemesisArcaneEnchanted",1889,[],0,[],[],"",0,1,[],1,0,"","",""
358,"ArchnemesisDamageTakenLerp",843,"[-90,0,6000]",0,[],[],"",6,"",[],1,0,"","",""
359,"ArchnemesisUnionOfSouls",1890,[0],0,[],[],"",0,1,[4755],1,0,"","",""
360,"ArchnemesisSplitting",1892,"[0,0,0]",0,[],[2],"",0,1,"[636,171,698]",1,0,"","",""
361,"ArchnemesisBloodletter",1411,[],30,[3],[10],1732,0,1,[],1,0,"","",""
362,"ArchnemesisOppressor",1902,"[0,0,0]",50,[3],[],"",0,1,"[14592,466,171]",1,0,"","",""
363,"MonsterTemporalAura1",1901,"[0,0,0]",32,[3],[],"",0,1,"[338,5998,3219]",1,0,"","",""
364,"MonsterFlaskDrainAura1",1899,[0],36,"[3,5]",[],"",0,1,[19836],1,0,"","",""
365,"ArchnemesisDivineTouchedMinion",1914,[0],0,[],[],"",0,1,[134],1,0,"","",""
366,"MonsterHinderAura1",1411,[],30,[3],"[6,-30]",100,0,1,[],1,0,"","",""
367,"acceleration_player",253,"[-50,80,1]",0,[],[],"",0,1,[],1,0,"","",""
368,"acceleration_monster",253,"[-60,100,1]",0,[],[],261,0,1,[],1,0,"","",""
369,"regen_player",256,"[600,400,1]",0,[],[],"",0,1,[],1,0,"","",""
370,"regen_monster",256,"[400,400,1]",0,[],[],261,0,1,[],1,0,"","",""
371,"brutal_player",254,"[50,1,30,1,1]",0,[],[],"",0,1,[],1,0,"","",""
372,"brutal_monster",254,"[50,1,30,1,1]",0,[],[],261,0,1,[],1,0,"","",""
373,"thorns_player",255,"[18,18,1]",0,[],[],"",0,1,[],1,0,"","",""
374,"thorns_monster",255,"[18,18,1]",0,[],[],261,0,1,[],1,0,"","",""
375,"diamond_player",257,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
376,"diamond_monster",257,"[1,1]",0,[],[],261,0,1,[],1,0,"","",""
377,"fire_player",258,[1],0,[],[],"",0,1,[],1,0,"","",""
378,"cold_player",260,[1],0,[],[],"",0,1,[],1,0,"","",""
379,"lightning_player",259,[1],0,[],[],"",0,1,[],1,0,"","",""
380,"arc_player",261,[1],0,[],[],"",0,1,[],1,0,"","",""
381,"skeleton_player",263,[1],0,[],[],"",0,1,[],1,0,"","",""
382,"smoke_player",262,[1],0,[],[],"",0,1,[],1,0,"","",""
383,"shrine_echoing_monster",264,"[100,100,1,1]",0,[],[],261,0,1,[],1,0,"","",""
384,"shrine_echoing_player",264,"[100,100,1,1]",0,[],[],"",0,1,[],1,0,"","",""
385,"curses_monster",265,"[100,1,1]",0,[],[],261,0,1,[],1,0,"","",""
386,"curses_player",265,"[0,0,1]",0,[],[],"",0,1,[],1,0,"","",""
387,"massive_player",266,"[30,40,40,1]",0,[],[],"",0,1,[],1,0,"","",""
388,"massive_monster",266,"[20,155,60,1]",0,[],[],261,0,1,[],1,0,"","",""
389,"defence_player",267,"[100,100,100,0,0,0,1]",0,[],[],"",0,1,[],1,0,"","",""
390,"defence_monster",267,"[0,0,0,-20,20,20,1]",0,[],[],261,0,1,[],1,0,"","",""
391,"resistance_player",269,"[50,10,1]",0,[],[],"",0,1,[],1,0,"","",""
392,"resistance_monster",269,"[50,10,1]",0,[],[],261,0,1,[],1,0,"","",""
393,"godmode_player",268,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
394,"godmode_monster",268,"[1,1]",0,[],[],261,0,1,[],1,0,"","",""
395,"rare_monsters_drop_uniques",539,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
396,"acceleration_lesser",253,"[-10,30,1]",0,[],[],"",0,1,[],1,0,"","",""
397,"brutal_lesser",254,"[20,1,20,0,1]",0,[],[],"",0,1,[],1,0,"","",""
398,"regen_lesser",256,"[200,200,1]",0,[],[],"",0,1,[],1,0,"","",""
399,"massive_lesser",266,"[10,20,20,1]",0,[],[],"",0,1,[],1,0,"","",""
400,"resistance_lesser",269,"[25,2,1]",0,[],[],"",0,1,[],1,0,"","",""
401,"defence_lesser",267,"[50,50,50,0,0,0,1]",0,[],[],"",0,1,[],1,0,"","",""
402,"resonating_player",1222,"[20,60,40,4,4,4,4,4,5,1]",0,[],[],"",0,1,[],1,0,"","",""
403,"resonating_monster",1222,"[100,0,0,0,0,0,0,0,0,1]",0,[],[],261,0,1,[],1,0,"","",""
404,"gloom_player",1223,"[10,40,1]",0,[],[],"",0,1,[],1,0,"","",""
405,"gloom_monster",1223,"[10,0,1]",0,[],[],261,0,1,[],1,0,"","",""
406,"RoyaleShrineAccelerating",253,"[-40,50,1]",0,[],[],"",20,"",[],1,0,"","",""
407,"RoyaleShrineBrutal",254,"[40,1,30,1,1]",0,[],[],"",20,"",[],1,0,"","",""
408,"RoyaleShrineBurning",258,[1],0,[],[],"",20,"",[],1,0,"","",""
409,"RoyaleShrineCharged",1222,"[20,60,40,4,4,4,4,4,5,1]",0,[],[],"",20,"",[],1,0,"","",""
410,"RoyaleShrineDiamond",1895,"[500,1]",0,[],[],"",20,"",[],1,0,"","",""
411,"RoyaleShrineEchoing",264,"[100,100,1,1]",0,[],[],"",20,"",[],1,0,"","",""
412,"RoyaleShrineFreezing",260,[1],0,[],[],"",20,"",[],1,0,"","",""
413,"RoyaleShrineGloom",1223,"[10,25,1]",0,[],[],"",20,"",[],1,0,"","",""
414,"RoyaleShrineHexing",265,"[100,1,1]",0,[],[],"",20,"",[],1,0,"","",""
415,"RoyaleShrineImpenetrable",267,"[100,100,100,0,0,0,1]",0,[],[],"",20,"",[],1,0,"","",""
416,"RoyaleShrineLightning",259,[1],0,[],[],"",20,"",[],1,0,"","",""
417,"RoyaleShrineMassive",266,"[30,40,30,1]",0,[],[],"",20,"",[],1,0,"","",""
418,"RoyaleShrineReplenishing",256,"[300,300,1]",0,[],[],"",20,"",[],1,0,"","",""
419,"RoyaleShrineResistance",269,"[30,0,1]",0,[],[],"",20,"",[],1,0,"","",""
420,"RoyaleShrineShrouded",262,[1],0,[],[],"",20,"",[],1,0,"","",""
421,"RoyaleShrineStatic",261,[1],0,[],[],"",20,"",[],1,0,"","",""
422,"shrine_fire_2_player ",2514,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
423,"shrine_fire_2_monster",2514,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
424,"shrine_lightning_2_player ",2515,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
425,"shrine_lightning_2_monster",2515,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
426,"shrine_cold_2_player ",2516,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
427,"shrine_cold_2_monster",2516,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
428,"shrine_gloom_2_player ",2518,"[50,100,1]",0,[],[],"",0,1,[],1,0,"","",""
429,"shrine_gloom_2_monster",2518,"[35,0,1]",0,[],[],"",0,1,[],1,0,"","",""
430,"shrine_acceleration_2_player ",2519,"[60,40,1]",0,[],[],"",0,1,[],1,0,"","",""
431,"shrine_acceleration_2_monster",2519,"[30,30,1]",0,[],[],"",0,1,[],1,0,"","",""
432,"shrine_godmode_2_player ",2520,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
433,"shrine_godmode_2_monster",2520,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
434,"shrine_magicfind_2_player ",2521,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
435,"shrine_magicfind_2_monster",2522,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
436,"shrine_massive_2_player ",2523,"[100,50,1]",0,[],[],"",0,1,[],1,0,"","",""
437,"shrine_massive_2_monster",2523,"[100,100,1]",0,[],[],"",0,1,[],1,0,"","",""
438,"shrine_regeneration_2_player ",2524,"[600,600,1]",0,[],[],"",0,1,[],1,0,"","",""
439,"shrine_regeneration_2_monster",2524,"[0,900,1]",0,[],[],"",0,1,[],1,0,"","",""
440,"shrine_experience_2_player ",2525,"[100,1]",0,[],[],"",0,1,[],1,0,"","",""
441,"shrine_experience_2_monster",2526,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
442,"shrine_goldfind_2_player ",2527,"[1,1,100]",0,[],[],"",0,1,[],1,0,"","",""
443,"shrine_goldfind_2_monster",2528,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
444,"shrine_resistance_2_player ",2529,"[50,10,1]",0,[],[],"",0,1,[],1,0,"","",""
445,"shrine_resistance_2_monster",2529,"[50,10,1]",0,[],[],"",0,1,[],1,0,"","",""
446,"shrine_critical_2_player ",2530,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
447,"shrine_critical_2_monster",2530,"[1,1]",0,[],[],"",0,1,[],1,0,"","",""
448,"shrine_corrupt_2_player",2531,"[1,0,1]",0,[],[],"",0,1,[],1,0,"","",""
449,"shrine_corrupt_2_monster",2532,"[1,100]",0,[],[],"",0,1,[],1,0,"","",""
450,"MonsterLivingCrystals",1897,[],0,[],[],"",0,1,[],1,0,"","",""
451,"ArchnemesisDefender",1934,[],0,[],[],"",0,1,[],1,0,"","",""
452,"InfiniteHungerSideArenaDebuff",1905,"[6500,3500,-8]",0,[],[],"",0,1,[],1,0,"","",""
453,"shrine_greed_monster",1906,"[100,30,0,0,-70,1]",0,[],[],"",0,1,[],1,0,"","",""
454,"shrine_greed_player",1906,"[0,0,50,15,20,1]",0,[],[],"",0,1,[],1,0,"","",""
455,"NearbyStationaryEnemiesGainGraspingVineUnique",900,[],30,[3],"[1000,1]","",0,1,[],1,0,"","",""
456,"InfiniteHungerDrowningDebuff",1921,[9],0,[],[150],"",0,1,[],1,0,"","",""
457,"InfluenceStatConditionPresenceUniqueMonster",1931,[],0,[],[],"",0,1,[],1,0,1,"",""
458,"InfluenceStatConditionPresenceCelestialBoss",1932,[],0,[],[],"",0,1,[],1,0,1,"",""
459,"TangleDrowning",1411,[],8,"[10,3,11,6]","[17,75,2500]","",0,1,[],1,0,"","",""
460,"InfiniteHungerTeleportImmobilise",1945,[100],0,[],[],"",1.25,"",[],1,0,"","",""
461,"TangleTentacleOrbZapped",1929,"[240,-5]",0,[],[],"",5,"",[],1,0,"","",""
462,"TangleTentacleOrbZappedExplosion",1929,"[240,-5]",0,[],[],"",5,"",[],10,0,"","",""
463,"AltarDownsidePhysToFireConvertAura",1939,[100],40,[3],[],"",0,1,[],1,0,"","",""
464,"AltarDownsidePhysToColdConvertAura",1940,[100],40,[3],[],"",0,1,[],1,0,"","",""
465,"AltarDownsidePhysToLightningConvertAura",1941,[100],40,[3],[],"",0,1,[],1,0,"","",""
466,"AltarDownsidePhysToChaosConvertAura",1942,[100],40,[3],[],"",0,1,[],1,0,"","",""
467,"AltarDownsideNearbyEnemiesAreHindered",1413,[1],28,[3],[],509,0,1,[10889],1,0,"","",""
468,"TangledAltarDownsidePlayerTaintedFrenzy",1949,[-4],0,[],[],"",0,1,[],1,0,"","",""
469,"TangledAltarDownsidePlayerTaintedEndurance",1950,[-4],0,[],[],"",0,1,[],1,0,"","",""
470,"TangledAltarDownsidePlayerTaintedPower",1951,[-4],0,[],[],"",0,1,[],1,0,"","",""
471,"NearbyEnemiesAreScorchedUnique__1",1411,[],30,[3],[16],"",0,1,[],1,0,"","",""
472,"CleansingFireSnakeSecondaryDebuff",1955,"[-5,-50]",0,[],[],"",10,"",[],1,0,"","",""
473,"SentinelTagA",1960,[],0,[],[],"",0,1,[],1,0,"","",""
474,"SentinelTagB",1961,[],0,[],[],"",0,1,[],1,0,"","",""
475,"SentinelTagC",1962,[],0,[],[],"",0,1,[],1,0,"","",""
476,"SentinelPetrify",579,"[1,5]",0,[],[],"",0,"",[],1,0,"",15570,""
477,"SentinelPlayerUnholyMight",302,[1],0,[],[],"",0,"",[],1,0,"",15569,""
478,"SentinelPlayerTailwind",1002,"[1,3,15]",0,[],[],"",0,"",[],1,0,"",15578,""
479,"SentinelDebilatate",1473,"[-10,-10]",0,[],[],"",0,"",[],1,0,"",15577,""
480,"PhylacteralLinkInvulnerable",386,[],0,[],[],"",0,1,[],1,0,"","",""
481,"PhylacteralLinkVulnerable",387,[],0,[],[],"",7,"",[],1,0,"","",""
482,"SentinelAngerAura",165,"[1,109,155,109,155,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
483,"SentinelDeterminationAura",158,"[1,2051,49,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
484,"SentinelFireResistAura",161,"[1,41,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
485,"SentinelPurityAura",160,"[1,34,0,0,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
486,"SentinelHatredAura",166,"[1,25,18,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
487,"SentinelGraceAura",159,"[1,2575,29,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
488,"SentinelColdResistAura",162,"[1,41,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
489,"SentinelHasteAura",168,"[1,16,16,9,0,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
490,"SentinelWrathAura",167,"[1,16,248,21,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
491,"SentinelDisciplineAura",164,"[217,30,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
492,"SentinelLightningResistAura",163,"[1,41,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
493,"SentinelZealotryAura",1184,"[1,15,39,10,0,0,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
494,"SentinelMalevolenceAura",1186,"[1,20,19,0,0,0,0]",60,[2],[],"",0,1,[],1,0,"","",""
495,"SentinelAccelerating",253,"[-50,80,1]",0,[],[],"",0,"",[],1,0,"",15710,""
496,"SentinelResonating",1222,"[20,60,40,4,4,4,4,4,5,1]",0,[],[],"",0,"",[],1,0,"",15711,""
497,"SentinelDiamond",257,"[1,1]",0,[],[],"",0,"",[],1,0,"",15712,""
498,"SentinelGloom",1223,"[10,40,1]",0,[],[],"",0,"",[],1,0,"",15713,""
499,"SentinelResistance",269,"[50,10,1]",0,[],[],"",0,"",[],1,0,"",15714,""
500,"SentinelMassive",266,"[30,40,40,1]",0,[],[],"",0,"",[],1,0,"",15715,""
501,"SentinelEchoing",264,"[100,100,1,1]",0,[],[],"",0,"",[],1,0,"",15716,""
502,"SentinelImpenetrable",267,"[100,100,100,0,0,0,1]",0,[],[],"",0,"",[],1,0,"",15717,""
503,"SentinelAdrenaline",998,"[1,100,25,25,25,10]",0,[],[],"",0,"",[],1,0,"",15718,""
504,"SentinelEnduranceCharge",31,[],0,[],[],"",0,"",[],3,0,"",15719,""
505,"SentinelPowerCharge",32,[],0,[],[],"",0,"",[],3,0,"",15720,""
506,"SentinelFrenzyCharge",30,[],0,[],[],"",0,"",[],3,0,"",15721,""
507,"SentinelMalediction",999,"[-10,10]",0,[],[],"",0,"",[],1,0,"","",""
508,"LoseSoulEaterWhileNoUniqueInPresence",1977,[0],0,[],[],"",0,1,[15798],1,0,"","",""
509,"TouchOfFire",1980,[],0,[],[],"",0,1,[],1,0,"","",""
510,"shrine_brineking_player",1991,"[0,100,100,1,20,0,0,0,1]",0,[],[],"",0,1,[],1,0,"","",""
511,"shrine_brineking_monster",1991,"[50,100,100,0,0,10,50,10,1]",0,[],[],261,0,1,[],1,0,"","",""
512,"shrine_lunaris_player",1992,"[50,2,2,100,0,1]",0,[],[],"",0,1,[],1,0,"","",""
513,"shrine_lunaris_monster",1992,"[50,2,0,50,-50,1]",0,[],[],261,0,1,[],1,0,"","",""
