"rownum","EffectBaseType","VisualEffect","VisualIdentity","Stats","ItemClasses","[rid]","bool","[i32]","[i32]","bool","[rid]","bool","[rid]","[rid]","[rid]","[rid]","rid","bool","rid","rid"
779,1239,"",5107,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
780,1240,"",5108,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
781,1241,"",5109,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","","",""
782,1242,"",5110,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
783,1245,68,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","","",""
784,1246,69,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","","",""
785,1247,70,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","","",""
786,1406,"","",[318],[4],[],"",[6],[14],"",[],"",[],[],[],[],"","","",""
787,1407,"","",[318],[4],[],"",[7],[14],"",[],"",[],[],[],[],"","","",""
788,1408,"","",[318],[4],[],"",[8],[14],"",[],"",[],[],[],[],"","","",""
789,1409,"","",[318],[4],[],"",[9],[14],"",[],"",[],[],[],[],"","","",""
790,1410,"","",[318],[4],[],"",[10],[14],"",[],"",[],[],[],[],"","","",""
791,1411,"","",[318],[4],[],"",[11],[14],"",[],"",[],[],[],[],"","","",""
792,1412,"","",[318],[4],[],"",[12],[14],"",[],"",[],[],[],[],"","","",""
793,1413,"","",[318],[4],[],"",[13],[14],"",[],"",[],[],[],[],"","","",""
794,1414,"","",[318],[4],[],"",[14],[14],"",[],"",[],[],[],[],"","","",""
795,1415,"","",[318],[4],[],"",[15],[14],"",[],"",[],[],[],[],"","","",""
796,1416,"","",[318],[4],[],"",[16],[14],"",[],"",[],[],[],[],"","","",""
797,1417,"","",[318],[4],[],"",[17],[14],"",[],"",[],[],[],[],"","","",""
798,1418,"","",[318],[4],[],"",[18],[14],"",[],"",[],[],[],[],"","","",""
799,1419,"","",[318],[4],[],"",[19],[14],"",[],"",[],[],[],[],"","","",""
800,1420,"","",[318],[4],[],"",[20],[14],"",[],"",[],[],[],[],"","","",""
801,1421,"","",[318],[4],[],"",[21],[14],"",[],"",[],[],[],[],"","","",""
802,1422,"","",[318],[4],[],"",[22],[14],"",[],"",[],[],[],[],"","","",""
803,1423,"","",[318],[4],[],"",[23],[14],"",[],"",[],[],[],[],"","","",""
804,1424,"","",[318],[4],[],"",[24],[14],"",[],"",[],[],[],[],"","","",""
805,1425,"","",[318],[4],[],"",[25],[14],"",[],"",[],[],[],[],"","","",""
806,1426,"","",[318],[4],[],"",[26],[14],"",[],"",[],[],[],[],"","","",""
807,1427,"","",[318],[4],[],"",[27],[14],"",[],"",[],[],[],[],"","","",""
808,1428,"","",[318],[4],[],"",[28],[14],"",[],"",[],[],[],[],"","","",""
809,1429,"","",[318],[4],[],"",[29],[14],"",[],"",[],[],[],[],"","","",""
810,1430,"","",[318],[4],[],"",[30],[14],"",[],"",[],[],[],[],"","","",""
811,1431,"","",[318],[4],[],"",[31],[14],"",[],"",[],[],[],[],"","","",""
812,1432,"","",[318],[4],[],"",[32],[14],"",[],"",[],[],[],[],"","","",""
813,1433,"","",[318],[4],[],"",[33],[14],"",[],"",[],[],[],[],"","","",""
814,1434,"","",[318],[4],[],"",[34],[14],"",[],"",[],[],[],[],"","","",""
815,1435,"","",[318],[4],[],"",[35],[14],"",[],"",[],[],[],[],"","","",""
816,1436,"","",[318],[4],[],"",[36],[14],"",[],"",[],[],[],[],"","","",""
817,1437,"","",[318],[4],[],"",[37],[14],"",[],"",[],[],[],[],"","","",""
818,1438,"","",[318],[4],[],"",[38],[14],"",[],"",[],[],[],[],"","","",""
819,1439,"","",[318],[4],[],"",[39],[14],"",[],"",[],[],[],[],"","","",""
820,1440,"","",[318],[4],[],"",[40],[14],"",[],"",[],[],[],[],"","","",""
821,1441,"","",[318],[4],[],"",[41],[14],"",[],"",[],[],[],[],"","","",""
822,1442,"","",[318],[4],[],"",[42],[14],"",[],"",[],[],[],[],"","","",""
823,1443,"","",[318],[4],[],"",[43],[14],"",[],"",[],[],[],[],"","","",""
824,1444,"","",[318],[4],[],"",[44],[14],"",[],"",[],[],[],[],"","","",""
825,1445,"","",[318],[4],[],"",[45],[14],"",[],"",[],[],[],[],"","","",""
826,1446,"","",[318],[4],[],"",[46],[14],"",[],"",[],[],[],[],"","","",""
827,1447,"","",[318],[4],[],"",[47],[14],"",[],"",[],[],[],[],"","","",""
828,1448,"","",[318],[4],[],"",[48],[14],"",[],"",[],[],[],[],"","","",""
829,1449,"","",[318],[4],[],"",[49],[14],"",[],"",[],[],[],[],"","","",""
830,1450,"","",[318],[4],[],"",[50],[14],"",[],"",[],[],[],[],"","","",""
831,1451,"","",[318],[4],[],"",[51],[14],"",[],"",[],[],[],[],"","","",""
832,1452,"","",[318],[4],[],"",[52],[14],"",[],"",[],[],[],[],"","","",""
833,1453,"","",[318],[4],[],"",[53],[14],"",[],"",[],[],[],[],"","","",""
834,1454,"","",[318],[4],[],"",[54],[14],"",[],"",[],[],[],[],"","","",""
835,1455,"","",[318],[4],[],"",[55],[14],"",[],"",[],[],[],[],"","","",""
836,1456,"","",[318],[4],[],"",[56],[14],"",[],"",[],[],[],[],"","","",""
837,1457,"","",[318],[4],[],"",[57],[14],"",[],"",[],[],[],[],"","","",""
838,1458,"","",[318],[4],[],"",[58],[14],"",[],"",[],[],[],[],"","","",""
839,1459,"","",[318],[4],[],"",[59],[14],"",[],"",[],[],[],[],"","","",""
840,1460,"","",[318],[4],[],"",[60],[14],"",[],"",[],[],[],[],"","","",""
841,1461,"","",[318],[4],[],"",[61],[14],"",[],"",[],[],[],[],"","","",""
842,1462,"","",[318],[4],[],"",[62],[14],"",[],"",[],[],[],[],"","","",""
843,1463,"","",[318],[4],[],"",[63],[14],"",[],"",[],[],[],[],"","","",""
844,1464,"","",[318],[4],[],"",[64],[14],"",[],"",[],[],[],[],"","","",""
845,1465,"","",[318],[4],[],"",[65],[14],"",[],"",[],[],[],[],"","","",""
846,1466,"","",[318],[4],[],"",[66],[14],"",[],"",[],[],[],[],"","","",""
847,1467,"","",[318],[4],[],"",[67],[14],"",[],"",[],[],[],[],"","","",""
848,1468,"","",[318],[4],[],"",[68],[14],"",[],"",[],[],[],[],"","","",""
849,1469,"","",[318],[4],[],"",[69],[14],"",[],"",[],[],[],[],"","","",""
850,1470,"","",[318],[4],[],"",[70],[14],"",[],"",[],[],[],[],"","","",""
851,1471,"","",[318],[4],[],"",[71],[14],"",[],"",[],[],[],[],"","","",""
852,1472,"","",[318],[4],[],"",[72],[14],"",[],"",[],[],[],[],"","","",""
853,1473,"","",[318],[4],[],"",[73],[14],"",[],"",[],[],[],[],"","","",""
854,1474,"","",[318],[4],[],"",[74],[14],"",[],"",[],[],[],[],"","","",""
855,1475,"","",[318],[4],[],"",[75],[14],"",[],"",[],[],[],[],"","","",""
856,1476,"","",[318],[4],[],"",[94],[14],"",[],"",[],[],[],[],"","","",""
857,1477,"","",[318],[4],[],"",[95],[14],"",[],"",[],[],[],[],"","","",""
858,1478,"","",[318],[4],[],"",[96],[14],"",[],"",[],[],[],[],"","","",""
859,1479,"","",[318],[4],[],"",[97],[14],"",[],"",[],[],[],[],"","","",""
860,1480,"","",[318],[4],[],"",[98],[14],"",[],"",[],[],[],[],"","","",""
861,1481,"","",[318],[4],[],"",[99],[14],"",[],"",[],[],[],[],"","","",""
862,1482,"","",[318],[4],[],"",[100],[14],"",[],"",[],[],[],[],"","","",""
863,1483,"","",[318],[4],[],"",[101],[14],"",[],"",[],[],[],[],"","","",""
864,1484,"","",[318],[4],[],"",[102],[14],"",[],"",[],[],[],[],"","","",""
865,1485,"","",[318],[4],[],"",[103],[14],"",[],"",[],[],[],[],"","","",""
866,1486,"","",[318],[4],[],"",[104],[14],"",[],"",[],[],[],[],"","","",""
867,1487,"","",[318],[4],[],"",[105],[14],"",[],"",[],[],[],[],"","","",""
868,1488,"","",[318],[4],[],"",[106],[14],"",[],"",[],[],[],[],"","","",""
869,1489,"","",[318],[4],[],"",[107],[14],"",[],"",[],[],[],[],"","","",""
870,1490,"","",[318],[4],[],"",[108],[14],"",[],"",[],[],[],[],"","","",""
871,1491,"","",[318],[4],[],"",[109],[14],"",[],"",[],[],[],[],"","","",""
872,1492,"","",[318],[4],[],"",[110],[14],"",[],"",[],[],[],[],"","","",""
873,1493,"","",[318],[4],[],"",[111],[14],"",[],"",[],[],[],[],"","","",""
874,1494,"","",[318],[4],[],"",[112],[14],"",[],"",[],[],[],[],"","","",""
875,1495,"","",[318],[4],[],"",[113],[14],"",[],"",[],[],[],[],"","","",""
876,1496,"","",[318],[4],[],"",[114],[14],"",[],"",[],[],[],[],"","","",""
877,1497,"","",[318],[4],[],"",[115],[14],"",[],"",[],[],[],[],"","","",""
878,1498,"","",[318],[4],[],"",[116],[14],"",[],"",[],[],[],[],"","","",""
879,1499,"","",[318],[4],[],"",[117],[14],"",[],"",[],[],[],[],"","","",""
880,1500,"","",[318],[4],[],"",[118],[14],"",[],"",[],[],[],[],"","","",""
881,1501,"","",[318],[4],[],"",[119],[14],"",[],"",[],[],[],[],"","","",""
882,1502,"","",[318],[4],[],"",[120],[14],"",[],"",[],[],[],[],"","","",""
883,1503,"","",[318],[4],[],"",[121],[14],"",[],"",[],[],[],[],"","","",""
884,1504,"","",[318],[4],[],"",[122],[14],"",[],"",[],[],[],[],"","","",""
885,1505,"","",[318],[4],[],"",[123],[14],"",[],"",[],[],[],[],"","","",""
886,1506,"","",[318],[4],[],"",[124],[14],"",[],"",[],[],[],[],"","","",""
887,1507,"","",[318],[4],[],"",[125],[14],"",[],"",[],[],[],[],"","","",""
888,1508,"","",[318],[4],[],"",[126],[14],"",[],"",[],[],[],[],"","","",""
889,1509,"","",[318],[4],[],"",[127],[14],"",[],"",[],[],[],[],"","","",""
890,1510,"","",[318],[4],[],"",[128],[14],"",[],"",[],[],[],[],"","","",""
891,1511,"","",[318],[4],[],"",[129],[14],"",[],"",[],[],[],[],"","","",""
892,1512,"","",[318],[4],[],"",[130],[14],"",[],"",[],[],[],[],"","","",""
893,1513,"","",[318],[4],[],"",[131],[14],"",[],"",[],[],[],[],"","","",""
894,1514,"","",[318],[4],[],"",[132],[14],"",[],"",[],[],[],[],"","","",""
895,1515,"","",[318],[4],[],"",[133],[14],"",[],"",[],[],[],[],"","","",""
896,1516,"","",[318],[4],[],"",[134],[14],"",[],"",[],[],[],[],"","","",""
897,1517,"","",[318],[4],[],"",[135],[14],"",[],"",[],[],[],[],"","","",""
898,1518,"","",[318],[4],[],"",[136],[14],"",[],"",[],[],[],[],"","","",""
899,1519,"","",[318],[4],[],"",[137],[14],"",[],"",[],[],[],[],"","","",""
900,1520,"","",[318],[4],[],"",[138],[14],"",[],"",[],[],[],[],"","","",""
901,1521,"","",[318],[4],[],"",[139],[14],"",[],"",[],[],[],[],"","","",""
902,1522,"","",[318],[4],[],"",[140],[14],"",[],"",[],[],[],[],"","","",""
903,1523,"","",[318],[4],[],"",[141],[14],"",[],"",[],[],[],[],"","","",""
904,1524,"","",[318],[4],[],"",[142],[14],"",[],"",[],[],[],[],"","","",""
905,1525,"","",[318],[4],[],"",[143],[14],"",[],"",[],[],[],[],"","","",""
906,1526,"","",[318],[4],[],"",[144],[14],"",[],"",[],[],[],[],"","","",""
907,1527,"","",[318],[4],[],"",[145],[14],"",[],"",[],[],[],[],"","","",""
908,1528,"","",[318],[4],[],"",[146],[14],"",[],"",[],[],[],[],"","","",""
909,1529,"","",[318],[4],[],"",[147],[14],"",[],"",[],[],[],[],"","","",""
910,1530,"","",[318],[4],[],"",[148],[14],"",[],"",[],[],[],[],"","","",""
911,1531,"","",[318],[4],[],"",[149],[14],"",[],"",[],[],[],[],"","","",""
912,1532,"","",[318],[4],[],"",[150],[14],"",[],"",[],[],[],[],"","","",""
913,1533,"","",[318],[4],[],"",[151],[14],"",[],"",[],[],[],[],"","","",""
914,1534,"","",[318],[4],[],"",[152],[14],"",[],"",[],[],[],[],"","","",""
915,1535,"","",[318],[4],[],"",[153],[14],"",[],"",[],[],[],[],"","","",""
916,1536,"","",[318],[4],[],"",[154],[14],"",[],"",[],[],[],[],"","","",""
917,1537,"","",[318],[4],[],"",[155],[14],"",[],"",[],[],[],[],"","","",""
918,1538,"","",[318],[4],[],"",[156],[14],"",[],"",[],[],[],[],"","","",""
919,1539,"","",[318],[4],[],"",[157],[14],"",[],"",[],[],[],[],"","","",""
920,1540,"","",[318],[4],[],"",[158],[14],"",[],"",[],[],[],[],"","","",""
921,1541,"","",[318],[4],[],"",[159],[14],"",[],"",[],[],[],[],"","","",""
922,1542,"","",[318],[4],[],"",[160],[14],"",[],"",[],[],[],[],"","","",""
923,1543,"","",[318],[4],[],"",[161],[14],"",[],"",[],[],[],[],"","","",""
924,1544,"","",[318],[4],[],"",[162],[14],"",[],"",[],[],[],[],"","","",""
925,1545,"","",[318],[4],[],"",[163],[14],"",[],"",[],[],[],[],"","","",""
926,1546,"","",[318],[4],[],"",[188],[14],"",[],"",[],[],[],[],"","","",""
927,1547,"","",[318],[4],[],"",[189],[14],"",[],"",[],[],[],[],"","","",""
928,1548,"","",[318],[4],[],"",[190],[14],"",[],"",[],[],[],[],"","","",""
929,1549,"","",[318],[4],[],"",[191],[14],"",[],"",[],[],[],[],"","","",""
930,1550,"","",[318],[4],[],"",[192],[14],"",[],"",[],[],[],[],"","","",""
931,1551,"","",[318],[4],[],"",[193],[14],"",[],"",[],[],[],[],"","","",""
932,1552,"","",[318],[4],[],"",[194],[14],"",[],"",[],[],[],[],"","","",""
933,1553,"","","[346,1300]",[],[6625],"","[4,4]",[37],"",[],"",[],[],[],[],"","",0,""
934,1554,"",5111,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
935,1555,"",5112,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
936,1556,"",5113,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
937,1557,"",5114,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
938,1558,"",5115,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
939,1559,"",5116,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
940,1560,"",5117,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
941,1561,"",5118,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
942,1562,"",5119,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
943,1564,"",5120,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
944,1565,"",5121,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
945,1566,"",5122,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
946,1567,"",5123,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
947,1568,"",5124,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
948,1569,"",5125,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
949,1570,"",5126,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
950,1571,"",5129,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
951,1575,76,"",[1366],[23],[],"",[34],[13],"",[],"",[],[],[],[],"","","",""
952,1573,"",5127,[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
953,1574,"",5128,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","","",""
954,1579,"",5130,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
955,1580,"",5131,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
956,1581,"",5132,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
957,1582,"",5133,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
958,1583,"",5134,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
959,1584,"",5135,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
960,1585,"",5136,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
961,1587,75,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","","",""
962,1588,"",5137,[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
963,1589,"",5138,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","","",""
964,1590,"","",[1366],[23],[],"",[33],[13],"",[],"",[],[],[],[],"","","",""
965,1592,"","",[346],[],"[6674,6675,6676]","",[7],[37],"",[],"",[],[],[],[],"","",0,""
966,1572,71,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","","",""
967,1576,"","",[346],[],[6427],"",[-9],[37],"",[],"",[],[],[],[],"","",0,""
968,1577,"","",[346],[],"[6674,6675,6676]","",[6],[37],"",[],"",[],[],[],[],"","",0,""
969,1594,"",5140,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
970,1595,"",5141,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
971,1596,"",5142,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
972,1597,"",5143,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
973,1598,"",5144,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
974,1599,"",5145,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
975,1600,"",5146,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
976,1601,77,"",[1366],[23],[],"",[35],[13],"",[],"",[],[],[],[],"","","",""
977,1603,"",5147,[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
978,1604,"",5148,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","","",""
979,1605,"","",[346],[],[6742],"",[4],[37],"",[],"",[],[],[],[],"","",0,""
980,1606,72,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","","",""
981,1607,73,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","","",""
982,1608,"",5149,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
983,1609,"",5150,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
984,1610,"",5151,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
985,1611,"",5152,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
986,1612,"",5153,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
987,1613,"",5154,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
988,1614,"",5155,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
989,1615,"","","[346,2673]",[],"[6659,7135]","","[3,4]",[37],"",[],"",[],[],[],[],"","",0,""
990,1616,74,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","","",""
991,1617,"",5156,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
992,1618,"",5157,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
993,1619,"",5158,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
994,1620,"",5159,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
995,1621,"",5160,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
996,1622,"",5161,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
997,1623,"",5162,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","","",""
998,1628,"",5163,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
999,1586,"",5139,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
1000,1591,"","","[346,1300,1723]",[],"[6510,6640]","","[1,3,2]",[37],"",[],"",[],[],[],[],"","",0,""
1001,1630,"",5164,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
1002,1631,"",5165,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","","",""
1003,1632,"",5166,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
1004,1633,"",5167,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
1005,1634,"",5168,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
1006,1635,"",5169,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
1007,1636,"","",[346],[],[6490],"",[2],[37],"",[],"",[],[],[],[],"","",0,""
1008,1638,"",5170,[],[26],[],"",[],[4],"",[],"",[],[],[],[],"","","",""
1009,1639,"","",[346],[],[6428],"",[1],[37],"",[],"",[],[],[],[],"","",0,""
1010,1640,"","",[1220],[],"[6556,6573,6558,6559,6565,6571,6566,6591,6713,6855,6851,7150]","",[10],[37],"",[],"",[],[],[],[],"","",1,""
1011,1641,"","","[346,1300,2673]",[],[6424],"","[3,1,4]",[37],"",[],"",[],[],[],[],"","",0,""
1012,1642,"","",[346],[],"[6429,7142]","",[1],[37],"",[],"",[],[],[],[],"","",0,""
1013,1643,"","",[346],[],"[6429,7142]","",[2],[37],"",[],"",[],[],[],[],"","",0,""
1014,1644,"","","[346,2673,9183]",[],[6446],"","[2,4,33]",[37],"",[],"",[],[],[],[],"","",0,""
1015,1645,"","",[346],[],[6441],"",[3],[37],"",[],"",[],[],[],[],"","",0,""
1016,1646,"",5171,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
1017,1647,"",5172,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
1018,1648,"",5173,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
1019,1649,"",5174,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
1020,1650,"",5175,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
1021,1652,"","",[346],[],[6686],"",[1],[37],"",[],"",[],[],[],[],"","",0,""
1022,1653,"",5176,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
1023,1654,"",5177,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
1024,1655,"",5178,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
1025,1656,"",5179,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
1026,1657,"",5180,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
1027,1658,"","",[7769],[],"[6770,6857]","",[1],[37],"",[],"",[],[],[],[],"","",0,""
1028,1659,"",5181,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
1029,1660,"",5182,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
1030,1661,"",5183,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
1031,1662,"",5184,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
1032,1663,"",5185,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
1033,1664,"","",[7769],[],"[6770,6857]","",[2],[37],"",[],"",[],[],[],[],"","",0,""
1034,1665,"",5186,[],[25],[],"",[],"[7,8,21]","",[],"",[],[],[],[],"","","",""
1035,1666,"",5187,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
1036,1667,"",5188,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
1037,1669,"",5189,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
1038,1670,"",5190,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
1039,1671,79,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","","",""
1040,1675,"",5192,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
1041,1676,80,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],[],[],"","","",""
1042,1680,"",5191,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
1043,1681,"",5193,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
1044,1682,"",5194,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
1045,1683,"",5195,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
1046,1684,"",5196,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
1047,1690,"",5202,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
1048,1691,"",5203,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
1049,1692,"",5204,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
1050,1693,"",5205,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
1051,1694,"",5206,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
1052,1695,"",5207,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
1053,1696,"",5208,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
1054,1697,"",5209,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
1055,1698,"","",[346],[],[6699],"",[5],[37],"",[],"",[],[],[],[],"","",0,""
1056,1699,"","",[346],[],"[6674,6675,6676]","",[8],[37],"",[],"",[],[],[],[],"","",0,""
1057,1701,"",5210,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
1058,1702,"","",[1366],[23],[],"",[36],[13],"",[],"",[],[],[],[],"","","",""
1059,1703,"",5211,[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
1060,1704,"",5212,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","","",""
1061,1705,81,"",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],[],[],"","","",""
1062,1706,"",5213,[],[25],[],"",[],[7],"",[],"",[],[],[],[],"","","",""
1063,1707,"",5214,[],[23],[],"",[],[12],"",[],"",[],[],[],[],"","","",""
1064,1708,"",5215,[],[22],[],"",[],[11],"",[],"",[],[],[],[],"","","",""
1065,1709,"",5216,[],[24],[],"",[],[9],"",[],"",[],[],[],[],"","","",""
1066,1710,"",5217,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
1067,1711,"",5218,[],[24],[],"",[],[10],"",[],"",[],[],[],[],"","","",""
1068,1712,"",5219,[],[21],[],"",[],[15],"",[],"",[],[],[],[],"","","",""
1069,1713,"","","[346,1300,1723]",[],"[6510,6640]","","[2,5,3]",[37],"",[],"",[],[],[],[],"","",0,""
1070,1714,"","",[346],[],"[6674,6675,6676]","",[9],[37],"",[],"",[],[],[],[],"","",0,""
1071,1716,"",5220,[],[25],[],"",[],"[8,21]","",[],"",[],[],[],[],"","","",""
1072,1717,"","",[1366],[23],[],"",[37],[13],"",[],"",[],[],[],[],"","","",""
1073,1718,"",5221,[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],"",[],[],[],[],"","","",""
1074,1719,"",5222,[],"[16,17,15]",[],"",[],[1],"",[],"",[],[],[],[],"","","",""
