"rownum","MonsterVarietiesKey","BestiaryGroupsKey","rid","bool","string","string","rid","rid","bool","i32","i32","bool","i32","bool"
314,481,10,31,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheDeepDweller","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheDeepDweller","",7,1,-16843010,-16843010,1,1344,""
315,259,1,6,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheFaun","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheFaun",261,1,1,-16843010,-16843010,1,1344,""
316,282,1,6,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Ungulath","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Ungulath","",2,1,-16843010,-16843010,1,1344,""
317,341,0,1,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheBurningMenace","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheBurningMenace","",3,1,-16843010,-16843010,1,1344,""
318,496,9,29,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Ambrosia","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Ambrosia","",8,1,-16843010,-16843010,1,1344,""
319,498,9,29,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Amarissa","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Amarissa","",8,1,-16843010,-16843010,1,1344,""
320,113,3,10,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheGreatWhiteBeast","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheGreatWhiteBeast","",0,1,-16843010,-16843010,1,1344,""
321,945,8,26,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BlackDeath","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BlackDeath","",12,1,-16843010,-16843010,1,1344,""
322,947,8,26,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheWeaver","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheWeaver",950,12,1,-16843010,-16843010,1,1344,""
323,355,1,5,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/NadiaTheSoothing","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/NadiaTheSoothing","",5,1,-16843010,-16843010,1,1344,""
324,357,1,5,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/AidanTheFrenzied","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/AidanTheFrenzied","",5,1,-16843010,-16843010,1,1344,""
325,3212,3,11,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Quru","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Quru","",21,1,-16843010,-16843010,1,1344,""
326,1690,4,13,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Thistlesage","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Thistlesage","",18,1,-16843010,-16843010,1,1344,""
327,2739,8,23,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ConquerorWurm","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ConquerorWurm","",19,1,-16843010,-16843010,1,1344,""
328,1514,6,20,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/ParadisaeVenenum","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/ParadisaeVenenum","",14,1,-16843010,-16843010,1,1344,""
329,3890,5,15,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheHundredFootShadow","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheHundredFootShadow",3891,22,1,-16843010,-16843010,1,1344,""
330,4163,5,42,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/CockerelBestiaryBoss","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/CockerelBestiaryBoss","",26,1,-16843010,-16843010,1,1344,""
331,4150,2,9,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Steelchaw","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Steelchaw","",25,1,-16843010,-16843010,1,1344,""
332,4112,2,8,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Raihara","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Raihara","",24,1,-16843010,-16843010,1,1344,""
333,375,1,4,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Hollowskull","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Hollowskull","",28,1,-16843010,-16843010,1,1344,""
334,4945,7,41,"","","","",29,1,-16843010,-16843010,1,1344,""
335,5819,10,34,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Brinecrack","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Brinecrack","",32,1,-16843010,-16843010,1,1344,""
336,115,3,10,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheGreatWhiteBones","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheGreatWhiteBones","",0,1,-16843010,-16843010,1,1344,""
337,2719,8,23,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Tunnelworm","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Tunnelworm","",19,1,-16843010,-16843010,1,1344,""
338,4197,4,12,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/Boulderback","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/Boulderback","",27,1,-16843010,-16843010,1,1344,""
339,5960,6,20,"","Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/TheBasilisk","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/TheBasilisk","",14,1,-16843010,-16843010,1,1344,""
340,3425,3,10,"","","","",0,1,-16843010,-16843010,1,1344,""
341,3426,5,16,"","","","",6,1,-16843010,-16843010,1,1344,""
342,3427,1,4,"","","","",28,1,-16843010,-16843010,1,1344,""
343,3429,1,5,"","","","",5,1,-16843010,-16843010,1,1344,""
344,3430,1,5,"","","","",5,1,-16843010,-16843010,1,1344,""
345,3441,11,35,"","","","",13,1,-16843010,-16843010,1,1344,""
346,3442,11,36,"","","","",40,1,-16843010,-16843010,1,1344,""
347,3443,1,6,"","","","",1,1,-16843010,-16843010,1,1344,""
348,3444,1,6,"","","","",2,1,-16843010,-16843010,1,1344,""
349,3451,6,20,"","","","",14,1,-16843010,-16843010,1,1344,""
350,3452,7,21,"","","","",15,1,-16843010,-16843010,1,1344,""
351,3453,5,14,"","","","",17,1,-16843010,-16843010,1,1344,""
352,3459,8,23,"","","","",19,1,-16843010,-16843010,1,1344,""
353,3460,10,31,"","","","",7,1,-16843010,-16843010,1,1344,""
354,3461,9,29,"","","","",8,1,-16843010,-16843010,1,1344,""
355,3462,10,32,"","","","",9,1,-16843010,-16843010,1,1344,""
356,3468,6,19,"","","","",10,1,-16843010,-16843010,1,1344,""
357,3469,9,29,"","","","",11,1,-16843010,-16843010,1,1344,""
358,3470,8,26,"","","","",12,1,-16843010,-16843010,1,1344,""
359,3471,4,13,"","","","",18,1,-16843010,-16843010,1,1344,""
360,3472,9,30,"","","","",20,1,-16843010,-16843010,1,1344,""
361,3474,5,16,"","","","",6,1,-16843010,-16843010,1,1344,""
362,138,3,10,"","","",139,0,1,-16843010,-16843010,1,1344,""
363,109,3,10,"","","","",0,"",-16843010,-16843010,1,1344,""
364,110,3,10,"","","","",0,1,-16843010,-16843010,1,1344,""
365,368,1,5,"","","","",28,"",-16843010,-16843010,1,1344,""
366,1495,11,35,"","","","",13,"",-16843010,-16843010,1,1344,""
367,4861,11,36,"","","","",41,"",-16843010,-16843010,1,1344,""
368,4863,11,36,"","","","",41,"",-16843010,-16843010,1,1344,""
369,4865,11,36,"","","","",41,"",-16843010,-16843010,1,1344,""
370,1510,6,20,"","","","",14,"",-16843010,-16843010,1,1344,""
371,1578,7,21,"","","","",16,"",-16843010,-16843010,1,1344,""
372,1577,7,21,"","","","",15,"",-16843010,-16843010,1,1344,""
373,379,1,5,"","","","",5,"",-16843010,-16843010,1,1344,""
374,4767,1,5,"","","","",5,"",-16843010,-16843010,1,1344,""
375,5302,7,41,"","","","",29,"",243,0,1,1344,""
376,4944,7,41,"","","","",29,"",249,0,1,1344,""
377,5012,2,43,"","","","",31,"",250,0,1,1344,""
378,5013,2,43,"","","","",31,1,-16843010,-16843010,1,1344,""
379,5014,2,43,"","","","",31,1,-16843010,-16843010,1,1344,""
380,459,5,16,"","","","",6,1,-16843010,-16843010,1,1344,""
381,433,5,16,"","","","",6,"",-16843010,-16843010,1,1344,""
382,2744,8,23,"","","","",19,"",-16843010,-16843010,1,1344,""
383,4839,8,23,"","","","",19,"",180,0,1,1344,""
384,2738,8,23,"","","","",19,"",180,0,1,1344,""
385,2732,8,23,"","","","",19,"",-16843010,-16843010,1,1344,""
386,2721,8,23,"","","","",19,"",180,0,1,1344,""
387,4772,7,22,"","","","",23,"",-16843010,-16843010,1,1344,""
388,464,10,31,"","","","",7,"",-16843010,-16843010,1,1344,""
389,5959,8,27,"","","","",35,1,-16843010,-16843010,1,1344,""
390,5955,8,27,"","","","",35,1,-16843010,-16843010,1,1344,""
391,511,9,29,"","","","",8,"",-16843010,-16843010,1,1344,""
392,4768,6,19,"","","","",10,"",-16843010,-16843010,1,1344,""
393,4843,6,18,"","","","",10,"",-16843010,-16843010,1,1344,""
394,921,9,29,"","","","",11,"",-16843010,-16843010,1,1344,""
395,4770,8,26,"","","","",12,"",-16843010,-16843010,1,1344,""
396,973,8,26,"","","","",12,"",-16843010,-16843010,"",1344,1
397,4810,8,26,"","","","",12,"",-16843010,-16843010,1,1344,""
398,4811,8,26,"","","","",12,"",-16843010,-16843010,1,1344,""
399,4842,4,13,"","","","",18,"",-16843010,-16843010,1,1344,""
400,2453,1,5,"","","",2454,5,1,-16843010,-16843010,1,1344,""
401,2451,1,5,"","","",2452,5,1,-16843010,-16843010,1,1344,""
402,949,8,26,"","","","",12,1,-16843010,-16843010,1,1344,""
403,4433,0,3,"","","","",36,"",-16843010,-16843010,1,1344,""
404,4774,5,15,"","","","",22,"",-16843010,-16843010,1,1344,""
405,3396,10,31,"","","",3398,7,1,-16843010,-16843010,1,1344,""
406,3342,9,30,"","","","",20,1,-16843010,-16843010,1,1344,""
407,3345,1,6,"","","","",1,1,-16843010,-16843010,1,1344,""
408,3353,1,6,"","","","",2,1,-16843010,-16843010,1,1344,""
409,3357,8,23,"","","","",19,1,-16843010,-16843010,1,1344,""
410,3369,1,4,"","","","",28,1,-16843010,-16843010,1,1344,""
411,3376,8,26,"","","","",12,1,-16843010,-16843010,1,1344,""
412,3378,6,19,"","","","",10,1,-16843010,-16843010,1,1344,""
413,3372,7,21,"","","","",15,1,-16843010,-16843010,1,1344,""
414,3399,9,29,"","","","",8,1,-16843010,-16843010,1,1344,""
415,3359,5,14,"","","","",17,1,-16843010,-16843010,1,1344,""
416,3404,7,22,"","","","",23,1,-16843010,-16843010,1,1344,""
417,3343,9,30,"","","","",20,1,406,0,1,1344,""
418,3346,1,6,"","","","",1,1,407,0,1,1344,""
419,3354,1,6,"","","","",2,1,408,0,1,1344,""
420,3358,7,23,"","","","",19,1,409,0,1,1344,""
421,3360,5,14,"","","","",17,1,415,0,1,1344,""
422,3370,1,4,"","","","",28,1,410,0,1,1344,""
423,3373,7,21,"","","","",15,1,413,0,1,1344,""
424,3377,8,26,"","","","",12,1,411,0,1,1344,""
425,3379,6,19,"","","","",10,1,412,0,1,1344,""
426,3400,9,29,"","","","",8,1,414,0,1,1344,""
427,3669,1,5,"","","","",28,1,-16843010,-16843010,1,1344,""
428,3647,1,5,"","","","",28,"",-16843010,-16843010,1,1344,""
429,3649,3,11,"","","","",21,"",-16843010,-16843010,1,1344,""
430,3651,3,11,"","","","",21,1,-16843010,-16843010,1,1344,""
431,3650,3,11,"","","","",21,"",-16843010,-16843010,1,1344,""
432,3659,11,35,"","","","",13,"",-16843010,-16843010,1,1344,""
433,3672,11,35,"","","","",13,1,-16843010,-16843010,1,1344,""
434,3664,11,36,"","","","",40,1,-16843010,-16843010,1,1344,""
435,3648,6,20,"","","","",14,"",-16843010,-16843010,1,1344,""
436,3666,6,20,"","","","",14,1,-16843010,-16843010,1,1344,""
437,3645,7,21,"","","","",15,"",-16843010,-16843010,1,1344,""
438,3663,7,21,"","","","",15,1,-16843010,-16843010,1,1344,""
439,3646,7,21,"","","","",15,"",-16843010,-16843010,1,1344,""
440,3653,5,16,"","","","",6,"",-16843010,-16843010,1,1344,""
441,3654,5,16,"","","","",6,"",-16843010,-16843010,1,1344,""
442,3670,5,16,"","","","",6,1,-16843010,-16843010,1,1344,""
443,3660,10,32,"","","","",9,"",-16843010,-16843010,1,1344,""
444,3668,10,32,"","","","",9,1,-16843010,-16843010,1,1344,""
445,3671,6,19,"","","","",10,1,-16843010,-16843010,1,1344,""
446,3656,6,19,"","","","",10,"",-16843010,-16843010,1,1344,""
447,3658,6,19,"","","","",10,"",-16843010,-16843010,1,1344,""
448,3665,8,26,"","","","",12,1,-16843010,-16843010,1,1344,""
449,3655,8,26,"","","","",12,"",-16843010,-16843010,1,1344,""
450,3638,8,26,"","","","",12,"",-16843010,-16843010,1,1344,""
451,3639,4,13,"","","","",18,"",-16843010,-16843010,1,1344,""
452,3135,9,30,"","","","",20,"",-16843010,-16843010,1,1344,""
453,3662,9,30,"","","","",20,1,-16843010,-16843010,1,1344,""
454,3640,3,11,"","","","",0,"",-16843010,-16843010,1,1344,""
455,3642,3,11,"","","",3643,0,1,-16843010,-16843010,1,1344,""
456,3667,0,1,"","","","",3,1,-16843010,-16843010,1,1344,""
457,3652,0,1,"","","","",3,"",-16843010,-16843010,1,1344,""
458,3455,0,1,"","","","",3,1,-16843010,-16843010,1,1344,""
459,6866,4,13,"","","","",18,"",-16843010,-16843010,1,1344,""
460,6890,4,13,"","","","",18,"",-16843010,-16843010,1,1344,""
461,6892,4,13,"","","","",18,"",-16843010,-16843010,1,1344,""
462,6871,1,5,"","","","",5,"",-16843010,-16843010,1,1344,""
463,6873,1,5,"","","","",5,"",-16843010,-16843010,1,1344,""
464,6883,4,13,"","","","",18,"",-16843010,-16843010,1,1344,""
465,6854,7,22,"","","","",23,"",-16843010,-16843010,1,1344,""
466,6856,7,22,"","","","",23,"",-16843010,-16843010,1,1344,""
467,6821,8,26,"","","","",12,"",-16843010,-16843010,1,1344,""
468,6826,8,26,"","","","",12,"",-16843010,-16843010,1,1344,""
469,6829,8,26,"","","","",12,"",-16843010,-16843010,1,1344,""
470,8282,3,44,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RedBeastTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RedBeastTier3","",0,"",-16843010,-16843010,"",1344,""
471,8285,0,45,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RedHellionTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RedHellionTier3","",3,"",-16843010,-16843010,"",1344,""
472,8290,4,46,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/RedBrambleHulkTier","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/RedBrambleHulkTier3","",28,"",-16843010,-16843010,"",1344,""
473,8323,9,47,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GreenSquidTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GreenSquidTier3","",20,"",-16843010,-16843010,"",1344,""
474,8326,5,48,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GreenVultureParasiteTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GreenVultureParasiteTier3","",22,"",-16843010,-16843010,"",1344,""
475,8330,8,49,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GreenPlatedScorpionTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GreenPlatedScorpionTier3","",33,"",-16843010,-16843010,"",1344,""
476,8357,2,50,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BlueRhexLargeTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BlueRhexLargeTier3","",24,"",-16843010,-16843010,"",1344,""
477,8360,10,51,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BlueNessaCrabTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BlueNessaCrabTier3","",30,"",-16843010,-16843010,"",1344,""
478,8365,1,52,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/BlueGoatmanTier3","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/BlueGoatmanTier3","",1,"",-16843010,-16843010,"",1344,""
479,9799,4,53,1,"Art/2DArt/UIImages/InGame/Bestiary/SmallIcons/GullGoliath","Art/2DArt/UIImages/InGame/Bestiary/ItemIcons/GullGoliath","",18,1,-16843010,-16843010,"",1344,""
