"rownum","Id","HeistAreasKey","i32","i32","DGRFile","i32","i32","bool","i32","i32","i32"
167,"RobotTunnels_Ossuary4",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Ossuary/Graphs/_ossuary_robottunnels_4.dgr",7,3,1,4,3,2
168,"RobotTunnels_Sanctum1",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sanctum/Graphs/_sanctum_robottunnels_1.dgr",7,3,1,1,3,2
169,"RobotTunnels_Sanctum2",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sanctum/Graphs/_sanctum_robottunnels_2.dgr",7,3,1,2,3,2
170,"RobotTunnels_Sanctum3",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sanctum/Graphs/_sanctum_robottunnels_3.dgr",7,3,1,3,3,2
171,"RobotTunnels_Sanctum4",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sanctum/Graphs/_sanctum_robottunnels_4.dgr",7,3,1,4,3,2
172,"RobotTunnels_Sewers1",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sewers/Graphs/_sewers_robottunnels_1.dgr",7,3,1,1,3,2
173,"RobotTunnels_Sewers2",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sewers/Graphs/_sewers_robottunnels_2.dgr",7,3,1,2,3,2
174,"RobotTunnels_Sewers3",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sewers/Graphs/_sewers_robottunnels_3.dgr",7,3,1,3,3,2
175,"RobotTunnels_Sewers4",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sewers/Graphs/_sewers_robottunnels_4.dgr",7,3,1,4,3,2
176,"RobotTunnels_Wildgrowth1",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_robottunnels1.dgr",7,3,1,1,3,3
177,"RobotTunnels_Wildgrowth2",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_robottunnels2.dgr",7,3,1,2,3,3
178,"RobotTunnels_Wildgrowth3",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_robottunnels3.dgr",7,3,1,3,3,3
179,"RobotTunnels_Wildgrowth4",5,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_robottunnels4.dgr",7,3,1,4,3,3
180,"Sewers_Arcade1",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_sewers_1.dgr",7,1,1,1,3,3
181,"Sewers_Arcade2",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_sewers_2.dgr",7,1,1,2,3,3
182,"Sewers_Arcade3",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_sewers_3.dgr",7,1,1,3,3,3
183,"Sewers_Arcade4",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_sewers_4.dgr",7,1,1,4,3,3
184,"Sewers_Canals1",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_sewers_1.dgr",7,3,1,1,3,3
185,"Sewers_Canals2",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_sewers_2.dgr",7,3,1,2,3,3
186,"Sewers_Canals3",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_sewers_3.dgr",7,3,1,3,3,3
187,"Sewers_Canals4",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_sewers_4.dgr",7,3,1,4,3,3
188,"Sewers_Cellar1",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Cellar/Graphs/_cellar_sewers_1.dgr",7,3,1,1,3,3
189,"Sewers_Cellar2",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Cellar/Graphs/_cellar_sewers_2.dgr",7,3,1,2,3,3
190,"Sewers_Cellar3",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Cellar/Graphs/_cellar_sewers_3.dgr",7,3,1,3,3,3
191,"Sewers_Cellar4",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Cellar/Graphs/_cellar_sewers_4.dgr",7,3,1,4,3,3
192,"Sewers_Fungal1",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/FungalCavern/Graphs/_fungal_sewers_1.dgr",7,3,1,1,2,1
193,"Sewers_Fungal2",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/FungalCavern/Graphs/_fungal_sewers_2.dgr",7,3,1,2,2,2
194,"Sewers_Fungal3",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/FungalCavern/Graphs/_fungal_sewers_3.dgr",7,3,1,3,2,3
195,"Sewers_Fungal4",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/FungalCavern/Graphs/_fungal_sewers_4.dgr",7,3,1,4,3,3
196,"Sewers_Ossuary1",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Ossuary/Graphs/_ossuary_sewers_1.dgr",7,3,1,1,3,2
197,"Sewers_Ossuary2",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Ossuary/Graphs/_ossuary_sewers_2.dgr",7,3,1,2,3,2
198,"Sewers_Ossuary3",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Ossuary/Graphs/_ossuary_sewers_3.dgr",7,3,1,3,3,2
199,"Sewers_Ossuary4",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Ossuary/Graphs/_ossuary_sewers_4.dgr",7,3,1,4,3,2
200,"Sewers_Sanctum1",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sanctum/Graphs/_sanctum_sewers_1.dgr",7,3,1,1,3,2
201,"Sewers_Sanctum2",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sanctum/Graphs/_sanctum_sewers_2.dgr",7,3,1,2,3,2
202,"Sewers_Sanctum3",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sanctum/Graphs/_sanctum_sewers_3.dgr",7,3,1,3,3,2
203,"Sewers_Sanctum4",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sanctum/Graphs/_sanctum_sewers_4.dgr",7,3,1,4,3,2
204,"Sewers_Sewers1",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sewers/Graphs/_sewers_sewers_1.dgr",7,3,1,1,3,2
205,"Sewers_Sewers2",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sewers/Graphs/_sewers_sewers_2.dgr",7,3,1,2,3,2
206,"Sewers_Sewers3",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sewers/Graphs/_sewers_sewers_3.dgr",7,3,1,3,3,2
207,"Sewers_Sewers4",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sewers/Graphs/_sewers_sewers_4.dgr",7,3,1,4,3,2
208,"Sewers_Wildgrowth1",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_sewers_1.dgr",7,3,1,1,3,3
209,"Sewers_Wildgrowth2",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_sewers_2.dgr",7,3,1,2,3,3
210,"Sewers_Wildgrowth3",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_sewers_3.dgr",7,3,1,3,3,3
211,"Sewers_Wildgrowth4",6,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_sewers_4.dgr",7,3,1,4,3,3
212,"Courts_Arcade1",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_courts_1.dgr",7,1,1,1,3,3
213,"Courts_Arcade2",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_courts_2.dgr",7,1,1,2,3,3
214,"Courts_Arcade3",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_courts_3.dgr",7,1,1,3,3,3
215,"Courts_Arcade4",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_courts_4.dgr",7,1,1,4,3,3
216,"Courts_Canals1",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_courts_1.dgr",7,3,1,1,3,3
217,"Courts_Canals2",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_courts_2.dgr",7,3,1,2,3,3
218,"Courts_Canals3",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_courts_3.dgr",7,3,1,3,3,3
219,"Courts_Canals4",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_courts_4.dgr",7,3,1,4,3,3
220,"Courts_Cellar1",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Cellar/Graphs/_cellar_courts_1.dgr",7,3,1,1,2,1
221,"Courts_Cellar2",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Cellar/Graphs/_cellar_courts_2.dgr",7,3,1,2,2,2
222,"Courts_Cellar3",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Cellar/Graphs/_cellar_courts_3.dgr",7,3,1,3,2,3
223,"Courts_Cellar4",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Cellar/Graphs/_cellar_courts_4.dgr",7,3,1,4,3,3
224,"Courts_Ossuary1",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Ossuary/Graphs/_ossuary_courts_1.dgr",7,3,1,1,3,2
225,"Courts_Ossuary2",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Ossuary/Graphs/_ossuary_courts_2.dgr",7,3,1,2,3,2
226,"Courts_Ossuary3",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Ossuary/Graphs/_ossuary_courts_3.dgr",7,3,1,3,3,2
227,"Courts_Ossuary4",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Ossuary/Graphs/_ossuary_courts_4.dgr",7,3,1,4,3,2
228,"Courts_Park1",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Park/Graphs/_park_courts_1.dgr",7,3,1,1,5,4
229,"Courts_Park2",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Park/Graphs/_park_courts_2.dgr",7,3,1,2,5,4
230,"Courts_Park3",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Park/Graphs/_park_courts_3.dgr",7,3,1,3,5,4
231,"Courts_Park4",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Park/Graphs/_park_courts_4.dgr",7,3,1,4,5,4
232,"Courts_Sewers1",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sewers/Graphs/_sewers_courts_1.dgr",7,3,1,1,3,2
233,"Courts_Sewers2",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sewers/Graphs/_sewers_courts_2.dgr",7,3,1,2,3,2
234,"Courts_Sewers3",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sewers/Graphs/_sewers_courts_3.dgr",7,3,1,3,3,2
235,"Courts_Sewers4",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sewers/Graphs/_sewers_courts_4.dgr",7,3,1,4,3,2
236,"Courts_Sanctum1",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sanctum/Graphs/_sanctum_courts_1.dgr",7,3,1,1,3,2
237,"Courts_Sanctum2",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sanctum/Graphs/_sanctum_courts_2.dgr",7,3,1,2,3,2
238,"Courts_Sanctum3",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sanctum/Graphs/_sanctum_courts_3.dgr",7,3,1,3,3,2
239,"Courts_Sanctum4",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sanctum/Graphs/_sanctum_courts_4.dgr",7,3,1,4,3,2
240,"Courts_Wildgrowth1",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_courts_1.dgr",7,3,1,1,3,3
241,"Courts_Wildgrowth2",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_courts_2.dgr",7,3,1,2,3,3
242,"Courts_Wildgrowth3",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_courts_3.dgr",7,3,1,3,3,3
243,"Courts_Wildgrowth4",7,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_courts_4.dgr",7,3,1,4,3,3
244,"Mansion_Arcade1",8,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_mansion_1.dgr",7,1,1,1,3,3
245,"Mansion_Arcade2",8,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_mansion_2.dgr",7,1,1,2,3,3
246,"Mansion_Arcade3",8,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_mansion_3.dgr",7,1,1,3,3,3
247,"Mansion_Arcade4",8,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Arcade/Graphs/_arcade_mansion_4.dgr",7,1,1,4,3,3
248,"Mansion_Canals1",8,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_mansion_1.dgr",7,3,1,1,3,3
249,"Mansion_Canals2",8,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_mansion_2.dgr",7,3,1,2,3,3
250,"Mansion_Canals3",8,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_mansion_3.dgr",7,3,1,3,3,3
251,"Mansion_Canals4",8,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Canals/Graphs/_canals_mansion_4.dgr",7,3,1,4,3,3
252,"Mansion_Park1",8,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Park/Graphs/_park_mansion_1.dgr",7,3,1,1,5,4
253,"Mansion_Park2",8,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Park/Graphs/_park_mansion_2.dgr",7,3,1,2,5,4
254,"Mansion_Park3",8,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Park/Graphs/_park_mansion_3.dgr",7,3,1,3,5,4
255,"Mansion_Park4",8,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Park/Graphs/_park_mansion_4.dgr",7,3,1,4,5,4
256,"Mansion_Sewers1",8,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sewers/Graphs/_sewers_mansion_1.dgr",7,3,1,1,3,2
257,"Mansion_Sewers2",8,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sewers/Graphs/_sewers_mansion_2.dgr",7,3,1,2,3,2
258,"Mansion_Sewers3",8,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sewers/Graphs/_sewers_mansion_3.dgr",7,3,1,3,3,2
259,"Mansion_Sewers4",8,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Sewers/Graphs/_sewers_mansion_4.dgr",7,3,1,4,3,2
260,"Mansion_Wildgrowth1",8,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_mansion_1.dgr",7,3,1,1,3,3
261,"Mansion_Wildgrowth2",8,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_mansion_2.dgr",7,3,1,2,3,3
262,"Mansion_Wildgrowth3",8,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_mansion_3.dgr",7,3,1,3,3,3
263,"Mansion_Wildgrowth4",8,0,100,"Metadata/Terrain/Leagues/Heist/Intros/Wildgrowth/Graphs/_wildgrowth_mansion_4.dgr",7,3,1,4,3,3
