"rownum","Id","bool","i32","Name","AOFiles","bool","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","f32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","[rid]","string","i32","i32","bool","rid","rid","bool","bool","[rid]","bool","[rid]","bool","bool","bool","i32","i32","rid","bool"
467,"Metadata/Chests/DelveChests/DelveChestWeaponCorrupted",1,4,"Twisted Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,356777984,1,-16908288,-16843010,-16843010,-16843010,33619710,0,1140850688,277,0,0,1677721600,277,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1677721600,277,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
468,"Metadata/Chests/DelveChests/DelveChestWeaponPhysicalDamage",1,4,"Heavy Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,369491968,1,-16908288,-16843010,-16843010,-16843010,16842494,0,100663296,278,0,0,369098752,278,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,369098752,278,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
469,"Metadata/Chests/DelveChests/DelveChestWeaponCaster",1,4,"Runed Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,380108800,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1476395008,278,0,0,-1207959552,278,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1207959552,278,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
470,"Metadata/Chests/DelveChests/DelveChestWeaponUnique",1,4,"Hidden Treasures","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,388497408,1,-16908288,-16843010,-16843010,-16843010,33619710,0,671088640,279,0,0,1207959552,279,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1207959552,279,-33554432,-16843010,-16843010,-16843010,251592446,196,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
471,"Metadata/Chests/DelveChests/DelveChestWeapon3",1,4,"Abandoned Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,60,397279232,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-1375731712,279,0,0,-838860800,279,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-838860800,279,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,6000,"",1
472,"Metadata/Chests/DelveChests/DelveChestWeaponMultipleUnique",1,4,"Hidden Treasures","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,407764992,1,-16908288,-16843010,-16843010,-16843010,33619710,0,1308622848,280,0,0,1845493760,280,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1845493760,280,-33554432,-16843010,-16843010,-16843010,251592446,196,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
473,"Metadata/Chests/DelveChests/DelveChestWeaponDivination",1,4,"Light Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,419954688,1,-16908288,-16843010,-16843010,-16843010,16842494,0,134217728,281,0,0,402653184,281,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,402653184,281,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
474,"Metadata/Chests/DelveChests/DelveChestWeaponExtraQuality",1,4,"Superior Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,10,431751168,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1140850688,281,0,0,-872415232,281,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-872415232,281,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1000,"",1
475,"Metadata/Chests/DelveChests/DelveChestWeaponElder",1,4,"Eldritch Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,442630144,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1644167168,282,0,0,1912602624,282,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1912602624,282,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
476,"Metadata/Chests/DelveChests/DelveChestWeaponShaper",1,4,"Astral Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,453378048,1,-16908288,-16843010,-16843010,-16843010,16842494,0,100663296,283,0,0,369098752,283,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,369098752,283,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
477,"Metadata/Chests/DelveChests/DelveChestWeaponConqueror",1,4,"Triumphant Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,465043456,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1207959552,283,0,0,-939524096,283,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-939524096,283,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
478,"Metadata/Chests/DelveChests/DelveChestWeaponCannotRollCaster",1,4,"Honed Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,476971008,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1845493760,284,0,0,2113929216,284,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2113929216,284,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
479,"Metadata/Chests/DelveChests/DelveChestWeaponCannotRollAttacker",1,4,"Hexed Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,489160704,1,-16908288,-16843010,-16843010,-16843010,16842494,0,671088640,285,0,0,939524096,285,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,939524096,285,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
480,"Metadata/Chests/DelveChests/DelveChestWeapon6LinkedTwoHanded",1,4,"Exceptional Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,501874688,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-369098752,285,0,0,-100663296,285,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-100663296,285,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
481,"Metadata/Chests/DelveChests/DelveChestWeapon30QualityUnique",1,4,"Masterwork Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,514326528,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1476395008,286,0,0,-1207959552,286,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1207959552,286,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
482,"Metadata/Chests/DelveChests/DelveChestWeaponFractured",1,4,"Shattered Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,525860864,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1476395008,287,0,0,1744830464,287,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1744830464,287,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
483,"Metadata/Chests/DelveChests/DelveChestWeaponSynthesised",1,4,"Amalgamated Armaments","[""Metadata/Chests/Chests/Chest24.ao""]",1,35,537919488,1,-16908288,-16843010,-16843010,-16843010,16842494,0,268435456,288,0,0,536870912,288,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,536870912,288,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
484,"Metadata/Chests/DelveChests/DelveChestTrinkets1",1,4,"Abandoned Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,548667392,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-1275068416,288,0,0,-738197504,288,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-738197504,288,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
485,"Metadata/Chests/DelveChests/DelveChestTrinkets2",1,4,"Abandoned Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,48,557711360,1,-16908288,-16843010,-16843010,-16843010,33619710,0,1040187392,289,0,0,1577058304,289,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1577058304,289,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,4800,"",1
486,"Metadata/Chests/DelveChests/DelveChestTrinketsAmulet",1,4,"Abandoned Amulets","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,569901056,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-134217728,289,0,0,134217728,290,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,134217728,290,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
487,"Metadata/Chests/DelveChests/DelveChestTrinketsRing",1,4,"Abandoned Rings","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,580517888,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1711276032,290,0,0,-1442840576,290,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1442840576,290,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
488,"Metadata/Chests/DelveChests/DelveChestTrinketsJewel",1,4,"Abandoned Jewels","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,591396864,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1073741824,291,0,0,1342177280,291,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1342177280,291,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
489,"Metadata/Chests/DelveChests/DelveChestTrinketsCorrupted",1,4,"Twisted Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,602931200,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-268435456,291,0,0,268435456,292,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,268435456,292,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
490,"Metadata/Chests/DelveChests/DelveChestTrinketsUnique",1,4,"Hidden Treasures","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,612630528,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-2080374784,292,0,0,-1543503872,292,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1543503872,292,-33554432,-16843010,-16843010,-16843010,251592446,196,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
491,"Metadata/Chests/DelveChests/DelveChestTrinketsOfCrafting",1,4,"Flexible Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,625475584,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1207959552,293,0,0,1476395008,293,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1476395008,293,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
492,"Metadata/Chests/DelveChests/DelveChestTrinkets3",1,4,"Abandoned Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,60,633470976,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-1040187392,293,0,0,-503316480,293,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-503316480,293,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,6000,"",1
493,"Metadata/Chests/DelveChests/DelveChestTrinketsMultipleUnique",1,4,"Hidden Treasures","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,644218880,1,-16908288,-16843010,-16843010,-16843010,33619710,0,1711276032,294,0,0,-2046820352,294,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2046820352,294,-33554432,-16843010,-16843010,-16843010,251592446,196,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
494,"Metadata/Chests/DelveChests/DelveChestTrinketsDivination",1,4,"Light Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,656670720,1,-16908288,-16843010,-16843010,-16843010,16842494,0,603979776,295,0,0,872415232,295,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,872415232,295,-33554432,-16843010,-16843010,-16843010,889126654,295,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
495,"Metadata/Chests/DelveChests/DelveChestTrinketsElder",1,4,"Eldritch Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,676200448,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1308622848,296,0,0,1577058304,296,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1577058304,296,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
496,"Metadata/Chests/DelveChests/DelveChestTrinketsShaper",1,4,"Astral Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,687210496,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-167772160,296,0,0,100663296,297,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,100663296,297,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
497,"Metadata/Chests/DelveChests/DelveChestTrinketsConqueror",1,4,"Triumphant Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,699138048,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1409286144,297,0,0,-1140850688,297,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1140850688,297,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
498,"Metadata/Chests/DelveChests/DelveChestTrinketsAtlas",1,4,"Unusual Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,710148096,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1409286144,298,0,0,1677721600,298,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1677721600,298,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
499,"Metadata/Chests/DelveChests/DelveChestTrinketsEyesOfTheGreatwolf",1,4,"Ritualistic Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,723386368,1,-16908288,-16843010,-16843010,-16843010,16842494,0,503316480,299,0,0,771751936,299,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,771751936,299,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
500,"Metadata/Chests/DelveChests/DelveChestTrinketsQuality",1,4,"Superior Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,734789632,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-872415232,299,0,0,-603979776,299,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-603979776,299,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
501,"Metadata/Chests/DelveChests/DelveChestTrinketsFractured",1,4,"Shattered Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,746586112,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-2147483648,300,0,0,-1879048192,300,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1879048192,300,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
502,"Metadata/Chests/DelveChests/DelveChestTrinketsSynthesised",1,4,"Amalgamated Jewellery","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,758906880,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1006632960,301,0,0,1275068416,301,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1275068416,301,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
503,"Metadata/Chests/DelveChests/DelveChestTrinketsJewelCorrupted",1,4,"Twisted Jewels","[""Metadata/Chests/Chests/Chest18.ao""]",1,35,770703360,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-268435456,301,0,0,0,302,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,0,302,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,3500,"",1
504,"Metadata/Chests/DelveChests/DelveChestTrinketsJewelCluster",1,4,"Compacted Jewels","[""Metadata/Chests/Chests/Chest18.ao""]",1,8,782499840,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1543503872,302,0,0,-1275068416,302,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1275068416,302,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,800,"",1
505,"Metadata/Chests/DelveChests/DelveChestGem1",1,4,"Abandoned Gems","[""Metadata/Chests/Chests/Chest25.ao""]",1,14,791937024,1,-16908288,-16843010,-16843010,-16843010,50396926,0,872415232,303,0,0,1677721600,303,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1677721600,303,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1400,"",1
506,"Metadata/Chests/DelveChests/DelveChestGem2",1,4,"Abandoned Gems","[""Metadata/Chests/Chests/Chest25.ao""]",1,16,801374208,1,-16908288,-16843010,-16843010,-16843010,50396926,0,-1006632960,303,0,0,-201326592,303,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-201326592,303,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1600,"",1
507,"Metadata/Chests/DelveChests/DelveChestGem3",1,4,"Abandoned Gems","[""Metadata/Chests/Chests/Chest25.ao""]",1,18,810811392,1,-16908288,-16843010,-16843010,-16843010,67174142,0,1409286144,304,0,0,-1811939328,304,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1811939328,304,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1800,"",1
508,"Metadata/Chests/DelveChests/DelveChestGemGCP",1,4,"Gemcutter's Gems","[""Metadata/Chests/Chests/Chest25.ao""]",1,18,823918592,1,-16908288,-16843010,-16843010,-16843010,33619710,0,469762048,305,0,0,1006632960,305,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1006632960,305,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1800,"",1
509,"Metadata/Chests/DelveChests/DelveChestGemHighQuality",1,4,"Superior Gems","[""Metadata/Chests/Chests/Chest25.ao""]",1,18,835584000,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-838860800,305,0,0,-570425344,305,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-570425344,305,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1800,"",1
510,"Metadata/Chests/DelveChests/DelveChestGemHighLevel",1,4,"Ancient Gems","[""Metadata/Chests/Chests/Chest25.ao""]",1,18,845807616,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1778384896,306,0,0,2046820352,306,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,2046820352,306,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1800,"",1
511,"Metadata/Chests/DelveChests/DelveChestGemHighLevelQuality",1,4,"Inscribed Gems","[""Metadata/Chests/Chests/Chest25.ao""]",1,18,857210880,1,-16908288,-16843010,-16843010,-16843010,16842494,0,402653184,307,0,0,671088640,307,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,671088640,307,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1800,"",1
512,"Metadata/Chests/DelveChests/DelveChestGemLevel4Special",1,4,"Exceptional Gems","[""Metadata/Chests/Chests/Chest25.ao""]",1,18,868483072,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-1006632960,307,0,0,-469762048,307,184549376,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-469762048,307,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,"","","","","",[],"",[],"","","",1,1800,"",1
513,"Metadata/Chests/DelveChests/DelveChestCurrency1",1,4,"Abandoned Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,70,879886336,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1912602624,308,0,0,-2113929216,308,134217728,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-2113929216,308,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,7000,"",1
514,"Metadata/Chests/DelveChests/DelveChestCurrency2",1,4,"Abandoned Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,110,887881728,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-335544320,308,0,0,-67108864,308,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-67108864,308,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,11000,"",1
515,"Metadata/Chests/DelveChests/DelveChestCurrencySockets",1,4,"Pocked Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,70,898629632,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1879048192,309,0,0,-1610612736,309,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1610612736,309,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,7000,"",1
516,"Metadata/Chests/DelveChests/DelveChestCurrencyVaal",1,4,"Bloodstained Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,70,909770752,1,-16908288,-16843010,-16843010,-16843010,16842494,0,973078528,310,0,0,1241513984,310,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1241513984,310,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,7000,"",1
517,"Metadata/Chests/DelveChests/DelveChestCurrencyDivination",1,4,"Light Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,70,920780800,1,-16908288,-16843010,-16843010,-16843010,33619710,0,-503316480,310,0,0,33554432,311,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,33554432,311,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,7000,"",1
518,"Metadata/Chests/DelveChests/DelveChestCurrencySilverCoins",1,4,"Glimmering Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,70,933625856,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-1509949440,311,0,0,-1241513984,311,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-1241513984,311,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,7000,"",1
519,"Metadata/Chests/DelveChests/DelveChestCurrencyWisdomScrolls",1,4,"Packed Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,70,945160192,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1442840576,312,0,0,1711276032,312,150994944,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1711276032,312,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,7000,"",1
520,"Metadata/Chests/DelveChests/DelveChestCurrency3",1,4,"Abandoned Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,140,953155584,1,-16908288,-16843010,-16843010,-16843010,16842494,0,-805306368,312,0,0,-536870912,312,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,-536870912,312,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,14000,"",1
521,"Metadata/Chests/DelveChests/DelveChestCurrencySockets2",1,4,"Pocked Riches","[""Metadata/Chests/Chests/Chest24.ao""]",1,70,962068480,1,-16908288,-16843010,-16843010,-16843010,16842494,0,1476395008,313,0,0,1744830464,313,167772160,0,0,0,0,-8192,0,1677721600,-33554432,"",-16843010,-16843010,-16843010,16711422,0,1744830464,313,-33554432,-16843010,-16843010,-16843010,-453050626,219,0,"",[],"",0,0,1,"","","","",[],"",[],"","","",1,7000,"",1
