"rownum","Id","Text","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool","[i32]","i32","[rid]","bool","[rid]","bool"
245,"PhysicalDamageOverTimeArea","",[7623],12,[603],[2876],1,1,[],0,[],1,[],1
246,"FireDamageOverTimeArea","",[7627],12,[603],[2876],1,1,[],0,[],1,[],1
247,"ColdDamageOverTimeArea","",[7632],12,[603],[2876],1,1,[],0,[],1,[],1
248,"LightningDamageOverTimeArea","",[7636],12,[603],[2876],1,1,[],0,[],1,[],1
249,"ChaosDamageOverTimeArea","",[7640],12,[603],[2876],1,1,[],0,[],1,[],1
250,"AftershockChance","",[18940],12,[11225],[],1,1,[],0,[],1,[],1
251,"SlamAdditionalFissures","",[20568],12,[],[],1,1,[],0,[],1,[],1
252,"AttackTime","",[21113],12,[],"[424,1598,7716,20733]",2,1,[],0,[],1,[],1
253,"APS","",[657],12,[],"[424,1598,7716,20733,1953]",2,1,[],0,[],1,[],1
254,"CastTime","",[21114],12,[424],"[1598,7716,20733]",2,1,[],0,[],1,[],1
255,"CPS","",[661],12,[424],"[1598,7716,20733,1953]",2,1,[],0,[],1,[],1
256,"UseTime","",[21115],12,[],"[2840,424,7716,20733]",2,1,[],0,[],1,[],1
257,"Cooldown","",[21112],12,[],[20733],2,1,[],0,[],1,[],1
258,"CooldownCount","",[17643],12,[],[20733],2,1,[],0,[],1,[],1
259,"LifeLossOnSkilluse","",[20709],12,[],[],2,1,[],0,[],1,[],1
260,"TriggerGemMaximumEnergy","",[20763],12,[],[],2,1,[],0,[],1,[],1
261,"CastOnShockEnergy","",[18211],12,[],[],2,1,[],0,[],1,[],1
262,"CastOnFreezeEnergy","",[18212],12,[],[],2,1,[],0,[],1,[],1
263,"CastOnIgniteEnergy","",[18213],12,[],[],2,1,[],0,[],1,[],1
264,"CastOnMeleeKillEnergy","",[18214],12,[],[],2,1,[],0,[],1,[],1
265,"CastWhenStunnedEnergy","",[18216],12,[],[],2,1,[],0,[],1,[],1
266,"CastOnDamageTakenEnergy","",[18217],12,[],[],2,1,[],0,[],1,[],1
267,"CastOnCritEnergy","",[18218],12,[],[],2,1,[],0,[],1,[],1
268,"CastOnDodgeEnergy","",[18333],12,[],[],2,1,[],0,[],1,[],1
269,"CastOnMinionDeathEnergy","",[19106],12,[],[],2,1,[],0,[],1,[],1
270,"CastWhileChannellingEnergy","",[18337],12,[],[],2,1,[],0,[],1,[],1
271,"CastOnMeleeStunEnergy1","",[18339],12,[],[],2,1,[],0,[],1,[],1
272,"CastOnMeleeStunEnergy2","",[18340],12,[],[],2,1,[],0,[],1,[],1
273,"BarrierInvocationEnergy","",[18319],12,[],[],2,1,[],0,[],1,[],1
274,"ElementalInvocationEnergy1","",[20154],12,[],[],2,1,[],0,[],1,[],1
275,"ElementalInvocationEnergy2","",[20155],12,[],[],2,1,[],0,[],1,[],1
276,"ElementalInvocationEnergy3","",[20156],12,[],[],2,1,[],0,[],1,[],1
277,"MeleeKillInvocationEnergy","",[20365],12,[],[],2,1,[],0,[],1,[],1
278,"CastOnBlockEnergy","",[20518],12,[],[],2,1,[],0,[],1,[],1
279,"TriggerGemEnergyGainModifier","",[19470],12,[],[],2,1,[],0,[],1,[],1
280,"MH_CritChance","",[536],12,[7234],"[424,1598,20393,2876,2731]",5,1,[],0,[],1,[],1
281,"MH_CritMulti","",[592],12,"[7234,536]","[424,1598,20393,2876,2731]",5,1,[],0,[],1,[],1
282,"OH_CritChance","",[537],12,[7235],"[424,1598,20393,2876,2731]",5,1,[],0,[],1,[],1
283,"OH_CritMulti","",[593],12,"[7235,537]","[424,1598,20393,2876,2731]",5,1,[],0,[],1,[],1
284,"Spell_CritChance","",[538],12,[424],"[1598,20393,2876,2731]",5,1,[],0,[],1,[],1
285,"Spell_CritMulti","",[594],12,"[424,538]","[1598,20393,2876,2731]",5,1,[],0,[],1,[],1
286,"CritChance","",[696],12,[1598],"[20393,2876,2731]",5,1,[],0,[],1,[],1
287,"CritMulti","",[695],12,"[1598,696]","[20393,2876,2731]",5,1,[],0,[],1,[],1
288,"CritVsImmobilised","",[20721],12,[],"[20393,2876,2731]",5,1,[],0,[],1,[],1
289,"MH_Accuracy","",[282],12,[7234],"[424,1598,1161,20393,667]",1,1,[],0,[],1,[],1
290,"OH_Accuracy","",[283],12,[7235],"[424,1598,1161,20393,668]",1,1,[],0,[],1,[],1
291,"MH_HitChance","Estimated Main Hand chance to Hit within 2m",[655],1,"[7234,2840]",[1598],1,1,[],0,[],1,[],1
292,"OH_HitChance","Estimated Off Hand chance to Hit within 2m",[656],1,"[7235,2840]",[1598],1,1,[],0,[],1,[],1
293,"MH_BleedingChance","",[6126],12,[7234],"[424,2608,1598,20393]",7,1,[],0,[],1,[],1
294,"MH_BleedingDamage","","[20623,20624]",12,[7234],[],7,1,[],0,"[6126,20332,2289,2291]",1,[],1
295,"OH_BleedingChance","",[6127],12,[7235],"[424,2608,1598,20393]",7,1,[],0,[],1,[],1
296,"OH_BleedingDamage","","[20625,20626]",12,[7235],[],7,1,[],0,"[6127,20332,2289,2292]",1,[],1
297,"Spell_BleedingChance","",[6128],12,[424],"[1598,20393,2608]",7,1,[],0,[],1,[],1
298,"Spell_BleedingDamage","","[20627,20628]",12,[424],"[1598,20393,2608]",7,1,[],0,"[6128,20332]",1,[],1
299,"Secondary_BleedingChance","",[6129],12,[1598],"[20393,2608]",7,1,[],0,[],1,[],1
300,"Secondary_BleedingDamage","","[20629,20630]",12,[1598],"[20393,2608]",7,1,[],0,"[6129,20332]",1,[],1
301,"BleedingDuration","",[21096],12,[],"[20393,2608]",7,1,[],0,"[6126,6127,6128,6129,20332]",1,[],1
302,"MH_IgniteDamage","","[20639,20640]",12,[7234],"[424,1598,1161,20393,10315]",7,1,[],0,[],1,[],1
303,"OH_IgniteDamage","","[20641,20642]",12,[7235],"[424,1598,1161,20393,10315]",7,1,[],0,[],1,[],1
304,"Spell_IgniteDamage","","[20643,20644]",12,[424],"[1598,20393,10315]",7,1,[],0,[],1,[],1
305,"Secondary_IgniteDamage","","[20645,20646]",12,[1598],"[20393,10315]",7,1,[],0,[],1,[],1
306,"IgniteDuration","",[21097],12,[],"[20393,10315]",7,1,[],0,"[20640,20642,20644,20646]",1,[],1
307,"MH_ChanceToPoison","",[20663],12,[7234],"[424,1598,1161,20393,18099]",7,1,[],0,[],1,[],1
308,"MH_PoisonDamage","","[20655,20656]",12,[7234],"[424,1598,1161,20393,18099]",7,1,[],0,"[20663,14821,1102,21094]",1,[],1
309,"OH_ChanceToPoison","",[20664],12,[7235],"[424,1598,1161,20393,18099]",7,1,[],0,[],1,[],1
310,"OH_PoisonDamage","","[20657,20658]",12,[7235],"[424,1598,1161,20393,18099]",7,1,[],0,"[20664,14821,1103,21094]",1,[],1
311,"Spell_ChanceToPoison","",[20665],12,[424],"[1598,20393,18099]",7,1,[],0,[],1,[],1
312,"Spell_PoisonDamage","","[20659,20660]",12,[424],"[1598,20393,18099]",7,1,[],0,"[20665,14821,21094]",1,[],1
313,"Secondary_ChanceToPoison","",[20666],12,[1598],"[20393,18099]",7,1,[],0,[],1,[],1
314,"Secondary_PoisonDamage","","[20661,20662]",12,[1598],"[20393,18099]",7,1,[],0,"[20666,14821,21094]",1,[],1
315,"PoisonDuration","",[21099],12,[],"[20393,18099]",7,1,[],0,"[20663,20664,20665,20666,14821,21094]",1,[],1
316,"SkillCannotShock","",[10316],12,[],"[20393,1161]",7,1,[],0,[],1,[],1
317,"SkillCannotIgnite","",[10315],12,[],"[20393,1161]",7,1,[],0,[],1,[],1
318,"SkillCannotChill","",[8222],12,[],"[20393,1161]",7,1,[],0,[],1,[],1
319,"SkillCannotFreeze","",[8221],12,[],"[20393,1161]",7,1,[],0,[],1,[],1
320,"ChillEffect","",[19225],12,[],"[1161,8222]",7,1,[],0,[],1,[],1
321,"ChillDuration","",[21098],12,[],"[1161,8222]",7,1,[],0,[],1,[],1
322,"FreezeBuildup","",[18454],12,[],"[1161,8221]",7,1,[],0,[],1,[],1
323,"LightningElectrocutes","",[17747],12,[],"[20393,1161]",7,1,[],0,[],1,[],1
324,"ElectrocutePrimed","",[18774],12,[],[20393],7,1,[],0,[],1,[],1
325,"IgniteProliferation","",[5767],12,[],[10315],7,1,[],0,[],1,[],1
326,"FireExposureOnIgnite","",[19337],12,[],[10315],7,1,[],0,[],1,[],1
327,"LightningExposureOnShock","",[19338],12,[],[10316],7,1,[],0,[],1,[],1
328,"ArmourBreakFromPoison","",[18782],12,[],[18099],7,1,[],0,[],1,[],1
329,"ColdExposureOnCrit","",[19339],12,[],[2731],8,1,[],0,[],1,[],1
330,"MH_LifeLeech","Main Hand Life Leech from Physical Attacks",[294],1,[7234],"[424,1598,20393]",8,1,[14],0,[],1,[],1
331,"OH_LifeLeech","Off Hand Life Leech from Physical Attack Damage",[295],1,[7235],"[424,1598,20393]",8,1,[14],0,[],1,[],1
332,"MH_ManaLeech","Main Hand Mana Leech from Physical Attacks",[296],1,[7234],"[424,1598,20393]",8,1,[14],0,[],1,[],1
333,"OH_ManaLeech","Off Hand Mana Leech from Physical Attack Damage",[297],1,[7235],"[424,1598,20393]",8,1,[14],0,[],1,[],1
334,"MH_ESLeech","Main Hand Energy Shield Leech from Physical Attacks",[19272],1,[7234],"[424,1598,20393]",8,1,[14],0,[],1,[],1
335,"OH_ESLeech","Off Hand Energy Shield Leech from Physical Attack Damage",[19273],1,[7235],"[424,1598,20393]",8,1,[14],0,[],1,[],1
336,"MH_Stun","",[18802],12,[7234],"[424,1598,20393,1161]",8,1,[],0,[],1,[],1
337,"MH_Blind","Main Hand chance to [Blind]",[941],1,[7234],"[424,1598,20393]",8,1,[],0,[],1,[],1
338,"MH_BlockReduce","Main Hand Enemy Block reduction",[275],1,[7234],"[424,1598,20393]",8,1,[],0,[],1,[],1
339,"OH_Stun","",[18803],12,[7235],"[424,1598,20393,1161]",8,1,[],0,[],1,[],1
340,"OH_Blind","Off Hand chance to [Blind]",[942],1,[7235],"[424,1598,20393]",8,1,[],0,[],1,[],1
341,"OH_BlockReduce","Off Hand Enemy Block reduction",[276],1,[7235],"[424,1598,20393]",8,1,[],0,[],1,[],1
342,"MH_Maim","Main Hand chance to [Maim]",[11057],1,[7234],[],8,1,[],0,[],1,[],1
343,"OH_Maim","Off Hand chance to [Maim]",[11058],1,[7235],[],8,1,[],0,[],1,[],1
344,"Spell_BlockReduce","Enemy Block reduction",[2202],12,[424],[20393],8,1,[],0,[],1,[],1
345,"Stun","",[18956],12,[],"[20393,1161,18802,18803]",8,1,[],0,[],1,[],1
346,"StunVsDazed","",[19829],12,[],"[20393,1161]",8,1,[],0,[],1,[],1
347,"Knockback","",[18543],12,[],"[2569,20393]",8,1,[],0,[],1,[],1
348,"KnockbackChance","",[2249],12,[],"[2569,20393,18543]",8,1,[],0,[],1,[],1
349,"KnockbackOnCrit","",[450],12,[],"[2569,20393,18543]",8,1,[],0,[],1,[],1
350,"KnockbackDistance","",[11481],12,[],"[2569,20393]",8,1,[],0,[],1,[],1
351,"Blind","Chance to Blind",[940],12,[424],[20393],8,1,[],0,[],1,[],1
352,"AttackStunDuration","Stun Duration modifier",[197],12,[],"[424,20393]",8,1,[],0,[],1,[],1
353,"SpellStunDuration","Stun Duration modifier",[333],12,[424],[20393],8,1,[],0,[],1,[],1
354,"PhysicalPinning","",[18966],12,[],[1161],8,1,[],0,[],1,[],1
355,"PinBuildup","",[18176],12,[],[1161],8,1,[],0,[],1,[],1
356,"BonusCombo","",[20720],12,[],[],8,1,[],0,[],1,[],1
357,"WitherOnHitChance","",[19064],12,[],[],8,1,[],0,[],1,[],1
358,"RageOnHit","",[8844],12,[],[],8,1,[],0,[],1,[],1
359,"NumProjectiles","",[703],12,[],[],3,1,[],0,[],1,[],1
360,"Split","",[9924],12,[703],[],3,1,[],0,[],1,[],1
361,"Pierce","","[5904,5910]",12,[703],[8183],3,1,[],0,[],1,[],1
362,"PierceChance","",[18943],12,[703],"[8183,5910]",3,1,[],0,[],1,[],1
363,"Fork","",[8171],12,[703],[8173],3,1,[],0,[],1,[],1
364,"Chain","",[3465],12,"[703,1437]",[8177],3,1,[],0,[],1,[],1
365,"ChainTerrainChance","",[13226],12,[],[8177],3,1,[],0,[],1,[],1
366,"ChainTerrainExtraChance","",[19398],12,[],[8177],3,1,[],0,[],1,[],1
367,"Return","",[1092],12,[703],[],3,1,[],0,[],1,[],1
368,"Shotgun","",[2722],12,[703],[],3,1,[],0,[],1,[],1
369,"AreaPrimary","",[17751],12,[17750],[],4,"",[],0,[],"",[17750],1
370,"AreaSecondary","",[17754],12,[17753],[],4,"",[],0,[],"",[17753],1
371,"AreaTertiary","",[17757],12,[17756],[],4,"",[],0,[],"",[17756],1
372,"AreaCloudGrowth","","[18440,18445]",12,[],[],4,1,[],0,[],1,[],1
373,"AreaProjected","",[20719],12,[],[],4,1,[],0,[],1,[],1
374,"DurationPrimary","",[350],12,[],[],4,1,[],0,[],1,[],1
375,"DurationSecondary","",[3071],12,[],[],4,1,[],0,[],1,[],1
376,"DurationTertiary","",[8456],12,[],[],4,1,[],0,[],1,[],1
377,"GroundEffectDuration","",[20587],12,[],[],4,1,[],0,[],1,[],1
378,"GroundEffectDurationSecondary","",[20588],12,[],[],4,1,[],0,[],1,[],1
379,"GroundEffectDurationLightningWarp","",[1855],12,[],[],4,1,[],0,[],1,[],1
380,"GroundEffectDurationIceSupport","",[17630],12,[],[],4,1,[],0,[],1,[],1
381,"GroundEffectDurationVortexSupport","",[17637],12,[],[],4,1,[],0,[],1,[],1
382,"GroundEffectDurationHolySupport","",[20592],12,[],[],4,1,[],0,[],1,[],1
383,"GroundEffectDurationJagged","",[16283],12,[],[],4,1,[],0,[],1,[],1
384,"WitherDuration","",[7891],12,[],[],4,1,[],0,[],1,[],1
385,"MH_ChanceToImpale","Chance to Impale with Main Hand hits",[8346],1,[7234],"[424,20393]",8,1,[],0,[],1,[],1
386,"OH_ChanceToImpale","Chance to Impale with Off Hand hits",[8347],1,[7235],"[424,20393]",8,1,[],0,[],1,[],1
387,"Spell_ChanceToImpale","Chance to Impale",[14726],12,[424],"[1598,1161,20393]",1,1,[],0,[],1,[],1
388,"Secondary_ChanceToImpale","Chance to Impale",[12298],12,[1598],"[1161,20393]",1,1,[],0,[],1,[],1
389,"BuffDuration","Buff Duration modifier",[162],12,[],[],13,1,[],0,[],1,[],1
390,"CurseEffect","Curse Effect modifier",[21072],12,[2407],[],13,1,[],0,[],1,[],1
391,"CurseDelay","",[19052],12,[],[11755],2,1,[],0,[],1,[],1
392,"MarkEffect","Mark Effect modifier",[12632],12,[12374],[],13,1,[],0,[],1,[],1
393,"ChainNonProjectile","",[3465],12,[],[1437],13,1,[],0,[],1,[],1
394,"SkipChargeConsumption","",[18779],12,[],[],13,1,[],0,[],1,[],1
395,"MH_LifeOnHit","Life gained on Main Hand Hit",[2982],12,[7234],"[424,20393]",8,1,[],0,[],1,[],1
396,"OH_LifeOnHit","Life gained on Off Hand Hit",[2983],12,[7235],"[424,20393]",8,1,[],0,[],1,[],1
397,"LifeOnSpellHit","Life gained on Hit",[1876],12,[424],[20393],8,1,[],0,[],1,[],1
398,"MH_ManaOnHit","Mana gained on Main Hand Hit",[2987],12,[7234],"[424,20393]",8,1,[],0,[],1,[],1
399,"OH_ManaOnHit","Mana gained on Off Hand Hit",[2988],12,[7235],"[424,20393]",8,1,[],0,[],1,[],1
400,"ManaOnSpellHit","Mana gained on Hit",[6660],12,[424],[20393],8,1,[],0,[],1,[],1
401,"ESOnSpellHit","Energy Shield gained on Hit",[6855],12,[424],[20393],8,1,[],0,[],1,[],1
402,"ESOnHit","Energy Shield gained on Hit",[2707],12,[],"[424,20393]",8,1,[],0,[],1,[],1
403,"RageOnMeleeHit","",[19583],12,[6286],[],8,1,[],0,[],1,[],1
404,"LifeOnKill","Life gained on Kill",[2221],12,[],[],9,1,[],0,[],1,[],1
405,"ManaOnKill","Mana gained on Kill",[2333],12,[],[],9,1,[],0,[],1,[],1
406,"ESonKill","Energy Shield gained on Kill",[2334],12,[],[],9,1,[],0,[],1,[],1
407,"LifeOnCull","",[12196],12,[],[],9,1,[],0,[],1,[],1
408,"ManaOnCull","",[19058],12,[],[],9,1,[],0,[],1,[],1
409,"MinionDamage","Minion Damage modifier",[2374],12,[],[],10,1,[],0,[],1,[],1
410,"MinionLife","Minion Life modifier",[153],12,[],[],10,1,[],0,[],1,[],1
411,"MinionMana","Minion Mana modifier",[3099],12,[],[],10,1,[],0,[],1,[],1
412,"MinionEnergyShield","Minion Energy Shield modifier",[3100],12,[],[],10,1,[],0,[],1,[],1
413,"ProjectileSpeed","Projectile Speed modifier",[1361],12,[],[],3,1,[],0,[],1,[],1
414,"IIQ","Increased Quantity of items dropped by slain monsters",[647],12,[],[],9,1,[],0,[],1,[],1
415,"IIR","Increased Rarity of items dropped by slain monsters",[648],12,[],[],9,1,[],0,[],1,[],1
416,"TotemLimit","",[1087],12,[],[],4,1,[],0,[],1,[],1
417,"TotemDuration","",[829],12,[],[],4,1,[],0,[],1,[],1
418,"TotemsSummoned","",[8168],12,[],[],4,1,[],0,[],1,[],1
419,"TotemLife","",[6752],12,[],[],11,1,[],0,[],1,[],1
420,"TotemES","",[13520],12,[],[],11,1,[],0,[],1,[],1
421,"TotemFireResistance","",[18548],12,[],[],11,1,[],0,[],1,[],1
422,"TotemColdResistance","",[18549],12,[],[],11,1,[],0,[],1,[],1
423,"TotemLightningResistance","",[18550],12,[],[],11,1,[],0,[],1,[],1
424,"FishingRange","Fishing Range modifier",[1696],12,[],[],15,1,[],0,[],1,[],1
425,"FishingLineStrength","Fishing Line Strength modifier",[1697],12,[],[],15,1,[],0,[],1,[],1
426,"IFQ","Quantity of Fish caught",[1698],12,[],[],15,1,[],0,[],1,[],1
427,"IFR","Rarity of Fish caught",[1699],12,[],[],15,1,[],0,[],1,[],1
428,"FishingPoolConsumption","Fishing Pool Consumption modifier",[1700],12,[],[],15,1,[],0,[],1,[],1
429,"ExoticFish","Can catch Exotic Fish",[2017],12,[],[],15,1,[],0,[],1,[],1
430,"CorruptedFish","Can catch Corrupted Fish",[2160],12,[],[],15,1,[],0,[],1,[],1
431,"FlaskRecoveryToAllies","",[20355],12,[],[],13,1,[],0,[],1,[],1
432,"AlchemistsBoonFlaskCharges","",[20695],12,[],[],13,1,[],0,[],1,[],1
433,"RampingDamageInPresence","","[20158,20159]",12,[],[],13,1,[],0,[],1,[],1
434,"AttritionCull","",[20160],12,[],[],13,1,[],0,[],1,[],1
435,"CriticalStrikeAura","",[19149],12,[],[],13,1,[],0,[],1,[],1
436,"BlazingClusterMaximum","",[19163],12,[],[],3,1,[],0,[],1,[],1
437,"BoneSpearRadius","",[20314],12,[],[],4,1,[],0,[],1,[],1
438,"BoneSpearChargeAoE","",[19000],12,[],[],4,1,[],0,[],1,[],1
439,"ChannelledSlamShockwaveAoE","",[18331],12,[],[],4,1,[],0,[],1,[],1
440,"ChargeMasteryConsume","",[20351],12,[],[],4,1,[],0,[],1,[],1
441,"ChargeMasteryPower","",[20608],12,[],[],13,1,[],0,[],1,[],1
442,"ChargeMasteryFrenzy","",[20607],12,[],[],13,1,[],0,[],1,[],1
443,"ChargeMasteryEndurance","",[20606],12,[],[],13,1,[],0,[],1,[],1
444,"DefianceBannerDefences","",[20103],12,[],[],13,1,[],0,[],1,[],1
445,"DefianceBannerSpeed","",[20236],12,[],[],13,1,[],0,[],1,[],1
446,"DreadBannerFlaskCharges","",[20245],12,[],[],13,1,[],0,[],1,[],1
447,"DreadBannerThreshold","",[20244],12,[],[],13,1,[],0,[],1,[],1
448,"ElementalConfluxDamage","",[20200],12,[],[],13,1,[],0,[],1,[],1
449,"EmergencyReloadDamage","",[20188],12,[],[],13,1,[],0,[],1,[],1
450,"EnfeebleDamagePenalty","",[633],12,[],[],13,1,[],0,[],1,[],1
451,"EnfeebleDamagePenaltyUnique","",[8648],12,[],[],13,1,[],0,[],1,[],1
452,"GrenadeSkillFuseDuration","",[20773],12,[],[],13,1,[],0,[],1,[],1
453,"OilGroundSlow","",[20171],12,[],[],13,1,[],0,[],1,[],1
454,"OilGroundExposure","",[18443],12,[],[],13,1,[],0,[],1,[],1
455,"CoverInOilSlow","",[18442],12,[],[],8,1,[],0,[],1,[],1
456,"CoverInOilExposure","",[18444],12,[],[],8,1,[],0,[],1,[],1
457,"FlameWallProjectileDamage","",[12366],12,[],[],1,1,[],0,[],1,[],1
458,"FlameWallIgniteDamage","",[11746],12,[],[],1,1,[],0,[],1,[],1
459,"FreezingMarkFreezeBuildup","",[19917],12,[],"[1161,8221]",13,1,[],0,[],1,[],1
460,"IceCrystalLife","",[21005],12,[],[],13,1,[],0,[],1,[],1
461,"ShieldWallLife","",[21089],12,[],[],13,1,[],0,[],1,[],1
462,"MetaEnergyRefund","",[19471],12,[],[],13,1,[],0,[],1,[],1
463,"GhostDanceShroudCap","",[8447],12,[],[],13,1,[],0,[],1,[],1
464,"GhostDanceRecovery","",[8453],12,[],[],13,1,[],0,[],1,[],1
465,"GlacialCascadeLength","",[17950],12,[],[],13,1,[],0,[],1,[],1
466,"GlacialCascadeSpikeCount","",[2059],12,[],[],13,1,[],0,[],1,[],1
467,"HeraldOfThunderBoltCount","",[18164],12,[],[],13,1,[],0,[],1,[],1
468,"ArmourBrokenStunDamage","",[18464],12,[],[],8,1,[],0,[],1,[],1
469,"LightningArrowExtraTargets","",[768],12,[],[],13,1,[],0,[],1,[],1
470,"ManaTempestDamage","",[18264],12,[],[],13,1,[],0,[],1,[],1
471,"ManaTempestChains","",[20832],12,[],[],13,1,[],0,[],1,[],1
472,"ManaTempestChainTargets","",[17574],12,[],[],13,1,[],0,[],1,[],1
473,"ManaTempestForks","",[17573],12,[],[],13,1,[],0,[],1,[],1
474,"ManaTempestCost","",[17578],12,[],[],13,1,[],0,[],1,[],1
475,"FallingThunderProjectiles","",[17614],12,[],[],3,1,[],0,[],1,[],1
476,"FallingThunderChargeDamage1","",[19675],12,[],[],1,1,[],0,[],1,[],1
477,"FallingThunderChargeDamage2","",[17612],12,[],[],1,1,[],0,[],1,[],1
478,"OrbOfStormsLimit","",[18845],12,[],[],2,1,[],0,[],1,[],1
479,"OverwhelmingPressureStunThreshold","",[20354],12,[],[],13,1,[],0,[],1,[],1
480,"OverwhelmingPressureAilmentThreshold","",[20356],12,[],[],13,1,[],0,[],1,[],1
481,"VineArrowStoredPoison","",[18756],12,[],[],7,1,[],0,[],1,[],1
482,"VineArrowSlow","",[18795],12,[18796],[],13,"",[],0,[],1,[18796],1
483,"RapidShotHeatGain","",[20258],12,[],[],13,1,[],0,[],1,[],1
484,"RapidShotChargeTime","",[21116],12,[],[],2,1,[],0,[],1,[],1
485,"RapidShotGrenadeDamage","",[20260],12,[],[],13,1,[],0,[],1,[],1
486,"IceShardMaximum","",[18542],12,[],[],2,1,[],0,[],1,[],1
487,"IceShardDelayedDamage","",[18540],12,[],[],4,1,[],0,[],1,[],1
488,"ShardDespoilerFrequency","",[20325],12,[],[],13,1,[],0,[],1,[],1
489,"CrossbowClipSize","",[19314],12,[1161],[],2,1,[],0,[],1,[],1
490,"CrossbowReloadTime","",[20095],12,"[20733,1161]",[],2,1,[],0,[],1,[],1
491,"StormblastBoltMaxBolts","",[20930],12,[],[],13,1,[],0,[],1,[],1
492,"CrossbowAmmoSaveChance","",[20781],12,[],[20733],2,1,[],0,[],1,[],1
493,"CrossbowReloadOnHeavyStun","",[20318],12,"[20733,1161]",[],2,1,[],0,[],1,[],1
494,"SnipersMarkCritMulti","",[11726],12,[],[],13,1,[],0,[],1,[],1
495,"SolarOrbLimit","",[18843],12,[],[],2,1,[],0,[],1,[],1
496,"VoltaicMarkShockChance","",[19922],12,[],[],13,1,[],0,[],1,[],1
497,"VoltaicMarkShockEffect","",[19919],12,[],[],13,1,[],0,[],1,[],1
498,"TimeOfNeedLifeGain","",[20142],12,[],[],13,1,[],0,[],1,[],1
499,"CursedGround","",[11755],12,[],[],13,1,[],0,[],1,[],1
500,"TornadoShotLimit","",[20293],12,[],[],2,1,[],0,[],1,[],1
501,"TornadoShotHitLimit","",[20453],12,[],[],2,1,[],0,[],1,[],1
502,"TornadoShotDamage","",[20287],12,[],[],3,1,[],0,[],1,[],1
503,"TornadoShotRange","",[20286],12,[],[],3,1,[],0,[],1,[],1
504,"WarBannerDamage","",[20099],12,[],[],13,1,[],0,[],1,[],1
505,"WarBannerAccuracy","",[20235],12,[],[],13,1,[],0,[],1,[],1
506,"ScavengedPlatingArmour","",[19129],12,[],[],13,1,[],0,[],1,[],1
507,"ScavengedPlatingThorns","","[19130,19131]",12,[],[],13,1,[],0,[],1,[],1
508,"ScavengedPlatingMaximum","",[19132],12,[],[],13,1,[],0,[],1,[],1
509,"MHArmourBreakOnHit","",[19630],12,[7234],[19873],8,1,[],0,[],1,[],1
510,"OHArmourBreakOnHit","",[19631],12,[7235],[19873],8,1,[],0,[],1,[],1
511,"CannotBreakArmour","",[19873],12,[],[],8,1,[],0,[],1,[],1
512,"BreakArmourOnHeavyStun","",[18282],12,[],[19873],8,1,[],0,[],1,[],1
513,"HeraldOfAshThreshold","",[17981],12,[],[],13,1,[],0,[],1,[],1
514,"HeraldOfAshDamage","",[6155],12,[],[],13,1,[],0,[],1,[],1
515,"WarcryEmpoweredAttacks","",[13676],12,[],[],13,1,[],0,[],1,[],1
516,"WarcryChargeConsumeEmpower","",[18759],12,[],[],13,1,[],0,[],1,[],1
517,"InfernalCryDamage","","[17990,17991]",12,[],[],13,1,[],0,[],1,[],1
518,"SuperchargedSlamDamagePerStage","",[17987],12,[],[],1,1,[],0,[],1,[],1
519,"SuperchargedSlamStages","",[17993],12,[],[],2,1,[],0,[],1,[],1
520,"TemporalChainsActionSpeed","",[3118],12,[],[],13,1,[],0,[],1,[],1
521,"TemporalChainsBuffExpiry","",[521],12,[],[],13,1,[],0,[],1,[],1
522,"FirestormFrequency","",[597],12,[],[],13,1,[],0,[],1,[],1
523,"FirestormLimit","",[19101],12,[],[],2,1,[],0,[],1,[],1
524,"ArcChainDamage","",[7484],12,[],[],1,1,[],0,[],1,[],1
525,"ArcticArmourStageGain","","[19751,17597]",12,[],[],13,1,[],0,[],1,[],1
526,"FlameblastRadius","",[7580],12,[],[],4,1,[],0,[],1,[],1
527,"FlameblastDamage","",[1957],12,[],[],1,1,[],0,[],1,[],1
528,"FlameblastMaxStages","",[12338],12,[],[],2,1,[],0,[],1,[],1
529,"OrbOfStormsBoltFrequency","",[7510],12,[],[],2,1,[],0,[],1,[],1
530,"OrbOfStormsMaximumBolts","",[15104],12,[],[],2,1,[],0,[],1,[],1
531,"LightningConduitShockDamage","",[15813],12,[],[],1,1,[],0,[],1,[],1
532,"SolarOrbPulseFrequency","",[18647],12,[],[],2,1,[],0,[],1,[],1
533,"ManaRemnantsRecovery","",[18676],12,[],[],13,1,[],0,[],1,[],1
534,"ManaRemnantsChance","",[20870],12,[],[],13,1,[],0,[],1,[],1
535,"ManaRemnantsInterval","",[19120],12,[],[],13,1,[],0,[],1,[],1
536,"EmberFusilladeDamage","",[20289],12,[],[],1,1,[],0,[],1,[],1
537,"DetonateDeadDamage","",[18829],12,[],[],1,1,[],0,[],1,[],1
538,"ContagionSpreadDamage","","[18634,18961]",12,[],[],1,1,[],0,[],1,[],1
539,"VulnerabilityArmourLoss","",[18452],12,[],[],13,1,[],0,[],1,[],1
540,"HexblastMaximumExplosions","",[18631],12,[],[],2,1,[],0,[],1,[],1
541,"PainOfferingSpeed","",[18499],12,[],[],13,1,[],0,[],1,[],1
542,"PainOfferingDamage","",[18562],12,[],[],13,1,[],0,[],1,[],1
