"rownum","Id","Name","IsCategory","Category","bool","SubFlagArt","IsGuild","Parent","CategoryArt"
412,"MiscellaneousTheme","Miscellaneous","",372,"","","","",""
413,"UltimateChaosTheme","Ultimate Chaos","",372,"","","","",""
414,"PureLightTheme","Pure Light","",372,"","","","",""
415,"HarbingerTheme","Harbinger","",372,"","","","",""
416,"PitchBlackTheme","Pitch Black","",372,"","","","",""
417,"WastelandWarriorTheme","Wasteland Warrior","",372,"","","","",""
418,"DesertTheme","Desert","",372,"","","","",""
419,"ExecutionerTheme","Executioner","",372,"","","","",""
420,"FireTheme","Fire","",372,"","","","",""
421,"IceTheme","Ice","",372,"","","","",""
422,"PolarTheme","Polar","",372,"","","","",""
423,"LichTheme","Lich","",372,"","","","",""
424,"FireAndIceTheme","Fire and Ice","",372,"","","","",""
425,"AbyssTheme","Abyss","",372,"","","","",""
426,"HalloweenTheme","Halloween","",372,"","","","",""
427,"CultistTheme","Cultist","",372,"","","","",""
428,"WarlockTheme","Warlock","",372,"","","","",""
429,"PirateTheme","Pirate","",372,"","","","",""
430,"AtlasWarTheme","War for the Atlas","",372,"","","","",""
431,"NatureTheme","Nature","",372,"","","","",""
432,"GothicTheme","Gothic","",372,"","","","",""
433,"SinAndInnocenceTheme","Sin and Innocence","",372,"","","","",""
434,"BestiaryTheme","Bestiary","",372,"","","","",""
435,"StygianTheme","Stygian","",372,"","","","",""
436,"ManticoreTheme","Manticore","",372,"","","","",""
437,"SeawitchTheme","Seawitch","",372,"","","","",""
438,"PhantasmalTheme","Phantasmal","",372,"","","","",""
439,"FallenAngelTheme","Fallen Angel","",372,"","","","",""
440,"MalachaiTheme","Malachai","",372,"","","","",""
441,"CrystalTheme","Crystal","",372,"","","","",""
442,"IncursionTheme","Incursion","",372,"","","","",""
443,"CarnageTheme","Carnage","",372,"","","","",""
444,"ApocalypseTheme","Apocalypse","",372,"","","","",""
445,"IvoryChaosTheme","Ivory Chaos","",372,"","","","",""
446,"MadmanTheme","Madman","",372,"","","","",""
447,"GryffonTheme","Gryffon","",372,"","","","",""
448,"GorgonTheme","Gorgon","",372,"","","","",""
449,"BloodGuardTheme","Blood Guard","",372,"","","","",""
450,"FaithGuardTheme","Faith Guard","",372,"","","","",""
451,"SphinxTheme","Sphinx","",372,"","","","",""
452,"DelveTheme","Delve","",372,"","","","",""
453,"OriathTheme","Oriath","",372,"","","","",""
454,"PyreTheme","Pyre","",372,"","","","",""
455,"ColiseumTheme","Coliseum","",372,"","","","",""
456,"NightLotusTheme","Night Lotus","",372,"","","","",""
457,"HarpyonTheme","Harpyon","",372,"","","","",""
458,"ElderTheme","Elder","",372,"","","","",""
459,"BetrayalTheme","Betrayal","",372,"","","","",""
460,"FairgravesTheme","Fairgraves","",372,"","","","",""
461,"UtilityTheme","Utility","",372,"","","","",""
462,"CoastalTheme","Coastal","",372,"","","","",""
463,"EncampmentTheme","Encampment","",372,"","","","",""
464,"ForestTheme","Forest","",372,"","","","",""
465,"RuinsTheme","Ruins","",372,"","","","",""
466,"VaalTheme","Vaal","",372,"","","","",""
467,"DungeonTheme","Dungeon","",372,"","","","",""
468,"SarnTheme","Sarn","",372,"","","","",""
469,"GardensTheme","Gardens","",372,"","","","",""
470,"OrnateTheme","Ornate","",372,"","","","",""
471,"SceptreTheme","Sceptre","",372,"","","","",""
472,"CryptTheme","Crypt","",372,"","","","",""
473,"EffectsTheme","Effects","",372,"","","","",""
474,"CaveTheme","Cave","",372,"","","","",""
475,"BeastTheme","Beast","",372,"","","","",""
476,"KaruiTheme","Karui","",372,"","","","",""
477,"LabyrinthTheme","Labyrinth","",372,"","","","",""
478,"HighgateTheme","Highgate","",372,"","","","",""
479,"OssuaryTheme","Ossuary","",372,"","","","",""
480,"ReliquaryTheme","Reliquary","",372,"","","","",""
481,"EzomyteTheme","Ezomyte","",372,"","","","",""
482,"VanguardTheme","Vanguard","",372,"","","","",""
483,"PitfighterTheme","Pitfighter","",372,"","","","",""
484,"CrucibleTheme","Crucible","",372,"","","","",""
485,"LibraryTheme","Library","",372,"","","","",""
486,"SlavePensTheme","Slave Pens","",372,"","","","",""
487,"InnocenceTheme","Innocence","",372,"","","","",""
488,"AssassinTheme","Assassin","",372,"","","","",""
489,"EmpyreanTheme","Empyrean","",372,"","","","",""
490,"BlackguardTheme","Blackguard","",372,"","","","",""
491,"ChamberOfSinsTheme","Chamber of Sins","",372,"","","","",""
492,"TempleTheme","Temple","",372,"","","","",""
493,"ExcavationTheme","Excavation","",372,"","","","",""
494,"BonesTheme","Bones","",372,"","","","",""
495,"ChurchTheme","Church","",372,"","","","",""
496,"CourthouseTheme","Courthouse","",372,"","","","",""
497,"ExilesTheme","Exiles","",372,"","","","",""
498,"SynthesisTheme","Synthesis","",372,"","","","",""
499,"PrimevalTheme","Primeval","",372,"","","","",""
500,"GlimmerwoodTheme","Glimmerwood","",372,"","","","",""
501,"MarakethTheme","Maraketh","",372,"","","","",""
502,"ViperTheme","Viper","",372,"","","","",""
503,"DarkprismTheme","Darkprism","",372,"","","","",""
504,"SunprismTheme","Sunprism","",372,"","","","",""
505,"GargoyleTheme","Gargoyle","",372,"","","","",""
506,"MageguardTheme","Mageguard","",372,"","","","",""
507,"ExtinctionTheme","Extinction","",372,"","","","",""
508,"LegionTheme","Legion","",372,"","","","",""
509,"PlatedTheme","Plated","",372,"","","","",""
510,"FrontierTheme","Frontier","",372,"","","","",""
511,"IllusionistTheme","Illusionist","",372,"","","","",""
512,"ElementalTheme","Elemental","",372,"","","","",""
513,"ZenithTheme","Zenith","",372,"","","","",""
514,"MiracleTheme","Miracle","",372,"","","","",""
515,"CardinalTheme","Cardinal","",372,"","","","",""
516,"VaalViperTheme","Vaal Viper","",372,"","","","",""
517,"VoidEmperorTheme","Void Emperor","",372,"","","","",""
518,"CarnivalTheme","Carnival","",372,"","","","",""
519,"ChiyouTheme","Chiyou","",372,"","","","",""
520,"BlightTheme","Blight","",372,"","","","",""
521,"HavenwoodTheme","Havenwood","",372,"","","","",""
522,"PolarisTheme","Polaris","",372,"","","","",""
523,"BasiliskTheme","Basilisk","",372,"","","","",""
524,"CrusaderTheme","Crusader","",372,"","","","",""
525,"EyrieTheme","Eyrie","",372,"","","","",""
526,"JudicatorTheme","Judicator","",372,"","","","",""
527,"OrionTheme","Orion","",372,"","","","",""
528,"MetamorphTheme","Metamorph","",372,"","","","",""
529,"ExileConTheme","ExileCon","",372,"","","","",""
530,"RevenantTheme","Revenant","",372,"","","","",""
531,"ColdsnapTheme","Coldsnap","",372,"","","","",""
532,"MaliceTheme","Malice","",372,"","","","",""
533,"ThaumaturgyTheme","Thaumaturgy","",372,"","","","",""
534,"BalefireTheme","Balefire","",372,"","","","",""
535,"DeliriumTheme","Delirium","",372,"","","","",""
536,"HeartseekerTheme","Heartseeker","",372,"","","","",""
537,"DarkMagicTheme","Dark Magic","",372,"","","","",""
538,"JinliTheme","Jinli","",372,"","","","",""
539,"ImaginationTheme","Imagination","",372,"","","","",""
540,"HighPriestTheme","High Priest","",372,"","","","",""
541,"GoddessTheme","Goddess","",372,"","","","",""
542,"SawbladeTheme","Sawblade","",372,"","","","",""
543,"DreadspireTheme","Dreadspire","",372,"","","","",""
544,"AngelsAndDemonsTheme","Angels and Demons","",372,"","","","",""
545,"NightwatchTheme","Nightwatch","",372,"","","","",""
546,"HarvestTheme","Harvest","",372,"","","","",""
547,"HeistTheme","Heist","",372,"","","","",""
548,"TwilightTheme","Twilight","",372,"","","","",""
549,"EthercraftTheme","Ethercraft","",372,"","","","",""
550,"DarkwoodTheme","Darkwood","",372,"","","","",""
551,"JudgementTheme","Judgement","",372,"","","","",""
552,"RaptureTheme","Rapture","",372,"","","","",""
553,"ValkyrieTheme","Valkyrie","",372,"","","","",""
554,"WarlordTheme","Warlord","",372,"","","","",""
555,"RitualTheme","Ritual","",372,"","","","",""
556,"GlimmerspriteTheme","Glimmersprite","",372,"","","","",""
557,"Core2021Theme","Core 2021","",372,"","","","",""
558,"AtlasCore2021Theme","Echoes of the Atlas","",372,"","","","",""
559,"MavenTheme","Maven","",372,"","","","",""
560,"OblivionTheme","Oblivion","",372,"","","","",""
561,"BrimstoneTheme","Brimstone","",372,"","","","",""
562,"FrostVikingTheme","Frost Viking","",372,"","","","",""
563,"UltimatumTheme","Ultimatum","",372,"","","","",""
564,"ApollyonTheme","Apollyon","",372,"","","","",""
565,"MerchantTheme","Merchant","",372,"","","","",""
566,"MidnightPactTheme","Midnight Pact","",372,"","","","",""
567,"JingweiTheme","Jingwei","",372,"","","","",""
568,"SlitherTheme","Slither","",372,"","","","",""
569,"ExpeditionTheme","Expedition","",372,"","","","",""
570,"MyrmidonTheme","Myrmidon","",372,"","","","",""
571,"BanebrandTheme","Banebrand","",372,"","","","",""
572,"StarfallTheme","Starfall","",372,"","","","",""
573,"NecrolordTheme","Necrolord","",372,"","","","",""
574,"DirebladeTheme","Direblade","",372,"","","","",""
575,"CursedTheme","Cursed","",372,"","","","",""
576,"AtlantisTheme","Atlantis","",372,"","","","",""
577,"ScourgeTheme","Scourge","",372,"","","","",""
578,"ScourgelordTheme","Scourgelord","",372,"","","","",""
579,"OnyxTheme","Onyx","",372,"","","","",""
580,"AstralTheme","Astral","",372,"","","","",""
581,"Core2022Theme","Core 2022","",372,"","","","",""
582,"WinterDragonTheme","Winter Dragon","",372,"","","","",""
583,"HarmonyTheme","Harmony","",372,"","","","",""
584,"GodOfThunderTheme","God of Thunder","",372,"","","","",""
585,"Archnemesis","Archnemesis","",372,"","","","",""
586,"AuspiciousTheme","Auspicious","",372,"","","","",""
587,"HarmoniousTheme","Harmonious","",372,"","","","",""
588,"VulcanTheme","Vulcan","",372,"","","","",""
589,"MercurialTheme","Mercurial","",372,"","","","",""
590,"EtherealTheme","Ethereal","",372,"","","","",""
591,"MasqueradeTheme","Masquerade","",372,"","","","",""
592,"KiracsVaultTheme","Kirac's Vault","",372,"","","","",""
593,"ChaosTheme","Chaos","",372,"","","","",""
594,"Stormstrider","Stormstrider","",372,"","","","",""
595,"SentinelTheme","Sentinel","",372,"","","","",""
596,"OphidianTheme","Ophidian","",372,"","","","",""
597,"RubyTheme","Ruby","",372,"","","","",""
598,"SapphireTheme","Sapphire","",372,"","","","",""
599,"MoltenTheme","Molten","",372,"","","","",""
600,"MistTheme","Mist","",372,"","","","",""
601,"ExaltedTheme","Exalted","",372,"","","","",""
602,"Lunar","Lunar","",372,"","","","",""
603,"Unlocked","Unlocked",1,"","","","","",""
604,"StormstriderBoots","Stormstrider Boots","",594,"","","","",""
605,"ScintillationBodyArmour","Scintillation Body Armour","",512,"","","","",""
606,"NgamahuBodyArmour","Ngamahu Body Armour","",476,"","","","",""
607,"ThunderstrikeGloves","Thunderstrike Gloves","",393,"","","","",""
608,"PhoenixHelmet","Phoenix Helmet","",373,"","","","",""
609,"ManaTankBackAttachment","Mana Tank Back Attachment","",412,"","","","",""
610,"SplinteringShield","Splintering Shield","",458,"","","","",""
611,"WillpowerAmulet","Willpower Amulet","",412,"","","","",""
612,"FlaskEffectSentinel","Nexus Flask Effects","",412,"","","","",""
613,"CrystallineChargeSentinel","Crystal Charges","",441,"","","","",""
614,"FlareCharacterEffect","Flare Character Effect","",373,"","","","",""
615,"WarpRuneHideout","Hideout Warp Runes","",412,"","","","",""
616,"ShardcrownHelmet","Shardcrown Helmet","",441,"","","","",""
617,"DeathnotchBow","Deathnotch Bow","",412,"","","","",""
618,"TreasureHunterWeaponEffect","Treasure Hunter Weapon Effect","",565,"","","","",""
619,"LakeOfKalandraTheme","Lake of Kalandra","",372,"","","","",""
620,"PyromaniacWeaponEffect","Pyromaniac Weapon Effect","",373,"","","","",""
621,"SummonersAmulet","Summoner's Amulet","",412,"","","","",""
622,"OshabisHeaddress","Oshabi's Headdress","",546,"","","","",""
623,"CrystallisedBodyArmour","Crystallised Body Armour","",441,"","","","",""
624,"EnchantersRing","Enchanter's Ring","",412,"","","","",""
625,"TorturersGloves","Torturer's Gloves","",412,"","","","",""
626,"FireworksBackAttachment","Fireworks Back Attachment","",412,"","","","",""
627,"CrystalariumBoots","Crystalarium Boots","",441,"","","","",""
628,"GloriousHelmet","Glorious Helmet","",412,"","","","",""
629,"RaincallerFlask","Raincaller Flask","",412,"","","","",""
630,"DovecallerWings","Dovecaller Wings","",412,"","","","",""
631,"StormHarrier","Storm Harrier Pet","",412,"","","","",""
632,"RevelationBlade","Revelation Blade","",412,"","","","",""
633,"Arachnomorph","Arachnomorph Pet","",412,"","","","",""
634,"TinkersWaypoint","Tinker's Waypoint","",412,"","","","",""
635,"ForbiddenSanctum","Forbidden Sanctum","",372,"","","","",""
636,"Core2023","Core 2023","",372,"","","","",""
637,"AlchemistTheme","Alchemist","",372,"","","","",""
638,"VaultPass","Kirac's Vault","","","","","","",""
639,"ArachnidTheme","Arachnid","",372,"","","","",""
640,"ShadeTheme","Shade","",372,"","","","",""
641,"DiscipleTheme","Disciple","",372,"","","","",""
642,"TrialOfTheAncestorsTheme","Trial of the Ancestors","",372,"","","","",""
643,"MagmaticTheme","Magmatic","",372,"","","","",""
644,"Core2024","Core 2024","",372,"","","","",""
645,"AfflictionTheme","Affliction Theme","",372,"","","","",""
646,"RaceRewards","Race Rewards","",372,"","","","",""
647,"SolarTheme","Solar","",372,"","","","",""
648,"EldritchTheme","Eldritch","",372,"","","","",""
649,"NecropolisTheme","Necropolis","",372,"","","","",""
650,"VoidbornTheme","Voidborn","",372,"","","","",""
651,"WuzhiqiTheme","Wuzhiqi","",372,"","","","",""
652,"PaladinTheme","Paladin","",372,"","","","",""
653,"PenanceTheme","Penance","",372,"","","","",""
654,"SettlersOfKalguurTheme","Settlers of Kalguur","",372,"","","","",""
655,"ExtraEffectMtx","Extra Effects","","","","","","",""
656,"BowMtx","Bow Skin","","","","","","",""
657,"MaceMtx","Mace Skin","","","","","","",""
658,"SceptreMtx","Sceptre Skin","","","","","","",""
659,"AxeMtx","Axe Skin","","","","","","",""
660,"SwordMtx","Sword Skin","","","","","","",""
661,"WandMtx","Wand Skin","","","","","","",""
662,"StaffMtx","Staff Skin","","","","","","",""
663,"ClawMtx","Claw Skin","","","","","","",""
664,"StashUpgrades","Upgrade","","","","","","",""
665,"StashBundles","Bundles","","","","","","",""
666,"StashLeagueTabs","League","","","","","","",""
667,"PetBiped","Biped","","","","","","",""
668,"PetQuadruped","Quadruped","","","","","","",""
669,"PetFlying","Flying","","","","","","",""
670,"PetMammal","Mammal","","","","","","",""
671,"PetMechanical","Mechanical","","","","","","",""
672,"PetMythical","Mythical","","","","","","",""
673,"PetFish","Fish","","","","","","",""
674,"PetArthropod","Arthropod","","","","","","",""
675,"PetCephalopod","Cephalopod","","","","","","",""
676,"PetAmphibian","Amphibian","","","","","","",""
677,"PetReptile","Reptile","","","","","","",""
678,"PetVisualEffect","Visual Effect","","","","","","",""
679,"HideoutMtx","Hideouts","","","","","","",""
680,"StashSkinMtx","Stash Skin","","","","","","",""
681,"MapDeviceMtx","Map Device Skin","","","","","","",""
682,"CraftingBenchMtx","Crafting Bench Skin","","","","","","",""
683,"HideoutDecoration","Decoration","","","","","","",""
684,"HideoutArchitectural","Architectural Decoration","","","","","","",""
685,"HideoutFurniture","Furniture Decoration","","","","","","",""
686,"HideoutLighting","Lighting Decoration","","","","","","",""
687,"PortalFire","Fire","","","","","","",""
688,"PortalWater","Water","","","","","","",""
689,"PortalLightning","Lighting","","","","","","",""
690,"PortalIce","Ice","","","","","","",""
691,"PortalEldritch","Eldritch","","","","","","",""
692,"PortalArcane","Arcane","","","","","","",""
693,"PortalMechanical","Mechanical","","","","","","",""
694,"PortalMythical","Mythical","","","","","","",""
695,"PortalCelestial","Celestial","","","","","","",""
696,"PortalEarth","Earth","","","","","","",""
697,"PortalDemonic","Demonic","","","","","","",""
698,"PortalDivine","Divine","","","","","","",""
699,"PortalStygian","Stygian","","","","","","",""
700,"WingsMtx","Wings","","","","","","",""
701,"CloakMtx","Cloak","","","","","","",""
702,"BackAttachmentMtx","Back Attachment","","","","","","",""
703,"PoE2EarlyAccessTheme","Path of Exile 2 Early Access","",372,"","","","",""
704,"PoE2ArmourPieces","Armour Piece","","","","","",30,""
705,"PoE2BackAttachment","Back Attachment","","","","","",30,""
706,"PoE2HelmetAttachment","Helmet Attachment","","","","","",30,""
707,"PoE2BeltAttachment","Belt Attachment","","","","","",30,""
708,"PoE2HipAttachment","Hip Attachment","","","","","",30,""
709,"PoE2Footprints","Footprints","","","","","",30,""
710,"PoE2WeaponSkin","Weapon Skin","","","","","",31,""
711,"PoE2WeaponEffect","Weapon Effect","","","","","",31,""
712,"PoE2ShieldSkin","Shield Skin","","","","","",31,""
713,"PoE2FinisherEffect","Finisher Effect","","","","","",34,""
714,"PoE2CharacterEffect","Character Effect","","","","","",34,""
715,"PoE2ExtraEffect","Extra Effect","","","","","",34,""
716,"PoE2ChargeSkins","Alternate Charge Skin","","","","","",34,""
717,"PoE2Rings","Ring Skin","","","","","",35,""
718,"PoE2Amulets","Amulet Skin","","","","","",35,""
719,"PoE2Flasks","Flask Skin","","","","","",35,""
720,"PoE2HideoutArea","Hideout Area","","","","","",37,""
721,"PoE2UtilitySkins","Utility Skins","","","","","",37,""
722,"PoE2HideoutDecorations","Decorations","","","","","",37,""
723,"PoE2Cursor","Cursor","","","","","",36,""
