"rownum","Id","Event","i32","i32","Goddess_CharacterTextAudioKeys","JackTheAxe_CharacterTextAudioKeys","bool","bool","[rid]","i32","i32","bool","[rid]","rid","i32","i32","i32","i32"
232,"EventLightBeacon",1161,3000,0,[591],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
233,"EventGreustHonoured",1380,2000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
234,"EventYeenaTransform",1909,10000,0,[598],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
235,"EventAfterTolman",1910,2000,0,[601],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
236,"EventBlackHeartOpen",1908,2000,0,[613],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
237,"EventJackIdle","",1000,4000,[],"[540,541,542,543]","","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
238,"EventJackKillMonster","",1000,5000,[],"[532,533,534,535,536,537,538,539]","","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
239,"EventJackKillPlayer","",1000,5000,[],"[544,545]","","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
240,"IntroSalesPitch","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
241,"Cooldown","",0,12000,[],[],1,"",[],242,0,"",[],"",-16843010,-16843010,1,100
242,"CooldownNoCombat","",0,12000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
243,"NoMana","",0,12000,[],[],1,"",[],244,0,"",[],"",-16843010,-16843010,1,100
244,"NoManaNoCombat","",0,12000,[],[],1,"",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
245,"NoSpirit","",0,12000,[],[],1,"",[],246,0,"",[],"",-16843010,-16843010,1,100
246,"NoSpiritNoCombat","",0,12000,[],[],1,"",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
247,"InvFull","",0,12000,[],[],1,"",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
248,"FlaskLowLifeToHighLife","",0,600000,[],[],1,"",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
249,"FlaskEmpty","",0,12000,[],[],"","",[],250,0,"",[],"",-16843010,-16843010,1,100
250,"FlaskEmptyNoCombat","",0,12000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
251,"KillRare","",500,100000,"[625,626,627,628]",[],1,"",[],252,0,"",[],"",-16843010,-16843010,0,100
252,"KillRareNoCombat","",500,100000,[],[],1,"",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
253,"KillRogueExile","",500,20000,"[625,626,627,628]",[],1,"",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
254,"LowSTR","",0,10000,[],[],1,"",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
255,"LowINT","",0,10000,[],[],1,"",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
256,"LowDEX","",0,10000,[],[],1,"",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
257,"QuestItem","",0,10000,[],[],1,"",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
258,"SkillTown","",0,10000,[],[],1,"",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
259,"UseTownWell","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
260,"LevelUp2","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
261,"LevelUp3","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
262,"LevelUp5","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
263,"LevelUp10","",1000,0,[619],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
264,"LevelUp15","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
265,"LevelUp20","",1000,0,[620],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
266,"LevelUp30","",1000,0,[621],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
267,"LevelUp40","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
268,"LevelUp50","",1000,0,[622],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
269,"LevelUp60","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
270,"LevelUp70","",1000,0,[623],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
271,"LevelUp80","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
272,"LevelUp90","",1000,0,[624],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
273,"LevelUp100","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
274,"RespecTree","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
275,"RareCurrencyDrop","",1000,100000,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,0,100
276,"MirrorCurrencyDrop","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
277,"BossQuestItemUse","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
278,"NotableTaken","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
279,"IdentifyUnique","",1000,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
280,"EngageBeast","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
281,"EngageUndead","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
282,"EngageAutomaton","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
283,"EngageMonstrosity","",0,20000,[],[],"","",[0],1048,0,"",[],"",-16843010,-16843010,1,100
284,"EngageVaal","",0,20000,[],[],"","",[0],1048,0,"",[],"",-16843010,-16843010,1,100
285,"EngageBug","",0,20000,[],[],"","",[0],1048,0,"",[],"",-16843010,-16843010,1,100
286,"EngageHuman","",0,20000,[],[],"","",[0],1048,0,"",[],"",-16843010,-16843010,1,100
287,"EngageSkeleton","",0,20000,[],[],"","",[0],1048,0,"",[],"",-16843010,-16843010,1,100
288,"EngageElemental","",0,20000,[],[],"","",[0],1048,0,"",[],"",-16843010,-16843010,1,100
289,"KeystoneResoluteTechnique","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
290,"KeystoneGiantsBlood","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
291,"KeystoneUnwaveringStance","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
292,"KeystoneAvatarOfFire","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
293,"KeystoneBloodMagic","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
294,"KeystoneZealotsOath","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
295,"KeystoneAncestralBond","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
296,"KeystonePainAttunement","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
297,"KeystoneChaosInnoculation","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
298,"KeystoneEldritchBattery","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
299,"KeystoneMindOverMatter","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
300,"KeystoneHexMaster","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
301,"KeystoneNecromanticTalisman","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
302,"KeystoneAcrobatics","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
303,"KeystoneElementalEquilibrium","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
304,"KeystoneDanceWithDeath","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
305,"KeystoneHeartstopper","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
306,"KeystoneOasis","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
307,"KeystoneVaalPact","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
308,"KeystoneIronReflexes","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
309,"KeystoneGlancingBlows","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
310,"KeystoneConduit","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
311,"KeystoneGhostReaver","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
312,"KeystoneEternalYouth","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
313,"KeystoneHollowPalmTechnique","",0,0,[],[],"","",[],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
314,"Skill_ChargedStaff","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
315,"Skill_VaultingImpact","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
316,"Skill_FallingThunder","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
317,"Skill_FlickerStrike","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
318,"Skill_FrozenLocus","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
319,"Skill_HeraldOfIce","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
320,"Skill_HeraldOfThunder","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
321,"Skill_IceStrike","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
322,"Skill_LingeringIllusion","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
323,"Skill_ShatteringPalm","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
324,"Skill_TempestFlurry","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
325,"Skill_WaveOfFrost","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
326,"Skill_WhirlingAssault","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
327,"Skill_FreezingBackflip","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
328,"Skill_GaleStrike","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
329,"Skill_GlacialCascade","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
330,"Skill_KillingPalm","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
331,"Skill_ChargedSlam","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
332,"Skill_DoubleSlam","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
333,"Skill_GroundSlam","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
334,"Skill_HeraldOfAsh","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
335,"Skill_Sunder","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
336,"Skill_HammerOfTheGods","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
337,"Skill_SummonWolf_NoCombat","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
338,"Skill_SummonWolf_Combat","",0,20000,[],[],"",1,[0],337,0,"",[],"",-16843010,-16843010,1,100
339,"Skill_Tornado","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
340,"Skill_Volcano","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
341,"Skill_IceNova","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
342,"Skill_Comet","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
343,"Skill_ManaTempest","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
344,"Skill_FrostBomb","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
345,"Skill_ArcticArmour","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
346,"Skill_ArcticArmourNoCombat","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
347,"Skill_FrostBolt","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
348,"Skill_OrbOfStorms","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
349,"Skill_RagingSpirits","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
350,"Skill_Spark","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
351,"Skill_Arc","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
352,"Skill_BarrierInvocation","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
353,"Skill_Blink","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
354,"Skill_CastOnShock","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
355,"Skill_Conductivity","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
356,"Skill_Flammability","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
357,"Skill_Hypothermia","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
358,"Skill_FrostWall","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
359,"Skill_HydraFamiliar","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
360,"Skill_WhirlingSlash","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
361,"Skill_Engage","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
362,"Skill_Spearfield","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
363,"Skill_StormSpear","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
364,"Skill_BlazingLance","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
365,"Skill_IceSpear","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
366,"Skill_SkeletonsReturnToCombat","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
367,"Skill_MultipleSkeletonsDie","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
368,"Skill_GenericSummonMinion","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
369,"Skill_SummonSkeletonReaver","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
370,"Skill_SkeletonReaverEnrage","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
371,"Skill_SummonSkeletonBrute","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
372,"Skill_SummonSkeletonShield","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
373,"Skill_SummonSkeletonGrenadier","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
374,"Skill_SummonSkeletonIce","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
375,"Skill_SkeletonFrostMageAbility","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
376,"Skill_SummonSkeletonLightning","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
377,"Skill_SummonSkeletonCleric","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
378,"Skill_SummonSkeletonBow","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
379,"Skill_SkeletonBowGasCloud","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
380,"Skill_SkeletonCommandGeneric","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
381,"Skill_ReaverBloodRage","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
382,"Skill_BruteSlamStunned","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
383,"Skill_SkeletonShieldPlacement","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
384,"Skill_SkeletonGrenadierExplode","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
385,"Skill_SkeletonLightningStorm","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
386,"Skill_SkeletonClericRaise","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
387,"Skill_SummonFireDemon","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
388,"Skill_GiveFireDemonSkill","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
389,"Skill_BoneOffering","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
390,"Skill_FleshOffering","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
391,"Skill_Command","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
392,"Skill_Unearth","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
393,"Skill_BoneCage","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
394,"Skill_Contagion","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
395,"Skill_ContagionSpread","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
396,"Skill_ContagionLarge","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
397,"Skill_CurseGeneric","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
398,"Skill_Enfeeble","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
399,"Skill_EssenceDrain","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
400,"Skill_DetonateDead","",1000,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
401,"Skill_BoneSpear","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
402,"Skill_RaiseZombieCollect","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
403,"Skill_RaiseZombie","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
404,"Skill_CorpseExplode","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
405,"Skill_ProfaneRune","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
406,"Skill_Despair","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
407,"Skill_TemporalChains","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
408,"Skill_RaiseSpectre","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
409,"Skill_Bonestorm","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
410,"Skill_BonestormRelease","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
411,"Skill_DarkEffigyTotem","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
412,"Skill_PowerChargeOffering","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
413,"Skill_Hexblast","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
414,"Skill_IceMageAbility","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
415,"Skill_CommandOpen","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
416,"Skill_CommandOpenCombat","",0,20000,[],[],"",1,[0],415,0,"",[],"",-16843010,-16843010,1,100
417,"Skill_BoneSpearRelease","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
418,"Skill_CastOnMinionDeath","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
419,"Skill_GrimFeast","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
420,"Skill_Vulnerability","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
421,"Skill_SniperGasCloud","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
422,"Skill_ColdSnap","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
423,"Skill_Fireball","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
424,"Skill_Firestorm","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
425,"Skill_FireWall","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
426,"Skill_Flameblast","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
427,"Skill_FrostBoltRemote","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
428,"Skill_LightningConduit","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
429,"Skill_LightningWarpSuccess","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
430,"Skill_LightningWarpFail","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
431,"Skill_MagmaOrb","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
432,"Skill_SolarOrb","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
433,"Skill_BoneShatterStunned","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
434,"Skill_Earthquake","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
435,"Skill_ShockwaveTotem","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
436,"Skill_ShieldCharge","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
437,"Skill_ShieldChargeKnockdown","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
438,"Skill_EarthShatter","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
439,"Skill_ShieldDrumBreak","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
440,"Skill_LeapSlam","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
441,"Skill_VolcanicFissure","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
442,"Skill_AncestralTotem","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
443,"Skill_MoltenShellBlock","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
444,"Skill_Shieldwave","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
445,"Skill_BoneShatter","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
446,"Skill_MoltenBlast","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
447,"Skill_PerfectStrikeFail","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
448,"Skill_PerfectStrikeSuccess","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
449,"Skill_ScavengedPlating","",0,20000,[],[],"",1,[0],-16843010,-16843010,"",[],"",-16843010,-16843010,1,100
450,"Skill_ShieldDrum","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
451,"Skill_ShieldingCryWave","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
452,"Skill_ShieldWall","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
453,"Skill_SpinningInferno","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
454,"Skill_Stampede","",0,20000,[],[],"","",[0],1048,0,"",[],"",-16843010,-16843010,1,100
455,"Skill_Barrage","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
456,"Skill_ElectrocutingArrow","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
457,"Skill_FrostEscape","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
458,"Skill_LightningArrow","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
459,"Skill_PoisonBurstPlant","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
460,"Skill_PoisonVinePlant","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
461,"Skill_RainOfArrows","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
462,"Skill_RipwireArrow","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
463,"Skill_RipwireArrowRemove","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
464,"Skill_SnipeFailure","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
465,"Skill_SnipersMark","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
466,"Skill_SnipeStart","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
467,"Skill_SnipeSuccess","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
468,"Skill_SnipeSuccessHit","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
469,"Skill_DetonatingArrow","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
470,"Skill_ElectrocutingArrowTrigger","",0,20000,[],[],"",1,[0],1048,0,"",[],"",-16843010,-16843010,1,100
