"rownum","Id","Text"
436,"XboxLoginErrorNoLiveAccess","Cannot log in because Xbox Live cannot be accessed."
437,"ConsoleLoginErrorNoInternetConnection","Cannot log in because there is no Internet connection."
438,"ErrorChatIsFull","Failed to join requested chat channel because it is full."
439,"LoginConnectionLimitReached","The login server is currently too busy. Please try again later."
440,"TooManyObjects","Too many objects requested, please contact support."
441,"SubtabAlreadyExists","This subtab already exists."
442,"MaxInventoryColumns","You have reached the maximum number of inventory columns allowed. CHINA ONLY NOT FOR WORLDWIDE REALM"
443,"IncorrectInventoryColumnUpgrade","You are trying to purchase the inventory upgrade for the incorrect number of existing slots. CHINA ONLY NOT FOR WORLDWIDE REALM"
444,"GenericRateLimit","Requested failed because you have made too many requests in a short time."
445,"RequestInProgress","A request is already in progress. Please try again soon."
446,"ItemNotInStash","The item is not in the given stash."
447,"BestiaryNetChanged","Your character will now use {0} to capture Beasts."
448,"ErrorPlayerHasNoMenagerie","That player does not have a Menagerie."
449,"MicrotransactionNotAvailableInLeague","You are not allowed to buy this microtransaction in this league."
450,"CaptureMonsterSuccess","Captured Beast: {0}"
451,"DeletedExcessBestiaryUnique","Your Menagerie was full so an older Beast ({0}) was removed to make space."
452,"DeletedExcessBestiaryRare","Your Menagerie was full so an older Beast ({0}; {1}) was removed to make space."
453,"PlayersRemainingN","{0} players remain."
454,"AccountNotVerifiedChatError","You must verify your account before you can chat."
455,"TooLowLevelToChooseChatIndex","You can't choose a specific chat channel until you are level {0}."
456,"IncursionLockedDoorError","You do not have the item required to open this passage."
457,"IncursionDestructibleWallError","You have no explosives."
458,"InstanceExpiredError","Cannot connect to instance. That subarea has expired because it is no longer the most recent child instance for this area."
459,"InstanceTerminatedError","Cannot connect to instance. That subarea no longer exists."
460,"FailedToLoadDelveMap","Failed to load Delve map data: {0}"
461,"DelveInProgressError","You cannot join a Delve that is currently in progress."
462,"LoginRequiresUnlockCodeStrict","Your account has been locked until you can provide an unlock code from your email (strict)."
463,"DelveSocketableCurrencySameFossilError","You cannot socket identical Fossils into the same Resonator"
464,"GenericSocketError","You cannot socket the current item"
465,"OfferNotYetReadyForAccept","The offer is in a state where it is waiting for a previous submit to be resolved. Try again later."
466,"InteractErrorEssence","Something else is keeping this Essence imprisoned."
467,"NotEnoughIngredients","You don't have enough ingredients for this action."
468,"ConsoleDisconnectedBecauseActiveUserSignedOut","Disconnected because the active user signed out"
469,"PS4LoginErrorNoPSNAccess","Cannot log in because \""PlayStation Network\"" cannot be reached."
470,"PS4LoginErrorOutOfMemory","Cannot log in because we are out of memory."
471,"PS4LoginErrorSignedOut","Cannot log in because you are signed out."
472,"PS4LoginErrorNotSignedUp","Cannot log in because you are not signed up."
473,"PS4LoginErrorAgeRestriction","Cannot log in because of an age restriction."
474,"PS4LoginErrorLoggedOut","Cannot log in because you are logged out."
475,"PS4LoginErrorLatestSystemSoftwareExist","Cannot log in because a new version of the system software update file exists."
476,"PS4LoginErrorLatestSystemSoftwareExistForTitle","Cannot log in because a required new version of the system software update file exists for this application."
477,"PS4LoginErrorLatestPatchPackageExists","Cannot log in because a new version of the patch package exists."
478,"PS4LoginErrorLatestPatchPackageDownloaded","Cannot log in because a new version of the downloaded patch package exists."
479,"PS4LoginErrorPatchNotChecked","Cannot log in because could not check if a new version update file is available.  Please try again."
480,"HideoutExportFailed","You must be in a Hideout to export a Hideout template."
481,"HideoutImportSuccess","Hideout template imported successfully."
482,"HideoutImportFailed","Failed to import Hideout template."
483,"HideoutImportFailedMustBeInHideout","You must be in your Hideout to import a Hideout template."
484,"HideoutImportFailedWrongHideout","You must first set your Hideout to {0} in order to import this Hideout template."
485,"TencentTradeMarketNotExactPrice","Your offer does not match the exact price for this item."
486,"TencentTradeMarketTooManyCompletedOffers","You have too many completed trades in your Trade Market to make this offer."
487,"IncursionRecipeUnlockRejected","Crafting recipe already unlocked"
488,"FailedToReclaimSomeHideoutDoodads","Failed to reclaim one or more Hideout doodads. Please create a new Hideout instance and try again."
489,"FailedToLoadHideoutDoodads","Failed to load Hideout doodad list."
490,"HideoutImportWarningGeneric","Warning: {0} doodads could not be imported."
491,"HideoutImportWarningUnowned","Warning: {0} doodads could not be imported because you do not own any spare ones."
492,"HideoutImportWarningBlocked","Warning: {0} doodads could not be imported because the specified location was blocked."
493,"HideoutReclaimAllSuccess","All Hideout doodads have been reclaimed."
494,"AreaTransitionPartyError","You must be in a party with the area owner to access this area."
495,"AreaTransitionOwnerError","The area owner must be present to access this area."
496,"BestiaryErrorNoData","Failed to retrieve Bestiary data."
497,"BestiaryErrorFailedToCaptureMonster","Failed to save captured monster: {0}"
498,"PS4BadRedeemToken","Bad redeem token"
499,"CurrencyTradingPrevented2","You cannot trade currency or unique items to other players until you have verified your account."
500,"PublicListingLockedDueToVerified","You cannot publicly list items for sale until you have verified your account."
501,"OffersLockedDueToVerified","You cannot make offers on items until you have verified your account."
502,"SynthesisPortalFullyDecayed","This area has decayed."
503,"SynthesisTooManyMemories","You have placed too many memories, please remove some before attempting to place more."
504,"SynthesisOtherMemoryInstance","You cannot place memories in another persons Memory Nexus or Memory Expanse."
505,"ConsoleDisconnectedBecauseNoInternetConnection","Disconnected because there is no Internet connection."
506,"PS4DisconnectedBecauseNoPSNAccess","Disconnected because \""PlayStation Network\"" cannot be reached."
507,"XboxDisconnectedBecauseNoXboxLiveAccess","Disconnected because Xbox Live cannot be accessed."
508,"PS4CannotLogInUGMRestriction","Cannot log in due to parental controls."
509,"SynthesisMaxGlobalModsReached","You have reached the maximum number of Memory Modifiers on your Synthesis Map."
510,"BetrayalCannotAccessLab","You have another Betrayal Job in progress. Complete the other encounter or make any remaining choices to enable this entrance."
511,"SynthesisCannotApplyGlobalMod","The selected Memory and the Memories placed next to it cannot apply any more Memory Modifiers."
512,"KakaoAPIError","Failed to authorise with Kakao authentication server."
513,"KakaoRequireLogin","You must log in to your Kakao account again."
514,"MapDeviceCannotUseFragmentWithMap","Activation failed. {0} cannot be used with a Map."
515,"MapDeviceFragmentNeedsRecipe","Activation failed. {0} must be used with other Map Fragments from the same set."
516,"MapDeviceFragmentNeedsRecipeOrMap","Activation failed. {0} must be used with a Map, or with other Map Fragments from the same set."
517,"MapDeviceDuplicateFragments","Activation failed. You cannot use multiple Map Fragments of the same type."
518,"EmailLoginDisabledKakao","This login method has been disabled for this account. Please login via http://poe.game.daum.net"
519,"EmailLoginDisabled","This login method has been disabled for this account."
520,"GatewayDisallowedForThisLoginType","This login gateway is not available for this login method."
521,"UnacceptableChatMessage","Unacceptable message contents."
522,"ChannelOnlyAllowsASCII","Unacceptable message contents. Please use only standard ASCII characters in this channel."
523,"ActionRejectedDueToPerPlayerFreeze","You have died recently and cannot perform actions for {0}."
524,"PerPlayerDeathFreezeRemoved","You can now perform actions."
525,"LeagueDisallowsManualMigration","You cannot migrate from this league at the moment."
526,"RecycleMicroItemNotFound","Microtransaction can not be found."
527,"RecycleMicroCannotRemoveMicro","Microtransaction can not be removed."
528,"RecycleMicroNoValue","Microtransaction has no value."
529,"RecycleMicroGeneric","Cannot complete action at this time."
530,"TradeBanError","You cannot do that at this time. Your account is banned from trade actions."
531,"InteractErrorCoreTransitionMap","You must kill all three of Eater of Souls' guardians to access the Black Core."
532,"CombineMTXTimeLimitedError","Cannot combine time-limited Microtransactions."
533,"SalvageMTXTimeLimitedError","Cannot salvage time-limited Microtransactions"
534,"ItemIsInLeagueInventory","You can't do this operation on an item in a league inventory"
535,"MetamorphosisCannotOpenUIError","Metamorph samples can only be combined by the instance owner."
536,"PurchaseLimitReached","You've reached the purchase limit for this item."
537,"EpicAssociateEmailSent","An email has been sent to confirm that you own this account. Please click the link in your email to continue."
538,"DestroyHarvestInfrastructure","You cannot destroy Harvest Infrastructure items."
539,"CharacterActionDeniedHarvestItems","You must remove all Harvest Infrastructure items from your character before performing this action."
540,"HarvestOshabiFightOnlyInMaps","The Encounter can only be started from a Map"
541,"ConsoleGuildTagProfanityError","The guild tag you are trying to set contains a restricted phrase. Please retry with a different tag."
542,"ConsoleGuildNameProfanityError","The guild name you are trying to set contains a restricted phrase. Please retry with a different name."
543,"ConsoleGuildStashTabProfanityError","The stash tab name you are trying to set contains a restricted phrase. Please retry with a different name."
544,"TradeErrorItemStolenFromHeist","Item cannot be traded."
545,"HeistAlarmError","Error: cannot join a Heist area that is in Lockdown"
546,"HeistHubAccessError","You must use a Rogue's Marker to access the Rogues' Harbour."
547,"NotHeistOwner","Error: You are not the owner of this Heist"
548,"ReceivedAtlasRespecPoint1","You have received an Atlas Passive Respec Point."
549,"ReceivedAtlasRespecPointN","You have received {0} Atlas Passive Respec Points."
550,"ReceivedAtlasPassivePoint1","You have received an Atlas Skill Point."
551,"ReceivedAtlasPassivePointN","You have received {0} Atlas Skill Points."
552,"MavenNotEnoughBosses","Activation failed. You have not collected enough bosses from this Atlas Region."
553,"MavenCitadelNotUnlocked","Activation failed. You have not unlocked the Citadel for this Atlas Region."
554,"StashAffinityFailedNoRoom","Your Stash Tab with the {0} Affinity does not have enough space for this item."
555,"FailedToAddMavenToMap","Failed to add the Maven to Map because: {0}"
556,"RitualFragmentNotValidForUse","Activation failed. Blood-Soaked Effigies can only be used in Ritual League."
557,"MapDeviceInvalidQuestState","Activation failed. You do not have the required quest state."
558,"MapDeviceFull","Your Map Device is full."
559,"AccountNotVerified","Account is not verified."
560,"UltimatumTrialStarted","You cannot join a trial that has already begun."
561,"RoyaleMatchEndedWonReward","Winner winner, Rhoa Dinner!\n Tier {0} Rhoa Dinner has been added to your Hideout Decorations."
562,"RoyaleMatchEndedWon","Winner winner, Rhoa Dinner!\n Next Hideout Decoration reward in {0} victories."
563,"RoyaleMatchEndedWonMax","Winner winner, Rhoa Dinner!"
564,"RoyaleMatchEnded","{0} has won the match!"
565,"RoyaleMatchEndedTeam","{0} and {1} have won the match!"
566,"TradeNoteBlacklistedCharactersError","Your Trade Note contains illegal characters, please try again."
567,"ExpeditionDetonatorNotInstanceOwner","Only the player who is the instance owner can interact with explosives or the detonator."
568,"ActionTemporarilyDisabled","This action has been temporarily disabled."
569,"CannotAccessGuildHideout","You cannot access that player's Guild Hideout because you are not a member of their Guild."
570,"SettingDeliveryDetailsFailed","Failed to set Delivery Details: "
571,"ExpeditionCurrencyNotification","Added {0}x {1} to your Expedition Locker"
572,"GuildStashDisabled","The guild stash has been temporarily disabled."
573,"TencentItcServerError","The ITC server reported an error."
574,"OperationCancelled","Operation cancelled."
575,"ConvertMapsPartialSuccess","Some maps could not be converted either due to lack of space, or no valid conversion found."
576,"CannotPromoteEmptyStashToActive","You cannot promote an empty stash to active."
577,"CannotFindActiveStashToReplace","Cannot find empty active stash of this type to replace. Please make sure you have loaded one and try again."
578,"TencentUicServerError","Connection failed, please try again later."
579,"PlayerKillCount1","You have killed 1 monster."
580,"PlayerKillCountCapped","You have killed an uncountable number of monsters."
581,"TencentActionFailedMarketBanned","Your actions have breached the terms of service and have negatively affected the normal operation of the game. You are banned from using the trade market for {0}."
582,"TencentGlobalStatusError","System is under maintenance, please try again later."
583,"WhisperFailed","Failed to send whisper to {0} because: {1}"
584,"HideoutExportFailedLackingPermission","You do not have permission to export this Hideout."
585,"CurrencyTradingPreventedDueToReview","You cannot trade currency or unique items to other players until your account has been reviewed. This process can take up to 24 hours."
586,"PublicListingLockedDueToReview","You cannot publicly list items for sale until your account has been reviewed. This process can take up to 24 hours."
587,"InteractErrorNotYourLakeStampingDevice","You cannot use this Mirrored Tablet."
588,"SanctumStabilityError","Error: cannot join Sanctum area with no Resolve"
589,"FeedbackNumber","Thanks for your feedback! Your reference number is {0}"
590,"LootAllocationOptionDisabledInHardMode","Cannot set Item Allocation Mode in Ruthless leagues."
591,"ExtraInventoryColumnsDisabledInHardMode","[DNT]Extra inventory columns are disabled in Ruthless leagues. CHINA ONLY NOT FOR WORLDWIDE REALM"
592,"PathOfEnduranceDisabledInHardMode","[DNT]Path of Endurance is disabled in Ruthless leagues."
593,"RelicCannotPlaceItemSanctumInProgressError","Relics cannot be changed while you have an active Sanctum."
594,"CoinFlipHeads","{0} flips Heads!"
595,"CoinFlipTails","{0} flips Tails!"
596,"HideoutPvpInvalidPosition","The PvP arena is too close to your waypoint, PvP is disabled."
597,"HideoutPvpEnded","Match ended, {0} wins!"
598,"HideoutPvpEndedDraw","Match ended in a draw."
599,"HideoutPvpCancelled","Match cancelled."
600,"HideoutPvpDefeated","{0} was defeated!"
601,"AccountNeedsToBeOffline","This operation requires the account to be offline."
602,"AccountTransferInProgress","This account is currently transferring between instances. Try again soon."
603,"SanctumAlreadyOpenedError","This Sanctum has already been opened, so it can no longer be joined."
604,"CXInvalidRequest","Invalid request."
605,"CXOrderDoesNotExist","Order does not exist."
606,"CXOrderAlreadyClosed","Order is already closed."
607,"CXOrderIsNotClosed","Order must be closed first."
608,"CXMarketDisabled","The market is closed."
609,"CXPendingTransactionOpen","Pending transaction in progress."
610,"CXPendingChangeRollback","Pending transaction rolled back."
611,"CXNoPendingCommit","No pending transaction found."
612,"CXTooManyOrders","You have too many orders."
613,"CXQueryOrderRateLimited","You must wait before querying more trades."
614,"CXGenericQueryFailure","Trade query failed."
615,"CXGenericOrderFailure","Failed to place order."
616,"CXCouldNotFindSellItems","Could not find the items you are trying to sell."
617,"InstanceClosingSoon","This instance will close in a few minutes. Please move to another area to avoid being disconnected."
618,"NotEnoughGoldStorage","You cannot store this amount of gold."
619,"AccountNotAuthorizedOnServer","This account is not authorized to access this server."
620,"CharacterSentToVoidLeague","{0} (Level 100) was sent to the Void!"
621,"MustMigrateGarena","This account must first be migrated from Garena to Hotcool."
622,"GuildLeaderCannotLeave","You must promote another guild member to Leader before you can leave your guild."
623,"NoHideoutSet","You do not have a hideout."
624,"NotImplemented","Not implemented."
625,"SonyWebApiBadRequest","Bad request."
626,"SonyWebApiNotAuthorized","Not authorized."
627,"SonyWebApiForbidden","Forbidden."
628,"SonyWebApiAccessTokenExpired","Access token is expired."
629,"SonyWebApiNotPermitted","No privileges to perform the operation."
630,"SonyWebApiContextIdAlreadyRegistered","The specified ContextId has already been registered."
631,"SonyWebApiServiceUnavailable","Service Unavailable."
632,"SonyWebApiSessionManagerAlreadyJoinedPlayerSession","Already a member of the Player Session."
633,"SonyWebApiSessionManagerPlayerSessionDoesNotExist","Player Session does not exist."
634,"SonyWebApiSessionManagerBlockedUserExists","Blocked user exists."
635,"SonyWebApiSessionManagerNotPermittedToJoinPlayerSession","Not permitted to join the session."
636,"SonyWebApiSessionManagerNotMemberOfSession","Member not joined session."
637,"SonyWebApiSessionManagerBlocked","Blocked."
638,"SonyWebApiSessionManagerSessionFull","\tThe session is full."
639,"MapDeviceMissingRecipeRequirement","Activation failed. To challenge the unleashed boss you must have defeated the regular version of this boss once before."
640,"ReliquaryVaultKeyMissing","This mechanism is locked, you need a key to open it."
641,"MapCraftingFailedCraftNoExtraContent","Activation failed. Extra Content cannot be added to this Map."
642,"StopwatchElapsedTime","Elapsed Time: {0}"
643,"StopwatchSplitTime","This Split: {0}"
644,"AncestralTrialRosterFull","Maximum number of Warriors and Field Items reached. Please sell existing ones in order to purchase new ones."
645,"AncestralTrialInventoryFull","Maximum number of Equipment Items reached. Please sell existing ones in order to purchase new ones."
646,"LeagueFirstToAncestorRank","{0} is the first character to reach {1} Ranking in the Trial of the Ancestors!"
647,"AncestralTrialMatchInProgress","Cannot enter the Halls of the Dead while a Trial of the Ancestors is in progress."
648,"MapLethalAfterTimeBeginDeathCount","You must flee! The foundational memories of this place are dissolving!"
649,"MapLethalAfterTimeFinalCountdown"," {0}"
650,"MapLethalAfterTimeKillPlayer","This place can no longer support life. I can only hope that you have already escaped."
651,"MapLethalAfterTime75Percent","As I feared, this is not a stable map. You have already expended a quarter of your time here."
652,"MapLethalAfterTime50Percent","The integrity of the area has fractured by half."
653,"MapLethalAfterTime25Percent","Time is almost up. A mere quarter remains!"
654,"MapLethalAfterTimeCompletion","The danger has passed. This place is safe now... or as safe as the Atlas can be."
655,"MapLethalAfterTimeEntrance","My dear Zana, you must not linger in this place. It is more dream than real. I will imprint what warnings I can."
656,"MapDeviceCannotUseFragmentWithMapTier","Activation failed. {0} cannot apply to a Map of this tier."
657,"CharacterNotUsableInCouchCoop","This Character cannot be used in Couch Co-Op"
658,"ReceivedWeaponSpecialisationPoint1","You have received a Weapon Set Passive Skill Point."
659,"ReceivedWeaponSpecialisationPointN","You have received {0} Weapon Set Passive Skill Points."
660,"DemoComplete","Congratulations, you have finished the demo! Thanks for playing!"
661,"DemoDisconnectWarning","You will be returned to the title screen in 20 seconds..."
662,"DemoTimeUp","Your time is up. Thanks for playing!"
663,"InteractErrorSacrificialHeart","It seems to require some kind of heart."
664,"InteractErrorSacrificialDagger","It seems to require some kind of dagger."
665,"CannotRejoinAreaAfterDeath","You cannot rejoin this area after dying."
666,"INTLFailedToGetLoginInfo","Failed to get login information"
667,"InteractErrorDoorIsOneWay","[DNT] The door does not open from this side."
668,"InteractErrorDoorRequiresKey1","[DNT] The Martyr Relief is flecked with gold, as though it once held a golden sceptre."
669,"InteractErrorDoorRequiresKey2","[DNT] The Painter Relief is flecked with gold, as though it once held a golden palette."
670,"InteractErrorDoorRequiresKey3","[DNT] The Scholar relief is flecked with gold, as though it once held a golden tome."
671,"InteractErrorDoorRequiresKey4","[DNT] The Bard relief is flecked with gold, as though it once held a golden lyre."
672,"InteractErrorDominusSecretPassage","[DNT] The bust of Dominus is flecked with gold, as though it once wore a golden crown."
673,"QuestRewardConsumeMessage","Removed from Inventory:\r\n{0}"
674,"CannotDisenchantEquippedItem","Cannot disenchant this item because it is equipped."
675,"CrossplayRequestRejected","Request rejected due to your cross platform limitations."
676,"CrossplayRequestRejectedByCounterpart","Request rejected due to counterpart cross platform limitations."
677,"CrossplayRequestIgnored","Incoming request ignored due to your cross platform limitations."
678,"AccountMergeFailed","Failed to merge accounts."
679,"AccountUnmergeFailed","Failed to unmerge accounts."
680,"AccountNameUnavailable","This account name is unavailable."
681,"NotEnoughPortalsForParty","Not enough portals for entry."
682,"InvalidTrial","Your trial is in an invalid state. Please restart the instance to prevent further errors."
