"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","Group","SoundEffect","string","i32","i32","i32","i32","i32","bool","[rid]","i32","[rid]","bool"
1260,"endurance_charge_duration2001","Art/2DArt/SkillIcons/passives/chargestr.dds",[418],20,0,0,0,401,"Endurance Charge Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1261,"endurance_charge_duration2002","Art/2DArt/SkillIcons/passives/chargestr.dds",[418],20,0,0,0,38508,"Endurance Charge Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1262,"endurance_charge_duration2003","Art/2DArt/SkillIcons/passives/chargestr.dds",[418],20,0,0,0,37584,"Endurance Charge Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1263,"frenzy_charge_duration2004","Art/2DArt/SkillIcons/passives/chargedex.dds",[421],20,0,0,0,21758,"Frenzy Charge Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1264,"frenzy_charge_duration2005","Art/2DArt/SkillIcons/passives/chargedex.dds",[421],20,0,0,0,21893,"Frenzy Charge Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1265,"frenzy_charge_duration2006","Art/2DArt/SkillIcons/passives/chargedex.dds",[421],20,0,0,0,49971,"Frenzy Charge Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1266,"elemental_damage2007","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[486],6,0,0,0,52502,"Elemental Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1267,"elemental_damage2008","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[486],6,0,0,0,20987,"Elemental Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1268,"mana2010","Art/2DArt/SkillIcons/passives/mana.dds",[128],4,0,0,0,22618,"Mana",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1269,"mana2011","Art/2DArt/SkillIcons/passives/mana.dds",[128],4,0,0,0,21033,"Mana",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1270,"projectile_damage2014_","Art/2DArt/SkillIcons/passives/projectilespeed.dds",[498],4,0,0,0,23334,"Projectile Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1271,"projectile_damage2015","Art/2DArt/SkillIcons/passives/projectilespeed.dds",[498],4,0,0,0,6797,"Projectile Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1272,"evasion2016","Art/2DArt/SkillIcons/passives/evadepercentage.dds",[120],8,0,0,0,40132,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1273,"evasion2017","Art/2DArt/SkillIcons/passives/evadepercentage.dds",[120],8,0,0,0,58854,"Evasion",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1274,"melee_damage2019","Art/2DArt/SkillIcons/passives/damagemelee.dds","[490,11569]",4,4,0,0,18901,"Melee Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1275,"melee_damage2020","Art/2DArt/SkillIcons/passives/damagemelee.dds","[490,11569]",4,4,0,0,62319,"Melee Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1276,"armour2023","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[117],8,0,0,0,26712,"Armour",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1277,"armour2024","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[117],8,0,0,0,35288,"Armour",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1278,"cold_damage2025","Art/2DArt/SkillIcons/passives/colddamage.dds",[49],12,0,0,0,33196,"Cold Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1279,"cold_damage2026","Art/2DArt/SkillIcons/passives/colddamage.dds","[49,12420]",12,10,0,0,13202,"Cold Damage and Cold Ailment Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1280,"cold_damage_notable2027","Art/2DArt/SkillIcons/passives/newcolddamage.dds","[49,12420,455]",25,30,15,0,17171,"Flash Freeze",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1281,"melee_evasion2028","Art/2DArt/SkillIcons/passives/ArmourAndEvasionNode.dds",[1074],14,0,0,0,55392,"Armour and Evasion",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1282,"melee_evasion2029","Art/2DArt/SkillIcons/passives/AttackDamangeAndEvasionNotableNode.dds","[1074,3486]",10,15,0,0,53002,"Armour, Evasion and Onslaught Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1283,"melee_evasion2030","Art/2DArt/SkillIcons/passives/AttackDamangeAndEvasionNotableNode.dds","[1074,3486]",10,15,0,0,4944,"Armour, Evasion and Onslaught Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1284,"melee_evasion_notable2031","Art/2DArt/SkillIcons/passives/AttackDamangeAndEvasionNotableIcon.dds","[15198,3656,3486]",30,10,30,0,18703,"Graceful Assault",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1285,"claw_critical2032","Art/2DArt/SkillIcons/passives/ClawCritStrikeChanceNode.dds","[560,2792]",20,10,0,0,30745,"Claw Critical Strike Chance and Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1286,"claw_critical2034","Art/2DArt/SkillIcons/passives/ClawCritStrikeChanceNode.dds","[560,2792]",20,10,0,0,49568,"Claw Critical Strike Chance and Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1287,"melee_evasion2037","Art/2DArt/SkillIcons/passives/ArmourAndEvasionNode.dds",[1074],14,0,0,0,55085,"Armour and Evasion",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1288,"life_leech2038","Art/2DArt/SkillIcons/passives/lifegainpertarget.dds","[603,3089]",0,60,0,0,37800,"Life Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1289,"life_leech2039","Art/2DArt/SkillIcons/passives/lifegainpertarget.dds",[9261],10,0,0,0,29547,"Life Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1290,"life_leech2040","Art/2DArt/SkillIcons/passives/lifegainpertarget.dds",[9261],10,0,0,0,4378,"Life Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1291,"life_leech2041","Art/2DArt/SkillIcons/passives/lifegainpertarget.dds","[603,3089]",50,60,0,0,35507,"Life Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1292,"life_leech_notable2042","Art/2DArt/SkillIcons/passives/lifeleech.dds","[603,2862,9261]",100,40,10,0,22356,"Hematophagy",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1293,"mana_leech2046","Art/2DArt/SkillIcons/passives/lifemana.dds","[2692,2691]",40,40,0,0,36704,"Life and Mana Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1294,"mana_leech2047","Art/2DArt/SkillIcons/passives/ManaLeechThemedNode.dds","[604,2692]",40,40,0,0,54872,"Mana Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1295,"mana_leech_notable2048","Art/2DArt/SkillIcons/passives/minddrinker.dds","[604,2692,9262]",60,80,25,0,1382,"Spirit Void",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1296,"mana_leech2049","Art/2DArt/SkillIcons/passives/ManaLeechThemedNode.dds","[604,2692]",10,40,0,0,57503,"Mana Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1297,"mana_leech2050","Art/2DArt/SkillIcons/passives/ManaLeechThemedNode.dds",[2692],40,0,0,0,51420,"Mana Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1298,"mana_leech2051","Art/2DArt/SkillIcons/passives/ManaLeechThemedNode.dds",[1300],3,0,0,0,49481,"Mana on Hit",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1299,"mana_leech_notable2052","Art/2DArt/SkillIcons/passives/minddrinker.dds","[2692,9262,604]",50,50,100,0,65053,"Essence Sap",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1300,"life_leech2054","Art/2DArt/SkillIcons/passives/lifegainpertarget.dds","[603,2691]",50,40,0,0,28455,"Life Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1301,"life_leech2055","Art/2DArt/SkillIcons/passives/lifegainpertarget.dds","[603,2691]",40,40,0,0,9171,"Life Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1302,"life_leech_notable2056","Art/2DArt/SkillIcons/passives/lifeleech.dds","[603,2691,9261]",60,80,15,0,39530,"Vitality Void",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1303,"chill_generic2057","Art/2DArt/SkillIcons/passives/colddamage.dds",[3558],20,0,0,0,53290,"Chill Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1304,"chill_generic2058","Art/2DArt/SkillIcons/passives/colddamage.dds",[3558],20,0,0,0,40483,"Chill Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1305,"dagger_damage2059","Art/2DArt/SkillIcons/passives/masterydaggerdex.dds","[11573,77]",10,3,0,0,15825,"Dagger Damage and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1306,"dagger_damage2060","Art/2DArt/SkillIcons/passives/masterydaggerdex.dds","[11573,177]",10,3,0,0,5802,"Dagger Damage and Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1307,"fortify_2064","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[5252],10,0,0,0,50515,"Fortify on Melee Stun",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1308,"fortify_2065_","Art/2DArt/SkillIcons/passives/DamageWhileFortified.dds",[9649],16,0,0,0,18552,"Attack Damage while Fortified",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1309,"fortify_2066","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[5252],10,0,0,0,56370,"Fortify on Melee Stun",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1310,"fortify_20661","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[14833],40,0,0,0,27605,"Fortification Gain",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1311,"fortify_20663","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[14833],40,0,0,0,6139,"Fortification Gain",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1312,"fortify_20664","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[2950],40,0,0,0,14767,"Fortification Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1313,"fortify_20665","Art/2DArt/SkillIcons/passives/FortifyNode.dds",[2950],40,0,0,0,62530,"Fortification Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1314,"fortify_notable2067","Art/2DArt/SkillIcons/passives/FortifyNotable1.dds","[4754,15096]",30,100,0,0,1340,"Rampart",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1315,"trap_mine_critical_chance2067","Art/2DArt/SkillIcons/passives/trapdamage.dds",[1788],12,0,0,0,2260,"Mine Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1316,"trap_mine_critical_chance2068","Art/2DArt/SkillIcons/passives/trapcriticalstrike.dds","[2803,2844]",20,10,0,0,35334,"Mine Critical Strike Chance and Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1317,"trap_mine_critical_multiplier2069","Art/2DArt/SkillIcons/passives/trapdamage.dds",[1788],16,0,0,0,29549,"Mine Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1318,"trap_mine_critical_notable2070","Art/2DArt/SkillIcons/passives/trapsradius.dds",[1830],10,0,0,0,61689,"Explosive Elements",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1319,"totem_critical_chance_and_damage2071","Art/2DArt/SkillIcons/passives/totemandbrandrange.dds",[3043],20,0,0,0,33779,"Totem Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1320,"totem_critical_chance2072","Art/2DArt/SkillIcons/passives/totemandbrandrange.dds",[3043],25,0,0,0,17569,"Totem Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1321,"totem_critical_multiplier2073","Art/2DArt/SkillIcons/passives/totemandbranddamage.dds",[3044],20,0,0,0,45366,"Totem Critical Strike Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1322,"totem_critical_multiplier2074","Art/2DArt/SkillIcons/passives/totemandbranddamage.dds",[3044],20,0,0,0,20142,"Totem Critical Strike Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1323,"totem_critical_notable2075","Art/2DArt/SkillIcons/passives/totemandbrandrange.dds","[3044,3043]",20,60,0,0,44562,"Shaman's Dominion",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1324,"fire_damage2078","Art/2DArt/SkillIcons/passives/firedamageint.dds",[611],15,0,0,0,22647,"Ignite Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1325,"fire_damage2079","Art/2DArt/SkillIcons/passives/firedamage.dds",[42],12,0,0,0,885,"Fire Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1326,"fire_damage2080","Art/2DArt/SkillIcons/passives/firedamage.dds","[42,216]",8,3,0,0,37163,"Fire Damage and Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1327,"fire_damage_notable2802","Art/2DArt/SkillIcons/passives/firedamage.dds","[42,434]",30,12,0,0,24324,"Explosive Impact",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1328,"lightning_damage2083","Art/2DArt/SkillIcons/passives/lightningint.dds","[56,216]",8,3,0,0,12379,"Lightning Damage and Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1329,"lightning_damage2084","Art/2DArt/SkillIcons/passives/lightningint.dds","[56,216]",8,3,0,0,44183,"Lightning Damage and Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1330,"lightning_damage2085_","Art/2DArt/SkillIcons/passives/lightningint.dds",[56],10,0,0,0,38279,"Lightning Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1331,"lightning_damage_notable2086","Art/2DArt/SkillIcons/passives/lightningint.dds","[56,216]",24,8,0,0,7555,"Crackling Speed",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1332,"fire_cold_damage2087","Art/2DArt/SkillIcons/passives/ColdAndFireHybridNode.dds","[42,49]",8,8,0,0,20852,"Fire and Cold Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1333,"fire_cold_damage2088","Art/2DArt/SkillIcons/passives/firedamage.dds",[42],16,0,0,0,6785,"Fire Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1334,"fire_cold_damage2089","Art/2DArt/SkillIcons/passives/colddamage.dds",[49],16,0,0,0,36585,"Cold Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1335,"fire_cold_damage_notable2090","Art/2DArt/SkillIcons/passives/ColdAndFireHybridNotable.dds","[15200,42,49]",-5,25,25,0,42649,"Snowforged",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1336,"link_generic2097","Art/2DArt/SkillIcons/passives/clustersLinknode1.dds",[15142],10,0,0,0,8139,"Link Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1337,"link_generic2098_","Art/2DArt/SkillIcons/passives/clustersLinknode1.dds",[15142],10,0,0,0,19958,"Link Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1338,"lightning_critical_notable2099","Art/2DArt/SkillIcons/passives/IntensifyNotable.dds",[7766],100,0,0,0,58168,"High Voltage",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1339,"AscendancyJuggernaut1","Art/2DArt/SkillIcons/passives/Juggernaut/IncreasedArmourAttackDamage.dds","[117,418]",15,15,0,0,23972,"Armour, Endurance Charge Duration",[],"","","","","","",0,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1340,"AscendancyJuggernaut2","Art/2DArt/SkillIcons/passives/Juggernaut/IncreasedArmourAttackDamage.dds","[117,418]",15,15,0,0,49153,"Armour, Endurance Charge Duration",[],"","","","","","",0,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1341,"AscendancyJuggernaut3","Art/2DArt/SkillIcons/passives/Juggernaut/IncreasedArmourAttackSpeed.dds","[117,70]",15,6,0,0,32115,"Armour, Attack Speed",[],"","","","","","",0,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1342,"AscendancyJuggernaut4","Art/2DArt/SkillIcons/passives/Juggernaut/IncreasedArmourMovementSpeed.dds","[117,177]",15,4,0,0,63417,"Armour, Movement Speed",[],"","","","","","",0,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1343,"AscendancyJuggernaut5","Art/2DArt/SkillIcons/passives/Juggernaut/IncreasedArmourStunDuration.dds","[117,341]",15,20,0,0,62349,"Armour, Stun Duration",[],"","","","","","",0,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1344,"AscendancyJuggernaut6","Art/2DArt/SkillIcons/passives/Juggernaut/IncreasedArmourStunDuration.dds","[117,3461]",15,20,0,0,51998,"Armour, Stun Threshold",[],"","","","","","",0,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1345,"AscendancyJuggernaut7","Art/2DArt/SkillIcons/passives/Juggernaut/Unstoppable.dds","[3383,3384,177,701]",1,1,10,1,5819,"Unstoppable",[],"",1,"","",6954,"",0,"",[],0,"","",0,[],"","",0,"","",0,"","","","",257,256,0,0,0,"","[3383,3384]",0,[],""
1346,"AscendancyJuggernaut8","Art/2DArt/SkillIcons/passives/Juggernaut/JuggernautArmourNotable.dds","[3581,16732]",1,8,0,0,53816,"Unbreakable",[],"",1,"","",6954,"",0,"",[],0,"","",0,[],"","",0,"","",0,"","","","",257,1280,0,0,0,"","[3581,16732]",0,[],""
1347,"AscendancyJuggernaut9","Art/2DArt/SkillIcons/passives/Juggernaut/Unyielding.dds","[3387,7057,7491,6998]",8,25,10,6,62595,"Unyielding",[],"",1,"","",6954,"",0,"",[],0,"","",0,[],"","",0,"","",0,"","","","",2561,2560,1536,0,0,"","[7057,7491,6998]",0,[],""
1348,"AscendancyJuggernaut10","Art/2DArt/SkillIcons/passives/Juggernaut/Undeniable.dds","[83,4730,13257]",500,1,1,0,44297,"Undeniable",[],"",1,"","",6954,"",0,"",[],0,"","",0,[],"","",0,"","",0,"","","","",257,256,0,0,0,"","[4730,7516]",0,[],""
1349,"AscendancyJuggernaut11","Art/2DArt/SkillIcons/passives/Juggernaut/Unflinching.dds","[1745,179,4733,7490]",30,1,25,1,1734,"Unflinching",[],"",1,"","",6954,"",0,"",[],0,"","",0,[],"","",0,"","",0,"","","","",257,12800,0,0,0,"","[179,4733]",0,[],""
1350,"AscendancyJuggernaut12","Art/2DArt/SkillIcons/passives/Juggernaut/Unrelenting.dds","[3568,446,7267]",-8,1,4,0,56789,"Unrelenting",[],"",1,"","",6954,"",0,"",[],0,"","",0,[],"","",0,"","",0,"","","","",-1279,767,512,0,0,"","[3568,446,142]",0,[],""
1351,"AscendancyJuggernaut13","Art/2DArt/SkillIcons/passives/Juggernaut/Unbreakable.dds","[7567,2399]",15,40,0,0,17988,"Untiring",[],"",1,"","","","",0,"",[],0,"","",0,[24],"","",0,"","",0,"","","","",3841,0,0,0,0,"",[7567],0,[24],""
1352,"AscendancyJuggernaut14","Art/2DArt/SkillIcons/passives/Juggernaut/IncreasedArmourLifeRegeneration.dds","[117,451]",15,30,0,0,16093,"Armour, Life Regeneration",[],"","","","","","",0,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1353,"AscendancyBerserker1","Art/2DArt/SkillIcons/passives/Berserker/DmgLeech.dds","[26,603]",10,30,0,0,5865,"Physical Damage, Life Leeched per Second",[],"","","","","","",1,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1354,"AscendancyBerserker2","Art/2DArt/SkillIcons/passives/Berserker/DmgCrit.dds","[26,554]",10,15,0,0,48904,"Physical Damage, Critical Strike Chance",[],"","","","","","",1,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1355,"AscendancyBerserker3","Art/2DArt/SkillIcons/passives/Berserker/DmgAttackSpeed.dds","[26,70]",10,6,0,0,8592,"Physical Damage, Attack Speed",[],"","","","","","",1,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1356,"AscendancyBerserker4","Art/2DArt/SkillIcons/passives/Berserker/DmgAttackSpeed.dds","[26,70]",10,6,0,0,63583,"Physical Damage, Attack Speed",[],"","","","","","",1,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1357,"AscendancyBerserker5","Art/2DArt/SkillIcons/passives/Berserker/DmgAttackSpeed.dds","[26,70]",10,6,0,0,42861,"Physical Damage, Attack Speed",[],"","","","","","",1,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1358,"AscendancyBerserker6","Art/2DArt/SkillIcons/passives/Berserker/DmgWarcry.dds","[26,3478]",10,20,0,0,50024,"Physical Damage, Warcry Speed",[],"","","","","","",1,"",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0,[],""
1359,"AscendancyBerserker7","Art/2DArt/SkillIcons/passives/Berserker/WarBringer.dds","[12262,12263]",10,50,0,0,32251,"War Bringer",[],"",1,"","",6954,"",1,"",[],0,"","",0,[],"","",0,"","",0,"","","","",257,2560,0,0,0,"","[14311,17894]",0,[],""
1360,"AscendancyBerserker8","Art/2DArt/SkillIcons/passives/Berserker/RiteOfRuin.dds","[7460,9669,7472]",1,6,1,0,57560,"Rite of Ruin",[],"",1,"","",6954,"",1,"",[],0,"","",0,[],"","",0,"","",0,"","","","",257,1536,0,0,0,"","[17724,9669]",0,[],""
1361,"AscendancyBerserker9","Art/2DArt/SkillIcons/passives/Berserker/DefyPain.dds","[14115,14117,14119,14120]",300,25,50,10,9271,"Defy Pain",[],"",1,"","",6954,"",1,"",[],0,"","",0,[],"","",0,"","",0,"","","","",76801,2560,2560,0,0,"","[14115,14120,17720]",0,[],""
1362,"AscendancyBerserker10","Art/2DArt/SkillIcons/passives/Berserker/CloakedAgony.dds","[554,95,10750,10751]",50,25,20,30,38999,"Flawless Savagery",[],"",1,"","",6954,"",1,"",[],0,"","",0,[],"","",0,"","",0,"","","","",-12799,13055,0,0,0,"","[17893,17892]",0,[],""
