"rownum","Id","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","Tier","MinLevel","RoomUpgrade_IncursionRoomsKey","Mods","PresentARMFile","HASH16","IncursionArchitectKey","PastARMFile","TSIFile","UIIcon","FlavourText (English)","FlavourText (French)","FlavourText (German)","FlavourText (Japanese)","FlavourText (Korean)","FlavourText (Portuguese)","FlavourText (Russian)","FlavourText (Spanish)","FlavourText (Thai)","FlavourText (Traditional Chinese)","Description (English)","Description (French)","Description (German)","Description (Japanese)","Description (Korean)","Description (Portuguese)","Description (Russian)","Description (Spanish)","Description (Thai)","Description (Traditional Chinese)","AchievementItemsKeys","i32","i32","RoomUpgradeFrom_IncursionRoomsKey","ItemisedFlavourText"," (English)"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","[rid]"
75,"HealingRoomIII","Sanctum of Immortality","Sanctuaire de l'immortalité","Heiligtum der Unsterblichkeit","不死性の聖所","불멸의 지성소","Santuário da Imortalidade","Святыня бессмертия","Santuario de inmortalidad","สถาน​พำนัก​แห่ง​ความ​เป็น​อมตะ","不朽聖殿",3,0,"","[15785,15815,15841]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/healing_present_3.arm",16697,18,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/HealingRoom3","Flesh rending for life unending.","Chair déchirée, mort contrecarrée.","Wird das Fleisch hier geschnitten, gewährt es langes Leben ohne Sitten.","果てしなき生命のため、果てていく血肉。","끝나지 않는 삶을 위해 찢기는 육체.","A carne se rende a vida sem fim.","Под звуки ритуальной тризны плоть разорвут для вечной жизни.","Carne desgarrada por una vida ilimitada.","กายเนื้อฉีกออกเพื่อชีวิตนิรันดร์","肉體折磨，生命永存。","Heals monsters in the Temple.\nContains a valuable item.","Guérit les monstres du Temple.\nRenferme un objet de valeur.","Heilt Monster im Tempel.\nEnthält einen wertvollen Gegenstand.","寺院内のモンスターが回復する。\n貴重なアイテムがある。","사원 안의 몬스터를 치료합니다.\n값진 아이템이 등장합니다.","Cura os monstros no Templo.\nContém itens valiosos.","Исцеляет монстров в храме.\nСодержит ценный предмет.","Cura a los monstruos del templo.\nContiene un objeto valioso.","รักษา มอนสเตอร์ในวิหาร\nมี ไอเทมล้ำค่า 1 ชิ้น","治癒神殿內的怪物。\n含有價值的物品。",[9221],54,483,53,2387,"Heals monsters in the Temple.\nContains a valuable item.","Guérit les monstres du Temple.\nRenferme un objet de valeur.","Heilt Monster im Tempel.\nEnthält einen wertvollen Gegenstand.","寺院内のモンスターが回復する。\n貴重なアイテムがある。","사원 안의 몬스터를 치료합니다.\n값진 아이템이 등장합니다.","Cura os monstros no Templo.\nContém itens valiosos.","Исцеляет монстров в храме.\nСодержит ценный предмет.","Cura a los monstruos del templo.\nContiene un objeto valioso.","รักษา มอนสเตอร์ในวิหาร\nมี ไอเทมล้ำค่า 1 ชิ้น","治癒神殿內的怪物。\n含有價值的物品。",[15785]
76,"BossMinionsIII","Hybridisation Chamber","Chambre d'hybridation","Kammer der Hybridisierung","交雑の間","잡종화의 방","Câmara da Hibridização","Зал гибридизации","Cámara de hibridación","โถง​สร้างพันธุ์​ผสม","異種之域",3,0,"","[15776,15815,15835,15853]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackA_present_3.arm",59890,19,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/BossMinionRoom3","Caught between meat and machine.","Métal et ossature, une union contre nature.","Gefangen zwischen Fleisch und Maschine.","肉体と機械の狭間。","살과 기계 사이.","Pêgo entre a carne e a máquina.","Души фитиль недлинный меж мясом и машиной.","Atrapado entre la carne y la máquina.","กลายเป็นทั้งเนื้อหนังและเครื่องจักร","夾在鮮肉與機械之間。","Increases monster damage throughout the Temple.\nAdds additional Minion monster packs throughout the Temple.\nAugments the Omnitect with minions.\nContains a valuable item.","Augmente les dégâts des monstres partout dans le Temple.\nAjoute des groupes supplémentaires de monstres Serviteurs partout dans le Temple.\nOctroie des Créatures à l'Omnitecte.\nRenferme un objet de valeur.","Erhöht den Schaden von Monstern im Tempel.\nFügt dem Tempel zusätzliche Gruppen von Kreaturenmonstern hinzu.\nVerstärkt den Omnitekten mit Kreaturen.\nEnthält einen wertvollen Gegenstand.","寺院内のモンスターのダメージが増加する。\n寺院内にミニオンモンスターパックが追加される。\nオムニテクトがミニオンで強化される。\n貴重なアイテムがある。","사원에 등장하는 몬스터가 주는 피해가 증가합니다.\n사원에 소환수 몬스터 무리가 추가로 등장합니다.\n소환수가 종합체를 보조합니다.\n값진 아이템이 1개 등장합니다.","Aumenta o dano dos Monstros em todo o Templo.\\Adiciona grupos de monstros Lacaios adicionais por todo o Templo.\nAmplia o Omniteto com lacaios.\nContém um item valioso.","Увеличивает урон монстров во всём храме.\nДобавляет дополнительные группы монстров по всему храму.\nУ Всезодчего появляются приспешники.\nСодержит ценный предмет.","Aumenta el daño de los monstruos del templo.\nAgrega grupos de monstruos de esbirros adicionales por todo el templo.\nMejora al Omnitecto con esbirros.\nContiene un objeto valioso.","เพิ่มความเสียหายของ มอนสเตอร์ทั่วทั้งวิหาร\nเพิ่มกองมอนสเตอร์มิเนียน เพิ่มเติม ทั่วทั้งวิหาร\nมหาสถาปนิก มีการเสริม มิเนียน\nมี ไอเทมล้ำค่า 1 ชิ้น","增加整座神殿怪物的傷害。\n增加整座神殿額外怪物群。\n使用召喚物增強全能。\n含有價值的物品。",[9221],36,484,54,2381,"Increases monster damage throughout the Temple.\nAdds additional Minion monster packs throughout the Temple.\nAugments the Omnitect with minions.\nContains a valuable item.","Augmente les dégâts des monstres partout dans le Temple.\nAjoute des groupes supplémentaires de monstres Serviteurs partout dans le Temple.\nOctroie des Créatures à l'Omnitecte.\nRenferme un objet de valeur.","Erhöht den Schaden von Monstern im Tempel.\nFügt dem Tempel zusätzliche Gruppen von Kreaturenmonstern hinzu.\nVerstärkt den Omnitekten mit Kreaturen.\nEnthält einen wertvollen Gegenstand.","寺院内のモンスターのダメージが増加する。\n寺院内にミニオンモンスターパックが追加される。\nオムニテクトがミニオンで強化される。\n貴重なアイテムがある。","사원에 등장하는 몬스터가 주는 피해가 증가합니다.\n사원에 소환수 몬스터 무리가 추가로 등장합니다.\n소환수가 종합체를 보조합니다.\n값진 아이템이 1개 등장합니다.","Aumenta o dano dos Monstros em todo o Templo.\\Adiciona grupos de monstros Lacaios adicionais por todo o Templo.\nAmplia o Omniteto com lacaios.\nContém um item valioso.","Увеличивает урон монстров во всём храме.\nДобавляет дополнительные группы монстров по всему храму.\nУ Всезодчего появляются приспешники.\nСодержит ценный предмет.","Aumenta el daño de los monstruos del templo.\nAgrega grupos de monstruos de esbirros adicionales por todo el templo.\nMejora al Omnitecto con esbirros.\nContiene un objeto valioso.","เพิ่มความเสียหายของ มอนสเตอร์ทั่วทั้งวิหาร\nเพิ่มกองมอนสเตอร์มิเนียน เพิ่มเติม ทั่วทั้งวิหาร\nมหาสถาปนิก มีการเสริม มิเนียน\nมี ไอเทมล้ำค่า 1 ชิ้น","增加整座神殿怪物的傷害。\n增加整座神殿額外怪物群。\n使用召喚物增強全能。\n含有價值的物品。","[15776,15835]"
77,"BossFireIII","Crucible of Flame","Creuset des flammes","Schmelztiegel der Flammen","炎の坩堝","화염의 용광로","Forja das Chamas","Тигель пламени","Crisol de llamas","สถาน​หล่อ​หลอม​เพลิง","烈焰熔爐",3,0,"","[15797,15815,15829,15850]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackB_present_3.arm",19827,20,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/BossFireRoom3","Earth torn asunder births a mechanical wonder.","La terre, éventrée par une main inique, donne naissance à une merveille mécanique.","Wird die Erde hier gespalten, so sind mechanische Wunder am Walten.","大地が裂かれ、機械的奇跡を生む。","산산이 갈라진 지면에서 경이로운 기계가 태어나다.","A terra dilacerada dá a luz à uma maravilha mecânica.","Из порванных Земли глубин встаёт чудесный механизм.","Desde la tierra descargada nace una maravilla mecanizada.","พื้นดินแยกเพื่อกำเนิดเครื่องกลมหัศจรรย์","地裂誕生出機械奇蹟。","Monsters throughout the Temple have additional fire damage.\nAdds additional Fire monster packs throughout the Temple.\nAugments the Omnitect with fire.\nContains a valuable item.","Les monstres infligent des Dégâts de feu supplémentaires partout dans le Temple.\nAjoute des groupes supplémentaires de monstres de feu partout dans le Temple.\nOctroie du feu à l'Omnitecte.\nRenferme un objet de valeur.","Monster im Tempel verursachen zusätzlichen Feuerschaden.\nFügt dem Tempel zusätzliche Gruppen von Feuermonstern hinzu.\nVerstärkt den Omnitekten mit Feuer.\nEnthält einen wertvollen Gegenstand.","寺院内のモンスターが追加の火ダメージを与える。\n寺院内に火モンスターパックが追加される。\nオムニテクトが火で強化される。\n貴重なアイテムがある。","사원에 등장하는 몬스터가 추가 화염 피해를 줍니다.\n사원에 화염 몬스터 무리가 추가로 등장합니다.\n화염이 종합체를 보조합니다.\n값진 아이템이 1개 등장합니다.","Monstros do Templo têm dano de fogo adicional.\nAdiciona grupos de monstros de Fogo adicionais por todo o Templo.\nAmplia o Omniteto com fogo.\nContém um item valioso.","Монстры во всём храме наносят дополнительный урон от огня.\nДобавляет дополнительные группы огненных монстров по всему храму.\nУсиливает Всезодчего огнём.\nСодержит ценный предмет.","Los monstruos del templo tienen daño de fuego adicional.\nAgrega grupos de monstruos de fuego adicionales por todo el templo.\nMejora al Omnitecto con fuego.\nContiene un objeto valioso.","มอนสเตอร์ทั่วทั้งวิหาร เสริมความเสียหาย ไฟ\nเพิ่มกองมอนสเตอร์ไฟ เพิ่มเติม ทั่วทั้งวิหาร\nมหาสถาปนิก มีการเสริมพลัง ไฟ\nมี ไอเทมล้ำค่า 1 ชิ้น","整座神殿的怪物有額外火焰傷害。\n增加整座神殿額外怪物群。\n使用火焰增強全能。\n含有價值的物品。",[9221],39,485,55,2377,"Monsters throughout the Temple have additional fire damage.\nAdds additional Fire monster packs throughout the Temple.\nAugments the Omnitect with fire.\nContains a valuable item.","Les monstres infligent des Dégâts de feu supplémentaires partout dans le Temple.\nAjoute des groupes supplémentaires de monstres de feu partout dans le Temple.\nOctroie du feu à l'Omnitecte.\nRenferme un objet de valeur.","Monster im Tempel verursachen zusätzlichen Feuerschaden.\nFügt dem Tempel zusätzliche Gruppen von Feuermonstern hinzu.\nVerstärkt den Omnitekten mit Feuer.\nEnthält einen wertvollen Gegenstand.","寺院内のモンスターが追加の火ダメージを与える。\n寺院内に火モンスターパックが追加される。\nオムニテクトが火で強化される。\n貴重なアイテムがある。","사원에 등장하는 몬스터가 추가 화염 피해를 줍니다.\n사원에 화염 몬스터 무리가 추가로 등장합니다.\n화염이 종합체를 보조합니다.\n값진 아이템이 1개 등장합니다.","Monstros do Templo têm dano de fogo adicional.\nAdiciona grupos de monstros de Fogo adicionais por todo o Templo.\nAmplia o Omniteto com fogo.\nContém um item valioso.","Монстры во всём храме наносят дополнительный урон от огня.\nДобавляет дополнительные группы огненных монстров по всему храму.\nУсиливает Всезодчего огнём.\nСодержит ценный предмет.","Los monstruos del templo tienen daño de fuego adicional.\nAgrega grupos de monstruos de fuego adicionales por todo el templo.\nMejora al Omnitecto con fuego.\nContiene un objeto valioso.","มอนสเตอร์ทั่วทั้งวิหาร เสริมความเสียหาย ไฟ\nเพิ่มกองมอนสเตอร์ไฟ เพิ่มเติม ทั่วทั้งวิหาร\nมหาสถาปนิก มีการเสริมพลัง ไฟ\nมี ไอเทมล้ำค่า 1 ชิ้น","整座神殿的怪物有額外火焰傷害。\n增加整座神殿額外怪物群。\n使用火焰增強全能。\n含有價值的物品。","[15797,15829]"
78,"BossLightningIII","Conduit of Lightning","Canal de foudre","Blitzleitungskammer","雷の導管","번개의 도관","Condutor do Relâmpago","Проводник молний","Conducto de electricidad","สถาน​ล่อ​สายฟ้า","雷霆導管",3,0,"","[15800,15815,15832,15847]","Metadata/Terrain/Leagues/Incursion/Rooms/Features/drawbackC_present_3.arm",65226,21,"","","Art/2DArt/UIImages/InGame/Incursion/Rooms/BossLightningRoom3","Arcs emerge to power the scourge.","Un mal galvanisé par des éclairs apprivoisés.","Blitze werden geboren, um das Übel mit Energie zu versorgen.","電弧が生まれる。災禍をもたげる。","연쇄 번개가 재앙의 힘을 드러내다.","Arcos emergem para maximizar o flagelo.","Электродуги бьют хлыстом упругим.","los relámpagos aparecen para potenciar el flagelo.","สายฟ้าผุดเพื่อให้พลังหายนะ","電弧的出現，加強了災害。","Monsters throughout the Temple have additional lightning damage.\nAdds additional Lightning monster packs throughout the Temple.\nAugments the Omnitect with lightning.\nContains a valuable item.","Les monstres infligent des Dégâts de foudre supplémentaires partout dans le Temple.\nAjoute des groupes supplémentaires de monstres de foudre partout dans le Temple.\nOctroie de la foudre à l'Omnitecte.\nRenferme un objet de valeur.","Monster im Tempel verursachen zusätzlichen Blitzschaden.\nFügt dem Tempel zusätzliche Gruppen von Blitzmonstern hinzu.\nVerstärkt den Omnitekten mit Blitz.\nEnthält einen wertvollen Gegenstand.","寺院内のモンスターが追加の雷ダメージを与える。\n寺院内に雷モンスターパックが追加される。\nオムニテクトが雷で強化される。\n貴重なアイテムがある。","사원에 등장하는 몬스터가 추가 번개 피해를 줍니다.\n사원에 번개 몬스터 무리가 추가로 등장합니다.\n번개가 종합체를 보조합니다.\n값진 아이템이 1개 등장합니다.","Monstros do Templo têm dano de raio adicional.\nAdiciona grupos de monstros de Raio adicionais por todo o Templo.\nAmplia o Omniteto com raio.\nContém um item valioso.","Монстры во всем храме наносят дополнительный урон от молнии.\nДобавляет дополнительные группы монстров молнии по всему храму.\nУсиливает Всезодчего молнией.\nСодержит ценный предмет.","Los monstruos del templo tienen daño de rayo adicional.\nAgrega grupos de monstruos de rayo adicionales por todo el templo.\nMejora al Omnitecto con rayo.\nContiene un objeto valioso.","มอนสเตอร์ทั่วทั้งวิหาร เสริมความเสียหาย สายฟ้า\nเพิ่มกองมอนสเตอร์สายฟ้า เพิ่มเติม ทั่วทั้งวิหาร\nมหาสถาปนิก มีการเสริมพลัง สายฟ้า\nมี ไอเทมล้ำค่า 1 ชิ้น","整座神殿的怪物有額外閃電傷害。\n增加整座神殿額外怪物群。\n使用閃電增強全能。\n含有價值的物品。",[9221],42,486,56,2378,"Monsters throughout the Temple have additional lightning damage.\nAdds additional Lightning monster packs throughout the Temple.\nAugments the Omnitect with lightning.\nContains a valuable item.","Les monstres infligent des Dégâts de foudre supplémentaires partout dans le Temple.\nAjoute des groupes supplémentaires de monstres de foudre partout dans le Temple.\nOctroie de la foudre à l'Omnitecte.\nRenferme un objet de valeur.","Monster im Tempel verursachen zusätzlichen Blitzschaden.\nFügt dem Tempel zusätzliche Gruppen von Blitzmonstern hinzu.\nVerstärkt den Omnitekten mit Blitz.\nEnthält einen wertvollen Gegenstand.","寺院内のモンスターが追加の雷ダメージを与える。\n寺院内に雷モンスターパックが追加される。\nオムニテクトが雷で強化される。\n貴重なアイテムがある。","사원에 등장하는 몬스터가 추가 번개 피해를 줍니다.\n사원에 번개 몬스터 무리가 추가로 등장합니다.\n번개가 종합체를 보조합니다.\n값진 아이템이 1개 등장합니다.","Monstros do Templo têm dano de raio adicional.\nAdiciona grupos de monstros de Raio adicionais por todo o Templo.\nAmplia o Omniteto com raio.\nContém um item valioso.","Монстры во всем храме наносят дополнительный урон от молнии.\nДобавляет дополнительные группы монстров молнии по всему храму.\nУсиливает Всезодчего молнией.\nСодержит ценный предмет.","Los monstruos del templo tienen daño de rayo adicional.\nAgrega grupos de monstruos de rayo adicionales por todo el templo.\nMejora al Omnitecto con rayo.\nContiene un objeto valioso.","มอนสเตอร์ทั่วทั้งวิหาร เสริมความเสียหาย สายฟ้า\nเพิ่มกองมอนสเตอร์สายฟ้า เพิ่มเติม ทั่วทั้งวิหาร\nมหาสถาปนิก มีการเสริมพลัง สายฟ้า\nมี ไอเทมล้ำค่า 1 ชิ้น","整座神殿的怪物有額外閃電傷害。\n增加整座神殿額外怪物群。\n使用閃電增強全能。\n含有價值的物品。","[15800,15832]"
79,"ChasmRoom","Chasm","Abîme","Kluft","亀裂","절벽길","Vácuo","Расселина","Precipicio","หลุม​ลึก","神殿裂口",0,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_chasm_present.arm",6923,"","Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_chasm_past.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/Chasm","Tread steady and slow lest you end up below.","Avancez avec prudence si vous voulez avoir une chance.","Schritt für Schritt ist hier ein Zwang, denn die Kluft ist tief und lang.","落ちないようゆっくり確実に歩け。","떨어지지 않으려면 신중하고 천천히 발을 디뎌야 할 것이다.","Pise firme e devagar para não acabar lá em baixo.","Cтупай легко и осторожно, иначе и свалиться можно.","Pisa firme y con lentitud o terminarás en un ataúd.","เดินให้ช้า เดินให้ดี มิฉะนั้นตกแน่นอน","每一步都踏實且謹慎，避免跌落地底。","","","","","","","","","","",[],90,1317,"","","","","","","","","","","","",[]
80,"Passageways","Passageways","Corridors","Durchgang","廊下","통로","Corredores","Переходы","Pasajes","ทาง​ผ่าน","神殿通道",0,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_passage_present.arm",13404,"","Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_passage_past.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/Passageways","Cruel acts debase this tight space.","Une cruauté raffinée profane ce lieu confiné.","Grausame Taten entwürdigen diesen engen Durchgang.","狭い空間が酷い行動で穢される。","잔혹한 행각으로 점철된 좁은 공간.","Atos cruéis rebaixam este lugar apertado.","Страшней споров в залах борьба в кулуарах.","Crueles actos degradan estos lugares compactos.","การกระทำโหดร้ายลดค่าทางเดินนี้","殘酷的行為貶低了這個狹窄的空間。","","","","","","","","","","",[],90,1317,"","","","","","","","","","","","",[]
81,"Halls","Halls","Enceintes","Hallen","広間","복도","Salões","Коридоры","Salones","โถง","神殿殿堂",0,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_halls_present.arm",46218,"","Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_halls_past.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/Halls","Smoothed stones hide bleached bones.","Les pierres polies laissent entrevoir un assortiment du plus bel ivoire.","Hinter geschliffenem Stein verbirgt sich gebleichtes Gebein.","滑らかな石が、白やかな骨を隠している。","매끈한 석재 때문일까, 새하얀 뼈는 잘 드러나지 않았다.","Pedras suavizadas escondem ossos alvos.","Скелеты в беспорядке лежат за гладкой кладкой.","Las piedras alisadas esconden osamentas blanqueadas.","หินเนียบเรียบซ่อนกระดูกขาว","平滑的石頭隱藏了漂白的骨頭。","","","","","","","","","","",[],90,1317,"","","","","","","","","","","","",[]
82,"Tunnels","Tunnels","Tunnels","Tunnel","トンネル","터널","Túneis","Тоннели","Túneles","อุโมงค์","神殿地道",0,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_tunnels_present.arm",34347,"","Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_tunnels_past.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/Tunnels","Worn hands etch an echoing stretch.","Un passage que mille mains rongent, de leur usure se pare et s'allonge.","Stein um Stein wird abgetragen, das Echo nicht mehr zu ertragen.","職人の手が共鳴の道を刻む。","앙상한 손이 메아리치는 통로를 긁어댄다.","Mãos desgastadas gravam uma lista ecoante.","Прорубают не со скуки ход натруженные руки.","Las manos desgastadas crean unas cavidades estiradas.","มือโทรมสลักอุโมงค์ยาว","筋疲力盡的手，刻挖著回音的長廊。","","","","","","","","","","",[],90,1317,"","","","","","","","","","","","",[]
83,"ThePits","Pits","Fosses","Gruben","立坑","구덩이","Fossos","Ямы","Pozos","สังเวียน","神殿舊窖",0,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_pits_present.arm",12781,"","Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_pits_past.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/ThePits","Each well drenched with rotting stench.","Chaque puits auréolé d'une odeur vérolée.","Aus jedem Brunnen tritt ein verrottender Gestank hervor.","各廃坑で腐敗臭がする。","모든 우물에서 썩은 내가 진동한다.","Cada poço encharcado com um fedor apodrecido.","В каждой дыре по гниющей горе.","Cada uno bien empapado de un hedor infectado.","แต่ละแห่งอาบกลิ่นเน่าโชย","每口井都浸透著腐臭之氣。","","","","","","","","","","",[],90,1317,"","","","","","","","","","","","",[]
84,"BanquetHall","Banquet Hall","Salle de banquet","Bankettsaal","宴の間","연회장","Salão do Banquete","Зал пиршеств","Salón del banquete","ห้อง​กิน​เลี้ยง","神殿宴會場",0,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_banquet_present.arm",43703,"","Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_banquet_past.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/BanquetHall","Men in fetters feed their betters.","Des hommes entravés nourrissent des nantis dépravés.","Stattlich gekleidet wird ausgeweidet.","長上の者達をもてなす、束縛された者達。","족쇄를 찬 이들이 고귀한 자들을 대접한다.","Homens em grilhões alimentam seus superiores.","На пир вельмож в оковах слуги вхожи.","Los hombres con grilletes alimentan a sus superiores.","ผู้คนในตรวนป้อนอาหารผู้ร่ำรวย","上銬的人們餵養著他們的主人。","","","","","","","","","","",[],90,1317,"","","","","","","","","","","","",[]
85,"Tombs","Tombs","Tombeaux","Gräber","墓所","무덤","Tumbas","Усыпальницы","Tumbas","สุสาน","神殿陵寢",0,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_tombs_present.arm",57864,"","Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_tombs_past.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/Tombs","The scent of death fills every breath.","La senteur des disparus dans les poumons s'insinue.","Kostet mit jedem Atemzug vom Hauch des Todes.","呼吸の度に死臭が漂う。","숨을 쉴 때마다 망자의 냄새가 코를 찌른다.","O cheiro da morte preenche cada respirar.","Дыхание замедли в тяжёлой вони смерти.","El olor de la muerte inunda cada aliento.","ไอมรณะคละคลุ้งทุกลมหายใจ","每口呼吸都充滿著死亡的氣息。","","","","","","","","","","",[],90,1317,"","","","","","","","","","","","",[]
86,"Antechamber","Antechamber","Antichambre","Vestibül","控えの間","대기실","Ante-câmara","Прихожая","Antecámara","ห้อง​ทาง​ผ่าน","神殿前院",0,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_antichamber_present.arm",49453,"","Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_antichamber_past.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/Antechamber","Madness claws from inky maws.","La morsure de la démence, une blessure sans clémence.","Finstere Schrecken, die sich aus dem schwarzen Schlund emporrecken.","黒き口より狂気が爪立つ。","칠흑 같은 나락 속, 광기는 발톱을 세운다.","A loucura cravada por mandíbulas escuras.","По каменным плитам когтями стуча, бездумные твари навстречу спешат.","La locura desgarra desde las fauces entintadas.","ความบ้าคลั่งตะกุยจากความมืด","漆黑野獸的瘋狂利爪。","","","","","","","","","","",[],90,1317,"","","","","","","","","","","","",[]
87,"Cellar","Cellar","Cave","Keller","地下貯蔵庫","저장실","Celeiro","Подвал","Bodega","ห้อง​ใต้ดิน","神殿地窖",0,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_cellar_present.arm",36434,"","Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_cellar_past.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/Cellar","Shadows choke; a lightless yoke.","Le joug sans lumière d'ombres mortifères.","Gefährliche Schatten kauern in diesen lichtlosen Gemäuern.","影がしめる首に、光なき軛。","그림자가 어둠이라는 멍에로 목을 졸라온다.","A escuridão asfixia; um laço sem luz.","Душат тени в полумраке, свет трепещет в жутком страхе.","Las sombras estrangulan; un yugo sin peso.","เงามืดน่าสำลัก การกดขี่ที่มืดมน","暗影窒息；無光的地軛。","","","","","","","","","","",[],90,1317,"","","","","","","","","","","","",[]
88,"Cloister","Cloister","Cloître","Kloster","回廊","회랑","Claustro","Галерея","Claustro","อาราม","神殿廟",0,0,"",[],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_cloister_present.arm",1508,"","Metadata/Terrain/Leagues/Incursion/Rooms/Features/fill_cloister_past.arm","","Art/2DArt/UIImages/InGame/Incursion/Rooms/Cloister","Cold clay smothers decay.","De l'argile en guise de sépulture afin d'étouffer la pourriture.","In modrigem Gemäuer ist Gestank von Verwesung nicht geheuer.","冷たい粘土が、崩壊を抑え込む。","차디 찬 점토. 부패마저 힘을 쓸 수 없다.","O barro frio oculta a decadência.","От холодной глины тянет стылой гнилью.","La arcilla fría reprime la putrefacción.","ดินเย็นดับความเน่าเปื่อย","冰冷的泥土掩蓋著腐敗。","","","","","","","","","","",[],90,1317,"","","","","","","","","","","","",[]
89,"TormentI","Torment Cells","Cellules du tourment","Folterzellen","苦痛の監房","고문용 감방","Celas do Tormento","Клети мучений","Celdas de tormento","คุก​ทรมาน","磨難牢房",1,0,90,[24901],"Metadata/Terrain/Leagues/Incursion/Rooms/Features/torment_present_1.arm",42673,22,"Metadata/Terrain/Leagues/Incursion/Rooms/Features/torment_past_1.arm","Metadata/Terrain/Leagues/Incursion/Recolors/master_white.tsi","Art/2DArt/UIImages/InGame/Incursion/Rooms/TormentRoom","They rot for ages in iron cages.","Une éternité passée à croupir dans une geôle emplie de soupirs.","Unaufhörlich ist des Fleisches Zerfall in Käfigen aus Metall.","長い時をかけて、彼らは腐敗する。鉄の檻の中で。","철창 사이로 썩어가는 죄수들.","Eles apodrecem por anos em jaulas de ferro.","За прутьями железными, одни, столетья здесь гниют они.","Se pudren por eras en jaulas de hierro.","พวกนั้นเน่าเปื่อยในกรงเหล็กมาเนิ่นนาน","他們在鋼鐵牢籠中腐敗數年。","Contains Tormented Spirits.\nContains additional roaming Tormented Spirits.","Renferme des Esprits tourmentés.\nRenferme des Esprits tourmentés errants supplémentaires.","Enthält Gequälte Seelen.\nEnthält zusätzliche Gequälte Seelen.","拷問された幽霊がいる。\n徘徊する拷問された幽霊が追加される。","고통받는 혼백이 등장합니다.\n배회하는 고통받는 혼백이 추가로 등장합니다.","Possui Espíritos Atormentados.\nContém Espíritos Atormentados adicionais passeando.","Содержит страдающих духов.\nСодержит дополнительных бродячих страдающих духов.","Contiene espíritus atormentados.\nContiene espíritus atormentados adicionales que patrullan.","มี ผีตายโหง\nมี ผีตายโหงเร่ร่อน เพิ่มเติม","含有多個罪魂。\n含有額外遊蕩的罪魂。",[],84,259,"","","Contains Tormented Spirits.\nContains additional roaming Tormented Spirits.","Renferme des Esprits tourmentés.\nRenferme des Esprits tourmentés errants supplémentaires.","Enthält Gequälte Seelen.\nEnthält zusätzliche Gequälte Seelen.","拷問された幽霊がいる。\n徘徊する拷問された幽霊が追加される。","고통받는 혼백이 등장합니다.\n배회하는 고통받는 혼백이 추가로 등장합니다.","Possui Espíritos Atormentados.\nContém Espíritos Atormentados adicionais passeando.","Содержит страдающих духов.\nСодержит дополнительных бродячих страдающих духов.","Contiene espíritus atormentados.\nContiene espíritus atormentados adicionales que patrullan.","มี ผีตายโหง\nมี ผีตายโหงเร่ร่อน เพิ่มเติม","含有多個罪魂。\n含有額外遊蕩的罪魂。",[24900]
