"rownum","Id","u16","bool","bool","bool","bool"
619,"GenericMinionCommand",12105,1,"","",""
620,"IceAmbush",29878,1,"","",""
621,"IceAmbushExplode",48439,1,"","",""
622,"BoneSpear",46122,1,"","",""
623,"RingOfBone",55194,1,"","",""
624,"ConsumeCorpse",14989,1,"","",""
625,"BoneCone",11744,1,"","",""
626,"DetonatingArrow",35510,1,"","",""
627,"PoisonBurstArrow",62718,1,"","",""
628,"PowerSiphon",32200,1,"","",""
629,"PoisonbloomArrow",38995,1,"","",""
630,"ShockingArrow",45385,1,"","",""
631,"RipwireArrow",1999,1,"","",""
632,"LightningRodRain",64922,1,"","",""
633,"SnipersMark",9688,1,"","",""
634,"GasCloudArrow",61766,1,"","",""
635,"RainOfArrowsNew",17073,1,"","",""
636,"SolarOrb",21040,1,"","",""
637,"GreaterFireball",11959,1,"","",""
638,"PlagueBearer",45923,1,"",1,""
639,"PlagueBearerNova",62580,1,"","",""
640,"ChannelShieldCharge",53239,1,"","",""
641,"ElectrocutingArrow",28961,1,"","",""
642,"Shatter",29793,1,"","",""
643,"PerfectStrike",38272,1,"","",""
644,"EmpowerBarrage",59419,1,"","",""
645,"ShieldBlock",65516,1,"","",""
646,"ManaRemnants",49568,1,"",1,""
647,"MetaAncestralTotem",28651,1,"","",""
648,"IgneousShield",11146,1,"","",""
649,"IgneousShieldExplosion",51508,1,"","",""
650,"ShockwaveTotem",58560,1,"",1,""
651,"FreezingShards",48825,1,"","",""
652,"ShockwaveTotemQuake",48484,1,"","",""
653,"MeleeSet2",58485,"","","",""
654,"MeleeSet3",58484,"","","",""
655,"PoisonVineArrow",46534,1,"","",""
656,"SummonRhoaMount",25262,1,"","",""
657,"MountMinion",20013,1,1,"",""
658,"DismountMinion",9216,1,1,"",""
659,"PlagueBurst",23220,1,"",1,""
660,"CorpseCloud",6705,1,"","",""
661,"TempestFlurry",19664,1,"","",""
662,"RagingSpirits",34813,1,"","",""
663,"TriggeredElementalDischarge",106,1,"","",""
664,"TriggeredFieryDeath",25964,1,"","",""
665,"EnforcedWalking",46490,1,1,1,""
666,"Twister",15495,1,"","",""
667,"KnockbackWave",41372,1,"",1,1
668,"MinionInteraction",56061,1,1,"",""
669,"SpearWindVortex",45721,1,"","",""
670,"InfusingStrike",16054,1,"","",""
671,"StormSurge",44447,1,"","",""
672,"WindDancer",55886,1,"","",""
673,"TriggeredWindDancer",33531,1,"","",""
674,"TriggeredManaFlare",24649,1,"","",""
675,"RitualOfPower",22246,1,"","",""
676,"GenericDeployTotem",48349,1,"","",""
677,"DarkEffigyProjectile",21157,1,"","",""
678,"MoveToFormation",53971,1,1,1,1
679,"InstantSpell",331,1,"","",""
680,"IceBomb",44668,1,"","",""
681,"GrimFeast",53561,1,"",1,""
682,"Blasphemy",8438,1,"",1,""
683,"CastOnMinionDeath",40896,1,"","",""
684,"ScavengedPlating",39670,1,"",1,""
685,"DashAttackToTarget",24083,1,"","",""
686,"ManaDrain",49532,1,"","",""
687,"BoneBlast",43785,1,"","",""
688,"BlinkReservation",50633,1,"",1,""
689,"Blink",22231,1,"","",""
690,"Incinerate",29186,1,"","",""
691,"MoltenBlast",38466,1,"","",""
692,"CastAuraCritAgainstEnemy",8444,1,"",1,""
693,"EyeOfWinter",35860,1,"","",""
694,"Hydra",10201,1,"","",""
695,"HammerOfTheGods",37514,1,"","",""
696,"LivingBombPlayer",53354,1,"","",""
697,"ChannelStampede",43877,1,"","",""
698,"Stampede",4925,1,"","",""
699,"ShieldBarricade",3489,1,"","",""
700,"ShieldingCry",34695,1,"","",""
701,"ShieldingCryShockwave",6100,1,"","",""
702,"BlazingCluster",56005,1,"","",""
703,"ArmourBreaker",30744,1,"","",""
704,"AncestralCryProjectile",1032,1,"","",""
705,"ArmourExplosion",63667,1,"","",""
706,"StompingGroundShockwave",22588,1,"","",""
707,"LifeRemnants",47767,1,"",1,""
708,"TrickShot",507,1,"","",""
709,"TriggeredSoulbreaker",29679,1,"","",""
710,"VaultingImpact",60378,1,"","",""
711,"StormWave",3529,1,"","",""
712,"ViperNapuatziLightningSpear",62083,1,"",1,""
713,"MantraOfDestruction",15268,1,"","",""
714,"WarBanner",64801,1,"",1,""
715,"DefianceBanner",48249,1,"",1,""
716,"FreezingMark",41508,1,"","",""
717,"FreezingMarkNova",31118,1,"","",""
718,"ThaumaturgistMark",48801,1,"","",""
719,"ThaumaturgistMarkNova",55539,1,"","",""
720,"AilmentBearer",45805,1,"",1,""
721,"HandOfChayula",53369,1,"","",""
722,"PlaceBanner",62568,1,"","",""
723,"FreezingWord",29585,1,"","",""
724,"FreezingWordExplosion",61407,1,"","",""
725,"ResetCooldowns",55087,1,"",1,1
726,"TimeStop",46157,1,"","",""
727,"DemonTransformation",39051,1,"",1,""
728,"BannerReservation",43022,1,"","",""
729,"TimeOfNeed",65240,1,"","",""
730,"EncaseInJade",3958,1,"",1,""
731,"CrossbowGlacialBolt",8682,1,"","",""
732,"SummonTotemDefender",40856,1,"","",""
733,"ElementalInvocation",21502,1,"","",""
734,"CrossbowStormCascade",9438,1,"","",""
735,"BreachWalk",12671,1,"",1,""
736,"CrossbowStormBurst",38761,1,"","",""
737,"CrossbowGalvanicShards",31522,1,"","",""
738,"Attrition",33158,1,"","",""
739,"ElementalConflux",6913,1,"","",""
740,"EmergencyReload",10651,1,"","",""
741,"CrossbowIceStorm",46191,1,"","",""
742,"LightningCloneRetaliation",12531,1,"","",""
743,"PilotRowBoat",62741,1,"",1,""
744,"ChargeMastery",62889,1,"","",""
745,"ShardDespoiler",62597,1,"","",""
746,"AfflictionSplit",46185,1,"",1,""
747,"TriggerOilGround",1325,1,"",1,""
748,"MtxSitOnTheThrone",19185,1,"","",""
749,"OverwhelmingPressure",65454,1,"",1,""
750,"AlchemistBoon",16770,1,"","",""
751,"MeleeKillInvocation",4520,1,"","",""
752,"Harvester",5249,1,"","",""
753,"Archmage",62584,1,"","",""
754,"TriggeredBurningRunes",64740,1,"",1,""
755,"MagneticSalvo",14363,1,"","",""
756,"FreezingSalvo",14756,1,"","",""
757,"TriggeredGasCloud",14715,1,"","",""
758,"TriggeredDetonation",24725,1,"","",""
759,"Berserk",31012,1,"","",""
760,"HeraldOfAgony",51542,1,"","",""
761,"HeraldOfBlood",54092,1,"","",""
762,"WitheringPresence",57811,1,"","",""
763,"CombatFrenzy",33332,1,"","",""
764,"CastOnBlock",53127,1,"","",""
765,"GatheringStorm",29273,1,"","",""
766,"WindBlast",18671,1,"","",""
767,"Ascend",12058,1,1,"",""
768,"FakeDeath",38085,1,1,"",""
769,"WyvernMaul",24838,1,"","",""
770,"HeadHunt",53999,1,"","",""
771,"BloodBoil",34990,1,"","",""
772,"ShieldDrum",55473,1,"","",""
773,"TriggeredBoneShrapnel",6619,1,"","",""
774,"ExplosiveSpear",22285,1,"","",""
775,"OverchargedSpear",12358,1,"","",""
776,"SpearDischarge",64771,1,"","",""
777,"WindstormLance",30390,1,"","",""
778,"SerpentSpear",26267,1,"","",""
779,"HaemocrystalExplosion",44836,1,"","",""
780,"Parry",57840,1,"","",""
781,"TriggeredCaltrops",48840,1,"","",""
782,"TriggeredBattershoutExplosion",60775,1,"","",""
783,"TriggeredSpikedGauntlets",46773,1,"","",""
784,"Rake",56874,1,"","",""
785,"ExtractElements",46324,1,"","",""
786,"SummonBeast",31049,1,"","",""
787,"TameBeast",56530,1,"","",""
788,"CastOnUsingCharm",4310,1,"","",""
789,"Trinity",33608,1,"",1,""
790,"SolarisSpear",29825,1,"","",""
791,"GlacialLance",58366,1,"","",""
792,"PrimalStrikes",35551,1,"","",""
793,"TriggeredVolcanicEruption",47644,1,"","",""
794,"HuntersMark",42539,1,"","",""
795,"HuntersMarkExplosion",59872,1,"","",""
796,"Infusion",2279,1,"","",""
797,"Haunt",31336,1,"","",""
798,"PermaFrostRapidShot",18529,1,"","",""
799,"CastLightningSpellOnHit",55192,1,"","",""
800,"CaltropsOnDodge",51612,1,"","",""
801,"CastFireSpellOnHit",6181,1,"","",""
802,"TriggeredHoarfrost",28475,1,"","",""
803,"AnimateWeapon",20799,1,"",1,""
804,"TormentBurst",32774,1,"","",""
805,"SummonDaemonMinion",60386,1,"",1,""
806,"DeathFromAbove",3695,1,"","",""
807,"ImbueWeapon",42648,1,"","",""
808,"ImbueWeaponCombustion",11076,1,"","",""
809,"Convalescence",44376,1,"","",""
810,"ConvalescenceActive",32810,1,"","",""
811,"GenericModifyNextSkill",20698,1,"","",""
812,"MtxCommandLandShark",42484,1,"",1,""
813,"FangsOfFrost",64005,1,"","",""
814,"MtxLandSharkConsume",48902,1,"","",""
815,"FrenziedLunge",12780,1,"","",""
