"rownum","Id","MonsterType","MovementSpeed","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","Mods","i32","string","string","ModelSizeMultiplier","i32","i32","rid","i32","i32","Tags","ExperienceMultiplier","[i32]","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffects","AISFile","Mods2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentity","Weapon2_ItemVisualIdentity","Back_ItemVisualIdentity","MainHand_ItemClass","OffHand_ItemClass","Helmet_ItemVisualIdentity","i32","KillSpecificMonsterCount_AchievementItems","Special_Mods","KillRare_AchievementItems","bool","i32","i32","i32","i32","i32","i32","HASH16","bool","string","KillWhileOnslaughtIsActive_AchievementItem","MonsterSegment","MonsterArmour","KillWhileTalismanIsActive_AchievementItem","Part1_Mods","Part2_Mods","Endgame_Mods","rid","i32","i32","[rid]","MultiPartAchievements","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","AilmentThreshold","SinkEffect","i32","MonsterConditionalEffectPack","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","BossHealthBar","rid","i32","bool","i32","i32","i32","i32","bool","rid","f32","f32","bool","[string]","rid","i32","i32","f32","rid","bool","i32","bool","i32","rid"
400,"Metadata/Monsters/Mutewind/MutewindWomanSpearShield",192,37,2,6,19,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpearShield.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,3,1,0,"[71,48,754,713,1088,31,714,118,1023]",110,[],105,105,700,500,0,"[743,3898,5421,5422]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpearShield.ais","[5865,6033,5989]","",0,"Faridun Infantry",110,110,1500,[15311],[15318],"",77,26,"",0,[],[],[],"",2,4,122,0,0,135,4401,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,233984,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,4,105,0.05,0,1,0,"",40,5
401,"Metadata/Monsters/Mutewind/MutewindBoy",198,41,1,5,7,"[""Metadata/Monsters/Mutewind/BanditBoy/MutewindBanditBoy.act""]","[""Metadata/Monsters/Mutewind/BanditBoy/MutewindBanditBoy.ao"",""Metadata/Monsters/Mutewind/BanditBoy/MutewindBanditBoyNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditBoy/MutewindBanditBoy",[],1,"","",100,2,6,1,1,0,"[1021,755,71,48,713,31,29,714,118]",80,[],105,105,700,500,0,"[743,3898]","Metadata/Monsters/Mutewind/BanditBoy/MutewindBanditBoy.ais",[],"",0,"Faridun Neophyte",80,80,1320,[15315],[15315],"",9,9,"",0,[],[],[],"",1,4,114,0,0,135,23393,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,234932,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,3,80,0.05,0,1,0,"",25,5
402,"Metadata/Monsters/Mutewind/MutewindGirl",199,42,1,4,9,"[""Metadata/Monsters/Mutewind/BanditGirl/MutewindBanditGirl.act""]","[""Metadata/Monsters/Mutewind/BanditGirl/MutewindBanditGirl.ao"",""Metadata/Monsters/Mutewind/BanditGirl/MutewindBanditGirlNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditGirl/MutewindBanditGirl",[],1,"","",100,2,6,1,1,0,"[1021,755,71,48,713,31,29,714,118]",80,[],105,105,700,500,0,"[743,5328,5329]","Metadata/Monsters/Mutewind/BanditGirl/MutewindBanditGirl.ais",[],"",0,"Faridun Fledgling",80,80,1500,[15313],[],"",57,"","",0,[],[],[],"",1,4,114,0,0,135,32858,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,235904,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,3,80,0.05,0,1,0,"",25,5
403,"Metadata/Monsters/Mutewind/MutewindManDualSwordSandCrusted",195,45,2,4,13,"[""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan.act""]","[""Metadata/Monsters/Mutewind/BanditMan/FaridunSandCrustedBanditMan.ao"",""Metadata/Monsters/Mutewind/BanditMan/FaridunSandCrustedBanditManNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan",[],1,"","",110,2,6,1,1,0,"[1021,755,71,48,713,31,714,118]",120,[],105,105,700,500,0,"[743,3898]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan.ais","[5865,6036]","",0,"Faridun Swordsman",120,120,1395,[15312],[15312],"",9,9,"",0,[],[],[],"",1,4,123,0,0,135,7202,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,236560,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,4,110,0.05,0,1,0,"",40,5
404,"Metadata/Monsters/Mutewind/MutewindMan2HSpearSandCrusted",196,41,3,6,22,"[""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan2H.act""]","[""Metadata/Monsters/Mutewind/OldBandit/FaridunSandCrustedOldBandit.ao"",""Metadata/Monsters/Mutewind/OldBandit/FaridunSandCrustedOldBanditNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan",[],1,"","",110,2,6,9,1,0,"[755,71,48,713,31,714,118,1029]",120,[],105,105,700,500,0,"[743,3898,745]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan2H.ais","[5865,6038]","",0,"Faridun Spearman",120,120,1395,[15311],[],"",77,"","",0,[],[],[],"",2,4,122,0,0,135,58425,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,237212,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,5,110,0.05,0,1,0,"",50,5
405,"Metadata/Monsters/Mutewind/MutewindManSpearShieldSandCrusted_",197,40,3,6,20,"[""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditManSpearShield.act""]","[""Metadata/Monsters/Mutewind/BanditMan/FaridunSandCrustedBanditMan.ao"",""Metadata/Monsters/Mutewind/BanditMan/FaridunSandCrustedBanditManNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan",[11197],1,"","",110,2,6,9,1,0,"[755,71,48,713,1088,31,714,118,1029]",120,[],105,105,700,500,0,"[743,3898,5421,5422]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditManSpearShield.ais","[5865,6033,6030]","",0,"Faridun Heavy Infantry",120,120,1500,[15311],[15318],"",77,26,"",0,[],[],[],"",2,4,122,0,0,135,23111,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,237666,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,5,110,0.05,0,1,0,"",50,5
406,"Metadata/Monsters/Mutewind/MutewindWomanSpearSandCrusted",190,41,2,6,21,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpear.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/FaridunSandCrustedBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/FaridunSandCrustedBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,9,1,0,"[755,71,48,713,31,29,714,118,1029]",110,[],105,105,700,500,0,"[743,3805,3999,3806,4000,4001,4002,3898,3143,3144]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpear.ais","[5865,6038]","",0,"Faridun Spearwoman",110,110,1500,[15306],[],"",77,"","",0,[],[],[],"",2,4,122,0,0,135,17250,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,238778,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,4,105,0.05,0,1,0,"",40,5
407,"Metadata/Monsters/Mutewind/MutewindWomanDualSwordSandCrusted",193,41,2,4,14,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualSword.act""]","[""Metadata/Monsters/Mutewind/OldBanditWoman/FaridunSandCrustedOldBanditWoman.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/FaridunSandCrustedOldBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,1,1,0,"[1021,755,71,48,713,31,29,714,118]",110,[],105,105,700,500,0,"[743,3807,3808,731,3898,3809,3810]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualSword.ais","[5865,6036]","",0,"Faridun Bladedancer",110,110,1500,[15312],[15312],"",9,9,"",0,[],[],[],"",1,4,123,0,0,135,38854,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,239574,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,4,105,0.05,0,1,0,"",40,5
408,"Metadata/Monsters/Mutewind/MutewindWomanDualDaggerSandCrusted",194,41,2,5,7,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualDagger.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/FaridunSandCrustedBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/FaridunSandCrustedBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,4,1,0,"[1024,755,71,48,713,31,29,714,118]",105,[],105,105,700,500,0,"[743,3898]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualDagger.ais","[5865,6036]","",0,"Faridun Wind-slicer",105,105,1500,[15314],[15314],"",7,7,"",0,[],[],[],"",1,4,114,0,0,135,56378,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,240302,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,4,103,0.05,0,1,0,"",40,5
409,"Metadata/Monsters/Mutewind/MutewindWomanJavelinSandCrusted",191,46,2,4,10,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanJavelin.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/FaridunSandCrustedBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/FaridunSandCrustedBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,9,1,0,"[723,755,71,48,31,29,714,32,118,1029]",105,[],105,105,700,500,0,"[743,5133,5303,5302,5304,3898]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanJavelin.ais","[5865,6038]","",0,"Faridun Javelineer",105,105,1500,[15309],[],15310,77,"","",0,[],[],[],"",1,4,122,0,0,135,8511,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,240750,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,4,103,0.05,0,1,0,"",40,5
410,"Metadata/Monsters/Mutewind/MutewindWomanSpearShieldSandCrusted",192,37,2,6,20,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpearShield.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/FaridunSandCrustedBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/FaridunSandCrustedBanditWoman.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,9,1,0,"[71,48,754,713,1088,31,714,118,1029]",110,[],105,105,700,500,0,"[743,3898,5421,5422]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpearShield.ais","[5865,6033,5989]","",0,"Faridun Infantry",110,110,1500,[15311],[15318],"",77,26,"",0,[],[],[],"",2,4,122,0,0,135,29796,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,241190,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,4,105,0.05,0,1,0,"",40,5
411,"Metadata/Monsters/Mutewind/MutewindBoySandCrusted",198,41,1,5,7,"[""Metadata/Monsters/Mutewind/BanditBoy/MutewindBanditBoy.act""]","[""Metadata/Monsters/Mutewind/BanditBoy/FaridunSandCrustedBanditBoy.ao"",""Metadata/Monsters/Mutewind/BanditBoy/FaridunSandCrustedBoyNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditBoy/MutewindBanditBoy",[],1,"","",100,2,6,4,1,0,"[1024,755,71,48,713,31,29,714,118]",80,[],105,105,700,500,0,"[743,3898]","Metadata/Monsters/Mutewind/BanditBoy/MutewindBanditBoy.ais",[],"",0,"Faridun Neophyte",80,80,1320,[15316],[15316],"",9,9,"",0,[],[],[],"",1,4,114,0,0,135,62256,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,241800,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,3,80,0.05,0,1,0,"",25,5
412,"Metadata/Monsters/Mutewind/MutewindManDualSwordCorroded_",195,45,2,4,13,"[""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan.act""]","[""Metadata/Monsters/Mutewind/BanditMan/CorMutewindBanditMan.ao"",""Metadata/Monsters/Mutewind/BanditMan/CorMutewindBanditManNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan",[],1,"","",110,2,6,1,1,0,"[1021,755,71,48,713,31,714,118]",120,[],105,105,700,500,0,"[743,3898]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan.ais","[5865,6036]","",0,"Faridun Swordsman",120,120,1395,[15312],[15312],"",9,9,"",0,[],[],[],"",1,4,123,0,0,135,39422,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,242424,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,4,110,0.05,0,1,0,"",40,5
413,"Metadata/Monsters/Mutewind/MutewindManDualSwordCorrodedPatrol",195,45,2,4,13,"[""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan.act""]","[""Metadata/Monsters/Mutewind/BanditMan/CorMutewindBanditMan.ao"",""Metadata/Monsters/Mutewind/BanditMan/CorMutewindBanditManNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditManPatrol",[],1,"","",110,2,6,1,1,0,"[1021,175,755,71,48,713,31,714,118]",120,[],105,105,700,500,0,"[743,3898]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan.ais","[5865,6036]","stance2",0,"Faridun Swordsman",120,120,1395,[15312],[15312],"",9,9,"",0,[],[],[],"",1,4,123,0,0,135,51044,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,242938,0,0,0,"","",1,"",0,0,0,0,"","",1,1,"",[],54,4,110,0.05,0,1,0,"",40,5
414,"Metadata/Monsters/Mutewind/MutewindMan2HSpearCorroded",196,41,3,6,22,"[""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan2H.act""]","[""Metadata/Monsters/Mutewind/BanditMan/CorMutewindBanditMan.ao"",""Metadata/Monsters/Mutewind/BanditMan/CorMutewindBanditManNoPhys.ao"",""Metadata/Monsters/Mutewind/OldBandit/CorMutewindMan.ao"",""Metadata/Monsters/Mutewind/OldBandit/CorMutewindManNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan",[],1,"","",110,2,6,9,1,0,"[755,71,48,713,31,714,118,1029]",120,[],105,105,700,500,0,"[743,3898,745]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan2H.ais","[5865,6038]","",0,"Faridun Spearman",120,120,1395,[15311],[],"",77,"","",0,[],[],[],"",2,4,122,0,0,135,12273,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,243548,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,5,110,0.05,0,1,0,"",50,5
415,"Metadata/Monsters/Mutewind/MutewindMan2HSpearCorrodedPatrol",196,37,3,6,20,"[""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan2H.act""]","[""Metadata/Monsters/Mutewind/BanditMan/CorMutewindBanditMan.ao"",""Metadata/Monsters/Mutewind/BanditMan/CorMutewindBanditManNoPhys.ao"",""Metadata/Monsters/Mutewind/OldBandit/CorMutewindMan.ao"",""Metadata/Monsters/Mutewind/OldBandit/CorMutewindManNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditManPatrol",[],1,"","",110,2,6,9,1,0,"[175,71,48,754,713,31,714,118,1029]",120,[],105,105,700,500,0,"[743,3898,745]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan2H.ais","[5865,6038]","stance2",0,"Faridun Spearman",120,120,1395,[15311],[],"",77,"","",0,[],[],[],"",2,4,122,0,0,135,26259,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,243950,0,0,0,"","",1,"",0,0,0,0,"","",1,1,"",[],54,5,110,0.05,0,1,0,"",50,5
416,"Metadata/Monsters/Mutewind/MutewindManSpearShieldCorroded",197,40,3,6,20,"[""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditManSpearShield.act""]","[""Metadata/Monsters/Mutewind/BanditMan/CorMutewindBanditMan.ao"",""Metadata/Monsters/Mutewind/BanditMan/CorMutewindBanditManNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan",[11197],1,"","",110,2,6,9,1,0,"[755,71,48,713,1088,31,714,118,1029]",120,[],105,105,700,500,0,"[743,3898,5421,5422]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditManSpearShield.ais","[5865,6033,6030]","",0,"Faridun Heavy Infantry",120,120,1500,[15311],[15318],"",77,26,"",0,[],[],[],"",2,4,122,0,0,135,7564,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,244396,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,5,110,0.05,0,1,0,"",50,5
417,"Metadata/Monsters/Mutewind/MutewindManSpearShieldCorrodedPatrol",197,45,3,6,20,"[""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditManSpearShield.act""]","[""Metadata/Monsters/Mutewind/BanditMan/CorMutewindBanditMan.ao"",""Metadata/Monsters/Mutewind/BanditMan/CorMutewindBanditManNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditManPatrol",[11197],1,"","",110,2,6,9,1,0,"[175,755,71,48,713,1088,31,714,118,1029]",120,[],105,105,700,500,0,"[743,3898,5421,5422]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditManSpearShield.ais","[5865,6033,6030]","stance2",0,"Faridun Heavy Infantry",120,120,1500,[15311],[15318],"",77,26,"",0,[],[],[],"",2,4,122,0,0,135,49630,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,244870,0,0,0,"","",1,"",0,0,0,0,"","",1,1,"",[],54,5,110,0.05,0,1,0,"",50,5
418,"Metadata/Monsters/Mutewind/MutewindWomanSpearCorroded__",190,41,2,6,21,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpear.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,9,1,0,"[755,71,48,713,31,29,714,118,1029]",110,[],105,105,700,500,0,"[743,3805,3999,3806,4000,4001,4002,3898,3143,3144]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpear.ais","[5865,6038]","",0,"Faridun Spearwoman",110,110,1500,[15306],[],"",77,"","",0,[],[],[],"",2,4,122,0,0,135,56672,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,245800,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,4,105,0.05,0,1,0,"",40,5
419,"Metadata/Monsters/Mutewind/MutewindWomanSpearCorrodedPatrol",190,40,2,6,21,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpear.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanPatrol",[],1,"","",100,2,6,9,1,0,"[175,755,71,48,713,31,29,714,118,1029]",110,[],105,105,700,500,0,"[743,3805,3999,3806,4000,4001,4002,3898,3143,3144]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpear.ais","[5865,6038]","stance2",0,"Faridun Spearwoman",110,110,1500,[15306],[],"",77,"","",0,[],[],[],"",2,4,122,0,0,135,42628,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,"",0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,246462,0,0,0,"","",1,"",0,0,0,0,"","",1,1,"",[],54,4,105,0.05,0,1,0,"",40,5
420,"Metadata/Monsters/Mutewind/MutewindWomanDualSwordCorroded_",193,41,2,4,14,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualSword.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/CorOldBanditWoman.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/CorOldBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,1,1,0,"[1021,755,71,48,713,31,29,714,118]",110,[],105,105,700,500,0,"[743,3807,3808,731,3898,3809,3810]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualSword.ais","[5865,6036]","",0,"Faridun Bladedancer",110,110,1500,[15312],[15312],"",9,9,"",0,[],[],[],"",1,4,123,0,0,135,39869,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,247218,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,4,105,0.05,0,1,0,"",40,5
421,"Metadata/Monsters/Mutewind/MutewindWomanDualSwordCorrodedPatrol",193,45,2,4,14,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualSword.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/CorOldBanditWoman.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/CorOldBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanPatrol",[],1,"","",100,2,6,1,1,0,"[1021,175,755,71,48,713,31,29,714,118]",110,[],105,105,700,500,0,"[743,3807,3808,731,3898,3809,3810]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualSword.ais","[5865,6036]","stance2",0,"Faridun Bladedancer",110,110,1500,[15312],[15312],"",9,9,"",0,[],[],[],"",1,4,123,0,0,135,12748,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,"",0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,247740,0,0,0,"","",1,"",0,0,0,0,"","",1,1,"",[],54,4,105,0.05,0,1,0,"",40,5
422,"Metadata/Monsters/Mutewind/MutewindWomanDualDaggerCorroded__",194,41,2,5,7,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualDagger.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/CorMutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/CorOldBanditWoman.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/CorOldBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,4,1,0,"[1024,755,71,48,713,31,29,714,118]",105,[],105,105,700,500,0,"[743,3898]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualDagger.ais","[5865,6036]","",0,"Faridun Wind-slicer",105,105,1500,[15314],[15314],"",7,7,"",0,[],[],[],"",1,4,114,0,0,135,49180,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,248160,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,4,103,0.05,0,1,0,"",40,5
