"rownum","StatSet","GemLevel","SpellCritChance","AttackCritChance","BaseResolvedValues","AdditionalStatsValues","GrantedEffects","bool","i32","AdditionalFlags","FloatStats","InterpolationBases","AdditionalStats","StatInterpolations","FloatStatsValues","ActorLevel","BaseMultiplier"
4966,136,13,1200,0,"[7,10]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",52.347,0
4967,136,14,1200,0,"[8,12]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",58.148,0
4968,136,15,1200,0,"[9,13]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",64.175,0
4969,136,16,1200,0,"[10,15]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",70.428,0
4970,136,17,1200,0,"[11,17]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",76.907,0
4971,136,18,1200,0,"[13,19]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",83.612,0
4972,136,19,1200,0,"[15,22]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",90.543,0
4973,136,20,1200,0,"[17,25]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",97.7,0
4974,136,21,1200,0,"[19,28]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",105.083,0
4975,136,22,1200,0,"[21,31]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",112.692,0
4976,136,23,1200,0,"[24,35]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",120.527,0
4977,136,24,1200,0,"[26,40]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",128.588,0
4978,136,25,1200,0,"[30,45]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",136.875,0
4979,136,26,1200,0,"[33,50]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",145.388,0
4980,136,27,1200,0,"[37,56]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",154.127,0
4981,136,28,1200,0,"[42,63]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",163.092,0
4982,136,29,1200,0,"[47,71]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",172.283,0
4983,136,30,1200,0,"[53,79]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",181.7,0
4984,136,31,1200,0,"[59,89]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",191.343,0
4985,136,32,1200,0,"[67,100]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",201.212,0
4986,136,33,1200,0,"[75,112]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",211.307,0
4987,136,34,1200,0,"[84,126]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",221.628,0
4988,136,35,1200,0,"[94,142]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",232.175,0
4989,136,36,1200,0,"[106,159]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",242.948,0
4990,136,37,1200,0,"[119,179]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",253.947,0
4991,136,38,1200,0,"[134,202]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",265.172,0
4992,136,39,1200,0,"[151,227]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",276.623,0
4993,136,40,1200,0,"[171,256]",[],[117],"",100,[],"[1466,1467]","[0,0]",[],"[3,3]","[0.8,1.2]",288.3,0
4994,137,1,0,0,[],[],[118],"",100,[],[],[],[],[],[],1,-3000
4995,137,2,0,0,[],[],[118],"",100,[],[],[],[],[],[],3.452,-2300
4996,137,3,0,0,[],[],[118],"",100,[],[],[],[],[],[],6.767,-1500
4997,137,4,0,0,[],[],[118],"",100,[],[],[],[],[],[],10.308,-800
4998,137,5,0,0,[],[],[118],"",100,[],[],[],[],[],[],14.075,0
4999,137,6,0,0,[],[],[118],"",100,[],[],[],[],[],[],18.068,700
5000,137,7,0,0,[],[],[118],"",100,[],[],[],[],[],[],22.287,1500
5001,137,8,0,0,[],[],[118],"",100,[],[],[],[],[],[],26.732,2200
5002,137,9,0,0,[],[],[118],"",100,[],[],[],[],[],[],31.403,2800
5003,137,10,0,0,[],[],[118],"",100,[],[],[],[],[],[],36.3,3400
5004,137,11,0,0,[],[],[118],"",100,[],[],[],[],[],[],41.423,4100
5005,137,12,0,0,[],[],[118],"",100,[],[],[],[],[],[],46.772,4800
5006,137,13,0,0,[],[],[118],"",100,[],[],[],[],[],[],52.347,5500
5007,137,14,0,0,[],[],[118],"",100,[],[],[],[],[],[],58.148,6300
5008,137,15,0,0,[],[],[118],"",100,[],[],[],[],[],[],64.175,7100
5009,137,16,0,0,[],[],[118],"",100,[],[],[],[],[],[],70.428,8000
5010,137,17,0,0,[],[],[118],"",100,[],[],[],[],[],[],76.907,8900
5011,137,18,0,0,[],[],[118],"",100,[],[],[],[],[],[],83.612,9800
5012,137,19,0,0,[],[],[118],"",100,[],[],[],[],[],[],90.543,10800
5013,137,20,0,0,[],[],[118],"",100,[],[],[],[],[],[],97.7,11800
5014,137,21,0,0,[],[],[118],"",100,[],[],[],[],[],[],105.083,12900
5015,137,22,0,0,[],[],[118],"",100,[],[],[],[],[],[],112.692,14100
5016,137,23,0,0,[],[],[118],"",100,[],[],[],[],[],[],120.527,15300
5017,137,24,0,0,[],[],[118],"",100,[],[],[],[],[],[],128.588,16500
5018,137,25,0,0,[],[],[118],"",100,[],[],[],[],[],[],136.875,17900
5019,137,26,0,0,[],[],[118],"",100,[],[],[],[],[],[],145.388,19300
5020,137,27,0,0,[],[],[118],"",100,[],[],[],[],[],[],154.127,20700
5021,137,28,0,0,[],[],[118],"",100,[],[],[],[],[],[],163.092,22300
5022,137,29,0,0,[],[],[118],"",100,[],[],[],[],[],[],172.283,23900
5023,137,30,0,0,[],[],[118],"",100,[],[],[],[],[],[],181.7,25600
5024,137,31,0,0,[],[],[118],"",100,[],[],[],[],[],[],191.343,27300
5025,137,32,0,0,[],[],[118],"",100,[],[],[],[],[],[],201.212,29200
5026,137,33,0,0,[],[],[118],"",100,[],[],[],[],[],[],211.307,31200
5027,137,34,0,0,[],[],[118],"",100,[],[],[],[],[],[],221.628,33200
5028,137,35,0,0,[],[],[118],"",100,[],[],[],[],[],[],232.175,35400
5029,137,36,0,0,[],[],[118],"",100,[],[],[],[],[],[],242.948,37700
5030,137,37,0,0,[],[],[118],"",100,[],[],[],[],[],[],253.947,40000
5031,137,38,0,0,[],[],[118],"",100,[],[],[],[],[],[],265.172,42500
5032,137,39,0,0,[],[],[118],"",100,[],[],[],[],[],[],276.623,45200
5033,137,40,0,0,[],[],[118],"",100,[],[],[],[],[],[],288.3,47900
5034,138,1,0,0,[],[],[118],"",100,[],[],[],[],[],[],1,-4000
5035,138,2,0,0,[],[],[118],"",100,[],[],[],[],[],[],3.452,-3400
5036,138,3,0,0,[],[],[118],"",100,[],[],[],[],[],[],6.767,-2700
5037,138,4,0,0,[],[],[118],"",100,[],[],[],[],[],[],10.308,-2100
5038,138,5,0,0,[],[],[118],"",100,[],[],[],[],[],[],14.075,-1400
5039,138,6,0,0,[],[],[118],"",100,[],[],[],[],[],[],18.068,-700
5040,138,7,0,0,[],[],[118],"",100,[],[],[],[],[],[],22.287,0
5041,138,8,0,0,[],[],[118],"",100,[],[],[],[],[],[],26.732,600
5042,138,9,0,0,[],[],[118],"",100,[],[],[],[],[],[],31.403,1200
5043,138,10,0,0,[],[],[118],"",100,[],[],[],[],[],[],36.3,1900
5044,138,11,0,0,[],[],[118],"",100,[],[],[],[],[],[],41.423,2500
5045,138,12,0,0,[],[],[118],"",100,[],[],[],[],[],[],46.772,3300
5046,138,13,0,0,[],[],[118],"",100,[],[],[],[],[],[],52.347,4100
5047,138,14,0,0,[],[],[118],"",100,[],[],[],[],[],[],58.148,5000
5048,138,15,0,0,[],[],[118],"",100,[],[],[],[],[],[],64.175,5900
5049,138,16,0,0,[],[],[118],"",100,[],[],[],[],[],[],70.428,6900
5050,138,17,0,0,[],[],[118],"",100,[],[],[],[],[],[],76.907,8000
5051,138,18,0,0,[],[],[118],"",100,[],[],[],[],[],[],83.612,9100
5052,138,19,0,0,[],[],[118],"",100,[],[],[],[],[],[],90.543,10400
5053,138,20,0,0,[],[],[118],"",100,[],[],[],[],[],[],97.7,11700
5054,138,21,0,0,[],[],[118],"",100,[],[],[],[],[],[],105.083,13200
5055,138,22,0,0,[],[],[118],"",100,[],[],[],[],[],[],112.692,14700
5056,138,23,0,0,[],[],[118],"",100,[],[],[],[],[],[],120.527,16400
5057,138,24,0,0,[],[],[118],"",100,[],[],[],[],[],[],128.588,18100
5058,138,25,0,0,[],[],[118],"",100,[],[],[],[],[],[],136.875,20000
5059,138,26,0,0,[],[],[118],"",100,[],[],[],[],[],[],145.388,22000
5060,138,27,0,0,[],[],[118],"",100,[],[],[],[],[],[],154.127,24100
5061,138,28,0,0,[],[],[118],"",100,[],[],[],[],[],[],163.092,26400
5062,138,29,0,0,[],[],[118],"",100,[],[],[],[],[],[],172.283,28800
5063,138,30,0,0,[],[],[118],"",100,[],[],[],[],[],[],181.7,31400
5064,138,31,0,0,[],[],[118],"",100,[],[],[],[],[],[],191.343,34200
5065,138,32,0,0,[],[],[118],"",100,[],[],[],[],[],[],201.212,37100
5066,138,33,0,0,[],[],[118],"",100,[],[],[],[],[],[],211.307,40300
5067,138,34,0,0,[],[],[118],"",100,[],[],[],[],[],[],221.628,43600
5068,138,35,0,0,[],[],[118],"",100,[],[],[],[],[],[],232.175,47200
5069,138,36,0,0,[],[],[118],"",100,[],[],[],[],[],[],242.948,51000
5070,138,37,0,0,[],[],[118],"",100,[],[],[],[],[],[],253.947,55100
5071,138,38,0,0,[],[],[118],"",100,[],[],[],[],[],[],265.172,59400
5072,138,39,0,0,[],[],[118],"",100,[],[],[],[],[],[],276.623,64000
5073,138,40,0,0,[],[],[118],"",100,[],[],[],[],[],[],288.3,68900
5074,139,1,0,0,[],[40],[119],"",100,[],[],[],[17728],[1],[],1,-8800
5075,139,2,0,0,[],[42],[119],"",100,[],[],[],[17728],[1],[],3.452,-8700
5076,139,3,0,0,[],[43],[119],"",100,[],[],[],[17728],[1],[],6.767,-8500
5077,139,4,0,0,[],[45],[119],"",100,[],[],[],[17728],[1],[],10.308,-8400
5078,139,5,0,0,[],[46],[119],"",100,[],[],[],[17728],[1],[],14.075,-8300
5079,139,6,0,0,[],[48],[119],"",100,[],[],[],[17728],[1],[],18.068,-8200
5080,139,7,0,0,[],[49],[119],"",100,[],[],[],[17728],[1],[],22.287,-8000
5081,139,8,0,0,[],[51],[119],"",100,[],[],[],[17728],[1],[],26.732,-7900
5082,139,9,0,0,[],[52],[119],"",100,[],[],[],[17728],[1],[],31.403,-7800
5083,139,10,0,0,[],[54],[119],"",100,[],[],[],[17728],[1],[],36.3,-7700
5084,139,11,0,0,[],[55],[119],"",100,[],[],[],[17728],[1],[],41.423,-7600
5085,139,12,0,0,[],[57],[119],"",100,[],[],[],[17728],[1],[],46.772,-7500
5086,139,13,0,0,[],[58],[119],"",100,[],[],[],[17728],[1],[],52.347,-7300
5087,139,14,0,0,[],[60],[119],"",100,[],[],[],[17728],[1],[],58.148,-7200
5088,139,15,0,0,[],[61],[119],"",100,[],[],[],[17728],[1],[],64.175,-7100
5089,139,16,0,0,[],[63],[119],"",100,[],[],[],[17728],[1],[],70.428,-6900
5090,139,17,0,0,[],[64],[119],"",100,[],[],[],[17728],[1],[],76.907,-6800
5091,139,18,0,0,[],[66],[119],"",100,[],[],[],[17728],[1],[],83.612,-6600
5092,139,19,0,0,[],[67],[119],"",100,[],[],[],[17728],[1],[],90.543,-6400
5093,139,20,0,0,[],[69],[119],"",100,[],[],[],[17728],[1],[],97.7,-6300
5094,139,21,0,0,[],[70],[119],"",100,[],[],[],[17728],[1],[],105.083,-6100
5095,139,22,0,0,[],[72],[119],"",100,[],[],[],[17728],[1],[],112.692,-5900
5096,139,23,0,0,[],[73],[119],"",100,[],[],[],[17728],[1],[],120.527,-5700
5097,139,24,0,0,[],[75],[119],"",100,[],[],[],[17728],[1],[],128.588,-5500
5098,139,25,0,0,[],[76],[119],"",100,[],[],[],[17728],[1],[],136.875,-5200
5099,139,26,0,0,[],[78],[119],"",100,[],[],[],[17728],[1],[],145.388,-5000
5100,139,27,0,0,[],[79],[119],"",100,[],[],[],[17728],[1],[],154.127,-4700
5101,139,28,0,0,[],[81],[119],"",100,[],[],[],[17728],[1],[],163.092,-4500
5102,139,29,0,0,[],[82],[119],"",100,[],[],[],[17728],[1],[],172.283,-4200
5103,139,30,0,0,[],[84],[119],"",100,[],[],[],[17728],[1],[],181.7,-3900
5104,139,31,0,0,[],[85],[119],"",100,[],[],[],[17728],[1],[],191.343,-3600
5105,139,32,0,0,[],[87],[119],"",100,[],[],[],[17728],[1],[],201.212,-3300
5106,139,33,0,0,[],[88],[119],"",100,[],[],[],[17728],[1],[],211.307,-2900
5107,139,34,0,0,[],[90],[119],"",100,[],[],[],[17728],[1],[],221.628,-2600
5108,139,35,0,0,[],[91],[119],"",100,[],[],[],[17728],[1],[],232.175,-2200
5109,139,36,0,0,[],[93],[119],"",100,[],[],[],[17728],[1],[],242.948,-1800
5110,139,37,0,0,[],[94],[119],"",100,[],[],[],[17728],[1],[],253.947,-1400
5111,139,38,0,0,[],[96],[119],"",100,[],[],[],[17728],[1],[],265.172,-1000
5112,139,39,0,0,[],[97],[119],"",100,[],[],[],[17728],[1],[],276.623,-500
5113,139,40,0,0,[],[99],[119],"",100,[],[],[],[17728],[1],[],288.3,-100
5114,140,1,1000,0,[97],[],[120],"",100,[],[1941],[1],[],[3],[1],1,0
5115,140,2,1000,0,[162],[],[120],"",100,[],[1941],[1],[],[3],[1],3.452,0
5116,140,3,1000,0,[250],[],[120],"",100,[],[1941],[1],[],[3],[1],6.767,0
5117,140,4,1000,0,[344],[],[120],"",100,[],[1941],[1],[],[3],[1],10.308,0
5118,140,5,1000,0,[444],[],[120],"",100,[],[1941],[1],[],[3],[1],14.075,0
5119,140,6,1000,0,[551],[],[120],"",100,[],[1941],[1],[],[3],[1],18.068,0
5120,140,7,1000,0,[663],[],[120],"",100,[],[1941],[1],[],[3],[1],22.287,0
5121,140,8,1000,0,[781],[],[120],"",100,[],[1941],[1],[],[3],[1],26.732,0
5122,140,9,1000,0,[905],[],[120],"",100,[],[1941],[1],[],[3],[1],31.403,0
5123,140,10,1000,0,[1035],[],[120],"",100,[],[1941],[1],[],[3],[1],36.3,0
5124,140,11,1000,0,[1171],[],[120],"",100,[],[1941],[1],[],[3],[1],41.423,0
5125,140,12,1000,0,[1313],[],[120],"",100,[],[1941],[1],[],[3],[1],46.772,0
5126,140,13,1000,0,[1461],[],[120],"",100,[],[1941],[1],[],[3],[1],52.347,0
5127,140,14,1000,0,[1615],[],[120],"",100,[],[1941],[1],[],[3],[1],58.148,0
5128,140,15,1000,0,[1775],[],[120],"",100,[],[1941],[1],[],[3],[1],64.175,0
5129,140,16,1000,0,[1941],[],[120],"",100,[],[1941],[1],[],[3],[1],70.428,0
5130,140,17,1000,0,[2114],[],[120],"",100,[],[1941],[1],[],[3],[1],76.907,0
5131,140,18,1000,0,[2292],[],[120],"",100,[],[1941],[1],[],[3],[1],83.612,0
5132,140,19,1000,0,[2476],[],[120],"",100,[],[1941],[1],[],[3],[1],90.543,0
5133,140,20,1000,0,[2666],[],[120],"",100,[],[1941],[1],[],[3],[1],97.7,0
5134,140,21,1000,0,[2862],[],[120],"",100,[],[1941],[1],[],[3],[1],105.083,0
5135,140,22,1000,0,[3064],[],[120],"",100,[],[1941],[1],[],[3],[1],112.692,0
5136,140,23,1000,0,[3272],[],[120],"",100,[],[1941],[1],[],[3],[1],120.527,0
5137,140,24,1000,0,[3487],[],[120],"",100,[],[1941],[1],[],[3],[1],128.588,0
5138,140,25,1000,0,[3707],[],[120],"",100,[],[1941],[1],[],[3],[1],136.875,0
5139,140,26,1000,0,[3933],[],[120],"",100,[],[1941],[1],[],[3],[1],145.388,0
5140,140,27,1000,0,[4165],[],[120],"",100,[],[1941],[1],[],[3],[1],154.127,0
5141,140,28,1000,0,[4403],[],[120],"",100,[],[1941],[1],[],[3],[1],163.092,0
5142,140,29,1000,0,[4647],[],[120],"",100,[],[1941],[1],[],[3],[1],172.283,0
5143,140,30,1000,0,[4897],[],[120],"",100,[],[1941],[1],[],[3],[1],181.7,0
5144,140,31,1000,0,[5154],[],[120],"",100,[],[1941],[1],[],[3],[1],191.343,0
5145,140,32,1000,0,[5416],[],[120],"",100,[],[1941],[1],[],[3],[1],201.212,0
5146,140,33,1000,0,[5684],[],[120],"",100,[],[1941],[1],[],[3],[1],211.307,0
5147,140,34,1000,0,[5958],[],[120],"",100,[],[1941],[1],[],[3],[1],221.628,0
5148,140,35,1000,0,[6238],[],[120],"",100,[],[1941],[1],[],[3],[1],232.175,0
5149,140,36,1000,0,[6525],[],[120],"",100,[],[1941],[1],[],[3],[1],242.948,0
5150,140,37,1000,0,[6817],[],[120],"",100,[],[1941],[1],[],[3],[1],253.947,0
5151,140,38,1000,0,[7115],[],[120],"",100,[],[1941],[1],[],[3],[1],265.172,0
5152,140,39,1000,0,[7419],[],[120],"",100,[],[1941],[1],[],[3],[1],276.623,0
5153,140,40,1000,0,[7729],[],[120],"",100,[],[1941],[1],[],[3],[1],288.3,0
5154,141,1,1000,0,"[4,11]",[1],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",1,0
5155,141,2,1000,0,"[5,14]",[1],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",3.452,0
5156,141,3,1000,0,"[7,20]",[1],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",6.767,0
5157,141,4,1000,0,"[9,26]",[1],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",10.308,0
5158,141,5,1000,0,"[11,33]",[1],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",14.075,0
5159,141,6,1000,0,"[13,40]",[1],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",18.068,0
5160,141,7,1000,0,"[16,49]",[1],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",22.287,0
5161,141,8,1000,0,"[19,58]",[1],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",26.732,0
5162,141,9,1000,0,"[23,69]",[1],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",31.403,0
5163,141,10,1000,0,"[27,80]",[1],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",36.3,0
5164,141,11,1000,0,"[31,93]",[2],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",41.423,0
5165,141,12,1000,0,"[36,107]",[2],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",46.772,0
5166,141,13,1000,0,"[41,123]",[2],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",52.347,0
5167,141,14,1000,0,"[47,141]",[3],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",58.148,0
5168,141,15,1000,0,"[53,160]",[3],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",64.175,0
5169,141,16,1000,0,"[61,182]",[3],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",70.428,0
5170,141,17,1000,0,"[69,206]",[3],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",76.907,0
5171,141,18,1000,0,"[78,233]",[3],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",83.612,0
5172,141,19,1000,0,"[88,263]",[3],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",90.543,0
5173,141,20,1000,0,"[99,297]",[4],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",97.7,0
5174,141,21,1000,0,"[111,334]",[4],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",105.083,0
5175,141,22,1000,0,"[125,376]",[4],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",112.692,0
5176,141,23,1000,0,"[141,423]",[4],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",120.527,0
5177,141,24,1000,0,"[158,475]",[4],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",128.588,0
5178,141,25,1000,0,"[178,533]",[4],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",136.875,0
5179,141,26,1000,0,"[200,599]",[5],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",145.388,0
5180,141,27,1000,0,"[224,672]",[5],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",154.127,0
5181,141,28,1000,0,"[251,754]",[5],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",163.092,0
5182,141,29,1000,0,"[282,846]",[5],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",172.283,0
5183,141,30,1000,0,"[316,949]",[5],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",181.7,0
5184,141,31,1000,0,"[355,1065]",[6],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",191.343,0
5185,141,32,1000,0,"[399,1196]",[6],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",201.212,0
5186,141,33,1000,0,"[448,1343]",[6],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",211.307,0
5187,141,34,1000,0,"[503,1509]",[6],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",221.628,0
5188,141,35,1000,0,"[565,1695]",[6],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",232.175,0
5189,141,36,1000,0,"[635,1906]",[7],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",242.948,0
5190,141,37,1000,0,"[715,2144]",[7],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",253.947,0
5191,141,38,1000,0,"[805,2414]",[7],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",265.172,0
5192,141,39,1000,0,"[906,2719]",[7],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",276.623,0
5193,141,40,1000,0,"[1021,3064]",[7],[121],"",100,[],"[1468,1469]","[0,0]",[21056],"[3,3,1]","[0.5,1.5]",288.3,0
5194,142,1,900,0,"[1,2]",[700],[122],"",100,[],"[1468,1469]","[0,0]",[15827],"[3,3,1]","[0.1,1.9]",1,0
5195,142,2,900,0,"[1,3]",[700],[122],"",100,[],"[1468,1469]","[0,0]",[15827],"[3,3,1]","[0.1,1.9]",3.452,0
5196,142,3,900,0,"[1,5]",[700],[122],"",100,[],"[1468,1469]","[0,0]",[15827],"[3,3,1]","[0.1,1.9]",6.767,0
5197,142,4,900,0,"[1,6]",[700],[122],"",100,[],"[1468,1469]","[0,0]",[15827],"[3,3,1]","[0.1,1.9]",10.308,0
5198,142,5,900,0,"[1,8]",[700],[122],"",100,[],"[1468,1469]","[0,0]",[15827],"[3,3,1]","[0.1,1.9]",14.075,0
5199,142,6,900,0,"[1,10]",[700],[122],"",100,[],"[1468,1469]","[0,0]",[15827],"[3,3,1]","[0.1,1.9]",18.068,0
5200,142,7,900,0,"[1,12]",[700],[122],"",100,[],"[1468,1469]","[0,0]",[15827],"[3,3,1]","[0.1,1.9]",22.287,0
5201,142,8,900,0,"[1,14]",[700],[122],"",100,[],"[1468,1469]","[0,0]",[15827],"[3,3,1]","[0.1,1.9]",26.732,0
5202,142,9,900,0,"[1,17]",[700],[122],"",100,[],"[1468,1469]","[0,0]",[15827],"[3,3,1]","[0.1,1.9]",31.403,0
5203,142,10,900,0,"[1,20]",[700],[122],"",100,[],"[1468,1469]","[0,0]",[15827],"[3,3,1]","[0.1,1.9]",36.3,0
5204,142,11,900,0,"[1,23]",[600],[122],"",100,[],"[1468,1469]","[0,0]",[15827],"[3,3,1]","[0.1,1.9]",41.423,0
5205,142,12,900,0,"[1,27]",[600],[122],"",100,[],"[1468,1469]","[0,0]",[15827],"[3,3,1]","[0.1,1.9]",46.772,0
5206,142,13,900,0,"[2,31]",[600],[122],"",100,[],"[1468,1469]","[0,0]",[15827],"[3,3,1]","[0.1,1.9]",52.347,0
5207,142,14,900,0,"[2,36]",[600],[122],"",100,[],"[1468,1469]","[0,0]",[15827],"[3,3,1]","[0.1,1.9]",58.148,0
5208,142,15,900,0,"[2,41]",[600],[122],"",100,[],"[1468,1469]","[0,0]",[15827],"[3,3,1]","[0.1,1.9]",64.175,0
5209,142,16,900,0,"[2,47]",[600],[122],"",100,[],"[1468,1469]","[0,0]",[15827],"[3,3,1]","[0.1,1.9]",70.428,0
5210,142,17,900,0,"[3,54]",[600],[122],"",100,[],"[1468,1469]","[0,0]",[15827],"[3,3,1]","[0.1,1.9]",76.907,0
5211,142,18,900,0,"[3,61]",[600],[122],"",100,[],"[1468,1469]","[0,0]",[15827],"[3,3,1]","[0.1,1.9]",83.612,0
5212,142,19,900,0,"[4,70]",[600],[122],"",100,[],"[1468,1469]","[0,0]",[15827],"[3,3,1]","[0.1,1.9]",90.543,0
5213,142,20,900,0,"[4,80]",[500],[122],"",100,[],"[1468,1469]","[0,0]",[15827],"[3,3,1]","[0.1,1.9]",97.7,0
5214,142,21,900,0,"[5,91]",[500],[122],"",100,[],"[1468,1469]","[0,0]",[15827],"[3,3,1]","[0.1,1.9]",105.083,0
5215,142,22,900,0,"[5,103]",[500],[122],"",100,[],"[1468,1469]","[0,0]",[15827],"[3,3,1]","[0.1,1.9]",112.692,0
5216,142,23,900,0,"[6,117]",[500],[122],"",100,[],"[1468,1469]","[0,0]",[15827],"[3,3,1]","[0.1,1.9]",120.527,0
5217,142,24,900,0,"[7,133]",[500],[122],"",100,[],"[1468,1469]","[0,0]",[15827],"[3,3,1]","[0.1,1.9]",128.588,0
5218,142,25,900,0,"[8,151]",[500],[122],"",100,[],"[1468,1469]","[0,0]",[15827],"[3,3,1]","[0.1,1.9]",136.875,0
