"rownum","Id","[rid]","[i32]","[i32]","[i32]","Variants","[rid]","[i32]","[rid]","rid","[i32]","[rid]","[i32]","[string]","i32","[rid]","[rid]"
110,"shield_charge","[1013,1018,1023,1028,1033,1038,1042,1047]",[],"[133,0,0,0,136]",[],"[""Default"",""UNUSED"",""Kitava"",""Tibbs"",""Misery"",""Deepwater""]",[],"[18079,64124,5816,63659,32478,57983]",[],339,[],"[8,455,9]",[],[],1000,[],[]
111,"tornado","[1208,1220,1222,1224,1226,1228,1230,1232,1234,1236,1238]",[],[],[],"[""Default"",""Shark""]",[],"[18079,39872]",[],339,[0],"[504,505]",[],[],1000,[],[]
112,"barrage_bow","[1049,1057,1065]",[],[],[],"[""Default"",""Snipe"",""Celestial"",""Blood"",""NonStick""]",[],"[18079,61594,27572,50511,13004]",[140],339,[],[155],[],[],1000,[],[]
113,"barrage_wand","[1053,1061,1065]",[],[],[],"[""Default"",""Snipe"",""Celestial"",""Blood"",""NonStick""]",[],"[18079,61594,27572,50511,13004]",[145],339,[],[155],[],[],1000,[],[]
114,"flame_dash","[1067,1081]",[],[156],[],"[""Default"",""Cold"",""Harbinger"",""FireIceMicro"",""Blue"",""Wasteland"",""Corsair"",""Stygian"",""Black"",""Scientist"",""Demonic"",""Nightfall"",""Siren"",""Auspicious""]",[],"[18079,13381,41619,11119,52194,53281,51220,39541,25619,64816,61278,57192,42935,45563]",[],339,[],[203],[],[],1000,[],[]
115,"virulent_arrow","[1082,1086,1090,1094,1098,1102,1106,1110,1114]",[],[157],[],"[""Default"",""BlackLotus"",""Celestial""]",[],"[18079,33766,27572]","[149,153,157]",339,[],[358],[],[],1000,[],[]
116,"blight_channel","[1118,1123,1124,1128,1132,1137]",[],[],[],"[""Default"",""Celestial"",""Sunprism"",""Scientist"",""Project""]","[424,429]","[18079,27572,52008,64816,55295]",[],339,[],"[241,242]",[],[],1000,[],[]
117,"tempest_shield","[1142,1144,1146,1148]",[53],[161],[],"[""Default"",""Celestial""]",[],"[18079,27572]",[],339,[],[87],[],[],1000,[],[]
118,"wither_channelled","[1150,1157]",[],[],[],"[""Default"",""Arcane"",""Celestial"",""Sunprism"",""Scientist"",""Demonic"",""Project""]","[431,437]","[18079,47901,27572,52008,64816,61278,55295]",[],339,[],[230],[],[],1000,[],[]
119,"soul_link","[1164,1165]",[55],[167],[],"[""Default""]","[439,440]",[18079],[],339,[],[507],[],[],1000,[],[]
120,"storm_blade","[1166,1168]",[],[],[],"[""Default"",""Celestial""]",[441],"[18079,27572]",[],339,[],[506],[],[],1000,[],[]
121,"flame_link","[1170,1171]",[56],[168],[],"[""Default""]","[442,443]",[18079],[],339,[],[508],[],[],1000,[],[]
122,"remora_link","[1172,1173]",[57],[169],[],"[""Default""]","[444,445]",[18079],[],339,[],[509],[],[],1000,[],[]
123,"bulwark_link","[1174,1175]",[58],[170],[],"[""Default""]","[446,447]",[18079],[],339,[],[510],[],[],1000,[],[]
124,"trigger_link","[1176,1177]",[59],[171],[],"[""Default""]","[448,449]",[18079],[],339,[],[511],[],[],1000,[],[]
125,"critical_link","[1178,1179]",[60],[172],[],"[""Default""]","[450,451]",[18079],[],339,[],[512],[],[],1000,[],[]
126,"brand_surge","[1180,1181,1182,1183,1184,1185]",[61],[],[],"[""Default"",""UNUSED"",""Celestial""]",[],"[18079,64124,27572]",[],339,[],[440],[],[],1000,[],[]
127,"lightning_arrow","[1198,1203]",[141],[],[],"[""Default"",""Blood"",""Divine"",""Faridun""]",[],"[18079,50511,29263,7062]",[161],339,[],[94],[],[],1000,[],[]
128,"tornado_shot_bow","[1210,1215]",[],[163],[55],"[""Default"",""MTX"",""Chaos"",""Celestial""]",[],"[18079,35902,38322,27572]","[166,171]",339,[],[171],[],[],1000,[],[]
129,"tornado_shot_wand","[1210,1215]",[],[163],[],"[""Default"",""MTX"",""Chaos"",""Celestial""]",[],"[18079,35902,38322,27572]","[176,177]",339,[],[171],[],[],1000,[],[]
130,"fireball","[1240,1261]",[],[],[],"[""Default"",""Golden"",""Dragon"",""Pyro"",""PyroPoison"",""Phoenix"",""AvariusCasticus"",""Holy"",""AbberathMinion"",""HolyMiner"",""Gemling"",""GemlingUpgraded"",""AvariusWickerman"",""BestiaryHellion"",""IncursionFireball"",""IncursionFireballLightning"",""IncursionFireballChaos"",""DelveTaowu"",""DelveTaowuLarge"",""BlightFire"",""Celestial"",""FlameSentinel"",""Stygian"",""ExpeditionRelic"",""Direblade"",""Oblivion"",""OnyxOblivion"",""Demonic"",""DemonicFire""]",[],"[18079,51154,25624,34029,17715,28085,35646,27667,5363,45614,25069,719,31455,20203,30073,32830,24662,31460,11595,50741,27572,23584,39541,51001,11723,116,38576,61278,49438]",[185],339,[],"[35,36,759]",[],[],1000,[],[]
131,"expanding_fire_cone","[1263,1264,1265,1266,1267,1268]",[],[173],[],"[""Default"",""BlueFlame"",""Direblade""]",[],"[18079,61200,11723]",[],339,[],[127],[],[],1000,[],[]
132,"crackling_lance","[1280,1280,1283,1286]","[64,0]","[174,0,0,0,177]",[],"[""Default"",""Automaton"",""Celestial""]",[],"[18079,3488,27572]",[],339,[],[449],[],[],1000,[],[]
133,"ice_shot",[2511],[],[],[],"[""Default""]",[],[18079],"[214,219]",339,[],"[117,119]",[],[],1000,[],[]
134,"expanding_rain_of_arrows","[1307,1317,1326]",[],[],[],"[""Default"",""Forsaken"",""Spine"",""Lightning"",""LegionCombo"",""LegionEternal"",""Celestial"",""Oblivion"",""OnyxOblivion"",""Demonic""]",[],"[18079,41689,16476,41050,52615,48335,27572,116,38576,61278]",[],339,[],"[78,79,80]",[],[],1000,[],[]
135,"toxic_rain","[1335,1344,1352,1361,1370]",[70],[],[14],"[""Default"",""BlackLotus"",""AtlasBasilisk"",""Suffering"",""Celestial"",""Oblivion"",""Auspicious""]",[],"[18079,33766,54962,2790,27572,116,45563,3668]",[],339,[],"[359,360]",[],"[""azmeribow""]",1000,[],[]
136,"bubble_shield","[1379,1380]",[],[190],[],"[""Default""]",[456],[18079],[],339,[],[515],[],[],1000,[],[]
137,"molten_shell","[1381,1388,1395]",[],[189],[],"[""Default"",""Monster"",""AlwaysTrigger"",""Stygian"",""Viper"",""Divine"",""Mercurial""]",[],"[18079,1567,17608,39541,43950,29263,25270]",[],339,[],"[88,89,90,91]",[],[],1000,[],[]
138,"hydrosphere","[1402,1404,1406,1408,1410,1412,1414,1416,1418,1420,1422,1424,1426,1428]",[],[191],[23],"[""Default"",""Harmonious""]",[],"[18079,57521]",[],339,[],"[461,462]",[],[],1000,[],[]
139,"attached_projectile_effect_mtx",[],[],"[77,0,0,0,83,0,0,0,88]",[],"[""EMPTY"",""Firewall"",""Stygian"",""Oblivion"",""Transcendence"",""ArchnemesisDyingSun""]",[],"[34066,35806,39541,116,28088,41657]",[],14890,[],[],[],[],1000,[],[]
140,"storm_call","[1430,1449,1468,1487]",[],[],[],"[""DefaultStormCall"",""TribalStormCall"",""MonsterStormCall"",""ColdStormCall"",""FireStormCall"",""PhysicalStormCall"",""EyeSpawnerStormCall"",""EarthquakeStormCall"",""TemplarStormCall"",""KitavaStormCall"",""ShavronneStormCall"",""AvatarSkyBeamStormCall"",""ArcaneStormCall"",""Divine"",""MonsterLowStormCall"",""KitavaCultistStormCall"",""KudukuStormCall"",""OldPlayerStormCall"",""XenozakStormCall""]",[],"[28396,40011,54157,25980,9831,37405,18695,14469,11050,57497,32959,7205,34630,29263,6439,29295,6978,57638,43328]",[],339,[],"[144,145,146,147]",[],[],1000,[],[]
141,"explosive_arrow",[1506],[],[],[],"[""Default"",""Revenant"",""HeistThug"",""Twilight"",""Pandemonium""]",[],"[18079,39939,30612,65406,26494]",[220],339,[],[64],[],[],1000,[0],[]
142,"sentinel_tag_beam",[],[79],[],[],"[""Default""]",[],[18079],[],339,[],[517],[],[],1000,[],[]
143,"fire_storm","[1554,1578,1585,1593,1511,2565]",[],[],[],"[""DefaultVariation"",""BallistaVariation"",""PietyLightningVariation"",""MapBossVariation"",""IceVariation"",""SpineVariation"",""ChaosFireVariation"",""IncaRockVariation"",""MeteorVariation"",""DivineCallVariation"",""CliffBomb"",""Blades"",""BladesUp"",""Reliquary"",""HolyGuardian"",""ShaperInfluence"",""BestiaryRavens"",""BestiaryCrabCharge"",""VaalIncursion"",""VaalIncursionChaos"",""VaalIncursionArmour"",""DelveAbyssLaser"",""BetrayalGravicius"",""SynthesisSpiker"",""VaalIncursionLegion"",""BlightFire"",""BlightLightning"",""BlightNPCFirestorm"",""GraviciusHellfire"",""AfflictionMod"",""ReworkedVariation"",""Stygian"",""Celestial"",""UltimatumLightning"",""HellscapeMeteor"",""HellscapeLightning"",""MeteorShower"",""SanctumPurifier"",""SanctumReliquary"",""DemonicFire""]",[],"[48358,17341,12877,52192,42588,18133,6990,22715,29052,51663,39218,52291,1874,61506,2238,14052,2391,61176,45534,61751,47684,25524,12065,49893,26495,50741,11101,43433,34120,837,32907,39541,27572,14591,28583,51989,64137,30046,12052,49438,37417,31616,41514,7354,41159,58591,48983]",[],339,[],"[81,82,84,83]",[],"[""ArchnemesisStormHerald"",""BitterGuyChildLeft"",""BitterGuyChildRight"",""BoneCultistLightning"",""BoneCultistFire"",""BalbalaKnifeReverseFirestorm"",""EssenceAttributeModFireStormKnife""]",1000,[],[]
144,"fire_storm_lite","[1596,1601,1605]",[],[],[],"[""DefaultVariation"",""BallistaVariation"",""PietyLightningVariation"",""MapBossVariation"",""IceVariation"",""SpineVariation"",""ChaosFireVariation"",""IncaRockVariation"",""MeteorVariation"",""DivineCallVariation"",""CliffBomb"",""Blades"",""BladesUp"",""Reliquary"",""HolyGuardian"",""ShaperInfluence"",""BestiaryRavens"",""BestiaryCrabCharge"",""VaalIncursion"",""VaalIncursionChaos"",""VaalIncursionArmour"",""DelveAbyssLaser"",""BetrayalGravicius"",""SynthesisSpiker"",""VaalIncursionLegion"",""BlightFire"",""BlightLightning"",""BlightNPCFirestorm"",""GraviciusHellfire"",""AfflictionMod"",""ReworkedVariation"",""Stygian"",""Celestial"",""UltimatumLightning"",""HellscapeMeteor"",""HellscapeLightning"",""MeteorShower"",""SanctumPurifier"",""SanctumReliquary"",""DemonicFire""]",[],"[48358,17341,12877,52192,42588,18133,6990,22715,29052,51663,39218,52291,1874,61506,2238,14052,2391,61176,45534,61751,47684,25524,12065,49893,26495,50741,11101,43433,34120,837,32907,39541,27572,14591,28583,51989,64137,30046,12052,49438]",[],339,[],"[81,82,84,83]",[],[],1000,[],[]
145,"summon_raging_spirit",[],[],[],[],"[""Default"",""Ghostflame"",""Raven"",""BloodRaven"",""Bees"",""Celestial"",""Eyes"",""ArcaneEye"",""Oblivion"",""OnyxOblivion"",""Demonic""]",[],"[18079,894,44096,26577,48674,27572,1784,34681,116,38576,61278]",[],339,[1],"[157,158]",[],[],1000,[],[]
146,"summon_raging_spirit_monster",[],[],[],[],"[""Default"",""Ghostflame"",""Raven"",""BloodRaven"",""Bees"",""Celestial"",""Eyes"",""ArcaneEye"",""Oblivion"",""OnyxOblivion"",""Demonic""]",[],"[18079,894,44096,26577,48674,27572,1784,34681,116,38576,61278]",[],339,[],[159],[],[],1000,[],[]
147,"flask_effects",[1742],[],[],[],"[""Default"",""LifeMTX"",""ManaMTX"",""HybridMTX"",""UtilityMTX"",""Rumis"",""FlamingQuicksilver"",""IchorMana"",""RaincallerLife"",""RaincallerBloodLife"",""RaincallerVerdantLife""]",[457],"[18079,20358,21146,65450,37992,50728,29305,58425,46620,42964,61160]",[],15423,[],[],[],[],1000,[],[]
148,"triggered_summon_spider_monster",[1609],[],[],[],"[""Default"",""Demonic""]",[],"[18079,61278]",[],15785,[],[275],[],[],1000,[],[]
149,"cast_on_damage_taken",[1611],[],[],[],"[""Default"",""Madcap""]",[],"[18079,59045]",[],15437,[],[],[],[],1000,[],[]
150,"shockwave_support",[1612],[],[],[],"[""Default"",""Gore"",""Apollyon""]",[],"[18079,63064,43700]",[],15485,[],"[408,409]",[],[],1000,[],[]
151,"viper_strike",[1615],[],[],[],"[""Default"",""Quiet"",""DemonicSpider"",""Demonic""]",[],"[18079,61089,17869,61278]",[],339,[],[],[],[],1000,[],[]
152,"vaal_ground_slam_spiked","[1619,1626,1636,1640]",[],[],[],"[""DefaultClusters"",""Blood"",""Molten"",""Bones"",""BrutusLightning"",""BrineShieldCrab"",""DefaultSpikes"",""Celestial"",""UNUSED"",""Oblivion"",""OnyxOblivion""]",[],"[63412,50511,19877,5799,30086,20384,21898,27572,64124,116,38576]",[],339,[],[2],[],[],1000,[],[]
153,"corrupting_fever",[],[],[],[],"[""Default"",""Heritage""]","[477,479]","[18079,8972]",[],339,[],[474],[],[],1000,[],[]
154,"feast_of_flesh","[1646,1648]",[],[],[],"[""Default"",""Alternate""]",[],"[18079,25075]",[],15467,[],[381],[],[],1000,[],[]
155,"phys_cascade_trap","[1650,1653,1656]",[],[],[],"[""Default"",""Blight"",""Stygian""]",[],"[18079,7333,39541]",[],339,[],[344],[],[],1000,[],[]
156,"slither","[1659,1661,1663]",[],[193],[],"[""Default"",""Demonic""]","[481,482,483]","[18079,61278]",[],339,[],[417],[],[],1000,[],[]
157,"ice_spear",[1665],[],[],[],"[""Default"",""Fish"",""MTX1"",""ArtProjectilesSpreadOverAnimation"",""Synthesis"",""SynthesisFinalBoss"",""FrostSentinel"",""AtlasEyrie"",""VoidEmperor""]",[],"[18079,45988,30450,187,11050,9615,16782,13264,48015,44398]",[225],339,[],[55],[],"[""Hag""]",1000,[],[]
158,"laser_spears","[1667,1669,1671]",[82],[195],[],"[""Default""]",[],[18079],[],339,[],[516],[],[],1000,[],[]
159,"fire_wake_spear","[1673,1674,1675,1676,1677,1678]",[],[227],[25],"[""Default""]",[],[18079],"[235,238]",339,[],[535],[],[],1000,[],[]
160,"ball_lightning",[],"[84,0]",[],[],"[""Default"",""Monster"",""EyeBallLightning"",""Templar"",""Celestial"",""Synthesis"",""AtlasCrusader"",""AfflictionMinion"",""HarvestSquid"",""HeistTemplarCaster"",""Automaton""]",[],"[18079,1567,49739,51326,27572,11050,55894,33406,47707,39763,3488,21948,51719]",[241],339,[],"[125,126]",[],"[""VaalStormcaller"",""ChaosGodOwlBoss""]",1000,[],[]
161,"monster_dd_area","[1692,1701,1711,1723]",[],"[329,0]",[],"[""Default"",""Chaos"",""HeistFreidrich"",""Archnemesis"",""CannibalPicts""]",[484],"[18079,38322,4741,36858,19433,16329,64753,35047,56609,22966,19661,40155]",[],339,[],[330],[],"[""Ice"",""Balbala"",""BloodPriest"",""CannibalPict"",""CarverShaman"",""FarudinWarlock"",""VultureRegurg""]",1000,[],[]
162,"monster_soulrend",[1728],[110],[],[],"[""Cold"",""Blood""]","[495,503]","[13381,50511,165,166,59027,44533,16856,48772]",[254],339,[],[399],[],"[""ChildSpiritCold1"",""ChildSpiritCold2"",""VaalBloodPriest"",""YamaBoss"",""VoodooKing"",""Warlock""]",1000,[],[]
163,"galvanic_field",[1736],[118],[],[],"[""Default"",""Celestial""]","[520,523]","[18079,27572]",[],339,[],[519],[],[],1000,[],[]
164,"arcane_surge",[],[],[],[],"[""Default"",""Madcap""]",[511],"[18079,59045]",[],15865,[],[],[],[],1000,[],[]
165,"phasing",[],[],[],[],"[""Default"",""Sunprism""]",[513],"[18079,52008]",[],16043,[],[],[],[],1000,[],[]
166,"fortify",[],[],[],[],"[""Default"",""Myrmidon""]",[515],"[18079,27566]",[],16045,[],[],[],[],1000,[],[]
167,"onslaught",[],[],[],[],"[""Default"",""Void Emperor""]",[517],"[18079,30711]",[],16047,[],[],[],[],1000,[],[]
168,"lightning_conduit","[1743,1746,1749,1752,2184]",[],[],[],"[""Default"",""Automaton"",""Celestial""]","[526,529]","[18079,3488,27572]",[],339,[],[518],[],[],1000,[],[]
169,"lightning_tendrils","[1755,1758,1761]",[121],[],[],"[""Default"",""LightningElder"",""Automaton""]",[],"[18079,37016,3488]",[],339,[],[185],[],[],1000,[],[]
170,"alchemists_mark","[1764,1766]",[],[],[],"[""Default"",""Sunprism""]",[532],"[18079,52008]",[],339,[],[520],[],[],1000,[],[]
171,"cobra_lash",[],[],[197],[],"[""Default"",""Illusionist""]",[],"[18079,54759]","[262,264]",339,[],[46],[],[],1000,[],[]
172,"righteous_fire","[1768,1777]",[],[],[],"[""Default"",""NoRing"",""White"",""White2"",""White3"",""Celestial"",""CelestialNoHands"",""Harbinger"",""Lightbringer"",""Transcendence""]","[534,542,550]","[18079,39102,15971,17012,17013,27572,36336,41619,55723,28088]",[],339,[],"[40,41]",[],[],1000,[],[]
173,"venom_gyre","[1787,1789,1791]",[],[199],[],"[""Default"",""Illusionist""]",[],"[18079,54759]","[266,268]",339,[],"[424,425]",[],[],1000,[],[]
174,"whirling_blades",[1793],[],"[201,0]",[],"[""Default"",""Purple"",""Ice"",""Phantasmal"",""Faith"",""Carnival"",""Hasina"",""Illusionist""]",[],"[18079,19343,16329,1789,8635,1057,63953,54759]",[],339,[],"[19,20]",[],[],1000,[],[]
175,"caustic_arrow",[1801],[],[],[],"[""Default"",""Tentacles"",""Celestial"",""HeistSkeleton"",""Oblivion""]",[],"[18079,26679,27572,16483,116]",[270],339,[],[22],[],[],1000,[],[]
176,"kinetic_blast","[1806,1810]",[],[203],[],"[""Default"",""Celestial"",""Heritage""]",[],"[18079,27572,8972,23752]",[275],339,[],[194],[],"[""NecroCultist""]",1000,[],[]
177,"reap",[1814],[124],[],[],"[""Default"",""Starfall"",""Vine""]","[559,562]","[18079,3450,41440]",[],339,[],[478],[],[],1000,[],[]
178,"double_slam","[1818,1821]",[],[],[],"[""Default""]",[],[18079],[],339,[],[558],[],[],1000,[],[]
179,"volcanic_slam","[1827,1828,1829,1830,1831,1832]",[],[],[],"[""Default""]",[],[18079],[303],339,[],"[567,571]",[],[],1000,[],[]
180,"ring_of_ice","[1817,1820]",[],"[206,0]",[28],"[""Default""]",[],[18079],[],339,[],"[568,569]",[],[],1000,[],[]
181,"escape_shot",[1916],[],[],[],"[""Default""]",[],[18079],[304],339,[],[559],[],[],1000,[],[]
182,"vaal_caustic_arrow",[],[],[],[],"[""Default""]",[],[18079],[278],339,[],[23],[],[],1000,[],[]
183,"vaal_cleave","[833,821,823,826,837]",[],[],[],"[""Default"",""DemonCleave""]",[],"[18079,34274]",[],339,[],[524],[],[],1000,[],[]
184,"charged_attack","[1839,1842,1845,1848,1851,1854,1857,1860]",[],[],[],"[""Default"",""Gloom"",""Demonic""]",[],"[18079,57905,61278]",[],339,[],[243],[],[],1000,[],[]
185,"vaal_charged_attack","[1857,1860,1863,1848,1851]",[],[],[],"[""Default"",""Gloom"",""Demonic""]",[565],"[18079,57905,61278]",[],339,[],[244],[],[],1000,[],[]
186,"flicker_strike","[1986,2604]",[135],[245],[],"[""Default"",""Vapor"",""Necro"",""Demonic"",""Breachlord""]",[],"[18079,15193,18701,61278,56473]",[],339,[],"[27,28,619]",[],[],1000,[],[]
187,"vaal_reap","[1866,1869]",[],[],[],"[""Default"",""Starfall""]","[559,562]","[18079,3450]",[],339,[],[479],[],[],1000,[],[]
188,"triggerbots",[],[],[],[],"[""Default""]",[],[18079],[],339,[],[572],[],[],1000,[],[]
189,"vaal_arctic_armour",[1872],[],[],[],"[""Default""]",[577],[18079],[],339,[],[210],[],[],1000,[],[]
190,"vaal_lightning_arrow","[1198,1203]",[],[],[],"[""Default"",""Blood"",""Divine""]",[],"[18079,50511,29263]",[284],339,[],[95],[],[],1000,[],[]
191,"vaal_ice_shot","[1292,1293,1294,1880]",[],[],[],"[""Default"",""Piety"",""Monster"",""VaalOrb"",""Skadi""]",[574],"[18079,56950,1567,3918,31535]",[214],339,[],[118],[],[],1000,[],[]
192,"mtx_coin_flip","[1883,1884]",[],[],[],"[""Innocence"",""Sin"",""Silver"",""Perandus""]",[],"[51245,48611,56408,1811]",[],339,[],[573],[],[],1000,[],[]
193,"split_arrow",[],[],[],[],"[""Default"",""Blood"",""BlueGreen"",""Verdant""]",[],"[18079,50511,22116,22421]","[287,292]",339,[],"[30,31]",[],[],1000,[],[]
194,"wave_of_conviction","[1891,1892]",[],[],[],"[""Default"",""Stygian"",""Celestial"",""RollingStorm""]",[],"[18079,39541,27572,48193]",[],339,[],[395],[],[],1000,[],[]
195,"covered_in_ash",[],[],[],[],"[""Default"",""MTXPolaricDevastation""]",[579],"[18079,58359]",[],17753,[],[],[],[],1000,[],[]
196,"covered_in_frost",[],[],[],[],"[""Default"",""MTXPolaricDevastation""]",[581],"[18079,58359]",[],17754,[],[],[],[],1000,[],[]
197,"arctic_breath","[1899,1903,1905,1906]",[],[],[],"[""Default""]",[],[18079],"[293,296,300,301]",339,[],[120],[],[],1000,[],[]
198,"smite","[1907,1911,1915]",[],[223],[],"[""Default"",""Valkyrie"",""Unholy"",""Annihilation""]","[583,585]","[18079,14117,40595,28443]",[],339,[],"[354,355]",[],[],1000,[],[]
199,"weapon_granted_firebolt",[],[],[],[],[],[],[],[305],339,[],[581],[],[],1000,[],[]
200,"weapon_granted_stormbolt",[],[],[],[],[],[],[],[306],339,[],[582],[],[],1000,[],[]
201,"weapon_granted_frostbolt",[],[],[],[],[],[],[],[307],339,[],[583],[],[],1000,[],[]
202,"weapon_granted_chaosbolt",[],[],[],[],[],[],[],[309],339,[],[584],[],[],1000,[],[]
203,"gale_strike",[1917],[],[],[],"[""Default"",""Breachlord""]",[],"[18079,56473]",[],339,[],[562],[],[],1000,[],[]
204,"charged_dash","[1921,1923,1931,1925,1927,1929]",[127],[],[],"[""Default"",""Desert""]",[],"[18079,46165]",[],339,[],[289],[],[],0,[],[]
205,"comet","[1933,1936]",[],[],[],"[""Default"",""NecroMeteor"",""DelayedImpact""]",[],"[18079,46695,50393,37417]",[],339,[],[611],[],"[""ArchnemesisStormHerald""]",0,[],[]
206,"ring_of_blades",[],[],[],[],"[""Default"",""Illusionist""]",[],"[18079,54759]",[310],339,[],[613],[],[],1000,[],[]
207,"fire_trap",[1939],[],[],[],"[""Default"",""Oblivion"",""Staff""]",[],"[18079,116,59353]",[],339,[],"[110,111,112,620]",[],[],0,[],[]
208,"consecrate",[1942],[],[],[],"[""Default""]",[],[18079],[],339,[],"[179,180]",[],[],0,[],[]
209,"frost_wall",[1943],[],[],[29],"[""Default""]",[],[18079],[],339,[],[60],[],[],0,[],[]
210,"mana_tempest","[1946,1947]",[],[],[],"[""Default""]","[586,587]",[18079],[],339,[],[623],[],[],1000,[],[]
211,"new_arctic_armour","[1992,1995,1998,2001]",[],[],[],"[""Default"",""Demon"",""Cloud"",""Invisible""]","[588,592]","[18079,33501,9108,54980]",[],339,[],[624],[],[],0,[],[]
212,"channelled_lightning",[1948],[129],[],[],"[""Default""]",[],[18079],[],339,[],[625],[],[],1000,[],[]
213,"quarterstaff_frost_wave",[1949],[],[],[],"[""Default""]",[],[18079],[],339,[],[589],[],[],1000,[],[]
214,"volcano","[1950,1951,1952]",[],[],[32],"[""Default""]",[],[18079],"[311,312]",339,[],[629],[],[],0,[],[]
215,"killing_palm","[1953,1954,1955]",[],"[230,0,0]",[],"[""Default"",""Breachlord""]",[],"[18079,56473]",[],339,[],[627],[],[],1000,[],[]
216,"shattering_palm","[1960,2517,1961,1962,1963,1964]",[],"[240,0,0]",[],"[""Default""]",[],[18079],[],339,[],"[633,836,837]",[],[],1000,[],[]
217,"meditate",[1959],[],"[236,0,0,0]",[],"[""Default""]",[],[18079],[],339,[],[626],[],[],0,[],[]
218,"new_blood_rage",[215],[],[],[],"[""Default"",""Scavenger""]",[218],"[18079,46158]",[],339,[],[631],[],[],1000,[],[]
219,"pestilent_slash","[1965,1966,1967]",[],[],[],"[""Default""]",[],[18079],[],339,[],[635],[],[],1000,[],[]
220,"ice_path",[],[],[],[],"[""Default""]",[],[18079],[313],339,[],[637],[],[],1000,[],[]
221,"shadow_thief_slash",[1973],[130],"[243,0]",[],"[""Default""]",[],[18079],[],339,[],[639],[],[],1000,[],[]
222,"plunging_blade","[1968,1969,1970]",[],[],[],"[""Default""]",[],[18079],[],339,[],[641],[],[],0,[],[]
223,"howl",[1971],[],[],[],"[""Default""]",[],[18079],[],339,[],[642],[],[],1000,[],[]
224,"spiral_volley",[],[],[],[],"[""Default""]",[],[18079],"[314,315]",339,[],[634],[],[],1000,[],[]
225,"heat_seeking_arrow",[1974],[],[],[],"[""Default""]",[],[18079],[316],339,[],[644],[],[],1000,[],[]
226,"electric_fence_arrow",[1975],[131],[],[0],"[""Default""]",[],[18079],[317],339,[],[649],[],[],1000,[],[]
227,"stone_gaze",[],"[132,0,0]",[],[],"[""Default"",""Siren"",""Ultimatum""]","[596,597,598]","[18079,42935,49826]",[],4771,[],[],[],[],1000,[],[]
228,"player_ranged_spear",[1976],[],[],[],"[""Default""]",[],[18079],[411],339,[],[651],[],[],1000,[],[]
229,"channelled_slam","[1977,1979,1981]",[],[],[],"[""Default""]",[601],[18079],[],339,[],[561],[],[],1000,[],[]
230,"frost_bomb","[1983,1984,1985]",[],[],[],"[""Default""]",[],[18079],[],339,[],[217],[],[],1000,[],[]
231,"lightning_storm","[1988,1989]",[],[247],[],"[""Default""]",[],[18079],[],339,[],[653],[],[],1000,[],[]
232,"bear_rampage","[1990,1991]",[],[],[],"[""Default""]",[],[18079],[],339,[],[650],[],[],1000,[],[]
233,"hellscape_tentacle_grab",[],[],[],[],"[""Default""]",[599],[18079],[],339,[],[513],[],[],1000,[],[]
234,"bear_slam",[2004],[],[],[],"[""Default""]",[],[18079],[],339,[],[656],[],[],1000,[],[]
235,"cast_on_shock","[2005,2006]",[],[248],[],"[""Default""]",[],[18079],[],339,[],[658],[],[],1000,[],[]
236,"cast_on_freeze","[2007,2008]",[],[249],[],"[""Default""]",[],[18079],[],339,[],[659],[],[],1000,[],[]
237,"cast_on_ignite","[2009,2010]",[],[250],[],"[""Default""]",[],[18079],[],339,[],[660],[],[],1000,[],[]
238,"cast_on_melee_kill","[2011,2012]",[],[251],[],"[""Default""]",[],[18079],[],339,[],[661],[],[],1000,[],[]
239,"cast_on_death","[2013,2014]",[],[252],[],"[""Default""]",[],[18079],[],339,[],[662],[],[],1000,[],[]
240,"cast_when_stunned","[2015,2016]",[],[253],[],"[""Default""]",[],[18079],[],339,[],[663],[],[],1000,[],[]
241,"cast_on_damage_takenCopy","[2017,2018]",[],[254],[],"[""Default""]",[],[18079],[],339,[],[664],[],[],1000,[],[]
242,"cast_on_crit","[2019,2020]",[],[255],[],"[""Default""]",[],[18079],[],339,[],"[665,666]",[],[],1000,[],[]
243,"double_slam_ancestral","[1819,1822]",[],[],[],"[""Default""]",[],[18079],[],339,[],[558],[],[],1000,[],[]
244,"disengage","[2021,2694]",[],[],[],"[""Default""]",[],[18079],[],339,[],"[528,526]",[],[],1000,[],[]
245,"barrier_invocation","[2022,2023]",[],[256],[],"[""Default""]","[708,602]",[18079],[],339,[],[667],[],[],1000,[],[]
246,"cast_on_dodge_roll","[2028,2029]",[],[259],[],"[""Default""]",[],[18079],[],339,[],[668],[],[],1000,[],[]
247,"cast_while_channelling","[2030,2031]",[],[260],[],"[""Default""]",[],[18079],[],339,[],[669],[],[],1000,[],[]
248,"cast_on_melee_stun","[2032,2033]",[],[261],[],"[""Default""]",[],[18079],[],339,[],[670],[],[],1000,[],[]
249,"stormbringer_blade","[2034,2035]",[],[],[],"[""Default""]",[],[18079],[],339,[],[587],[],[],1000,[],[]
250,"bladestorm",[2036],[],[],[33],"[""Default"",""Celestial""]",[],"[18079,27572]",[],339,[],[404],[],[],1000,[],[]
251,"shield_phalanx",[],[],[],[28],"[""Default""]",[],[18079],[],339,[],[675],[],[],1000,[],[]
252,"spinning_flail",[],[],[],[],"[""Default""]",[],[18079],[],339,[],[566],[],[],1000,[],[]
