"rownum","Id","Label","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","DamageIncrementalEffectiveness","IgnoredStats","bool"
1547,"MPSTwilightKaruiVolcanicPopcorn","","[605,488,4430]",[],[],1.5,0.1,0.0175,[],""
1548,"MPWShipwreckBossSwortar","","[488,10057,16252]","[800,2458]","[1062,0]",1,0.055,0,[],""
1549,"MPWBloodClanKina","","[488,10057,16252,2262]","[800,2458,649]","[1063,5,-40]",1,0.055,0,[],""
1550,"MPWBloodClanTrapperBearTrap","","[488,16252,2899,4400]","[800,2458,649]","[1064,5,-50]",1,0.055,0,[],""
1551,"MPWIceSpikerProjectile","","[488,4400,11881,16249,6491,4430]","[800,2458,1101]","[1065,10,40]",2.75,0.1,0.0175,[],""
1552,"MPSIceHermitSpiderProjectile","","[488,16252,4400,4430]","[2458,649]","[3,-37]",3.15,0.1,0.0175,[],""
1553,"MPSRootedHeadSpike","","[488,4430,11881,16252,2262]","[800,2458,1103]","[1066,5,30]",1.5,0.1,0.0175,[],""
1554,"MPSRootedHeadProjectile","","[488,16249,4430,11881]","[649,800,2458]","[-50,1071,5]",3,0.1,0.0175,[],""
1555,"MPSRootedRootProjectile","","[488,4430]","[800,649]","[1072,-40]",1,0.055,0,[],""
1556,"MPSCocoonLightningMortarCharged","","[488,4430,11881,16249]","[800,649]","[1073,-30]",4,0.1,0.0175,[],""
1557,"MPSCocoonLightningMortar","","[488,4430,11881,16249]","[800,649]","[1073,-30]",4,0.1,0.0175,[],""
1558,"MPWCreepingHumanVomit","","[488,16252,4430]",[800],[1067],2.1,0.1,0.0175,[],""
1559,"MPSIceCasterProjectile","","[488,4430,11881,16249]","[800,649]","[1074,-35]",2.75,0.1,0.0175,[],""
1560,"MPSIceWendigoColdHyperNova","","[488,4430,16249]","[800,3109,17886]","[1075,50,1500]",4.5,0.1,0.0175,[],""
1561,"MPWGemlingArcherBossSnipe","","[488,4430,4400,11881]",[800],[1070],1,0.055,0,[],""
1562,"MPWGemlingArcherBossSnipeAlleyOfDeath","","[488,4430,4400,11881,190]","[800,649]","[1070,2500]",1,0.055,0,[],""
1563,"MPWGemlingArcherBossIceJumpShot","","[488,11881,16252]",[800],[1069],1,0.055,0,[],""
1564,"MPWGemlingArcherBossLightningJumpShot","","[488,4430,11881]",[800],[1068],1,0.055,0,[],""
1565,"MPWGemlingArcherBossLightningArrowSpammable","","[488,4430,4400,11881]",[800],[1068],1,0.055,0,[],""
1566,"MPWCactusSpikeShots","","[488,4430,16252]",[800],[1072],1,0.055,0,[],""
1567,"MPWGinsengSpine","","[488,16252,1772]","[800,167]","[1073,9]",1,0.055,0,[],""
1568,"MPWGinsengPod","","[488,4430,2899,4400,16249,6491,11881]",[800],[1074],2.5,0.1,0.0175,[],""
1569,"MPWScientist4Snipe","","[488,4430,4400,11881]","[800,649]","[1075,-30]",1,0.055,0,[],""
1570,"MPSPrisonerBossBloodTendrils","","[488,4430,16249]",[800],[1076],2.5,0.1,0.0175,[],""
1571,"MPWPrisonerBossSpearToss","","[488,4430,4400,11881,2408,6708]",[800],[1076],1,0.055,0,[],""
1572,"MPSPrisonerBossBallistaBolt","","[488,4430,6491,5637,6708,4400]","[800,11456]","[1077,300]",1.5,0.1,0.0175,[],""
1573,"MPSScientist1FlaskProj","","[488,4430,5637,16252,11881]","[800,649,2458]","[1078,-37,3]",2.6,0.1,0.0175,[],""
1574,"MPWScientist3LightningSpear","","[488,4430,16252,11881]","[800,649,1102]","[1078,-40,60]",1,0.055,0,[],""
1575,"MPSIncenseCasterFireball","","[488,4430,5637,11881]","[800,649]","[1079,-37]",2.6,0.1,0.0175,[],""
1576,"MPWDemonFemaleRemakeSpike","","[488,4430,16252,11881]","[800,649,2458]","[1079,-37,5]",1,0.055,0,[],""
1577,"MPWMutantBirdBossSpit","","[488,4430,11881,16249,2899,5637]","[800,649,2458,17886,6713]","[1080,0,90,3000,70]",1,0.055,0,[],""
1578,"MPWMutantBirdBossSpitFlip","","[488,4430,11881,16252,2899]","[800,649,2458,17886,6713]","[1080,0,50,3000,30]",1,0.055,0,[],""
1579,"MPWGoblinSpearThrow","","[488,4430,11881,16249,5637]","[800,649,2458,17886]","[1082,-15,15,2000]",1,0.055,0,[],""
1580,"MPSGoblinMinerRockThrow","","[488,4430,11881,5637,16249]","[800,649,2458,17886,1102]","[1080,-35,10,1500,50]",2,0.1,0.0175,[],""
1581,"MPSMagmaHarpyFireToss","","[488,4430,5637,11881,16249,605,4400]","[800,649,2458,17986,166]","[1081,-35,10,4,3]",2,0.1,0.0175,[],""
1582,"MPSBlackjawFireball","","[488,4430,6708,11881,5637,2899,16249]","[800,18228]","[1082,50]",1,0.055,0,[],""
1583,"MPSBlackjaw2Fireball","","[488,4430,6708,11881,5637,2899,16249]",[800],[1082],1,0.055,0,[],""
1584,"MPSChimeraWetlandsBossFireball","","[488,4430,5637,11881,2899,10057,6708]","[800,649,2458]","[1083,-25,0]",1,0.055,0,[],""
1585,"MPWForsakenSonRubbleToss","","[488,11881,16249,4430,6491,6708,2899,12817]","[800,649,2458,17886,6713,167,1850]","[1083,0,20,2000,65,20,15]",1,0.055,0,[],""
1586,"MPSVaalConstructCannon","","[488,11881,16249,4430,6491,6708]","[800,1100,649]","[1088,40,-40]",2,0.1,0.0175,[],""
1587,"MPAVaalHumanoidCannon","","[488,11881,16249,4430,6491,6708]","[800,1100,649]","[1094,40,-40]",1,0.055,0,[],""
1588,"MPSFallenCrawlerFireProjectile","","[488,11881,4430,6708,16252]","[800,649,18228]","[1090,-40,25]",3,0.1,0.0175,[],""
1589,"MPSFallenGodDivineProjSpam","","[488,4430,6708]",[800],[1092],35,0.1,0.0175,[],""
1590,"MPSSanctumHazardProjSpam","","[488,11881,4430,6708,4400,189]","[800,1100,18228]","[1092,100,50]",35,0.1,0.0175,[],""
1591,"MPAFountainStatueBackStatue1","",[488],[800],[1089],1,0.055,0,[],""
1592,"MPAFountainStatueBackStatue2","",[488],[800],[1090],1,0.055,0,[],""
1593,"MPAFountainStatueBackStatue3","",[488],[800],[1091],1,0.055,0,[],""
1594,"MPAFountainStatueBackStatue4","",[488],[800],[1092],1,0.055,0,[],""
1595,"MPAFountainStatueBackStatue5","",[488],[800],[1093],1,0.055,0,[],""
1596,"MPSExecratusAlchemistFlask1","","[488,4430,5637,11881,16249]","[800,649,2458]","[1093,-37,3]",1,0.055,0,[],""
1597,"MPSExecratusAlchemistFlask2","","[488,4430,5637,11881,16249]","[800,649,2458]","[1094,-37,3]",1,0.055,0,[],""
1598,"MPSTwilightClericProjectile","","[488,4430,5637,11881]","[800,649]","[1095,-37]",2.6,0.1,0.0175,[],""
1599,"MPWExecratusBlackPrinceLacerate1","","[488,6708,4430,5637,4400,189]","[800,167,2475,1100]","[1095,0,15,100]",1,0.055,0,[],""
1600,"MPWExecratusBlackPrinceLacerate2","","[488,6708,4430,5637,4400,189]","[800,167,2475,1100]","[1096,0,15,100]",1,0.055,0,[],""
1601,"MPWExecratusBlackPrinceLacerate3","","[488,6708,4430,5637,4400,189]","[800,167,2475,1100]","[1097,2,35,100]",1,0.055,0,[],""
1602,"MPSHarborGuardBossShieldProj","","[488,11881]",[800],[1096],1,0.055,0,[],""
1603,"MPWMarakethWarriorBowAttack","","[854,855,11881,4430,6708,5637,10057]",[800],[1098],1,0.055,0,[],""
1604,"MPSRatKingVomitChunk","","[488,4430,5637,11881,16249]","[800,17886,2458]","[1097,3000,20]",2.5,0.1,0.0175,[],""
1605,"MPWOverheadBabyToss","","[488,6708,4430,5637,11881,16249,2899]","[800,1228]","[1099,65]",1,0.055,0,[],""
1606,"MPWBabyBowling","","[488,6708,4430,5637,11881,16249,2899]","[339,22304,1228]","[1,900,65]",1,0.055,0,[],""
1607,"MPSSolarisMonsterVomit","","[488,4430,5637,11881,16249,2899]","[800,17886,2458]","[1098,3000,22]",1,0.055,0,[],""
1608,"MPSDwarvenPipeBossRadialSmoke","","[488,2408,2899,13635]","[800,18388,1850]","[1099,30,130]",0,0.055,0,[],""
1609,"MPSDwarvenPipeBossForwardSmoke","","[488,2408,13635]","[800,169]","[1100,0]",1,0.055,0,[],""
1610,"MPSCreepyHagProjectile","","[488,6708,4430,5637,11881,192]","[800,7011,18418,649]","[1101,20,-20,-20]",3,0.1,0.0175,[],""
1611,"MPSBalbalaCoin","","[488,6708,4430,5637,11881,2899,16252]",[800],[1102],1,0.055,0,[],""
1612,"MPWKinahraChargedProjectile","","[488,11881,6708,4430,5637]","[5844,800,1102]","[1,1101,50]",1,0.055,0,[],""
1613,"MPWHuntingGroundBurrowerSpit","","[488,4430,5637,11881,2899,16252]","[800,17886,2458,649]","[1102,1850,4,-27]",1,0.055,0,[],""
1614,"MPWRitualBurrowerSpit","","[488,4430,5637,11881,2899,16252]","[800,17886,2458,649]","[1148,1850,4,-27]",1,0.055,0,[],""
1615,"MPWSpiresBurrowerSpit","","[488,4430,5637,11881,2899,16252]","[800,17886,2458]","[1130,0,3]",1,0.055,0,[],""
1616,"MPSSkeletonMancerBasicProj","","[488,6708,4430,5637,11881]","[800,649]","[1103,-30]",1,0.055,0,[],""
1617,"MPSBasicSkeletonProjectileFire","","[488,6708,4430,5637,11881]","[800,649,18228]","[1104,-30,100]",2.5,0.1,0.0175,[],""
1618,"MPSBasicSkeletonProjectileLightning","","[488,6708,4430,5637,11881]","[800,649,18229]","[1105,-30,100]",2.5,0.1,0.0175,[],""
1619,"MPSBasicSkeletonProjectileCold","","[488,6708,4430,5637,11881]","[800,649,18418]","[1106,-30,100]",2.25,0.1,0.0175,[],""
1620,"MPWFarudinCorpseStriderSpearThrow","","[488,4430,16252,11881]","[800,649,1102]","[1103,-40,60]",1,0.055,0,[],""
1621,"MPWRudjaGasGrenade","","[488,4430,5637,11881,2899,16249,18394]","[800,649,2458,18388]","[1107,-30,2,1]",1,0.055,0,[],""
1622,"MPWRudjaTarGrenade","","[488,4430,5637,11881,2899,16249,18394]","[800,649,2458,5844]","[1105,-30,2,1]",1,0.055,0,[],""
1623,"MPWRudjaTarGrenadeTriggered","","[488,4430,5637,11881,2899,16249]","[800,649,2458,5844]","[1111,-30,12,1]",1,0.055,0,[],""
1624,"MPWRudjaFlashbang","","[488,4430,5637,11881,2899,16252,18647]","[800,649,2458,5844,18427]","[1106,-30,5,1,250]",1,0.055,0,[],""
1625,"MPWRudjaFlashbangTriggeredReference","","[488,4430,5637,11881,2899,16249]","[800,649,2458,5844,18427]","[1110,-30,5,1,250]",1,0.055,0,[],""
1626,"MPWRudjaExplosiveGrenade","","[488,4430,5637,11881,2899,16249,18394]","[800,649,2458,18388]","[1104,-30,9,3]",1,0.055,0,[],""
1627,"MPWRudjaExplosiveGrenadeTargetLocationLow","","[488,4430,5637,11881,2899,18394,16252]","[800,649,2458,18388]","[1112,-30,2,1]",1,0.055,0,[],""
1628,"MPWRudjaExplosiveGrenadeTargetLocationHigh","","[488,4430,5637,11881,2899,18394,16252]","[800,649,2458,18388]","[1113,-30,2,1]",1,0.055,0,[],""
1629,"MPSCorruptedCourtGuardFireball","","[488,4430,5637,11881]","[800,649,18228]","[1107,-30,50]",3.3,0.1,0.0175,[],""
1630,"MPSHusbandMonsterCleaveBalls","","[488,4430,5637,11881,6491]","[800,649,2641]","[1108,-30,100]",7.5,0.1,0.0175,[],""
1631,"MPSSkeletonSnakeBossSoulerCoaster","","[488,4430,5637,11881,6708,16252,2899]","[800,649]","[1110,-30]",1,0.055,0,[],""
1632,"MPWInfectedMercIncendiaryBolt","","[488,4430,5637]","[800,17524,1100]","[1109,40,80]",1,0.055,0,[],""
1633,"MPSSkeletalKnightShieldProjectile","","[488,4430,5637,11881]","[800,649,2458]","[1111,-30,3]",3.5,0.1,0.0175,[],""
1634,"MPAMudBurrowerBloodProj","","[488,4430,5637,11881,2899,16252]","[800,17886,2458,17524]","[1115,3000,7,11]",1,0.055,0,[],""
1635,"MPAMudBurrowerGoopSmallBall","","[488,4430,5637,11881,2899,16252]","[800,17886,2458]","[1116,0,10]",1,0.055,0,[],""
1636,"MPAMudBurrowerGoopBigBall","","[488,4430,5637,11881,2899,16252]","[800,17886,2458]","[1117,0,3]",1,0.055,0,[],""
1637,"MPAMudBurrowerSprayProj","","[488,4430,6491,11881,2899,16252]","[800,17886,2458]","[1118,0,8]",1,0.055,0,[],""
1638,"MPACountsGuardSpike","","[488,4430,11881,16252,7905]","[800,17886,167,17524]","[1119,50,6,55]",1,0.055,0,[],""
1639,"MPABaronHumanEpicThrustProj","","[488,4430,5637,6491,18635,4400]","[800,18418,1101,2641]","[1120,500,75,100]",1,0.055,0,[],""
1640,"MPSSandGolemancerProjectile","","[488,4430,5637,11881]","[800,649]","[1113,-30]",5,0.1,0.0175,[],""
1641,"MPWDrudgeExplosiveGrenade","","[488,4430,5637,11881,2899,18394,16249,7905]","[800,649,2458,167,3109]","[1121,-30,18,1,30]",1,0.055,0,[],""
1642,"MPWTitanBossRockSpray","","[488,4430,5637,11881,16252]","[800,649]","[1122,80]",1,0.055,0,[],""
1643,"MPWTitanBossRockThrow","","[488,4430,5637,11881,16249,12817,6708]","[800,649,6713,2458,18388]","[1123,100,30,15,1]",1,0.055,0,[],""
1644,"MPSBaronBossCorruptWolfIceBreath","","[488,4430,5637,11881,16249,22477]","[800,2458,17886]","[1114,40,800]",3.15,0.1,0.0175,[],""
1645,"MPWPerennialKingGlassSpearToss","","[488,4430,11881,4400]","[800,1102]","[1125,25]",1,0.055,0,[],""
1646,"MPWPerennialKingObsidianMinigun","","[488,11881,16252]","[800,2458,17886,11456,6713,1102]","[1127,0,400,250,20,25]",1,0.055,0,[],""
1647,"MPSDoryaniHumanBossFireballPrimary","","[488,6491,4430,6708,11881,5637,18585,16249,2899]","[800,17886,18578,18639]","[1115,1,-90,-100]",1,0.055,0,[],""
1648,"MPSDoryaniHumanBossFireballSecondary","","[488,11881,16252]","[800,2458,17886,11456,6713,5844]","[1116,0,981,150,0,1]",7,0.1,0.0175,[],""
1649,"MPSDoryaniHumanBossCrystalTossLeft","","[488,4430,5637,11881,2899,16249,18394,18585,2899,7905]","[800,649,2458]","[1117,-30,13]",1,0.055,0,[],""
1650,"MPSDoryaniHumanBossCrystalTossRight","","[488,4430,5637,11881,2899,16249,18394,18585,2899,7905]","[800,649,2458]","[1117,-30,13]",1,0.055,0,[],""
1651,"MPAViperLegionnaireClawToss","","[488,6491,4430,6708,11881,16249]","[800,649]","[1128,-70]",1,0.055,0,[],""
1652,"ViperNapuatziLightningSpear","","[488,4430,6708,11881,13635]","[1102,10102,17524]","[60,10,80]",1,0.055,0,[],""
1653,"MPSVoodooKing2SpellProjectile","","[488,4430,6708,11881,5637,10057]","[800,649,2641]","[1121,-40,400]",4.5,0.1,0.0175,[],""
1654,"MPSVoodooKing3SpellProjectile","","[488,4430,6708,11881,6491,2408,10057,16249,7905]","[800,6713,2458,649,2641,167]","[1123,65,14,-38,60,2]",3.05,0.1,0.0175,[],""
1655,"MMSSummonScarabs","","[488,4430,6708,11881]",[800],[1124],1,0.055,0,[],""
1656,"MPWBalbalaKnifeSummon","","[488,4430,6708,11881,2899]","[800,649,167,2458]","[1131,-30,2,20]",1,0.055,0,[],""
1657,"MPWBalbalaPoisonKnife","","[488,4430,6708,11881,2262]","[800,2641]","[1132,80]",1,0.055,0,[],""
1658,"MPSPlagueNymphRailGun","","[488,4430,6708,11881,4400]","[800,1102,649,2641]","[1125,60,-50,-60]",3.25,0.22,0.013,[],""
1659,"MPWProcessionBowFireArrow","","[488,4430,6708,11881,4400,16249]","[800,1100,649]","[1133,70,-40]",1,0.055,0,[],""
1660,"MPSVaalHumanoidPyramidHandsGrenade","","[488,4430,5637,11881,2899,16249,18394]","[800,649,2458,17886]","[1126,-30,9,3000]",1,0.055,0,[],""
1661,"MPSVaalHumanoidShieldLegsGrenade","","[488,4430,5637,11881,2899,16249,18394]","[800,649,2458,17886,6713]","[1127,-30,20,3000,25]",1,0.055,0,[],""
1662,"MPSVaalHumanoidCannonNapalmMiniBlob","","[488,16252]","[800,167,2458,6713,166]","[1128,2,15,25,1]",1.5,0.1,0.0175,[],""
1663,"MPSUndeadMarakethPriestMagmaOrb","","[488,16252,5637,4430,6708,11881,6491,2408,10057]","[800,167,2458,6713,166]","[1129,2,15,25,3]",1.25,0.1,0.0175,[],""
1664,"MPAMudBurrowerVomitProj","","[488,4430,6491,11881,2899,16249]",[800],[1118],1,0.055,0,[],""
1665,"MPSBloodBatherFlailFireBall","","[488,4430,6491,11881,16249,2899,7905]","[800,2458,649,167]","[1130,6,-40,4]",1,0.055,0,[],""
1666,"MPSVaalStormcallerBouncingLightning","","[488,4430,11881,18394,5637,16249,7905]","[800,17886,2458,649,167]","[1131,15000,20,-50,81]",1,0.055,0,[],""
1667,"MPSCauldronCroneBasic","","[488,4430,10057]","[800,649,3109]","[1132,-30,15]",2.35,0.1,0.0175,[],""
1668,"MPSChimeraWetlandsBossLightningBreath","","[488,4430,11881,16249,4400,6708,18394]","[800,649,18656]","[1134,-20,200]",2.25,0.1,0.0175,[],""
1669,"MPSChimeraWetlandsBossChaosSpray","","[488,4430,11881,16249,6708,2899]","[800,649,17886]","[1135,-35,2000]",1,0.055,0,[],""
1670,"MPSChimeraWetlandsBossChaosSprayPillar","","[488,4430,11881,16249,6708,19094,2899]","[800,649]","[1135,0]",1,0.055,0,[],""
1671,"MPAVaalGoliathLivingCannisterCrystal","","[488,4430,5637,11881,2899,16249,18394]","[800,17886,6713]","[1134,1381,0]",1,0.055,0,[],""
1672,"MPAVaalAxeThrowerAxe","","[488,4430,5637,11881,16252]","[800,17886,6713,649]","[1135,1981,0,-40]",1,0.055,0,[],""
1673,"MPADoryaniCrabLegToss","","[488,4430,11881,2899,16252]",[800],[1136],1,0.055,0,[],""
1674,"MPSDoryaniCrabLightningCage","",[488],"[800,167,2458,6713,18229]","[1138,2,40,20,60]",6,0.1,0.0175,[],""
1675,"MPSDoryaniCrabLightningCageCorrupt","",[488],"[800,167,2458,6713,18229]","[1138,2,40,20,60]",7.5,0.1,0.0175,[],""
1676,"ViperNapuatziLightningSpearSecondary","",[488],"[800,1102,10102,167]","[1137,60,200,3]",1,0.055,0,"[1102,10102,13635]",""
1677,"MPSTheTrialMasterFireProjectile","","[488,4430,5637,11881,16249]",[800],[1348],3,0.1,0.0175,[],""
1678,"MPSTheTrialMasterColdProjectile","","[488,4430,5637,11881,16249]",[800],[1349],3,0.1,0.0175,[],""
1679,"MPSTheTrialMasterLightningProjectile","","[488,4430,5637,11881,16249]",[800],[1350],3,0.1,0.0175,[],""
1680,"SilentSpiresApparitionThrowLightning","","[488,4430,11881]","[5635,5636,17524,1299,5634]","[250,1000,65,11,5]",1,0.1,0.0175,[],""
1681,"SilentSpiresApparitionThrowLightningLeft","","[488,4430,11881]","[5635,5636,17524,1299,5634]","[250,1000,65,11,5]",1,0.1,0.0175,[],""
1682,"MPSSilentSpiresApparitionPortalBallLightningLeft","","[488,6491,4430,6708,18867]","[800,11456,3109,2458]","[1352,300,35,3]",4.5,0.1,0.0175,[],""
1683,"MPSSilentSpiresApparitionTemporalChainsLightning","","[488,4430,6708,2899]",[800],[1353],1,0.1,0.0175,[],""
1684,"MPSSilentSpiresApparitionPortalBallLightningSingle","","[488,6491,4430,18867]","[800,11456,3109,2458]","[1352,300,35,3]",4.5,0.1,0.0175,[],""
1685,"SOSilentSpiresApparitionElipticalOrbitBall","",[],[],[],1,0.1,0.0175,[],""
1686,"MPSViperNapuatziPoisonSpray","","[488,2262,16249]","[800,2458]","[1357,4]",3,0.1,0.0175,[],""
1687,"MPSTheTrialMasterOmegaBolt","","[488,6491,4430,6708]","[800,6477,10173]","[1358,300,30]",6,0.1,0.0175,[],""
1688,"MPSTheTrialMasterOmegaBoltTriggered","","[488,6491,4430,6708]","[800,6477,10173]","[1358,300,30]",4,0.1,0.0175,[],""
1689,"MPSBreachEliteFallenLunarisMonsterChaosSpark","","[488,4430,5637,11881,16249,18394,7905]","[800,167,2458]","[1360,5,12]",3.25,0.1,0.0175,[],""
1690,"MPWScorpionBossPoisonSpray","","[488,2262,4430,6708,16252,19085,2408]","[800,2458]","[1138,6]",1,0.055,0,[],""
1691,"MPSBreachEliteBoneProjectile","","[488,4430,5637,11881]","[800,649]","[1361,-30]",3,0.1,0.0175,[],""
1692,"MPSBreachElitePaleEliteSpiritBomb","","[488,6491,4430,6708,2899,18635,18622]","[800,11456,5844]","[1362,300,1]",1,0.055,0,[],""
1693,"MPSBreachBossFlickProjectile","","[488,4430,5637,11881,16249,4400]",[800],[1364],1,0.055,0,[],""
1694,"MPSDemonClawBossFireball","","[488,11881,10057,5637,6708,6491,19085,4430,2899]",[800],[1365],1,0.1,0.0175,[],""
1695,"MPSDemonClawBossWingBombMega","","[488,11881,10057,4430,5637,6708]",[800],[1366],1,0.1,0.0175,[],""
1696,"MPSDemonClawBossWingBombsMini","","[488,11881,10057]","[800,11456]","[1367,250]",4.5,0.1,0.0175,[],""
1697,"MPSViperNapuatziProjectileBarrage","","[488,4430,6708,2262,7905]","[800,167,649]","[1038,10,-20]",3,0.1,0.0175,[],""
1698,"MPSBreachBossTulProjectile","","[488,4430,6708]",[800],[1368],4.5,0.1,0.0175,[],""
1699,"MPSBreachBossMultiFlick","","[488,4430,6708,16252,17249]","[800,649,17886]","[1369,-20,1]",15,0.1,0.0175,[],""
1700,"MPSChaosGodTriHeadLizardBasicProjectile","","[488,4430,5637,11881,16252,7905]","[800,649,167,2458,3109]","[1370,-30,2,16,10]",3,0.1,0.0175,[],""
1701,"MPWScorpionBossPoisonDartTrap","","[488,2262,18867,6708,4430]","[800,11456]","[1143,250]",1,0.055,0,[],""
1702,"MPWSanctumDartTrap","","[488,2262,18867,6708,4430]","[800,11456]","[1143,250]",1,0.055,0,[],""
1703,"MPSRattlecageVolcano","","[488,11881,10057,5637,4430,13261,16252,2408]",[800],[1371],4.5,0.1,0.0175,[],""
1704,"MPSChimeraWetlandsBossFireballPillar","","[488,11881,4430,5637,6708,2408,7905,16252,6708,2899]",[800],[1372],1,0.055,0,[],""
1705,"MPSTheTrialMasterOmegaBoltNormal","","[488,6491,4430,6708]","[800,6477,10173]","[1358,300,30]",6,0.1,0.0175,[],""
1706,"MPSBreachBossHeadFireball","","[488,4430,6708,16249,2899]",[800],[1373],1,0.055,0,[],""
1707,"MPSUltimatumTurretFireProjectile","","[488,6491,4430,6708]","[800,18228]","[1374,200]",3,0.1,0.0175,[],""
1708,"MPSRattlecageVolcanoNova","","[488,11881,10057,5637,4430,13261,1772,16249,2408]","[800,167,6713]","[1371,9,80]",4.5,0.1,0.0175,[],""
1709,"GSSilentSpiresApparitionTemporalChainsLightningImpact","","[605,11881,488]",[],[],9,0.1,0.0175,[],""
1710,"MPSShrineCold","","[488,4430,5637,11881,16249,7905,6708]","[800,17608]","[1375,200]",4,0.1,0.0175,[],""
1711,"MPSShrineColdPlayer","","[488,4430,5637,11881,16249,7905,6708]","[800,17608]","[1375,200]",1,0.1,0.04,[],""
1712,"MPSDemonClawBossPulsingBall","","[488,10057,18867,2408,1772]","[800,167,11456]","[1376,59,250]",10,0.1,0.0175,[],""
1713,"MPWMonsterLightningArrow","","[488,4430,6708,11881,16249,2899]","[800,1102,649,18229]","[1145,70,-40,100]",1,0.055,0,[],""
1714,"MPWTriHeadLizardPosionSpray","","[488,4430,5637,11881,2899,16249,18394,13635,4400,2899]","[800,649,2458,18388]","[1146,-30,2,1]",1,0.055,0,[],""
1715,"MPWBreachBatSpineProjectile","","[488,4430,5637,11881,16249,7905,6708,2899]","[800,649,2458,18388,3109]","[1147,-30,7,4,20]",1,0.055,0,[],""
1716,"MPSMonsterModBombardier","","[488,11881,2408,2408,2899,8812]","[800,17886,21183]","[1379,2000,75]",2,0.1,0.0175,[],""
1717,"MPSUltimatumTurretLightningProjectile","","[488,6491,4430,6708]","[800,18229]","[1380,200]",3,0.1,0.0175,[],""
1718,"MPSUltimatumTurretLightningProjectileUpgraded","","[488,6491,4430,6708]","[800,167,3109,18229]","[1380,4,20,200]",3,0.1,0.0175,[],""
1719,"MPSUltimatumTurretFireballPrimary","","[488,6491,4430,6708,11881,5637,16249,2899]","[800,17886,6713]","[1381,450,25]",1,0.055,0,[],""
1720,"MPSUltimatumTurretFireballSecondary","","[488,11881,16252]","[800,2458,17886,11456,6713,5844]","[1382,0,981,150,0,1]",4.5,0.1,0.0175,[],""
1721,"MPSDruidicFungusZombieTreeHollowProjectile","","[488,11881,10057,4430,5637,6708,6491,16249,18647,18394,2408,7905,19085,18867,2408,2899]","[800,2458,3109]","[1383,15,15]",1,0.055,0,[],""
1722,"MPSDruidicFungusZombieTreeHollowBarrage","","[488,11881,10057,4430,5637,6708,6491,16249,18647,18394,2408,19085,18867,2408,2899,7905]","[800,2458,3109,167]","[1383,25,100,7]",1,0.055,0,[],""
1723,"MPWBreachBossSpiderWeb","","[488,11881,16252,6491,4430,6708,19094]","[800,2458,17886,11456,6713,5844]","[1149,0,981,150,0,1]",1,0.055,0,[],""
1724,"MPSColdEssenceProjectileNova","","[488,6708,4430,11881,18867,1772]","[167,800,2052]","[50,1385,70]",5,0.1,0.0175,[],""
1725,"MPSColdEssenceDeliveryProjectile","","[488,11881,10057,4430,5637,6708,6491,16252,18647,18394,2408,7905,19085,18867,2408,2899]",[800],[1386],3,0.1,0.0175,[],""
1726,"MPSSanctumHazardPortalProjectile","","[488,6491,4430,6708]","[800,11456]","[1387,300]",4,0.1,0.0175,[],""
1727,"MPWBlackStriderWebProjectile","","[488,11881,16252,6491,4430,6708,2899]","[800,17886]","[1150,1500]",1,0.055,0,[],""
1728,"MPWBlackStriderWebProjectileSanctum","","[488,11881,16252,6491,4430,6708,7905]","[800,17886,167,2458]","[1151,1300,3,20]",1,0.055,0,[],""
1729,"MPSAttributeEssenceCrystalProj","","[488,4430,6708,11881,2899]","[800,649]","[1152,-30]",1.3,0.1,0.0175,[],""
1730,"MPSTheTrialMasterOmegaBoltTimeStop","","[488,6491,4430,6708]","[800,6477,10173]","[1358,300,30]",6,0.1,0.0175,[],""
1731,"MPSSanctumShellMonsterVolcano","","[488,11881,10057,5637,4430,13261,16252,2408]",[800],[1388],2,0.1,0.0175,[],""
1732,"MPSAncestralTotemSpiritSoulCasterProjectile","","[488,4430,6708]","[800,649]","[1389,-40]",1,0.055,0,[],""
1733,"MPSOmnitectTurretProj","","[488,11881,10057,4430,5637,6708,6491,16249,16252,18647,18394,2408,7905,19085,18867,2408,12817,2899]",[800],[1390],1,0.055,0,[],""
1734,"MPWHellscapePaleBossSnipe","","[488,4430,6708,11881,6491,2899,18635,18622]","[800,17524,5844]","[155,40,1]",1,0.055,0,[],""
1735,"MPWHellscapePaleBossAxeToss","","[488,6491,4430,6708,11881,16249,2899]","[800,5844,3109,2458]","[154,1,5,5]",1,0.055,0,[],""
1736,"MPWHellscapePaleBossAxeToss2","","[488,6491,4430,6708,11881,16249,2899]","[800,5844,3109,2458]","[156,1,5,10]",1,0.055,0,[],""
1737,"MPSSanctumWispProj","","[6708,4430,488]","[800,649]","[1393,-45]",1,0.391,0.0127,[],""
1738,"MPWSpiresBurrowerSpitSanctum","","[488,4430,5637,11881,2899,16252]","[800,17886,2458]","[1154,0,3]",1,0.055,0,[],""
1739,"MPSStrongboxChaosProjectile","","[488,4430,5637,11881,7905,17944]","[800,649,17886]","[1394,-30,0]",2.3,0.1,0.0175,[],""
1740,"MPSHellscapeDemonVolcano","","[488,11881,10057,5637,4430,13261,2408]","[800,1100,21307,21183,17886]","[1395,80,10,65,1825]",3.2,0.1,0.0175,[],""
1741,"MPSVoodooKing3EmergeBomb","","[488,16252,2899]","[800,5844]","[1406,1]",1,0.055,0,[],""
