"rownum","Id","ItemClass","Width","Height","Name","InheritsFrom","DropLevel","FlavourText","Implicit_Mods","SizeOnGround","SoundEffect","Tags","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItem","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemType","bool","UncutGemSoundEffect","rid","bool","TradeMarketCategory","Unmodifiable","Achievement","ShopTag","rid"
761,"Metadata/Items/PantheonSouls/PantheonSoulBrineKingUpgrade1",48,1,1,"Captured Soul of Puruna, the Challenger","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1509,[],1,"",[],37,0,9601,448856298,[],"","","",[],[],"","","","","","","",[],"",""
762,"Metadata/Items/PantheonSouls/PantheonSoulBrineKingUpgrade2",48,1,1,"Captured Soul of Captain Tanner Lightfoot","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1510,[],1,"",[],37,0,9601,3183585291,[],"","","",[],[],"","","","","","","",[],"",""
763,"Metadata/Items/PantheonSouls/PantheonSoulBrineKingUpgrade3",48,1,1,"Captured Soul of Pirate Treasure","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1511,[],1,"",[],37,0,9601,3343996674,[],"","","",[],[],"","","","","","","",[],"",""
764,"Metadata/Items/PantheonSouls/PantheonSoulArakaaliUpgrade1",48,1,1,"Captured Soul of Maligaro the Mutilator","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1512,[],1,"",[],37,0,9601,3452591725,[],"","","",[],[],"","","","","","","",[],"",""
765,"Metadata/Items/PantheonSouls/PantheonSoulArakaaliUpgrade2",48,1,1,"Captured Soul of Hybrid Widow","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1513,[],1,"",[],37,0,9601,2604735603,[],"","","",[],[],"","","","","","","",[],"",""
766,"Metadata/Items/PantheonSouls/PantheonSoulArakaaliUpgrade3",48,1,1,"Captured Soul of Queen of the Great Tangle","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1514,[],1,"",[],37,0,9601,4032534771,[],"","","",[],[],"","","","","","","",[],"",""
767,"Metadata/Items/PantheonSouls/PantheonSoulSolarisUpgrade1",48,1,1,"Captured Soul of a Redblade Warlord","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1515,[],1,"",[],37,0,9601,635870834,[],"","","",[],[],"","","","","","","",[],"",""
768,"Metadata/Items/PantheonSouls/PantheonSoulSolarisUpgrade2",48,1,1,"Captured Soul of The Infernal King","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1516,[],1,"",[],37,0,9601,3720722680,[],"","","",[],[],"","","","","","","",[],"",""
769,"Metadata/Items/PantheonSouls/PantheonSoulSolarisUpgrade3",48,1,1,"Captured Soul of Jorus, Sky's Edge","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1517,[],1,"",[],37,0,9601,3377952965,[],"","","",[],[],"","","","","","","",[],"",""
770,"Metadata/Items/PantheonSouls/PantheonSoulLunarisUpgrade1",48,1,1,"Captured Soul of Sebbert, Crescent's Point","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1518,[],1,"",[],37,0,9601,308318176,[],"","","",[],[],"","","","","","","",[],"",""
771,"Metadata/Items/PantheonSouls/PantheonSoulLunarisUpgrade2",48,1,1,"Captured Soul of Khor, Sister of Shadows","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1519,[],1,"",[],37,0,9601,2279471935,[],"","","",[],[],"","","","","","","",[],"",""
772,"Metadata/Items/PantheonSouls/PantheonSoulLunarisUpgrade3",48,1,1,"Captured Soul of Captain Clayborne, The Accursed","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1520,[],1,"",[],37,0,9601,1893486071,[],"","","",[],[],"","","","","","","",[],"",""
773,"Metadata/Items/PantheonSouls/PantheonSoulAbberathUpgrade1",48,1,1,"Captured Soul of Megaera","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1521,[],1,"",[],37,0,9601,1242681061,[],"","","",[],[],"","","","","","","",[],"",""
774,"Metadata/Items/PantheonSouls/PantheonSoulGruthkulUpgrade1",48,1,1,"Captured Soul of Erebix, Light's Bane","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1522,[],1,"",[],37,0,9601,780274500,[],"","","",[],[],"","","","","","","",[],"",""
775,"Metadata/Items/PantheonSouls/PantheonSoulYugulUpgrade1",48,1,1,"Captured Soul of Varhesh, Shimmering Aberration","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1523,[],1,"",[],37,0,9601,514819349,[],"","","",[],[],"","","","","","","",[],"",""
776,"Metadata/Items/PantheonSouls/PantheonSoulShakariUpgrade1",48,1,1,"Captured Soul of Terror of the Infinite Drifts","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1524,[],1,"",[],37,0,9601,2137873572,[],"","","",[],[],"","","","","","","",[],"",""
777,"Metadata/Items/PantheonSouls/PantheonSoulTukohamaUpgrade1",48,1,1,"Captured Soul of Tahsin, Warmaker","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1525,[],1,"",[],37,0,9601,1830137699,[],"","","",[],[],"","","","","","","",[],"",""
778,"Metadata/Items/PantheonSouls/PantheonSoulRalakeshUpgrade1",48,1,1,"Captured Soul of Drek, Apex Hunter","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1526,[],1,"",[],37,0,9601,3115712527,[],"","","",[],[],"","","","","","","",[],"",""
779,"Metadata/Items/PantheonSouls/PantheonSoulGarukhanUpgrade1",48,1,1,"Captured Soul of Stalker of the Endless Dunes","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1527,[],1,"",[],37,0,9601,2861547496,[],"","","",[],[],"","","","","","","",[],"",""
780,"Metadata/Items/PantheonSouls/PantheonSoulRyslathaUpgrade1",48,1,1,"Captured Soul of Gorulis, Will-Thief","Metadata/Items/PantheonSouls/AbstactPantheonSoul",1,1528,[],1,"",[],37,0,9601,213534243,[],"","","",[],[],"","","","","","","",[],"",""
781,"Metadata/Items/UniqueFragments/FragmentUniqueShield1_1",49,1,2,"Archon Kite Shield Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],16,1,12339,551647751,[],"","","",[],[],"","","","","","","",[],"",""
782,"Metadata/Items/UniqueFragments/FragmentUniqueShield1_2",49,1,2,"Archon Kite Shield Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],16,1,12340,3367253023,[],"","","",[],[],"","","","","","","",[],"",""
783,"Metadata/Items/UniqueFragments/FragmentUniqueShield1_3",49,1,1,"Archon Kite Shield Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],16,1,12341,84555036,[],"","","",[],[],"","","","","","","",[],"",""
784,"Metadata/Items/UniqueFragments/FragmentUniqueShield1_4",49,1,1,"Archon Kite Shield Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],16,1,12342,1071856758,[],"","","",[],[],"","","","","","","",[],"",""
785,"Metadata/Items/UniqueFragments/FragmentUniqueSword1_1",49,1,2,"Legion Sword Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],16,1,12343,2565557268,[],"","","",[],[],"","","","","","","",[],"",""
786,"Metadata/Items/UniqueFragments/FragmentUniqueSword1_2",49,1,2,"Legion Sword Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],16,1,12344,3701409560,[],"","","",[],[],"","","","","","","",[],"",""
787,"Metadata/Items/UniqueFragments/FragmentUniqueSword1_3",49,2,1,"Legion Sword Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],16,1,12345,3536276436,[],"","","",[],[],"","","","","","","",[],"",""
788,"Metadata/Items/UniqueFragments/FragmentUniqueStaff1_1",49,1,2,"Imperial Staff Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],16,1,12346,3530226379,[],"","","",[],[],"","","","","","","",[],"",""
789,"Metadata/Items/UniqueFragments/FragmentUniqueStaff1_2",49,1,2,"Imperial Staff Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],16,1,12347,1211648201,[],"","","",[],[],"","","","","","","",[],"",""
790,"Metadata/Items/UniqueFragments/FragmentUniqueStaff1_3",49,2,2,"Imperial Staff Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],16,1,12348,1510461252,[],"","","",[],[],"","","","","","","",[],"",""
791,"Metadata/Items/UniqueFragments/FragmentUniqueBelt1_1",49,1,1,"Cloth Belt Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],16,1,12349,3169121302,[],"","","",[],[],"","","","","","","",[],"",""
792,"Metadata/Items/UniqueFragments/FragmentUniqueBelt1_2",49,1,1,"Cloth Belt Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],16,1,12350,2181466670,[],"","","",[],[],"","","","","","","",[],"",""
793,"Metadata/Items/UniqueFragments/FragmentUniqueQuiver1_1",49,1,2,"Blunt Arrow Quiver Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],16,1,12351,2946949813,[],"","","",[],[],"","","","","","","",[],"",""
794,"Metadata/Items/UniqueFragments/FragmentUniqueQuiver1_2",49,1,2,"Blunt Arrow Quiver Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],16,1,12352,1698858199,[],"","","",[],[],"","","","","","","",[],"",""
795,"Metadata/Items/UniqueFragments/FragmentUniqueQuiver1_3",49,2,1,"Blunt Arrow Quiver Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],16,1,12353,739370308,[],"","","",[],[],"","","","","","","",[],"",""
796,"Metadata/Items/UniqueFragments/FragmentUniqueHelmet1_1",49,1,1,"Callous Mask Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],16,1,12354,4041624523,[],"","","",[],[],"","","","","","","",[],"",""
797,"Metadata/Items/UniqueFragments/FragmentUniqueHelmet1_2",49,1,1,"Callous Mask Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],16,1,12355,2617438036,[],"","","",[],[],"","","","","","","",[],"",""
798,"Metadata/Items/UniqueFragments/FragmentUniqueHelmet1_3",49,2,1,"Callous Mask Piece","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,"",[],1,"",[],16,1,12356,2668773161,[],"","","",[],[],"","","","","","","",[],"",""
799,"Metadata/Items/UniqueFragments/FragmentUniqueMap26_1",49,1,2,"Ultimatum Aspect","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,1850,[],1,"",[],16,1,13591,373911498,[],"","","",[],[],"","","","","","","",[],"",""
800,"Metadata/Items/UniqueFragments/FragmentUniqueMap26_2",49,3,1,"Ultimatum Aspect","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,1851,[],1,"",[],16,1,13592,1542143971,[],"","","",[],[],"","","","","","","",[],"",""
801,"Metadata/Items/UniqueFragments/FragmentUniqueMap26_3",49,1,2,"Ultimatum Aspect","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,1852,[],1,"",[],16,1,13593,3975135517,[],"","","",[],[],"","","","","","","",[],"",""
802,"Metadata/Items/UniqueFragments/FragmentUniqueMap26_4",49,1,2,"Ultimatum Aspect","Metadata/Items/UniqueFragments/AbstractUniqueFragment",1,1853,[],1,"",[],16,1,13594,3703052968,[],"","","",[],[],"","","","","","","",[],"",""
803,"Metadata/Items/Scarabs/ScarabBreach1",38,1,1,"Rusted Breach Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1854,[],1,"",[350],37,1,12763,2828660876,[7816],"","","",[],[],"","","","","",44,"",[],"",""
804,"Metadata/Items/Scarabs/ScarabBreach2",38,1,1,"Polished Breach Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1855,[],1,"",[415],37,1,12764,4045311231,[7816],"","","",[],[],"","","","","",44,"",[],"",""
805,"Metadata/Items/Scarabs/ScarabBreach3",38,1,1,"Gilded Breach Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1856,[],1,"",[416],37,1,12765,1852577551,[9011],"","","",[],[],"","","","","",44,"",[],"",""
806,"Metadata/Items/Scarabs/ScarabBreach4",38,1,1,"Winged Breach Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1857,[],1,"",[571],37,1,12766,2503960683,[7816],"","","",[],[],"","","","","",44,"",[],"",""
807,"Metadata/Items/Scarabs/ScarabMaps1",38,1,1,"Rusted Cartography Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1858,[],1,"",[350],37,1,12767,1475703120,[7816],"","","",[],[],"","","","","",44,"",[],"",""
808,"Metadata/Items/Scarabs/ScarabMaps2",38,1,1,"Polished Cartography Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1859,[],1,"",[415],37,1,12768,434998594,[7816],"","","",[],[],"","","","","",44,"",[],"",""
809,"Metadata/Items/Scarabs/ScarabMaps3",38,1,1,"Gilded Cartography Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1860,[],1,"",[416],37,1,12769,1735534125,[9011],"","","",[],[],"","","","","",44,"",[],"",""
810,"Metadata/Items/Scarabs/ScarabMaps4",38,1,1,"Winged Cartography Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1861,[],1,"",[571],37,1,12770,2638492759,[7816],"","","",[],[],"","","","","",44,"",[],"",""
811,"Metadata/Items/Scarabs/ScarabUniques1",38,1,1,"Rusted Reliquary Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1862,[],1,"",[350],37,1,12771,4180663912,[7816],"","","",[],[],"","","","","",44,"",[],"",""
812,"Metadata/Items/Scarabs/ScarabUniques2",38,1,1,"Polished Reliquary Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1863,[],1,"",[415],37,1,12772,2394835828,[7816],"","","",[],[],"","","","","",44,"",[],"",""
813,"Metadata/Items/Scarabs/ScarabUniques3",38,1,1,"Gilded Reliquary Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1864,[],1,"",[416],37,1,12773,3579711764,[9011],"","","",[],[],"","","","","",44,"",[],"",""
814,"Metadata/Items/Scarabs/ScarabUniques4",38,1,1,"Winged Reliquary Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1865,[],1,"",[571],37,1,12774,1869871731,[7816],"","","",[],[],"","","","","",44,"",[],"",""
815,"Metadata/Items/Scarabs/ScarabBeasts1",38,1,1,"Rusted Bestiary Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1866,[],1,"",[350],37,1,12775,1527258300,[7816],"","","",[],[],"","","","","",44,"",[],"",""
816,"Metadata/Items/Scarabs/ScarabBeasts2",38,1,1,"Polished Bestiary Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1867,[],1,"",[415],37,1,12776,517193820,[7816],"","","",[],[],"","","","","",44,"",[],"",""
817,"Metadata/Items/Scarabs/ScarabBeasts3",38,1,1,"Gilded Bestiary Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1868,[],1,"",[416],37,1,12777,3017244210,[9011],"","","",[],[],"","","","","",44,"",[],"",""
818,"Metadata/Items/Scarabs/ScarabBeasts4",38,1,1,"Winged Bestiary Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1869,[],1,"",[571],37,1,12778,3135910868,[7816],"","","",[],[],"","","","","",44,"",[],"",""
819,"Metadata/Items/Scarabs/ScarabBeasts4a",38,1,1,"Farric Lure","Metadata/Items/MapFragments/AbstractMapFragment",1,"",[],1,"",[],37,2,12779,3778468667,[],"","","",[],[],"","","","","","","",[],"",""
820,"Metadata/Items/Scarabs/ScarabBeasts4b",38,1,1,"Saqawine Lure","Metadata/Items/MapFragments/AbstractMapFragment",1,"",[],1,"",[],37,2,12780,3776320287,[],"","","",[],[],"","","","","","","",[],"",""
821,"Metadata/Items/Scarabs/ScarabBeasts4c",38,1,1,"Fenumal Lure","Metadata/Items/MapFragments/AbstractMapFragment",1,"",[],1,"",[],37,2,12781,3448603914,[],"","","",[],[],"","","","","","","",[],"",""
822,"Metadata/Items/Scarabs/ScarabBeasts4d",38,1,1,"Craicic Lure","Metadata/Items/MapFragments/AbstractMapFragment",1,"",[],1,"",[],37,2,12782,3868069932,[],"","","",[],[],"","","","","","","",[],"",""
823,"Metadata/Items/Scarabs/ScarabShaperRares1",38,1,1,"Rusted Shaper Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1874,[],1,"",[350],37,1,12783,2759672957,[7816],"","","",[],[],"","","","","",44,"",[],"",""
824,"Metadata/Items/Scarabs/ScarabShaperRares2",38,1,1,"Polished Shaper Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1875,[],1,"",[415],37,1,12784,290803319,[7816],"","","",[],[],"","","","","",44,"",[],"",""
825,"Metadata/Items/Scarabs/ScarabShaperRares3",38,1,1,"Gilded Shaper Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1876,[],1,"",[416],37,1,12785,3333704415,[9011],"","","",[],[],"","","","","",44,"",[],"",""
826,"Metadata/Items/Scarabs/ScarabShaperRares4",38,1,1,"Winged Shaper Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1877,[],1,"",[571],37,1,12786,2752122400,[7816],"","","",[],[],"","","","","",44,"",[],"",""
827,"Metadata/Items/Scarabs/ScarabElderRares1",38,1,1,"Rusted Elder Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1878,[],1,"",[350],37,1,12787,3083175856,[7816],"","","",[],[],"","","","","",44,"",[],"",""
828,"Metadata/Items/Scarabs/ScarabElderRares2",38,1,1,"Polished Elder Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1879,[],1,"",[415],37,1,12788,346805138,[7816],"","","",[],[],"","","","","",44,"",[],"",""
829,"Metadata/Items/Scarabs/ScarabElderRares3",38,1,1,"Gilded Elder Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1880,[],1,"",[416],37,1,12789,2002518054,[9011],"","","",[],[],"","","","","",44,"",[],"",""
830,"Metadata/Items/Scarabs/ScarabElderRares4",38,1,1,"Winged Elder Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1881,[],1,"",[571],37,1,12790,3481596454,[7816],"","","",[],[],"","","","","",44,"",[],"",""
831,"Metadata/Items/Scarabs/ScarabSulphite1",38,1,1,"Rusted Sulphite Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1882,[],1,"",[350],37,1,12791,100944928,[7816],"","","",[],[],"","","","","",44,"",[],"",""
832,"Metadata/Items/Scarabs/ScarabSulphite2",38,1,1,"Polished Sulphite Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1883,[],1,"",[415],37,1,12792,3312335425,[7816],"","","",[],[],"","","","","",44,"",[],"",""
833,"Metadata/Items/Scarabs/ScarabSulphite3",38,1,1,"Gilded Sulphite Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1884,[],1,"",[416],37,1,12793,2994167958,[9011],"","","",[],[],"","","","","",44,"",[],"",""
834,"Metadata/Items/Scarabs/ScarabSulphite4",38,1,1,"Winged Sulphite Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1885,[],1,"",[571],37,1,12794,1494475150,[7816],"","","",[],[],"","","","","",44,"",[],"",""
835,"Metadata/Items/Scarabs/ScarabDivinationCards1",38,1,1,"Rusted Divination Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1886,[],1,"",[350],37,1,12795,2134991013,[7816],"","","",[],[],"","","","","",44,"",[],"",""
836,"Metadata/Items/Scarabs/ScarabDivinationCards2",38,1,1,"Polished Divination Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1887,[],1,"",[415],37,1,12796,3659869182,[7816],"","","",[],[],"","","","","",44,"",[],"",""
837,"Metadata/Items/Scarabs/ScarabDivinationCards3",38,1,1,"Gilded Divination Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1888,[],1,"",[416],37,1,12797,2953499604,[9011],"","","",[],[],"","","","","",44,"",[],"",""
838,"Metadata/Items/Scarabs/ScarabDivinationCards4",38,1,1,"Winged Divination Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1889,[],1,"",[571],37,1,12798,3258062597,[7816],"","","",[],[],"","","","","",44,"",[],"",""
839,"Metadata/Items/Scarabs/ScarabTorment1",38,1,1,"Rusted Torment Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1890,[],1,"",[350],37,1,12799,4053109625,[7816],"","","",[],[],"","","","","",44,"",[],"",""
840,"Metadata/Items/Scarabs/ScarabTorment2",38,1,1,"Polished Torment Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1891,[],1,"",[415],37,1,12800,2635441341,[7816],"","","",[],[],"","","","","",44,"",[],"",""
841,"Metadata/Items/Scarabs/ScarabTorment3",38,1,1,"Gilded Torment Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1892,[],1,"",[416],37,1,12801,3900273700,[9011],"","","",[],[],"","","","","",44,"",[],"",""
842,"Metadata/Items/Scarabs/ScarabTorment4",38,1,1,"Winged Torment Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1893,[],1,"",[571],37,1,12802,3379398734,[7816],"","","",[],[],"","","","","",44,"",[],"",""
843,"Metadata/Items/Scarabs/ScarabStrongbox1",38,1,1,"Rusted Ambush Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1894,[],1,"",[350],37,1,12803,1852474439,[7816],"","","",[],[],"","","","","",44,"",[],"",""
844,"Metadata/Items/Scarabs/ScarabStrongbox2",38,1,1,"Polished Ambush Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1895,[],1,"",[415],37,1,12804,3831458278,[7816],"","","",[],[],"","","","","",44,"",[],"",""
845,"Metadata/Items/Scarabs/ScarabStrongbox3",38,1,1,"Gilded Ambush Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1896,[],1,"",[416],37,1,12805,1123220903,[9011],"","","",[],[],"","","","","",44,"",[],"",""
846,"Metadata/Items/Scarabs/ScarabStrongbox4",38,1,1,"Winged Ambush Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1897,[],1,"",[571],37,1,12806,219495073,[7816],"","","",[],[],"","","","","",44,"",[],"",""
847,"Metadata/Items/Scarabs/ScarabHarbinger1",38,1,1,"Rusted Harbinger Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1898,[],1,"",[350],37,1,12807,2601955037,[7816],"","","",[],[],"","","","","",44,"",[],"",""
848,"Metadata/Items/Scarabs/ScarabHarbinger2",38,1,1,"Polished Harbinger Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1899,[],1,"",[415],37,1,12808,3492163621,[7816],"","","",[],[],"","","","","",44,"",[],"",""
849,"Metadata/Items/Scarabs/ScarabHarbinger3",38,1,1,"Gilded Harbinger Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1900,[],1,"",[416],37,1,12809,2898762159,[9011],"","","",[],[],"","","","","",44,"",[],"",""
850,"Metadata/Items/Scarabs/ScarabHarbinger4",38,1,1,"Winged Harbinger Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1901,[],1,"",[571],37,1,12810,534265834,[7816],"","","",[],[],"","","","","",44,"",[],"",""
851,"Metadata/Items/Scarabs/ScarabPerandus1",38,1,1,"Rusted Expedition Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1902,[],1,"",[350],37,1,12811,1003231020,[7816],"","","",[],[],"","","","","",44,"",[],"",""
852,"Metadata/Items/Scarabs/ScarabPerandus2",38,1,1,"Polished Expedition Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1903,[],1,"",[415],37,1,12812,4207271470,[7816],"","","",[],[],"","","","","",44,"",[],"",""
853,"Metadata/Items/Scarabs/ScarabPerandus3",38,1,1,"Gilded Expedition Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1904,[],1,"",[416],37,1,12813,2361086595,[9011],"","","",[],[],"","","","","",44,"",[],"",""
854,"Metadata/Items/Scarabs/ScarabPerandus4",38,1,1,"Winged Expedition Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1905,[],1,"",[571],37,1,12814,1203459518,[7816],"","","",[],[],"","","","","",44,"",[],"",""
855,"Metadata/Items/Scarabs/ScarabLegion1",38,1,1,"Rusted Legion Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1906,[],1,"",[350],37,1,12815,831149091,[7816],"","","",[],[],"","","","","",44,"",[],"",""
856,"Metadata/Items/Scarabs/ScarabLegion2",38,1,1,"Polished Legion Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1907,[],1,"",[415],37,1,12816,1551797173,[7816],"","","",[],[],"","","","","",44,"",[],"",""
857,"Metadata/Items/Scarabs/ScarabLegion3",38,1,1,"Gilded Legion Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1908,[],1,"",[416],37,1,12817,2115005117,[9011],"","","",[],[],"","","","","",44,"",[],"",""
858,"Metadata/Items/Scarabs/ScarabLegion4",38,1,1,"Winged Legion Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1909,[],1,"",[571],37,1,12818,3021114122,[7816],"","","",[],[],"","","","","",44,"",[],"",""
859,"Metadata/Items/Scarabs/ScarabMetamorph1",38,1,1,"Rusted Metamorph Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1910,[],1,"",[350],37,1,12819,1693929149,[7816],"","","",[],[],"","","","","",44,"",[],"",""
860,"Metadata/Items/Scarabs/ScarabMetamorph2",38,1,1,"Polished Metamorph Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1911,[],1,"",[415],37,1,12820,1638859477,[7816],"","","",[],[],"","","","","",44,"",[],"",""
861,"Metadata/Items/Scarabs/ScarabMetamorph3",38,1,1,"Gilded Metamorph Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1912,[],1,"",[416],37,1,12821,471033156,[9011],"","","",[],[],"","","","","",44,"",[],"",""
862,"Metadata/Items/Scarabs/ScarabMetamorph4",38,1,1,"Winged Metamorph Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1913,[],1,"",[571],37,1,12822,2433224328,[7816],"","","",[],[],"","","","","",44,"",[],"",""
863,"Metadata/Items/Scarabs/ScarabBlight1",38,1,1,"Rusted Blight Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1914,[],1,"",[350],37,1,12823,2620388823,[7816],"","","",[],[],"","","","","",44,"",[],"",""
864,"Metadata/Items/Scarabs/ScarabBlight2",38,1,1,"Polished Blight Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1915,[],1,"",[415],37,1,12824,2950868285,[7816],"","","",[],[],"","","","","",44,"",[],"",""
865,"Metadata/Items/Scarabs/ScarabBlight3",38,1,1,"Gilded Blight Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1916,[],1,"",[416],37,1,12825,753231728,[9011],"","","",[],[],"","","","","",44,"",[],"",""
866,"Metadata/Items/Scarabs/ScarabBlight4",38,1,1,"Winged Blight Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1917,[],1,"",[571],37,1,12826,409518348,[7816],"","","",[],[],"","","","","",44,"",[],"",""
867,"Metadata/Items/Scarabs/ScarabAbyss1",38,1,1,"Rusted Abyss Scarab","Metadata/Items/MapFragments/AbstractMapFragment",68,1918,[],1,"",[350],37,1,12827,1310991494,[7816],"","","",[],[],"","","","","",44,"",[],"",""
