"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","i32","bool","i32","i32","i32","row","rid","rid","i32","[rid]","i32","rid","i32","rid","bool","i32","i32","i32"
131,248,14,"The Devourer",[2931],[2902],[3022],"","",3,"",3022,[9914],"","","",[],[],4205,[],4205,"","",0,"",-201326592,37,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
132,248,15,"The Grelwood",[2893],[2902],[3146],"","",3,"",3146,[9928],"","","",[],[],4205,[],4205,"","",0,"",872415232,38,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
133,248,16,"Finn",[2894],[],[3023],"","",3,"",3023,[9924],"","","",[],[],4205,[],4205,"","",0,"",1677721600,38,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
134,248,17,"Cemetery of the Eternals",[4701],[],[3029],"","",3,"",3029,[9929],"","","",[],[],4205,[],4205,"","",0,"",-1811939328,38,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
135,248,18,"The Hooded One",[2940],[],[3025],"","",3,"",3025,[9921],"","","",[],[],4205,[],4205,"","",0,"",-1006632960,38,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
136,248,19,"Agnar",[3455],[],[4861],"","",3,"",4861,[11801],"","","",[],[],4205,[],4205,"","",0,"",-201326592,38,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
137,248,20,"Ervig",[4722],[4663],[2884],"","",3,"",2884,[11818],"","","",[],[],4205,[],4205,"","",0,"",872415232,39,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
138,248,21,"Ervig",[4663],[],[2885],"","",3,"",2885,[11819],"","","",[],[],4205,[],4205,"","",0,"",1677721600,39,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
139,246,0,"The Hooded One",[],[2957],[3455],"",3455,3,"",3455,[11800],"","","",[],[],4205,[],4205,"","",0,"",-1811939328,39,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
140,246,1,"Gather the Runes",[],"[4694,0]",[3456],"triggerer.FinishNPCChat();",3456,6,"",3456,[11802],"Delay( 1, { PlayTextAudio( UnaTreeWillWaitHere, \""Metadata/NPC/Four_Act1/UnaTreeSummon\"" ); } );","","",[],[],4205,[],4205,"","",0,"",-1207959552,40,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
141,246,2,"Gather more Runes",[2947],[4694],[4693],"",4693,6,"",4693,[11803],"","","",[],[],4205,[],4205,"","",0,"",503316480,41,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
142,246,3,"Forge the Runes",[4694],[2948],[4695],"",4695,6,"",4695,[11804],"","","",[],[],4205,[],4205,"","",0,"",-2147483648,41,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
143,246,4,"The Wound",[2957],[],[4696],"",4696,6,"",4696,[11807],"","","",[],[],4205,[],4205,"","",0,"",-973078528,41,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
144,246,5,"The Red Vale",[],[],[3458],"","",3,"",3458,[9944],"","","",[],[],4205,[],4205,"","",0,"",33554432,42,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
145,246,6,"The Tree of Souls",[2948],"[2957,0]",[3452],"",3452,3,"",3452,[9940],"","","",[],[],4205,[],4205,"","",0,"",2013265920,42,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
146,246,7,"The Tree of Souls",[3450],[2957],[3452],"",3452,3,"",3452,[9941],"","","",[],[],4205,[],4205,"","",0,"",-1207959552,42,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
147,246,8,"The Tree of Souls",[],[],[4721],"","",3,"",4721,[11805],"","","",[],[],4205,[],4205,"","",0,"",-671088640,42,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
148,246,9,"Agnar",[3455],[],[4861],"","",3,"",4861,[11801],"","","",[],[],4205,[],4205,"","",0,"",134217728,43,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
149,245,0,"The Hooded One",[],[2957],[3455],"",3455,3,"",3455,[11800],"","","",[],[],4205,[],4205,"","",0,"",939524096,43,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
150,245,1,"Gather the Runes",[],"[4694,0]",[3456],"triggerer.FinishNPCChat();",3456,6,"",3456,[11802],"Delay( 1, { PlayTextAudio( UnaTreeWillWaitHere, \""Metadata/NPC/Four_Act1/UnaTreeSummon\"" ); } );","","",[],[],4205,[],4205,"","",0,"",2013265920,43,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
151,245,2,"Gather more Runes",[2947],[4694],[4693],"",4693,6,"",4693,[11803],"","","",[],[],4205,[],4205,"","",0,"",-1207959552,43,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
152,245,3,"Forge the Runes",[4694],[2948],[4695],"",4695,6,"",4695,[11804],"","","",[],[],4205,[],4205,"","",0,"",-134217728,43,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
153,245,4,"The Wound",[2957],[],[4696],"",4696,6,"",4696,[11807],"","","",[],[],4205,[],4205,"","",0,"",671088640,44,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
154,245,5,"The Red Vale",[],[],[3458],"","",3,"",3458,[9944],"","","",[],[],4205,[],4205,"","",0,"",1207959552,44,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
155,245,6,"The Tree of Souls",[2948],"[2957,0]",[3452],"",3452,3,"",3452,[9940],"","","",[],[],4205,[],4205,"","",0,"",-1744830464,44,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
156,245,7,"The Tree of Souls",[3450],[2957],[3452],"",3452,3,"",3452,[9941],"","","",[],[],4205,[],4205,"","",0,"",-671088640,44,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
157,245,8,"The Tree of Souls",[],[],[4721],"","",3,"",4721,[11805],"","","",[],[],4205,[],4205,"","",0,"",-134217728,44,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
158,245,9,"Shadowed Dreams",[],[2957],[4925],"","",3,"",4925,[9931],"","","",[],[],4205,[],4205,"","",0,"",1241513984,45,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
159,245,10,"Agnar",[3455],[],[4861],"","",3,"",4861,[11801],"","","",[],[],4205,[],4205,"","",0,"",2046820352,45,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
160,247,0,"Fey Spirits",[4701],[4714],[4714],"Delay( 2.0, {ForEachOfType( \""Metadata/QuestObjects/Four_Act1/GrimTangleRoots\"", (){ DirtyStateMachine(); } );});\r\nDirtyStateMachine();\r\ntriggerer.FinishNPCChat();\r\ntriggerer.Delay( 8.0, {SetQuestFlag(GrimTangleRootsUnblocked);});",4714,6,"",4714,[11809],"","","",[],[],4205,[],4205,"","",0,"",-1610612736,47,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
161,247,1,"Fey Spirits",[4714],[],[4714],"","",6,"",4714,[11810],"","","",[],[],4205,[],4205,"","",0,"",-805306368,47,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
162,247,2,"The Grim Tangle",[4701],[],[2887],"","",3,"",2887,[11816],"","","",[],[],4205,[],4205,"","",0,"",570425344,48,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
163,247,3,"Spirits of the Grelwood",[4714],[],[2886],"","",3,"",2886,[11817],"","","",[],[],4205,[],4205,"","",0,"",-2080374784,48,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
164,247,4,"Ervig",[4722],[4663],[2884],"","",3,"",2884,[11818],"","","",[],[],4205,[],4205,"","",0,"",-1006632960,48,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
165,247,5,"Ervig",[4663],[],[2885],"","",3,"",2885,[11819],"","","",[],[],4205,[],4205,"","",0,"",-201326592,48,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
166,252,0,"Introduction",[],[],[3004],"",3004,3,"",3004,"[10025,10021,10022,10023,10024]","","","",[],[],4205,[],4205,"","",0,"",1409286144,49,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
167,252,1,"Finn",[3036],[],[3010],"","",3,"",3010,[10041],"","","",[],[],4205,[],4205,"","",0,"",-2080374784,49,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
168,252,2,"Una",[3052],[],[3011],"","",3,"",3011,[10044],"","","",[],[],4205,[],4205,"","",0,"",-1107296256,49,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
169,252,3,"Renly",[3051],[],[3355],"","",3,"",3355,"[10050,10051]","","","",[],[],4205,[],4205,"","",0,"",-33554432,49,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
170,252,4,"Leitis",[3353],[],[3156],"","",3,"",3156,[10043],"","","",[],[],4205,[],4205,"","",0,"",771751936,50,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
171,252,5,"Clearfell",[],[2931],[3012],"","",3,"",3012,[10045],"","","",[],[],4205,[],4205,"","",0,"",1577058304,50,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
172,252,6,"The Hooded One",[2958],[],[3014],"","",3,"",3014,[10047],"","","",[],[],4205,[],4205,"","",0,"",-1912602624,50,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
173,252,7,"Home",[],[],[3015],"","",3,"",3015,[10049],"","","",[],[],4205,[],4205,"","",0,"",-1375731712,50,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
174,252,8,"Count Geonor",[2995],[],[3016],"",3016,3,"",3016,[10038],"","","",[],[],4205,[],4205,"","",0,"",-570425344,50,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
175,252,9,"The Red Vale",[2944],[],[3017],"","",3,"",3017,"[10029,10027]","","","",[],[],4205,[],4205,"","",0,"",503316480,51,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
176,252,10,"The Devourer",[2931],[],[3018],"","",3,"",3018,[10026],"","","",[],[],4205,[],4205,"","",0,"",1308622848,51,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
177,252,11,"Ominous Altars",[2900],[2987],[2987],"",2987,6,"",2987,[10034],"","","",[],[],4205,[],4205,"","",0,"",-1375731712,51,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
178,252,12,"Ominous Altars",[2990],[2992],[],"",2991,6,"",2991,[10035],"","","",[],[],4205,[],4205,"","",0,"",-570425344,51,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
179,252,13,"Ominous Altars Reward",[2991],[4791],[2962],"",2962,7,5,2962,[],"","","",[],[],4205,[],4205,"","",0,"",1006632960,52,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
180,252,14,"The Village",[2903],[],[3020],"",3020,3,"",3020,"[10037,10036]","","","",[],[],4205,[],4205,"","",0,"",2080374784,52,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
181,252,15,"Clearfell",[2931],[],[3013],"","",3,"",3013,[10026],"","","",[],[],4205,[],4205,"","",0,"",-1409286144,52,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
182,252,16,"Death of the Count",[3000],[3021],[3021],"",3021,3,"",3021,"[10040,10039]","","","",[],[],4205,[],4205,"","",0,"",-67108864,52,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
183,252,17,"Buy or Sell items",[],[],[],"","",12,"",72,[],"","","",[],[],4205,[],4205,"","",1,"",-67108864,52,0,52,0,"",52,[],52,"",0,"","",0,-16843010,-16843010
184,252,18,"Currency Exchange",[4621],[],[],"triggerer.SendOpenScreen( CurrencyExchangeWindow ); triggerer.FinishNPCChat();","",31,"",72,[],"","","",[],[],4205,[],4205,"","",1,"",-704643072,53,0,52,1,"",52,[],52,"",0,"","",0,-16843010,-16843010
185,249,0,"Introduction",[],[],[3004],"",3004,3,"",3004,"[10025,10021,10022,10023,10024]","","","",[],[],4205,[],4205,"","",0,"",973078528,54,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
186,249,1,"Survival",[],[2931],[3012],"","",3,"",3012,[10045],"","","",[],[],4205,[],4205,"","",0,"",2113929216,54,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
187,249,2,"Renly",[3051],[],[3355],"","",3,"",3355,"[10050,10051]","","","",[],[],4205,[],4205,"","",0,"",-1107296256,54,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
188,249,3,"Survival",[2931],[2897],[3013],"","",3,"",3013,[10026],"","","",[],[],4205,[],4205,"","",0,"",-33554432,54,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
189,249,4,"Home",[2894],[],[3015],"","",3,"",3015,[10049],"","","",[],[],4205,[],4205,"","",0,"",771751936,55,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
190,249,5,"The Red Vale",[2944],[3007],[3017],"",3017,3,"",3017,"[10029,10027]","","","",[],[],4205,[],4205,"","",0,"",2113929216,55,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
191,249,6,"The Hooded One",[4696],[2896],[3014],"",3014,3,"",3014,[10047],"","","",[],[],4205,[],4205,"","",0,"",-1107296256,55,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
192,249,7,"Count Geonor",[2895],[],[1988],"","",3,"",1988,[10042],"","","",[],[],4205,[],4205,"","",0,"",-301989888,55,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
193,249,8,"Una",[2896],[],[3011],"","",3,"",3011,[10044],"","","",[],[],4205,[],4205,"","",0,"",503316480,56,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
194,249,9,"The Hooded One",[3053],[],[2069],"","",3,"",2069,[10048],"","","",[],[],4205,[],4205,"","",0,"",1308622848,56,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
195,249,10,"Finn",[2902],[],[3010],"","",3,"",3010,[10041],"","","",[],[],4205,[],4205,"","",0,"",2113929216,56,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
196,249,11,"The Village",[2903],[],[3020],"",3020,3,"",3020,"[10037,10036]","","","",[],[],4205,[],4205,"","",0,"",-1107296256,56,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
197,249,12,"Leitis",[3353],[],[3156],"","",3,"",3156,[10043],"","","",[],[],4205,[],4205,"","",0,"",-301989888,56,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
198,249,13,"Count Geonor",[2905],[3000],[3016],"",3016,3,"",3016,[10038],"","","",[],[],4205,[],4205,"","",0,"",771751936,57,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
199,249,14,"Death of the Count",[3000],[3021],[3021],"",3021,3,"",3021,"[10040,10039]","","","",[],[],4205,[],4205,"","",0,"",2113929216,57,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
200,249,15,"Ominous Altars",[2900],[2987],[2987],"",2987,6,"",2987,[10034],"","","",[],[],4205,[],4205,"","",0,"",-1107296256,57,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
201,249,16,"The King in the Mists",[2991],[],[2768],"",2768,6,"",2768,[10053],"","","",[],[],4205,[],4205,"","",0,"",469762048,58,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
202,249,17,"Ominous Altars Reward",[2768],[4791],[2962],"",2962,7,5,2962,[],"","","",[],[],4205,[],4205,"","",0,"",1275068416,58,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
203,249,18,"Buy or Sell items",[],[],[],"","",12,"",72,[],"","","",[],[],4205,[],4205,"","",1,"",1275068416,58,0,52,0,"",52,[],52,"",0,"","",0,-16843010,-16843010
204,249,19,"Currency Exchange",[4621],[],[],"triggerer.SendOpenScreen( CurrencyExchangeWindow ); triggerer.FinishNPCChat();","",31,"",72,[],"","","",[],[],4205,[],4205,"","",1,"",1610612736,58,0,52,1,"",52,[],52,"",0,"","",0,-16843010,-16843010
205,249,20,"The Red Vale",[3007],[2902],[3017],"",3017,3,"",3017,"[10028,10030]","","","",[],[],4205,[],4205,"","",0,"",-1275068416,58,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
206,250,0,"Ominous Altars",[],[2987],"[4535,0]","triggerer.FinishNPCChat(); SetStateTo(depart, 1);",4535,6,"",4535,[10032],"","","",[],[],4205,[],4205,"","",0,"",1509949440,59,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
207,250,1,"Ominous Altars",[2987],[],[3447],"triggerer.FinishNPCChat(); SetStateTo(depart, 1);",3447,6,"",3447,[10033],"","","",[],[],4205,[],4205,"","",0,"",-1979711488,59,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
208,251,0,"Freythorn",[],[],[2767],"triggerer.FinishNPCChat(); SetStateTo(depart, 1);",2767,6,"",2767,[10052],"","","",[],[],4205,[],4205,"","",0,"",-1073741824,59,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
209,251,1,"The King in the Mists",[2991],[],[2768],"",2768,6,"",2768,[10053],"","","",[],[],4205,[],4205,"","",0,"",-268435456,59,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
210,251,2,"Ominous Altars Reward",[2768],[4791],[2962],"",2962,7,5,2962,[],"","","",[],[],4205,[],4205,"","",0,"",536870912,60,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
211,253,0,"Follow the Seed's trail",[3000],[],[],"triggerer.AreaTransitionTo(G2_1); triggerer.FinishNPCChat();","",6,"",72,[10595],"","","",[],[],4205,[],4205,"","",0,"",-301989888,60,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
212,276,0,"Rescued",[3148],[],[3150],"",3150,6,"",3150,[11559],"","","",[],[],4205,[],4205,"","",0,"",805306368,61,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
213,276,1,"Return to Clearfell",[3150],[],[],"triggerer.FinishNPCChat(); triggerer.SetQuestFlag( ExecutionerFemaleNPCReturnToClearfell ); DirtyTransition();",3151,6,"",3151,[11560],"","","",[],[],4205,[],4205,"","",0,"",1509949440,62,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
214,275,0,"",[],[],[2679],"",2679,3,"",2679,[11561],"","","",[],[],4205,[],4205,"","",0,"",2046820352,62,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
215,275,1,"The Trail of Corruption Reward",[3150],[2994],[],"triggerer.FinishNPCChat(); triggerer.SetQuestFlag( ExecutionerFemaleNPCIntroductionTown );",3152,7,6,3152,[],"","","",[],[],4205,[],4205,"","",0,"",-1845493760,63,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
216,275,2,"Count Geonor",[],[3000],[2680],"",2680,6,"",2680,[11562],"","","",[],[],4205,[],4205,"","",0,"",-1040187392,63,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
217,275,3,"The Mad Wolf is Dead",[3000],[],[2681],"",2681,3,"",2681,[11563],"","","",[],[],4205,[],4205,"","",0,"",503316480,64,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
218,275,4,"The Seed of Corruption",[],[],[2674],"","",3,"",2674,[11564],"","","",[],[],4205,[],4205,"","",0,"",1845493760,64,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
219,275,5,"Feeding the Beast",[2674],[],[2675],"","",3,"",2675,[11565],"","","",[],[],4205,[],4205,"","",0,"",-1006632960,64,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
220,275,6,"Digging",[2675],[],[2676],"","",3,"",2676,[11566],"","","",[],[],4205,[],4205,"","",0,"",100663296,65,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
221,275,7,"The Manor",[],[],[2677],"","",3,"",2677,[11567],"","","",[],[],4205,[],4205,"","",0,"",1006632960,65,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
222,275,8,"The Countess",[2677],[],[2678],"","",3,"",2678,[11568],"","","",[],[],4205,[],4205,"","",0,"",-2013265920,65,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
223,262,0,"Proclamation",[],[],[3055],"",72,3,"",72,[10012],"","",1,[],[],4205,[],4205,1,"",0,"",-1006632960,65,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
224,264,0,"Notice of Criminality",[],[],[3057],"",72,3,"",72,[10013],"","",1,[],[],4205,[],4205,1,"",0,"",301989888,66,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
225,265,0,"Vehement Sentencing",[],[],[3058],"",72,3,"",72,[10015],"","",1,[],[],4205,[],4205,1,"",0,"",1543503872,66,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
226,266,0,"Rusted Grave",[],[],[3059],"",72,3,"",72,[],"","",1,[],[],4205,[],4205,1,"",0,"",-2013265920,66,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
227,267,0,"The Way Out",[],[],[3060],"",72,3,"",72,[10125],"","",1,[],[],4205,[],4205,1,"",0,"",-1040187392,66,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
228,268,0,"The Way Out",[],[],[3061],"",72,3,"",72,[10126],"","",1,[],[],4205,[],4205,1,"",0,"",-503316480,66,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
229,269,0,"The Way Out",[],[],[3062],"",72,3,"",72,[10127],"","",1,[],[],4205,[],4205,1,"",0,"",33554432,67,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
230,270,0,"Mysterious Orders",[],[],[3063],"",72,3,"",72,[10010],"","",1,[],[],4205,[],4205,1,"",0,"",1207959552,67,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
231,271,0,"Notice of Amnesty",[],[],[3064],"",72,3,"",72,[10016],"","",1,[],[],4205,[],4205,1,"",0,"",-1912602624,67,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
232,272,0,"Fearful Letter",[],[],[3065],"",72,3,"",72,[10097],"","",1,[],[],4205,[],4205,1,"",0,"",-838860800,67,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
233,278,0,"Paranoid Orders",[],[],[3066],"",72,3,"",72,[10017],"","",1,[],[],4205,[],4205,1,"",0,"",268435456,68,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
234,279,0,"Unhinged Decree",[],[],[3067],"",72,3,"",72,[10011],"","",1,[],[],4205,[],4205,1,"",0,"",1375731712,68,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
235,280,0,"Brutal Orders",[],[],[3068],"",72,3,"",72,[10014],"","",1,[],[],4205,[],4205,1,"",0,"",-1879048192,68,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
236,284,0,"Psalm of Madness",[],[],[4536],"",72,3,"",72,[11553],"","",1,[],[],4205,[],4205,1,"",0,"",-738197504,68,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
237,285,0,"Count's Journal",[],[],[3587],"triggerer.FinishNPCChat();",72,3,"",3587,[10571],"","","",[],[],4205,[],4205,"","",0,"",369098752,69,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
238,286,0,"Torture Log",[],[],[3588],"triggerer.FinishNPCChat();",72,3,"",3588,[10572],"","","",[],[],4205,[],4205,"","",0,"",1342177280,69,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
239,257,0,"Introduction",[],[],[],"triggerer.FinishNPCChat(); triggerer.SetQuestFlag( BitterGuyQuestReceived );",2964,3,"",2964,[10057],"","","",[],[],4205,[],4205,"","",0,"",-67108864,69,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
240,257,1,"Praetor Draven",[],[],[3073],"","",3,"",3073,[10065],"","","",[],[],4205,[],4205,"","",0,"",1006632960,70,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
241,257,2,"Uprising",[3073],[],[3074],"","",3,"",3074,[10066],"","","",[],[],4205,[],4205,"","",0,"",-2147483648,70,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
242,257,3,"Ogham",[],[],[3072],"","",3,"",3072,[10069],"","","",[],[],4205,[],4205,"","",0,"",-1610612736,70,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
243,257,4,"Before Phaaryl",[3072],[],[4548],"","",3,"",4548,[10070],"","","",[],[],4205,[],4205,"","",0,"",-268435456,70,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
244,257,5,"Isabel",[2974],[],[4549],"","",3,"",4549,[10059],"","","",[],[],4205,[],4205,"","",0,"",805306368,71,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
245,257,6,"Calum and Torcall",[2969],[],[4550],"","",3,"",4550,[10060],"","","",[],[],4205,[],4205,"","",0,"",-2046820352,71,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
246,257,7,"Family Reunion",[2979],[2980],[],"DoAction( Transform  ); triggerer.FinishNPCChat(); SetInstanceLocalQuestFlag(BitterGuyTransformationConversationHad);",3110,6,"",72,[10061],"DisableHighlighting();","","",[],[],4205,[],4205,"","",0,"",-201326592,72,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
247,257,8,"Asinia, The Consort",[3073],[],[4926],"","",3,"",4926,[10072],"","","",[],[],4205,[],4205,"","",0,"",1308622848,73,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
248,257,9,"Draven Defeated",[4704],[4703],[4929],"",4929,3,"",4929,[10073],"","","",[],[],4205,[],4205,"","",0,"",-1342177280,73,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
249,257,10,"Asinia Defeated",[4703],[4704],[4928],"",4928,3,"",4928,[10074],"","","",[],[],4205,[],4205,"","",0,"",301989888,74,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
250,257,11,"The Gate","[4703,0]",[4927],[4927],"triggerer.FinishNPCChat();",4927,6,"",4927,[10075],"","","",[],[],4205,[],4205,"","",0,"",1979711488,74,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
251,257,12,"The Gate",[4927],[3103],[],"triggerer.FinishNPCChat();",3103,6,"",72,[10076],"","","",[],[],4205,[],4205,"","",0,"",-1509949440,74,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
252,255,0,"Introduction",[],[],[],"triggerer.FinishNPCChat(); triggerer.SetQuestFlag( BitterGuyQuestReceived );",2964,3,"",2964,[10057],"","","",[],[],4205,[],4205,"","",0,"",-1241513984,74,0,52,"","",52,[],52,"",0,"",1,0,-16843010,-16843010
253,255,1,"Praetor Draven",[],[],[3073],"","",3,"",3073,[10065],"","","",[],[],4205,[],4205,"","",0,"",-704643072,74,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
254,255,2,"Uprising",[3073],[],[3074],"","",3,"",3074,[10066],"","","",[],[],4205,[],4205,"","",0,"",100663296,75,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
255,255,3,"Ogham",[],[],[3072],"","",3,"",3072,[10069],"","","",[],[],4205,[],4205,"","",0,"",637534208,75,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
256,255,4,"Before Phaaryl",[3072],[],[4548],"","",3,"",4548,[10070],"","","",[],[],4205,[],4205,"","",0,"",1442840576,75,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
257,255,5,"Isabel",[2974],[],[4549],"","",3,"",4549,[10059],"","","",[],[],4205,[],4205,"","",0,"",-2046820352,75,0,52,"","",52,[],52,"",0,"","",0,-16843010,-16843010
