"rownum","Id","MonsterType","MovementSpeed","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","Mods","i32","string","string","ModelSizeMultiplier","i32","i32","rid","i32","i32","Tags","ExperienceMultiplier","[i32]","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffects","AISFile","Mods2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentity","Weapon2_ItemVisualIdentity","Back_ItemVisualIdentity","MainHand_ItemClass","OffHand_ItemClass","Helmet_ItemVisualIdentity","i32","KillSpecificMonsterCount_AchievementItems","Special_Mods","KillRare_AchievementItems","bool","i32","i32","i32","i32","i32","i32","HASH16","bool","string","KillWhileOnslaughtIsActive_AchievementItem","MonsterSegment","MonsterArmour","KillWhileTalismanIsActive_AchievementItem","Part1_Mods","Part2_Mods","Endgame_Mods","rid","i32","i32","[rid]","MultiPartAchievements","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","AilmentThreshold","SinkEffect","i32","MonsterConditionalEffectPack","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","BossHealthBar","rid","i32","bool","i32","i32","i32","i32","bool","rid","f32","f32","bool","[string]","rid","i32","i32","f32","rid","bool","i32","bool","i32","rid"
376,"Metadata/Monsters/TitanBoss/TitanBoss",178,0,25,6,80,"[""Metadata/Monsters/TitanBoss/TitanBoss.act""]","[""Metadata/Monsters/TitanBoss/TitanBoss.ao""]","Metadata/Monsters/TitanBoss/TitanBoss",[13199],1,"","",100,4,6,1,6,0,"[1021,74,48,163,120,30,31,1103]",250,[],250,300,700,500,0,"[769,770,775,764,763,765,766,768,767,3599,3600,3601,5343,3598,5344,5345,5346,3577,3580,3581,3582,3602,3603,5375,5376,5377,5378,5379,5400,5401,5389,5424,5405,5425,2682,2684,2695,2696,4140,2700,2701,2726,2683,4482,4487,1500,1829,1501,1080,4222,2699,3881,3645,3646]","Metadata/Monsters/TitanBoss/TitanBoss.ais",[],"stance2",39,"Zalmarath, the Colossus",313,300,6000,[9408],[],"",9,"","",0,[9449],[4568],[],"",1,6,135,0,0,135,27381,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,217350,0,0,0,1,"",7,"",0,0,0,0,"",4799,1,1,"",[],"",4,375,0.05,0,1,0,"",40,2
377,"Metadata/Monsters/TitanBoss/TitanBossMap",179,0,25,6,80,"[""Metadata/Monsters/TitanBoss/TitanBoss.act""]","[""Metadata/Monsters/TitanBoss/TitanBoss.ao""]","Metadata/Monsters/TitanBoss/TitanBossMap_",[13199],1,"","",100,4,6,1,6,0,"[1021,74,48,163,120,30,31,1103]",250,[],250,300,700,500,0,"[769,770,775,764,763,765,766,768,767,3599,3600,3601,5343,3598,5344,5345,5346,3577,3580,3581,3582,3602,3603,5375,5376,5377,5378,5379,5400,5401,5389,5424,5405,5425,2682,2684,2695,2696,4140,2700,2701,2726,2683,4482,4487,1500,1829,1501,1080,4222,2699,3881,3645,3646]","Metadata/Monsters/TitanBoss/TitanBoss.ais",[],"stance2",39,"Vastweld, the Colossal Guardian",313,300,6000,[9408],[],"",9,"","",0,[],"[4568,4365]",[],"",1,6,135,0,0,135,14152,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,1,0,218658,0,0,0,1,"",7,"",0,0,0,0,"","",1,1,"",[],"",4,375,0.05,0,1,0,"",40,2
378,"Metadata/Monsters/RisenArbalest__",180,8,2,6,55,"[""Metadata/Monsters/RisenArbalest/RisenArbalest.act""]","[""Metadata/Monsters/RisenArbalest/RisenArbalest1.ao"",""Metadata/Monsters/RisenArbalest/RisenArbalest2.ao"",""Metadata/Monsters/RisenArbalest/RisenArbalest3.ao"",""Metadata/Monsters/RisenArbalest/RisenArbalest4.ao""]","Metadata/Monsters/RisenArbalest/RisenArbalest",[6083],1,"","",100,2,6,6,1,0,"[723,1026,715,48,30,31,714,32,51,73,752]",135,[],70,105,700,500,0,"[1009,1733,3163,1720,1721]","Metadata/Monsters/RisenArbalest/RisenArbalest.ais",[],"",3,"Risen Arbalest",135,135,1500,[9410],[9413],"",13,"","",0,[],[],[],"",1,2,2,2,50,135,20592,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,219818,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],49,4,118,0.05,0,1,0,"",40,3
379,"Metadata/Monsters/RisenArbalestSanctumTrial",181,8,2,6,55,"[""Metadata/Monsters/RisenArbalest/RisenArbalestSanctum.act""]","[""Metadata/Monsters/RisenArbalest/RisenArbalest1.ao""]","Metadata/Monsters/RisenArbalest/RisenArbalest",[6083],1,"","",100,2,6,6,1,0,"[723,1026,715,48,30,31,714,32,1015,51,73,752]",135,[],70,105,700,500,0,"[1734,3163,1720,3934,4558,3070]","Metadata/Monsters/RisenArbalest/RisenArbalestSanctum.ais",[],"",3,"Risen Arbalest",135,135,1500,[9410],[9413],"",13,"","",0,[],[],[],"",1,2,2,2,50,135,41260,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,220492,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],49,4,118,0.05,0,1,0,"",40,3
380,"Metadata/Monsters/Lark/Lark",182,40,3,6,12,"[""Metadata/Monsters/Lark/Lark.act""]","[""Metadata/Monsters/Lark/Lark.ao""]","Metadata/Monsters/Lark/Lark",[],1,"","",100,2,6,5,1,0,"[755,48,31,29,118,1025]",200,[],100,105,700,500,0,[737],"Metadata/Monsters/Lark/Lark.ais",[],"",0,"[DNT] Lark",200,200,1995,[],[],"",9,9,"",0,[],[],[],"",1,6,135,0,0,135,16936,"","","","","","",[],[],[],"",300,0,[],[],0,"","",[],"",1,1,0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,220906,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,150,0.05,0,1,0,"",30,5
381,"Metadata/Monsters/Balbala/Balbala",183,58,2,6,13,"[""Metadata/Monsters/Balbala/Balbala.act""]","[""Metadata/Monsters/Balbala/Balbala.ao""]","Metadata/Monsters/Balbala/Balbala",[],1,"","",140,2,6,1,5,0,"[1021,755,53,48,31,29,73,756]",250,[],100,250,700,500,0,"[5171,5172,5175,5190,5194,5195,5182,5183,5184,5185,5186,5187,5188,5189,5198,5196,5197,5192,5177,5193,5466,741,1890,5199,5200,1076,5176,1466,5173,2668,2002,2003,2673,2674,3664,1514,5717,3665,1515,3668]","Metadata/Monsters/Balbala/Balbala.ais",[],"",3,"Balbala, the Traitor",250,188,1500,[],[],"","","","",0,[9444],[4568],[],"",1,6,135,0,0,135,55304,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,222068,0,0,0,1,"",7,"",0,0,0,0,"",4605,1,1,1,[],"",4,234,0.07,0,1,0,"",40,3
382,"Metadata/Monsters/Balbala/BalbalaMAP",184,58,2,6,13,"[""Metadata/Monsters/Balbala/Balbala.act""]","[""Metadata/Monsters/Balbala/Balbala.ao""]","Metadata/Monsters/Balbala/BalbalaMAP_",[],1,"","",140,2,6,1,5,0,"[1021,755,53,48,31,29,73,756]",250,[],100,250,700,500,0,"[5171,5172,5175,5191,5194,5195,5182,5183,5184,5185,5186,5187,5188,5189,5198,5196,5197,5192,5177,5193,5466,741,1890,5199,5200,1076,5176,1466,5174,2668,2002,2003,2673,2674,3664,1514,5717,3665,1515,3668]","Metadata/Monsters/Balbala/BalbalaMap.ais",[],"",3,"Pirasha, the Forgotten Prisoner",250,250,1500,[],[],"","","","",0,[],"[4568,4365]",[],"",1,6,135,0,0,135,11727,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,1,0,223188,0,0,0,1,"",7,"",0,0,0,0,"","",1,1,1,[],"",4,313,0.07,0,1,0,"",40,3
383,"Metadata/Monsters/Balbala/BalbalaSTANDALONE",185,58,2,6,13,"[""Metadata/Monsters/Balbala/Balbala.act""]","[""Metadata/Monsters/Balbala/Balbala.ao""]","Metadata/Monsters/Balbala/BalbalaSTANDALONE",[],1,"","",140,2,6,1,5,0,"[1021,755,53,48,31,29,73,756]",250,[],100,250,700,500,0,"[5171,5172,5175,5191,5194,5195,5182,5183,5184,5185,5186,5187,5188,5189,5198,5196,5197,5192,5177,5193,5466,741,1890,5199,5200,1076,5176,1466,5174,2668,2002,2003,2673,2674,3664,1514,5717,3665,1515,3668]","Metadata/Monsters/Balbala/BalbalaSTANDALONE.ais",[],"",3,"Pirasha, the Forgotten Prisoner",250,250,1500,[],[],"","","","",0,[],"[4568,4365]",[],"",1,6,135,0,0,135,41881,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,1,0,224200,0,0,0,1,"",7,"",0,0,0,0,"","",1,1,1,[],"",4,313,0.07,0,1,0,"",40,3
384,"Metadata/Monsters/Balbala/BalbalaClone_",186,58,3,6,13,"[""Metadata/Monsters/Balbala/BalbalaClone.act""]","[""Metadata/Monsters/Balbala/BalbalaSpirit.ao""]","Metadata/Monsters/Balbala/BalbalaClone",[6416],1,"","",120,2,6,1,9,0,"[1021,755,53,48,31,29,73,756]",35,[],100,105,700,500,0,"[5199,5200,5173]","Metadata/Monsters/Balbala/BalbalaClone.ais",[],"",3,"Spirit of Balbala",70,5,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,60701,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,224880,0,0,0,"","",7,"",0,0,0,0,"","",1,1,1,[],"",4,200,0.05,0,1,0,"",40,3
385,"Metadata/Monsters/Balbala/BalbalaCloneMAP",186,58,3,6,13,"[""Metadata/Monsters/Balbala/BalbalaClone.act""]","[""Metadata/Monsters/Balbala/BalbalaSpirit.ao""]","Metadata/Monsters/Balbala/BalbalaCloneMAP",[6416],1,"","",120,2,6,1,9,0,"[1021,755,53,48,31,29,73,756]",35,[],100,105,700,500,0,"[5199,5200,5174]","Metadata/Monsters/Balbala/BalbalaClone.ais",[],"",3,"Spirit of Pirasha",70,5,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,43453,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,1,0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,225212,0,0,0,"","",7,"",0,0,0,0,"","",1,1,1,[],"",4,200,0.05,0,1,0,"",40,3
386,"Metadata/Monsters/Balbala/BalbalaFog",27,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Balbala/BalbalaFog",[],1,"","",100,3,3,1,9,0,"[1021,752]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",3,"Daemon",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,2924,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,225336,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,""
387,"Metadata/Monsters/Balbala/BalbalaFogSTANDALONE",27,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Balbala/BalbalaFogSTANDALONE",[],1,"","",100,3,3,1,9,0,"[1021,752]",100,[],105,105,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",3,"Daemon",67,100,1000,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,6816,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,225480,0,0,0,"","",7,"",0,0,0,0,"","",1,1,"",[],"",0,100,0.05,0,1,0,"",30,""
388,"Metadata/Monsters/Bugbot/BugbotRocky_",188,31,2,6,10,"[""Metadata/Monsters/Bugbot/Bugbot.act""]","[""Metadata/Monsters/Bugbot/Bugbot.ao""]","Metadata/Monsters/Bugbot/BugbotRocky",[],1,"","",100,2,6,12,6,0,"[175,74,754,713,30,31,714,1032]",60,[],70,105,700,500,0,[737],"Metadata/Monsters/Bugbot/Bugbot.ais",[],"",3,"Skitter Golem",60,60,1005,[],[],"","","","",0,[],[],[],1,1,1,135,0,0,116,11262,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-20,20,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,226044,0,-5,5,"","",4,"",0,-5,5,0,"","",1,1,"",[],50,3,60,0.05,0,1,0,"",25,2
389,"Metadata/Monsters/Bugbot/BugbotRockyNoEmerge",188,31,2,6,10,"[""Metadata/Monsters/Bugbot/Bugbot.act""]","[""Metadata/Monsters/Bugbot/Bugbot.ao""]","Metadata/Monsters/Bugbot/BugbotRockyNoEmerge",[],1,"","",100,2,6,12,6,0,"[175,74,754,713,30,31,714,1015,1032]",60,[],70,105,700,500,0,[737],"Metadata/Monsters/Bugbot/Bugbot.ais",[],"",3,"Skitter Golem",60,60,1005,[],[],"","","","",0,[],[],[],1,1,1,135,0,0,116,28863,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-20,20,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,226312,0,-5,5,"","",4,"",0,-5,5,0,"","",1,1,"",[],50,3,60,0.05,0,1,0,"",25,2
390,"Metadata/Monsters/Bugbot/BugbotRockySanctumTrial",189,31,2,6,10,"[""Metadata/Monsters/Bugbot/Bugbot.act""]","[""Metadata/Monsters/Bugbot/Bugbot.ao""]","Metadata/Monsters/Bugbot/BugbotRocky",[],1,"","",100,2,6,12,6,0,"[724,175,74,715,754,713,30,31,1015,1032,174]",60,[],70,105,700,500,0,"[737,3013]","Metadata/Monsters/Bugbot/BugbotSanctum.ais",[],"",3,"Skitter Golem",60,60,1005,[],[],"","","","",0,[],[],[],1,1,1,135,0,0,116,3073,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-20,20,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,226724,0,-5,5,"","",4,"",0,-5,5,0,"","",1,1,"",[],50,3,60,0.05,0,1,0,"",25,2
391,"Metadata/Monsters/Bugbot/BugbotRockyNoEmergeSanctumTrial",189,31,2,6,10,"[""Metadata/Monsters/Bugbot/Bugbot.act""]","[""Metadata/Monsters/Bugbot/Bugbot.ao""]","Metadata/Monsters/Bugbot/BugbotRockyNoEmerge",[],1,"","",100,2,6,12,6,0,"[724,175,74,715,754,713,30,31,1015,1032,174]",60,[],70,105,700,500,0,"[737,3013]","Metadata/Monsters/Bugbot/BugbotSanctum.ais",[],"",3,"Skitter Golem",60,60,1005,[],[],"","","","",0,[],[],[],1,1,1,135,0,0,116,22418,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-20,20,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,1,0,227072,0,-5,5,"","",4,"",0,-5,5,0,"","",1,1,"",[],50,3,60,0.05,0,1,0,"",25,2
392,"Metadata/Monsters/Bugbot/BugbotBlack",188,31,2,6,10,"[""Metadata/Monsters/Bugbot/Bugbot.act""]","[""Metadata/Monsters/Bugbot/BugbotBlack.ao""]","Metadata/Monsters/Bugbot/BugbotBlack",[],1,"","",100,2,6,12,6,0,"[175,74,754,713,30,31,714,1032]",60,[],70,105,700,500,0,[737],"Metadata/Monsters/Bugbot/Bugbot.ais",[],"",3,"Skitter Golem",60,60,1005,[],[],"","","","",0,[],[],[],1,1,1,135,0,0,116,62261,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-20,20,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,227398,0,-5,5,"","",4,"",0,-5,5,0,"","",1,1,"",[],50,3,60,0.05,0,1,0,"",25,2
393,"Metadata/Monsters/Bugbot/BugbotBlackNoEmerge",188,31,2,6,10,"[""Metadata/Monsters/Bugbot/Bugbot.act""]","[""Metadata/Monsters/Bugbot/BugbotBlack.ao""]","Metadata/Monsters/Bugbot/BugbotBlackNoEmerge",[],1,"","",100,2,6,12,6,0,"[175,74,754,713,30,31,714,1032]",60,[],70,105,700,500,0,[737],"Metadata/Monsters/Bugbot/Bugbot.ais",[],"",3,"Skitter Golem",60,60,1005,[],[],"","","","",0,[],[],[],1,1,1,135,0,0,116,14736,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-20,20,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,227650,0,-5,5,"","",4,"",0,-5,5,0,"","",1,1,"",[],50,3,60,0.05,0,1,0,"",25,2
394,"Metadata/Monsters/BoneCultists/BoneCultist_Zealots/FarudinLocustWarlock",306,20,2,6,10,"[""Metadata/Monsters/BoneCultists/BoneCultist_Zealots/FarudinWarlock/FarudinWarlock.act""]","[""Metadata/Monsters/BoneCultists/BoneCultist_Zealots/FarudinWarlock/FarudinWarlock.ao""]","Metadata/Monsters/BoneCultists/BoneCultist_Zealots/FarudinWarlock/FarudinWarlock",[],1,"","",100,2,6,5,1,0,"[723,724,34,71,48,30,29,714,32,118,1025,752]",150,[],105,105,700,500,0,"[5649,2796,2800,5794]","Metadata/Monsters/BoneCultists/BoneCultist_Zealots/FarudinWarlock/FarudinWarlock.ais",[],"",0,"Faridun Plaguebringer",150,150,1500,[],[],"","","","",0,[],[],[],"",1,4,135,0,0,117,54575,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,228792,0,-5,5,"","",7,"",0,-5,5,0,"","",1,1,"",[],54,3,125,0.05,0,1,0,"",30,5
395,"Metadata/Monsters/Mutewind/MutewindManDualSword",195,45,2,4,13,"[""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan.act""]","[""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan.ao"",""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditManNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan",[],1,"","",110,2,6,1,1,0,"[1021,755,71,48,713,31,714,118]",120,[],105,105,700,500,0,"[744,3899]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan.ais","[5870,6042]","",0,"Faridun Swordsman",120,120,1395,[15325],[15325],"",9,9,"",0,[],[],[],"",1,4,123,0,0,135,39030,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,10,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,229776,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,4,110,0.05,0,1,0,"",40,5
396,"Metadata/Monsters/Mutewind/MutewindMan2HSpear",196,41,3,6,20,"[""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan2H.act""]","[""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan.ao"",""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditManNoPhys.ao"",""Metadata/Monsters/Mutewind/OldBandit/OldBandit.ao"",""Metadata/Monsters/Mutewind/OldBandit/OldBanditNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan",[],1,"","",110,2,6,1,1,0,"[1021,755,71,48,713,31,714,118]",120,[],105,105,700,500,0,"[744,3899]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan2H.ais","[5870,6041]","",0,"Faridun Spearman",120,120,1395,[15324],[],"",77,"","",0,[],[],[],"",2,4,122,0,0,135,8866,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,10,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,230618,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,5,110,0.05,0,1,0,"",50,5
397,"Metadata/Monsters/Mutewind/MutewindManSpearShield_",197,40,3,6,20,"[""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditManSpearShield.act""]","[""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan.ao"",""Metadata/Monsters/Mutewind/BanditMan/MutewindBanditManNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditMan",[11203],1,"","",110,2,6,1,1,0,"[1021,755,71,48,713,1088,31,714,118]",120,[],105,105,700,500,0,"[744,3899,5422,5423]","Metadata/Monsters/Mutewind/BanditMan/MutewindBanditManSpearShield.ais","[5870,6039,6036]","",0,"Faridun Heavy Infantry",120,120,1500,[15324],[15331],"",77,26,"",0,[],[],[],"",2,4,122,0,0,135,14779,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,10,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,231382,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,5,110,0.05,0,1,0,"",50,5
398,"Metadata/Monsters/Mutewind/MutewindWomanDualSword",193,41,2,4,14,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualSword.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/OldBanditWoman.ao"",""Metadata/Monsters/Mutewind/OldBanditWoman/OldBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,1,1,0,"[1021,755,71,48,713,31,29,714,118]",110,[],105,105,700,500,0,"[744,3808,3809,732,3899,3810,3811]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanDualSword.ais","[5870,6042]","",0,"Faridun Bladedancer",110,110,1500,[15325],[15325],"",9,9,"",0,[],[],[],"",1,4,123,0,0,135,10736,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,232976,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,4,105,0.05,0,1,0,"",40,5
399,"Metadata/Monsters/Mutewind/MutewindWomanJavelin",191,46,2,4,10,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanJavelin.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,3,1,0,"[723,755,71,48,31,29,714,32,118,1023]",105,[],105,105,700,500,0,"[737,5134,5304,5303,5305,3899]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanJavelin.ais","[5870,6044]","",0,"Faridun Javelineer",105,105,1500,[15322],[],15323,77,"","",0,[],[],[],"",1,4,122,0,0,135,17104,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,233742,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,4,103,0.05,0,1,0,"",40,5
400,"Metadata/Monsters/Mutewind/MutewindWomanSpearShield",192,37,2,6,19,"[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpearShield.act""]","[""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman.ao"",""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanPonytail.ao"",""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanNoPhys.ao"",""Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWoman",[],1,"","",100,2,6,3,1,0,"[71,48,754,713,1088,31,714,118,1023]",110,[],105,105,700,500,0,"[744,3899,5422,5423]","Metadata/Monsters/Mutewind/BanditWoman/MutewindBanditWomanSpearShield.ais","[5870,6039,5995]","",0,"Faridun Infantry",110,110,1500,[15324],[15331],"",77,26,"",0,[],[],[],"",2,4,122,0,0,135,4401,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,234512,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,4,105,0.05,0,1,0,"",40,5
401,"Metadata/Monsters/Mutewind/MutewindBoy",198,41,1,5,7,"[""Metadata/Monsters/Mutewind/BanditBoy/MutewindBanditBoy.act""]","[""Metadata/Monsters/Mutewind/BanditBoy/MutewindBanditBoy.ao"",""Metadata/Monsters/Mutewind/BanditBoy/MutewindBanditBoyNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditBoy/MutewindBanditBoy",[],1,"","",100,2,6,1,1,0,"[1021,755,71,48,713,31,29,714,118]",80,[],105,105,700,500,0,"[744,3899]","Metadata/Monsters/Mutewind/BanditBoy/MutewindBanditBoy.ais",[],"",0,"Faridun Neophyte",80,80,1320,[15328],[15328],"",9,9,"",0,[],[],[],"",1,4,114,0,0,135,23393,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,235460,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,3,80,0.05,0,1,0,"",25,5
402,"Metadata/Monsters/Mutewind/MutewindGirl",199,42,1,4,9,"[""Metadata/Monsters/Mutewind/BanditGirl/MutewindBanditGirl.act""]","[""Metadata/Monsters/Mutewind/BanditGirl/MutewindBanditGirl.ao"",""Metadata/Monsters/Mutewind/BanditGirl/MutewindBanditGirlNoPhys.ao""]","Metadata/Monsters/Mutewind/BanditGirl/MutewindBanditGirl",[],1,"","",100,2,6,1,1,0,"[1021,755,71,48,713,31,29,714,118]",80,[],105,105,700,500,0,"[744,5329,5330]","Metadata/Monsters/Mutewind/BanditGirl/MutewindBanditGirl.ais",[],"",0,"Faridun Fledgling",80,80,1500,[15326],[],"",57,"","",0,[],[],[],"",1,4,114,0,0,135,32858,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,236432,0,-5,5,"","",1,"",0,-5,5,0,"","",1,1,"",[],54,3,80,0.05,0,1,0,"",25,5
