"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup"
912,"trap_and_mine_laying_speed1528","Art/2DArt/SkillIcons/passives/trapcriticalstrike.dds","[2804,2845]",24,8,0,0,30319,"Trap Critical Strike Chance and Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
913,"trap_and_mine_damage_immunity1530","Art/2DArt/SkillIcons/passives/cleverconstruction.dds",[4167],10,0,0,0,55380,"Clever Construction",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
914,"trap_and_mine_damage1531","Art/2DArt/SkillIcons/passives/trapdamage.dds",[1787],16,0,0,0,45827,"Trap Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
915,"trap_and_mine_damage1533","Art/2DArt/SkillIcons/passives/trapdamage.dds",[1787],12,0,0,0,28753,"Trap Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
916,"additional_trap_and_mine_and_damage1536","Art/2DArt/SkillIcons/passives/saboteur.dds","[1787,1789,950,951]",30,30,2,2,46965,"Saboteur",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
917,"path_of_the_warrior1537","Art/2DArt/SkillIcons/passives/Warrior.dds","[573,26,116]",20,16,50,0,12702,"Path of the Warrior",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
918,"path_of_the_savant1538","Art/2DArt/SkillIcons/passives/SavantPath.dds","[576,127,25]",20,20,16,0,37078,"Path of the Savant",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
919,"path_of_the_hunter1539","Art/2DArt/SkillIcons/passives/Hunter.dds","[579,498,83]",20,16,100,0,19506,"Path of the Hunter",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
920,"shaper1540","Art/2DArt/SkillIcons/passives/Shaper.dds","[130,451]",40,60,0,0,63976,"Shaper",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
921,"sentinel1541","Art/2DArt/SkillIcons/passives/Sentinel.dds","[1075,141]",24,10,0,0,19144,"Sentinel",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
922,"harrier1542","Art/2DArt/SkillIcons/passives/Harrier.dds","[177,70,216]",5,8,6,0,33545,"Harrier",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
923,"avatar_of_fire1543","Art/2DArt/SkillIcons/passives/KeystoneAvatarOfFire.dds",[5250],1,0,0,0,44941,"Avatar of Fire",[],1,"","\""In my dreams I see a great warrior, his skin scorched black, his fists aflame.\""","",7697,"","","",[],0,"","",0,[],"","",0,"","",0,""
924,"mana_shield1544","Art/2DArt/SkillIcons/passives/heroicspirit.dds",[1926],1,0,0,0,34098,"Mind Over Matter",[],1,"","While the mind endures, so too will the body.","",7697,"","","",[],0,"","",0,[],"","",0,"","",0,""
925,"light_radius_scales_with_es1545","Art/2DArt/SkillIcons/passives/arcaneradience.dds","[138,139]",30,15,0,0,23690,"Essence Infusion",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
926,"cast_speed1546","Art/2DArt/SkillIcons/passives/castspeed.dds",[216],3,0,0,0,22497,"Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
927,"cast_speed1547","Art/2DArt/SkillIcons/passives/castspeed.dds",[216],3,0,0,0,8643,"Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
928,"cast_speed1548","Art/2DArt/SkillIcons/passives/castspeed.dds",[216],3,0,0,0,63845,"Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
929,"reduced_mana_reservation1552","Art/2DArt/SkillIcons/passives/manareservationreduction.dds",[14770],8,0,0,0,7594,"Reservation Efficiency",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
930,"aura_effect1553","Art/2DArt/SkillIcons/passives/auraeffect.dds",[3844],6,0,0,0,55571,"Aura Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
931,"aura_effect1554","Art/2DArt/SkillIcons/passives/auraeffect.dds",[3844],6,0,0,0,9392,"Aura Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
932,"aura_effect1555","Art/2DArt/SkillIcons/passives/auraeffect.dds",[3844],6,0,0,0,34513,"Aura Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
933,"aura_effect1556","Art/2DArt/SkillIcons/passives/auraeffect.dds",[3844],6,0,0,0,57736,"Aura Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
934,"aura_effect_notable1557","Art/2DArt/SkillIcons/passives/influence.dds",[3844],14,0,0,0,12143,"Influence",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
935,"aura_effect_reservation_cost_notable1558","Art/2DArt/SkillIcons/passives/authority.dds","[14770,3844]",16,6,0,0,6799,"Charisma",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
936,"aura_effect_reservation_cost_notable1559","Art/2DArt/SkillIcons/passives/sovereignty.dds","[14770,3844]",12,10,0,0,32932,"Sovereignty",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
937,"attack_speed1564","Art/2DArt/SkillIcons/passives/Rage.dds","[70,12072]",3,-20,0,0,29292,"Attack Speed and Rage ",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
938,"attack_speed1565","Art/2DArt/SkillIcons/passives/Rage.dds","[70,12072]",3,-20,0,0,27718,"Attack Speed and Rage ",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
939,"mace_damage_and_armour1568","Art/2DArt/SkillIcons/passives/macedmg.dds","[11615,78]",8,3,0,0,26456,"Mace Damage and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
940,"degeneration_damage1569","Art/2DArt/SkillIcons/passives/DamageOverTime.dds",[1975],10,0,0,0,46289,"Damage Over Time",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
941,"degeneration_damage1570","Art/2DArt/SkillIcons/passives/DamageOverTime.dds",[1975],10,0,0,0,30338,"Damage Over Time",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
942,"degeneration_damage1571","Art/2DArt/SkillIcons/passives/DamageOverTime.dds",[1975],10,0,0,0,21167,"Damage Over Time",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
943,"degeneration_damage1572","Art/2DArt/SkillIcons/passives/ChaosDamage.dds","[63,12111]",10,-10,0,0,44362,"Chaos Damage and Withered Expiry Rate",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
944,"life_regeneration1573","Art/2DArt/SkillIcons/passives/lifepercentage.dds",[451],30,0,0,0,3167,"Life Regeneration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
945,"degeneration_damage_notable1575","Art/2DArt/SkillIcons/passives/Entropy.dds","[1975,215]",23,10,0,0,51212,"Entropy",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
946,"chaos_damage1576","Art/2DArt/SkillIcons/passives/ChaosDamage.dds","[63,12111]",10,-10,0,0,56671,"Chaos Damage and Withered Expiry Rate",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
947,"chaos_damage1577","Art/2DArt/SkillIcons/passives/ChaosDamage.dds",[63],12,0,0,0,47949,"Chaos Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
948,"chaos_damage1578","Art/2DArt/SkillIcons/passives/ChaosDamage.dds",[10201],5,0,0,0,58968,"Chaos Damage Over Time Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
949,"chaos_damage1579","Art/2DArt/SkillIcons/passives/ChaosDamage.dds",[10201],5,0,0,0,37663,"Chaos Damage Over Time Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
950,"chaos_resist1580","Art/2DArt/SkillIcons/passives/chaosresist.dds",[150],11,0,0,0,1427,"Chaos Resistance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
951,"chaos_resist1581","Art/2DArt/SkillIcons/passives/chaosresist.dds",[150],11,0,0,0,51235,"Chaos Resistance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
952,"chaos_resist_chaos_damage1582","Art/2DArt/SkillIcons/passives/ChaosDamageandResist.dds","[150,63]",4,8,0,0,35296,"Chaos Resistance and Chaos Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
953,"chaos_damage_notable1583","Art/2DArt/SkillIcons/passives/MethodMadess.dds","[150,946]",23,1,0,0,18707,"One with Evil",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
954,"chaos_damage_degeneration_damage_notable1584","Art/2DArt/SkillIcons/passives/Corruption.dds",[12039],35,0,0,0,26620,"Corruption",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
955,"minion_life1585","Art/2DArt/SkillIcons/passives/minionlife.dds",[159],10,0,0,0,4972,"Minion Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
956,"minion_life_leech1586","Art/2DArt/SkillIcons/passives/minionlife.dds",[2095],90,0,0,0,1609,"Minion Life Regeneration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
957,"minion_block1587","Art/2DArt/SkillIcons/passives/minionblockchance.dds",[2083],12,0,0,0,18359,"Minion Block",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
958,"minion_block1588","Art/2DArt/SkillIcons/passives/minionblockchance.dds","[2083,9993,2861]",18,18,2,0,21973,"Decay Ward",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
959,"minion_block1589","Art/2DArt/SkillIcons/passives/minionblockchance.dds",[9993],12,0,0,0,34306,"Minion Spell Block",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
960,"melee_physical_damage1591","Art/2DArt/SkillIcons/passives/damagemelee.dds","[490,11605]",12,0,0,0,40535,"Melee Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
961,"melee_physical_damage1592","Art/2DArt/SkillIcons/passives/damagemelee.dds","[490,11605]",16,0,0,0,30335,"Melee Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
962,"melee_physical_damage1593","Art/2DArt/SkillIcons/passives/damagemelee.dds","[490,11605]",12,0,0,0,32480,"Melee Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
963,"one_handed_notable1596","Art/2DArt/SkillIcons/passives/strongarm.dds","[573,338,339,11603]",20,25,5,25,35663,"Strong Arm",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
964,"stun_duration1598","Art/2DArt/SkillIcons/passives/stunstr.dds",[341],25,0,0,0,57923,"Stun Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
965,"stun_duration1599","Art/2DArt/SkillIcons/passives/stunstr.dds",[341],20,0,0,0,46756,"Stun Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
966,"stun_notable1602","Art/2DArt/SkillIcons/passives/StunMastery.dds","[221,8059,3832]",30,20,20,0,38922,"Goliath",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
967,"axe_sword_damage1603","Art/2DArt/SkillIcons/passives/damageaxe.dds","[34,11597]",14,14,0,0,30251,"Axe Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
968,"axe_sword_damage1604","Art/2DArt/SkillIcons/passives/masterysword.dds","[34,40,11606]",12,12,12,0,32906,"Axe and Sword Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
969,"axe_sword_attack_speed1605","Art/2DArt/SkillIcons/passives/attackspeedsworddex.dds","[74,80]",4,4,0,0,9371,"Axe and Sword Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
970,"axe_sword_attack_speed1606","Art/2DArt/SkillIcons/passives/damageaxe.dds","[34,11597,8429]",14,14,10,0,16756,"Axe Damage and Impale Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
971,"axe_sword_accuracy1605","Art/2DArt/SkillIcons/passives/accuracysword.dds","[86,92]",15,15,0,0,56435,"Axe and Sword Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
972,"staff_mace_damage1607","Art/2DArt/SkillIcons/passives/damagestaff.dds","[35,38,11598,11599]",12,12,12,12,27609,"Staff and Mace Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
973,"staff_mace_damage1608","Art/2DArt/SkillIcons/passives/damagestaff.dds","[35,38,11598,11599]",12,12,12,12,65491,"Staff and Mace Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
974,"staff_mace_attack_speed1609","Art/2DArt/SkillIcons/passives/attackspeedstaff.dds","[75,78,117]",3,3,10,0,5366,"Staff and Mace Attack Speed and Armour",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
975,"staff_mace_attack_speed1610","Art/2DArt/SkillIcons/passives/attackspeedstaff.dds","[75,78,117]",3,3,10,0,13454,"Staff and Mace Attack Speed and Armour",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
976,"stun_duration1611","Art/2DArt/SkillIcons/passives/stunstr.dds",[341],25,0,0,0,17038,"Stun Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
977,"elemental_damage_es1615","Art/2DArt/SkillIcons/passives/flaskdex.dds",[460],10,0,0,0,17788,"Flask Charges Gained",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
978,"elemental_damage1616","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[486],12,0,0,0,38807,"Elemental Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
979,"physical_damage_life1617","Art/2DArt/SkillIcons/passives/PhysicalandChaosDamage.dds","[26,123,63]",14,12,14,0,45272,"Physical and Chaos Damage and Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
980,"physical_damage1618","Art/2DArt/SkillIcons/passives/PhysicalandChaosDamage.dds","[26,63]",12,12,0,0,41689,"Physical and Chaos Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
981,"physical_damage1619","Art/2DArt/SkillIcons/passives/PhysicalandChaosDamage.dds","[26,63]",10,10,0,0,27276,"Physical and Chaos Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
982,"physical_damage1620","Art/2DArt/SkillIcons/passives/PhysicalandChaosDamage.dds","[26,63]",10,10,0,0,62831,"Physical and Chaos Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
983,"physical_damage1621","Art/2DArt/SkillIcons/passives/PhysicalandChaosDamage.dds","[26,63]",10,10,0,0,51220,"Physical and Chaos Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
984,"mana1622","Art/2DArt/SkillIcons/passives/manaregeneration.dds","[128,130]",8,10,0,0,65203,"Mana and Mana Regeneration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
985,"mana1623","Art/2DArt/SkillIcons/passives/manaregeneration.dds","[128,130]",8,10,0,0,48514,"Mana and Mana Regeneration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
986,"mana_intelligence_mana_regen1624","Art/2DArt/SkillIcons/passives/soulsyphon.dds","[128,107,127]",18,10,20,0,52157,"Soul Siphon",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
987,"projectile_damage1626_","Art/2DArt/SkillIcons/passives/projectilespeed.dds",[498],10,0,0,0,1571,"Projectile Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
988,"projectile_damage1627","Art/2DArt/SkillIcons/passives/projectilespeed.dds",[498],10,0,0,0,798,"Projectile Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
989,"projectile_damage_projectile_speed1628","Art/2DArt/SkillIcons/passives/CleverThief.dds","[2694,2693]",100,100,0,0,8001,"Clever Thief",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
990,"life_life_leech1629","Art/2DArt/SkillIcons/passives/lifeleech.dds","[124,3311]",10,2,0,0,27788,"Blood Drinker",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
991,"energy_shield1631","Art/2DArt/SkillIcons/passives/energyshield.dds","[133,127]",14,16,0,0,57226,"Energy Shield and Mana",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
992,"energy_shield1632","Art/2DArt/SkillIcons/passives/energyshield.dds","[133,130]",16,25,0,0,59650,"Energy Shield and Mana Regeneration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
993,"energy_shield1633","Art/2DArt/SkillIcons/passives/energyshield.dds",[134],6,0,0,0,13753,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
994,"energy_shield1634","Art/2DArt/SkillIcons/passives/energyshield.dds","[134,138]",6,10,0,0,6949,"Energy Shield and Recovery",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
995,"energy_shield1635","Art/2DArt/SkillIcons/passives/energyshield.dds",[138],15,0,0,0,7503,"Energy Shield Recharge Rate",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
996,"energy_shield1636_","Art/2DArt/SkillIcons/passives/energyshield.dds","[133,134]",10,4,0,0,19374,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
997,"energy_shield1637","Art/2DArt/SkillIcons/passives/energyshield.dds","[133,134]",10,4,0,0,55643,"Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
998,"life_mana_notable1638","Art/2DArt/SkillIcons/passives/HeartandSoul.dds","[124,128]",8,12,0,0,27203,"Heart and Soul",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
999,"life_mana1639","Art/2DArt/SkillIcons/passives/lifemana.dds","[124,128]",5,8,0,0,48362,"Mana and Life",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1000,"critical_strike_notable1641","Art/2DArt/SkillIcons/passives/Annihilation.dds","[328,556]",15,50,0,0,53493,"Annihilation",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1001,"elemental_damage1643","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[486],10,0,0,0,12852,"Elemental Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1002,"elemental_damage1644","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[486],10,0,0,0,4184,"Elemental Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1003,"attack_speed1645","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],4,0,0,0,45202,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1004,"attack_speed1646","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],4,0,0,0,20953,"Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1005,"mana1647","Art/2DArt/SkillIcons/passives/mana.dds",[128],8,0,0,0,63228,"Mana",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1006,"mana1648","Art/2DArt/SkillIcons/passives/mana.dds",[128],8,0,0,0,49308,"Mana",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1007,"freeze_chance1649","Art/2DArt/SkillIcons/passives/colddamage.dds",[12457],20,0,0,0,21170,"Cold Ailment Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1008,"freeze_chance1650","Art/2DArt/SkillIcons/passives/colddamage.dds",[8587],6,0,0,0,53732,"Cold Damage Over Time Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1009,"ignite_chance1651","Art/2DArt/SkillIcons/passives/firedamagestr.dds",[10199],5,0,0,0,13559,"Burning Damage Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1010,"ignite_chance1652","Art/2DArt/SkillIcons/passives/firedamagestr.dds",[611],20,0,0,0,6245,"Chance to Ignite",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1011,"shock_chance1653","Art/2DArt/SkillIcons/passives/lightningint.dds","[56,659]",10,10,0,0,61264,"Lightning Damage and Shock Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1012,"shock_chance1654","Art/2DArt/SkillIcons/passives/lightningint.dds",[12458],20,0,0,0,13961,"Lightning Ailment Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1013,"cold_damage1659","Art/2DArt/SkillIcons/passives/colddamage.dds","[49,455]",10,10,0,0,36226,"Cold Damage and Freeze Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1014,"lightning_damage1661","Art/2DArt/SkillIcons/passives/lightningint.dds",[56],8,0,0,0,20399,"Lightning Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1015,"wand_elemental_notable1662","Art/2DArt/SkillIcons/passives/masterywand.dds","[416,81,3916]",24,6,5,0,63944,"Prism Weave",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1016,"wand_attack_speed1663","Art/2DArt/SkillIcons/passives/WandSpeedAccuracyNode.dds","[81,93]",5,8,0,0,20844,"Wand Attack Speed and Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1017,"wand_attack_speed1664","Art/2DArt/SkillIcons/passives/WandSpeedAccuracyNode.dds","[81,93]",5,8,0,0,62217,"Wand Attack Speed and Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1018,"curse_effect1667","Art/2DArt/SkillIcons/passives/Corruption.dds",[1387],5,0,0,0,30767,"Curse Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1019,"curse_effect1668","Art/2DArt/SkillIcons/passives/Corruption.dds","[2074,13107]",10,50,0,0,42436,"Hex Area of Effect and Faster Doom Gain",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1020,"curse_effect_notable1669","Art/2DArt/SkillIcons/passives/SkitteringRunes.dds","[12502,1387]",10,10,0,0,15400,"Skittering Runes",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1021,"curse_duration1670","Art/2DArt/SkillIcons/passives/castspeed.dds",[837],10,0,0,0,6250,"Curse Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1022,"curse_duration_notable1671","Art/2DArt/SkillIcons/passives/KeystoneHexMaster.dds","[13104,2074]",100,50,0,0,39986,"Hex Master",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1023,"curse_area1672","Art/2DArt/SkillIcons/passives/Corruption.dds",[1387],5,0,0,0,40126,"Curse Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1024,"curse_area1673","Art/2DArt/SkillIcons/passives/Corruption.dds",[1387],5,0,0,0,31973,"Curse Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1025,"curse_cast_speed1674","Art/2DArt/SkillIcons/passives/castspeed.dds",[837],10,0,0,0,3359,"Curse Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1026,"life_energy_shield1675","Art/2DArt/SkillIcons/passives/LifeAndEnergyShield.dds","[134,124]",5,5,0,0,61653,"Life and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1027,"life_energy_shield1676","Art/2DArt/SkillIcons/passives/LifeAndEnergyShield.dds","[134,124]",5,5,0,0,38190,"Life and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1028,"life_energy_shield1677","Art/2DArt/SkillIcons/passives/LifeAndEnergyShield.dds","[134,124]",5,5,0,0,1822,"Life and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1029,"stun_ignore_str_dex1678","Art/2DArt/SkillIcons/passives/castavoidinterruption.dds","[219,3034,141]",25,20,10,0,8135,"Practical Application",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1030,"stun_ignore1679","Art/2DArt/SkillIcons/passives/castavoidinterruption.dds","[219,141]",15,3,0,0,11659,"Avoid Interruption while Casting and Elemental Resistances",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1031,"stun_ignore1680","Art/2DArt/SkillIcons/passives/castavoidinterruption.dds","[219,141]",15,3,0,0,11128,"Avoid Interruption while Casting and Elemental Resistances",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1032,"projectile_damage1681","Art/2DArt/SkillIcons/passives/IncreasedProjectileSpeedNode.dds",[12100],25,0,0,0,33374,"Chance for Extra Fork Projectile",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1033,"projectile_damage_pierce1685","Art/2DArt/SkillIcons/passives/IncreasedProjectileSpeedNode.dds",[6249],1,0,0,0,31222,"Pierce",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1034,"projectile_damage_pierce1686","Art/2DArt/SkillIcons/passives/Pierce.dds",[6249],1,0,0,0,17206,"Pierce",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1035,"projectile_pierce_notable1687","Art/2DArt/SkillIcons/passives/UpwardsFiringProjectilesNotable.dds",[6249],2,0,0,0,21228,"Piercing Shots",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1036,"energy_shield_delay_notable1688","Art/2DArt/SkillIcons/passives/EssenceSurge.dds","[133,139]",30,20,0,0,62577,"Essence Surge",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1037,"shield_block1690","Art/2DArt/SkillIcons/passives/shieldblockchance.dds","[2358,22]",2,40,0,0,16971,"Shield Spell Block and Block Recovery",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1038,"evasion_resists_notable1691","Art/2DArt/SkillIcons/passives/Survivalist.dds","[120,141,944]",24,8,1,0,24133,"Survivalist",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1039,"evasion1692","Art/2DArt/SkillIcons/passives/evadepercentage.dds","[120,141]",12,4,0,0,64235,"Evasion and Elemental Resistances",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1040,"avoid_status_ailments1696","Art/2DArt/SkillIcons/passives/crystalskin.dds",[620],10,0,0,0,15837,"Avoid Status Ailments",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,""
1041,"life_notable1697","Art/2DArt/SkillIcons/passives/Constitution.dds","[124,123]",10,20,0,0,55485,"Constitution",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
1042,"energy_shield_notable1698","Art/2DArt/SkillIcons/passives/foresight.dds","[133,134,138]",20,14,10,0,3452,"Foresight",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","",0,""
