"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","IsDropDisabled","ItemVisualIdentity","HASH","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","ItemThemesKey","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","ItemShopType","rid","rid","bool"
1439,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge11_3",40,2,2,"Tencent Badge 11_3","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1313,-1543819204,[],"","","",[],39,[],"","",1,"","",""
1440,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge11_4",40,2,2,"Tencent Badge 11_4","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1314,2041771244,[],"","","",[],39,[],"","",1,"","",""
1441,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge11_5",40,2,2,"Tencent Badge 11_5","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1315,1339290115,[],"","","",[],39,[],"","",1,"","",""
1442,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge11_6",40,2,2,"Tencent Badge 11_6","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1316,-1950740632,[],"","","",[],39,[],"","",1,"","",""
1443,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge11_7",40,2,2,"Tencent Badge 11_7","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1317,-1551043305,[],"","","",[],39,[],"","",1,"","",""
1444,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge12_1",40,2,2,"Tencent Badge 12_1","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1318,218085110,[],"","","",[],39,[],"","",1,"","",""
1445,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge12_2",40,2,2,"Tencent Badge 12_2","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1319,-2042291032,[],"","","",[],39,[],"","",1,"","",""
1446,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge12_3",40,2,2,"Tencent Badge 12_3","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1320,-1042220164,[],"","","",[],39,[],"","",1,"","",""
1447,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge12_4",40,2,2,"Tencent Badge 12_4","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1321,-2065946085,[],"","","",[],39,[],"","",1,"","",""
1448,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge12_5",40,2,2,"Tencent Badge 12_5","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1322,735558538,[],"","","",[],39,[],"","",1,"","",""
1449,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge12_6",40,2,2,"Tencent Badge 12_6","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1323,-1256132815,[],"","","",[],39,[],"","",1,"","",""
1450,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge12_7",40,2,2,"Tencent Badge 12_7","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1324,517117238,[],"","","",[],39,[],"","",1,"","",""
1451,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge13_1",40,2,2,"Tencent Badge 13_1","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1325,-1945059935,[],"","","",[],39,[],"","",1,"","",""
1452,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge13_2",40,2,2,"Tencent Badge 13_2","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1326,2112544989,[],"","","",[],39,[],"","",1,"","",""
1453,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge13_3",40,2,2,"Tencent Badge 13_3","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1327,-1496347889,[],"","","",[],39,[],"","",1,"","",""
1454,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge13_4",40,2,2,"Tencent Badge 13_4","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1328,1047217132,[],"","","",[],39,[],"","",1,"","",""
1455,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge13_5",40,2,2,"Tencent Badge 13_5","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1329,-1176172825,[],"","","",[],39,[],"","",1,"","",""
1456,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge13_6",40,2,2,"Tencent Badge 13_6","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1330,-2035217316,[],"","","",[],39,[],"","",1,"","",""
1457,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge13_7",40,2,2,"Tencent Badge 13_7","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1331,186087665,[],"","","",[],39,[],"","",1,"","",""
1458,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge14_1",40,2,2,"Tencent Badge 14_1","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1332,773898121,[],"","","",[],39,[],"","",1,"","",""
1459,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge14_2",40,2,2,"Tencent Badge 14_2","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1333,683705249,[],"","","",[],39,[],"","",1,"","",""
1460,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge14_3",40,2,2,"Tencent Badge 14_3","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1334,-1604794840,[],"","","",[],39,[],"","",1,"","",""
1461,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge14_4",40,2,2,"Tencent Badge 14_4","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1335,-1187857702,[],"","","",[],39,[],"","",1,"","",""
1462,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge14_5",40,2,2,"Tencent Badge 14_5","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1336,263335842,[],"","","",[],39,[],"","",1,"","",""
1463,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge14_6",40,2,2,"Tencent Badge 14_6","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1337,854824798,[],"","","",[],39,[],"","",1,"","",""
1464,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge14_7",40,2,2,"Tencent Badge 14_7","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1338,-954760646,[],"","","",[],39,[],"","",1,"","",""
1465,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge15_1",40,2,2,"Tencent Badge 15_1","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1339,726041781,[],"","","",[],39,[],"","",1,"","",""
1466,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge15_2",40,2,2,"Tencent Badge 15_2","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1340,-1476110676,[],"","","",[],39,[],"","",1,"","",""
1467,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge15_3",40,2,2,"Tencent Badge 15_3","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1341,-339282160,[],"","","",[],39,[],"","",1,"","",""
1468,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge15_4",40,2,2,"Tencent Badge 15_4","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1342,-2032426312,[],"","","",[],39,[],"","",1,"","",""
1469,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge15_5",40,2,2,"Tencent Badge 15_5","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1343,-593490551,[],"","","",[],39,[],"","",1,"","",""
1470,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge15_6",40,2,2,"Tencent Badge 15_6","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1344,-1502378290,[],"","","",[],39,[],"","",1,"","",""
1471,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge15_7",40,2,2,"Tencent Badge 15_7","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1345,1545914821,[],"","","",[],39,[],"","",1,"","",""
1472,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge16_1",40,2,2,"Tencent Badge 16_1","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1346,-1336357374,[],"","","",[],39,[],"","",1,"","",""
1473,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge16_2",40,2,2,"Tencent Badge 16_2","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1347,1333203781,[],"","","",[],39,[],"","",1,"","",""
1474,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge16_3",40,2,2,"Tencent Badge 16_3","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1348,-504488835,[],"","","",[],39,[],"","",1,"","",""
1475,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge16_4",40,2,2,"Tencent Badge 16_4","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1349,-449038145,[],"","","",[],39,[],"","",1,"","",""
1476,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge16_5",40,2,2,"Tencent Badge 16_5","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1350,371592009,[],"","","",[],39,[],"","",1,"","",""
1477,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge16_6",40,2,2,"Tencent Badge 16_6","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1351,-140162866,[],"","","",[],39,[],"","",1,"","",""
1478,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge16_7",40,2,2,"Tencent Badge 16_7","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1352,909663981,[],"","","",[],39,[],"","",1,"","",""
1479,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge17_1",40,2,2,"Tencent Badge 17_1","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1353,182326461,[],"","","",[],39,[],"","",1,"","",""
1480,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge17_2",40,2,2,"Tencent Badge 17_2","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1354,-1261072667,[],"","","",[],39,[],"","",1,"","",""
1481,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge17_3",40,2,2,"Tencent Badge 17_3","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1355,-1782111776,[],"","","",[],39,[],"","",1,"","",""
1482,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge17_4",40,2,2,"Tencent Badge 17_4","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1356,-835359571,[],"","","",[],39,[],"","",1,"","",""
1483,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge17_5",40,2,2,"Tencent Badge 17_5","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1357,-986414993,[],"","","",[],39,[],"","",1,"","",""
1484,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge17_6",40,2,2,"Tencent Badge 17_6","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1358,-1077666701,[],"","","",[],39,[],"","",1,"","",""
1485,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge17_7",40,2,2,"Tencent Badge 17_7","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1359,868720276,[],"","","",[],39,[],"","",1,"","",""
1486,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge18_1",40,2,2,"Tencent Badge 18_1","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1360,-1068621017,[],"","","",[],39,[],"","",1,"","",""
1487,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge18_2",40,2,2,"Tencent Badge 18_2","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1361,1057865031,[],"","","",[],39,[],"","",1,"","",""
1488,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge18_3",40,2,2,"Tencent Badge 18_3","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1362,-1156045522,[],"","","",[],39,[],"","",1,"","",""
1489,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge18_4",40,2,2,"Tencent Badge 18_4","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1363,-1658516007,[],"","","",[],39,[],"","",1,"","",""
1490,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge18_5",40,2,2,"Tencent Badge 18_5","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1364,-887154489,[],"","","",[],39,[],"","",1,"","",""
1491,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge18_6",40,2,2,"Tencent Badge 18_6","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1365,-1279217414,[],"","","",[],39,[],"","",1,"","",""
1492,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge18_7",40,2,2,"Tencent Badge 18_7","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1366,-371704532,[],"","","",[],39,[],"","",1,"","",""
1493,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge19_1",40,2,2,"Tencent Badge 19_1","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1367,248514408,[],"","","",[],39,[],"","",1,"","",""
1494,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge19_2",40,2,2,"Tencent Badge 19_2","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1368,-940656549,[],"","","",[],39,[],"","",1,"","",""
1495,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge19_3",40,2,2,"Tencent Badge 19_3","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1369,1046538335,[],"","","",[],39,[],"","",1,"","",""
1496,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge19_4",40,2,2,"Tencent Badge 19_4","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1370,1135681506,[],"","","",[],39,[],"","",1,"","",""
1497,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge19_5",40,2,2,"Tencent Badge 19_5","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1371,1341917815,[],"","","",[],39,[],"","",1,"","",""
1498,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge19_6",40,2,2,"Tencent Badge 19_6","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1372,-459840209,[],"","","",[],39,[],"","",1,"","",""
1499,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge19_7",40,2,2,"Tencent Badge 19_7","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1373,-564097877,[],"","","",[],39,[],"","",1,"","",""
1500,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge20_1",40,2,2,"Tencent Badge 20_1","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1374,314994905,[],"","","",[],39,[],"","",1,"","",""
1501,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge20_2",40,2,2,"Tencent Badge 20_2","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1375,-210809659,[],"","","",[],39,[],"","",1,"","",""
1502,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge20_3",40,2,2,"Tencent Badge 20_3","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1376,1056679922,[],"","","",[],39,[],"","",1,"","",""
1503,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge20_4",40,2,2,"Tencent Badge 20_4","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1377,741220891,[],"","","",[],39,[],"","",1,"","",""
1504,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge20_5",40,2,2,"Tencent Badge 20_5","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1378,-1630066909,[],"","","",[],39,[],"","",1,"","",""
1505,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge20_6",40,2,2,"Tencent Badge 20_6","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1379,1718969394,[],"","","",[],39,[],"","",1,"","",""
1506,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionTencentBadge20_7",40,2,2,"Tencent Badge 20_7","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1380,1309178689,[],"","","",[],39,[],"","",1,"","",""
1507,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSummonRagingBees",40,1,1,"Swarming Bees Raging Spirit Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1381,-1583034848,[],"","","",[],58,[],"","",17,"","",""
1508,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCelestialHelmet",40,2,2,"Celestial Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1382,-855184947,[],"","","",[],23,[],"","",11,"","",""
1509,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCelestialBoots",40,2,2,"Celestial Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1383,4176121,[],"","","",[],23,[],"","",4,"","",""
1510,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCelestialGloves",40,2,2,"Celestial Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1384,-198910396,[],"","","",[],23,[],"","",9,"","",""
1511,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCelestialBodyArmour",40,2,2,"Celestial Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1385,-261125367,[],"","","",[],23,[],"","",3,"","",""
1512,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGothicCloak",40,2,2,"Gothic Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1386,513443000,[],"","","",[],59,[],"","",2,"","",""
1513,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGothicHelmet",40,2,2,"Gothic Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1387,642300162,[],"","","",[],59,[],"","",11,"","",""
1514,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGothicBoots",40,2,2,"Gothic Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1388,-1488622196,[],"","","",[],59,[],"","",4,"","",""
1515,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGothicGloves",40,2,2,"Gothic Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1389,1104492022,[],"","","",[],59,[],"","",9,"","",""
1516,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGothicBodyArmour",40,2,2,"Gothic Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1390,508097763,[],"","","",[],59,[],"","",3,"","",""
1517,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcanePortal",40,2,2,"Arcane Portal","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1391,1397397713,[],"","","",[],11,[],"","",16,"","",""
1518,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSinWings",40,2,2,"Sin Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1392,-2003419822,[],"","","",[],60,[],"","",2,"","",""
1519,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSinCloak",40,2,2,"Sin Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1393,-548146460,[],"","","",[],60,[],"","",2,"","",""
1520,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSinHelmet",40,2,2,"Sin Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1394,-859907717,[],"","","",[],60,[],"","",11,"","",""
1521,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSinBoots",40,2,2,"Sin Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1395,-912858501,[],"","","",[],60,[],"","",4,"","",""
1522,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSinGloves",40,2,2,"Sin Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1396,-24303445,[],"","","",[],60,[],"","",9,"","",""
1523,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSinBodyArmour",40,2,2,"Sin Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1397,-1682565818,[],"","","",[],60,[],"","",3,"","",""
1524,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSinHelmetAttachment",40,2,2,"Sin Talon Helmet Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1398,-1079035284,[],"","","",[],60,[],"","",10,"","",""
1525,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionSinCharacterEffect",40,2,2,"Sin Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1399,-927898523,[],"","","",[],60,[],"","",5,"","",""
1526,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSinWeaponEffect",40,2,2,"Sin Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1400,1746690490,[],"","","",[],60,[],"","",21,"","",""
1527,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSinShortsword",40,2,2,"Sin Sword","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1401,208596078,[],"","","",[],60,[],"","",22,"","",""
1528,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSinLongsword",40,2,2,"Sin Longsword","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1402,-2072463153,[],"","","",[],60,[],"","",22,"","",""
1529,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSinFootprintsEffect",40,1,1,"Sin Footprints Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1403,1690342247,[],"","","",[],60,[],"","",8,"","",""
1530,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSinLeapSlamEffect",40,2,2,"Sin Leap Slam Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1404,-715472951,[],"","","",[],60,[],"","",17,"","",""
1531,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionSinHeraldEffect",40,2,2,"Sin Herald Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1405,-963826092,[],"","","",[],60,[],"","",17,"","",""
1532,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSinPortalEffect",40,2,2,"Sin Portal Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1406,-371862164,[],"","","",[],60,[],"","",16,"","",""
1533,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionInnocenceWings",40,2,2,"Innocence Wings","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1407,-1495214456,[],"","","",[],60,[],"","",2,"","",""
1534,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionInnocenceCloak",40,2,2,"Innocence Cloak","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1408,-601420679,[],"","","",[],60,[],"","",2,"","",""
1535,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionInnocenceHelmet",40,2,2,"Innocence Helmet","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1409,-1969059579,[],"","","",[],60,[],"","",11,"","",""
1536,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionInnocenceBoots",40,2,2,"Innocence Boots","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1410,-1762730650,[],"","","",[],60,[],"","",4,"","",""
1537,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionInnocenceGloves",40,2,2,"Innocence Gloves","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1411,-898380914,[],"","","",[],60,[],"","",9,"","",""
1538,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionInnocenceBodyArmour",40,2,2,"Innocence Body Armour","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1412,546381649,[],"","","",[],60,[],"","",3,"","",""
1539,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionInnocenceHelmetAttachment",40,2,2,"Innocence Laurel Helmet Attachment","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1413,-531806250,[],"","","",[],60,[],"","",10,"","",""
1540,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionInnocenceCharacterEffect",40,2,2,"Innocence Character Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1414,-287657639,[],"","","",[],60,[],"","",5,"","",""
1541,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionInnocenceWeaponEffect",40,2,2,"Innocence Weapon Effect","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1415,-1703761414,[],"","","",[],60,[],"","",21,"","",""
1542,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionInnocenceShortsword",40,2,2,"Innocence Sword","Metadata/Items/Currency/AbstractMicrotransaction",1,"",[],1,34,[33],29,1,1416,-459228699,[],"","","",[],60,[],"","",22,"","",""
