"rownum","Id","i32","i32","Name","CompletionsRequired","AchievementsKey","bool","bool","bool","bool"
2235,"WarbandsTempestCardTheSun",1,24,"The Sun",1,124,"",1,"",1
2236,"WarbandsTempestCardTheWarden",1,25,"The Warden",1,124,"",1,"",1
2237,"WarbandsTempestCardTheScarredMeadow",1,26,"The Scarred Meadow",1,124,"",1,"",1
2238,"WarbandsTempestCardTheDarkMage",1,27,"The Dark Mage",1,124,"",1,"",1
2239,"WarbandsTempestCardTheGemcutter",1,28,"The Gemcutter",1,124,"",1,"",1
2240,"WarbandsTempestCardTheGambler",1,29,"The Gambler",1,124,"",1,"",1
2241,"WarbandsTempestCardTheLover",1,30,"The Lover",1,124,"",1,"",1
2242,"WarbandsTempestCardChaoticDisposition",1,31,"Chaotic Disposition",1,124,"",1,"",1
2243,"WarbandsTempestCardTheRoadToPower",1,32,"The Road to Power",1,124,"",1,"",1
2244,"WarbandsTempestCardTheAvenger",1,33,"The Avenger",1,124,"",1,"",1
2245,"WarbandsTempestCardEmperorsLuck",1,34,"Emperor's Luck",1,124,"",1,"",1
2246,"WarbandsTempestCardTimeLostRelic",1,35,"Time-Lost Relic",1,124,"",1,"",1
2247,"WarbandsTempestCardLuckyConnections",1,36,"Lucky Connections",1,124,"",1,"",1
2248,"WarbandsTempestCardTheFeast",1,37,"The Feast",1,124,"",1,"",1
2249,"WarbandsTempestCardRainOfChaos",1,38,"Rain of Chaos",1,124,"",1,"",1
2250,"WarbandsTempestCardTheWatcher",1,39,"The Watcher",1,124,"",1,"",1
2251,"WarbandsTempestCardTheIncantation",1,40,"The Incantation",1,124,"",1,"",1
2252,"WarbandsTempestCardCovetedPossession",1,41,"Coveted Possession",1,124,"",1,"",1
2253,"WarbandsTempestCardTheKingsHeart",1,42,"The King's Heart",1,124,"",1,"",1
2254,"WarbandsTempestCardAbandonedWealth",1,43,"Abandoned Wealth",1,124,"",1,"",1
2255,"WarbandsTempestCardTheWind",1,44,"The Wind",1,124,"",1,"",1
2256,"WarbandsTempestCardThePact",1,45,"The Pact",1,124,"",1,"",1
2257,"WarbandsTempestCardGemcuttersPromise",1,46,"Gemcutter's Promise",1,124,"",1,"",1
2258,"WarbandsTempestCardTheCelestialJusticar",1,47,"The Celestial Justicar",1,124,"",1,"",1
2259,"WarbandsTempestCardTheChainsThatBind",1,48,"The Chains that Bind",1,124,"",1,"",1
2260,"WarbandsTempestCardTheInventor",1,49,"The Inventor",1,124,"",1,"",1
2261,"WarbandsTempestCardJackInTheBox",1,50,"Jack in the Box",1,124,"",1,"",1
2262,"WarbandsTempestCardTheUnion",1,51,"The Union",1,124,"",1,"",1
2263,"WarbandsTempestCardHumility",1,52,"Humility",1,124,"",1,"",1
2264,"WarbandsTempestCardTheExplorer",1,53,"The Explorer",1,124,"",1,"",1
2265,"WarbandsTempestKillBrinerotGrunt",1,54,"Brinerot Raider",1,125,"",1,"",1
2266,"WarbandsTempestKillBrinerotSupport",1,55,"Brinerot Soothesayer",1,125,"",1,"",1
2267,"WarbandsTempestKillBrinerotElite",1,56,"Brinerot Stormhand",1,125,"",1,"",1
2268,"WarbandsTempestKillBrinerotLeader1",1,57,"Musky \""Two-Eyes\"" Grenn",1,125,"",1,"",1
2269,"WarbandsTempestKillBrinerotLeader2",1,58,"Susara, Siren of Pondium",1,125,"",1,"",1
2270,"WarbandsTempestKillBrinerotLeader3",1,59,"Lussi \""Rotmother\"" Roth",1,125,"",1,"",1
2271,"WarbandsTempestKillMutewindGrunt",1,60,"Mutewind Wildrunner",1,125,"",1,"",1
2272,"WarbandsTempestKillMutewindLynx",1,61,"Mutewind Lynx",1,125,"",1,"",1
2273,"WarbandsTempestKillMutewindSupport",1,62,"Mutewind Hexbinder",1,125,"",1,"",1
2274,"WarbandsTempestKillMutewindElite",1,63,"Mutewind Snow-singer",1,125,"",1,"",1
2275,"WarbandsTempestKillMutewindLeader1",1,64,"Yorishi, Aurora-sage",1,125,"",1,"",1
2276,"WarbandsTempestKillMutewindLeader2",1,65,"Jeinei Yuushu",1,125,"",1,"",1
2277,"WarbandsTempestKillMutewindLeader3",1,66,"Otesha, the Giantslayer",1,125,"",1,"",1
2278,"WarbandsTempestKillRedbladeGrunt",1,67,"Redblade Skullbreaker",1,125,"",1,"",1
2279,"WarbandsTempestKillRedbladeSupport",1,68,"Redblade Flamelord",1,125,"",1,"",1
2280,"WarbandsTempestKillRedbladeElite",1,69,"Redblade Warmonger",1,125,"",1,"",1
2281,"WarbandsTempestKillRedbladeLeader1",1,70,"Uruk Baleh",1,125,"",1,"",1
2282,"WarbandsTempestKillRedbladeLeader2",1,71,"El'Abin, Bloodeater",1,125,"",1,"",1
2283,"WarbandsTempestKillRedbladeLeader3",1,72,"Leli Goya, Daughter of Ash",1,125,"",1,"",1
2284,"WarbandsTempestKillRedbladeLeader4",1,73,"Bin'aia, Crimson Rain",1,125,"",1,"",1
2285,"WarbandsTempestKillChaosLeader1",1,74,"Rama, The Kinslayer",1,125,"",1,"",1
2286,"WarbandsTempestKillChaosLeader2",1,75,"Kalria, The Risen",1,125,"",1,"",1
2287,"WarbandsTempestKillChaosLeader3",1,76,"Invari, The Bloodshaper",1,125,"",1,"",1
2288,"WarbandsTempestKillChaosLeader4",1,77,"Lokan, The Deceiver",1,125,"",1,"",1
2289,"WarbandsTempestKillChaosLeader5",1,78,"Marchak, The Betrayer",1,125,"",1,"",1
2290,"WarbandsTempestKillChaosLeader6",1,79,"Berrots, The Breaker",1,125,"",1,"",1
2291,"WarbandsTempestKillChaosLeader7",1,80,"Vessider, The Unrivaled",1,125,"",1,"",1
2292,"WarbandsTempestKillChaosLeader8",1,81,"Morgrants, The Deafening",1,125,"",1,"",1
2293,"WarbandsTempestStormStinging",1,82,"Stinging Tempest",1,126,"",1,"",1
2294,"WarbandsTempestStormScathing",1,83,"Scathing Tempest",1,126,"",1,"",1
2295,"WarbandsTempestStormRestorative",1,84,"Restorative Tempest",1,126,"",1,"",1
2296,"WarbandsTempestStormEchoing",1,85,"Echoing Tempest",1,126,"",1,"",1
2297,"WarbandsTempestStormDivine",1,86,"Divine Tempest",1,126,"",1,"",1
2298,"WarbandsTempestStormGlimmering",1,87,"Shining Tempest",1,126,"",1,"",1
2299,"WarbandsTempestStormGlistering",1,88,"Radiating Tempest",1,126,"",1,"",1
2300,"WarbandsTempestStormWaxing",1,89,"Enlarging Tempest",1,126,"",1,"",1
2301,"WarbandsTempestStormWaning",1,90,"Shrinking Tempest",1,126,"",1,"",1
2302,"WarbandsTempestStormSeething",1,91,"Seething Tempest",1,126,"",1,"",1
2303,"WarbandsTempestStormShivering",1,92,"Shivering Tempest",1,126,"",1,"",1
2304,"WarbandsTempestStormFreezing",1,93,"Freezing Tempest",1,126,"",1,"",1
2305,"WarbandsTempestStormGalvanizing",1,94,"Galvanizing Tempest",1,126,"",1,"",1
2306,"WarbandsTempestStormBrisk",1,95,"Brisk Tempest",1,126,"",1,"",1
2307,"WarbandsTempestStormShimmering",1,96,"Shimmering Tempest",1,126,"",1,"",1
2308,"WarbandsTempestStormQuickening",1,97,"Quickening Tempest",1,126,"",1,"",1
2309,"WarbandsTempestStormGluttonous",1,98,"Impure Tempest",1,126,"",1,"",1
2310,"WarbandsTempestStormObscuring",1,99,"Obscuring Tempest",1,126,"",1,"",1
2311,"WarbandsTempestStormEthereal",1,100,"Ethereal Tempest",1,126,"",1,"",1
2312,"WarbandsTempestStormDevouring",1,101,"Devouring Tempest",1,126,"",1,"",1
2313,"WarbandsTempestStormShielding",1,102,"Shielding Tempest",1,126,"",1,"",1
2314,"WarbandsTempestStormSharding",1,103,"Sharding Tempest",1,126,"",1,"",1
2315,"WarbandsTempestStormVeiling",1,104,"Veiling Tempest",1,126,"",1,"",1
2316,"WarbandsTempestStormAbyssal",1,105,"Abyssal Tempest",1,126,"",1,"",1
2317,"WarbandsTempestStormGathering",1,106,"Consuming Tempest",1,126,"",1,"",1
2318,"WarbandsTempestStormInfernal",1,107,"Infernal Tempest",1,126,"",1,"",1
2319,"WarbandsTempestStormArctic",1,108,"Arctic Tempest",1,126,"",1,"",1
2320,"WarbandsTempestStormElectrocuting",1,109,"Electrocuting Tempest",1,126,"",1,"",1
2321,"WarbandsTempestStormMorbid",1,110,"Morbid Tempest",1,126,"",1,"",1
2322,"WarbandsTempestStormCrushing",1,111,"Crushing Tempest",1,126,"",1,"",1
2323,"WarbandsTempestStormBlasphemous",1,112,"Blasphemous Tempest",1,126,"",1,"",1
2324,"WarbandsTempestStormCorrupting",1,113,"Corrupting Tempest",1,126,"",1,"",1
2325,"WarbandsTempestStormTransmogrifying",1,114,"Transmogrifying Tempest",1,126,"",1,"",1
2326,"WarbandsTempestStormRefining",1,115,"Refining Tempest",1,126,"",1,"",1
2327,"WarbandsTempestStormCapricious",1,116,"Energising Tempest",1,126,"",1,"",1
2328,"WarbandsTempestStormofAnimation",1,117,"Tempest of Animation",1,126,"",1,"",1
2329,"WarbandsTempestStormoftheShaman",1,118,"Tempest of the Ancestors",1,126,"",1,"",1
2330,"WarbandsTempestStormofFire",1,119,"Tempest of Fire",1,126,"",1,"",1
2331,"WarbandsTempestStormofIce",1,120,"Tempest of Ice",1,126,"",1,"",1
2332,"WarbandsTempestStormofLightning",1,121,"Tempest of Lightning",1,126,"",1,"",1
2333,"WarbandsTempestStormofPoison",1,122,"Tempest of Poison",1,126,"",1,"",1
2334,"WarbandsTempestStormofAberrance",1,123,"Tempest of Aberrance",1,126,"",1,"",1
2335,"WarbandsTempestStormofInspiration",1,124,"Tempest of Inspiration",1,126,"",1,"",1
2336,"WarbandsTempestStormofRevelation",1,125,"Tempest of Revelation",1,126,"",1,"",1
2337,"WarbandsTempestStormofTurmoil",1,126,"Tempest of Turmoil",1,126,"",1,"",1
2338,"WarbandsTempestStormofPhantoms",1,127,"Tempest of Phantoms",1,126,"",1,"",1
2339,"WarbandsTempestStormofCataclysm",1,128,"Tempest of Cataclysm",1,126,"",1,"",1
2340,"WarbandsTempestStormofIntensity",1,129,"Tempest of Intensity",1,126,"",1,"",1
2341,"WarbandsTempestStormofReach",1,130,"Tempest of Influence",1,126,"",1,"",1
2342,"WarbandsTempestStormofPrecision",1,131,"Tempest of Precision",1,126,"",1,"",1
2343,"WarbandsTempestStormofDesperation",1,132,"Tempest of Desperation",1,126,"",1,"",1
2344,"WarbandsTempestStormofFortune",1,133,"Tempest of Fortune",1,126,"",1,"",1
2345,"WarbandsTempestStormofDestiny",1,134,"Tempest of Destiny",1,126,"",1,"",1
2346,"WarbandsTempestStormofFate",1,135,"Tempest of Fate",1,126,"",1,"",1
2347,"WarbandsTempestKillSoulmourn",1,136,"Soulmourn",1,127,"",1,"",1
2348,"WarbandsTempestKillTheHundredFootShadow",1,137,"The Hundred Foot Shadow",1,127,"",1,"",1
2349,"WarbandsTempestKillNightwane",1,138,"Nightwane",1,127,"",1,"",1
2350,"WarbandsTempestKillVollEmperorofPurity",1,139,"Voll, Emperor of Purity",1,127,"",1,"",1
2351,"WarbandsTempestKillPikerivet",1,140,"Pikerivet",1,127,"",1,"",1
2352,"WarbandsTempestKillVoidscream",1,141,"Voidscream",1,127,"",1,"",1
2353,"WarbandsTempestKillTheBurningMan",1,142,"The Burning Man",1,127,"",1,"",1
2354,"WarbandsTempestKillHammerstorm",1,143,"Hammerstorm",1,127,"",1,"",1
2355,"WarbandsTempestKillTorchoakGrove",1,144,"Torchoak Grove",1,127,"",1,"",1
2356,"WarbandsTempestKillTriskeriaki",1,145,"Triskeriaki",1,127,"",1,"",1
2357,"WarbandsTempestKillKingKaom",1,146,"King Kaom",1,127,"",1,"",1
2358,"WarbandsTempestKillSteelchaw",1,147,"Steelchaw",1,127,"",1,"",1
2359,"WarbandsTempestKillEyepecker",1,148,"Eyepecker",1,127,"",1,"",1
2360,"WarbandsTempestKillBarkhul",1,149,"Barkhul",1,127,"",1,"",1
2361,"WarbandsTempestKillDimachaeriCassius",1,150,"Dimachaeri Cassius",1,127,"",1,"",1
2362,"WarbandsTempestKillMevia",1,151,"Mevion",1,127,"",1,"",1
2363,"WarbandsTempestKillRudiariusFelix",1,152,"Rudiarius Felix",1,127,"",1,"",1
2364,"WarbandsTempestKillDaressoKingofSwords",1,153,"Daresso, King of Swords",1,127,"",1,"",1
2365,"WarbandsTempestKillMaligaroTheInquisitor",1,154,"Maligaro, The Inquisitor",1,127,"",1,"",1
2366,"WarbandsTempestKillDoedreDarktongue",1,155,"Doedre Darktongue",1,127,"",1,"",1
2367,"WarbandsTempestKillShavronneofUmbra",1,156,"Shavronne of Umbra",1,127,"",1,"",1
2368,"WarbandsTempestKillMalachaiTheNightmare",1,157,"Malachai, The Nightmare",1,127,"",1,"",1
2369,"WarbandsTempestKillTheWingedDeath",1,158,"The Winged Death",1,127,"",1,"",1
2370,"WarbandsTempestKillAvataroftheHuntress",1,159,"Avatar of the Huntress",1,127,"",1,"",1
2371,"WarbandsTempestKillAvataroftheSkies",1,160,"Avatar of the Skies",1,127,"",1,"",1
2372,"WarbandsTempestKillAvataroftheForge",1,161,"Avatar of the Forge",1,127,"",1,"",1
2373,"WarbandsTempestKillFragmentofWinter",1,162,"Fragment of Winter",1,127,"",1,"",1
2374,"WarbandsTempestKillEaterofSouls",1,163,"Eater of Souls",1,127,"",1,"",1
2375,"WarbandsTempestKillProdigyofDarkness",1,164,"Prodigy of Darkness",1,127,"",1,"",1
2376,"WarbandsTempestKillProdigyofHexes",1,165,"Prodigy of Hexes",1,127,"",1,"",1
2377,"WarbandsTempestKillProdigyofPain",1,166,"Prodigy of Pain",1,127,"",1,"",1
2378,"WarbandsTempestKillAmbriusLegionSlayer",1,167,"Ambrius, Legion Slayer",1,127,"",1,"",1
2379,"WarbandsTempestKillToreToweringAncient",1,168,"Tore, Towering Ancient",1,127,"",1,"",1
2380,"WarbandsTempestKillStonebeakBattleFowl",1,169,"Stonebeak, Battle Fowl",1,127,"",1,"",1
2381,"WarbandsTempestKillGnarEaterOfCarrion",1,170,"Gnar, Eater of Carrion",1,127,"",1,"",1
2382,"WarbandsTempestKillTheInfernalKing",1,171,"The Infernal King",1,127,"",1,"",1
2383,"WarbandsTempestKillForestofFlames",1,172,"Forest of Flames",1,127,"",1,"",1
2384,"WarbandsTempestKillVoidAnomaly",1,173,"Void Anomaly",1,127,"",1,"",1
2385,"WarbandsTempestKillChampionoftheHollows",1,174,"Champion of the Hollows",1,127,"",1,"",1
2386,"WarbandsTempestKillMessengeroftheHollows",1,175,"Messenger of the Hollows",1,127,"",1,"",1
2387,"WarbandsTempestKillLordoftheHollows",1,176,"Lord of the Hollows",1,127,"",1,"",1
2388,"WarbandsTempestKillTheBrittleEmperor",1,177,"The Brittle Emperor",1,127,"",1,"",1
2389,"WarbandsTempestKillMirageofBones",1,178,"Mirage of Bones",1,127,"",1,"",1
2390,"WarbandsTempestRecipeCurrencyIdentificationShard",1,179,"Scroll Fragment",1,128,"",1,"",1
2391,"WarbandsTempestRecipeCurrencyUpgradeToMagicShard",1,180,"Transmutation Shard",1,128,"",1,"",1
2392,"WarbandsTempestRecipeCurrencyRerollMagicShard",1,181,"Alteration Shard",1,128,"",1,"",1
2393,"WarbandsTempestRecipeCurrencyUpgradeToRareShard",1,182,"Alchemy Shard",1,128,"",1,"",1
2394,"WarbandsTempestRecipeCurrencyIdentification",1,183,"Scroll of Wisdom",1,128,"",1,"",1
2395,"WarbandsTempestRecipeCurrencyAddModToMagic",1,184,"Orb of Augmentation",1,128,"",1,"",1
2396,"WarbandsTempestRecipeCurrencyArmourQuality",1,185,"Armourer's Scrap",1,128,"",1,"",1
2397,"WarbandsTempestRecipeCurrencyWeaponQuality",1,186,"Blacksmith's Whetstone",1,128,"",1,"",1
2398,"WarbandsTempestRecipeCurrencyMapQuality",1,187,"Cartographer's Chisel",1,128,"",1,"",1
2399,"WarbandsTempestRecipeCurrencyGemQuality",1,188,"Gemcutter's Prism",1,128,"",1,"",1
2400,"WarbandsTempestRecipeCurrencyFlaskQuality",1,189,"Glassblower's Bauble",1,128,"",1,"",1
2401,"WarbandsTempestRecipeCurrencyRerollSocketColours",1,190,"Chromatic Orb",1,128,"",1,"",1
2402,"WarbandsTempestRecipeCurrencyRerollSocketNumbers",1,191,"Jeweller's Orb",1,128,"",1,"",1
2403,"WarbandsTempestRecipeCurrencyUpgradeRandomly",1,192,"Orb of Chance",1,128,"",1,"",1
2404,"WarbandsTempestRecipeCurrencyUpgradeToRare",1,193,"Orb of Alchemy",1,128,"",1,"",1
2405,"WarbandsTempestRecipeCurrencyRerollRare",1,194,"Chaos Orb",1,128,"",1,"",1
2406,"WarbandsTempestRecipeCurrencyCorrupt",1,195,"Vaal Orb",1,128,"",1,"",1
2407,"WarbandsTempestRecipeCurrencyUpgradeMagicToRare",1,196,"Regal Orb",1,128,"",1,"",1
2408,"WarbandsTempestRecipeUnidentifiedMagic",1,197,"Unidentified Magic Item",1,128,"",1,"",1
2409,"WarbandsTempestRecipeUnidentifiedRare",1,198,"Unidentified Rare Item",1,128,"",1,"",1
2410,"WarbandsTempestRecipeAmulet1",1,199,"Paua Amulet",1,128,"",1,"",1
2411,"WarbandsTempestRecipeAmulet2",1,200,"Coral Amulet",1,128,"",1,"",1
2412,"WarbandsTempestRecipeRing5",1,201,"Topaz Ring",1,128,"",1,"",1
2413,"WarbandsTempestRecipeRing6",1,202,"Sapphire Ring",1,128,"",1,"",1
2414,"WarbandsTempestRecipeRing7",1,203,"Ruby Ring",1,128,"",1,"",1
2415,"WarbandsTempestRecipeAmulet8",1,204,"Turquoise Amulet",1,128,"",1,"",1
2416,"WarbandsTempestRecipeAmulet9",1,205,"Agate Amulet",1,128,"",1,"",1
2417,"WarbandsTempestRecipeAmulet10",1,206,"Citrine Amulet",1,128,"",1,"",1
2418,"WarbandsTempestRecipeAnyLifeFlask",1,207,"Any Life Flask",1,128,"",1,"",1
2419,"WarbandsTempestRecipeAnyManaFlask",1,208,"Any Mana Flask",1,128,"",1,"",1
2420,"WarbandsTempestRecipeAnyHybridFlask",1,209,"Any Hybrid Flask",1,128,"",1,"",1
2421,"WarbandsTempestRecipeFlaskUtility5",1,210,"Granite Flask",1,128,"",1,"",1
2422,"WarbandsTempestRecipeFlaskUtility9",1,211,"Jade Flask",1,128,"",1,"",1
2423,"WarbandsTempestRecipeMap",1,212,"Any Map",1,128,"",1,"",1
2424,"WarbandsTempestRecipeGem",1,213,"Any Gem",1,128,"",1,"",1
2425,"WarbandsTempestRecipePrismaticRing",1,214,"Prismatic Ring",1,128,"",1,"",1
2426,"WarbandsTempestCorruptArmyofBones",1,215,"Army of Bones ",1,129,"",1,"",1
2427,"WarbandsTempestCorruptEldritchKnowledge",1,216,"Eldritch Knowledge ",1,129,"",1,"",1
2428,"WarbandsTempestCorruptMartialArtistry",1,217,"Martial Artistry ",1,129,"",1,"",1
2429,"WarbandsTempestCorruptLioneyesFall",1,218,"Lioneye's Fall ",1,129,"",1,"",1
2430,"WarbandsTempestCorruptIntuitiveLeap",1,219,"Intuitive Leap ",1,129,"",1,"",1
2431,"WarbandsTempestCorruptSurvivalInstincts",1,220,"Survival Instincts ",1,129,"",1,"",1
2432,"WarbandsTempestCorruptSurvivalSkills",1,221,"Survival Skills ",1,129,"",1,"",1
2433,"WarbandsTempestCorruptSurvivalSecrets",1,222,"Survival Secrets ",1,129,"",1,"",1
2434,"WarbandsTempestCorruptFertileMind",1,223,"Fertile Mind ",1,129,"",1,"",1
2435,"WarbandsTempestCorruptFluidMotion",1,224,"Fluid Motion ",1,129,"",1,"",1
2436,"WarbandsTempestCorruptSpireofStone",1,225,"Spire of Stone ",1,129,"",1,"",1
2437,"WarbandsTempestCorruptApparitions",1,226,"Apparitions ",1,129,"",1,"",1
2438,"WarbandsTempestCorruptMantraofFlames",1,227,"Mantra of Flames ",1,129,"",1,"",1
2439,"WarbandsTempestCorruptBulwarkLegion",1,228,"Fortified Legion",1,129,"",1,"",1
2440,"WarbandsTempestCorruptHotfooted",1,229,"Hotfooted ",1,129,"",1,"",1
2441,"WarbandsTempestCorruptFragileBloom",1,230,"Fragile Bloom ",1,129,"",1,"",1
2442,"WarbandsTempestCorruptHiddenPotential",1,231,"Hidden Potential ",1,129,"",1,"",1
2443,"WarbandsTempestCorruptRainofSplinters",1,232,"Rain of Splinters ",1,129,"",1,"",1
2444,"WarbandsTempestCorruptMaliciousIntent",1,233,"Malicious Intent ",1,129,"",1,"",1
2445,"WarbandsTempestCorruptBrawn",1,234,"Brawn ",1,129,"",1,"",1
2446,"WarbandsTempestCorruptClearMind",1,235,"Clear Mind ",1,129,"",1,"",1
2447,"WarbandsTempestCorruptEfficientTraining",1,236,"Efficient Training ",1,129,"",1,"",1
2448,"WarbandsTempestCorruptBruteForceSolution",1,237,"Brute Force Solution ",1,129,"",1,"",1
2449,"WarbandsTempestCorruptCarefulPlanning",1,238,"Careful Planning ",1,129,"",1,"",1
2450,"WarbandsTempestCorruptInertia",1,239,"Inertia ",1,129,"",1,"",1
2451,"WarbandsTempestCorruptPoachersAim",1,240,"Poacher's Aim ",1,129,"",1,"",1
2452,"WarbandsTempestCorruptWarlordsReach",1,241,"Warlord's Reach ",1,129,"",1,"",1
2453,"WarbandsTempestCorruptAssassinsHaste",1,242,"Assassin's Haste ",1,129,"",1,"",1
2454,"WarbandsTempestCorruptConquerorsEfficiency",1,243,"Conqueror's Efficiency ",1,129,"",1,"",1
2455,"WarbandsTempestCorruptConquerorsPotency",1,244,"Conqueror's Potency ",1,129,"",1,"",1
2456,"WarbandsTempestCorruptConquerorsLongevity",1,245,"Conqueror's Longevity ",1,129,"",1,"",1
2457,"WarbandsTempestCorruptPugilist",1,246,"Pugilist ",1,129,"",1,"",1
2458,"WarbandsTempestCorruptColdSteel",1,247,"Cold Steel ",1,129,"",1,"",1
2459,"WarbandsTempestCorruptFireborn",1,248,"Fireborn ",1,129,"",1,"",1
2460,"WarbandsTempestCorruptEnergisedArmour",1,249,"Energised Armour ",1,129,"",1,"",1
2461,"WarbandsTempestCorruptEnergyFromWithin",1,250,"Energy From Within ",1,129,"",1,"",1
2462,"WarbandsTempestCorruptAnatomicalKnowledge",1,251,"Anatomical Knowledge ",1,129,"",1,"",1
2463,"WarbandsTempestCorruptStaticElectricity",1,252,"Static Electricity ",1,129,"",1,"",1
2464,"WarbandsTempestCorruptHealthyMind",1,253,"Healthy Mind ",1,129,"",1,"",1
2465,"WarbandsTempestCorruptMightinAllForms",1,254,"Might in All Forms",1,129,"",1,"",1
2466,"WarbandsTempestCorruptInspiredLearning",1,255,"Inspired Learning",1,129,"",1,"",1
2467,"WarbandsTempestFeatBrinerotMark",1,256,"Identify: Brinerot Mark",1,130,"",1,"",1
2468,"WarbandsTempestFeatRedbladeBand",1,257,"Identify: Redblade Band",1,130,"",1,"",1
2469,"WarbandsTempestFeatMutewindSeal",1,258,"Identify: Mutewind Seal",1,130,"",1,"",1
2470,"WarbandsTempestFeatBrinerotFlag",1,259,"Identify: Brinerot Flag",1,130,"",1,"",1
2471,"WarbandsTempestFeatRedbladeBanner",1,260,"Identify: Redblade Banner",1,130,"",1,"",1
2472,"WarbandsTempestFeatMutewindPennant",1,261,"Identify: Mutewind Pennant",1,130,"",1,"",1
2473,"WarbandsTempestFeatBrinerotReefwalkers",1,262,"Identify: Brinerot Whalers",1,130,"",1,"",1
2474,"WarbandsTempestFeatRedbladeTramplers",1,263,"Identify: Redblade Tramplers",1,130,"",1,"",1
2475,"WarbandsTempestFeatMutewindWhispersteps",1,264,"Identify: Mutewind Whispersteps",1,130,"",1,"",1
2476,"WarbandsTempestFeatTrolltimberSpire",1,265,"Identify: Trolltimber Spire",1,130,"",1,"",1
2477,"WarbandsTempestFeatJorrhastsBlacksteel",1,266,"Identify: Jorrhast's Blacksteel",1,130,"",1,"",1
2478,"WarbandsTempestFeatCrownofthePaleKing",1,267,"Identify: Crown of the Pale King",1,130,"",1,"",1
2479,"WarbandsTempestFeatYlfebansTrickery",1,268,"Identify: Ylfeban's Trickery",1,130,"",1,"",1
2480,"WarbandsTempestFeatAnyVollUnique",1,269,"Identify: Any Voll Unique",1,130,"",1,"",1
2481,"WarbandsTempestFeatAnyKaomUnique",1,270,"Identify: Any Kaom Unique",1,130,"",1,"",1
2482,"WarbandsTempestFeatAnyDaressoUnique",1,271,"Identify: Any Daresso Unique",1,130,"",1,"",1
2483,"WarbandsTempestFeatAnyDoedreUnique",1,272,"Identify: Any Doedre Unique",1,130,"",1,"",1
2484,"WarbandsTempestFeatAnyMaligaroUnique",1,273,"Identify: Any Maligaro Unique",1,130,"",1,"",1
2485,"WarbandsTempestFeatAnyShavronneUnique",1,274,"Identify: Any Shavronne Unique",1,130,"",1,"",1
2486,"WarbandsTempestFeatAnyMalachaiUnique",1,275,"Identify: Any Malachai Unique",1,130,"",1,"",1
2487,"WarbandsTempestFeatInfestedVulture",1,276,"Slay: Any Rare Infested Vulture",1,130,"",1,"",1
2488,"WarbandsTempestFeatKnittedHorror",1,277,"Slay: Any Rare Knitted Horror",1,130,"",1,"",1
2489,"WarbandsTempestFeatChaosSentinel",1,278,"Slay: Any Rare Chaos Sentinel",1,130,"",1,"",1
2490,"WarbandsTempestFeatRakango",1,279,"Slay: Any Rare Rakango",1,130,"",1,"",1
2491,"WarbandsTempestFeatFightingBull",1,280,"Slay: Any Rare Fighting Bull",1,130,"",1,"",1
2492,"WarbandsTempestFeatRevenant",1,281,"Slay: Any Rare Revenant",1,130,"",1,"",1
2493,"WarbandsTempestFeatTheDriedLake",1,282,"Full-Clear: The Dried Lake",1,130,"",1,"",1
2494,"WarbandsTempestFeatKaomsStronghold",1,283,"Full-Clear: Kaom's Stronghold",1,130,"",1,"",1
2495,"WarbandsTempestFeatTheGrandArena",1,284,"Full-Clear: The Grand Arena",1,130,"",1,"",1
2496,"WarbandsTempestFeatTheHarvest",1,285,"Full-Clear: The Harvest",1,130,"",1,"",1
2497,"WarbandsTempestFeatCoreMap",1,286,"Full-Clear: Core Map",1,130,"",1,"",1
2498,"WarbandsTempestFeatAbyssMap",1,287,"Full-Clear: Abyss Map",1,130,"",1,"",1
2499,"WarbandsTempestFeatColosseumMap",1,288,"Full-Clear: Colosseum Map",1,130,"",1,"",1
2500,"FullClearColosseum",1,109,"",1,131,"",1,"",1
2501,"FullClearTheHarvest",1,110,"",1,132,"",1,"",1
2502,"KillVollBoss",1,111,"",1,133,"",1,"",1
2503,"KillShavronne",1,112,"",1,134,"",1,"",1
2504,"KillDoedre",1,113,"",1,135,"",1,"",1
2505,"KillMaligaro",1,114,"",1,136,"",1,"",1
2506,"KillMalachaiMapBoss",1,115,"",1,137,"",1,"",1
2507,"HandInFullSetDivinationCards",1,116,"",1,138,"",1,"",1
2508,"KillMalachai",1,117,"",1,139,"",1,"",1
2509,"UNUSED5",6,118,"",1,60,"",1,"",1
2510,"LifeReservedNinetyFivePercent",1,124,"",1,140,"",1,"",1
2511,"VaalOversoulKilledWithFortify",1,125,"",1,141,"",1,"",1
2512,"KillExileKaomsStronghold",1,126,"",1,142,"",1,"",1
2513,"KillBurningManWhileBurning",1,127,"",1,143,"",1,"",1
2514,"OpenAVaalVessel",1,128,"",1,144,"",1,"",1
2515,"EquipMarakethWeaponsOneHandMace",1,129,"One Handed Mace",1,145,"",1,"",1
2516,"EquipMarakethWeaponsTwoHandMace",1,130,"Two Handed Mace",1,145,"",1,"",1
2517,"EquipMarakethWeaponsSceptre",1,131,"Sceptre",1,145,"",1,"",1
2518,"EquipMarakethWeaponsStaff",1,132,"Staff",1,145,"",1,"",1
2519,"EquipMarakethWeaponsWand",1,133,"Wand",1,145,"",1,"",1
2520,"EquipMarakethWeaponsClaw",1,134,"Claw",1,145,"",1,"",1
