"rownum","HideoutNPCsKey","Order","AddMod","Cost_BaseItemTypes","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClasses","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","CraftingItemClassCategories","i32","UnlockCategory","UnveilsRequired","UnveilsRequired2","[rid]","[rid]","i32","i32","bool","rid","AddEnchantment","SortCategory","rid","bool"
150,3,63,16926,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[261],4,"[0,1,2,3]",1,"",0,0,[],[],1161,1161,"","","",1,203,1
151,3,64,16931,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[161],1,[1],1,"",0,0,[],[],1161,1161,"","","",1,75,1
152,3,65,16932,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[162],2,[1],1,"",0,0,[],[],1161,1161,"","","",1,75,1
153,3,66,16933,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[163],3,[1],1,"",0,0,[],[],1161,1161,"","","",1,75,1
154,3,67,16934,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[262],4,[1],1,"",0,0,[],[],1161,1161,"","","",1,75,1
155,3,68,16927,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[161],1,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,75,1
156,3,69,16928,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[162],2,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,75,1
157,3,70,16929,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[163],3,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,75,1
158,3,71,16930,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[262],4,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,75,1
159,3,72,16935,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[164],1,"[0,1,2,3]",1,"",0,0,[],[],1161,1161,"","","",1,1449,1
160,3,73,16936,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[165],2,"[0,1,2,3]",1,"",0,0,[],[],1161,1161,"","","",1,1449,1
161,3,74,16937,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[166],1,"[0,1,2,3,9,10,11,13]",1,"",0,0,[],[],1161,1161,"","","",1,235,1
162,3,75,16938,[6],[4],0,"",7,[],0,"",0,0,[],"","","",[167],2,"[0,1,2,3,13,11]",1,"",0,0,[],[],1161,1161,"","","",1,235,1
163,3,76,16939,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],1,"[0,1,2,3]",1,"",0,0,[],[],1161,1161,"","","",2,206,1
164,3,77,16940,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[169],2,"[0,1]",1,"",0,0,[],[],1161,1161,"","","",2,206,1
165,3,78,16941,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,"[0,1]",1,"",0,0,[],[],1161,1161,"","","",2,206,1
166,3,79,16942,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,"[2,3]",1,"",0,0,[],[],1161,1161,"","","",2,206,1
167,3,80,16943,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[168],0,"[7,13]",1,"",0,0,[],[],1161,1161,"","","",2,97,1
168,3,81,16949,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],1,[1],1,"",0,0,[],[],1161,1161,"","","",2,94,1
169,3,82,16950,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[169],2,[1],1,"",0,0,[],[],1161,1161,"","","",2,94,1
170,3,83,16951,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,[1],1,"",0,0,[],[],1161,1161,"","","",2,94,1
171,3,84,16945,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],1,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",2,94,1
172,3,85,16947,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[169],2,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",2,94,1
173,3,86,16948,[13],[1],0,"",7,[],0,"",0,0,[],"","","",[109],3,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",2,94,1
174,3,87,16956,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,[1],1,"",0,0,[],[],1161,1161,"","","",1,133,1
175,3,88,16957,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[171],2,[1],1,"",0,0,[],[],1161,1161,"","","",1,133,1
176,3,89,16958,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,[1],1,"",0,0,[],[],1161,1161,"","","",1,133,1
177,3,90,16953,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,133,1
178,3,91,16954,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,133,1
179,3,92,16955,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,133,1
180,3,93,16959,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[9,10,0,1,2,3]",1,"",0,0,[],[],1161,1161,"","","",2,131,1
181,3,94,16960,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[9,10,0,1,2,3]",1,"",0,0,[],[],1161,1161,"","","",2,131,1
182,3,95,16964,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,[1],1,"",0,0,[],[],1161,1161,"","","",1,139,1
183,3,96,16965,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[174],2,[1],1,"",0,0,[],[],1161,1161,"","","",1,139,1
184,3,97,16966,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,[1],1,"",0,0,[],[],1161,1161,"","","",1,139,1
185,3,98,16961,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,139,1
186,3,99,16962,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,139,1
187,3,100,16963,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,139,1
188,3,101,16967,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[9,10,0,1,2,3]",1,"",0,0,[],[],1161,1161,"","","",2,137,1
189,3,102,16968,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[9,10,0,1,2,3]",1,"",0,0,[],[],1161,1161,"","","",2,137,1
190,3,103,16972,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,[1],1,"",0,0,[],[],1161,1161,"","","",1,145,1
191,3,104,16973,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[178],2,[1],1,"",0,0,[],[],1161,1161,"","","",1,145,1
192,3,105,16974,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,[1],1,"",0,0,[],[],1161,1161,"","","",1,145,1
193,3,106,16969,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,145,1
194,3,107,16970,[11],[8],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,145,1
195,3,108,16971,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,145,1
196,3,109,16975,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[9,10,0,1,2,3]",1,"",0,0,[],[],1161,1161,"","","",2,143,1
197,3,110,16976,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[9,10,0,1,2,3]",1,"",0,0,[],[],1161,1161,"","","",2,143,1
198,3,111,16980,[7],[2],0,"",7,[],0,"",0,0,[],"","","",[180],1,[1],1,"",0,0,[],[],1161,1161,"","","",1,149,1
199,3,112,16981,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[181],2,[1],1,"",0,0,[],[],1161,1161,"","","",1,149,1
200,3,113,16982,[14],[3],0,"",7,[],0,"",0,0,[],"","","",[182],3,[1],1,"",0,0,[],[],1161,1161,"","","",1,149,1
201,3,114,16977,[7],[2],0,"",7,[],0,"",0,0,[],"","","",[180],1,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,149,1
202,3,115,16978,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[181],2,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,149,1
203,3,116,16979,[14],[3],0,"",7,[],0,"",0,0,[],"","","",[182],3,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,149,1
204,3,117,16983,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[180],1,"[9,10,0,1,2,3]",1,"",0,0,[],[],1161,1161,"","","",2,1745,1
205,3,118,16984,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[181],2,"[9,10,0,1,2,3]",1,"",0,0,[],[],1161,1161,"","","",2,1745,1
206,3,119,16985,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[183],1,"[0,1,2,3]",1,"",0,0,[],[],1161,1161,"","","",2,360,1
207,3,120,16986,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[185],2,"[0,1,2,3]",1,"",0,0,[],[],1161,1161,"","","",2,360,1
208,3,121,16987,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[186],3,"[0,1,2,3]",1,"",0,0,[],[],1161,1161,"","","",2,360,1
209,3,122,16988,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[183],1,"[7,5,9,10,13,4]",1,"",0,0,[],[],1161,1161,"","","",2,102,1
210,3,123,16989,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[185],2,"[7,5,9,10,13,4]",1,"",0,0,[],[],1161,1161,"","","",2,102,1
211,3,124,16990,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[186],3,"[7,5,9,10,13,4]",1,"",0,0,[],[],1161,1161,"","","",2,102,1
212,3,125,16991,[7],[3],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[4,10]",1,"",0,0,[],[],1161,1161,"","","",2,204,1
213,3,126,16992,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[4,10]",1,"",0,0,[],[],1161,1161,"","","",2,204,1
214,3,127,16993,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1161,1161,"","","",1,54,1
215,3,128,16994,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[],1161,1161,"","","",1,54,1
216,3,129,16995,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[],1161,1161,"","","",1,54,1
217,3,130,16996,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1161,1161,"","","",1,50,1
218,3,131,16997,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,5,4]",1,"",0,0,[],[],1161,1161,"","","",1,50,1
219,3,132,16998,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,4]",1,"",0,0,[],[],1161,1161,"","","",1,50,1
220,3,133,16999,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1161,1161,"","","",1,36,1
221,3,134,17000,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[],1161,1161,"","","",1,36,1
222,3,135,17001,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[],1161,1161,"","","",1,36,1
223,3,136,17002,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1161,1161,"","","",1,48,1
224,3,137,17003,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,5,4]",1,"",0,0,[],[],1161,1161,"","","",1,48,1
225,3,138,17004,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,4]",1,"",0,0,[],[],1161,1161,"","","",1,48,1
226,3,139,17005,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1161,1161,"","","",1,9,1
227,3,140,17006,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[],1161,1161,"","","",1,9,1
228,3,141,17007,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[],1161,1161,"","","",1,9,1
229,3,142,17008,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1161,1161,"","","",1,8,1
230,3,143,17009,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,5,4]",1,"",0,0,[],[],1161,1161,"","","",1,8,1
231,3,144,17010,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,4]",1,"",0,0,[],[],1161,1161,"","","",1,8,1
232,3,145,17013,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[252],1,[10],1,"",0,0,[],[],1161,1161,"","","",1,56,1
233,3,146,17014,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[253],2,[10],1,"",0,0,[],[],1161,1161,"","","",1,56,1
234,3,147,17011,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[252],1,"[10,9]",1,"",0,0,[],[],1161,1161,"","","",1,6,1
235,3,148,17012,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[253],2,"[10,9]",1,"",0,0,[],[],1161,1161,"","","",1,6,1
236,3,149,17015,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1161,1161,"","","",1,443,1
237,3,150,17016,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[],1161,1161,"","","",1,443,1
238,3,151,17017,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[],1161,1161,"","","",1,443,1
239,3,152,17018,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1161,1161,"","","",1,441,1
240,3,153,17019,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[],1161,1161,"","","",1,441,1
241,3,154,17020,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[],1161,1161,"","","",1,441,1
242,3,155,17021,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[187],1,"[6,8,7,5,4]",1,"",0,0,[],[],1161,1161,"","","",1,445,1
243,3,156,17022,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[188],2,"[6,8,7,5,4]",1,"",0,0,[],[],1161,1161,"","","",1,445,1
244,3,157,17023,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[189],3,"[6,8,7,5,4]",1,"",0,0,[],[],1161,1161,"","","",1,445,1
245,3,158,17027,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,[1],1,"",0,0,[],[],1161,1161,"","","",1,154,1
246,3,159,17028,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,[1],1,"",0,0,[],[],1161,1161,"","","",1,154,1
247,3,160,17029,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,[1],1,"",0,0,[],[],1161,1161,"","","",1,154,1
248,3,161,17024,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[0,2,3]",1,"",0,0,[],[],1161,1161,"","","",1,154,1
249,3,162,17025,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[0,2,3]",1,"",0,0,[],[],1161,1161,"","","",1,154,1
250,3,163,17026,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,"[0,2,3]",1,"",0,0,[],[],1161,1161,"","","",1,154,1
251,3,164,17030,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[9,10,7]",1,"",0,0,[],[],1161,1161,"","","",1,1,1
252,3,165,17031,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[9,10]",1,"",0,0,[],[],1161,1161,"","","",1,1,1
253,3,166,17037,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,[1],1,"",0,0,[],[],1161,1161,"","","",1,13,1
254,3,167,17038,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,[1],1,"",0,0,[],[],1161,1161,"","","",1,13,1
255,3,168,17039,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,[1],1,"",0,0,[],[],1161,1161,"","","",1,13,1
256,3,169,17034,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[0,2,3]",1,"",0,0,[],[],1161,1161,"","","",1,13,1
257,3,170,17035,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[0,2,3]",1,"",0,0,[],[],1161,1161,"","","",1,13,1
258,3,171,17036,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,"[0,2,3]",1,"",0,0,[],[],1161,1161,"","","",1,13,1
259,3,172,17040,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[9,10,7]",1,"",0,0,[],[],1161,1161,"","","",1,4,1
260,3,173,17041,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[9,10]",1,"",0,0,[],[],1161,1161,"","","",1,4,1
261,3,174,17047,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,[1],1,"",0,0,[],[],1161,1161,"","","",1,151,1
262,3,175,17048,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,[1],1,"",0,0,[],[],1161,1161,"","","",1,151,1
263,3,176,17049,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,[1],1,"",0,0,[],[],1161,1161,"","","",1,151,1
264,3,177,17044,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[0,2,3]",1,"",0,0,[],[],1161,1161,"","","",1,151,1
265,3,178,17045,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[0,2,3]",1,"",0,0,[],[],1161,1161,"","","",1,151,1
266,3,179,17046,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,"[0,2,3]",1,"",0,0,[],[],1161,1161,"","","",1,151,1
267,3,180,17050,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[9,10,7]",1,"",0,0,[],[],1161,1161,"","","",1,5,1
268,3,181,17051,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[9,10]",1,"",0,0,[],[],1161,1161,"","","",1,5,1
269,3,182,17057,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[1,3]",1,"",0,0,[],[],1161,1161,"","","",1,45,1
270,3,183,17058,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[1,3]",1,"",0,0,[],[],1161,1161,"","","",1,45,1
271,3,184,17059,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[160],3,"[1,3]",1,"",0,0,[],[],1161,1161,"","","",1,45,1
272,3,185,17054,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,45,1
273,3,186,17055,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,45,1
274,3,187,17056,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[160],3,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,45,1
275,3,188,17060,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[158],1,"[9,10,13,7]",1,"",0,0,[],[],1161,1161,"","","",1,16,1
276,3,189,17061,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[9,10,13]",1,"",0,0,[],[],1161,1161,"","","",1,16,1
277,3,190,17062,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[180],1,"[9,10,13,7]",1,"",0,0,[],[],1161,1161,"","","",1,389,1
278,3,191,17063,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[181],2,"[9,10,13]",1,"",0,0,[],[],1161,1161,"","","",1,389,1
279,3,192,17067,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,[1],1,"",0,0,[],[],1161,1161,"","","",1,2505,1
280,3,193,17068,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,[1],1,"",0,0,[],[],1161,1161,"","","",1,2505,1
281,3,194,17069,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,[1],1,"",0,0,[],[],1161,1161,"","","",1,2505,1
282,3,195,17064,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,2505,1
283,3,196,17065,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,2505,1
284,3,197,17066,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,2505,1
285,3,198,17073,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,[1],1,"",0,0,[],[],1161,1161,"","","",1,2507,1
286,3,199,17074,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,[1],1,"",0,0,[],[],1161,1161,"","","",1,2507,1
287,3,200,17075,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,[1],1,"",0,0,[],[],1161,1161,"","","",1,2507,1
288,3,201,17070,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,2507,1
289,3,202,17071,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,2507,1
290,3,203,17072,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,2507,1
291,3,204,17079,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,[1],1,"",0,0,[],[],1161,1161,"","","",1,2509,1
292,3,205,17080,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,[1],1,"",0,0,[],[],1161,1161,"","","",1,2509,1
293,3,206,17081,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,[1],1,"",0,0,[],[],1161,1161,"","","",1,2509,1
294,3,207,17076,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,2509,1
295,3,208,17077,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,2509,1
296,3,209,17078,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",1,2509,1
297,3,210,17082,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[190],1,"[0,1,2,3]",1,"",0,0,[],[],1161,1161,"","","",2,286,1
298,3,211,17083,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[191],2,"[0,1,2,3]",1,"",0,0,[],[],1161,1161,"","","",2,286,1
299,3,212,17084,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[254],3,"[0,1,2,3]",1,"",0,0,[],[],1161,1161,"","","",2,286,1
300,3,213,17085,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[190],1,"[0,1,2,3]",1,"",0,0,[],[],1161,1161,"","","",2,218,1
301,3,214,17086,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[191],2,"[0,1,2,3]",1,"",0,0,[],[],1161,1161,"","","",2,218,1
302,3,215,17087,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[254],3,"[0,1,2,3]",1,"",0,0,[],[],1161,1161,"","","",2,218,1
303,3,216,17090,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[190],1,[1],1,"",0,0,[],[],1161,1161,"","","",2,220,1
304,3,217,17091,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[191],2,[1],1,"",0,0,[],[],1161,1161,"","","",2,220,1
305,3,218,17088,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[190],1,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",2,220,1
306,3,219,17089,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[191],2,"[0,2]",1,"",0,0,[],[],1161,1161,"","","",2,220,1
307,3,220,17092,[11],[9],0,"",7,[],0,"",0,0,[],"","","",[190],1,"[13,10]",1,"",0,0,[],[],1161,1161,"","","",2,210,1
308,3,221,17093,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[191],2,"[13,10]",1,"",0,0,[],[],1161,1161,"","","",2,210,1
309,3,222,17094,[17],[2],0,"",7,[],0,"",0,0,[],"","","",[192],1,[11],1,"",0,0,[],[],1161,1161,"","","",2,455,1
310,3,223,17095,[17],[4],0,"",7,[],0,"",0,0,[],"","","",[193],2,[11],1,"",0,0,[],[],1161,1161,"","","",2,455,1
311,3,224,17096,[14],[1],0,"",7,[],0,"",0,0,[],"","","",[194],1,"[5,7]",1,"",0,0,[],[],1161,1161,"","","",2,2030,1
312,3,225,17097,[14],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,"[5,7]",1,"",0,0,[],[],1161,1161,"","","",2,2030,1
313,3,226,17098,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[194],1,"[8,4]",1,"",0,0,[],[],1161,1161,"","","",2,2136,1
314,3,227,17099,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,"[8,4]",1,"",0,0,[],[],1161,1161,"","","",2,2136,1
315,3,228,17100,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[194],1,"[8,7]",1,"",0,0,[],[],1161,1161,"","","",2,7676,1
316,3,229,17101,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,"[8,7]",1,"",0,0,[],[],1161,1161,"","","",2,7676,1
317,3,230,17102,[11],[9],0,"",7,[],0,"",0,0,[],"","","",[196],1,[4],1,"",0,0,[],[],1161,1161,"","","",2,35,1
318,3,231,17103,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[197],2,[4],1,"",0,0,[],[],1161,1161,"","","",2,35,1
319,3,232,17104,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[196],1,[4],1,"",0,0,[],[],1161,1161,"","","",2,1545,1
320,3,233,17105,[14],[3],0,"",7,[],0,"",0,0,[],"","","",[197],2,[4],1,"",0,0,[],[],1161,1161,"","","",2,1545,1
321,3,234,17106,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[198],1,"[5,7,8]",1,"",0,0,[],[],1161,1161,"","","",2,1417,1
322,3,235,17107,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[199],2,"[5,7,8]",1,"",0,0,[],[],1161,1161,"","","",2,1417,1
323,3,236,17108,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[198],1,"[6,4]",1,"",0,0,[],[],1161,1161,"","","",2,3623,1
324,3,237,17109,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[199],2,"[6,4]",1,"",0,0,[],[],1161,1161,"","","",2,3623,1
325,3,238,17110,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[198],1,"[5,7,8]",1,"",0,0,[],[],1161,1161,"","","",2,1414,1
