"rownum","WorldAreasKey","ItemVisualIdentityKey","bool","MapsKey","FlavourTextKey","AtlasRegionsKey","AtlasNodeKeys0","AtlasNodeKeys1","AtlasNodeKeys2","AtlasNodeKeys3","AtlasNodeKeys4","Tier0","Tier1","Tier2","Tier3","Tier4","X0","X1","X2","X3","X4","Y0","Y1","Y2","Y3","Y4","f32","f32","f32","f32","f32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","DDSFile"
94,1103,7760,"",350,1774,1,[95],[95],[95],[95],[95],2,6,9,11,14,612.719,654.123,663.968,663.968,591.802,255.64,284.884,237.72,237.72,214.337,51,56,50,51,57,-4,-3,-10,-7,17,-14,-17,-10,-13,-2,"Art/2DItems/Maps/Atlas2Maps/New/UniqueMaps/WhakawairuaTuahu.dds"
95,1102,6243,"",350,1773,1,"[94,4,46,22]","[94,96,112,4]","[94,96,112,27]","[94,96,112,44,22]","[94,96,112,4,27,22]",2,6,9,11,14,604.629,647.316,643.161,649.649,627.575,226.155,250.409,216.421,210.849,210.009,167,191,152,176,212,5,5,-5,14,4,0,-11,0,-2,0,""
96,1104,6282,"",351,1775,1,"[44,4,22,21,13]","[95,44,4,13]","[100,95,44,22]","[100,95,22]","[95,44,33,12]",3,7,10,11,14,668.085,677.568,687.905,689.518,677.826,183.796,194.519,187.073,179.413,190.701,237,208,143,171,228,-12,2,2,-7,3,-17,15,-1,1,-7,""
97,1100,6347,"",348,1771,2,[],[],"[115,53,40]","[115,61,117]","[115,61,17]",0,0,9,12,15,217.203,217.203,361.077,296.587,313.624,249.954,249.954,287.043,310.857,299.681,20,20,156,123,146,0,0,0,-5,-8,0,0,28,10,9,""
98,1098,6204,"",346,1769,2,[],[],"[23,17]","[72,23]","[72,61,23]",0,0,12,13,16,94.014,94.014,172.841,188.202,182.251,497.599,497.599,419.626,411.407,346.55,20,20,159,127,203,0,0,25,14,34,0,0,1,12,22,""
99,1095,6277,"",343,1766,2,"[53,36,59,25]","[65,36,25]","[53,36,25]","[53,36,25]","[53,36,25]",3,6,9,11,14,396.848,389.838,387.419,386.505,412.794,426.917,467.033,452.116,461.488,462.533,147,159,167,158,152,1,1,-6,2,-16,-20,-32,-22,-22,-17,""
100,1093,6304,"",341,1764,1,"[39,33]","[39,33]","[96,109,33]","[96,44,39,33,10]","[44,58,39,10,12]",5,8,11,12,15,773.591,786.02,740.452,752.911,730.948,75.052,78.964,154.015,164.505,163.793,187,157,190,205,218,-7,-16,-1,-1,22,38,21,-12,2,-3,""
101,1091,6311,"",339,1762,3,[],[],"[107,80,57,111]","[63,111]","[107,80,57,38,28]",0,0,9,11,14,573.698,550.046,593.42,587.215,609.001,516.606,515.197,359.04,316.352,397.286,20,20,156,110,141,0,0,15,2,6,0,0,0,3,-4,""
102,1087,6214,"",335,1758,1,"[109,44,4,45]","[109,44,4,45]","[4,45,39]","[109,4,45]","[109,44,45]",4,7,11,13,16,747.245,759.075,755.525,761.169,809.767,261.349,261.352,259.668,260.474,269.777,205,216,179,161,180,4,-1,0,0,-26,-3,-8,10,19,6,""
103,1086,6213,"",334,1757,1,"[81,8,110]","[81,8,110]","[81,46,8]","[81,46,27,8]","[81,11,8]",2,6,9,11,14,488.076,496.542,500.171,499.909,496.89,170.542,149.981,160.463,170.326,163.818,152,160,205,207,161,1,0,-6,11,-3,-18,-13,0,-3,-12,""
104,1085,6207,"",333,1756,0,[],"[106,42,14]","[106,51,14]","[91,8,14]","[106,51]",0,5,9,11,14,502.582,409.142,429.569,448.177,417.981,253.61,210.806,205.956,173.719,209.131,20,138,128,110,96,0,7,-16,-10,0,0,-11,5,-5,8,""
105,1083,6346,"",331,1754,0,[],[],[],[],"[2,31]",0,0,0,0,16,114.111,114.111,114.111,114.111,244.565,36.797,36.797,36.797,36.797,97.746,20,20,20,20,114,0,0,0,0,3,0,0,0,0,7,""
106,1082,6222,"",329,1753,0,"[91,71]","[104,91,71]","[104,91,71]","[91,71,51]","[104,91,71]",1,4,8,10,14,451.509,451.509,451.509,451.509,451.509,230.993,230.993,230.993,230.993,230.993,88,96,98,95,93,-10,-14,-8,-13,-12,-8,-5,-7,-6,-6,""
107,1106,6216,"",352,1777,3,"[93,116,82,45]","[63,57,38,24]","[101,116,63,57]","[82,73,57,52]","[101,79,57,15]",4,6,10,12,14,716.126,614.013,657.651,658.223,633.996,342.085,370.551,316.68,381.749,354.112,198,172,168,119,118,24,-7,-10,11,-1,11,-4,20,-3,8,""
108,1079,6356,"",326,1750,2,[],[],[],[],"[87,65,16]",0,0,0,0,14,200.583,200.583,200.583,200.583,409.929,247.019,247.019,247.019,247.019,364.981,20,20,20,20,127,0,0,0,0,-4,0,0,0,0,-9,""
109,1128,6246,"",379,1799,1,"[102,39]","[102,44,39]","[100,58,39]","[102,44,39]","[102,49,39]",4,8,12,13,16,822.351,813.482,821.142,822.351,819.932,249.409,195.386,135.315,249.409,232.476,157,168,166,120,128,-23,-26,-38,-37,-8,-24,0,9,-17,-14,""
110,1245,6205,"",437,1903,1,"[103,46,22,13]","[103,112,13]","[81,27,13]","[81,49,13]","[81,21,13]",2,6,10,11,14,540.688,542.743,560.078,541.336,573.171,176.978,148.42,110.926,112.702,93.554,153,150,155,161,187,11,15,0,19,8,-1,13,17,1,11,""
111,1247,6237,"",468,1904,3,"[63,29]","[63,38]","[101,84,63]","[101,84]","[84,79,63]",1,4,8,10,14,549.161,549.161,549.161,549.161,549.161,330.915,330.915,330.915,330.915,330.915,112,124,120,104,143,17,13,19,3,12,8,1,7,5,7,""
112,1251,6281,"",358,1907,1,[],"[95,46,13,110]","[95,113,46]","[95,113,46]","[95,113,46]",0,5,9,11,14,552.953,578.696,608.79,607.53,597.709,68.612,202.398,256.167,236.686,248.338,20,189,157,164,136,0,8,7,12,8,0,-6,-15,0,-8,""
113,1252,6308,"",359,1908,1,[],[],"[112,44,4]","[112,4]","[112,4]",0,0,10,12,14,542.612,542.612,661.519,670.435,647.679,57.384,57.384,259.868,271.097,272.791,20,20,168,143,137,0,0,18,-7,3,0,0,-12,-13,-11,""
114,1253,6303,"",360,1909,0,[],[],[],"[92,69,51,14]","[92,69,51,5]",0,0,0,11,14,487.62,487.62,487.62,361.099,342.403,251.169,251.169,251.169,202.106,209.267,20,20,20,150,124,0,0,0,-2,-9,0,0,0,1,1,""
115,1254,6268,"",330,1910,2,"[92,65,61,1]","[92,61,40,1]","[97,92,61]","[97,92,40,6]","[97,92,40]",3,6,10,11,14,365.543,319.168,321.063,336.571,359.442,290.873,313.492,298.068,299.945,280.172,183,178,142,167,141,-34,2,4,6,-12,9,-8,-16,2,1,""
116,1256,6240,"",362,1912,3,"[107,63,57,4]","[82,57,4,45]","[107,82,4,45]","[57,4,45]","[52,4,45,15]",3,7,10,12,14,671.187,709.084,717.954,717.551,709.085,327.883,334.333,326.271,331.511,331.914,182,195,184,170,201,-12,-16,-1,-10,-1,-10,-8,-14,-23,-7,""
117,1257,6316,"",470,1913,2,"[53,36,23,1]","[36,17,1]","[36,17,1]","[97,23,6,1]","[65,20,17]",4,8,11,12,15,269.265,276.517,271.034,283.519,324.359,408.593,473.15,470.371,369.606,391.459,194,200,203,167,155,32,-4,4,9,-4,-22,-29,-19,0,0,""
