"rownum","BaseItemTypesKey","Variation_AOFiles","IsNonMasterDoodad","i32","i32","i32","InheritsFrom","bool","IsCraftingBench","[rid]","bool","rid"
251,6533,"[""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepilesacrifice_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepilesacrifice_v01_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepilesacrifice_v01_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepilesacrifice_v01_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepilesacrifice_v01_05.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepilesacrifice_v01_06.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepilesacrifice_v01_07.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepilesacrifice_v01_08.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepilesacrifice_v02_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepilesacrifice_v02_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepilesacrifice_v02_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepilesacrifice_v02_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepilesacrifice_v03_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepilesacrifice_v03_02.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[28],1,""
252,6534,"[""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepileblood_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepileblood_v01_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepileblood_v01_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepileblood_v01_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepileblood_v01_05.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepileblood_v01_06.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepileblood_v01_07.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepileblood_v01_08.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepileblood_v02_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepileblood_v02_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepileblood_v02_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepileblood_v02_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepileblood_v03_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepileblood_v03_02.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[28],1,""
253,6535,"[""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepits_v01_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepits_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepits_v01_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepits_v01_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepits_v01_05.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepits_v01_06.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepits_v01_07.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepits_v01_08.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepitsblood_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepitsblood_v01_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepitsblood_v01_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepitsblood_v01_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepitsblood_v01_05.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepitsblood_v01_06.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepitsblood_v01_07.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepitsblood_v01_08.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepitssacrifice_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepitssacrifice_v01_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepitssacrifice_v01_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepitssacrifice_v01_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepitssacrifice_v01_05.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepitssacrifice_v01_06.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepitssacrifice_v01_07.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/act3_corpsepitssacrifice_v01_08.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[28],1,""
254,6536,"[""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/corpsepile_sml_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/corpsepile_med_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/corpsepile_large_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/corpsepile_large_v02_01.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[28],1,""
255,6537,"[""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/corpsepilesacrifice_large_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/corpsepilesacrifice_large_v02_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/corpsepilesacrifice_med_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/corpsepilesacrifice_sml_v01_01.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[28],1,""
256,6538,"[""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/corpsepileblood_large_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/corpsepileblood_large_v02_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/corpsepileblood_med_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/corpsepileblood_sml_v01_01.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[28],1,""
257,6539,"[""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/corpsepile_sml_v02_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/BodyPiles/corpsepile_sml_v02_02.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[28],1,""
258,6540,"[""Metadata/Terrain/Doodads/RuinedCity/Library/dislpay_case_v01_01_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/dislpay_case_v01_02_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/dislpay_case_v01_03_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/dislpay_case_v01_04_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/dislpay_case_v01_05_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/dislpay_case_v01_06_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/dislpay_case_v01_07_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/dislpay_case_v01_08_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/dislpay_case_v01_09_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/dislpay_case_v01_10_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/dislpay_case_v01_11_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/dislpay_case_v02_01_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/dislpay_case_v02_02_doodad.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,""
259,6541,"[""Metadata/Terrain/Doodads/RuinedCity/Library/skeleton_plinth_v01_01_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/skeleton_plinth_v01_02_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/skeleton_plinth_v01_03_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/skeleton_plinth_v01_04_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/skeleton_plinth_v01_05_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/skeleton_plinth_v01_06_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/skeleton_plinth_v01_07_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/skeleton_plinth_v01_08_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/skeleton_plinth_v01_09_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/skeleton_plinth_v01_10_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/skeleton_plinth_v01_11_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/skeleton_plinth_v01_12_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/skeleton_plinth_v01_13_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/skeleton_plinth_v01_14_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/skeleton_plinth_v01_16_doodad.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[29],1,""
260,6542,"[""Metadata/Terrain/Doodads/RuinedCity/Library/skull_podium_v01_01_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/skull_podium_v01_02_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/skull_podium_v01_03_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/skull_podium_v01_04_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/skull_podium_v01_05_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/skull_podium_v01_06_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/skull_podium_v01_07_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/skull_podium_v01_08_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/skull_podium_v01_09_doodad.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[6,29]",1,""
261,6543,"[""Metadata/Terrain/Doodads/RuinedCity/Library/library_reading_table_v01_01_library_reading_table_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/library_reading_table_v01_02_library_reading_table_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/library_reading_table_v01_03_library_reading_table_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/library_writing_desk_v01_01_library_reading_desk_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/library_writing_desk_v01_02_library_reading_desk_02.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,""
262,6544,"[""Metadata/Terrain/Doodads/RuinedCity/Library/whale_skeleton_v01_01_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/whale_skeleton_v01_02_doodad.ao"",""Metadata/Terrain/Doodads/RuinedCity/Library/whale_skeleton_v01_03_doodad.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[29,0]","",""
263,6545,"[""Metadata/Terrain/RuinedCity/AreaTransitions/act3_to_slums_area_transition_animated_ropes.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[27],1,""
264,6546,"[""Metadata/Terrain/RuinedCity/AreaTransitions/act3_to_slums_area_transition_animated_tree01.ao"",""Metadata/Terrain/RuinedCity/AreaTransitions/act3_to_slums_area_transition_animated_tree02.ao"",""Metadata/Terrain/RuinedCity/AreaTransitions/act3_to_slums_area_transition_animated_tree03.ao"",""Metadata/Terrain/RuinedCity/Features/Trees/ruinedcity_tree_pandanus_v01_01_animated_sway.ao"",""Metadata/Terrain/RuinedCity/Features/Trees/ruinedcity_tree_pandanus_v01_02_animated_sway.ao"",""Metadata/Terrain/RuinedCity/Features/Trees/ruinedcity_tree_pandanus_v01_03_animated_sway.ao"",""Metadata/Terrain/RuinedCity/Features/Trees/ruinedcity_tree_pandanus_v01_04_animated_sway.ao"",""Metadata/Terrain/RuinedCity/Features/Trees/ruinedcity_tree_pandanus_v01_05_animated_sway.ao"",""Metadata/Terrain/RuinedCity/Features/Trees/ruinedcity_tree_pandanus_v01_06_animated_sway.ao"",""Metadata/Terrain/RuinedCity/Features/Trees/ruinedcity_tree_pandanus_v01_07_animated_sway.ao"",""Metadata/Terrain/RuinedCity/Features/Trees/ruinedcity_tree_pandanus_v01_08_animated_sway.ao"",""Metadata/Terrain/RuinedCity/Features/Trees/ruinedcity_tree_pandanus_v01_09_animated_sway.ao"",""Metadata/Terrain/RuinedCity/Features/Trees/ruinedcity_tree_pandanus_v02_01_animated_sway.ao"",""Metadata/Terrain/RuinedCity/Features/Trees/ruinedcity_tree_pandanus_v02_02_animated_sway.ao"",""Metadata/Terrain/RuinedCity/Features/Trees/ruinedcity_tree_pandanus_v02_03_animated_sway.ao"",""Metadata/Terrain/RuinedCity/Features/Trees/ruinedcity_tree_pandanus_v02_04_animated_sway.ao"",""Metadata/Terrain/RuinedCity/Features/Trees/ruinedcity_tree_pandanus_v02_05_animated_sway.ao"",""Metadata/Terrain/RuinedCity/Features/Trees/ruinedcity_tree_pandanus_v02_06_animated_sway.ao"",""Metadata/Terrain/RuinedCity/Features/Trees/ruinedcity_tree_pandanus_v02_07_animated_sway.ao"",""Metadata/Terrain/RuinedCity/Features/Trees/ruinedcity_tree_pandanus_v02_08_animated_sway.ao"",""Metadata/Terrain/RuinedCity/Features/Trees/ruinedcity_tree_pandanus_v02_09_animated_sway.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[4],1,""
265,6547,"[""Metadata/Effects/Environment/act3/town/townwind.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,16]",1,""
266,6548,"[""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/GoldenArch0.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/GoldenArch1.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/GoldenArch2.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/GoldenArch3.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/GoldenArch4.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/GoldenArch5.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/GoldenArch6.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[27],1,""
267,6549,"[""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/scepter_cage01_02_smallcage02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/scepter_cage01_03_smallcage03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/scepter_cage01_smallcage01.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,""
268,6550,"[""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/scepter_cage02_mediumcage01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/scepter_cage02_04_mediumcage04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/scepter_cage02_03_mediumcage03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/scepter_cage02_02_mediumcage02.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,""
269,6551,"[""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/scepter_cage03_02_mediumcage02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/scepter_cage03_03_mediumcage03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/scepter_cage03_largecage01.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,""
270,6552,"[""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/floor_pipe_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/floor_pipe_v01_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/floor_pipe_v01_05.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[25],1,""
271,6553,"[""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/blood_boiler_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/blood_boiler_v01_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/blood_boiler_v01_05.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/blood_boiler_v01_06.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[25],1,""
272,6554,"[""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/blood_machine_v01_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/blood_machine_v01_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/blood_machine_v01_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/blood_machine_v02_01_animated_body.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[25,28,0]","",""
273,6555,"[""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/blood_boiler_v01_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/blood_boiler_v01_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/blood_machine_v01_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/blood_machine_v01_05.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/blood_machine_v02_03.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[25,0]","",""
274,6556,"[""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_chair_03_06.ao"",""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_chair_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_chair_03_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_chair_03_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_chair_03_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_chair_03_05.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,""
275,6557,"[""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_chair_04_05.ao"",""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_chair_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_chair_04_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_chair_04_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_chair_04_04.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,""
276,6558,"[""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_couch_01_07.ao"",""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_couch_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_couch_01_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_couch_01_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_couch_01_04.ao"",""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_couch_01_05.ao"",""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_couch_01_06.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,""
277,6559,"[""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_table_01_05.ao"",""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_table_01.ao"",""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_table_01_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_table_01_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_table_01_04.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,""
278,6560,"[""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/table_02_rig_hideout.ao"",""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_table_02_05.ao"",""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_table_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_table_02_02.ao"",""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_table_02_03.ao"",""Metadata/Terrain/Doodads/RuinedCity/ScepterFurniture/scepter_doodads_table_02_04.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,""
279,6561,"[""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/sewer_floor_convex_v02_01_grass_sewerpipe04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/sewer_floor_straight_v02_01_grass_sewerpipe03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/sewer_floor_water_v01_03_sewerpipe02.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[25],1,""
280,6562,"[""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/rainbalcony_withspash.ao"",""Metadata/Terrain/Doodads/RuinedCity/Scepter_of_god/rainbalcony.ao""]",1,41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[15,16,0]","",""
281,6563,"[""Metadata/Terrain/Doodads/RuinedCity/Market_debris/slumhouse01.ao"",""Metadata/Terrain/Doodads/RuinedCity/Market_debris/slumhouse02.ao"",""Metadata/Terrain/Doodads/RuinedCity/Market_debris/slumhouse03.ao"",""Metadata/Terrain/Doodads/RuinedCity/Market_debris/slumhouse04.ao"",""Metadata/Terrain/Doodads/RuinedCity/Market_debris/slumhouse05.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[19],1,""
282,6564,"[""Metadata/Terrain/Doodads/RuinedCity/SlumFence/rustyfence01.ao"",""Metadata/Terrain/Doodads/RuinedCity/SlumFence/rustyfence02.ao"",""Metadata/Terrain/Doodads/RuinedCity/SlumFence/rustyfence03.ao"",""Metadata/Terrain/Doodads/RuinedCity/SlumFence/rustyfence04.ao"",""Metadata/Terrain/Doodads/RuinedCity/SlumFence/rustyfence05.ao"",""Metadata/Terrain/Doodads/RuinedCity/SlumFence/rustyfence06.ao"",""Metadata/Terrain/Doodads/RuinedCity/SlumFence/rustyfence07.ao"",""Metadata/Terrain/Doodads/RuinedCity/SlumFence/rustyfence08.ao"",""Metadata/Terrain/Doodads/RuinedCity/SlumFence/rustyfence09.ao"",""Metadata/Terrain/Doodads/RuinedCity/SlumFence/rustyfence10.ao"",""Metadata/Terrain/Doodads/RuinedCity/SlumFence/rustyfence11.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[21],1,""
283,6565,"[""Metadata/Terrain/Doodads/RuinedCity/SlumFence/roughwall_large_stairarch_v01_01_postlarge06.ao"",""Metadata/Terrain/Doodads/RuinedCity/SlumFence/roughwall_large_stairarch_v01_02_postlarge05.ao"",""Metadata/Terrain/Doodads/RuinedCity/SlumFence/roughwall_ledge_large_concave_01_02_postlarge02.ao"",""Metadata/Terrain/Doodads/RuinedCity/SlumFence/roughwall_ledge_large_concave_01_02_postsmall05.ao"",""Metadata/Terrain/Doodads/RuinedCity/SlumFence/roughwall_ledge_large_concave_01_02_postsmall06.ao"",""Metadata/Terrain/Doodads/RuinedCity/SlumFence/roughwall_ledge_large_concave_02_01_postlarge01.ao"",""Metadata/Terrain/Doodads/RuinedCity/SlumFence/roughwall_ledge_large_convex_01_02_postlarge03.ao"",""Metadata/Terrain/Doodads/RuinedCity/SlumFence/roughwall_ledge_large_convex_01_02_postsmall08.ao"",""Metadata/Terrain/Doodads/RuinedCity/SlumFence/roughwall_ledge_large_straight_01_01_postlarge08.ao"",""Metadata/Terrain/Doodads/RuinedCity/SlumFence/roughwall_ledge_large_straight_01_01_postsmall10.ao"",""Metadata/Terrain/Doodads/RuinedCity/SlumFence/roughwall_ledge_large_straight_01_01_postsmall11.ao"",""Metadata/Terrain/Doodads/RuinedCity/SlumFence/roughwall_ledge_large_straight_01_02_postsmall12.ao"",""Metadata/Terrain/Doodads/RuinedCity/SlumFence/roughwall_ledge_large_straight_01_03_postsmall12.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[27],1,""
284,6566,"[""Metadata/Terrain/Doodads/RuinedCity/SlumFence/act3slum_cage_v01_01_cage.ao"",""Metadata/Terrain/Doodads/RuinedCity/SlumFence/act3slum_cage_v01_03_torture03.ao"",""Metadata/Terrain/Doodads/RuinedCity/SlumFence/act3_gallows_v01_01_rope.ao"",""Metadata/Terrain/Doodads/RuinedCity/SlumFence/act3slum_stocks_v01_01_torture04.ao"",""Metadata/Terrain/Doodads/RuinedCity/SlumFence/act3slum_stocks_v01_02_torture05.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[6],1,""
285,6567,"[""Metadata/Terrain/Doodads/SpiderGrove/grove_spider_doodads_columntree_v01_01.ao"",""Metadata/Terrain/Doodads/SpiderGrove/grove_spider_doodads_columntree_v01_02.ao"",""Metadata/Terrain/Doodads/SpiderGrove/grove_spider_doodads_columntree_v01_03.ao"",""Metadata/Terrain/Doodads/SpiderGrove/grove_spider_doodads_treestump_v01_01.ao"",""Metadata/Terrain/Doodads/SpiderGrove/grove_spider_doodads_treestump_v01_02.ao"",""Metadata/Terrain/Doodads/SpiderGrove/grove_spider_doodads_treestump_v01_03.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"","[4,5]",1,""
286,6568,"[""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_pillar1.ao"",""Metadata/Terrain/Doodads/RuinedCity/Statues/statue_pillar2.ao""]","",41,0,0,"Metadata/MiscellaneousObjects/HideoutDoodad",1,"",[20],1,""
