"rownum","Id","Text","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool","[i32]"
290,"ElementalResistPerEndurance","Additional Elemental Resistance per Endurance Charge",[142],1,[],[],3,1,[]
291,"BuffDurationPerEndurance","Buff/Debuff Duration modifier per Endurance Charge",[360],7,[],[],3,1,[]
292,"CritRedPerEndurance","Enemy Crit. Multiplier modifier per Endurance Charge",[98],7,[],[],3,1,[1]
293,"LifeRegenPerEndurance","Life Regeneration per second per Endurance Charge",[126],1,[],[],3,1,[2]
294,"MeleeDamagePerEnduranceCharge","Melee Damage modifier per Endurance Charge",[4610],7,[],[],3,1,[]
295,"PhysicalDamagePerEnduranceCharge","Physical Damage modifier per Endurance Charge",[2629],7,[],[],3,1,[]
296,"FrenzyCharges","Frenzy Charges","[5,2653]",3,[],[],3,"",[]
297,"FrenzyDuration","Frenzy Charge Duration modifier",[1792],7,[],[],3,1,[]
298,"AttackSpeedPerFrenzy","Attack Speed modifier per Frenzy Charge",[1649],7,[],[],3,1,[]
299,"CastSpeedPerFrenzy","Cast Speed modifier per Frenzy Charge",[1650],7,[],[],3,1,[]
300,"MoreDamagePerFrenzyCharge","Damage modifier per Frenzy Charge",[6466],8,[],[],3,1,[]
301,"DamageOverTimePerFrenzyCharge","Damage over Time modifier per Frenzy Charge",[6329],7,[],[],3,1,[]
302,"MovementSpeedPerFrenzy","Movement Speed modifier per Frenzy Charge",[178],7,[],[],3,1,[]
303,"StunRecoveryPerFrenzy","Stun Recovery modifier per Frenzy Charge",[222],7,[],[],3,1,[]
304,"PhysicalDamagePerFrenzy","Physical Damage modifier per Frenzy Charge",[365],7,[],[],3,1,[]
305,"EvasionPerFrenzyCharge","Evasion Rating modifier per Frenzy Charge",[122],7,[],[],3,1,[]
306,"DodgePerFrenzy","Dodge chance per Frenzy Charge",[1268],1,[],[],3,1,[]
307,"ProjectileSpeedPerFrenzy","Projectile Speed modifier per Frenzy Charge",[1401],7,[],[],3,1,[]
308,"LifeRegenPerFrenzy","Life Regeneration per second per Frenzy Charge",[1393],1,[],[],3,1,[2]
309,"AccuracyPerFrenzy","Accuracy Rating modifier per Frenzy Charge",[1783],7,[],[],3,1,[]
310,"LightningDamagePerFrenzy","Lightning Damage modifier per Frenzy Charge",[2292],7,[],[],3,1,[]
311,"DamageTakenPerFrenzy","Damage Taken modifier per Frenzy Charge",[2291],7,[],[],3,1,[]
312,"LifeOnKillPerFrenzy","Life gained on Kill per Frenzy Charge",[2294],0,[],[],3,1,[]
313,"ElementalDamagePerFrenzyCharge","Elemental Damage modifier per Frenzy Charge",[2714],7,[],[],3,1,[]
314,"AttackDamagePerFrenzyCharge","Attack Damage modifier per Frenzy Charge",[3487],7,[],[],3,1,[]
315,"DamageNoFrenzyCharges","Damage modifier with no Frenzy Charges",[4123],7,[],[],3,1,[]
316,"PowerCharges","Power Charges","[6,2654]",3,[],[],3,"",[]
317,"PowerDuration","Power Charge Duration modifier",[2689],7,[],[],3,1,[]
318,"CritPerPower","Critical Strike Chance modifier per Power Charge",[555],7,[],[],3,1,[]
319,"MoreSpellDamagePerPower","Spell damage modifier per Power Charge",[6328],8,[],[],3,1,[]
320,"KeystoneMoreSpellDamagePerPower","Spell damage modifier per Power Charge",[9410],8,[],[],3,1,[]
321,"CastSpeedPerPower","Cast Speed modifier per Power Charge",[217],7,[],[],3,1,[]
322,"AoEPerPower","Area of Effect Radius modifier per Power Charge",[424],7,[],[],3,1,[]
323,"SpellDamagePerPower","Spell Damage modifier per Power Charge",[425],7,[],[],3,1,[]
324,"WandDamagePerPower","Wand Damage modifier per Power Charge",[426],7,[],[],3,1,[]
325,"ProjectileDamagePerPower","Projectile Damage modifier per Power Charge",[1402],7,[],[],3,1,[]
326,"DamageOverTimePerPowerCharge","Damage over Time modifier per Power Charge",[6330],7,[],[],3,1,[]
327,"ManaRegenPerPower","Mana Regeneration per second per Power Charge",[132],1,[],[],3,1,[2]
328,"ManaRegenIncrPerPower","Mana Regeneration rate modifier per Power Charge",[487],7,[],[],3,1,[]
329,"SpiritCharges","Spirit Charges","[6542,7274]",3,[],[],3,1,[]
330,"SiphoningCharges","Siphoning Charges","[7335,7336]",3,[],[],3,1,[]
331,"PhysicalDamagePerSiphoning","Physical Damage to Attacks per Siphoning Charge","[7339,7340]",2,[],[],3,1,[]
332,"LifeLeechPerSiphoning","Life Leech from any Damage per Siphoning Charge",[7341],1,[],[],3,1,[14]
333,"ExtraChoasDamagePerSiphoning","Non-Chaos Damage as extra Chaos Damage per Siphoning Charge",[7342],1,[],[],3,1,[]
334,"PhysDamageReductionPerSiphoning","Physical Damage reduction from Hits per Siphoning Charge",[7343],1,[],[],3,1,[]
335,"PhysDamageTakenPerSiphoning","Physical Damage per Second per Siphoning Charge",[7351],0,[],[],3,1,[2]
336,"BlitzCharges","Blitz Charges","[9703,9702]",3,[],[],3,1,[]
337,"AttackSpeedPerBlitz","Attack Speed modifier per Blitz Charge",[9700],8,[],[],3,1,[]
338,"CritChancePerBlitz","Critical Strike Chance modifier per Blitz Charge",[9701],7,[],[],3,1,[]
339,"ChallengerCharges","Challenger Charges","[9802,9801]",3,[],[],3,1,[]
340,"AttackMoveSpeedPerChallenger","Attack and Movement Speed modifier per Challenger Charge",[9805],8,[],[],3,1,[]
341,"BrutalCharges","Brutal Charges","[13470,13472]",3,[],[],3,1,[]
342,"TripleDamageChancePerBrutalCharge","Chance to deal Triple Damage per Brutal Charge",[13494],1,[13472],[],3,1,[]
343,"StunThresholdPerBrutalCharge","Stun Threshold modifier per Brutal Charge",[13495],7,[13472],[],3,1,[]
344,"AfflictionCharges","Affliction Charges","[13474,13476]",3,[],[],3,1,[]
345,"AilmentDamagePerAfflictionCharge","Ailment Damage modifier per Affliction Charge",[13496],8,[13476],[],3,1,[]
346,"NonDamagingAilmentEffectPerAfflictionCharge","Non-Damaging Ailment Effect modifier per Affliction Charge",[13497],8,[13476],[],3,1,[]
347,"AbsorptionCharges","Absorption Charges","[13478,13480]",3,[],[],3,1,[]
348,"ElementalDamageGoesToESPerAbsorptionCharge","Elemental Damage taken Recouped as ES per Absorption Charge",[13498],1,[13480],[],3,1,[]
349,"BloodCharges","Blood Charges","[13995,14139]",3,[14211],[],3,"",[]
350,"ReapDamagePerBloodCharge","Damage modifier per Blood Charge",[13996],8,[14211],[],3,1,[]
351,"ReapCostPerBloodCharge","Life Cost modifier per Blood Charge",[13997],8,[14211],[],3,1,[]
