"rownum","Area","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[i32]","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32"
383,383,5,13,0,0,0,25,20,12,18,0,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,384,5,13,0,0,0,30,20,13,20,0,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,385,5,13,0,0,0,30,20,14,20,0,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,386,5,13,0,0,0,30,20,15,20,0,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387,387,5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,388,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,389,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,390,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,391,5,13,0,0,0,30,20,15,20,0,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,392,5,13,0,0,0,30,20,15,20,0,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,393,5,13,0,0,0,30,20,15,20,0,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,394,5,0,0,0,0,0,0,10,13,0,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,395,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,396,5,13,0,0,0,30,20,0,0,100,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,397,5,13,0,0,0,30,20,0,0,100,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,398,5,13,0,0,0,30,20,0,0,100,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,399,5,13,0,0,0,30,20,10,0,100,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,400,5,13,0,0,0,30,20,16,20,100,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,401,5,13,0,0,0,30,20,16,20,100,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,402,5,13,0,0,0,30,20,16,20,100,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,403,5,13,0,0,0,30,20,16,20,100,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,404,5,13,0,0,0,30,20,16,20,100,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,405,5,13,0,0,0,30,20,16,20,100,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,406,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,407,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,408,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,409,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,410,0,13,0,0,0,30,20,10,10,100,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,411,0,13,0,0,0,0,0,0,0,100,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,412,5,13,0,0,0,15,10,0,0,100,0,1,20,"[50,50,50,1]",20,0,0,0,0,0,0,23,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,413,5,13,0,0,0,30,20,0,0,100,0,1,30,"[50,50,50,1]",20,0,0,0,0,0,0,23,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,414,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,0,0,0,0,0,0,23,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,415,5,13,0,0,0,30,20,16,20,100,0,2,30,"[50,50,50,1]",20,0,0,0,0,0,0,23,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,416,5,13,0,0,0,30,20,16,20,100,0,2,30,"[50,50,50,1]",20,0,0,0,0,0,0,23,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,417,5,13,0,0,0,30,20,16,20,100,0,2,30,"[50,50,50,1]",20,0,0,0,0,0,0,23,10,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,418,5,13,0,0,0,30,20,16,20,100,0,2,30,"[50,50,50,1]",20,0,0,0,0,0,0,23,10,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0
419,419,5,13,0,0,0,30,20,16,20,100,0,2,30,"[50,50,50,1]",20,0,0,0,0,0,0,23,10,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0
420,420,5,13,0,0,0,30,20,16,20,100,0,2,30,"[50,50,50,1]",20,0,0,0,0,0,0,23,10,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0
421,421,5,13,0,0,0,30,20,16,20,100,0,2,30,"[50,50,50,1]",20,0,0,0,0,0,0,23,10,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0
422,422,5,13,0,0,0,30,20,16,20,100,0,2,30,"[50,50,50,1]",20,0,0,0,0,0,0,23,10,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0
423,423,0,13,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,424,0,13,0,0,0,15,10,0,0,0,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,425,0,13,0,0,0,30,20,0,0,0,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,426,0,13,0,0,0,30,20,10,10,0,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427,427,0,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,428,0,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,429,0,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,430,0,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,431,0,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,432,0,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,433,0,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,434,0,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,435,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,436,0,0,0,0,0,0,0,0,0,100,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,437,0,0,0,0,0,0,0,16,20,100,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,438,0,0,0,0,0,0,0,16,20,100,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,439,0,0,0,0,0,0,0,16,20,100,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,440,0,0,0,0,0,0,0,16,20,100,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,441,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,442,0,0,0,0,0,0,0,0,0,100,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,443,0,0,0,0,0,0,0,16,20,100,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,444,0,0,0,0,0,0,0,16,20,100,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,445,0,0,0,0,0,0,0,16,20,100,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,446,0,0,0,0,0,0,0,16,20,100,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,447,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,448,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,449,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,450,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
451,451,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
452,452,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
453,453,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
454,454,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
455,455,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
456,456,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
457,457,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
458,458,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
459,459,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
460,460,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
461,461,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
462,462,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
463,463,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
464,464,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
465,465,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
466,466,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
467,467,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
468,468,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
469,469,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
470,470,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
471,471,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
472,472,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
473,473,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
474,474,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
475,475,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
476,476,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
477,477,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
478,478,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
479,479,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
480,480,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
481,481,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
482,482,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
483,483,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
484,484,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
485,485,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
486,486,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
487,487,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
488,488,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
489,489,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
490,490,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
491,491,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
492,492,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
493,493,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
494,494,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
495,495,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
496,496,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
497,497,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
498,498,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
499,499,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
500,500,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
501,501,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
502,502,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
503,503,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
504,504,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
505,505,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
506,506,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
507,507,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
508,508,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
509,509,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
510,510,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
511,511,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
512,512,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
513,513,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
514,514,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
515,515,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
516,516,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
517,517,5,13,0,0,0,0,0,10,10,100,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,518,5,13,0,0,0,0,0,10,10,100,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,519,5,13,0,0,0,0,0,10,10,100,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,520,5,13,0,0,0,0,0,10,10,100,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,521,5,13,0,0,0,0,0,10,10,100,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,522,5,13,0,0,0,0,0,10,10,100,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,523,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
524,524,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
525,525,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
526,526,5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,10,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
