"rownum","Id","IsSupport","AllowedActiveSkillTypes","BaseEffectiveness","IncrementalEffectiveness","SupportGemLetter","i32","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32","[i32]","bool","i32","CastTime","ActiveSkill","bool","bool","[i32]","rid","MultiPartAchievement","bool","SupportWeaponRestrictions","GrantedEffect"
2061,"SummonWaterElementalsSideAreaBoss","",[],0.85,0,"",4,[],[],"",0,[],"",2,1000,199,"","",[],"","","",[],""
2062,"SeaWitchSummonSeaWitch","",[],0.85,0,"",4,[],[],"",0,[],"",2,1000,181,"","",[],91,"","",[],""
2063,"SeaWitchSummonSeaWitchInvasion","",[],0.85,0,"",4,[],[],"",0,[],"",2,1000,181,"","",[],91,"","",[],""
2064,"SeaWitchSummonSpawnTiny","",[],0.85,0,"",4,[],[],"",0,[],"",2,1000,181,"","",[],91,"","",[],""
2065,"BallLightning","",[],0.7316,0.0349,"",3,[],[],"",-1358339299,[],"",2,700,200,"","",[],"","","",[],""
2066,"BallLightningRoyale","",[],0.4476,0.0349,"",3,[],[],"",468203672,[],"",2,700,200,"","",[],"","","",[],""
2067,"ExileBallLightning","",[],0.378,0.034,"",3,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2068,"VaalMechanicalTotemBallLightning","",[],0.7,0.05,"",3,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2069,"TalismanBallLightning","",[],0.378,0.034,"",3,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2070,"IzaroDaemonBallLightning","",[],0.378,0.034,"",3,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2071,"IzaroChronosStatueBallLightning","",[],0.378,0.034,"",3,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2072,"WbBallLightning","",[],0.378,0.034,"",3,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2073,"ProphecyBallLightning","",[],0.4125,0.045,"",3,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2074,"TemplarJudgeBallLightning","",[],0.33,0.045,"",3,[],[],"",0,[],"",2,1600,200,"","",[],"","","",[],""
2075,"AtlasCrusaderJudgeBallLightning","",[],0.4125,0.045,"",3,[],[],"",0,[],"",2,1600,200,"","",[],"","","",[],""
2076,"LegionTemplarJudgeBallLightning","",[],0.5156,0.045,"",3,[],[],"",0,[],"",2,1600,200,"","",[],"","","",[],""
2077,"ClockworkGolemBallLightning","",[],0.4125,0.045,"",3,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2078,"MaelstromCellBossBallLightning","",[],0.5375,0.045,"",3,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2079,"CelestialBallLightningShaperInfluence","",[],0.4125,0.045,"",3,[],[],"",0,[],"",2,1000,200,"","",[],"","","",[],""
2080,"CelestialBallLightningShaperInfluenceDaemon","",[],0.5375,0.045,"",3,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2081,"StrMissionTotemBallLighning","",[],0.775,0.045,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2082,"ExileMarauderTotemBallLighning","",[],0.775,0.04,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2083,"BloodlinesGhostTotemBallLightning","",[],0.775,0.045,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2084,"StrMissionBallLightning","",[],0.35,0.038,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2085,"BeyondDemonBallLightning1","",[],0.4125,0.0485,"",4,[],[],"",0,[],"",2,1000,201,"","",[],"","","",[],""
2086,"BeyondDemonBallLightning2","",[],0.4125,0.0485,"",4,[],[],"",0,[],"",2,1000,201,"","",[],"","","",[],""
2087,"BeyondDemonBallLightning3","",[],0.4125,0.0485,"",4,[],[],"",0,[],"",2,1000,201,"","",[],"","","",[],""
2088,"BeyondDemonBallLightning4","",[],0.4125,0.0485,"",4,[],[],"",0,[],"",2,1000,201,"","",[],"","","",[],""
2089,"PietyBallLightning","",[],0.8034,0.048,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2090,"RootSpiderBallLightning","",[],0.4005,0.05,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2091,"DarkExileBallLightning","",[],0.45,0.05,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2092,"IncaBossBallLightning","",[],0.3125,0.058,"",4,[],[],"",0,[],"",2,3600,93,"","",[],"","","",[],""
2093,"WestBallLightning","",[],0.45,0.048,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2094,"BallLightningSeawitchBoss","",[],0.5,0.04,"",4,[],[],"",0,[],"",2,1333,200,"","",[],"","","",[],""
2095,"StrDexMissionBallLightningTrap","",[],0.3125,0.049,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2096,"ExileBallLightningTrap","",[],0.3125,0.04,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2097,"DexMissionBallLightningOnDeath","",[],0.3125,0.049,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2098,"WbBallLightningOnDeath","",[],0.375,0.049,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2099,"ProphecyTotemBossBallLightningOnDeath","",[],0.375,0.049,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2100,"AutonomousBallLightningTrap","",[],0.3125,0.049,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2101,"ProphecyBossBallLightning","",[],0.75,0.049,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2102,"ProphecyBossBallLightningOnceDaemon","",[],0.75,0.049,"",4,[],[],"",0,[],"",2,800,200,"","",[],"","","",[],""
2103,"EssenceDaemonBallLightning","",[],0.6625,0.049,"",4,[],[],"",0,[],"",2,50,200,"","",[],"","","",[],""
2104,"SynthesisGuardianBallLightning","",[],1,0.049,"",4,[],[],"",0,[],"",2,1330,200,"","",[],20,"","",[],""
2105,"AfflictionMinionBallLightning","",[],1,0.049,"",4,[],[],"",0,[],"",2,2500,200,"","",[],24,"","",[],""
2106,"SandLeaperMetamorphosisBallLightning","",[],0.25,0.05,"",3,[],[],"",0,[],"",2,1000,200,"","",[],20,"","",[],""
2107,"HarvestSquidBallLightning","",[],0.5,0.05,"",4,[],[],"",0,[],"",2,2670,200,"","",[],"","","",[],""
2108,"HeistTemplarCasterBallLightning","",[],0.5,0.05,"",4,[],[],"",0,[],"",2,1333,200,"","",[],34,"","",[],""
2109,"PietyFireForm","",[],1.3333,0.053,"",4,[],[],"",0,[],"",2,1000,202,"","",[],"","","",[],""
2110,"PietyIceForm","",[],1.0909,0.053,"",4,[],[],"",0,[],"",2,1000,203,"","",[],"","","",[],""
2111,"PietySummonBloodElementals","",[],0.85,0,"",4,[],[],"",0,[],"",2,1000,204,"","",[],"","","",[],""
2112,"AxisClaimSoldierMinions","",[],0.85,0,"",4,[],[],"",0,[],"",2,1000,205,"","",[],"","","",[],""
2113,"Incinerate","",[],0.6747,0.032,"",3,[],[],"",2133223686,[],"",2,200,207,"","",[],"","","",[],""
2114,"IncinerateBlackguardCleric","",[],0.6747,0.032,"",3,[],[],"",0,[],"",2,200,207,"","",[],"","","",[],""
2115,"IncinerateBlackguardClericBoss","",[],0.6747,0.032,"",3,[],[],"",0,[],"",2,200,207,"","",[],"","","",[],""
2116,"BlightTowerIncinerate","",[],0.8,0.04,"",3,[],[],"",0,[],"",2,200,207,"","",[],"","","",[],""
2117,"IncinerateCannibalMale","",[],0.2222,0.0325,"",3,[],[],"",0,[],"",2,200,206,"","",[],"","","",[],""
2118,"IncinerateSpiralDexMissionBoss","",[],0.6444,0.048,"",3,[],[],"",0,[],"",2,200,206,"","",[],"","","",[],""
2119,"IncinerateSpiralStrMissionTotem","",[],0.5889,0.0475,"",3,[],[],"",0,[],"",2,200,206,"","",[],"","","",[],""
2120,"IncinerateSpiralBloodlinesGhostTotemLightning","",[],0.6625,0.0475,"",3,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],""
2121,"IncinerateNovaInvasion","",[],0.0722,0.033,"",3,[],[],"",0,[],"",2,200,206,"","",[],"","","",[],""
2122,"ExileIncinerate","",[],0.2222,0.0325,"",3,[],[],"",0,[],"",2,200,206,"","",[],"","","",[],""
2123,"ExileIncinerateTotem","",[],0.2,0.031,"",3,[],[],"",0,[],"",2,200,206,"","",[],"","","",[],""
2124,"WbIncinerate","",[],0.3889,0.0425,"",3,[],[],"",0,[],"",2,200,206,"","",[],"","","",[],""
2125,"AxisClericIncinerate","",[],0.3889,0.0425,"",3,[],[],"",0,[],"",2,200,206,"","",[],"","","",[],""
2126,"AxisClericBossIncinerate","",[],0.3889,0.0425,"",3,[],[],"",0,[],"",2,3970,206,"","",[],"","","",[],""
2127,"AxisClericBossIncinerateKitava","",[],0.3889,0.0425,"",3,[],[],"",0,[],"",2,3970,206,"","",[],"","","",[],""
2128,"IzaroDaemonIncinerate","",[],0.4444,0.04,"",3,[],[],"",0,[],"",2,200,206,"","",[],"","","",[],""
2129,"TalismanT2IncinerateBlue","",[],0.3889,0.0425,"",3,[],[],"",0,[],"",2,200,206,"","",[],"","","",[],""
2130,"BeaconTotemIncinerate","",[],0.8333,0.042,"",3,[],[],"",0,[],"",2,250,190,"","",[],"","","",[],""
2131,"FigureheadChestBossIncinerate","",[],0.4444,0.04,"",3,[],[],"",0,[],"",2,200,838,"","",[],"","","",[],""
2132,"AbyssLichProjectileChannel","",[],0.4,0.04,"",3,[],[],"",0,[],"",2,4000,838,"","",[],"","","",[],""
2133,"Cyclone","",[],0.25,0.0233,"",2,[],[],"",101051186,[],"",2,1000,211,"","",[],"","","",[],""
2134,"CycloneRoyale","",[],0.25,0.0233,"",2,[],[],"",-1364420219,[],"",2,1000,211,"","",[],"","","",[],""
2135,"MonsterCyclone","",[],1,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2136,"SkeletonScytheCyclone","",[],1,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2137,"CageSpiderCyclone","",[],1,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2138,"CageSpiderCycloneTriggerSandstorms","",[],1,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2139,"BreachCyclone","",[],1,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2140,"DarkExileCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2141,"LunarisCyclone","",[],1,0,"",2,[],[],"",0,[],"",2,1500,663,"","",[],"","","",[],""
2142,"VaalCyclone","",[],0.25,0.0233,"",2,[],[],"",1954752502,[],"",2,1000,210,"","",[],"","","",[],""
2143,"ExileCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2144,"ExileDuelistCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2145,"GladiatorBossCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2146,"WhiteMonsterCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2147,"EssenceWhiteMonsterCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2148,"WaterSpiralMapCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2149,"DancingDervishCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2150,"DancingDervishCycloneSlow","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2151,"WbCycloneChaosLeader","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2152,"BlueMonsterCycloneInvasion","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2153,"WbBlueCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2154,"WhiteExileCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2155,"WbWhiteCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2156,"SawbladeExileCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2157,"SawbladeAnimatedWeaponCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2158,"WbSawbladeCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2159,"MonsterGroundIceCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2160,"IceElementalIceCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2161,"GlassElementalCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2162,"IzaroIceElementalIceCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2163,"WbIceElementalIceCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2164,"TempestIceElementalIceCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2165,"MonsterDesecratedGroundCyclone","",[],0.85,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2166,"DesecratedGroundCycloneSideAreaBoss","",[],2.4,0.055,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2167,"WbDesecratedGroundCyclone","",[],2.4,0.055,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2168,"VikingCyclone","",[],3.1111,0.05,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2169,"VikingCycloneMapBoss","",[],4.1378,0.05,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2170,"VikingVinktarsCycloneShocked","",[],1.8,0.055,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2171,"MonsterCycloneRampageBoss","",[],1,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2172,"InvisibleFireCycloneIntoAWall","",[],1,0,"",2,[],[],"",0,[],"",2,1000,209,"","",[],"","","",[],""
2173,"SabreSpiderDaemonCyclone","",[],0.25,0.0233,"",4,[],[],"",0,[],"",2,1000,211,"","",[],"","","",[],""
2174,"SabreSpiderDaemonCycloneRuin","",[],0.25,0.0233,"",4,[],[],"",0,[],"",2,1000,211,"","",[],"","","",[],""
2175,"MassReviveUndead","",[],0.85,0,"",4,[],[],"",0,[],"",2,6000,212,"","",[],"","","",[],""
2176,"MassReviveUndeadCowardsTrial","",[],0.85,0,"",4,[],[],"",0,[],"",2,4000,212,"","",[],22,"","",[],""
2177,"MassReviveUndeadRhoaBossMap","",[],0.85,0,"",4,[],[],"",0,[],"",2,6000,212,"","",[],"","","",[],""
2178,"MassReviveUndeadDelveRhoa","",[],0.85,0,"",4,[],[],"",0,[],"",2,6000,212,"","",[],"","","",[],""
2179,"MassReviveUndeadMassSkeletonBoss","",[],0.85,0,"",4,[],[],"",0,[],"",2,1500,212,"","",[],"","","",[],""
2180,"MassReviveUndeadDexMissionRhoaBoss","",[],0.85,0,"",4,[],[],"",0,[],"",2,6000,212,"","",[],"","","",[],""
2181,"MassReviveUndeadZombieBossSideArea","",[],0.85,0,"",4,[],[],"",0,[],"",2,6000,212,"","",[],"","","",[],""
2182,"MassReviveUndeadTormentNecromancer","",[],0.85,0,"",4,[],[],"",0,[],"",2,6000,212,"","",[],"","","",[],""
2183,"SupportMultistrike",1,[23],1,0,"3",1,[],"[37,93,76,74,73]","",2100902429,[],"",2,1000,"","","",[],"","","",[],""
2184,"SupportMultistrikeRoyale",1,[23],1,0,"3",1,[],"[37,93,76,74,73]","",-865235748,[],"",2,1000,"","","",[],"","","",[],""
2185,"SupportMulticast",1,[21],1,0,"k",3,[],"[25,32,35,36,11,37,63]","",-1464158977,[],"",2,1000,"","","",[],"","","",[],""
2186,"SupportMulticastRoyale",1,[21],1,0,"k",3,[],"[25,32,35,36,11,37,63]","",1074495869,[],"",2,1000,"","","",[],"","","",[],""
2187,"SupportMulticastUnique",1,[21],1,0,"",3,[],"[25,32,35,36,11,37,63]","",1272696616,[],"",2,1000,"","","",[],"","","",[],""
2188,"SupportMeleeSplash",1,[20],1,0,"S",1,[7],[],"",682681978,[],"",2,1000,"","","",[],"","","",[],""
2189,"SupportMeleeSplashRoyale",1,[20],1,0,"S",1,[7],[],"",1056901106,[],"",2,1000,"","","",[],"","","",[],""
2190,"SupportPowerChargeOnCrit",1,"[6,0]",1,0,"P",3,[],[],"",-1622340694,[],"",2,1000,"","","",[],"","","",[],""
2191,"SearingBond","",[],7.5957,0.0622,"",1,[],[],"",1993132455,[],"",2,1000,213,"","",[],"","","",[],""
2192,"SearingBondRoyale","",[],13.2118,0.0554,"",1,[],[],"",748649470,[],"",2,1000,213,"","",[],"","","",[],""
2193,"ExileSearingBond","",[],16.6667,0.0395,"",1,[],[],"",0,[],"",2,1000,213,"","",[],"","","",[],""
2194,"WbSearingBond","",[],8.8889,0.0395,"",1,[],[],"",0,[],"",2,1000,213,"","",[],"","","",[],""
2195,"WbChaosLeaderSearingBond","",[],16.6667,0.05,"",1,[],[],"",0,[],"",2,1000,213,"","",[],"","","",[],""
2196,"PerandusSearingBond","",[],8.8889,0.0395,"",1,[],[],"",0,[],"",2,1000,213,"","",[],"","","",[],""
2197,"PerandusSearingBondFormation","",[],8.8889,0.0395,"",1,[],[],"",0,[],"",2,1000,213,"","",[],"","","",[],""
2198,"MonsterSearingBondLegends","",[],12.9238,0.03,"",1,[],[],"",0,[],"",2,1000,213,"","",[],"","","",[],""
2199,"FlamebearerBossSearingBondInvasion","",[],16.6222,0.03,"",1,[],[],"",0,[],"",2,1000,213,"","",[],"","","",[],""
2200,"NemesisDaemonSearingBond","",[],16.6222,0.03,"",1,[],[],"",0,[],"",2,1000,213,"","",[],"","","",[],""
2201,"StrDexMasterSearingBondDaemon","",[],16.6222,0.03,"",1,[],[],"",0,[],"",2,1000,213,"","",[],"","","",[],""
2202,"SupportIncreasedBurningDamage",1,"[6,0,24]",1,0,"b",1,[],[],"",1512172517,[],"",2,1000,"","","",[],"","","",[],""
2203,"SupportSummonElementalResistances",1,[76],1,0,"r",3,[],[],"",-1726509640,[],"",2,1000,"","","",[],"","","",[],""
2204,"ZombieBossExtract","",[],0.85,0,"",4,[],[],"",0,[],"",2,3000,214,"","",[],"","","",[],""
2205,"ZombieBossLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1500,14,"","",[],"","","",[],""
2206,"ZombieBossLeapSlamSpecialHillock","",[],0,0,"",4,[],[],"",0,[],"",2,1500,14,"","",[],"","","",[],""
2207,"BetrayalThaneLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,2500,14,"","",[],"","","",[],""
2208,"BetrayalVaganLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,2830,14,"","",[],"","","",[],""
2209,"BetrayalHillockLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,2000,14,"","",[],"","","",[],""
2210,"AfflictionMinionLeapSlam","",[],0,0,"",4,[],[],"",0,[],"",2,1570,14,"","",[],"","","",[],""
2211,"SupportCurseOnHit",1,"[0,6]",1,0,"&",3,[],"[32,35,25]","",1126527955,[],"",2,1000,"",1,"",[],"","","",[],""
2212,"SupportCurseOnHitCurse",1,"[68,96,73,31,73]",1,0,"&",3,[36],"[32,35,25,52,49]","",-705059429,[],"",2,1000,"",1,"",[],"","","",[],""
2213,"BirdmanConsumeCorpse","",[],1,0,"",4,[],[],"",0,[],"",2,2670,215,"","",[],"","","",[],""
2214,"BirdmanConsumeCorpseStrIntMission","",[],1,0,"",4,[],[],"",0,[],"",2,2670,215,"","",[],"","","",[],""
2215,"BirdmanConsumeCorpseInvasion","",[],1,0,"",4,[],[],"",0,[],"",2,2670,215,"","",[],"","","",[],""
2216,"BirdmanConsumeCorpseSideArea","",[],1,0,"",4,[],[],"",0,[],"",2,2670,215,"","",[],"","","",[],""
2217,"BirdmanConsumeCorpseTalisman","",[],1,0,"",4,[],[],"",0,[],"",2,2670,215,"","",[],"","","",[],""
2218,"RegurgitatorConsumeCorpse","",[],1,0,"",4,[],[],"",0,[],"",2,2630,215,"","",[],"","","",[],""
2219,"BirdmanBloodProjectile","",[],1,0,"",4,[],[],"",0,[],"",2,1000,216,"","",[],"","","",[],""
2220,"BirdmanBloodProjectileInvasion","",[],1,0,"",4,[],[],"",0,[],"",2,1000,216,"","",[],"","","",[],""
2221,"BirdmanBloodProjectileSideArea","",[],1,0,"",4,[],[],"",0,[],"",2,1000,216,"","",[],"","","",[],""
2222,"RegurgitatorBloodProjectile","",[],1,0,"",4,[],[],"",0,[],"",2,1000,216,"","",[],"","","",[],""
2223,"BirdmanBloodProjectileMortar","",[],1,0,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],""
2224,"RegurgitatorBloodProjectileMortar","",[],1,0,"",4,[],[],"",0,[],"",2,1000,387,"","",[],"","","",[],""
2225,"RootSpiderBurrow","",[],1,0,"",4,[],[],"",0,[],"",2,1000,217,"","",[],"","","",[],""
2226,"RootSpiderBurrowInvasion","",[],1,0,"",4,[],[],"",0,[],"",2,1000,217,"","",[],"","","",[],""
2227,"InsectWildBurrow","",[],1,0,"",4,[],[],"",0,[],"",2,1000,217,"","",[],"","","",[],""
2228,"AbyssMineBatBurrow","",[],1,0,"",4,[],[],"",0,[],"",2,1000,217,"","",[],"","","",[],""
2229,"HarvestGrubBurrow","",[],1,0,"",4,[],[],"",0,[],"",2,700,217,"","",[],"","","",[],""
2230,"HarvestGrubBurrowFlee","",[],1,0,"",4,[],[],"",0,[],"",2,700,217,"","",[],"","","",[],""
2231,"HarvestInsectBurrow","",[],1,0,"",4,[],[],"",0,[],"",2,1333,217,"","",[],"","","",[],""
2232,"HarvestDevourerBurrow","",[],1,0,"",4,[],[],"",0,[],"",2,1000,217,"","",[],"","","",[],""
2233,"UltimatumSnakeBurrow","",[],1,0,"",4,[],[],"",0,[],"",2,1000,217,"","",[],"","","",[],""
2234,"RootSpiderEmerge","",[],1,0,"",4,[],[],"",0,[],"",2,1000,218,"","",[],"","","",[],""
2235,"RootSpiderEmergeSideArea","",[],1,0,"",4,[],[],"",0,[],"",2,1000,218,"","",[],"","","",[],""
2236,"InsectWildEmerge","",[],1,0,"",4,[],[],"",0,[],"",2,1000,218,"","",[],"","","",[],""
2237,"HarvestGrubEmerge","",[],1,0,"",4,[],[],"",0,[],"",2,500,218,"","",[],"","","",[],""
2238,"HarvestInsectEmerge","",[],1,0,"",4,[],[],"",0,[],"",2,2000,218,"","",[],"","","",[],""
2239,"HarvestDevourerEmerge","",[],1,0,"",4,[],[],"",0,[],"",2,1000,218,"","",[],"","","",[],""
2240,"AbyssMineBatEmerge","",[],1,0,"",4,[],[],"",0,[],"",2,1000,218,"","",[],"","","",[],""
2241,"UltimatumSnakeEmerge","",[],1,0,"",4,[],[],"",0,[],"",2,1000,218,"","",[],"","","",[],""
2242,"Reave","",[],1,0,"",2,[],[],"",396259592,[],"",2,1000,220,"","",[],"","","",[],""
2243,"VaalReave","",[],1,0,"",2,[],[],"",1912285133,[],"",2,1000,221,"","",[],"","","",[],""
2244,"ExileReave","",[],1,0,"",2,[],[],"",0,[],"",2,1000,220,"","",[],"","","",[],""
2245,"GemlingReave","",[],1,0,"",2,[],[],"",0,[],"",2,1000,220,"","",[],"","","",[],""
2246,"StrDexMasterReave","",[],1,0,"",2,[],[],"",0,[],"",2,1000,220,"","",[],"","","",[],""
2247,"DarkExileReave","",[],1,0,"",2,[],[],"",0,[],"",2,1000,220,"","",[],"","","",[],""
2248,"DarkExileVaalReave","",[],1,0,"",2,[],[],"",0,[],"",2,1000,221,"","",[],"","","",[],""
2249,"MonsterReave","",[],1,0,"",2,[],[],"",0,[],"",2,1000,220,"","",[],"","","",[],""
2250,"MonsterReaveDemonBoss","",[],1,0,"",2,[],[],"",0,[],"",2,1000,220,"","",[],"","","",[],""
2251,"MonsterReaveInvasion","",[],1,0,"",2,[],[],"",0,[],"",2,1000,220,"","",[],"","","",[],""
2252,"WbReaveFire","",[],1,0,"",2,[],[],"",0,[],"",2,1000,220,"","",[],"","","",[],""
2253,"WbReaveChaosLeader","",[],1,0,"",2,[],[],"",0,[],"",2,1000,220,"","",[],"","","",[],""
2254,"BoarBanditReave","",[],1,0,"",2,[],[],"",0,[],"",2,1000,220,"","",[],"","","",[],""
2255,"KraitynReave","",[],1,0,"",2,[],[],"",0,[],"",2,1000,220,"","",[],"","","",[],""
2256,"DominusChillingBond","",[],2.3636,0.0446,"",4,[],[],"",0,[],"",2,500,222,"","",[],"","","",[],""
2257,"DominusChillingBond2","",[],2.3636,0.0446,"",4,[],[],"",0,[],"",2,500,222,"","",[],"","","",[],""
2258,"DominusChillingBond3","",[],2.3636,0.0446,"",4,[],[],"",0,[],"",2,500,222,"","",[],"","","",[],""
2259,"DominusChillingBond4","",[],2.3636,0.0446,"",4,[],[],"",0,[],"",2,500,222,"","",[],"","","",[],""
2260,"DominusLightningSouls","",[],1.9375,0.055,"",4,[],[],"",0,[],"",2,3000,223,"","",[],"","","",[],""
2261,"LightningSoulOnDeath","",[],1.9375,0.055,"",4,[],[],"",0,[],"",2,0,328,"","",[],"","","",[],""
2262,"DominusLightningSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1000,224,"","",[],"","","",[],""
2263,"TouchOfGod","",[],1,0,"",1,[],[],"",-1320208487,[],"",2,1000,885,"","",[],"","","",[],""
2264,"DominusMark","",[],1,0,"",4,[],[],"",0,[],"",2,1000,225,"","",[],"","","",[],""
2265,"DominusDemonSuicideExplosion","",[],3.3333,0.05,"",4,[],[],"",0,[],"",2,1000,179,"","",[],"","","",[],""
2266,"AnomalySuicideExplosion","",[],0,0,"",4,[],[],"",0,[],"",2,1000,179,"","",[],"","","",[],""
2267,"VolatileSuicideExplosion","",[],3.8889,0.062,"",4,[],[],"",0,[],"",2,1200,179,"","",[],"","","",[],""
2268,"BlightBanditSuicideExplosion","",[],3.8889,0.062,"",4,[],[],"",0,[],"",2,4000,179,"","",[],"","","",[],""
2269,"VolatileSuicideExplosionMachinarium","",[],2,0.062,"",4,[],[],"",0,[],"",2,1200,179,"","",[],"","","",[],""
2270,"VolatileSuicideExplosionPopcorn","",[],0.97,0.062,"",4,[],[],"",0,[],"",2,1200,179,"","",[],"","","",[],""
2271,"SynthesisGolemBombExplode","",[],1.5,0.05,"",4,[],[],"",0,[],"",2,1200,179,"","",[],"","","",[],""
2272,"PhantasmSuicideExplosion","",[],0.4,0.05,"",4,[],[],"",0,[],"",2,2000,179,"","",[],"","","",[],""
2273,"VolatileSuicideExplosionElderGuardian","",[],3.8889,0.048,"",4,[],[],"",0,[],"",2,1200,179,"","",[],"","","",[],""
2274,"DelveVolatileExplosion","",[],3.5,0.056,"",4,[],[],"",0,[],"",2,1200,179,"","",[],"","","",[],""
2275,"DelveVolatileExplosionSulphite","",[],0,0,"",4,[],[],"",0,[],"",2,1200,179,"","",[],"","","",[],""
2276,"BetrayalRelicExplosion","",[],2.25,0.056,"",4,[],[],"",0,[],"",2,1200,179,"","",[],"","","",[],""
