"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","rid","bool","[rid]","[rid]","[rid]","[rid]","i32","bool","rid"
502,"trap_pinned","",1,"","Spike Pinned",[354],1,3,"","","",1,19,0,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[354],[],0,"",""
503,"enchantment_physical_to_fire","",1,"","",[447],"",3,"","","",1,19,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[447],[],0,"",""
504,"enchantment_physical_to_cold","",1,"","",[448],"",3,"","","",1,19,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[448],[],0,"",""
505,"enchantment_physical_to_lightning","",1,"","",[449],"",3,"","","",1,19,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[449],[],0,"",""
506,"enchantment_added_chaos_damage","",1,"","","[64,65]","",3,"","","",1,19,0,1,"",15,"","","","",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],"[64,65]",[],0,"",""
507,"stacking_increased_spell_damage","",1,"","",[25],1,1,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[25],[],0,"",""
508,"templar_ascendency_movement_speed","",1,"","Ascendancy Effect (Invisible)",[177],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[177],[],0,"",""
509,"guardian_warcry","",1,"","Ascendancy Effect (Invisible)","[177,1905]",1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],"[177,1905]",[],0,"",""
510,"avoid_stun_staff_aura","You are being granted Stun Avoidance by a Guardian",1,"","Staff Mastery",[6090],1,3,"","","",1,19,502,"","",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[6090],[],0,"",""
511,"labyrinth_lava_aura","ES normal/cruel/merciless, Life normal/cruel/merciless",1,"","Lava","[4631,4633,4635,4630,4632,4634,4857]","",3,"","","","",19,483,"","",11,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[4631,4633,4635,4630,4632,4634,4857]",[],0,"",""
512,"roomba_damage","",1,"","Death Rhoomba","[2566,3058]",1,1,"","","","",19,485,"","",11,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[2566,3058]",[],0,"",""
513,"flying_roomba_damage","",1,"","Flying Death Rhoomba","[2566,3058]",1,1,"","","","",19,486,"","",11,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[2566,3058]",[],0,"",""
514,"offering_of_judgement_ground","",1,"","",[],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
515,"curse_damage_taken","",1,"","",[477],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,"",""
516,"increased_crit_chance","",1,"","",[554],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[554],[],0,"",""
517,"increased_minion_damage","",1,"","",[488],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[488],[],0,"",""
518,"increased_damage","",1,"","",[24],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[24],[],0,"",""
519,"damage_taken","",1,"","",[477],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,"",""
520,"avoid_stun","",1,"","Ascendancy Effect",[6090],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[6090],[],0,"",""
521,"spinning_blade_damage","",1,"","Spinning Blades","[2566,3058]",1,1,"","","","",19,490,"","",11,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[2566,3058]",[],0,"",""
522,"stacking_movement_speed_buff","",1,"","",[4941],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","","","",[],[],[4941],[],0,"",""
523,"nightwane_effects","",1,"","",[],1,2,"","","","",19,491,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
524,"increased_elemental_damage_taken","",1,"","","[2040,3627,3628]",1,2,"","","","",19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],"[2040,3627,3628]",[],0,"",""
525,"mana_and_es_regeneration","",1,"","","[129,1410]",1,3,"","","","",19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],"[129,1410]",[],0,"",""
526,"vinktar_boss_buff","","","","",[],"",3,"","","","",19,482,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
527,"grant_es_to_nearby_allies","You are being granted Energy Shield by a Guardian","","","Radiant Faith",[133],"",3,"","","","",19,497,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[133],[],0,"",""
528,"grant_armour_to_nearby_allies","You are being granted Armour by a Guardian","","","Radiant Faith",[116],"",3,"","","","",19,497,"","",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[116],[],0,"",""
529,"singularity_aura","You're in the grip of a Singularity","","","Singularity","[177,3668]","",3,"","","","",19,494,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[177,3668]",[],0,"",""
530,"power_symbol_aura","",1,"","",[3671],"",3,"","","","",19,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3671],[],0,"",""
531,"gargoyle_statue_buff","",1,"","","[979,701,3192]","",3,"","","","",19,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[979,701,3192]",[],0,"",""
532,"izaro_fire_buff_phase1","Additional Fire damage",1,"","","[447,2040]",1,3,"","","","",19,518,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[447,2040]",[],0,"",""
533,"izaro_fire_buff","Additional Fire damage",1,"","","[447,2040,10,11]",1,3,"","","","",19,518,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[447,2040,10,11]",[],0,"",""
534,"izaro_cold_buff_phase1","Additional Cold damage",1,"","","[448,3627]",1,3,"","","","",19,519,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[448,3627]",[],0,"",""
535,"izaro_cold_buff","Additional Cold damage",1,"","","[448,3627,10,11]",1,3,"","","","",19,519,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[448,3627,10,11]",[],0,"",""
536,"izaro_lightning_buff_phase1","Additional Lightning damage",1,"","","[449,3628]",1,3,"","","","",19,520,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[449,3628]",[],0,"",""
537,"izaro_lightning_buff","Additional Lightning damage",1,"","","[449,3628,10,11]",1,3,"","","","",19,520,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[449,3628,10,11]",[],0,"",""
538,"izaro_physical_buff_phase1","Increased Physical damage",1,"","","[26,545]",1,3,"","","","",19,527,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[26,545]",[],0,"",""
539,"izaro_physical_buff","Increased Physical damage",1,"","","[26,545,10,11]",1,3,"","","","",19,527,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[26,545,10,11]",[],0,"",""
540,"izaro_ignite_buff_phase1","Additional Fire damage and increased chance to Ignite",1,"","","[611,2040,447]",1,3,"","","","",19,518,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[611,2040,447]",[],0,"",""
541,"izaro_ignite_buff","Additional Fire damage and increased chance to Ignite",1,"","","[611,2040,447,10,11]",1,3,"","","","",19,518,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[611,2040,447,10,11]",[],0,"",""
542,"izaro_freeze_buff_phase1","Additional Cold damage and increased chance to Freeze",1,"","","[455,3627,448]",1,3,"","","","",19,519,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[455,3627,448]",[],0,"",""
543,"izaro_freeze_buff","Additional Cold damage and increased chance to Freeze",1,"","","[455,3627,448,10,11]",1,3,"","","","",19,519,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[455,3627,448,10,11]",[],0,"",""
544,"izaro_shock_buff_phase1","Additional Lightning damage and increased chance to Shock",1,"","","[659,3628,449]",1,3,"","","","",19,520,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[659,3628,449]",[],0,"",""
545,"izaro_shock_buff","Additional Lightning damage and increased chance to Shock",1,"","","[659,3628,449,10,11]",1,3,"","","","",19,520,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[659,3628,449,10,11]",[],0,"",""
546,"izaro_bleed_buff_phase1","Extra Damage and Bleeding",1,"","","[3633,545]",1,3,"","","","",19,527,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[3633,545]",[],0,"",""
547,"izaro_bleed_buff","Extra Damage and Bleeding",1,"","","[3633,545]",1,3,"","","","",19,527,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[3633,545]",[],0,"",""
548,"vinktar_lightning_bond","You are bonded",1,"","VinktarLightningBond","[3681,3682]",1,1,"","","",1,19,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[3681,3682]",[],0,"",""
549,"killed_rare_monsters_drop_uniques","",1,"","","[3686,5714]",1,2,"","","","",19,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[3686,5714]",[],0,"",""
550,"savage_hit_life_leech","Additional Life Leech, Damage, and Attack Speed",1,"","",[105],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[105],[],0,"",""
551,"savage_hit_damage","",1,"","",[24],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[24],[],0,"",""
552,"savage_hit_attack_cast_speed","",1,"","",[1905],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1905],[],0,"",""
553,"savage_hit_attack_speed","",1,"","",[70],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[70],[],0,"",""
554,"melee_physical_damage","Additional Melee Physical Damage from a Guardian's strength",1,"","Tenacious Vigor",[490],1,3,"","","",1,19,500,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[490],[],0,"",""
555,"grasping_ornaments_slow_aura","Your attack speed, cast speed and movement speed are reduced from standing in Grasping Ornaments.","","","Grasping Ornaments","[70,216,177]",1,3,"","","",1,19,495,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[70,216,177]",[],0,"",""
556,"grasping_tentacles_slow_aura","Your attack speed, cast speed and movement speed are reduced from standing in Grasping Tentacles.","","","Grasping Tentacles","[70,216,177]",1,3,"","","",1,19,496,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[70,216,177]",[],0,"",""
557,"grasping_pincers_slow_aura","Your attack speed, cast speed and movement speed are reduced from standing in Grasping Pincers.","","","Grasping Pincers","[70,216,177]",1,3,"","","",1,19,496,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[70,216,177]",[],0,"",""
558,"labyrinth_boss_grace","",1,"","","[140,398,1304,861]","",3,"","","","",19,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[140,398,1304,861]",[],0,"",""
559,"izaro_summon_lieutenant_delay","",1,"","",[],"",3,"","","","",19,0,1,"",15,"","","","",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
560,"shield_defence_aura","You are being granted the defences of an allied Guardian's shield",1,"","Shield Mastery","[119,116,133]","",3,"","","","",19,500,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[119,116,133]",[],0,"",""
561,"labyrinth_trap_bleed","",1,"","LabyrinthTrapDebuff","[2566,3058]",1,1,"","","","",19,485,"","",11,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[2566,3058]",[],0,"",""
562,"mine_detonation","",1,"","","[24,1839]",1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],"[24,1839]",[],0,"",""
563,"augry_of_penitence","You take increased Elemental Damage and deal less Elemental Damage.","","","Augury of Penitence","[3492,3825]",1,3,"","","",1,19,499,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[3492,3825]",[],0,"",""
564,"scion_augry_of_penitence","You take increased Elemental Damage","","","Augury of Penitence",[3492],1,3,"","","",1,19,499,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3492],[],0,"",""
565,"labyrinth_power_symbol_shield","",1,"","WIP",[477],"",3,"","","","",19,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,"",""
566,"awaken_gargoyle","",1,"","WIP",[477],1,3,"","","","",19,552,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,"",""
567,"spell_damage_increase","",1,"","",[25],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[25],[],0,"",""
568,"attack_damage_increase","",1,"","",[2607],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[2607],[],0,"",""
569,"attack_speed_increase","",1,"","",[70],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[70],[],0,"",""
570,"cast_speed_increase","",1,"","",[216],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[216],[],0,"",""
571,"life_es_and_mana_recovery","",1,"","","[2807,2808,2809]",1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],"[2807,2808,2809]",[],0,"",""
572,"rock_golem_buff","Your Stone Golem is granting you additional Life Regeneration","","","Stone Golem",[125],1,3,"","","",1,19,540,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[125],[],0,"",""
573,"talisman_totem_effects","",1,"","",[],1,2,"","","","",19,507,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
574,"spike_trap_immunity","",1,"","",[3738],1,2,"","","",1,19,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3738],[],0,"",""
575,"labyrinth_arrow_slow","",1,"","",[3836],1,2,"","","","",19,544,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3836],[],0,"",""
576,"shrink","You have been shrunk! You're more vulnerable to damage, and deal less damage.","","","Shrink","[24,477,1928,177]",1,1,1,"","",1,19,542,1,1,2,"",1,1,"",0,"","","","","","","",2,"","",0,[],"","","","",[],[],"[24,477,1928,177]",[],0,"",""
577,"lightning_eye_effects","",1,"","",[],1,2,"","","","",19,510,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
578,"talisman_degen","You are taking Physical Damage over time from the Bone Roil","","","Bone Roil",[3847],1,4,1,3845,3846,1,19,511,1,"",2,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3847],[],0,"",""
579,"blade_vortex_counter","You have blades in a Blade Vortex around you","","","Blade Vortex",[],"",4,1,"","","",19,512,1,1,6,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
580,"soul_eater_from_stat_parent","mechanical buff for handling soul eater shile using flask",1,"","",[],1,1,"","","","",19,0,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
581,"LocustSwarmStackingDegenAuraFire","You are taking Fire Damage from a Fire Swarm","","","Fire Swarm",[2533],1,1,1,"","","",19,513,1,1,2,"",1,1,"",0,"","","","","","","",2,"","",0,[],"","","","",[],[],[2533],[],0,"",""
582,"LocustSwarmStackingDegenAuraCold","You are taking Cold Damage from a Cold Swarm","","","Cold Swarm",[3871],1,1,1,"","","",19,514,1,1,2,"",1,1,"",0,"","","","","","","",2,"","",0,[],"","","","",[],[],[3871],[],0,"",""
583,"LocustSwarmStackingDegenAuraLightning","You are taking Lightning Damage from a Lightning Swarm","","","Lightning Swarm",[3872],1,1,1,"","","",19,515,1,1,2,"",1,1,"",0,"","","","","","","",2,"","",0,[],"","","","",[],[],[3872],[],0,"",""
584,"rigwald_channeling","",1,"","Rigwald Wolf Barrage",[477],1,3,"","","",1,19,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,"",""
585,"blade_vortex","",1,"","",[3899],"",3,"","","","",19,0,1,"",6,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3899],[],0,"",""
586,"elemental_overload","You are dealing more Elemental Damage",1,"","Elemental Overload",[4941],"",1,"","","",1,19,553,1,"",15,"",1,1,"",0,1,"","","","","","",1,"","",0,[],"","","","",[],[12997],[4941],[],0,"",""
587,"frost_nova_counter","You are dealing increased Cold Damage","","","Frost Nova",[3927],1,4,1,3924,3925,1,19,456,1,1,6,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[3927],[],0,"",""
588,"izaro_pylon_temporal_chains_on_hit","Temporal Chains on Hit",1,"","","[10,11,1944,1943,1936,1937]",1,3,"","","","",19,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[10,11,1944,1943,1936,1937]",[],0,"",""
589,"izaro_pylon_elemental_weakness_on_hit","Elemental Weakness on Hit",1,"","","[10,11,1944,1943,1936,1937]",1,3,"","","","",19,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[10,11,1944,1943,1936,1937]",[],0,"",""
590,"izaro_pylon_vulnerability_on_hit","Vulnerability on Hit",1,"","","[10,11,1944,1943,1936,1937]",1,3,"","","","",19,0,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[10,11,1944,1943,1936,1937]",[],0,"",""
591,"heirophant_attack_and_spell_damage","You have Increased Damage","","","Pursuit of Faith",[24],1,1,1,"","",1,19,558,1,1,15,"",1,1,"",0,1,"","","","","","",2,"","",0,[],"","","","",[],[],[24],[],0,"",""
592,"heirophant_additional_totems","",1,"","",[954],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[954],[],0,"",""
593,"petrified","You are Petrified","","","Petrified","[3929,4941]",1,3,"","","",1,19,516,1,"",2,"",1,1,"",0,"","Petrify","","","","","",4,"","",0,[],"","","","",[],[],"[3929,4941]",[],0,"",""
594,"flask_petrification","You are Petrified and taking reduced Physical Damage","","","Replica Rumi's Concoction","[3929,1035]",1,3,"","","",1,19,516,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[3929,1035]",[],0,"",""
595,"blight","You are taking Chaos Damage Over Time","","","Blight",[453],1,1,"","","",1,19,523,1,"",2,"",1,1,"",0,"","","","","","","",2,"","",0,[],"","","","",[],[],[453],[],0,"",""
596,"poison_immunity","All Poison has been removed from you, and you cannot be Poisoned.","","","Poison Immunity",[],1,3,"","","",1,19,275,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[3955],[],[],0,"",""
597,"flask_bonus_physical_damage_reduction_percent","","","","WIP",[1035],1,3,"","","",1,19,471,1,"",4,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[1035],[],0,"",""
598,"life_regen_from_spread_poison","","","","Life Regeneration",[125],1,3,"","","",1,19,267,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[125],[],0,"",""
599,"elementalist_increased_fire_damage","",1,"","Ascendancy Effect (Invisible)",[42],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[42],[],0,"",""
600,"elementalist_increased_lightning_damage","",1,"","Ascendancy Effect (Invisible)",[56],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[56],[],0,"",""
601,"elementalist_increased_cold_damage","",1,"","Ascendancy Effect (Invisible)",[49],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[49],[],0,"",""
602,"elementalist_increased_elemental_damage","",1,"","Ascendancy Effect (Invisible)",[486],1,3,"","","",1,19,521,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[486],[],0,"",""
603,"elementalist_cold_penetration","",1,"","Ascendancy Effect (Invisible)",[594],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[594],[],0,"",""
604,"elementalist_fire_penetration","",1,"","Ascendancy Effect (Invisible)",[593],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[593],[],0,"",""
605,"elementalist_lightning_penetration","",1,"","Ascendancy Effect (Invisible)",[595],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[595],[],0,"",""
606,"elemental_conflux","All of your damage Shocks, Chills, and Ignites.","","","Elemental Conflux","[3969,659,611]",1,3,"","","",1,19,560,1,"",1,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],"[3969,659,611]",[],0,"",""
607,"elementalist_increased_fire_damage_taken","",1,"","Ascendancy Effect (Invisible)",[2040],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[2040],[],0,"",""
608,"elementalist_increased_lightning_damage_taken","",1,"","Ascendancy Effect (Invisible)",[3628],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[3628],[],0,"",""
609,"elementalist_increased_cold_damage_taken","",1,"","Ascendancy Effect (Invisible)",[3627],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[3627],[],0,"",""
610,"elementalist_increased_elemental_damage_cooldown","",1,"","Ascendancy Effect (Invisible)",[],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,"","ElementalistIncreasedDamage","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
611,"occultist_non_chaos_to_chaos_damage","",1,"","","[1502,450,1500,1505]",1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],"[1502,450,1500,1505]",[],0,"",""
612,"occultist_nearby_enemies_chaos_cold_resist_life_regen","You have no Life Regeneration and reduced Cold and Chaos Resistance while near an Occultist","","","Void Beacon","[150,2401,146]",1,3,"","","",1,19,522,1,"",2,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],"[150,2401,146]",[],0,"",""
613,"occultist_no_energy_shield_recharge_delay","",1,"","",[2287],1,3,"","","",1,19,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,"","",0,[],"","","","",[],[],[2287],[],0,"",""
614,"izaro_elemental_fire_buff_phase1","Allies deal additional fire damage","","","",[447],1,3,"","","","",19,518,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[447],[],0,"",""
615,"izaro_elemental_fire_buff","Allies deal additional fire damage","","","Fire Damage Aura","[447,10,11]",1,3,"","","","",19,518,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[447,10,11]",[],0,"",""
616,"izaro_elemental_cold_buff_phase1","Allies deal additional cold damage","","","",[448],1,3,"","","","",19,519,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[448],[],0,"",""
617,"izaro_elemental_cold_buff","Allies deal additional cold damage","","","Cold Damage Aura","[448,10,11]",1,3,"","","","",19,519,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[448,10,11]",[],0,"",""
618,"izaro_elemental_lightning_buff_phase1","Allies deal additional lightning damage","","","",[449],1,3,"","","","",19,520,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[449],[],0,"",""
619,"izaro_elemental_lightning_buff","Allies deal additional lightning damage","","","Lightning Damage Aura","[449,10,11]",1,3,"","","","",19,520,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[449,10,11]",[],0,"",""
620,"charged_attack","Your Blade Flurry has more damage","","","Blade Flurry",[],1,4,1,15018,3980,1,19,582,1,"",6,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[],[],0,"",""
621,"petrify_enrage","","","","WIP","[24,1905,177]",1,3,"","","",1,19,520,1,"",15,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[24,1905,177]",[],0,"",""
622,"occultist_stacking_es_recovery_per_minute_percent","You are regenerating Energy Shield","","","Vile Bastion",[4941],1,3,1,"","",1,19,557,1,1,15,"",1,1,"",0,1,"ActionRecentlyCounterBuff","","","","","",4,"","",0,[],"","","","",[],[],[4941],[],0,"",""
623,"izaro_chronos_statue_damage_phase1","Additional Block Chance",1,"","",[24],1,3,"","","","",19,524,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[24],[],0,"",""
624,"izaro_chronos_statue_damage","Additional Block Chance",1,"","","[24,10,11,1944,1943,1936,1937]",1,3,"","","","",19,524,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[24,10,11,1944,1943,1936,1937]",[],0,"",""
625,"izaro_chronos_statue_speed_phase1","Additional Spell Block Chance",1,"","","[1905,177]",1,3,"","","","",19,525,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1905,177]",[],0,"",""
626,"izaro_chronos_statue_speed","Additional Spell Block Chance",1,"","","[1905,177,10,11,1944,1943,1936,1937]",1,3,"","","","",19,525,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],"[1905,177,10,11,1944,1943,1936,1937]",[],0,"",""
627,"izaro_chronos_statue_damage_taken_phase1","",1,"","",[477],1,3,"","","","",19,526,1,"",1,"",1,1,"",0,"","","","","","","",4,"","",0,[],"","","","",[],[],[477],[],0,"",""
