"rownum","Id","i32","DisplayString","Name"
706,"amuletatlas3",284422091,"",""
707,"glovesatlasstrint",-970907824,"",""
708,"bootsatlasdexint",716964574,"",""
709,"chaos_damage",-2045284761,"",""
710,"no_proximity_shield",-1408947179,"",""
711,"no_final_gasp",1321046818,"",""
712,"demigods",1991705993,"",""
713,"dot_multi",967620337,"",""
714,"no_forced_item_drops",-503249172,"",""
715,"unveiled_mod",-880690237,"",""
716,"ultimatum_trial",628472000,"",""
717,"expedition_templar_remnant",-2095847451,"",""
718,"expedition_vaal_remnant",692722197,"",""
719,"expedition_vaal_remnant2",-1167494662,"",""
720,"expedition_karui_remnant",2120405214,"",""
721,"expedition_eternalempire_remnant",1676197267,"",""
722,"expedition_eternalempire_remnant2",1187056706,"",""
723,"expedition_eternalempire_remnant3",473239399,"",""
724,"expedition_eternalempire_remnant4",2122548709,"",""
725,"expedition_maraketh_remnant",602448312,"",""
726,"expedition_maraketh_remnant2",24757494,"",""
727,"expedition_sirens_remnant",-1179342672,"",""
728,"expedition_monkeytribe_remnant",-1766450373,"",""
729,"expedition_lostmen_remnant",-997572192,"",""
730,"expedition_logbook",-104702499,"",""
731,"ward_armour",965594498,"",""
732,"adaptation_armour",678553851,"",""
733,"disallowed_in_generic_currency_stash_slots",1991992041,"",""
734,"expedition_common_remnant",762831142,"",""
735,"expedition_common_remnant_logbook",1605657746,"",""
736,"expedition_flask",616679876,"",""
737,"expedition_currency_faction1",-287931912,"",""
738,"expedition_currency_faction2",153646160,"",""
739,"expedition_currency_faction3",716492436,"",""
740,"expedition_currency_faction4",1458352084,"",""
741,"expedition_monster",1722346759,"<outlinecolour:rgb(14,46,85)>{<rgb(116,177,255)>{Runic}}",""
742,"has_flat_strength_mod",-1138889642,"",""
743,"has_flat_dexterity_mod",-1875591612,"",""
744,"has_flat_intelligence_mod",1686643488,"",""
745,"expedition_faction_druids_of_the_broken_circle",815747335,"",""
746,"expedition_faction_black_scythe",668225039,"",""
747,"expedition_faction_order_of_the_chalice",-896744867,"",""
748,"expedition_faction_knights_of_the_sun",-1463285677,"",""
749,"map_has_blight_encounter",1530276102,"",""
750,"breachstone5",378944864,"",""
751,"no_delve_nodes",714831121,"",""
752,"delve_city_biome",-639117876,"",""
753,"affliction_reservation_efficiency_small",399852273,"",""
754,"affliction_curse_effect_small",1238307487,"",""
755,"has_flat_armour_mod",-1412973450,"",""
756,"has_flat_evasion_mod",966479542,"",""
757,"has_flat_energy_shield_mod",1185144614,"",""
