"rownum","BaseItemTypesKey","Id","AOFile","MapAOFile","f32","MiscObject","PortalEffect","f32","string","PortalEffectLarge","string","string","string","i32","i32"
129,2641,130,"Metadata/Effects/Microtransactions/Town_Portals/DreadSpirePortal/DreadSpirePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DreadSpirePortal/DreadSpirePortal_map.ao",1,"","",1,"","","","","",0,0
130,2686,131,"Metadata/Effects/Microtransactions/Town_Portals/PandemoniumPortal/PandemoniumPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/PandemoniumPortal/PandemoniumPortal_map.ao",1,397,"",1,"","","","","",0,0
131,2701,132,"Metadata/Effects/Microtransactions/Town_Portals/PandemoniumDemonicPortal/DemonicPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/PandemoniumDemonicPortal/DemonicPortal_map.ao",1,396,"",1,"","","","","",0,0
132,2712,133,"Metadata/Effects/Microtransactions/Town_Portals/PandemoniumMergedPortal/PandemoniumMergedPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/PandemoniumMergedPortal/PandemoniumMergedPortal_map.ao",1,398,"",1,"","","","","",0,0
133,2735,134,"Metadata/Effects/Microtransactions/Town_Portals/VoidPortal/VoidPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/VoidPortal/VoidPortal_map.ao",1,"","",1,"","","","","",0,0
134,2736,135,"","",1,"","",1,"","","","","",0,0
135,2717,136,"Metadata/Effects/Microtransactions/Town_Portals/HarvestPortal/HarvestPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HarvestPortal/HarvestPortal_map.ao",1,"","",1,"","","","","",0,0
136,2800,137,"Metadata/Effects/Microtransactions/Town_Portals/WinterDragonPortal/WinterDragonPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WinterDragonPortal/WinterDragonPortal_map.ao",1,487,"",1,"","","","","",0,0
137,2759,138,"Metadata/Effects/Microtransactions/Town_Portals/GoddessPortal/GoddessPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/GoddessPortal/GoddessPortal_map.ao",1,"","",1,"","","","","",0,0
138,2837,139,"Metadata/Effects/Microtransactions/Town_Portals/TwilightSunrisePortal/TwilightSunrisePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/TwilightSunrisePortal/TwilightSunrisePortal_map.ao",1,432,"",1,"","","","","",0,0
139,2851,140,"Metadata/Effects/Microtransactions/Town_Portals/TwilightNightfallPortal/TwilightNightfallPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/TwilightNightfallPortal/TwilightNightfallPortal_map.ao",1,439,"",1,"","","","","",0,0
140,2862,141,"Metadata/Effects/Microtransactions/Town_Portals/TwilightPortal/TwilightPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/TwilightPortal/TwilightPortal_map.ao",1,"","",1,"","","","","",0,0
141,2913,142,"Metadata/Effects/Microtransactions/Town_Portals/TemplePortal/TemplePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/TemplePortal/TemplePortal_map.ao",1,"","",1,"","","","","",0,0
142,2925,143,"Metadata/Effects/Microtransactions/Town_Portals/DarkwoodPortal/DarkwoodPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DarkwoodPortal/DarkwoodPortal_map.ao",1,"","",1,"","","","","",0,0
143,2935,144,"Metadata/Effects/Microtransactions/Town_Portals/GuillotinePortal/GuillotinePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/GuillotinePortal/GuillotinePortal _map.ao",1,"","",1,"","","","","",0,0
144,2825,145,"Metadata/Effects/Microtransactions/Town_Portals/AdiyahPortal/rig.ao","Metadata/Effects/Microtransactions/Town_Portals/AdiyahPortal/rig_map.ao",1,425,"",1,"","","","","",0,0
145,2974,146,"Metadata/Effects/Microtransactions/Town_Portals/FaithswornPortal/FaithswornPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/FaithswornPortal/FaithswornPortal_map.ao",1,452,"",1,"","","","","",0,0
146,3079,147,"Metadata/Effects/Microtransactions/Town_Portals/WinterVikingPortal/WinterVikingPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WinterVikingPortal/WinterVikingPortal_map.ao",1.2,485,"",1,"","","","","",0,0
147,3094,148,"","",1,"","",1,"","","","","",0,0
148,3100,149,"Metadata/Effects/Microtransactions/Town_Portals/ChieftainPortal/ChieftainPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ChieftainPortal/ChieftainPortal_map.ao",1,"","",1,"","","","","",0,0
149,3053,150,"Metadata/Effects/Microtransactions/Town_Portals/WarlordMiseryPortal/WarlordMiseryPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WarlordMiseryPortal/WarlordMiseryPortal_map.ao",1,469,"",1,"","","","","",0,0
150,3038,151,"Metadata/Effects/Microtransactions/Town_Portals/WarlordSufferingPortal/WarlordSufferingPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WarlordSufferingPortal/WarlordSufferingPortal_map.ao",1,477,"",1,"","","","","",0,0
151,3065,152,"Metadata/Effects/Microtransactions/Town_Portals/WarlordDespairPortal/WarlordDespairPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/WarlordDespairPortal/WarlordDespairPortal_map.ao",1,465,"",1,"","","","","",0,0
152,2983,153,"Metadata/Effects/Microtransactions/Town_Portals/DelveApparitionPortal/DelveApparitionPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DelveApparitionPortal/DelveApparitionPortal_map.ao",1,473,"Metadata/Effects/Microtransactions/Town_Portals/DelveApparitionPortal/DelveApparition.ao",0.75,"","Metadata/Effects/Microtransactions/Town_Portals/DelveApparitionPortal/DelveApparitionPortal_map_large.ao","","","",0,0
153,2991,154,"Metadata/Effects/Microtransactions/Town_Portals/BreachApparitionPortal/attachments/BreachApparitionHandsHeld.ao","Metadata/Effects/Microtransactions/Town_Portals/BreachApparitionPortal/attachments/BreachApparitionHandsHeld_map.ao",1,475,"Metadata/Effects/Microtransactions/Town_Portals/BreachApparitionPortal/BreachApparitionPortal.ao",1.15,"","Metadata/Effects/Microtransactions/Town_Portals/BreachApparitionPortal/attachments/BreachApparitionHandsHeld_map_large.ao","","","",0,0
154,2999,155,"Metadata/Effects/Microtransactions/Town_Portals/AbyssApparitionPortal/AbyssApparitionPortal_normal.ao","Metadata/Effects/Microtransactions/Town_Portals/AbyssApparitionPortal/AbyssApparitionPortal_fx_map.ao",1,472,"Metadata/Effects/Microtransactions/Town_Portals/AbyssApparitionPortal/AbyssApparitionPortal.ao",1.2,"","Metadata/Effects/Microtransactions/Town_Portals/AbyssApparitionPortal/AbyssApparitionPortal_map_large.ao","","","",0,0
155,3008,156,"Metadata/Effects/Microtransactions/Town_Portals/HarvestApparitionPortal/HarvestApparitionPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/HarvestApparitionPortal/HarvestApparitionPortal _map.ao",1,471,"Metadata/Effects/Microtransactions/Town_Portals/HarvestApparitionPortal/HarvestApparitionPortalOshabi.ao",1.4,"","Metadata/Effects/Microtransactions/Town_Portals/HarvestApparitionPortal/HarvestApparitionPortal_map_large.ao","","","",0,0
156,3019,157,"Metadata/Effects/Microtransactions/Town_Portals/EchoesApparitionPortal/EchoesApparitionPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/EchoesApparitionPortal/EchoesApparitionPortal_map.ao",1,474,"Metadata/Effects/Microtransactions/Town_Portals/EchoesApparitionPortal/EchoesApparition.ao",0.85,"","Metadata/Effects/Microtransactions/Town_Portals/EchoesApparitionPortal/EchoesApparitionPortal_map_large.ao","","","",0,0
157,3106,158,"Metadata/Effects/Microtransactions/Town_Portals/MavenPortal/MavenPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MavenPortal/MavenPortal_map.ao",1,"","",1,"","","","","",0,0
158,3089,159,"Metadata/Effects/Microtransactions/Town_Portals/RapturePortal/RapturePortal.ao","Metadata/Effects/Microtransactions/Town_Portals/RapturePortal/RapturePortal_map.ao",1,483,"",1,"","","","","",0,0
159,3108,160,"Metadata/Effects/Microtransactions/Town_Portals/VaalPyramidPortal/VaalPyramidPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/VaalPyramidPortal/VaalPyramidPortal_map.ao",1,"","",1,"","","","","",0,0
160,3121,161,"Metadata/Effects/Microtransactions/Town_Portals/LightbringerPortal/LightbringerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/LightbringerPortal/LightbringerPortal_map.ao",1.1,500,"",1,"","","","","",0,0
161,3137,162,"Metadata/Effects/Microtransactions/Town_Portals/DarkShardPortal/DarkShardPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DarkShardPortal/DarkShardPortal_map.ao",1,501,"",1,"","","","","",0,0
162,3213,163,"","",1,"","",1,"","","","","",0,0
163,3150,164,"Metadata/Effects/Microtransactions/Town_Portals/ApollyonPortal/ApollyonPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ApollyonPortal/ApollyonPortal_map.ao",1,"","",1,"","","","","",0,0
164,3168,165,"Metadata/Effects/Microtransactions/Town_Portals/OblivionPortal/OblivionPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/OblivionPortal/OblivionPortal_map.ao",1,"","",1,"","","","","",0,0
165,2941,166,"Metadata/Effects/Microtransactions/Town_Portals/SilverCrescentPortal/SilverCrescentPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/SilverCrescentPortal/SilverCrescentPortal_map.ao",1,508,"",1,"","","","","",0,0
166,3230,167,"Metadata/Effects/Microtransactions/Town_Portals/SoulkeeperApparitionPortal/SoulkeeperApparition_map.ao","Metadata/Effects/Microtransactions/Town_Portals/SoulkeeperApparitionPortal/SoulkeeperApparitionPortal.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/SoulkeeperApparitionPortal/SoulkeeperApparition.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/SoulkeeperApparitionPortal/SoulkeeperApparitionPortal_large.ao","","","",0,0
167,3241,168,"Metadata/Effects/Microtransactions/Town_Portals/AesirApparitionPortal/AesirApparition_Large_Map.ao","Metadata/Effects/Microtransactions/Town_Portals/AesirApparitionPortal/fx_rig_SmallDevice.ao",1,543,"Metadata/Effects/Microtransactions/Town_Portals/AesirApparitionPortal/AesirApparitionSmallDevice.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/AesirApparitionPortal/AesirApparition_Large.ao","","","",0,0
168,3246,169,"Metadata/Effects/Microtransactions/Town_Portals/ExpeditionPortal/ExpeditionPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ExpeditionPortal/ExpeditionPortal_map.ao",1,542,"",1,"","","","","",0,0
169,3258,170,"Metadata/Effects/Microtransactions/Town_Portals/MidnightPactScavengerPortal/MidnightPactScavengerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MidnightPactScavengerPortal/MidnightPactScavengerPortal_map.ao",1,"","",1,"","","","","",0,0
170,3272,171,"Metadata/Effects/Microtransactions/Town_Portals/MidnightPactOverseerPortal/MidnightPactOverseerPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MidnightPactOverseerPortal/MidnightPactOverseerPortal_map.ao",1,"","",1,"","","","","",0,0
171,3284,172,"Metadata/Effects/Microtransactions/Town_Portals/MidnightPactPortal/MidnightPactPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MidnightPactPortal/MidnightPactPortal_map.ao",0.85,547,"",1,"","","","","",0,0
172,3349,173,"Metadata/Effects/Microtransactions/Town_Portals/MyrmidonPortal/MyrmidonPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MyrmidonPortal/MyrmidonPortal_map.ao",1,"","",1,"","","","","",0,0
173,3367,174,"Metadata/Effects/Microtransactions/Town_Portals/MoltenDragonPortal/MoltenDragonPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/MoltenDragonPortal/MoltenDragonPortal_map_small.ao",1,"","",1,"","Metadata/Effects/Microtransactions/Town_Portals/MoltenDragonPortal/MoltenDragonPortal_map.ao","","","",0,0
174,3368,175,"Metadata/Effects/Microtransactions/Town_Portals/ZenithPortal/ZenithPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ZenithPortal/ZenithPortal_map.ao",1,"","",1,"","","","","",0,0
175,3381,176,"Metadata/Effects/Microtransactions/Town_Portals/ArcticCrystalPortal/ArcticCrystalPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/ArcticCrystalPortal/ArcticCrystalPortal_map.ao",1,"","",1,"","","","","",0,0
176,3181,177,"Metadata/Effects/Microtransactions/Town_Portals/JingweiPortal/JingweiPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/JingweiPortal/JingweiPortal_map.ao",1,541,"",1,"","","","","",0,0
177,3425,178,"Metadata/Effects/Microtransactions/Town_Portals/AtlantisSirenPortal/AtlantisSirenPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/AtlantisSirenPortal/AtlantisSirenPortal_map.ao",1,"","",1,"","Metadata/Effects/Microtransactions/Town_Portals/AtlantisSirenPortal/AtlantisSirenPortal_map_large.ao","","","",0,0
178,3439,179,"Metadata/Effects/Microtransactions/Town_Portals/DeepwaterPortal/AtlantisDeepwaterPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/DeepwaterPortal/AtlantisDeepwaterPortal_map.ao",1,"","",1,"","","","","",0,0
179,3449,180,"Metadata/Effects/Microtransactions/Town_Portals/AtlantisPortal/AtlantisPortal.ao","Metadata/Effects/Microtransactions/Town_Portals/AtlantisPortal/AtlantisPortal_map.ao",1,"","",1,"","","","","",0,0
180,3392,181,"Metadata/Effects/Microtransactions/Town_Portals/IntrepidLiegePortal/IntrepidLiegePortal_map.ao","Metadata/Effects/Microtransactions/Town_Portals/IntrepidLiegePortal/IntrepidLiegePortal.ao",1,559,"Metadata/Effects/Microtransactions/Town_Portals/IntrepidLiegePortal/IntrepidLiegeApparition_small.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/IntrepidLiegePortal/IntrepidLiegePortal_large.ao","","","",0,0
181,3404,182,"Metadata/Effects/Microtransactions/Town_Portals/PrimordialDreadPortal/PrimordialDreadPortal_map.ao","Metadata/Effects/Microtransactions/Town_Portals/PrimordialDreadPortal/PrimordialDreadPortal.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/PrimordialDreadPortal/PrimordialDreadApparition.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/PrimordialDreadPortal/PrimordialDreadPortal_large.ao","","","",0,0
182,3384,183,"Metadata/Effects/Microtransactions/Town_Portals/MirrorPortal/Xenozak_Portal.ao","Metadata/Effects/Microtransactions/Town_Portals/MirrorPortal/Xenozak_Portal_Map.ao",1,"","",1,"","","","","",0,0
183,3516,184,"Metadata/Effects/Microtransactions/Town_Portals/BladeVortexApparitionPortal/BladeVortexPortal_Map.ao","Metadata/Effects/Microtransactions/Town_Portals/BladeVortexApparitionPortal/BladeVortexPortal.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/BladeVortexApparitionPortal/BladeVortexApparition.ao",1,"","Metadata/Effects/Microtransactions/Town_Portals/BladeVortexApparitionPortal/BladeVortexPortal_Large.ao","","","",0,0
