"rownum","Id","MonsterPacksKey","bool","i32","MonsterVarietiesKey"
697,"ProxyKey2266",356,1,40,1663
698,"ProxyKey2267",356,1,40,1659
699,"ProxyKey2268",357,1,25,2946
700,"ProxyKey2269",357,1,25,2948
701,"ProxyKey2270",357,1,25,2950
702,"ProxyKey2271",357,1,25,2952
703,"ProxyKey2273",358,"",1,5089
704,"ProxyKey2274",358,1,50,5485
705,"ProxyKey2275",358,1,50,5489
706,"ProxyKey2276",359,"",1,4817
707,"ProxyKey2277",359,1,50,5489
708,"ProxyKey2278",359,1,50,5487
709,"ProxyKey2279",360,"",1,5089
710,"ProxyKey2280",360,1,50,5485
711,"ProxyKey2281",360,1,50,5487
712,"ProxyKey1105",361,1,80,5489
713,"ProxyKey2282",361,1,20,5193
714,"ProxyKey2283",361,"",1,4939
715,"ProxyKey2284",361,"",1,4943
716,"ProxyKey2285",362,1,50,1356
717,"ProxyKey2286",362,1,50,4935
718,"ProxyKey2328",363,"",2,5541
719,"ProxyKey2336",363,1,33,5485
720,"ProxyKey2337",363,1,33,5489
721,"ProxyKey2338",363,1,34,5487
722,"ProxyKey2288",364,1,100,5174
723,"ProxyKey2289",365,1,15,5551
724,"ProxyKey2730",365,1,15,5555
725,"ProxyKey2290",365,1,15,5553
726,"ProxyKey2731",365,1,15,5557
727,"ProxyKey2291",365,1,10,5559
728,"ProxyKey2732",365,1,10,5563
729,"ProxyKey2292",365,1,10,5561
730,"ProxyKey2733",365,1,10,5565
731,"ProxyKey2293",366,1,70,5269
732,"ProxyKey2545",366,1,30,5270
733,"ProxyKey2294",367,1,70,4746
734,"ProxyKey2618",367,1,30,4747
735,"ProxyKey2699",368,1,70,4746
736,"ProxyKey2700",368,1,30,4419
737,"ProxyKey2295",369,"",2,4792
738,"ProxyKey2296",369,1,50,5197
739,"ProxyKey2297",369,1,50,5198
740,"ProxyKey1106",370,1,30,5197
741,"ProxyKey2298",370,1,70,5198
742,"ProxyKey2299",370,"",1,4937
743,"ProxyKey2300",370,"",1,4938
744,"ProxyKey2301",371,1,70,4831
745,"ProxyKey2302",371,"",2,4937
746,"ProxyKey2303",371,1,30,5191
747,"ProxyKey2304",372,1,40,4933
748,"ProxyKey2305",372,1,40,4922
749,"ProxyKey2306",372,1,20,1349
750,"ProxyKey2307",373,1,20,4822
751,"ProxyKey2308",373,1,40,4841
752,"ProxyKey2309",373,1,40,4842
753,"ProxyKey2310",374,1,20,4847
754,"ProxyKey2311",374,1,40,4841
755,"ProxyKey2312",374,1,40,4842
756,"ProxyKey2313",375,1,60,5083
757,"ProxyKey2314",375,1,40,5084
758,"ProxyKey2315",376,1,40,5157
759,"ProxyKey2316",376,1,60,5155
760,"ProxyKey1759",377,1,100,3934
761,"ProxyKey1760",378,1,100,289
762,"ProxyKey2357",379,1,30,1830
763,"ProxyKey2358",379,1,70,1831
764,"ProxyKey2359",379,"",1,3901
765,"ProxyKey2360",380,1,30,1830
766,"ProxyKey2361",380,1,70,1831
767,"ProxyKey2362",380,"",1,3787
768,"ProxyKey2363",381,1,70,5513
769,"ProxyKey2364",381,1,30,5515
770,"ProxyKey2365",381,"",2,5520
771,"ProxyKey2366",382,1,70,5513
772,"ProxyKey2367",382,1,30,5517
773,"ProxyKey2368",382,"",2,5520
774,"ProxyKey2369",383,1,100,3712
775,"ProxyKey2370",383,"",1,3714
776,"ProxyKey2371",384,1,70,1468
777,"ProxyKey2372",384,1,30,1470
778,"ProxyKey2373",385,1,70,1455
779,"ProxyKey2374",385,1,30,1456
780,"ProxyKey2375",386,1,50,1621
781,"ProxyKey2318",386,1,50,1627
782,"ProxyKey2376",387,1,35,1893
783,"ProxyKey2377",387,1,15,1895
784,"ProxyKey2378",387,1,35,1928
785,"ProxyKey2379",387,1,15,1930
786,"ProxyKey2380",388,1,50,4676
787,"ProxyKey2319",388,1,50,4678
788,"ProxyKey2381",389,1,20,1243
789,"ProxyKey2382",389,1,40,1268
790,"ProxyKey2383",389,1,40,1308
791,"ProxyKey2384",390,"",1,1248
792,"ProxyKey2385",390,1,20,1243
793,"ProxyKey2386",390,1,80,1308
794,"ProxyKey2387",391,"",1,1273
795,"ProxyKey2388",391,1,70,1268
796,"ProxyKey2389",391,1,30,1243
797,"ProxyKey2390",392,1,30,1268
798,"ProxyKey2391",392,"",1,1273
799,"ProxyKey2392",392,1,70,1308
800,"ProxyKey2393",397,1,50,1402
801,"ProxyKey2394",397,1,50,1422
802,"ProxyKey2395",397,"",1,1405
803,"ProxyKey2396",398,1,70,1372
804,"ProxyKey2397",398,1,30,1383
805,"ProxyKey2399",399,1,100,1422
806,"ProxyKey2398",400,1,70,2632
807,"ProxyKey2400",400,1,30,2634
808,"ProxyKey2401",400,"",1,2640
809,"ProxyKey2402",401,1,40,2674
810,"ProxyKey2403",401,1,40,2632
811,"ProxyKey2404",401,1,20,2634
812,"ProxyKey2405",402,1,30,4646
813,"ProxyKey2406",402,1,70,4645
814,"ProxyKey2407",403,1,15,837
815,"ProxyKey2408",403,1,15,839
816,"ProxyKey2409",403,1,15,841
817,"ProxyKey2410",403,1,15,843
818,"ProxyKey2411",403,1,15,845
819,"ProxyKey268656",403,1,25,849
820,"ProxyKey2412",404,1,20,696
821,"ProxyKey2413",404,1,20,698
822,"ProxyKey2414",404,1,20,700
823,"ProxyKey2415",404,1,20,702
824,"ProxyKey2416",404,1,20,704
825,"ProxyKey2417",404,"",1,849
826,"ProxyKey2418",405,1,80,5175
827,"ProxyKey2419",405,1,20,5177
828,"ProxyKey2421",406,1,80,5175
829,"ProxyKey2420",406,1,20,5179
830,"ProxyKey2425",407,1,20,1482
831,"ProxyKey2427",407,1,80,1485
832,"ProxyKey2426",393,1,20,1240
833,"ProxyKey2428",393,1,40,1265
834,"ProxyKey2429",393,1,40,1311
835,"ProxyKey2430",394,"",1,1245
836,"ProxyKey2431",394,1,20,1240
837,"ProxyKey2432",394,1,80,1311
838,"ProxyKey2433",395,"",1,1270
839,"ProxyKey2434",395,1,70,1265
840,"ProxyKey2435",395,1,30,1240
841,"ProxyKey2436",396,1,30,1265
842,"ProxyKey2437",396,"",1,1270
843,"ProxyKey2438",396,1,70,1311
844,"ProxyKey2439",408,1,70,675
845,"ProxyKey2440",408,1,30,677
846,"ProxyKey2441",409,1,100,877
847,"ProxyKey2287",410,1,70,1799
848,"ProxyKey2317",410,1,30,1803
849,"ProxyKey2452",411,1,80,291
850,"ProxyKey2453",411,1,20,292
851,"ProxyKey2461",412,1,20,5104
852,"ProxyKey2462",412,1,80,1219
853,"ProxyKey2463",413,1,50,5613
854,"ProxyKey2464",413,1,50,5617
855,"ProxyKey2465",414,1,100,5616
856,"ProxyKey2466",414,"",1,5615
857,"ProxyKey2467",415,1,40,5657
858,"ProxyKey2468",415,1,40,5653
859,"ProxyKey2469",415,1,20,5660
860,"ProxyKey2496",416,1,100,5656
861,"ProxyKey2470",417,1,50,1467
862,"ProxyKey2471",417,1,50,1454
863,"ProxyKey2472",418,1,100,4012
864,"ProxyKey2477",419,"",1,5530
865,"ProxyKey2478",419,1,100,5079
866,"ProxyKey2489",420,1,50,383
867,"ProxyKey2490",420,1,25,4102
868,"ProxyKey2523",420,1,25,4104
869,"ProxyKey2491",421,1,100,5750
870,"ProxyKey2492",422,1,25,385
871,"ProxyKey2493",422,1,25,4413
872,"ProxyKey2494",422,1,25,4415
873,"ProxyKey2495",422,1,25,4417
874,"ProxyKey2497",423,1,100,3607
875,"ProxyKey2505",424,1,30,5574
876,"ProxyKey2506",424,1,30,5576
877,"ProxyKey2507",424,1,40,5578
878,"ProxyKey2508",425,1,25,4843
879,"ProxyKey2509",425,1,25,4845
880,"ProxyKey2510",425,1,50,5172
881,"ProxyKey2511",426,1,50,4832
882,"ProxyKey2646",426,1,50,4834
883,"ProxyKey2647",427,1,30,5199
884,"ProxyKey2648",427,1,70,5201
885,"ProxyKey2649",428,1,30,4848
886,"ProxyKey2650",428,1,70,4850
887,"ProxyKey2512",429,1,20,4932
888,"ProxyKey2513",429,1,30,5485
889,"ProxyKey2514",429,1,30,5487
890,"ProxyKey2515",429,1,20,5489
891,"ProxyKey2517",430,1,20,4800
892,"ProxyKey2518",430,1,30,5485
893,"ProxyKey2519",430,1,30,5487
894,"ProxyKey2520",430,1,20,5489
895,"ProxyKey2522",431,1,50,5757
896,"ProxyKey2531",431,1,50,5758
897,"ProxyKey2615",432,1,100,4106
898,"ProxyKey2619",433,1,100,5804
899,"ProxyKey2625",434,1,25,1853
900,"ProxyKey2627",434,1,75,1860
901,"ProxyKey2628",435,1,50,2003
902,"ProxyKey2629",435,1,50,2007
903,"ProxyKey2630",435,"",1,2011
904,"ProxyKey2640",436,"",1,3049
905,"ProxyKey2641",436,"",1,3051
906,"ProxyKey2642",436,1,50,3053
907,"ProxyKey2643",436,1,50,3058
908,"ProxyKey2651",437,1,20,5604
909,"ProxyKey2652",437,1,40,642
910,"ProxyKey2653",437,1,40,644
911,"ProxyKey2654",438,1,80,600
912,"ProxyKey2655",438,1,20,5713
913,"ProxyKey2656",439,1,50,598
914,"ProxyKey2657",439,1,50,665
915,"ProxyKey2660",440,1,75,3609
916,"ProxyKey2661",440,1,25,3611
917,"ProxyKey2662",441,1,30,1547
918,"ProxyKey2663",441,1,70,1548
919,"ProxyKey2664",442,1,30,1950
920,"ProxyKey2665",442,1,70,1948
921,"ProxyKey2687",442,"",1,5724
922,"ProxyKey2666",443,1,70,1862
923,"ProxyKey2667",443,1,30,1864
924,"ProxyKey2668",444,1,70,1866
925,"ProxyKey2669",444,1,30,1868
926,"ProxyKey2670",445,1,50,861
927,"ProxyKey2671",445,1,50,862
928,"ProxyKey174",446,1,40,4737
929,"ProxyKey2550",446,1,30,4740
930,"ProxyKey2672",446,1,30,4743
931,"ProxyKey746",447,1,30,4823
932,"ProxyKey789",447,1,70,5156
933,"ProxyKey790",448,1,30,5158
934,"ProxyKey791",448,1,70,5160
935,"ProxyKey618",623,"",1,529
936,"ProxyKey620",623,"",3,750
937,"ProxyKey621",624,"",1,635
938,"ProxyKey623",624,"",3,638
939,"ProxyKey624",625,"",3,792
940,"ProxyKey625",625,"",1,542
941,"ProxyKey626",626,"",3,413
942,"ProxyKey627",626,"",1,421
943,"ProxyKey628",627,"",2,443
944,"ProxyKey629",627,"",1,1129
945,"ProxyKey1421",627,"",1,1131
946,"ProxyKey1422",627,"",1,1133
947,"ProxyKey630",628,"",3,48
948,"ProxyKey632",628,"",1,8
949,"ProxyKey631",629,"",3,2646
950,"ProxyKey633",629,"",1,2609
951,"ProxyKey634",630,"",1,102
952,"ProxyKey635",630,"",3,941
953,"ProxyKey636",631,"",3,212
954,"ProxyKey637",631,"",1,253
955,"ProxyKey638",632,"",1,485
956,"ProxyKey639",632,"",4,883
957,"ProxyKey640",633,"",2,365
958,"ProxyKey2613",449,1,50,5648
959,"ProxyKey2614",449,1,50,5649
960,"ProxyKey2571",450,1,30,1480
961,"ProxyKey2572",450,1,70,1486
962,"ProxyKey2597",451,1,30,1500
963,"ProxyKey2598",451,1,70,1502
964,"ProxyKey2599",452,1,30,1498
965,"ProxyKey2600",452,1,70,1502
966,"ProxyKey2573",453,1,20,1244
967,"ProxyKey2574",453,1,40,1269
968,"ProxyKey2575",453,1,40,1309
969,"ProxyKey2576",454,"",1,1249
970,"ProxyKey2577",454,1,20,1244
971,"ProxyKey2578",454,1,80,1309
972,"ProxyKey2579",455,"",1,1274
973,"ProxyKey2580",455,1,70,1269
974,"ProxyKey2581",455,1,30,1244
975,"ProxyKey2582",456,1,30,1269
976,"ProxyKey2583",456,"",1,1274
977,"ProxyKey2584",456,1,70,1309
978,"ProxyKey2585",461,1,50,1404
979,"ProxyKey2586",461,1,50,1424
980,"ProxyKey2587",461,"",1,1407
981,"ProxyKey2588",462,1,70,1374
982,"ProxyKey2589",462,1,30,1385
983,"ProxyKey2590",463,1,100,1424
984,"ProxyKey2591",464,1,70,2633
985,"ProxyKey2592",464,1,30,2635
986,"ProxyKey2593",464,"",1,2641
987,"ProxyKey2594",465,1,40,2675
988,"ProxyKey2595",465,1,40,2633
989,"ProxyKey2596",465,1,20,2635
990,"ProxyKey2563",466,1,80,5181
991,"ProxyKey2564",466,1,20,5182
992,"ProxyKey2565",467,1,80,5181
993,"ProxyKey2566",467,1,20,5183
994,"ProxyKey2567",468,1,20,1483
995,"ProxyKey2568",468,1,80,1486
996,"ProxyKey2551",457,1,20,1241
997,"ProxyKey2552",457,1,40,1266
998,"ProxyKey2553",457,1,40,1312
999,"ProxyKey2554",458,"",1,1246
1000,"ProxyKey2555",458,1,20,1241
1001,"ProxyKey2556",458,1,80,1312
1002,"ProxyKey2557",459,"",1,1271
1003,"ProxyKey2558",459,1,70,1266
1004,"ProxyKey2559",459,1,30,1241
1005,"ProxyKey2560",460,1,30,1266
1006,"ProxyKey2561",460,"",1,1271
1007,"ProxyKey2562",460,1,70,1312
1008,"ProxyKey2569",469,1,70,1801
1009,"ProxyKey2570",469,1,30,1805
1010,"ProxyKey481",470,"",2,1211
1011,"ProxyKey736",470,"",1,1602
1012,"ProxyKey737",470,"",1,542
1013,"ProxyKey482",471,"",2,436
1014,"ProxyKey738",471,"",1,534
1015,"ProxyKey739",471,"",1,755
1016,"ProxyKey483",472,"",1,516
1017,"ProxyKey527",472,"",1,529
1018,"ProxyKey719",472,"",1,533
1019,"ProxyKey720",472,"",1,534
1020,"ProxyKey721",472,"",1,536
1021,"ProxyKey722",472,"",1,542
1022,"ProxyKey723",472,"",1,543
1023,"ProxyKey484",473,"",1,536
1024,"ProxyKey724",473,"",2,620
1025,"ProxyKey725",473,"",2,633
1026,"ProxyKey726",473,"",2,635
1027,"ProxyKey727",473,"",3,772
1028,"ProxyKey728",473,"",3,781
1029,"ProxyKey485",474,"",1,603
1030,"ProxyKey730",474,"",1,613
1031,"ProxyKey731",474,"",1,750
1032,"ProxyKey732",474,"",1,755
1033,"ProxyKey487",475,"",1,576
1034,"ProxyKey729",475,"",1,590
1035,"ProxyKey733",475,"",1,741
1036,"ProxyKey734",475,"",1,744
1037,"ProxyKey18",476,"",2,1211
1038,"ProxyKey19",476,"",1,1602
1039,"ProxyKey97",476,"",1,542
1040,"ProxyKey98",477,"",2,436
1041,"ProxyKey99",477,"",1,534
1042,"ProxyKey101",477,"",1,755
1043,"ProxyKey102",478,"",1,516
1044,"ProxyKey103",478,"",1,529
1045,"ProxyKey105",478,"",1,533
1046,"ProxyKey106",478,"",1,534
1047,"ProxyKey107",478,"",1,536
1048,"ProxyKey108",478,"",1,542
1049,"ProxyKey109",478,"",1,543
1050,"ProxyKey110",479,"",1,536
1051,"ProxyKey111",479,"",2,620
1052,"ProxyKey112",479,"",2,633
1053,"ProxyKey113",479,"",2,635
1054,"ProxyKey114",479,"",3,772
1055,"ProxyKey115",479,"",3,781
1056,"ProxyKey116",480,"",1,603
1057,"ProxyKey117",480,"",1,613
1058,"ProxyKey118",480,"",1,750
1059,"ProxyKey119",480,"",1,755
1060,"ProxyKey120",481,"",1,576
1061,"ProxyKey121",481,"",1,590
1062,"ProxyKey122",481,"",1,741
1063,"ProxyKey123",481,"",1,744
1064,"ProxyKey476",482,"",6,1598
1065,"ProxyKey478",483,"",6,534
1066,"ProxyKey124",484,"",6,1598
1067,"ProxyKey125",485,"",6,534
1068,"ProxyKey709",486,1,60,203
1069,"ProxyKey711",486,1,40,204
1070,"ProxyKey757",487,1,100,203
1071,"ProxyKey759",488,1,40,202
1072,"ProxyKey761",488,1,60,204
1073,"ProxyKey762",489,1,100,202
1074,"ProxyKey126",490,1,60,203
1075,"ProxyKey127",490,1,40,204
1076,"ProxyKey128",491,1,100,203
1077,"ProxyKey129",492,1,40,202
1078,"ProxyKey132",492,1,60,204
1079,"ProxyKey133",493,1,100,202
1080,"ProxyKey767",494,1,33,1098
1081,"ProxyKey1228",494,1,33,1100
1082,"ProxyKey1229",494,1,34,1102
1083,"ProxyKey768",495,1,50,638
1084,"ProxyKey770",495,1,50,603
1085,"ProxyKey771",496,1,50,479
1086,"ProxyKey772",496,1,50,883
1087,"ProxyKey773",497,1,50,10
1088,"ProxyKey774",497,1,50,47
1089,"ProxyKey775",498,1,50,5
1090,"ProxyKey776",498,1,50,54
1091,"ProxyKey777",499,1,100,56
1092,"ProxyKey779",500,1,50,271
1093,"ProxyKey780",500,1,25,792
1094,"ProxyKey921",500,1,25,788
1095,"ProxyKey781",501,1,50,1302
1096,"ProxyKey782",501,1,50,1236
1097,"ProxyKey783",502,1,50,1293
1098,"ProxyKey784",502,1,50,1238
1099,"ProxyKey785",503,1,50,1419
1100,"ProxyKey786",503,1,50,1368
1101,"ProxyKey787",504,1,50,1860
1102,"ProxyKey788",504,1,50,1947
1103,"ProxyKey1000",505,"",1,1254
1104,"ProxyKey1001",505,"",1,1281
1105,"ProxyKey1002",505,"",1,1284
1106,"ProxyKey134",506,1,33,1098
1107,"ProxyKey135",506,1,33,1100
1108,"ProxyKey136",506,1,34,1102
1109,"ProxyKey137",507,1,50,638
1110,"ProxyKey138",507,1,50,603
1111,"ProxyKey139",508,1,50,479
1112,"ProxyKey140",508,1,50,883
1113,"ProxyKey141",509,1,50,10
1114,"ProxyKey142",509,1,50,47
1115,"ProxyKey143",510,1,50,5
1116,"ProxyKey144",510,1,50,54
1117,"ProxyKey145",511,1,100,56
1118,"ProxyKey146",512,1,50,271
1119,"ProxyKey147",512,1,25,792
1120,"ProxyKey148",512,1,25,788
1121,"ProxyKey149",513,1,50,1302
1122,"ProxyKey150",513,1,50,1236
1123,"ProxyKey152",514,1,50,1293
1124,"ProxyKey153",514,1,50,1238
1125,"ProxyKey154",515,1,50,1419
1126,"ProxyKey155",515,1,50,1368
1127,"ProxyKey156",516,1,50,1860
1128,"ProxyKey157",516,1,50,1947
1129,"ProxyKey158",517,"",1,1254
1130,"ProxyKey159",517,"",1,1281
1131,"ProxyKey160",517,"",1,1284
1132,"ProxyKey161",518,1,100,638
1133,"ProxyKey162",519,1,100,638
1134,"ProxyKey163",520,1,100,638
1135,"ProxyKey164",521,1,100,638
1136,"ProxyKey167",522,1,100,638
1137,"ProxyKey169",523,1,100,576
1138,"ProxyKey171",523,"",1,1602
1139,"ProxyKey172",524,1,100,1870
1140,"ProxyKey173",525,1,50,1464
1141,"ProxyKey175",525,1,50,1707
1142,"ProxyKey176",526,1,100,1032
1143,"ProxyKey179",527,"",1,1562
1144,"ProxyKey192",527,1,100,1603
1145,"ProxyKey193",528,1,100,603
1146,"ProxyKey205",528,"",1,1599
1147,"ProxyKey206",529,1,20,253
1148,"80",529,1,80,212
1149,"ProxyKey209",530,1,100,310
1150,"ProxyKey210",533,1,100,755
1151,"ProxyKey213",531,1,80,1566
1152,"ProxyKey214",531,1,20,1549
1153,"ProxyKey215",532,"",1,397
1154,"ProxyKey217",532,1,100,755
1155,"ProxyKey219",534,1,100,620
1156,"ProxyKey221",534,"",1,633
1157,"ProxyKey224",535,1,30,635
1158,"ProxyKey225",535,1,70,772
1159,"ProxyKey227",536,1,70,226
1160,"ProxyKey240",536,1,30,264
1161,"ProxyKey247",537,1,60,1389
1162,"ProxyKey248",537,1,40,1477
1163,"ProxyKey250",538,"",1,397
1164,"ProxyKey251",538,1,100,772
1165,"ProxyKey256",539,1,60,47
1166,"ProxyKey257",539,1,40,9
1167,"ProxyKey263",540,1,100,870
1168,"ProxyKey265",541,1,100,1568
1169,"ProxyKey266",542,1,100,1588
1170,"ProxyKey267",543,1,100,276
1171,"ProxyKey269",544,1,40,576
1172,"ProxyKey270",544,1,60,1603
1173,"ProxyKey271",545,1,40,603
1174,"ProxyKey273",545,1,60,755
1175,"ProxyKey274",546,1,100,620
1176,"ProxyKey275",546,"",1,772
1177,"ProxyKey276",547,1,30,276
1178,"ProxyKey277",547,1,20,1568
1179,"ProxyKey278",547,1,50,47
1180,"ProxyKey279",548,1,25,741
1181,"ProxyKey280",548,"",1,576
1182,"ProxyKey287",548,1,25,772
1183,"ProxyKey293",548,"",1,620
1184,"ProxyKey294",548,1,25,750
1185,"ProxyKey305",548,"",1,603
1186,"ProxyKey307",548,1,25,47
1187,"ProxyKey313",548,"",1,1568
1188,"ProxyKey747",549,1,50,1236
1189,"ProxyKey752",549,1,50,1293
1190,"ProxyKey748",550,1,30,1238
1191,"ProxyKey753",550,1,70,1305
1192,"ProxyKey749",551,1,40,1293
1193,"ProxyKey814",551,1,60,1305
1194,"ProxyKey750",552,1,30,1299
1195,"ProxyKey815",552,1,70,1293
1196,"ProxyKey751",553,1,50,1262
1197,"ProxyKey816",553,1,50,1302
1198,"ProxyKey314",554,1,50,1236
1199,"ProxyKey319",554,1,50,1293
1200,"ProxyKey321",555,1,30,1238
1201,"ProxyKey327",555,1,70,1305
1202,"ProxyKey330",556,1,40,1293
1203,"ProxyKey332",556,1,60,1305
1204,"ProxyKey333",557,1,30,1299
1205,"ProxyKey334",557,1,70,1293
1206,"ProxyKey339",558,1,50,1262
1207,"ProxyKey340",558,1,50,1302
1208,"ProxyKey913",559,1,40,1299
1209,"ProxyKey924",559,1,60,1368
1210,"ProxyKey925",560,1,50,1300
1211,"ProxyKey926",560,1,50,1399
1212,"ProxyKey927",561,1,30,1301
1213,"ProxyKey932",561,1,70,1382
1214,"ProxyKey931",562,1,40,1419
1215,"ProxyKey930",562,1,60,1388
1216,"ProxyKey928",563,1,30,1399
1217,"ProxyKey929",563,1,70,1389
1218,"ProxyKey342",564,1,40,1299
1219,"ProxyKey345",564,1,60,1368
1220,"ProxyKey349",565,1,50,1300
1221,"ProxyKey351",565,1,50,1399
1222,"ProxyKey352",566,1,30,1301
1223,"ProxyKey370",566,1,70,1382
1224,"ProxyKey387",567,1,40,1419
1225,"ProxyKey438",567,1,60,1388
1226,"ProxyKey453",568,1,30,1399
1227,"ProxyKey461",568,1,70,1389
1228,"ProxyKey519",569,1,100,105
1229,"ProxyKey812",570,1,100,1457
1230,"ProxyKey994",571,1,100,417
1231,"ProxyKey995",572,1,100,2595
1232,"ProxyKey996",573,1,100,1444
1233,"ProxyKey997",574,1,100,444
1234,"ProxyKey998",575,1,30,355
1235,"ProxyKey999",575,1,70,364
1236,"ProxyKey472",576,1,100,105
1237,"ProxyKey479",577,1,100,1457
1238,"ProxyKey497",578,1,100,417
1239,"ProxyKey518",579,1,100,2595
1240,"ProxyKey563",580,1,100,1444
1241,"ProxyKey565",581,1,100,444
1242,"ProxyKey567",582,1,30,355
1243,"ProxyKey569",582,1,70,364
1244,"ProxyKey710",593,"",1,755
1245,"ProxyKey760",593,"",1,603
1246,"ProxyKey763",594,"",1,576
1247,"ProxyKey764",594,"",1,744
1248,"ProxyKey765",595,"",1,620
1249,"ProxyKey766",595,"",1,781
1250,"ProxyKey1003",596,"",1,816
1251,"ProxyKey1004",596,"",1,788
1252,"ProxyKey1005",596,"",1,792
1253,"ProxyKey1007",597,"",1,2886
1254,"ProxyKey1479",597,"",1,2887
1255,"ProxyKey1480",597,"",1,2888
1256,"ProxyKey1481",597,"",1,2889
1257,"ProxyKey1482",597,"",1,2890
1258,"ProxyKey1483",597,"",1,2891
1259,"ProxyKey1484",597,"",1,2892
1260,"ProxyKey1485",597,"",1,2893
1261,"ProxyKey570",598,"",1,755
1262,"ProxyKey592",598,"",1,603
1263,"ProxyKey594",599,"",1,576
1264,"ProxyKey613",599,"",1,744
1265,"ProxyKey614",600,"",1,620
1266,"ProxyKey622",600,"",1,781
1267,"ProxyKey665",601,"",1,816
1268,"ProxyKey691",601,"",1,788
1269,"ProxyKey743",601,"",1,792
1270,"ProxyKey769",602,"",1,2886
1271,"ProxyKey910",602,"",1,2887
1272,"ProxyKey911",602,"",1,2888
1273,"ProxyKey912",602,"",1,2889
1274,"ProxyKey914",602,"",1,2890
1275,"ProxyKey915",602,"",1,2891
1276,"ProxyKey917",602,"",1,2892
1277,"ProxyKey941",602,"",1,2893
1278,"ProxyKey645",583,1,15,1641
1279,"ProxyKey649",583,1,15,1707
1280,"ProxyKey778",583,1,35,1640
1281,"ProxyKey797",583,1,35,1710
1282,"ProxyKey650",584,1,50,1943
1283,"ProxyKey758",584,1,50,1873
1284,"ProxyKey651",584,"",1,1566
1285,"ProxyKey652",585,1,40,429
1286,"ProxyKey653",585,1,60,119
1287,"ProxyKey654",586,"",1,397
1288,"ProxyKey655",586,1,20,603
1289,"ProxyKey664",586,1,40,744
1290,"ProxyKey718",586,1,40,772
1291,"ProxyKey656",587,1,30,1419
1292,"ProxyKey657",587,1,30,1389
1293,"ProxyKey663",587,1,40,1386
1294,"ProxyKey944",588,1,15,1641
1295,"ProxyKey945",588,1,15,1707
1296,"ProxyKey946",588,1,35,1640
1297,"ProxyKey947",588,1,35,1710
1298,"ProxyKey948",589,1,50,1943
1299,"ProxyKey954",589,1,50,1873
1300,"ProxyKey955",589,"",1,1566
1301,"ProxyKey956",590,1,40,429
1302,"ProxyKey957",590,1,60,119
1303,"ProxyKey958",591,"",1,397
1304,"ProxyKey959",591,1,20,603
1305,"ProxyKey960",591,1,40,744
1306,"ProxyKey961",591,1,40,772
1307,"ProxyKey962",592,1,30,1419
1308,"ProxyKey963",592,1,30,1389
1309,"ProxyKey1017",592,1,40,1386
1310,"ProxyKey1008",603,"",1,480
1311,"ProxyKey1009",603,1,100,883
1312,"ProxyKey1010",604,"",1,479
1313,"ProxyKey1011",604,1,100,2232
1314,"ProxyKey1012",605,1,100,1032
1315,"ProxyKey1015",606,1,100,119
1316,"ProxyKey1016",607,1,100,438
1317,"ProxyKey1013",608,1,50,1419
1318,"ProxyKey1014",608,1,50,1399
1319,"ProxyKey1018",609,"",1,480
1320,"ProxyKey1019",609,1,100,883
1321,"ProxyKey1020",610,"",1,479
1322,"ProxyKey1024",610,1,100,2232
1323,"ProxyKey1043",611,1,100,1032
1324,"ProxyKey1044",612,1,100,119
1325,"ProxyKey1045",613,1,100,438
1326,"ProxyKey1046",614,1,50,1419
1327,"ProxyKey1047",614,1,50,1399
1328,"ProxyKey817",634,1,100,1516
1329,"ProxyKey818",635,1,100,1503
1330,"ProxyKey819",636,1,100,870
1331,"ProxyKey822",637,1,100,10
1332,"ProxyKey824",638,1,70,52
1333,"ProxyKey825",638,1,30,48
1334,"ProxyKey826",639,1,100,119
1335,"ProxyKey827",640,1,100,1540
1336,"ProxyKey828",641,1,100,429
1337,"ProxyKey829",642,"",1,391
1338,"ProxyKey831",642,1,33,1187
1339,"ProxyKey1423",642,1,33,1189
1340,"ProxyKey1424",642,1,34,1191
1341,"ProxyKey830",643,"",1,402
1342,"ProxyKey834",643,1,100,648
1343,"ProxyKey832",644,1,100,534
1344,"ProxyKey821",645,1,40,648
1345,"ProxyKey820",645,1,13,1187
1346,"ProxyKey1425",645,1,13,1189
1347,"ProxyKey1426",645,1,14,1191
1348,"ProxyKey909",645,1,20,429
1349,"ProxyKey833",646,1,50,52
1350,"ProxyKey1176",646,1,50,48
1351,"ProxyKey836",647,1,50,2646
1352,"ProxyKey1177",647,1,50,2609
1353,"ProxyKey1175",647,"",1,2614
1354,"ProxyKey837",648,1,65,55
1355,"ProxyKey1174",648,1,35,4
1356,"ProxyKey835",649,1,100,921
1357,"ProxyKey838",650,1,100,925
1358,"ProxyKey839",651,1,100,941
1359,"ProxyKey840",652,1,100,935
1360,"ProxyKey841",653,1,50,1665
1361,"ProxyKey842",653,1,50,1671
1362,"ProxyKey851",653,"",1,1766
1363,"ProxyKey843",654,1,50,1671
1364,"ProxyKey844",654,1,50,1729
1365,"ProxyKey846",654,"",1,1701
1366,"ProxyKey847",655,1,50,1640
1367,"ProxyKey845",655,1,50,1639
1368,"ProxyKey848",656,1,50,1644
1369,"ProxyKey849",656,1,50,1708
1370,"ProxyKey850",657,1,100,1032
1371,"ProxyKey852",658,1,100,485
