"rownum","BaseItemTypesKey","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","rid","Display_Wand_ModsKey","Display_Bow_ModsKey","Display_Quiver_ModsKey","Display_Amulet_ModsKey","Display_Ring_ModsKey","Display_Belt_ModsKey","Display_Gloves_ModsKey","Display_Boots_ModsKey","Display_BodyArmour_ModsKey","Display_Helmet_ModsKey","Display_Shield_ModsKey","i32","DropLevelMinimum","DropLevelMaximum","Monster_ModsKeys","EssenceTypeKey","Level","i32","Display_Weapon_ModsKey","Display_MeleeWeapon_ModsKey","Display_OneHandWeapon_ModsKey","Display_TwoHandWeapon_ModsKey","Display_TwoHandMeleeWeapon_ModsKey","Display_Armour_ModsKey","Display_RangedWeapon_ModsKey","Helmet_ModsKey","BodyArmour_ModsKey","Boots_ModsKey","Gloves_ModsKey","Bow_ModsKey","Wand_ModsKey","Staff_ModsKey","TwoHandSword_ModsKey","TwoHandAxe_ModsKey","TwoHandMace_ModsKey","Claw_ModsKey","Dagger_ModsKey","OneHandSword_ModsKey","OneHandThrustingSword_ModsKey","OneHandAxe_ModsKey","OneHandMace_ModsKey","Sceptre_ModsKey","Display_Monster_ModsKey","ItemLevelRestriction","Belt_ModsKey","Amulet_ModsKey","Ring_ModsKey","Display_Jewellery_ModsKey","Shield_ModsKey","Display_Items_ModsKey","IsScreamingEssence"
87,158,"","","","","","","","","","","","","",2691,"","",19439,2683,2074,9097,20290,3362,1492393166,0,0,[11924],15,7,0,"",2575,"","","",3362,2579,20290,9097,2074,2683,2579,2579,2575,2575,2575,2575,2575,2575,2575,2575,2575,2575,2575,11817,0,19439,2687,2687,2687,3362,"",""
88,159,"","","","","","","","","","","","","",2402,"","",4545,"","","","",2815,-760080401,68,100,[11922],16,5,586,"","",2496,2504,"",510,"",510,510,510,510,2504,2496,2504,2504,2504,2504,2496,2496,2496,2496,2496,2496,2496,11783,0,4545,2815,2815,2815,2815,"",1
89,160,"","","","","","","","","","","","","",2403,"","",4546,"","","","",2816,557934500,0,0,[11923],16,6,0,"","",2497,2505,"",512,"",512,512,512,512,2505,2497,2505,2505,2505,2505,2497,2497,2497,2497,2497,2497,2497,11784,0,4546,2816,2816,2816,2816,"",""
90,161,"","","","","","","","","","","","","",2404,"","",4547,"","","","",2817,-1973061961,0,0,[11924],16,7,0,"","",2499,2507,"",515,"",515,515,515,515,2507,2499,2507,2507,2507,2507,2499,2499,2499,2499,2499,2499,2499,11785,0,4547,2817,2817,2817,2817,"",""
91,162,"","","","","","","","","","","",3417,4155,3417,1883,1979,1975,"","",2001,2006,2012,2086905859,68,100,[11922],17,5,586,"","",22747,"",22750,2009,"",2006,2001,2009,2009,4155,3417,22750,22750,22750,22750,22747,22747,22747,22747,22747,22747,22747,11853,0,1975,1883,1979,"",2012,"",1
92,163,"","","","","","","","","","","",3418,4156,3418,1886,1980,1976,"","",2003,2007,2013,330229883,0,0,[11923],17,6,0,"","",22748,"",22751,2010,"",2007,2003,2010,2010,4156,3418,22751,22751,22751,22751,22748,22748,22748,22748,22748,22748,22748,11854,0,1976,1886,1980,"",2013,"",""
93,164,"","","","","","","","","","","",3419,4156,3419,1887,1981,1978,"","",2005,2008,2014,1669260288,0,0,[11924],17,7,0,"","",22749,"",22752,2011,"",2008,2005,2011,2011,4156,3419,22752,22752,22752,22752,22749,22749,22749,22749,22749,22749,22749,11855,0,1978,1887,1981,"",2014,"",""
94,165,"","","","","","","","","","","","","",3322,3322,3332,2863,"","",9114,"",3401,122642368,68,100,[11922],18,5,586,3401,"","","","",9111,"",9111,9114,9111,9111,3401,3401,3401,3401,3401,3401,3401,3401,3401,3401,3401,3401,3401,11822,0,2863,3322,3332,"",3401,"",1
95,166,"","","","","","","","","","","","","",3323,3323,3333,2864,"","",9115,"",3402,-1016206409,0,0,[11923],18,6,0,3402,"","","","",9112,"",9112,9115,9112,9112,3402,3402,3402,3402,3402,3402,3402,3402,3402,3402,3402,3402,3402,11823,0,2864,3323,3333,"",3402,"",""
96,167,"","","","","","","","","","","","","",3331,3331,3334,2865,"","",9116,"",3403,1247641969,0,0,[11924],18,7,0,3403,"","","","",9113,"",9113,9116,9113,9113,3403,3403,3403,3403,3403,3403,3403,3403,3403,3403,3403,3403,3403,11824,0,2865,3331,3334,"",3403,"",""
97,168,"","","","","","","","","","","","","",11641,"","",3183,"","","","","",-1691201624,68,100,"[11922,3646]",19,5,586,"","",9212,9216,"",3183,"",3183,3183,3183,3183,9216,9212,9216,9216,9216,9216,9212,9212,9212,9212,9212,9212,9212,11811,0,3183,7682,7682,7682,3183,"",1
98,169,"","","","","","","","","","","","","",11642,"","",3184,"","","","","",-718463325,0,0,"[11923,3646]",19,6,0,"","",9213,9217,"",3184,"",3184,3184,3184,3184,9217,9213,9217,9217,9217,9217,9213,9213,9213,9213,9213,9213,9213,11812,0,3184,7683,7683,7683,3184,"",""
99,170,"","","","","","","","","","","","","",11643,"","",3185,"","","","","",692127728,0,0,"[11924,3646]",19,7,0,"","",9214,9218,"",3185,"",3185,3185,3185,3185,9218,9214,9218,9218,9218,9218,9214,9214,9214,9214,9214,9214,9214,11813,0,3185,7684,7684,7684,3185,"",""
100,171,"","","","","","","","","","","","","",11902,7691,11901,11929,11892,11898,11956,11917,11915,-306989797,0,0,[11925],20,8,0,11947,"","","","","","",11917,11956,11898,11892,11947,11947,11947,11947,11947,11947,11947,11947,11947,11947,11947,11947,11947,11881,0,11929,7691,11901,"",11915,"",""
101,172,"","","","","","","","","","","","","",9457,11935,11931,11912,11894,11967,11958,11895,11932,-1454947071,0,0,"[11925,11955]",21,8,0,11954,"","","","","","",11895,11958,11967,11894,11954,11954,11954,11954,11954,11954,11954,11954,11954,11954,11954,11954,11954,11882,0,11912,11935,11931,"",11932,"",""
102,173,"","","","","","","","","","","","","",11914,11937,11913,11938,11910,11897,11899,11896,11933,-2010504687,0,0,"[11925,11886]",22,8,0,11943,"","","","","","",11896,11899,11897,11910,11943,11943,11943,11943,11943,11943,11943,11943,11943,11943,11943,11943,11943,11883,0,11938,11937,11913,"",11933,"",""
103,174,"","","","","","","","","","","","","",11963,11962,17344,6789,11959,11377,11908,11946,11960,-1499847665,0,0,"[11925,11847,11965]",23,8,0,11964,"","","","","","",11946,11908,11377,11959,11964,11964,11964,11964,11964,11964,11964,11964,11964,11964,11964,11964,11964,11884,0,6789,11962,17344,"",11960,"",""
104,175,"","","","","","","","","","","","","","","","","","","","","","",411361590,32,100,"[11949,11950,11951]",24,0,0,"","","","","","","","","","","","","","","","","","","","","","","","",11788,0,"","","","","","",""
