"rownum","Id","Text"
435,"TooLowLevelToChooseChatIndex","You can't choose a specific chat channel until you are level {0}."
436,"IncursionLockedDoorError","You do not have the item required to open this passage."
437,"IncursionDestructibleWallError","You have no explosives."
438,"InstanceExpiredError","Cannot connect to instance. That subarea has expired because it is no longer the most recent child instance for this area."
439,"InstanceTerminatedError","Cannot connect to instance. That subarea no longer exists."
440,"FailedToLoadDelveMap","Failed to load Delve map data: {0}"
441,"DelveInProgressError","You cannot join a Delve that is currently in progress."
442,"LoginRequiresUnlockCodeStrict","Your account has been locked until you can provide an unlock code from your email (strict)."
443,"DelveSocketableCurrencySameFossilError","You cannot socket identical Fossils into the same Resonator"
444,"GenericSocketError","You cannot socket the current item"
445,"OfferNotYetReadyForAccept","The offer is in a state where it is waiting for a previous submit to be resolved. Try again later."
446,"InteractErrorEssence","Something else is keeping this Essence imprisoned."
447,"NotEnoughIngredients","You don't have enough ingredients for this action."
448,"ConsoleDisconnectedBecauseActiveUserSignedOut","Disconnected because the active user signed out"
449,"PS4LoginErrorNoPSNAccess","Cannot log in because \""PlayStation Network\"" cannot be reached."
450,"PS4LoginErrorOutOfMemory","Cannot log in because we are out of memory."
451,"PS4LoginErrorSignedOut","Cannot log in because you are signed out."
452,"PS4LoginErrorNotSignedUp","Cannot log in because you are not signed up."
453,"PS4LoginErrorAgeRestriction","Cannot log in because of an age restriction."
454,"PS4LoginErrorLoggedOut","Cannot log in because you are logged out."
455,"PS4LoginErrorLatestSystemSoftwareExist","Cannot log in because a new version of the system software update file exists."
456,"PS4LoginErrorLatestSystemSoftwareExistForTitle","Cannot log in because a required new version of the system software update file exists for this application."
457,"PS4LoginErrorLatestPatchPackageExists","Cannot log in because a new version of the patch package exists."
458,"PS4LoginErrorLatestPatchPackageDownloaded","Cannot log in because a new version of the downloaded patch package exists."
459,"PS4LoginErrorPatchNotChecked","Cannot log in because could not check if a new version update file is available.  Please try again."
460,"HideoutExportFailed","You must be in a Hideout to export a Hideout template."
461,"HideoutImportSuccess","Hideout template imported successfully."
462,"HideoutImportFailed","Failed to import Hideout template."
463,"HideoutImportFailedMustBeInHideout","You must be in your Hideout to import a Hideout template."
464,"HideoutImportFailedWrongHideout","You must first set your Hideout to {0} in order to import this Hideout template."
465,"TencentTradeMarketNotExactPrice","Your offer does not match the exact price for this item."
466,"TencentTradeMarketTooManyCompletedOffers","You have too many completed trades in your Trade Market to make this offer."
467,"IncursionRecipeUnlockRejected","Crafting recipe already unlocked"
468,"FailedToReclaimSomeHideoutDoodads","Failed to reclaim one or more Hideout doodads. Please create a new Hideout instance and try again."
469,"FailedToLoadHideoutDoodads","Failed to load Hideout doodad list."
470,"HideoutImportWarningGeneric","Warning: {0} doodads could not be imported."
471,"HideoutImportWarningUnowned","Warning: {0} doodads could not be imported because you do not own any spare ones."
472,"HideoutImportWarningBlocked","Warning: {0} doodads could not be imported because the specified location was blocked."
473,"HideoutReclaimAllSuccess","All Hideout doodads have been reclaimed."
474,"AreaTransitionPartyError","You must be in a party with the area owner to access this area."
475,"AreaTransitionOwnerError","The area owner must be present to access this area."
476,"BestiaryErrorNoData","Failed to retrieve Bestiary data."
477,"BestiaryErrorFailedToCaptureMonster","Failed to save captured monster: {0}"
478,"PS4BadRedeemToken","Bad redeem token"
479,"CurrencyTradingPrevented2","You cannot trade currency or unique items to other players until you have verified your account."
480,"PublicListingLockedDueToVerified","You cannot publicly list items for sale until you have verified your account."
481,"OffersLockedDueToVerified","You cannot make offers on items until you have verified your account."
482,"SynthesisPortalFullyDecayed","This area has decayed."
483,"SynthesisTooManyMemories","You have placed too many memories, please remove some before attempting to place more."
484,"SynthesisOtherMemoryInstance","You cannot place memories in another persons Memory Nexus or Memory Expanse."
485,"ConsoleDisconnectedBecauseNoInternetConnection","Disconnected because there is no Internet connection."
486,"PS4DisconnectedBecauseNoPSNAccess","Disconnected because \""PlayStation Network\"" cannot be reached."
487,"XboxDisconnectedBecauseNoXboxLiveAccess","Disconnected because Xbox Live cannot be accessed."
488,"PS4CannotLogInUGMRestriction","Cannot log in due to parental controls."
489,"SynthesisMaxGlobalModsReached","You have reached the maximum number of Memory Modifiers on your Synthesis Map."
490,"BetrayalCannotAccessLab","You have another Betrayal Job in progress. Complete the other encounter or make any remaining choices to enable this entrance."
491,"SynthesisCannotApplyGlobalMod","The selected Memory and the Memories placed next to it cannot apply any more Memory Modifiers."
492,"KakaoAPIError","Failed to authorise with Kakao authentication server."
493,"KakaoRequireLogin","You must log in to your Kakao account again."
494,"KakaoIdAlreadyInUse","This kakao account is already associated with another Path of Exile account"
495,"NoAssociatedKakaoId","There is no kakao account associated with this Path of Exile account"
496,"AccountAlreadyHasKakao","There is already a Kakao account associated wtih this Path of Exile account"
497,"MapDeviceCannotUseFragmentWithMap","Activation failed. {0} cannot be used with a Map."
498,"MapDeviceFragmentNeedsRecipe","Activation failed. {0} must be used with other Map Fragments from the same set."
499,"MapDeviceFragmentNeedsRecipeOrMap","Activation failed. {0} must be used with a Map, or with other Map Fragments from the same set."
500,"MapDeviceDuplicateFragments","Activation failed. You cannot use multiple Map Fragments of the same type."
501,"EmailLoginDisabledKakao","This login method has been disabled for this account. Please login via http://poe.game.daum.net"
502,"EmailLoginDisabled","This login method has been disabled for this account."
503,"GatewayDisallowedForThisLoginType","This login gateway is not available for this login method."
504,"UnacceptableChatMessage","Unacceptable message contents."
505,"ChannelOnlyAllowsASCII","Unacceptable message contents. Please use only standard ASCII characters in this channel."
506,"ActionRejectedDueToPerPlayerFreeze","You have died recently and cannot perform actions for {0}."
507,"PerPlayerDeathFreezeRemoved","You can now perform actions."
508,"LeagueDisallowsManualMigration","You cannot migrate from this league at the moment."
509,"RecycleMicroItemNotFound","Microtransaction can not be found."
510,"RecycleMicroCannotRemoveMicro","Microtransaction can not be removed."
511,"RecycleMicroNoValue","Microtransaction has no value."
512,"RecycleMicroGeneric","Cannot complete action at this time."
513,"TradeBanError","You cannot do that at this time. Your account is banned from trade actions."
514,"InteractErrorCoreTransitionMap","You must kill all three of Eater of Souls' guardians to access the Black Core."
515,"CombineMTXTimeLimitedError","Cannot combine time-limited Microtransactions."
516,"SalvageMTXTimeLimitedError","Cannot salvage time-limited Microtransactions"
517,"ItemIsInLeagueInventory","You can't do this operation on an item in a league inventory"
518,"MetamorphosisCannotOpenUIError","Metamorph samples can only be combined by the instance owner."
519,"HarvestSeedCacheLockedError","The Seed Cache can only be opened by the area owner."
520,"AccountAlreadyHasEpic","This account already has an Epic account associated with it."
521,"EpicAssociateEmailSent","An email has been sent to confirm that you own this account. Please click the link in your email to continue."
522,"EpicIdAlreadyInUse","This Epic account already has a Path of Exile account associated with it."
523,"NoAssociatedEpicId","This account does not have an Epic account associated with it."
524,"DestroyHarvestInfrastructure","You cannot destroy Harvest Infrastructure items."
525,"CharacterActionDeniedHarvestItems","You must remove all Harvest Infrastructure items from your character before performing this action."
526,"HarvestOshabiFightOnlyInMaps","The Encounter can only be started from a Map"
527,"ConsoleGuildTagProfanityError","The guild tag you are trying to set contains a restricted phrase. Please retry with a different tag."
528,"ConsoleGuildNameProfanityError","The guild name you are trying to set contains a restricted phrase. Please retry with a different name."
529,"ConsoleGuildStashTabProfanityError","The stash tab name you are trying to set contains a restricted phrase. Please retry with a different name."
530,"TradeErrorItemStolenFromHeist","Item cannot be traded."
531,"HeistAlarmError","Error: cannot join Heist area that is Lockdown"
532,"HeistHubAccessError","You must use a Rogue's Marker to access the Rogues' Harbour."
533,"NotHeistOwner","Error: You are not the owner of this Heist"
534,"ReceivedAtlasRespecPoint1","You have received an Atlas Passive Respec Point."
535,"ReceivedAtlasRespecPointN","You have received {0} Atlas Passive Respec Points."
536,"ReceivedAtlasPassivePointN","You have received {1} Atlas Skill Points for {0}."
537,"MavenNotEnoughBosses","Activation failed. You have not collected enough bosses from this Atlas Region."
538,"MavenCitadelNotUnlocked","Activation failed. You have not unlocked the Citadel for this Atlas Region."
539,"StashAffinityFailedNoRoom","Your Stash Tab with the {0} Affinity does not have enough space for this item."
540,"FailedToAddMavenToMap","Failed to add the Maven to Map because: {0}"
541,"RitualFragmentNotValidForUse","Activation failed. Blood-Soaked Effigies can only be used in Ritual League."
542,"MapDeviceInvalidQuestState","Activation failed. You do not have the required quest state."
543,"MapDeviceFull","Your Map Device is full."
544,"AccountNotVerified","Account is not verified."
545,"UltimatumTrialStarted","You cannot join a trial that has already begun."
546,"RoyaleMatchEndedWonReward","Winner winner, Rhoa Dinner!\n Tier {0} Rhoa Dinner has been added to your Hideout Decorations."
547,"RoyaleMatchEndedWon","Winner winner, Rhoa Dinner!\n Next Hideout Decoration reward in {0} victories."
548,"RoyaleMatchEndedWonMax","Winner winner, Rhoa Dinner!"
549,"RoyaleMatchEnded","{0} has won the match!"
550,"RoyaleMatchEndedTeam","{0} and {1} have won the match!"
551,"TradeNoteBlacklistedCharactersError","Your Trade Note contains illegal characters, please try again."
552,"ExpeditionDetonatorNotInstanceOwner","Only the player who is the instance owner can interact with explosives or the detonator."
553,"ActionTemporarilyDisabled","This action has been temporarily disabled."
554,"CannotAccessGuildHideout","You cannot access that player's Guild Hideout because you are not a member of their Guild."
555,"SettingDeliveryDetailsFailed","Failed to set Delivery Details: "
556,"ExpeditionCurrencyNotification","Added {0}x {1} to your Expedition Locker"
557,"GuildStashDisabled","The guild stash has been temporarily disabled."
