"rownum","QuestKey","i32","QuestStates","[i32]","Text","bool","Message","MapPinsKeys1","i32","MapPinsTexts","MapPinsKeys2","[rid]","bool","[i32]","[i32]","i32","SoundEffect"
244,31,8,[221],[],"You have killed Piety in her laboratory in the Lunaris Temple. Take the mysterious key she dropped.","","Take Piety's Key",[46],0,"[""Take Piety's Key""]",[46],[],"",[],[],8,""
245,31,9,[469],[],"You have found a hefty royal key, dropped by Piety as she died. Perhaps Grigor knows what to do with it.","","Talk to Grigor",[34],0,"[""Talk to Grigor""]",[34],[],"",[],[],8,""
246,23,0,[460],[],"Quest Complete - You have delivered all three Platinum Busts to Hargan and been rewarded with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,""
247,23,1,[496],[],"Quest Complete - You have delivered all three Platinum Busts to Hargan and been rewarded with a Skill Book. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,""
248,23,2,"[429,430,431]",[],"Quest Complete - You have delivered all three Platinum Busts to Hargan. Talk to him in town for a reward.","","",[34],0,"[""Talk to Hargan for your reward""]",[],[],"",[],[],8,""
249,23,3,"[429,430,428]",[],"Deliver the last Platinum Bust to Hargan in town.","","Deliver the Platinum Bust to Hargan",[34],0,"[""Talk to Hargan for your reward""]",[34],[],"",[],[],8,""
250,23,4,"[429,430]",[],"Hargan wants you to find the last Platinum Bust in the Sewers.","","Find the third Platinum Bust",[44],0,"[""Find the third Platinum Bust""]",[44],[],"",[],[],8,""
251,23,5,"[429,431,427]",[],"Deliver the last Platinum Bust to Hargan in town.","","Deliver the Platinum Bust to Hargan",[34],0,"[""Talk to Hargan for your reward""]",[34],[],"",[],[],8,""
252,23,6,"[429,431]",[],"Hargan wants you to find the last Platinum Bust in the Sewers.","","Find the third Platinum Bust",[44],0,"[""Find the third Platinum Bust""]",[44],[],"",[],[],8,""
253,23,7,"[430,431,426]",[],"Deliver the last Platinum Bust to Hargan in town.","","Deliver the Platinum Bust to Hargan",[34],0,"[""Talk to Hargan for your reward""]",[34],[],"",[],[],8,""
254,23,8,"[430,431]",[],"Hargan wants you to find the last Platinum Bust in the Sewers.","","Find the third Platinum Bust",[44],0,"[""Find the third Platinum Bust""]",[44],[],"",[],[],8,""
255,23,9,"[429,427,428]",[],"Deliver the Platinum Busts to Hargan in town.","","Deliver the Platinum Busts to Hargan",[34],0,"[""Talk to Hargan for your reward""]",[34],[],"",[],[],8,""
256,23,10,"[429,427]",[],"Hargan wants you to find the last Platinum Bust in the Sewers.","","Find the third Platinum Bust",[44],0,"[""Find the third Platinum Bust""]",[44],[],"",[],[],8,""
257,23,11,"[429,428]",[],"Hargan wants you to find the last Platinum Bust in the Sewers.","","Find the third Platinum Bust",[44],0,"[""Find the third Platinum Bust""]",[44],[],"",[],[],8,""
258,23,12,[429],[],"Hargan wants you to find the two remaining Platinum Busts in the Sewers.","","Find the two remaining Platinum Busts",[44],0,"[""Find the Platinum Bust"",""Find the Platinum Bust""]",[44],[],"",[],[],8,""
259,23,13,"[430,426,428]",[],"Deliver the Platinum Busts to Hargan in town.","","Deliver the Platinum Busts to Hargan",[34],0,"[""Talk to Hargan for your reward""]",[34],[],"",[],[],8,""
260,23,14,"[430,426]",[],"Hargan wants you to find the last Platinum Bust in the Sewers.","","Find the third Platinum Bust",[44],0,"[""Find the third Platinum Bust""]",[44],[],"",[],[],8,""
261,23,15,"[430,428]",[],"Hargan wants you to find the last Platinum Bust in the Sewers.","","Find the third Platinum Bust",[44],0,"[""Find the third Platinum Bust""]",[44],[],"",[],[],8,""
262,23,16,[430],[],"Hargan wants you to find the two remaining Platinum Busts in the Sewers.","","Find the two remaining Platinum Busts",[44],0,"[""Find the two remaining Platinum Busts""]",[44],[],"",[],[],8,""
263,23,17,"[431,426,427]",[],"Deliver the Platinum Busts to Hargan in town.","","Deliver the Platinum Busts to Hargan",[34],0,"[""Talk to Hargan for your reward""]",[34],[],"",[],[],8,""
264,23,18,"[431,426]",[],"Hargan wants you to find the last Platinum Bust in the Sewers.","","Find the third Platinum Bust",[44],0,"[""Find the third Platinum Bust""]",[44],[],"",[],[],8,""
265,23,19,"[431,427]",[],"Hargan wants you to find the last Platinum Bust in the Sewers.","","Find the third Platinum Bust",[44],0,"[""Find the third Platinum Bust""]",[44],[],"",[],[],8,""
266,23,20,[431],[],"Hargan wants you to find the two remaining Platinum Busts in the Sewers.","","Find the two remaining Platinum Busts",[44],0,"[""Find the two remaining Platinum Busts""]",[44],[],"",[],[],8,""
267,23,21,"[426,427,428]",[],"Deliver the Platinum Busts to Hargan in town.","","Deliver the Platinum Busts to Hargan",[34],0,"[""Talk to Hargan for your reward""]",[34],[],"",[],[],8,""
268,23,22,"[426,427]",[],"Hargan wants you to find the last Platinum Bust in the Sewers.","","Find the third Platinum Bust",[44],0,"[""Find the third Platinum Bust""]",[44],[],"",[],[],8,""
269,23,23,"[426,428]",[],"Hargan wants you to find the last Platinum Bust in the Sewers.","","Find the third Platinum Bust",[44],0,"[""Find the third Platinum Bust""]",[44],[],"",[],[],8,""
270,23,24,"[427,428]",[],"Hargan wants you to find the last Platinum Bust in the Sewers.","","Find the third Platinum Bust",[44],0,"[""Find the third Platinum Bust""]",[44],[],"",[],[],8,""
271,23,25,"[423,426]",[],"Hargan wants you to find the two remaining Platinum Busts in the Sewers.","","Find the two remaining Platinum Busts",[44],0,"[""Find the two remaining Platinum Busts""]",[44],[],"",[],[],8,""
272,23,26,"[423,427]",[],"Hargan wants you to find the two remaining Platinum Busts in the Sewers.","","Find the two remaining Platinum Busts",[44],0,"[""Find the two remaining Platinum Busts""]",[44],[],"",[],[],8,""
273,23,27,"[423,428]",[],"Hargan wants you to find the two remaining Platinum Busts in the Sewers.","","Find the two remaining Platinum Busts",[44],0,"[""Find the two remaining Platinum Busts""]",[44],[],"",[],[],8,""
274,23,28,[423],[],"Hargan wants you to find the three Platinum Busts scattered throughout the Sewers.","","Find the three Platinum Busts",[44],0,"[""Find the three Platinum Busts""]",[],[],"",[],[],8,""
275,23,29,[426],[],"You have found a valuable Platinum Bust in the Sewers. Perhaps a savvy trader like Hargan will want it.","","Talk to Hargan about the Platinum Bust",[34],0,"[""Talk to Hargan""]",[34],[],"",[],[],8,""
276,23,30,[427],[],"You have found a valuable Platinum Bust in the Sewers. Perhaps a savvy trader like Hargan will want it.","","Talk to Hargan about the Platinum Bust",[34],0,"[""Talk to Hargan""]",[34],[],"",[],[],8,""
277,23,31,[428],[],"You have found a valuable Platinum Bust in the Sewers. Perhaps a savvy trader like Hargan will want it.","","Talk to Hargan about the Platinum Bust",[34],0,"[""Talk to Hargan""]",[34],[],"",[],[],8,""
278,28,0,[494],[],"Quest Complete - You have delivered the four Golden Pages to Siosa.",1,"Quest Complete",[],0,[],[],[],"",[],[],8,""
279,28,1,[491],[],"Quest Complete - You have delivered the four Golden Pages to Siosa. Talk to him for a reward.","","",[48],0,"[""Talk to Siosa for your reward""]",[],[],"",[],[],8,""
280,28,2,"[487,488,489,490]",[],"Return the Golden Pages to Siosa in the Library.","","Return the Golden Pages to Siosa",[48],0,"[""Talk to Siosa for your reward""]",[48],[],"",[],[],8,""
281,28,3,"[487,488,489]",[],"Siosa wants you to recover the last Golden Page hidden in the Archives.","","Find the last Golden Page",[48],0,"[""Find the last Golden Page""]",[48],[],"",[],[],8,""
282,28,4,"[487,488,490]",[],"Siosa wants you to recover the last Golden Page hidden in the Archives.","","Find the last Golden Page",[48],0,"[""Find the last Golden Page""]",[48],[],"",[],[],8,""
283,28,5,"[487,489,490]",[],"Siosa wants you to recover the last Golden Page hidden in the Archives.","","Find the last Golden Page",[48],0,"[""Find the last Golden Page""]",[48],[],"",[],[],8,""
284,28,6,"[488,489,490]",[],"Siosa wants you to recover the last Golden Page hidden in the Archives.","","Find the last Golden Page",[48],0,"[""Find the last Golden Page""]",[48],[],"",[],[],8,""
285,28,7,"[487,488]",[],"Siosa wants you to recover the two remaining Golden Pages in the Archives.","","Find the two remaining Golden Pages",[48],0,"[""Find the two remaining Golden Pages""]",[48],[],"",[],[],8,""
286,28,8,"[487,489]",[],"Siosa wants you to recover the two remaining Golden Pages in the Archives.","","Find the two remaining Golden Pages",[48],0,"[""Find the two remaining Golden Pages""]",[48],[],"",[],[],8,""
287,28,9,"[487,490]",[],"Siosa wants you to recover the two remaining Golden Pages in the Archives.","","Find the two remaining Golden Pages",[48],0,"[""Find the two remaining Golden Pages""]",[48],[],"",[],[],8,""
288,28,10,"[488,489]",[],"Siosa wants you to recover the two remaining Golden Pages in the Archives.","","Find the two remaining Golden Pages",[48],0,"[""Find the two remaining Golden Pages""]",[48],[],"",[],[],8,""
289,28,11,"[488,490]",[],"Siosa wants you to recover the two remaining Golden Pages in the Archives.","","Find the two remaining Golden Pages",[48],0,"[""Find the two remaining Golden Pages""]",[48],[],"",[],[],8,""
290,28,12,"[489,490]",[],"Siosa wants you to recover the two remaining Golden Pages in the Archives.","","Find the two remaining Golden Pages",[48],0,"[""Find the two remaining Golden Pages""]",[48],[],"",[],[],8,""
291,28,13,[487],[],"Siosa wants you to recover the three remaining Golden Pages in the Archives.","","Find the three remaining Golden Pages",[48],0,"[""Find the three remaining Golden Pages""]",[48],[],"",[],[],8,""
292,28,14,[488],[],"Siosa wants you to recover the three remaining Golden Pages in the Archives.","","Find the three remaining Golden Pages",[48],0,"[""Find the three remaining Golden Pages""]",[48],[],"",[],[],8,""
293,28,15,[489],[],"Siosa wants you to recover the three remaining Golden Pages in the Archives.","","Find the three remaining Golden Pages",[48],0,"[""Find the three remaining Golden Pages""]",[48],[],"",[],[],8,""
294,28,16,[490],[],"Siosa wants you to recover the three remaining Golden Pages in the Archives.","","Find the three remaining Golden Pages",[48],0,"[""Find the three remaining Golden Pages""]",[48],[],"",[],[],8,""
295,28,17,[486],[],"Siosa wants you to bring him the four Golden Pages scattered about the Archives.","","Find the four Golden Pages",[48],0,"[""Find the four Golden Pages""]",[48],[],"",[],[],8,""
296,29,0,[198],[],"Quest Complete - You have delivered the Decanter Spiritus and Chitus' Plum to Captain Fairgraves and received a reward. Fairgraves' fate, however, remains a mystery.",1,"Quest Complete",[],0,[],[],[],"",[],[],8,""
297,29,1,"[533,199]",[],"Deliver the Decanter Spiritus to Captain Fairgraves in the Docks, to help him find eternal rest.","","",[43],0,"[""Talk to Fairgraves""]",[43],[],"",[],[],8,""
298,29,2,"[533,200]",[],"Deliver Chitus' Plum to Captain Fairgraves in the Docks, to help him find eternal rest.","","",[43],0,"[""Talk to Fairgraves""]",[43],[],"",[],[],8,""
299,29,3,[533],[],"Quest Complete - You have delivered the Decanter Spiritus and Chitus' Plum to Captain Fairgraves. Talk to him for a reward, so that he will be free to finally find eternal rest.","","",[43],0,"[""Talk to Fairgraves""]",[43],[],"",[],[],8,""
300,29,4,"[497,199]",[],"Deliver the Decanter Spiritus to Captain Fairgraves in the Docks, to help him find eternal rest.","","Bring the Decanter Spiritus to Fairgraves",[43],0,"[""Talk to Fairgraves""]",[43],[],"",[],[],8,""
301,29,5,"[498,200]",[],"Deliver Chitus' Plum to Captain Fairgraves in the Docks, to help him find eternal rest.","","Bring Chitus' Plum to Fairgraves",[43],0,"[""Talk to Fairgraves""]",[43],[],"",[],[],8,""
302,29,6,"[197,199,200]",[],"Deliver the Decanter Spiritus and Chitus' Plum to Captain Fairgraves in the Docks, to help him find eternal rest.","","Bring the items to Fairgraves",[43],0,"[""Talk to Fairgraves""]",[43],[],"",[],[],8,""
303,29,7,"[197,498]",[200],"Thanks to the Allflame, Captain Fairgraves survived your initial encounter, but now he wants to die once and for all. To achieve this, he needs you to find Chitus' Plum on a tree in the Imperial Gardens.","","Find Chitus' Plum",[47],0,"[""Find Chitus' Plum""]",[47],[],"",[],[],8,""
304,29,8,"[197,199]",[200],"Thanks to the Allflame, Captain Fairgraves survived your initial encounter, but now he wants to die once and for all. To achieve this, he needs you to find Chitus' Plum on a tree in the Imperial Gardens.","","Find Chitus' Plum",[47],0,"[""Find Chitus' Plum""]",[47],[],"",[],[],8,""
305,29,9,"[197,497]",[199],"Thanks to the Allflame, Captain Fairgraves survived your initial encounter, but now he wants to die once and for all. To achieve this, he needs you to find the Decanter Spiritus in the Marketplace.","","Find the Decanter Spiritus",[38],0,"[""Find the Decanter Spiritus""]",[38],[],"",[],[],8,""
306,29,10,"[197,200]",[199],"Thanks to the Allflame, Captain Fairgraves survived your initial encounter, but now he wants to die once and for all. To achieve this, he needs you to find the Decanter Spiritus in the Marketplace.","","Find the Decanter Spiritus",[38],0,"[""Find the Decanter Spiritus""]",[38],[],"",[],[],8,""
307,29,11,[197],[],"Thanks to the Allflame, Captain Fairgraves survived your initial encounter, but now he wants to die once and for all. To achieve this, he needs you to find Chitus' Plum on a tree in the Imperial Gardens, and the Decanter Spiritus in the Marketplace.","","Find the Decanter Spiritus and Chitus' Plum","[38,47]",0,"[""Find the Decanter Spiritus"",""Find Chitus' Plum""]","[38,47]",[],"",[],[],8,""
308,29,12,"[199,200]",[48],"Return to the Ship Graveyard in Act One and complete the Marooned Mariner quest.","","Return to The Ship Graveyard",[],0,"[""Return to The Ship Graveyard in Act One""]",[],[],"",[],[],8,""
309,29,13,[199],[48],"Return to the Ship Graveyard in Act One and complete the Marooned Mariner quest.","","Return to The Ship Graveyard",[],0,"[""Return to The Ship Graveyard in Act One""]",[],[],"",[],[],8,""
310,29,14,[200],[48],"Return to the Ship Graveyard in Act One and complete the Marooned Mariner quest.","","Return to The Ship Graveyard",[],0,"[""Return to The Ship Graveyard in Act One""]",[],[],"",[],[],8,""
311,29,15,"[199,200]",[],"Search the Docks for a use for the Decanter Spiritus and Chitus' Plum.","","You have found the Decanter Spiritus and Chitus' Plum",[43],0,"[""Search the Docks""]",[43],[],"",[],[],8,""
312,29,16,[199],[],"Search the Docks for a use for the Decanter Spiritus.","","You have found the Decanter Spiritus",[43],0,"[""Search the Docks""]",[43],[],"",[],[],8,""
313,29,17,[200],[],"Search the Docks for a use for the Chitus' Plum.","","You have found Chitus' Plum",[43],0,"[""Search the Docks""]",[43],[],"",[],[],8,""
314,34,0,[793],[917],"Quest Complete - You have entered the Black Core and killed Malachai.",1,"",[],0,[],[],[],"",[],[],8,""
315,34,1,"[793,56]",[],"Quest Complete - You have entered the Black Core and killed Malachai.",1,"",[],0,[],[],[69],"",[],[],8,""
316,34,2,[665],[917],"Quest Complete - You have entered the Black Core and killed Malachai. Now talk to Tasuni in Highgate.","","Talk to Tasuni",[50],0,"[""Talk to Tasuni""]",[50],[],"",[],[],8,""
317,34,3,"[665,56]",[],"Quest Complete - You have entered the Black Core and killed Malachai. Now talk to Tasuni in Highgate.","","Talk to Tasuni",[50],0,"[""Talk to Tasuni""]",[50],[69],"",[],[],8,""
318,34,4,"[706,382,383,384]",[],"Piety has helped you gain access to Malachai's inner sanctum, the Black Core. Kill him to destroy the Beast.","","Kill Malachai",[60],0,"[""Kill Malachai""]",[],[],"",[],[],8,""
319,34,5,[917],"[382,383,384]","Kill Malachai's three guardians, Maligaro, Doedre, and Shavronne, to access the Black Core.","","Kill Malachai's three guardians",[60],0,"[""Kill Doedre\nKill Maligaro\nKill Shavronne""]",[60],[],"",[],[],8,""
320,34,6,[917],"[382,383]","Kill Malachai's remaining guardians, Doedre and Shavronne, to access the Black Core.","","Kill Malachai's remaining guardians",[60],0,"[""Kill Doedre\nKill Shavronne""]",[60],[],"",[],[],8,""
321,34,7,[917],"[382,384]","Kill Malachai's remaining guardians, Doedre and Maligaro, to access the Black Core.","","Kill Malachai's remaining guardians",[60],0,"[""Kill Doedre\nKill Maligaro""]",[60],[],"",[],[],8,""
322,34,8,[917],"[383,384]","Kill Malachai's remaining guardians, Maligaro and Shavronne, to access the Black Core.","","Kill Malachai's remaining guardians",[60],0,"[""Kill Maligaro\nKill Shavronne""]",[60],[],"",[],[],8,""
323,34,9,[917],[382],"Kill Malachai's remaining guardian, Doedre, to access the Black Core.","","Kill Malachai's remaining guardian",[60],0,"[""Kill Doedre to access the Black Core""]",[60],[],"",[],[],8,""
324,34,10,[917],[383],"Kill Malachai's remaining guardian, Shavronne, to access the Black Core.","","Kill Malachai's remaining guardian",[60],0,"[""Kill Shavronne to access the Black Core""]",[60],[],"",[],[],8,""
325,34,11,[917],[384],"Kill Malachai's remaining guardian, Maligaro, to access the Black Core.","","Kill Malachai's remaining guardian",[60],0,"[""Kill Maligaro to access the Black Core""]",[60],[],"",[],[],8,""
326,34,12,[917],[],"You have killed all three of Malachai's guardians. Enter the Black Core and kill Malachai.","","Enter the Black Core",[60],0,"[""Enter the Black Core""]",[60],[],"",[],[],8,""
327,34,13,[699],[],"Piety has used Malachai's organs to gain access to the Black Core and offered to help fight him. Go inside and kill Malachai.","","Enter the Black Core",[60],0,"[""Enter the Black Core""]",[60],[],"",[],[],8,""
328,34,14,[705],[],"Piety has revealed that Malachai is in control of the Beast, and is residing in the Black Core. Find your way inside and kill him.","","",[60],0,"[""Find a way into the Black Core""]",[60],[],"",[],[],8,""
329,34,15,[704],[],"Piety seems to have reverted to her human form and wants to parley. Talk to her in the Belly of the Beast.","","Talk to Piety",[59],0,"[""Talk to Piety""]",[59],[],"",[],[],8,""
330,34,16,[703],[],"A nightmarish Piety blocks your way through the Belly of the Beast. Kill her and continue on your way to kill the Beast from within.","","Kill Piety",[59],0,"[""Kill Piety""]",[59],[],"",[],[],8,""
331,34,17,[684],[],"The Rapture Device has drained Dialla of much of her life force and failed to kill the Beast. However, it has opened a gaping wound in its exterior. Travel inside the Beast and kill it from within.","","",[59],0,"[""Destroy the Beast within""]",[59],[],"",[],[],8,""
332,34,18,[721],[],"The Rapture Device has drained Dialla of much of her life force and failed to kill the Beast. However, it has opened a gaping wound in its exterior. Travel inside the Beast and kill it from within.","","Enter the Belly of the Beast",[59],0,"[""Enter the Belly of the Beast""]",[],[],"",[],[],8,""
333,34,19,[698],[],"The Rapture Device has drained Dialla of much of her life force and failed to kill the Beast. However, it has opened a gaping wound in its exterior. Travel inside the Beast and kill it from within.","","",[59],0,"[""Destroy the Beast within""]",[],[],"",[],[],8,""
334,34,20,[693],[],"Dialla requires two special power sources to activate the Rapture Device and kill the Beast. Find the Eye of Fury and the Eye of Desire and give them to her.","","Find the Eyes of Fury and Desire",[54],0,"[""Power the Rapture Device with the gems from Kaom and Daresso""]",[],[],"",[],[],8,""
335,34,21,[797],[],"You have found the Rapture Device deep within the Crystal Veins. Talk to Dialla there.","","Talk to Dialla",[54],0,"[""Talk to Dialla""]",[54],[],"",[],[],8,""
336,34,22,[688],[],"Dialla has asked you find the Rapture Device and use it to kill the Beast. Find it deep within the Mines.","","Find the Rapture Device",[54],0,"[""Find the Rapture Device""]",[],[],"",[],[],8,""
337,34,23,[707],[],"You have used Deshret's Banner to break her Seal, which was blocking all access to the Mines. Talk to Dialla for more information about her quest.","","",[50],0,"[""Talk to Dialla""]",[50],[],"",[],[],8,""
338,34,24,[672],[],"Dialla wants you to destroy the Beast slumbering within the Mines. However, the entrance has been long sealed by Sekhema Deshret. Find a way to break her Seal and gain access to the Mines.","","",[53],0,"[""Find a way into the mountain""]",[],[],"",[],[],8,""
339,34,25,[664],[],"Dialla wants you to destroy the darkness in the mountain. Talk to Oyun for advice.","","Talk to Oyun",[50],0,"[""Talk to Oyun""]",[],[],"",[],[],8,""
340,34,26,[673],[],"You have reached Highgate, an encampment occupied by the Maraketh. Dialla is here waiting for you. Talk to her and see what she wants.","","Talk to Dialla",[50],0,"[""Talk to Dialla""]",[50],[],"",[],[],8,""
341,34,27,"[674,663]",[],"Dialla has asked you to go to Highgate, north of the Aqueduct. Travel there to learn more.","","Go to Highgate",[50],0,"[""Go to Highgate""]",[50],[],"",[],[],8,""
342,34,28,[674],[],"Dialla is waiting for you on the Aqueduct. Talk to her and see what she wants.","","Talk to Dialla",[51],0,"[""Talk to Dialla""]",[51],[],"",[],[],8,""
343,35,0,"[668,666]",[],"Quest Complete - You have slain Voll and used Deshret's Banner to break her Seal and reopen the Mines. Oyun has rewarded you.",1,"Quest Complete",[],0,[],[],[],"",[],[],8,""
344,35,1,"[668,707]",[],"Quest Complete - You have slain Voll and used Deshret's Banner to break her Seal and reopen the Mines. Talk to Oyun in town for a reward.","","",[50],0,"[""Talk to Oyun for your reward""]",[50],[],"",[],[],8,""
345,35,2,[668],[],"You have used Deshret's Banner to break her Seal and gain access to the Mines. Talk to Oyun in town for a reward.","","Talk to Oyun for a reward",[50],0,"[""Talk to Oyun""]",[50],[],"",[],[],8,""
346,35,3,[707],[],"Use Deshret's Banner in town to break her Seal and gain access to the Mines.","","Use the Banner to break Deshret's Seal",[50],0,"[""Use Deshret's Banner on the Seal to open the Mines""]",[50],[],"",[],[],8,""
347,35,4,[670],[],"Use Deshret's Banner in town to break her Seal and gain access to the Mines.","","Use the Banner to break Deshret's Seal",[50],0,"[""Use Deshret's Banner on the Seal to open the Mines""]",[50],[],"",[],[],8,""
348,35,5,[687],[],"Take Deshret's Banner from the Dried Lake. It can be used in town to break Deshret's Seal and gain access to the Mines.","","Take Deshret's Banner",[52],0,"[""Take Deshret's Banner""]",[52],[],"",[],[],8,""
349,35,6,[671],[],"Slay Voll and take Deshret's Banner. It can be used in town to break Deshret's Seal and gain access to the Mines.","","Kill Voll",[52],0,"[""Kill Voll and take Deshret's Banner""]",[52],[],"",[],[],8,""
350,35,7,[672],[],"Find Deshret's Banner in the Dried Lake, then use it in town to break Deshret's Seal and gain access to the Mines.","","Find Deshret's Banner",[52],0,"[""Find Deshret's Banner in the Dried Lake""]",[],[],"",[],[],8,""
351,36,0,[689],[],"Quest Complete - You have killed Kaom and delivered the Eye of Fury to Dialla. She has rewarded you.",1,"Quest Complete",[],0,[],[],[],"",[],[],8,""
352,36,1,"[709,708]",[],"Quest Complete - You have killed Kaom and delivered the Eye of Fury to Dialla. Talk to her in town for a reward.","","",[50],0,"[""Talk to Dialla in town for a reward""]",[],[],"",[],[],8,""
353,36,2,[708],[],"Quest Complete - You have killed Kaom and delivered the Eye of Fury to Dialla. Once you have delivered both Eyes, she will reward you.","","",[],0,[],[],[],"",[],[],8,""
354,36,3,[691],[],"Dialla requires the Eye of Fury to activate the Rapture Device. Deliver it to her in the Mines.","","Deliver the Eye of Fury to Dialla",[54],0,"[""Deliver the Eye of Fury to Dialla""]",[54],[],"",[],[],8,""
355,36,4,[694],[],"Dialla requires the Eye of Fury to activate the Rapture Device. Take it and deliver it to Dialla in the Mines.","","Take the Eye of Fury",[56],0,"[""Take the Eye of Fury""]",[56],[],"",[],[],8,""
356,36,5,[692],[],"Dialla requires the Eye of Fury to activate the Rapture Device, but it is guarded by King Kaom. Kill him and deliver the Eye to Dialla.","","Kill Kaom",[56],0,"[""Kill Kaom""]",[56],[],"",[],[],8,""
357,36,6,[693],[],"Dialla requires the Eye of Fury to activate the Rapture Device, but it is guarded by King Kaom. Take it from him and deliver it to Dialla.","","",[56],0,"[""Find Kaom and the Eye of Fury""]",[],[],"",[],[],8,""
358,37,0,[689],[],"Quest Complete - You have killed Daresso and delivered the Eye of Desire to Dialla. She has rewarded you.",1,"Quest Complete",[],0,[],[],[],"",[],[],8,""
359,37,1,"[709,708]",[],"Quest Complete - You have killed Daresso and delivered the Eye of Desire to Dialla. Talk to her in town for a reward.","","",[50],0,"[""Talk to Dialla in town for a reward""]",[],[],"",[],[],8,""
360,37,2,[709],[],"Quest Complete - You have killed Daresso and delivered the Eye of Desire to Dialla. Once you have delivered both Eyes, she will reward you.","","",[],0,[],[],[],"",[],[],8,""
361,37,3,[696],[],"Dialla requires the Eye of Desire to activate the Rapture Device. Deliver it to her in the Mines.","","Deliver the Eye of Desire to Dialla",[54],0,"[""Deliver the Eye of Desire to Dialla""]",[54],[],"",[],[],8,""
362,37,4,[810],[],"Dialla requires the Eye of Desire to activate the Rapture Device. Take it and deliver it to Dialla in the Mines.","","Take the Eye of Desire",[58],0,"[""Take the Eye of Desire""]",[58],[],"",[],[],8,""
363,37,5,[697],[],"Dialla requires the Eye of Desire to activate the Rapture Device, but it is guarded by Daresso, King of Swords. Kill him and deliver the Eye to Dialla.","","Kill Daresso",[58],0,"[""Kill Daresso""]",[58],[],"",[],[],8,""
364,37,6,[693],[],"Dialla requires the Eye of Desire to activate the Rapture Device, but it is guarded by Daresso, King of Swords. Take it from him and deliver it to Dialla.","","",[58],0,"[""Find Daresso and the Eye of Desire""]",[],[],"",[],[],8,""
365,38,0,[699],[],"Quest Complete - You have found Malachai's three organs and delivered them to Piety.",1,"",[],0,[],[],[],"",[],[],8,""
366,38,1,"[702,701,700]",[],"Piety requires three of Malachai's organs to gain access to the Black Core. Deliver the remaining organs to her.","","Deliver the organs to Piety",[60],0,"[""Deliver the organs to Piety""]",[60],[],"",[],[],8,""
367,38,2,"[701,700,802]",[],"Piety requires three of Malachai's organs to gain access to the Black Core. Deliver the remaining organs to her.","","Deliver the organs to Piety",[60],0,"[""Deliver the organs to Piety""]",[60],[],"",[],[],8,""
368,38,3,"[701,700]",[],"Piety requires three of Malachai's organs to gain access to the Black Core. Find the remaining organ and deliver it to her.","","Find the remaining organ",[60],0,"[""Find the remaining organ""]",[60],[],"",[],[],8,""
369,38,4,"[702,700,803]",[],"Piety requires three of Malachai's organs to gain access to the Black Core. Deliver the remaining organs to her.","","Deliver the organs to Piety",[60],0,"[""Deliver the organs to Piety""]",[60],[],"",[],[],8,""
370,38,5,"[702,700]",[],"Piety requires three of Malachai's organs to gain access to the Black Core. Find the remaining organ and deliver it to her.","","Find the remaining organ",[60],0,"[""Find the remaining organ""]",[60],[],"",[],[],8,""
371,38,6,"[702,701,804]",[],"Piety requires three of Malachai's organs to gain access to the Black Core. Deliver the remaining organs to her.","","Deliver the organs to Piety",[60],0,"[""Deliver the organs to Piety""]",[60],[],"",[],[],8,""
372,38,7,"[702,701]",[],"Piety requires three of Malachai's organs to gain access to the Black Core. Find the remaining organ and deliver it to her.","","Find the remaining organ",[60],0,"[""Find the remaining organ""]",[60],[],"",[],[],8,""
373,38,8,"[700,803,802]",[],"Piety requires three of Malachai's organs to gain access to the Black Core. Deliver the remaining organ to her.","","Deliver the organ to Piety",[60],0,"[""Deliver the organ to Piety""]",[60],[],"",[],[],8,""
374,38,9,"[700,803]",[],"Piety requires three of Malachai's organs to gain access to the Black Core. Find the remaining organ and deliver it to her.","","Find the remaining organ",[60],0,"[""Find the remaining organ""]",[60],[],"",[],[],8,""
375,38,10,"[700,802]",[],"Piety requires three of Malachai's organs to gain access to the Black Core. Find the remaining organ and deliver it to her.","","Find the remaining organ",[60],0,"[""Find the remaining organ""]",[60],[],"",[],[],8,""
376,38,11,"[701,802,804]",[],"Piety requires three of Malachai's organs to gain access to the Black Core. Deliver the remaining organ to her.","","Deliver the organ to Piety",[60],0,"[""Deliver the organ to Piety""]",[60],[],"",[],[],8,""
377,38,12,"[701,804]",[],"Piety requires three of Malachai's organs to gain access to the Black Core. Find the remaining organ and deliver it to her.","","Find the remaining organ",[60],0,"[""Find the remaining organ""]",[60],[],"",[],[],8,""
378,38,13,"[701,802]",[],"Piety requires three of Malachai's organs to gain access to the Black Core. Find the remaining organ and deliver it to her.","","Find the remaining organ",[60],0,"[""Find the remaining organ""]",[60],[],"",[],[],8,""
379,38,14,"[702,803,804]",[],"Piety requires three of Malachai's organs to gain access to the Black Core. Deliver the remaining organ to her.","","Deliver the organ to Piety",[60],0,"[""Deliver the organ to Piety""]",[60],[],"",[],[],8,""
380,38,15,"[702,804]",[],"Piety requires three of Malachai's organs to gain access to the Black Core. Find the remaining organ and deliver it to her.","","Find the remaining organ",[60],0,"[""Find the remaining organ""]",[60],[],"",[],[],8,""
