"rownum","Id","AlternateTreeVersionsKey","Name","PassiveType","StatsKeys","Stat1Min","Stat1Max","Stat2Min","Stat2Max","i32","i32","i32","i32","i32","i32","i32","i32","SpawnWeight","i32","RandomMin","RandomMax","FlavourText","DDSIcon","AchievementItemsKeys","i32","i32"
124,"eternal_notable_shock_2",5,"Rural Life",[3],[193],80,80,0,0,0,0,0,0,0,0,0,0,50,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
125,"eternal_notable_block_1",5,"City Walls",[3],[1082],8,8,0,0,0,0,0,0,0,0,0,0,20,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
126,"eternal_notable_block_2",5,"Sceptre Pinnacle",[3],[2091],8,8,0,0,0,0,0,0,0,0,0,0,20,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
127,"eternal_notable_dodge_1",5,"Secret Tunnels",[3],[620],20,20,0,0,0,0,0,0,0,0,0,0,20,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
128,"eternal_notable_dodge_2",5,"Purity Rebel",[3],[14805],12,12,0,0,0,0,0,0,0,0,0,0,20,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
129,"eternal_notable_aura_1",5,"Superiority",[3],[3844],12,12,0,0,0,0,0,0,0,0,0,0,20,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
130,"eternal_notable_minion_1",5,"Slum Lord",[3],[488],80,80,0,0,0,0,0,0,0,0,0,0,40,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
131,"eternal_notable_minion_2",5,"Axiom Warden",[3],[159],80,80,0,0,0,0,0,0,0,0,0,0,40,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
132,"eternal_notable_spell_1",5,"Gemling Inquisition",[3],[25],80,80,0,0,0,0,0,0,0,0,0,0,50,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
133,"eternal_notable_spell_2",5,"Gemling Ambush",[3],[556],80,80,0,0,0,0,0,0,0,0,0,0,30,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
134,"eternal_notable_fire_attack_1",5,"Night of a Thousand Ribbons",[3],[6054],80,80,0,0,0,0,0,0,0,0,0,0,30,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
135,"eternal_notable_cold_attack_1",5,"Bloody Flowers' Rebellion",[3],[6055],80,80,0,0,0,0,0,0,0,0,0,0,30,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
136,"eternal_notable_lightning_attack_1",5,"Chitus' Heart",[3],[6056],80,80,0,0,0,0,0,0,0,0,0,0,30,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
137,"eternal_notable_physical_damage_1",5,"Gemling Training",[3],[26],80,80,0,0,0,0,0,0,0,0,0,0,30,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
138,"eternal_notable_physical_damage_2",5,"Rigwald's Might",[3],[490],80,80,0,0,0,0,0,0,0,0,0,0,50,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
139,"eternal_notable_bleed_damage_1",5,"Geofri's End",[3],"[6048,9100]",50,50,10,10,0,0,0,0,0,0,0,0,30,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
140,"eternal_notable_projectile_attack_damage_1",5,"Lioneye's Focus",[3],[4952],80,80,0,0,0,0,0,0,0,0,0,0,50,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
141,"eternal_notable_attack_speed_1",5,"Voll's Coup",[3],[70],15,15,0,0,0,0,0,0,0,0,0,0,35,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
142,"eternal_notable_cast_speed_1",5,"Dialla's Wit",[3],[216],15,15,0,0,0,0,0,0,0,0,0,0,35,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
143,"eternal_notable_rarity_1",5,"Discerning Taste",[3],[153],40,40,0,0,0,0,0,0,0,0,0,0,25,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
144,"eternal_notable_armour_1",5,"Gleaming Legion",[3],[117],80,80,0,0,0,0,0,0,0,0,0,0,50,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
145,"eternal_notable_evasion_1",5,"Shadowy Streets",[3],[120],80,80,0,0,0,0,0,0,0,0,0,0,50,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
146,"eternal_notable_fire_resistance_1",5,"Crematorium Worker",[3],[144],50,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
147,"eternal_notable_cold_resistance_1",5,"Street Urchin",[3],[146],50,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
148,"eternal_notable_lightning_resistance_1",5,"Baleful Augmentation",[3],[148],50,50,0,0,0,0,0,0,0,0,0,0,50,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
149,"eternal_notable_chaos_resistance_1",5,"With Eyes Open",[3],[150],37,37,0,0,0,0,0,0,0,0,0,0,40,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
150,"eternal_notable_life_1",5,"Robust Diet",[3],[124],10,10,0,0,0,0,0,0,0,0,0,0,40,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
151,"eternal_notable_mana_1",5,"Pooled Resources",[3],[128],30,30,0,0,0,0,0,0,0,0,0,0,30,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
152,"eternal_notable_mana_regen_1",5,"Laureate",[3],[130],50,50,0,0,0,0,0,0,0,0,0,0,30,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
153,"eternal_notable_accuracy_1",5,"War Games",[3],[84],25,25,0,0,0,0,0,0,0,0,0,0,30,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireOffensiveNotable.dds",[],0,100
154,"eternal_notable_flask_duration_1",5,"Freshly Brewed",[3],[739],20,20,0,0,0,0,0,0,0,0,0,0,30,0,0,0,"","Art/2DArt/SkillIcons/passives/EternalEmpireDefensiveNotable.dds",[],0,100
