"rownum","Id","i32","i32","Name","CompletionsRequired","AchievementsKey","bool","bool","bool","bool"
1041,"FullClearRareUnidMapTier11_3",1,58,"Academy Map",1,17,"",1,"",1
1042,"FullClearRareUnidMapTier12_1",1,59,"Shipyard Map",1,17,"",1,"",1
1043,"FullClearRareUnidMapTier12_2",1,60,"Shrine Map",1,17,"",1,"",1
1044,"FullClearRareUnidMapTier13_1",1,61,"Palace Map",1,17,"",1,"",1
1045,"FullClearRareUnidMapTier13_2",1,62,"Courtyard Map",1,17,"",1,"",1
1046,"HaveSeasonRaceReward1",8,63,"",1,18,"",1,"",1
1047,"HaveSeasonRaceReward2",8,71,"",1,18,"",1,"",1
1048,"HaveSeasonRaceReward3",8,79,"",1,18,"",1,"",1
1049,"HaveSeasonRaceReward4",8,87,"",1,18,"",1,"",1
1050,"HaveSeasonRaceReward5",8,95,"",1,18,"",1,"",1
1051,"HaveSeasonRaceReward6",8,103,"",1,18,"",1,"",1
1052,"HaveSeasonRaceReward7",8,111,"",1,18,"",1,"",1
1053,"HaveSeasonRaceReward8",8,119,"",1,18,"",1,"",1
1054,"HaveSeasonPVPReward1",8,127,"",1,19,"",1,"",1
1055,"HaveSeasonPVPReward2",8,135,"",1,19,"",1,"",1
1056,"HaveSeasonPVPReward3",8,143,"",1,19,"",1,"",1
1057,"HaveSeasonPVPReward4",8,151,"",1,19,"",1,"",1
1058,"HaveSeasonPVPReward5",8,159,"",1,19,"",1,"",1
1059,"HaveSeasonPVPReward6",8,167,"",1,19,"",1,"",1
1060,"FirstInRaceStr",1,175,"Marauder",1,20,"",1,"",1
1061,"FirstInRaceDex",1,176,"Ranger",1,20,"",1,"",1
1062,"FirstInRaceInt",1,177,"Witch",1,20,"",1,"",1
1063,"FirstInRaceStrDex",1,178,"Duelist",1,20,"",1,"",1
1064,"FirstInRaceStrInt",1,179,"Templar",1,20,"",1,"",1
1065,"FirstInRaceDexInt",1,180,"Shadow",1,20,"",1,"",1
1066,"FirstInRaceStrDexInt",1,181,"Scion",1,20,"",1,"",1
1067,"HaveCurrencyArmourQuality",8,182,"Armourer's Scrap",1,21,"",1,"",1
1068,"HaveCurrencyDuplicate",8,190,"Mirror of Kalandra",1,21,"",1,"",1
1069,"HaveCurrencyIdentification",8,198,"Scroll of Wisdom",1,21,"",1,"",1
1070,"HaveCurrencyPassiveRefund",8,206,"Orb of Regret",1,21,"",1,"",1
1071,"HaveCurrencyRerollRare",8,214,"Chaos Orb",1,21,"",1,"",1
1072,"HaveCurrencyUpgradeRandomly",8,222,"Orb of Chance",1,21,"",1,"",1
1073,"HaveCurrencyUpgradeToMagic",8,230,"Orb of Transmutation",1,21,"",1,"",1
1074,"HaveCurrencyUpgradeToRare",8,238,"Orb of Alchemy",1,21,"",1,"",1
1075,"HaveCurrencyWeaponQuality",8,246,"Blacksmith's Whetstone",1,21,"",1,"",1
1076,"HaveCurrencyAddModToMagic",8,254,"Orb of Augmentation",1,21,"",1,"",1
1077,"HaveCurrencyRerollMagic",8,262,"Orb of Alteration",1,21,"",1,"",1
1078,"HaveCurrencyConvertToNormal",8,270,"Orb of Scouring",1,21,"",1,"",1
1079,"HaveCurrencyAddModToRare",8,278,"Exalted Orb",1,21,"",1,"",1
1080,"HaveCurrencyUpgradeMagicToRare",8,286,"Regal Orb",1,21,"",1,"",1
1081,"HaveCurrencyPortal",8,294,"Portal Scroll",1,21,"",1,"",1
1082,"HaveCurrencyFlaskQuality",8,302,"Glassblower's Bauble",1,21,"",1,"",1
1083,"HaveCurrencyGemQuality",8,310,"Gemcutter's Prism",1,21,"",1,"",1
1084,"HaveCurrencyMapQuality",8,318,"Cartographer's Chisel",1,21,"",1,"",1
1085,"HaveCurrencyRerollSocketColours",8,326,"Chromatic Orb",1,21,"",1,"",1
1086,"HaveCurrencyRerollSocketLinks",8,334,"Orb of Fusing",1,21,"",1,"",1
1087,"HaveCurrencyRerollSocketNumbers",8,342,"Jeweller's Orb",1,21,"",1,"",1
1088,"HaveCurrencyModValues",8,350,"Divine Orb",1,21,"",1,"",1
1089,"HaveCurrencyRerollImplicit",8,358,"Blessed Orb",1,21,"",1,"",1
1090,"HaveCurrencyIdentificationShard",8,366,"Scroll Fragment",1,21,"",1,"",1
1091,"HaveCurrencyUpgradeToMagicShard",8,374,"Transmutation Shard",1,21,"",1,"",1
1092,"HaveCurrencyRerollMagicShard",8,382,"Alteration Shard",1,21,"",1,"",1
1093,"HaveCurrencyUpgradeToRareShard",8,390,"Alchemy Shard",1,21,"",1,"",1
1094,"HaveCurrencyImprintOrb",8,398,"Eternal Orb",1,21,"",1,"",1
1095,"Level95StrDex",1,406,"Duelist",1,22,"",1,"",1
1096,"Level95Str",1,407,"Marauder",1,22,"",1,"",1
1097,"Level95Dex",1,408,"Ranger",1,22,"",1,"",1
1098,"Level95DexInt",1,409,"Shadow",1,22,"",1,"",1
1099,"Level95StrInt",1,410,"Templar",1,22,"",1,"",1
1100,"Level95Int",1,411,"Witch",1,22,"",1,"",1
1101,"DominationNemesisGuildHaveUniqueHelmetStr3",8,412,"Abyssus",1,23,"",1,"",1
1102,"DominationNemesisGuildHaveUniqueMap4",8,420,"Acton's Nightmare",1,23,"",1,"",1
1103,"DominationNemesisGuildHaveUniqueShieldStrInt4",8,428,"Aegis Aurora",1,23,"",1,"",1
1104,"DominationNemesisGuildHaveUniqueClaw6_",8,436,"Al Dhih",1,23,"",1,"",1
1105,"DominationNemesisGuildHaveUniqueHelmetDex5",8,444,"Alpha's Howl",1,23,"",1,"",1
1106,"DominationNemesisGuildHaveUniqueBodyStrInt2",8,452,"Ambu's Charge",1,23,"",1,"",1
1107,"DominationNemesisGuildHaveUniqueRing3",8,460,"Andvarius",1,23,"",1,"",1
1108,"DominationNemesisGuildHaveUniqueAmulet4",8,468,"Araku Tiki",1,23,"",1,"",1
1109,"DominationNemesisGuildHaveUniqueGlovesInt3",8,476,"Asenath's Gentle Touch",1,23,"",1,"",1
1110,"DominationNemesisGuildHaveUniqueIntHelmet2",8,484,"Asenath's Mark",1,23,"",1,"",1
1111,"DominationNemesisGuildHaveUniqueBodyDex3",8,492,"Ashrend",1,23,"",1,"",1
1112,"DominationNemesisGuildHaveUniqueAmulet8",8,500,"Astramentis",1,23,"",1,"",1
1113,"DominationNemesisGuildHaveUniqueAmulet10",8,508,"Atziri's Foible",1,23,"",1,"",1
1114,"DominationNemesisGuildHaveUniqueShieldDex3",8,516,"Atziri's Mirror",1,23,"",1,"",1
1115,"DominationNemesisGuildHaveUniqueGlovesStrDex2",8,524,"Aurseize",1,23,"",1,"",1
1116,"DominationNemesisGuildHaveUniqueRapier2",8,532,"Aurumvorax",1,23,"",1,"",1
1117,"DominationNemesisGuildHaveUniqueBelt5",8,540,"Auxium",1,23,"",1,"",1
1118,"DominationNemesisGuildHaveUniqueRing19",8,548,"Berek's Grip",1,23,"",1,"",1
1119,"DominationNemesisGuildHaveUniqueRing18",8,556,"Berek's Pass",1,23,"",1,"",1
1120,"DominationNemesisGuildHaveUniqueRing20",8,564,"Berek's Respite",1,23,"",1,"",1
1121,"DominationNemesisGuildHaveUniqueQuiver1",8,572,"Blackgleam",1,23,"",1,"",1
1122,"DominationNemesisGuildHaveUniqueRing1",8,580,"Blackheart",1,23,"",1,"",1
1123,"DominationNemesisGuildHaveUniqueFlask3",8,588,"Blood of the Karui",1,23,"",1,"",1
1124,"DominationNemesisGuildHaveUniqueClaw3",8,596,"Bloodseeker",1,23,"",1,"",1
1125,"DominationNemesisGuildHaveUniqueBootsInt4",8,604,"Bones of Ullr",1,23,"",1,"",1
1126,"DominationNemesisGuildHaveUniqueBodyStr2",8,612,"Bramblejack",1,23,"",1,"",1
1127,"DominationNemesisGuildHaveUniqueOneHandMace1",8,620,"Brightbeak",1,23,"",1,"",1
1128,"DominationNemesisGuildHaveUniqueQuiver2",8,628,"Broadstroke",1,23,"",1,"",1
1129,"DominationNemesisGuildHaveUniqueBodyDex5",8,636,"Bronn's Lithe",1,23,"",1,"",1
1130,"DominationNemesisGuildHaveUniqueBodyDexInt1_",8,644,"Carcass Jack",1,23,"",1,"",1
1131,"DominationNemesisGuildHaveUniqueAmulet9",8,652,"Carnage Heart",1,23,"",1,"",1
1132,"DominationNemesisGuildHaveUniqueShieldStr3",8,660,"Chernobog's Pillar",1,23,"",1,"",1
1133,"DominationNemesisGuildHaveUniqueBow6",8,668,"Chin Sol",1,23,"",1,"",1
1134,"DominationNemesisGuildHaveUniqueIntHelmet3",8,676,"Chitus' Apex",1,23,"",1,"",1
1135,"DominationNemesisGuildHaveUniqueTwoHandMace5",8,684,"Chober Chaber",1,23,"",1,"",1
1136,"DominationNemesisGuildHaveUniqueBodyDexInt2",8,692,"Cloak of Defiance",1,23,"",1,"",1
1137,"DominationNemesisGuildHaveUniqueBodyInt2",8,700,"Cloak of Flame",1,23,"",1,"",1
1138,"DominationNemesisGuildHaveUniqueShieldDex2",8,708,"Crest of Perandus",1,23,"",1,"",1
1139,"DominationNemesisGuildHaveUniqueIntHelmet1",8,716,"Crown of Thorns",1,23,"",1,"",1
1140,"DominationNemesisGuildHaveUniqueClaw7",8,724,"Cybil's Paw",1,23,"",1,"",1
1141,"DominationNemesisGuildHaveUniqueShieldStrDex1",8,732,"Daresso's Courage",1,23,"",1,"",1
1142,"DominationNemesisGuildHaveUniqueBootsStrDex2",8,740,"Darkray Vectors",1,23,"",1,"",1
1143,"DominationNemesisGuildHaveUniqueBow5",8,748,"Darkscorn",1,23,"",1,"",1
1144,"DominationNemesisGuildHaveUniqueBow3",8,756,"Death's Harp",1,23,"",1,"",1
1145,"DominationNemesisGuildHaveUniqueBodyStr3",8,764,"Death's Oath",1,23,"",1,"",1
1146,"DominationNemesisGuildHaveUniqueBootsDex6",8,772,"Deerstalker",1,23,"",1,"",1
1147,"DominationNemesisGuildHaveUniqueHelmetStrDex3",8,780,"Deidbell",1,23,"",1,"",1
1148,"DominationNemesisGuildHaveUniqueGlovesStr2",8,788,"Deshret's Vise",1,23,"",1,"",1
1149,"DominationNemesisGuildHaveUniqueHelmetStrDex2",8,796,"Devoto's Devotion",1,23,"",1,"",1
1150,"DominationNemesisGuildHaveUniqueDagger1",8,804,"Divinarius",1,23,"",1,"",1
1151,"DominationNemesisGuildHaveUniqueFlask1",8,812,"Divination Distillate",1,23,"",1,"",1
1152,"DominationNemesisGuildHaveUniqueRing4",8,820,"Doedre's Damning",1,23,"",1,"",1
1153,"DominationNemesisGuildHaveUniqueGlovesInt2",8,828,"Doedre's Tenure",1,23,"",1,"",1
1154,"DominationNemesisGuildHaveUniqueRing5",8,836,"Dream Fragments",1,23,"",1,"",1
1155,"DominationNemesisGuildHaveUniqueOneHandAxe2",8,844,"Dyadus",1,23,"",1,"",1
1156,"DominationNemesisGuildHaveUniqueOneHandSword2",8,852,"Ephemeral Edge",1,23,"",1,"",1
1157,"DominationNemesisGuildHaveUniqueClaw1",8,860,"Essentia Sanguis",1,23,"",1,"",1
1158,"DominationNemesisGuildHaveUniqueAmulet6",8,868,"Eye of Chayula",1,23,"",1,"",1
1159,"DominationNemesisGuildHaveUniqueHelmetStr1",8,876,"Ezomyte Peak",1,23,"",1,"",1
1160,"DominationNemesisGuildHaveUniqueGlovesDexInt2",8,884,"Facebreaker",1,23,"",1,"",1
1161,"DominationNemesisGuildHaveUniqueDexHelmet1",8,892,"Fairgraves' Tricorne",1,23,"",1,"",1
1162,"DominationNemesisGuildHaveUniqueBodyDex4",8,900,"Foxshade",1,23,"",1,"",1
1163,"DominationNemesisGuildHaveUniqueTwoHandMace2",8,908,"Geofri's Baptism",1,23,"",1,"",1
1164,"DominationNemesisGuildHaveUniqueHelmetStrInt2",8,916,"Geofri's Crest",1,23,"",1,"",1
1165,"DominationNemesisGuildHaveUniqueHelmetDex3",8,924,"Goldrim",1,23,"",1,"",1
1166,"DominationNemesisGuildHaveUniqueBootsDex2",8,932,"Goldwyrm",1,23,"",1,"",1
1167,"DominationNemesisGuildHaveUniqueBelt7",8,940,"Headhunter",1,23,"",1,"",1
1168,"DominationNemesisGuildHaveUniqueDagger4",8,948,"Heartbreaker",1,23,"",1,"",1
1169,"DominationNemesisGuildHaveUniqueDexHelmet2",8,956,"Heatshiver",1,23,"",1,"",1
1170,"DominationNemesisGuildHaveUniqueHelmetStrInt1",8,964,"Honourhome",1,23,"",1,"",1
1171,"DominationNemesisGuildHaveUniqueTwoHandMace1",8,972,"Hrimnor's Hymn",1,23,"",1,"",1
1172,"DominationNemesisGuildHaveUniqueStrHelmet2",8,980,"Hrimnor's Resolve",1,23,"",1,"",1
1173,"DominationNemesisGuildHaveUniqueGlovesDex1",8,988,"Hrimsorrow",1,23,"",1,"",1
1174,"DominationNemesisGuildHaveUniqueBodyDex1",8,996,"Hyrri's Ire",1,23,"",1,"",1
1175,"DominationNemesisGuildHaveUniqueBodyStrInt3",8,1004,"Icetomb",1,23,"",1,"",1
1176,"DominationNemesisGuildHaveUniqueBelt8",8,1012,"Immortal Flesh",1,23,"",1,"",1
1177,"DominationNemesisGuildHaveUniqueBodyInt4",8,1020,"Infernal Mantle",1,23,"",1,"",1
1178,"DominationNemesisGuildHaveUniqueBow7",8,1028,"Infractem",1,23,"",1,"",1
1179,"DominationNemesisGuildHaveUniqueShieldDex1",8,1036,"Kaltenhalt",1,23,"",1,"",1
1180,"DominationNemesisGuildHaveUniqueBodyStr1",8,1044,"Kaom's Heart",1,23,"",1,"",1
1181,"DominationNemesisGuildHaveUniqueTwoHandAxe1",8,1052,"Kaom's Primacy",1,23,"",1,"",1
1182,"DominationNemesisGuildHaveUniqueRing2",8,1060,"Kaom's Sign",1,23,"",1,"",1
1183,"DominationNemesisGuildHaveUniqueAmulet5",8,1068,"Karui Ward",1,23,"",1,"",1
1184,"DominationNemesisGuildHaveUniqueTwoHandMace6",8,1076,"Kongor's Undying Rage",1,23,"",1,"",1
1185,"DominationNemesisGuildHaveUniqueClaw4",8,1084,"Last Resort",1,23,"",1,"",1
1186,"DominationNemesisGuildHaveUniqueFlask4",8,1092,"Lavianga's Spirit",1,23,"",1,"",1
1187,"DominationNemesisGuildHaveUniqueRing6",8,1100,"Le Heup of All",1,23,"",1,"",1
1188,"DominationNemesisGuildHaveUniqueHelmetDexInt2",8,1108,"Leer Cast",1,23,"",1,"",1
1189,"DominationNemesisGuildHaveUniqueBodyStrInt4",8,1116,"Lightbane Raiment",1,23,"",1,"",1
1190,"DominationNemesisGuildHaveUniqueBodyStrDex2",8,1124,"Lightning Coil",1,23,"",1,"",1
1191,"DominationNemesisGuildHaveUniqueTwoHandAxe3",8,1132,"Limbsplit",1,23,"",1,"",1
1192,"DominationNemesisGuildHaveUniqueBow1",8,1140,"Lioneye's Glare",1,23,"",1,"",1
1193,"DominationNemesisGuildHaveUniqueBootsStrDex1",8,1148,"Lioneye's Paws",1,23,"",1,"",1
1194,"DominationNemesisGuildHaveUniqueShieldStr1",8,1156,"Lioneye's Remorse",1,23,"",1,"",1
1195,"DominationNemesisGuildHaveUniqueGlovesStr1",8,1164,"Lochtonial Caress",1,23,"",1,"",1
1196,"DominationNemesisGuildHaveUniqueRing9",8,1172,"Lori's Lantern",1,23,"",1,"",1
1197,"DominationNemesisGuildHaveUniqueMap2",8,1180,"Maelström of Chaos",1,23,"",1,"",1
1198,"DominationNemesisGuildHaveUniqueHelmetDexInt1",8,1188,"Malachai's Simula",1,23,"",1,"",1
1199,"DominationNemesisGuildHaveUniqueGlovesDex2",8,1196,"Maligaro's Virtuosity",1,23,"",1,"",1
1200,"DominationNemesisGuildHaveUniqueTwoHandMace3",8,1204,"Marohi Erqi",1,23,"",1,"",1
1201,"DominationNemesisGuildHaveUniqueShieldInt2",8,1212,"Matua Tupuna",1,23,"",1,"",1
1202,"DominationNemesisGuildHaveUniqueBelt4",8,1220,"Meginord's Girdle",1,23,"",1,"",1
1203,"DominationNemesisGuildHaveUniqueWand2",8,1228,"Midnight Bargain",1,23,"",1,"",1
1204,"DominationNemesisGuildHaveUniqueDagger2",8,1236,"Mightflay",1,23,"",1,"",1
1205,"DominationNemesisGuildHaveUniqueHelmetStrInt3",8,1244,"Mindspiral",1,23,"",1,"",1
1206,"DominationNemesisGuildHaveUniqueRing16",8,1252,"Ming's Heart",1,23,"",1,"",1
1207,"DominationNemesisGuildHaveUniqueSceptre3",8,1260,"Mon'tregul's Grasp",1,23,"",1,"",1
1208,"DominationNemesisGuildHaveUniqueWand1",8,1268,"Moonsorrow",1,23,"",1,"",1
1209,"DominationNemesisGuildHaveUniqueClaw2",8,1276,"Mortem Morsu",1,23,"",1,"",1
1210,"DominationNemesisGuildHaveUniqueSceptre2",8,1284,"Nycta's Lantern",1,23,"",1,"",1
1211,"DominationNemesisGuildHaveUniqueGlovesDexInt1",8,1292,"Ondar's Clasp",1,23,"",1,"",1
1212,"DominationNemesisGuildHaveUniqueBootsDex3",8,1300,"Ondar's Flight",1,23,"",1,"",1
1213,"DominationNemesisGuildHaveUniqueBelt3",8,1308,"Perandus Blazon",1,23,"",1,"",1
1214,"DominationNemesisGuildHaveUniqueRing14",8,1316,"Perandus Signet",1,23,"",1,"",1
1215,"DominationNemesisGuildHaveUniqueStaff3",8,1324,"Pillar of the Caged God",1,23,"",1,"",1
1216,"DominationNemesisGuildHaveUniqueMap5",8,1332,"Poorjoy's Asylum",1,23,"",1,"",1
1217,"DominationNemesisGuildHaveUniqueShieldStrInt2",8,1340,"Prism Guardian",1,23,"",1,"",1
1218,"DominationNemesisGuildHaveUniqueTwoHandMace7",8,1348,"Quecholli",1,23,"",1,"",1
1219,"DominationNemesisGuildHaveUniqueTwoHandSword4",8,1356,"Queen's Decree",1,23,"",1,"",1
1220,"DominationNemesisGuildHaveUniqueBow4",8,1364,"Quill Rain",1,23,"",1,"",1
1221,"DominationNemesisGuildHaveUniqueBootsInt5",8,1372,"Rainbowstride",1,23,"",1,"",1
1222,"DominationNemesisGuildHaveUniqueShieldInt1",8,1380,"Rathpith Globe",1,23,"",1,"",1
1223,"DominationNemesisGuildHaveUniqueHelmetDex6",8,1388,"Rat's Nest",1,23,"",1,"",1
1224,"DominationNemesisGuildHaveUniqueTwoHandAce2",8,1396,"Reaper's Pursuit",1,23,"",1,"",1
1225,"DominationNemesisGuildHaveUniqueOneHandSword3",8,1404,"Rebuke of the Vaal",1,23,"",1,"",1
1226,"DominationNemesisGuildHaveUniqueOneHandSword1",8,1412,"Redbeak",1,23,"",1,"",1
1227,"DominationNemesisGuildHaveUniqueTwoHandSword1",8,1420,"Rigvald's Charge",1,23,"",1,"",1
1228,"DominationNemesisGuildHaveUniqueHelmetInt4",8,1428,"Rime Gaze",1,23,"",1,"",1
1229,"DominationNemesisGuildHaveUniqueShieldStrInt5",8,1436,"Rise of the Phoenix",1,23,"",1,"",1
1230,"DominationNemesisGuildHaveUniqueGlovesInt1",8,1444,"Sadima's Touch",1,23,"",1,"",1
1231,"DominationNemesisGuildHaveUniqueShieldStrInt1",8,1452,"Saffell's Frame",1,23,"",1,"",1
1232,"DominationNemesisGuildHaveUniqueBootsInt3",8,1460,"Shavronne's Pace",1,23,"",1,"",1
1233,"DominationNemesisGuildHaveUniqueBodyInt1",8,1468,"Shavronne's Wrappings",1,23,"",1,"",1
1234,"DominationNemesisGuildHaveUniqueTwoHandSword2",8,1476,"Shiversting",1,23,"",1,"",1
1235,"DominationNemesisGuildHaveUniqueAmulet3",8,1484,"Sidhebreath",1,23,"",1,"",1
1236,"DominationNemesisGuildHaveUniqueBow2",8,1492,"Silverbranch",1,23,"",1,"",1
1237,"DominationNemesisGuildHaveUniqueBootsDex1",8,1500,"Sin Trek",1,23,"",1,"",1
1238,"DominationNemesisGuildHaveUniqueGlovesStrDex1",8,1508,"Slitherpinch",1,23,"",1,"",1
1239,"DominationNemesisGuildHaveUniqueBodyInt7",8,1516,"Soul Mantle",1,23,"",1,"",1
1240,"DominationNemesisGuildHaveUniqueOneHandAxe1",8,1524,"Soul Taker",1,23,"",1,"",1
1241,"DominationNemesisGuildHaveUniqueShieldStrInt3",8,1532,"Springleaf",1,23,"",1,"",1
1242,"DominationNemesisGuildHaveUniqueHelmetDex4",8,1540,"Starkonja's Head",1,23,"",1,"",1
1243,"DominationNemesisGuildHaveUniqueAmulet1",8,1548,"Stone of Lazhwar",1,23,"",1,"",1
1244,"DominationNemesisGuildHaveUniqueBow8",8,1556,"Storm Cloud",1,23,"",1,"",1
1245,"DominationNemesisGuildHaveUniqueBelt6",8,1564,"Sunblast",1,23,"",1,"",1
1246,"DominationNemesisGuildHaveUniqueBootsDexInt1",8,1572,"Sundance",1,23,"",1,"",1
1247,"DominationNemesisGuildHaveUniqueBodyInt6",8,1580,"Tabula Rasa",1,23,"",1,"",1
1248,"DominationNemesisGuildHaveUniqueStaff2",8,1588,"Taryn's Shiver",1,23,"",1,"",1
1249,"DominationNemesisGuildHaveUniqueTwoHandSword3",8,1596,"Terminus Est",1,23,"",1,"",1
1250,"DominationNemesisGuildHaveUniqueAmulet16",8,1604,"The Anvil",1,23,"",1,"",1
1251,"DominationNemesisGuildHaveUniqueBootsDex4",8,1612,"The Blood Dance",1,23,"",1,"",1
1252,"DominationNemesisGuildHaveUniqueTwoHandAxe4",8,1620,"The Blood Reaper",1,23,"",1,"",1
1253,"DominationNemesisGuildHaveUniqueHelmetStrDex4",8,1628,"The Bringer of Rain",1,23,"",1,"",1
1254,"DominationNemesisGuildHaveUniqueBodyInt3",8,1636,"The Covenant",1,23,"",1,"",1
1255,"DominationNemesisGuildHaveUniqueMap3",8,1644,"The Coward's Trial",1,23,"",1,"",1
1256,"DominationNemesisGuildHaveUniqueRapier1",8,1652,"The Goddess Bound",1,23,"",1,"",1
1257,"DominationNemesisGuildHaveUniqueOneHandSword4",8,1660,"The Goddess Scorned",1,23,"",1,"",1
1258,"DominationNemesisGuildHaveUniqueHelmetDexInt3",8,1668,"The Gull",1,23,"",1,"",1
1259,"DominationNemesisGuildHaveUniqueAmulet7",8,1676,"The Ignomon",1,23,"",1,"",1
1260,"DominationNemesisGuildHaveUniqueBelt2",8,1684,"The Magnate",1,23,"",1,"",1
1261,"DominationNemesisGuildHaveUniqueStrDexHelmet1",8,1692,"The Peregrine",1,23,"",1,"",1
1262,"DominationNemesisGuildHaveUniqueStaff1",8,1700,"The Searing Touch",1,23,"",1,"",1
1263,"DominationNemesisGuildHaveUniqueSceptre1",8,1708,"The Supreme Truth",1,23,"",1,"",1
1264,"DominationNemesisGuildHaveUniqueRing21",8,1716,"The Taming",1,23,"",1,"",1
1265,"DominationNemesisGuildHaveUniqueRing7",8,1724,"Thief's Torment",1,23,"",1,"",1
1266,"DominationNemesisGuildHaveUniqueBodyInt5",8,1732,"Thousand Ribbons",1,23,"",1,"",1
1267,"DominationNemesisGuildHaveUniqueGlovesDexInt3",8,1740,"Thunderfist",1,23,"",1,"",1
1268,"DominationNemesisGuildHaveUniqueShieldStr2",8,1748,"Titucius' Span",1,23,"",1,"",1
1269,"DominationNemesisGuildHaveUniqueDagger3",8,1756,"Ungil's Gauche",1,23,"",1,"",1
1270,"DominationNemesisGuildHaveUniqueMap1",8,1764,"Vaults of Atziri",1,23,"",1,"",1
1271,"DominationNemesisGuildHaveUniqueWand3",8,1772,"Void Battery",1,23,"",1,"",1
1272,"DominationNemesisGuildHaveUniqueGlovesInt6",8,1780,"Voidbringer",1,23,"",1,"",1
1273,"DominationNemesisGuildHaveUniqueTwoHandMace4",8,1788,"Voidhome",1,23,"",1,"",1
1274,"DominationNemesisGuildHaveUniqueBodyStrInt1",8,1796,"Voll's Protector",1,23,"",1,"",1
1275,"DominationNemesisGuildHaveUniqueBow10",8,1804,"Voltaxic Rift",1,23,"",1,"",1
1276,"DominationNemesisGuildHaveUniqueBootsStrInt1",8,1812,"Wake of Destruction",1,23,"",1,"",1
1277,"DominationNemesisGuildHaveUniqueBootsInt2",8,1820,"Wanderlust",1,23,"",1,"",1
1278,"DominationNemesisGuildHaveUniqueTwoHandAxe5",8,1828,"Wideswing",1,23,"",1,"",1
1279,"DominationNemesisGuildHaveUniqueBootsStr1",8,1836,"Windscream",1,23,"",1,"",1
1280,"DominationNemesisGuildHaveUniqueBootsInt1",8,1844,"Wondertrap",1,23,"",1,"",1
1281,"DominationNemesisGuildHaveUniqueBelt1",8,1852,"Wurm's Molt",1,23,"",1,"",1
1282,"DominationNemesisGuildHaveUniqueBodyInt8",8,1860,"Zahndethus' Cassock",1,23,"",1,"",1
1283,"Level90Ambush",1,0,"Ambush",1,27,"",1,"",1
1284,"Level90Invasion",1,1,"Invasion",1,27,"",1,"",1
1285,"AmbushInvasionUseCurrencyIdentification",1,2,"Scroll of Wisdom",1,30,"",1,"",1
1286,"AmbushInvasionUseCurrencyPortal",1,3,"Portal Scroll",1,30,"",1,"",1
1287,"AmbushInvasionUseCurrencyUpgradeToMagic",1,4,"Orb of Transmutation",1,30,"",1,"",1
1288,"AmbushInvasionUseCurrencyAddModToMagic",1,5,"Orb of Augmentation",1,30,"",1,"",1
1289,"AmbushInvasionUseCurrencyArmourQuality",1,6,"Armourer's Scrap",1,30,"",1,"",1
1290,"AmbushInvasionUseCurrencyWeaponQuality",1,7,"Blacksmith's Whetstone",1,30,"",1,"",1
1291,"AmbushInvasionUseCurrencyRerollMagic",1,8,"Orb of Alteration",1,30,"",1,"",1
1292,"AmbushInvasionUseCurrencyRerollSocketColours",1,9,"Chromatic Orb",1,30,"",1,"",1
1293,"AmbushInvasionUseCurrencyFlaskQuality",1,10,"Glassblower's Bauble",1,30,"",1,"",1
1294,"AmbushInvasionUseCurrencyRerollSocketNumbers",1,11,"Jeweller's Orb",1,30,"",1,"",1
1295,"AmbushInvasionUseCurrencyUpgradeRandomly",1,12,"Orb of Chance",1,30,"",1,"",1
1296,"AmbushInvasionUseCurrencyRerollSocketLinks",1,13,"Orb of Fusing",1,30,"",1,"",1
1297,"AmbushInvasionUseCurrencyConvertToNormal",1,14,"Orb of Scouring",1,30,"",1,"",1
1298,"AmbushInvasionUseCurrencyUpgradeToRare",1,15,"Orb of Alchemy",1,30,"",1,"",1
1299,"AmbushInvasionUseCurrencyMapQuality",1,16,"Cartographer's Chisel",1,30,"",1,"",1
1300,"AmbushInvasionUseCurrencyPassiveRefund",1,17,"Orb of Regret",1,30,"",1,"",1
1301,"AmbushInvasionUseCurrencyRerollRare",1,18,"Chaos Orb",1,30,"",1,"",1
1302,"AmbushInvasionUseCurrencyUpgradeMagicToRare",1,19,"Regal Orb",1,30,"",1,"",1
1303,"AmbushInvasionUseCurrencyGemQuality",1,20,"Gemcutter's Prism",1,30,"",1,"",1
1304,"AmbushInvasionUseCurrencyRerollImplicit",1,21,"Blessed Orb",1,30,"",1,"",1
1305,"AmbushInvasionUseCurrencyModValues",1,22,"Divine Orb",1,30,"",1,"",1
1306,"AmbushInvasionUseCurrencyAddModToRare",1,23,"Exalted Orb",1,30,"",1,"",1
1307,"AmbushInvasionUseCurrencyImprintOrb",1,24,"Eternal Orb",1,30,"",1,"",1
1308,"AmbushInvasionUseCurrencyCorrupt",1,25,"Vaal Orb",1,30,"",1,"",1
1309,"AmbushInvasionRecipeCurrencyIdentificationShard",1,26,"Scroll Fragment",1,31,"",1,"",1
1310,"AmbushInvasionRecipeCurrencyUpgradeToMagicShard",1,27,"Transmutation Shard",1,31,"",1,"",1
1311,"AmbushInvasionRecipeCurrencyRerollMagicShard",1,28,"Alteration Shard",1,31,"",1,"",1
1312,"AmbushInvasionRecipeCurrencyUpgradeToRareShard",1,29,"Alchemy Shard",1,31,"",1,"",1
1313,"AmbushInvasionRecipeCurrencyIdentification",1,30,"Scroll of Wisdom",1,31,"",1,"",1
