"rownum","Id","PositionX","PositionY","i32","i32","[rid]","string","string","[rid]","i32","[rid]","[rid]","rid","string","i32","i32","string","rid","rid","string","bool","i32","i32"
97,"G2_town_marker_keth",101,0,0,0,[],"Keth","",[1527],2,[72],[],"","",107,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerKeth","","","","",4119,4119
98,"G2_town_marker_badlands",101,0,0,0,[],"Mastodon Badlands","",[1527],2,[72],[],"","",107,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerBadlands","","","","",4119,4119
99,"G2_town_marker_titans",101,0,0,0,[],"Valley of the Titans","",[1527],2,[72],[],"","",107,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerTitans","","","","",4119,4119
100,"G2_town_marker_spires",101,0,0,0,[],"Deshar","",[4565],2,[72],[],"","",107,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerSpires","","","","",4119,4119
101,"G2_town_marker_dreadnought",101,0,0,0,[],"The Dreadnought","",[4582],2,[72],[],"","",107,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerDreadnought","","","","",4119,4119
102,"G2_town_marker_ascendancy",101,0,0,0,[],"Trial of the Sekhemas","",[4539],2,[72],[],"","",107,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerAscendancy","","","","",4119,4119
103,"G2_town_marker_toact3",101,0,0,0,[],"Sandswept Marsh","",[72],2,[72],[],"","",107,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTownMarkerToAct3","","","","",4119,4119
104,"G2_1",102,0,0,0,[102],"Vastiri Outskirts","Corruption has come to the desert, but these sands have always been red.",[2906],2,[2906],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinOutpost","","","","",4119,4119
105,"G2_1_Rathbreaker",102,0,0,0,[],"Rathbreaker","...howls echo across the barrens...",[2906],2,[72],[4322],"","WorldMapContentBoss",104,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinRathbreaker",0,"","","",4119,4119
106,"G2_1_RathbreakerSlain",102,0,0,0,[],"Rathbreaker","Only silence lurks now.",[4322],2,[72],[],"","WorldMapContentBossDone",104,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinRathbreaker",0,"","","",4119,4119
107,"G2_town",101,0,0,0,[101],"The Ardura Caravan","Brutal restraint makes life in the desert possible.",[2906],2,[2907],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTown","",3725,"War taught the Maraketh the difference between pragmatism and cruelty. Peace demands they remember that lesson.","",4119,4119
108,"G2_2",103,0,0,0,[103],"Traitor's Passage","The fatal weakness of a great bastion is usually one of its supposed defenders.","[2908,1524]",2,[2908],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTraitorsPassage","","","",1,4119,4119
109,"G2_2_Underground",103,0,0,0,[],"Traitor's Passage","The fatal weakness of a great bastion is usually one of its supposed defenders.","[2908,1524]",2,[72],[],"","",108,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTraitorsPassageUnderground","","","","",4119,4119
110,"G2_2_Balbala",103,0,0,0,[],"Balbala, the Traitor","...the tale-women claim the traitor was bound here...",[2908],2,[72],[4792],"","WorldMapContentBossSanctum",108,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinBalbala",0,"","","",4119,4119
111,"G2_2_BalbalaSlain",103,0,0,0,[],"Balbala, the Traitor","...the traitor, once bound, has now been released...",[4792],2,[72],[],"","WorldMapContentBossSanctumDone",108,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinBalbala",0,"","","",4119,4119
112,"G2_3",104,0,0,0,[104],"The Halani Gates","Maws of stone threaten to snap shut on the unwary.",[2908],2,[2909],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinGates","","","","",4119,4119
113,"G2_3_Lim",104,0,0,0,[],"Forward Command Tents","...the bodies of the Gates' dekharas have been raised on spikes...",[2909],2,[72],[4902],"","WorldMapContentRareMonster",112,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinAncientGatesLim",0,"","","",4119,4119
114,"G2_3_LimDone",104,0,0,0,[],"Forward Command Tents","...the Impaler will rot on a spike of her own.",[4902],2,[72],[],"","WorldMapContentRareMonsterDone",112,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinAncientGatesLim",0,"","","",4119,4119
115,"G2_3_PerennialKing",104,0,0,0,[],"Jamanra, the Risen King","...claims that the Faridun hero himself led the assault...",[2909],2,[72],[3174],"","WorldMapContentBoss",112,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinPerennialKingGates",0,"","","",4119,4119
116,"G2_3_PerennialKingSlain",104,0,0,0,[],"Jamanra, the Risen King","...the coward fled rather than face another death...",[3174],2,[72],[],"","WorldMapContentBossDone",112,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinPerennialKingGates",0,"","","",4119,4119
117,"G2_3a",-16843010,-16843010,-16843010,-16843010,[105],"The Halani Gates","The flow of trade is gone, but the gates remain.","[4531,3461]",2,[4531],[1524],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinLockedGates","",3199,"The eyes of the banished glare down with spiteful satisfaction.","",4119,4119
118,"G2_4_1",107,0,0,0,[107],"Keth","These rivers now carry only tides of sand.","[3212,1527]",2,[3212],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinKeth","","","","",4119,4119
119,"G2_4_1_Kabala",107,0,0,0,[],"Kabala, Constrictor Queen","...whispers that Kabala has returned to Keth...",[3212],2,[72],[4347],"","WorldMapContentBossUpgrade",118,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinKabala",0,"","","",4119,4119
120,"G2_4_1_KabalaSlain",107,0,0,0,[],"Kabala, Constrictor Queen","...she knew the consequences...\r\n\r\n<white>{Grants Two Weapon Set Passive Skill Points}",[4347],2,[72],[],"","WorldMapContentBossUpgradeDone",118,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinKabala",0,"","","",4119,4119
121,"G2_4_1_Tomb",107,0,0,0,[],"Abandoned Shrine","...untouched by mortals for centuries at the least...",[3212],2,[72],[4900],"","WorldMapContentChest",118,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethUndergroundTomb",0,"","","",4119,4119
122,"G2_4_1_TombDone",107,0,0,0,[],"Abandoned Shrine","...untouched by mortals for centuries at the least...",[4900],2,[72],[],"","WorldMapContentChestDone",118,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethUndergroundTomb",0,"","","",4119,4119
123,"G2_4_2",108,0,0,0,[108],"The Lost City","A place of worship forgotten by the ages.",[3212],2,[3213],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinKethDungeon","","","",1,4119,4119
124,"G2_4_2_Underground",108,0,0,0,[],"The Lost City","A place of worship forgotten by the ages.",[3212],2,[72],[],"","",123,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinKethDungeonUnderground","","","","",4119,4119
125,"G2_4_2_Beetle",108,0,0,0,[],"The Galleria","...where one could once see wonders...",[3213],2,[72],[4798],"","WorldMapContentRareMonster",123,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethBeetle",0,"","","",4119,4119
126,"G2_4_2_BeetleDone",108,0,0,0,[],"The Galleria","...now nothing but an empty shell...",[4798],2,[72],[],"","WorldMapContentRareMonsterDone",123,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethBeetle",0,"","","",4119,4119
127,"G2_4_2_Ambush",108,0,0,0,[],"Golden Tomb","...if you're fool enough to try...",[3213],2,[72],[4797],"","WorldMapContentChest",123,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethTempleAmbush",0,"","","",4119,4119
128,"G2_4_2_AmbushDone",108,0,0,0,[],"Golden Tomb","...treasure for the lucky, it seems...",[4797],2,[72],[],"","WorldMapContentChestDone",123,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethTempleAmbush",0,"","","",4119,4119
129,"G2_4_3",109,0,0,0,[109],"Buried Shrines","The Seven Rivers once met below these dry stones.",[3213],2,[3586],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinKethSanctum","",3651,"In her divine slumber, Halani dreamt a thousand happy lifetimes with her son. Her nightmare only began once she awoke.",1,4119,4119
130,"G2_4_3_Underground",109,0,0,0,[],"Buried Shrines","The Seven Rivers once met below these dry stones.",[3213],2,[72],[],"","",129,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinKethSanctumUnderground","",3651,"In her divine slumber, Halani dreamt a thousand happy lifetimes with her son. Her nightmare only began once she awoke.","",4119,4119
131,"G2_4_3_ForsakenSon",109,0,0,0,[],"Azarian, the Forsaken Son","...Jamanra was not the only one brought back by Corruption...",[3586],2,[72],[4337],"","WorldMapContentBoss",129,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinForsakenSon",0,"","","",4119,4119
132,"G2_4_3_ForsakenSonSlain",109,0,0,0,[],"Azarian, the Forsaken Son","...a tragic reflection of our history...",[4337],2,[72],[],"","WorldMapContentBossDone",129,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinForsakenSon",0,"","","",4119,4119
133,"G2_4_3_Ambush",109,0,0,0,[],"Guarded Sarcophagus","...tombs were rarely left unprotected...",[3586],2,[72],[4781],"","WorldMapContentRareMonster",129,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethSanctumAmbush",0,"","","",4119,4119
134,"G2_4_3_AmbushDone",109,0,0,0,[],"Guarded Sarcophagus","...of course it was a trap!...",[4781],2,[72],[],"","WorldMapContentRareMonsterDone",129,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethSanctumAmbush",0,"","","",4119,4119
135,"G2_4_3_Offering",109,0,0,0,[],"Elemental Offering","...the gods are kind to those who choose...",[3586],2,[72],[4795],"","WorldMapContentChest",129,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethChoice",0,"","","",4119,4119
136,"G2_4_3_OfferingDone",109,0,0,0,[],"Elemental Offering","...go with their blessing...",[4795],2,[72],[],"","WorldMapContentChestDone",129,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinKethChoice",0,"","","",4119,4119
137,"G2_5_1",110,0,0,0,[110],"Mastodon Badlands","Certain places of power predate people. Certain places of death do not.","[2911,1527]",2,[2911],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinBadlands","","","","",4119,4119
138,"G2_5_1_BoneChest",110,0,0,0,[],"Shrine of Bones","...the lost-men collect many things...","[2911,1527]",2,[72],[4793],"","WorldMapContentChest",137,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinBadlandsChest",0,"","","",4119,4119
139,"G2_5_1_BoneChestDone",110,0,0,0,[],"Shrine of Bones","...the lost-men will not soon forget this lesson in blood...",[4793],2,[72],[],"","WorldMapContentChestDone",137,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinBadlandsChest",0,"","","",4119,4119
140,"G2_5_2",111,0,0,0,[111],"The Bone Pits","Dark energies lurk among ancient bones.",[2911],2,[2912],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinBonePits","","","","",4119,4119
141,"G2_5_2_Ekbab",111,0,0,0,[],"Ekbab, Ancient Steed","...truly the same Mastodon of legend?...",[2912],2,[72],[3188],"","WorldMapContentBoss",140,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinEkbab",0,"","","",4119,4119
142,"G2_5_2_EkbabSlain",111,0,0,0,[],"Ekbab, Ancient Steed","...the rest he earned...",[3188],2,[72],[],"","WorldMapContentBossDone",140,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinEkbab",0,"","","",4119,4119
143,"G2_6",112,0,0,0,[112],"Valley of the Titans","Forbidden lands hold wonders and terrors beyond explanation.","[2913,1527]",2,[2913],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTitanValley","","","","",4119,4119
144,"G2_6_FragmentAltar",112,0,0,0,[],"Medallion","...where the Third Pact was forged...",[2913],2,[72],"[4339,4341,4637,4638]","","Act2/WorldMapContentFragmentAltar",143,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinMedallion",0,"","","",4119,4119
145,"G2_6_FragmentAltarBoth",112,0,0,0,[],"Medallion","...where the Third Pact was forged...","[4339,4341]",2,[72],"[4638,4637]","","Act2/WorldMapContentFragmentAltar",143,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinMedallion",0,"","","",4119,4119
146,"G2_6_FragmentAltarLeft",-16843010,-16843010,-16843010,-16843010,[],"Medallion","...where the Third Pact was forged...",[4339],2,[72],"[4638,4637,4341]","","Act2/WorldMapContentFragmentAltarLeft",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinMedallion",2,"","","",4119,4119
147,"G2_6_FragmentAltarRight",-16843010,-16843010,-16843010,-16843010,[],"Medallion","...where the Third Pact was forged...",[4341],2,[72],"[4638,4637,4339]","","Act2/WorldMapContentFragmentAltarRight",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinMedallion",2,"","","",4119,4119
148,"G2_6_FragmentAltarLeftActive",-16843010,-16843010,-16843010,-16843010,[],"Medallion","...where the Third Pact was forged...",[4637],2,[72],[4638],"","Act2/WorldMapContentFragmentAltarLeftActive",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinMedallion",2,"","","",4119,4119
149,"G2_6_FragmentAltarRightActive",-16843010,-16843010,-16843010,-16843010,[],"Medallion","...where the Third Pact was forged...",[4638],2,[72],[4637],"","Act2/WorldMapContentFragmentAltarRightActive",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinMedallion",2,"","","",4119,4119
150,"G2_7",113,0,0,0,[113],"The Titan Grotto","Eons of silence can wear away even the strongest alliances.",[2913],2,[2914],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTitanGrotto","","","",1,4119,4119
151,"G2_7_Underground",113,0,0,0,[],"The Titan Grotto","Eons of silence can wear away even the strongest alliances.",[2913],2,[72],[],"","",150,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTitanGrottoUnderground","","","","",4119,4119
152,"G2_7_TitanAugment",113,0,0,0,[],"Titans' Treasure","...ancient relics forged in primordial fire...",[72],2,[72],[2762],"","WorldMapContentBag",150,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinTitanGrottoAugment",0,"","","",4119,4119
153,"G2_7_TitanAugmentDone",113,0,0,0,[],"Titans' Treasure","...ancient relics forged in primordial fire...",[72],2,[72],[],"","WorldMapContentBagDone",150,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinTitanGrottoAugment",0,"","","",4119,4119
154,"G2_7_TheColossus",113,0,0,0,[],"Zalmarath, the Colossus","...a champion, sent for the Rite of Flame...",[2914],2,[72],[4335],"","WorldMapContentBoss",150,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTheColossus",0,"","","",4119,4119
155,"G2_7_TheColossusSlain",113,0,0,0,[],"Zalmarath, the Colossus","...proven yourself worthy...",[4335],2,[72],[],"","WorldMapContentBossDone",150,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTheColossus",0,"","","",4119,4119
156,"G2_8",114,0,0,0,[114],"Deshar","To remember the dead, they built monuments the sand could never steal.","[2915,4565]",2,[2915],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTowers","","","","",4119,4119
157,"G2_8_FinalLetter",114,0,0,0,[],"Final Letter","...a dekhara departed for Deshar in the dead of night...",[2915],2,[72],[4333],"","Act2/WorldMapContentLetter",156,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinFinalLetter",0,"","","",4119,4119
158,"G2_8_FinalLetterDone",114,0,0,0,[],"Final Letter","...she will be remembered.\r\n\r\n<white>{Grants Two Weapon Set Passive Skill Points}",[4333],2,[72],[],"","Act2/WorldMapContentLetterDone",156,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinFinalLetter",0,"","","",4119,4119
159,"G2_8_TwinBosses",114,0,0,0,[],"Watchful Twins","...they grow fat on the flesh of the dead...",[2915],2,[72],[4977],"","WorldMapContentRareMonsterSanctum",156,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinSpiresTwinBosses",0,"","","",4119,4119
160,"G2_8_TwinBossesDone",114,0,0,0,[],"Watchful Twins","...good riddance to those carrion feeders...",[4977],2,[72],[],"","WorldMapContentRareMonsterSanctumDone",156,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinSpiresTwinBosses",0,"","","",4119,4119
161,"G2_9_1",116,0,0,0,[116],"Path of Mourning","Countless feet have tread upon these stones... not all of them living.",[2915],2,[2916],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinSpires","","","","",4119,4119
162,"G2_9_1_VaseRoom",116,0,0,0,[],"Shifting Vases","...what effect Corruption might have on the dead?...",[2916],2,[72],[4783],"","WorldMapContentChest",161,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinSpiresVaseRoom",0,"","","",4119,4119
163,"G2_9_1_VaseRoomDone",116,0,0,0,[],"Shifting Vases","...nothing dead can be trusted now...",[4783],2,[72],[],"","WorldMapContentChestDone",161,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinSpiresVaseRoom",0,"","","",4119,4119
164,"G2_9_2",117,0,0,0,[117],"The Spires of Deshar","The dead slowly become one with the wind.",[2916],2,[2922],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinUpperSpires","","","","",4119,4119
165,"G2_9_2_LightningShrine",117,0,0,0,[],"Sisters of Garukhan","...they watch, and judge...",[2922],2,[72],[4898],"","Act2/WorldMapContentLightningShrine",164,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinLightningShrine",0,"","","",4119,4119
166,"G2_9_2_LightningShrineDone",117,0,0,0,[],"Sisters of Garukhan","...make a legend of yourself...\r\n\r\n<white>{+10% to Lightning Resistance}",[4898],2,[72],[],"","Act2/WorldMapContentLightningShrineDone",164,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinLightningShrine",0,"","","",4119,4119
167,"G2_9_2_TorGul",117,0,0,0,[],"Tor Gul, the Defiler","...what trap might Jamanra have in store?...",[2922],2,[72],[4776],"","WorldMapContentBoss",164,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTorGul",0,"","","",4119,4119
168,"G2_9_2_TorGulSlain",117,0,0,0,[],"Tor Gul, the Defiler","...vile dog, violating our Honoured Dead!...",[4776],2,[72],[],"","WorldMapContentBossDone",164,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinTorGul",0,"","","",4119,4119
169,"G2_10_1",118,0,0,0,[118],"Mawdun Quarry","The Faridun toiled away for reasons unknown.","[2917,3461]",2,[2917],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinQuarry","","","","",4119,4119
170,"G2_10_1_QualityCurrency",118,0,0,0,[],"Tinker's Tools","...a region known for crafstmen of all trades...",[72],2,[72],[2760],"","WorldMapContentBag",169,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinQuarryQualityJewelry",0,"","","",4119,4119
171,"G2_10_1_QualityCurrencyDone",118,0,0,0,[],"Tinker's Tools","...forgotten tools, now in better hands...",[72],2,[72],[],"","WorldMapContentBagDone",169,0,"Metadata/Terrain/WorldMaps/Act2/Objects/SideContent/MapPinQuarryQualityJewelry",0,"","","",4119,4119
172,"G2_10_2",119,0,0,0,[119],"Mawdun Mine","To keep their plans secret, defectors were sealed away to die.",[2917],2,[2918],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinFoundry","","","",1,4119,4119
173,"G2_10_2_Underground",119,0,0,0,[],"Mawdun Mine","To keep their plans secret, defectors were sealed away to die.",[2917],2,[72],[],"","",172,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinFoundryUnderground","","","","",4119,4119
174,"G2_10_2_Rudja",119,0,0,0,[],"Rudja, Dread Engineer","...driven totally insane, and fell in love with fire...",[2919],2,[72],[4782],"","WorldMapContentBoss",172,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinRudja",0,"","","",4119,4119
175,"G2_10_2_RudjaSlain",119,0,0,0,[],"Rudja, Dread Engineer","...one less terror in the world...",[4782],2,[72],[],"","WorldMapContentBossDone",172,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinRudja",0,"","","",4119,4119
176,"G2_12_1",121,0,0,0,[121],"The Dreadnought","War comes to Maraketh sands.","[2922,4582]",2,[2920],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinDreadnought","","","","",4119,4119
177,"G2_12_2",122,0,0,0,[122],"Dreadnought Vanguard","History is written in the blood of tyrants.",[2920],2,[2923],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinDreadnoughtVanguard","",3725,"The Faridun exist no more. All are now Maraketh.","",4119,4119
178,"G2_12_2_PerennialKing",122,0,0,0,[],"Jamanra, the Abomination","...he swore vengeance on the Maraketh...",[2923],2,[72],[3725],"","WorldMapContentActBoss",177,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinPerennialKingDreadnought",0,"","","",4119,4119
179,"G2_12_2_PerennialKingSlain",122,0,0,0,[],"Jamanra, the Abomination","...all they wanted was acceptance...",[3725],2,[72],[],"","WorldMapContentActBossDone",177,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinPerennialKingDreadnought",0,"","","",4119,4119
180,"G2_13",123,0,0,0,[123],"Trial of the Sekhemas","Those who would be Sekhema had to prove themselves exceptional.","[2921,4543,4882]",2,[2921],[],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinAscendancy","",4938,"Wisdom and redemption go hand in hand.",1,4119,4119
181,"G2_13_Underground",123,0,0,0,[],"Trial of the Sekhemas","Those who would be Sekhema had to prove themselves exceptional.","[2921,4543,4882]",2,[72],[],"","",180,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinAscendancyUnderground","",4938,"Wisdom and redemption go hand in hand.","",4119,4119
182,"G2_13_AscendancyTrial",123,0,0,0,[],"Trial of Ascendancy","...choose your path...","[2921,4543,4882]",2,[72],[4938],"","WorldMapContentBoss",180,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinAscendancyTrial",0,"","","",4119,4119
183,"G2_13_AscendancyTrialDone",123,0,0,0,[],"Trial of Ascendancy","...walk with surety...",[4938],2,[72],[],4938,"WorldMapContentBossDone",180,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinAscendancyTrial",0,"","","",4119,4119
184,"G2_sandstorm",-16843010,-16843010,-16843010,-16843010,[106],"The Sandstorm Barrier","",[1527],2,[72],[4565],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinSandstorm","","","","",4119,4119
185,"G2_ToAct3",141,0,0,0,[],"Sandswept Marsh","",[72],2,[72],[],"","",194,0,"Metadata/Terrain/WorldMaps/Act2/Objects/MapPinAct3","","","","",4119,4119
186,"G3_compassrose_visual",-16843010,-16843010,-16843010,-16843010,[],"","","[3640,3641]",3,[72],[],"","Act3/act3compassrose",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinCompass",11,"","","",4119,4119
187,"G3_compasstextbox_visual",-16843010,-16843010,-16843010,-16843010,[],"","","[3640,3641]",3,[72],[],"","Act3/MapBorderJungle",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinLabel",12,"","","",4119,4119
188,"G3_compass_label",-16843010,-16843010,-16843010,-16843010,[],"Utzaal region, draft #2\r\nsites of interest & fatality\r\nfor the future records of\r\nThe Reliquarians, 1619ic","","[3640,3641]",3,[72],[3765],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinLabel",13,"","","",4119,4119
189,"G3_compassexposed_label",-16843010,-16843010,-16843010,-16843010,[],"Utzaal region, draft #3\r\nsites of treasure & death\r\nfor the future records of\r\nThe Reliquarians, 1619ic","",[3765],3,[72],[3814],3765,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinLabel",13,"","","",4119,4119
190,"G3_compasspast_label",-16843010,-16843010,-16843010,-16843010,[],"Historical Utzaal, draft #1\r\nest. year 400bic\r\npreliminary survey\r\nfor the future records of\r\nThe Reliquarians, 1619ic","",[3814],3,[72],[],3814,"",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinLabel",13,"","","",4119,4119
191,"G3_MapBorder_Surface",-16843010,-16843010,-16843010,-16843010,[],"","","[3640,3641]",3,[72],[],"","WorldMapBorder",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinBorderSurface",3,"","","",4119,4119
192,"G3_MapBorder_Underground",-16843010,-16843010,-16843010,-16843010,[],"","","[3640,3641]",3,[72],[],"","WorldMapBorder",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinBorderUnderground",4,"","","",4119,4119
193,"G3_lake",-16843010,-16843010,-16843010,-16843010,[],"","",[3641],3,[72],[3765],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSunkenRuins","","","","",4119,4119
194,"G3_1",141,0,0,0,[141],"Sandswept Marsh","When the city flooded, the peasants fled quickly... but not quickly enough.",[1523],3,[3640],[3814],"","",-16843010,-16843010,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinSandsweptMarsh","","","","",4119,4119
195,"G3_1_Rootdredge",141,0,0,0,[],"Rootdredge","...the trees move, you best move as well...",[3640],3,[72],"[4824,3814]","","WorldMapContentBoss",194,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinRootdredge",0,"","","",4119,4119
196,"G3_1_RootdredgeSlain",141,0,0,0,[],"Rootdredge","...chopped down a tree, did you?...",[4824],3,[72],[3814],"","WorldMapContentBossDone",194,0,"Metadata/Terrain/WorldMaps/Act3/Objects/MapPinRootdredge",0,"","","",4119,4119
197,"G3_1_Corpse",141,0,0,0,[],"Hanging Tree","...we give sites like that plenty of space...",[3640],3,[72],"[4834,3814]","","WorldMapContentBag",194,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinSandsweptCorpse",0,"","","",4119,4119
198,"G3_1_CorpseDone",141,0,0,0,[],"Hanging Tree","...never can be sure what killed them...",[4834],3,[72],[3814],"","WorldMapContentBagDone",194,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinSandsweptCorpse",0,"","","",4119,4119
199,"G3_1_CannibalDuo",141,0,0,0,[],"Orok Campfire","...don't be stirring up the Orok!...",[3640],3,[72],"[4872,3814]","","WorldMapContentRareMonster",194,0,"Metadata/Terrain/WorldMaps/Act3/Objects/SideContent/MapPinSandsweptCannibalDuo",0,"","","",4119,4119
