"rownum","Id","BaseItemTypesKey","HASH16","HASH32","i32","bool","bool","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32"
156,"Metadata/Pet/GothicHorrorGhostChild/GothicHorrorGhostChild",4290,-2008743742,559239,0,1,"",0,864419840,0,0,0,0,865468416,0,0,-33554432,-16843010,-16843010,-16843010,16711422
157,"Metadata/Pet/Football/Football",4291,2136160759,542372,0,1,"",0,869662720,0,0,0,0,870711296,0,0,-33554432,-16843010,-16843010,-16843010,16711422
158,"Metadata/Pet/Dragon/Dragon",4292,-395586159,998906,65536,1,"",0,874381312,0,0,0,0,875429888,0,0,-33554432,-16843010,-16843010,-16843010,16711422
159,"Metadata/Pet/Dragon/DragonPremium",4293,-817562846,996454,16777216,1,"",0,880017408,0,0,0,0,881065984,0,0,-33554432,-16843010,-16843010,-16843010,16711422
160,"Metadata/Pet/Dragon/DragonPremiumExpired",4294,-1352338056,1006108,65536,1,"",0,886571008,0,0,0,0,887619584,0,0,-33554432,-16843010,-16843010,-16843010,16711422
161,"Metadata/Pet/BrineKingMinion/BrineKingMinion",4295,1189544016,542391,0,1,"",0,893648896,0,0,0,0,894697472,0,0,-33554432,-16843010,-16843010,-16843010,16711422
162,"Metadata/Pet/Taniwha/Taniwha",4296,-946170248,545250,0,1,"",0,898629632,0,0,0,0,899678208,0,0,-33554432,-16843010,-16843010,-16843010,16711422
163,"Metadata/Pet/CorsairPet/CorsairPet",4297,-324350080,533290,0,1,"",0,904396800,0,0,0,0,905445376,0,0,-33554432,-16843010,-16843010,-16843010,16711422
164,"Metadata/Pet/Mystic/Spawner",4298,1824302250,575510,0,1,"",0,909246464,0,0,0,0,910295040,0,0,-33554432,-16843010,-16843010,-16843010,16711422
165,"Metadata/Pet/MadcapHare/MadcapHare",4299,-246013886,577812,0,1,"",0,915013632,0,0,0,0,916062208,0,0,-33554432,-16843010,-16843010,-16843010,16711422
166,"Metadata/Pet/MadcapToad/MadcapToad",4300,664427128,556514,0,1,"",0,920780800,0,0,0,0,921829376,0,0,-33554432,-16843010,-16843010,-16843010,16711422
167,"Metadata/Pet/Dragonfly/Dragonfly",4301,2036740484,542946,0,1,"",0,926285824,0,0,0,0,927334400,0,0,-33554432,-16843010,-16843010,-16843010,16711422
168,"Metadata/Pet/HuntsmanToad/HuntsmanToad",4302,-200800173,588891,0,1,"",0,932577280,0,0,0,0,933625856,0,0,-33554432,-16843010,-16843010,-16843010,16711422
169,"Metadata/Pet/SoulstealerPet/SoulstealerPet",4303,1712384889,560489,0,1,"",0,939393024,0,0,0,0,940441600,0,0,-33554432,-16843010,-16843010,-16843010,16711422
170,"Metadata/Pet/DragonWhelp/DragonWhelp",4304,622213304,531886,0,1,"",0,945422336,0,0,0,0,946470912,0,0,-33554432,-16843010,-16843010,-16843010,16711422
171,"Metadata/Pet/TwoLeggedGoat/TwoLeggedGoat",4305,-16287812,559291,0,1,"",0,951975936,0,0,0,0,953024512,0,0,-33554432,-16843010,-16843010,-16843010,16711422
172,"Metadata/Pet/IceDragon/IceDragon",4306,-263391352,985028,65536,1,"",0,957480960,0,0,0,0,958529536,0,0,-33554432,-16843010,-16843010,-16843010,16711422
173,"Metadata/Pet/IceDragon/IceDragonPremium",4307,554265430,1002079,16777216,1,"",0,963903488,0,0,0,0,964952064,0,0,-33554432,-16843010,-16843010,-16843010,16711422
174,"Metadata/Pet/IceDragon/IceDragonPremiumExpired",4308,-1379433580,994899,65536,1,"",0,971243520,0,0,0,0,972292096,0,0,-33554432,-16843010,-16843010,-16843010,16711422
175,"Metadata/Pet/Viper/Viper",4309,2129557981,984883,0,1,"",0,975699968,0,0,0,0,976748544,0,0,-33554432,-16843010,-16843010,-16843010,16711422
176,"Metadata/Pet/NineTailedFox/NineTailedFox",4310,-1767208596,794566,65536,1,"",0,982253568,0,0,0,0,983302144,0,0,-33554432,-16843010,-16843010,-16843010,16711422
177,"Metadata/Pet/NineTailedFox/NineTailedFoxPremium",4311,-151178812,837433,16777216,1,"",0,989724672,0,0,0,0,990773248,0,0,-33554432,-16843010,-16843010,-16843010,16711422
178,"Metadata/Pet/NineTailedFox/NineTailedFoxPremiumExpired",4312,1986407786,809740,65536,1,"",0,998113280,0,0,0,0,999161856,0,0,-33554432,-16843010,-16843010,-16843010,16711422
179,"Metadata/Pet/CruciblePet/CruciblePet",4313,277319142,564577,0,1,"",0,1004142592,0,0,0,0,1005191168,0,0,-33554432,-16843010,-16843010,-16843010,16711422
180,"Metadata/Pet/CultDarkness/CultDarkness",4314,-950156785,525650,65536,1,"",0,1010434048,0,0,0,0,1011482624,0,0,-33554432,-16843010,-16843010,-16843010,16711422
181,"Metadata/Pet/WranglerHawk/WranglerHawk",4315,1323885224,830528,0,1,"",0,1016725504,0,0,0,0,1017774080,0,0,-33554432,-16843010,-16843010,-16843010,16711422
182,"Metadata/Pet/WranglerScorpion/WranglerScorpion",4316,-953227394,532560,0,1,"",0,1024065536,0,0,0,0,1025114112,0,0,-33554432,-16843010,-16843010,-16843010,16711422
183,"Metadata/Pet/WildPanther/WildPanther",4317,2130795854,533071,0,1,"",0,1030094848,0,0,0,0,1031143424,0,0,-33554432,-16843010,-16843010,-16843010,16711422
184,"Metadata/Pet/WildScorpion/WildScorpion",4318,1929709242,554431,0,1,"",0,1036386304,0,0,0,0,1037434880,0,0,-33554432,-16843010,-16843010,-16843010,16711422
185,"Metadata/Pet/Plated/Plated",4319,293217016,537474,0,1,"",0,1041104896,0,0,0,0,1042153472,0,0,-33554432,-16843010,-16843010,-16843010,16711422
186,"Metadata/Pet/WaterElemental/WaterElemental",4320,-121883957,576119,0,1,"",0,1047920640,0,0,0,0,1048969216,0,0,-33554432,-16843010,-16843010,-16843010,16711422
187,"Metadata/Pet/VanguardOwl/VanguardOwl",4321,-1445390289,569846,0,1,"",0,1053949952,0,0,0,0,1054998528,0,0,-33554432,-16843010,-16843010,-16843010,16711422
188,"Metadata/Pet/CyrWheelMonkey/CyrWheelMonkey",4322,-1223320572,797457,0,1,"",0,1060765696,0,0,0,0,1061814272,0,0,-33554432,-16843010,-16843010,-16843010,16711422
189,"Metadata/Pet/CircusParakeet/CircusParakeet",4323,-655757742,538299,0,1,"",0,1067581440,0,0,0,0,1068630016,0,0,-33554432,-16843010,-16843010,-16843010,16711422
190,"Metadata/Pet/CircusTroll/CircusTroll",4324,-1222936262,839201,0,1,"",0,1073610752,0,0,0,0,1074659328,0,0,-33554432,-16843010,-16843010,-16843010,16711422
191,"Metadata/Pet/JugglingPins/Spawner",4325,-11787715,580977,0,1,"",0,1079246848,0,0,0,0,1080295424,0,0,-33554432,-16843010,-16843010,-16843010,16711422
192,"Metadata/Pet/Sentinel/Sentinel",4326,-694159599,532878,0,1,"",0,1084489728,0,0,0,0,1085538304,0,0,-33554432,-16843010,-16843010,-16843010,16711422
193,"Metadata/Pet/Chiyou/Chiyou",4327,-732022420,847154,65536,1,"",0,1089208320,0,0,0,0,1090256896,0,0,-33554432,-16843010,-16843010,-16843010,16711422
194,"Metadata/Pet/Chiyou/ChiyouPremium",4328,746905066,848238,16777216,1,"",0,1094844416,0,0,0,0,1095892992,0,0,-33554432,-16843010,-16843010,-16843010,16711422
195,"Metadata/Pet/Chiyou/ChiyouPremiumExpired",4329,-1614733402,819303,65536,1,"",0,1101398016,0,0,0,0,1102446592,0,0,-33554432,-16843010,-16843010,-16843010,16711422
196,"Metadata/Pet/HavenwoodDeer/HavenwoodDeer",4330,-971047426,670688,0,1,"",0,1107951616,0,0,0,0,1109000192,0,0,-33554432,-16843010,-16843010,-16843010,16711422
197,"Metadata/Pet/DemonicMoth/DemonicMoth",4331,1485819327,562480,0,1,"",0,1113980928,0,0,0,0,1115029504,0,0,-33554432,-16843010,-16843010,-16843010,16711422
198,"Metadata/Pet/DemonicArcticReindeer/DemonicArcticReindeer",4332,2139898659,539823,0,1,"",0,1122631680,0,0,0,0,1123680256,0,0,-33554432,-16843010,-16843010,-16843010,16711422
199,"Metadata/Pet/Cat/Halloween",4333,496599588,565181,0,1,"",0,1127350272,0,0,0,0,1128398848,0,0,-33554432,-16843010,-16843010,-16843010,16711422
200,"Metadata/Pet/BlackDragon/BlackDragon",4334,-430997843,1022178,65536,1,"",0,1133379584,0,0,0,0,1134428160,0,0,-33554432,-16843010,-16843010,-16843010,16711422
201,"Metadata/Pet/BlackDragon/BlackDragonPremium",4335,-1264448251,1030567,16777216,1,"",0,1140326400,0,0,0,0,1141374976,0,0,-33554432,-16843010,-16843010,-16843010,16711422
202,"Metadata/Pet/BlackDragon/BlackDragonPremiumExpired_",4336,812259314,993176,65536,1,"",0,1148321792,0,0,0,0,1149370368,0,0,-33554432,-16843010,-16843010,-16843010,16711422
203,"Metadata/Pet/WhiteDragon/WhiteDragon",4337,-794736589,1022098,65536,1,"",0,1154351104,0,0,0,0,1155399680,0,0,-33554432,-16843010,-16843010,-16843010,16711422
204,"Metadata/Pet/WhiteDragon/WhiteDragonPremium",4338,1288047364,1001410,16777216,1,"",0,1161297920,0,0,0,0,1162346496,0,0,-33554432,-16843010,-16843010,-16843010,16711422
205,"Metadata/Pet/WhiteDragon/WhiteDragonPremiumExpired",4339,-200277409,1046095,65536,1,"",0,1169162240,0,0,0,0,1170210816,0,0,-33554432,-16843010,-16843010,-16843010,16711422
206,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragon",4340,377708432,1001747,0,1,"",0,1176502272,0,0,0,0,1177550848,0,0,-33554432,-16843010,-16843010,-16843010,16711422
207,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragonPremium",4341,-1756953770,1020945,16777216,1,"",0,1184759808,0,0,0,0,1185808384,0,0,-33554432,-16843010,-16843010,-16843010,16711422
208,"Metadata/Pet/BlackWhiteDragon/BlackWhiteDragonPremiumExpired",4342,-1333986362,1002426,0,1,"",0,1193934848,0,0,0,0,1194983424,0,0,-33554432,-16843010,-16843010,-16843010,16711422
209,"Metadata/Pet/Rat_White/Rat_White",4343,-824218111,565470,0,1,"",0,1199439872,0,0,0,0,1200488448,0,0,-33554432,-16843010,-16843010,-16843010,16711422
210,"Metadata/Pet/Cat/EmpyreanCat",4345,351333625,587785,65536,1,"",0,1204420608,0,0,0,0,1205469184,0,0,-33554432,-16843010,-16843010,-16843010,16711422
211,"Metadata/Pet/CultDarkness/SunprismCatPremium/SunprismCatPremium",4346,-1036241127,587045,16777216,1,"",0,1213988864,0,0,0,0,1215037440,0,0,-33554432,-16843010,-16843010,-16843010,16711422
212,"Metadata/Pet/CultDarkness/SunprismCatPremium/SunprismCatPremiumExpired",4347,-1477200867,529390,65536,1,"",0,1224474624,0,0,0,0,1225523200,0,0,-33554432,-16843010,-16843010,-16843010,16711422
213,"Metadata/Pet/EyrieFalcon/EyrieFalcon",4344,-1713751234,565988,0,1,"",0,1230503936,0,0,0,0,1231552512,0,0,-33554432,-16843010,-16843010,-16843010,16711422
214,"Metadata/Pet/ElderDarkseer/ElderDarkseer",4348,-1200578420,530684,0,1,"",0,1237057536,0,0,0,0,1238106112,0,0,-33554432,-16843010,-16843010,-16843010,16711422
215,"Metadata/Pet/ScientistLabRat/ScientistLabRat",4349,1784057639,583025,0,1,"",0,1244135424,0,0,0,0,1245184000,0,0,-33554432,-16843010,-16843010,-16843010,16711422
216,"Metadata/Pet/ThaumaturgyDogs/ThaumaturgyScientistPet",4350,765636684,564718,0,1,"",0,1252261888,0,0,0,0,1253310464,0,0,-33554432,-16843010,-16843010,-16843010,16711422
217,"Metadata/Pet/ThaumaturgDarkAdvisor/ThaumaturgDarkAdvisor",4351,-634510487,588103,0,1,"",0,1260912640,0,0,0,0,1261961216,0,0,-33554432,-16843010,-16843010,-16843010,16711422
218,"Metadata/Pet/ThaumaturgyDogs/ThaumaturgyProjectPet",4352,-1289796070,587013,0,1,"",0,1268776960,0,0,0,0,1269825536,0,0,-33554432,-16843010,-16843010,-16843010,16711422
219,"Metadata/Pet/ClockworkFireGolem/ClockworkFireGolem",4353,1647268096,537391,0,1,"",0,1276641280,0,0,0,0,1277689856,0,0,-33554432,-16843010,-16843010,-16843010,16711422
220,"Metadata/Pet/ClockworkLightningGolem/ClockworkLightningGolem",4354,1548704370,525885,0,1,"",0,1285816320,0,0,0,0,1286864896,0,0,-33554432,-16843010,-16843010,-16843010,16711422
221,"Metadata/Pet/ClockworkIceGolem/ClockworkIceGolem",4355,1636953097,560536,0,1,"",0,1293418496,0,0,0,0,1294467072,0,0,-33554432,-16843010,-16843010,-16843010,16711422
222,"Metadata/Pet/ClockworkStoneGolem/ClockworkStoneGolem",4356,964530077,571104,0,1,"",0,1301544960,0,0,0,0,1302593536,0,0,-33554432,-16843010,-16843010,-16843010,16711422
223,"Metadata/Pet/ClockworkChaosGolem/ClockworkChaosGolem",4357,12711227,587258,0,1,"",0,1309671424,0,0,0,0,1310720000,0,0,-33554432,-16843010,-16843010,-16843010,16711422
224,"Metadata/Pet/AfterlifeCat/AfterlifeCat",4358,-1472630421,579922,0,1,"",0,1315962880,0,0,0,0,1317011456,0,0,-33554432,-16843010,-16843010,-16843010,16711422
225,"Metadata/Pet/VoidSmall/VoidSmall",4359,-340890537,559097,0,1,"",0,1321467904,0,0,0,0,1322516480,0,0,-33554432,-16843010,-16843010,-16843010,16711422
226,"Metadata/Pet/VoidLarge/VoidLarge",4360,2010804744,525778,0,1,"",0,1326972928,0,0,0,0,1328021504,0,0,-33554432,-16843010,-16843010,-16843010,16711422
227,"Metadata/Pet/UltimateChaosTiger/UltimateChaosTiger",4361,1593254384,556807,0,1,"",0,1334837248,0,0,0,0,1335885824,0,0,-33554432,-16843010,-16843010,-16843010,16711422
228,"Metadata/Pet/PandemoniumPegasus/PandemoniumPegasus",4362,-1815458397,712297,0,1,"",0,1342701568,0,0,0,0,1343750144,0,0,-33554432,-16843010,-16843010,-16843010,16711422
229,"Metadata/Pet/Butterfly/Angelic/Angelic_Moth",4363,1915204720,575063,0,1,"",0,1349648384,0,0,0,0,1350696960,0,0,-33554432,-16843010,-16843010,-16843010,16711422
230,"Metadata/Pet/StygianSteed/HellSteedPet",4364,1967660000,683688,0,1,"",0,1355939840,0,0,0,0,1356988416,0,0,-33554432,-16843010,-16843010,-16843010,16711422
231,"Metadata/Pet/PandemoniumSpider/PandemoniumSpider",4365,-1303593183,527725,0,1,"",0,1363542016,0,0,0,0,1364590592,0,0,-33554432,-16843010,-16843010,-16843010,16711422
232,"Metadata/Pet/GlimmerwoodBeetle/GlimmerwoodBeetle",4366,-888618158,526426,0,1,"",0,1371144192,0,0,0,0,1372192768,0,0,-33554432,-16843010,-16843010,-16843010,16711422
233,"Metadata/Pet/NecroticTiger/NecroticTiger",4367,-257959428,534883,0,1,"",0,1377697792,0,0,0,0,1378746368,0,0,-33554432,-16843010,-16843010,-16843010,16711422
234,"Metadata/Pet/StygianSteed/StygianSteedPet",4368,-1186892880,772849,0,1,"",0,1384382464,0,0,0,0,1385431040,0,0,-33554432,-16843010,-16843010,-16843010,16711422
235,"Metadata/Pet/TencentGirl/TencentGirl01",4369,1055490576,703737,65536,1,"",0,1390673920,0,0,0,0,1391722496,0,0,-33554432,-16843010,-16843010,-16843010,16711422
236,"Metadata/Pet/TencentGirl/TencentGirl02",4370,-536993051,720155,16777216,1,"",0,1396965376,0,0,0,0,1398013952,0,0,-33554432,-16843010,-16843010,-16843010,16711422
237,"Metadata/Pet/TencentGirl/TencentGirl03",4371,-2113645156,710552,65536,1,"",0,1403256832,0,0,0,0,1404305408,0,0,-33554432,-16843010,-16843010,-16843010,16711422
238,"Metadata/Pet/DaughterOfSinSpring/DaughterOfSinSpringPremium",4372,1991057839,546562,16777216,1,"",0,1412300800,0,0,0,0,1413349376,0,0,-33554432,-16843010,-16843010,-16843010,16711422
239,"Metadata/Pet/DaughterOfSinSpring/DaughterOfSinSpringPremiumExpired",4373,-2099547165,586040,65536,1,"",0,1422262272,0,0,0,0,1423310848,0,0,-33554432,-16843010,-16843010,-16843010,16711422
240,"Metadata/Pet/BabyElephant/celestial/Celestial_BabyElephant",4374,468417742,681765,0,1,"",0,1431175168,0,0,0,0,1432223744,0,0,-33554432,-16843010,-16843010,-16843010,16711422
241,"Metadata/Pet/Corgi/Corgi",4375,-2038175744,552579,0,1,"",0,1435631616,0,0,0,0,1436680192,0,0,-33554432,-16843010,-16843010,-16843010,16711422
242,"Metadata/Pet/PomeranianDog/PomeranianDog",4376,1389011169,586283,0,1,"",0,1442185216,0,0,0,0,1443233792,0,0,-33554432,-16843010,-16843010,-16843010,16711422
243,"Metadata/Pet/ThaumaturgyDogs/LabradorPet",4377,-1044766023,582403,0,1,"",0,1448738816,0,0,0,0,1449787392,0,0,-33554432,-16843010,-16843010,-16843010,16711422
244,"Metadata/Pet/Cat/TabbyCatPet",4378,1036086800,545745,0,1,"",0,1453719552,0,0,0,0,1454768128,0,0,-33554432,-16843010,-16843010,-16843010,16711422
245,"Metadata/Pet/Cat/AmberCatPet",4379,1072171521,538089,0,1,"",0,1458700288,0,0,0,0,1459748864,0,0,-33554432,-16843010,-16843010,-16843010,16711422
246,"Metadata/Pet/Cat/CinnamonCatPet",4380,-1736893879,557616,0,1,"",0,1464074240,0,0,0,0,1465122816,0,0,-33554432,-16843010,-16843010,-16843010,16711422
247,"Metadata/Pet/GoddessPet/GoddessPet",4381,1603540092,543720,65536,1,"",0,1469841408,0,0,0,0,1470889984,0,0,-33554432,-16843010,-16843010,-16843010,16711422
248,"Metadata/Pet/GoddessPet/GoddessPetPremium",4382,-1167674521,788737,16777216,1,"",0,1476526080,0,0,0,0,1477574656,0,0,-33554432,-16843010,-16843010,-16843010,16711422
249,"Metadata/Pet/GoddessPet/GoddessPetPremiumExpired",4383,-210602924,821030,65536,1,"",0,1484128256,0,0,0,0,1485176832,0,0,-33554432,-16843010,-16843010,-16843010,16711422
250,"Metadata/Pet/Cat/HeistCalicoCatPet",4384,740386059,543018,0,1,"",0,1489895424,0,0,0,0,1490944000,0,0,-33554432,-16843010,-16843010,-16843010,16711422
251,"Metadata/Pet/Twilight_SunriseOrreyPet/SunriseOrreryPet",4385,696502847,582588,0,1,"",0,1498284032,0,0,0,0,1499332608,0,0,-33554432,-16843010,-16843010,-16843010,16711422
252,"Metadata/Pet/Wolf/SunriseWolf",4386,2058814415,686456,0,1,"",0,1503395840,0,0,0,0,1504444416,0,0,-33554432,-16843010,-16843010,-16843010,16711422
253,"Metadata/Pet/Twilight_NightfallCloud/NightfallCloud",4387,134216682,588821,0,1,"",0,1511391232,0,0,0,0,1512439808,0,0,-33554432,-16843010,-16843010,-16843010,16711422
254,"Metadata/Pet/Dragon/TwilightNightfallDragon",4388,630517146,1034254,65536,1,"",0,1518338048,0,0,0,0,1519386624,0,0,-33554432,-16843010,-16843010,-16843010,16711422
255,"Metadata/Pet/Dragon/TwilightNightfallDragonPremium",4389,733710925,1024502,16777216,1,"",0,1526202368,0,0,0,0,1527250944,0,0,-33554432,-16843010,-16843010,-16843010,16711422
256,"Metadata/Pet/Dragon/TwilightNightfallDragonPremiumExpired",4390,-1653609474,1013393,65536,1,"",0,1534984192,0,0,0,0,1536032768,0,0,-33554432,-16843010,-16843010,-16843010,16711422
257,"Metadata/Pet/Duck/Mallard",4391,-86043153,585520,0,1,"",0,1539571712,0,0,0,0,1540620288,0,0,-33554432,-16843010,-16843010,-16843010,16711422
258,"Metadata/Pet/Duck/ParadiseMale",4392,1182769078,580041,0,1,"",0,1544814592,0,0,0,0,1545863168,0,0,-33554432,-16843010,-16843010,-16843010,16711422
259,"Metadata/Pet/Duck/ParadiseFemale",4393,-1706493140,549220,0,1,"",0,1550319616,0,0,0,0,1551368192,0,0,-33554432,-16843010,-16843010,-16843010,16711422
260,"Metadata/Pet/DancingSkeleton/DancingSkeleton",4394,1476960374,587902,0,1,"",0,1557397504,0,0,0,0,1558446080,0,0,-33554432,-16843010,-16843010,-16843010,16711422
261,"Metadata/Pet/SurvivorHound/SurvivorHound",4395,631730235,546204,0,1,"",0,1563951104,0,0,0,0,1564999680,0,0,-33554432,-16843010,-16843010,-16843010,16711422
262,"Metadata/Pet/SurvivorHound/SurvivorPackHound",4396,-827001907,540025,0,1,"",0,1571028992,0,0,0,0,1572077568,0,0,-33554432,-16843010,-16843010,-16843010,16711422
263,"Metadata/Pet/SurvivorHound/DemonicHound",4397,-18819600,535312,16777216,1,"",0,1577451520,0,0,0,0,1578500096,0,0,-33554432,-16843010,-16843010,-16843010,16711422
264,"Metadata/Pet/SurvivorHound/DemonicHoundExpired",4398,-435633553,533607,65536,1,"",0,1584791552,0,0,0,0,1585840128,0,0,-33554432,-16843010,-16843010,-16843010,16711422
265,"Metadata/Pet/FreyaCompanion/Freya",4399,1678734048,661231,65536,1,"",0,1590427648,0,0,0,0,1591476224,0,0,-33554432,-16843010,-16843010,-16843010,16711422
266,"Metadata/Pet/FreyaCompanion/FreyaPremium",4400,-870399649,658753,16777216,1,"",0,1596981248,0,0,0,0,1598029824,0,0,-33554432,-16843010,-16843010,-16843010,16711422
267,"Metadata/Pet/FreyaCompanion/FreyaPremiumExpired",4401,-658979206,663234,65536,1,"",0,1604452352,0,0,0,0,1605500928,0,0,-33554432,-16843010,-16843010,-16843010,16711422
268,"Metadata/Pet/FreyaCompanion/FreyaSummerPremium",4402,-242243902,677709,16777216,1,"",0,1611792384,0,0,0,0,1612840960,0,0,-33554432,-16843010,-16843010,-16843010,16711422
269,"Metadata/Pet/FreyaCompanion/FreyaSummerPremiumExpired",4403,1749418984,682926,65536,1,"",0,1620049920,0,0,0,0,1621098496,0,0,-33554432,-16843010,-16843010,-16843010,16711422
270,"Metadata/Pet/ArcticFoxPet/ArcticFoxPet",4404,771065007,567642,0,1,"",0,1626341376,0,0,0,0,1627389952,0,0,-33554432,-16843010,-16843010,-16843010,16711422
271,"Metadata/Pet/MiserySmall/MiserySmall",4405,1625193225,531415,0,1,"",0,1632370688,0,0,0,0,1633419264,0,0,-33554432,-16843010,-16843010,-16843010,16711422
272,"Metadata/Pet/GothicHorrorGhostChild/misery/MiseryHorrorGhostChild",4406,-1528562566,546969,0,1,"",0,1642201088,0,0,0,0,1643249664,0,0,-33554432,-16843010,-16843010,-16843010,16711422
273,"Metadata/Pet/Cockroach/CockroachWarlord",4407,-230561467,531204,0,1,"",0,1648623616,0,0,0,0,1649672192,0,0,-33554432,-16843010,-16843010,-16843010,16711422
274,"Metadata/Pet/SufferingSpiritPet/SufferingSpiritPet",4408,-1762593688,680600,0,1,"",0,1656487936,0,0,0,0,1657536512,0,0,-33554432,-16843010,-16843010,-16843010,16711422
275,"Metadata/Pet/Rabbit/TintOrangeRabbit",4409,317916285,530062,0,1,"",0,1662517248,0,0,0,0,1663565824,0,0,-33554432,-16843010,-16843010,-16843010,16711422
276,"Metadata/Pet/Rabbit/BlackWhiteRabbit",4410,136846212,529324,0,1,"",0,1668546560,0,0,0,0,1669595136,0,0,-33554432,-16843010,-16843010,-16843010,16711422
277,"Metadata/Pet/Rabbit/WoolyWhiteRabbit",4411,-1411211538,537868,0,1,"",0,1674575872,0,0,0,0,1675624448,0,0,-33554432,-16843010,-16843010,-16843010,16711422
278,"Metadata/Pet/RenegadeImp/RenegadeImp",4412,1658385947,562371,0,1,"",0,1680605184,0,0,0,0,1681653760,0,0,-33554432,-16843010,-16843010,-16843010,16711422
279,"Metadata/Pet/GraspingHands/BreachSpawner",4413,-217464464,537209,0,1,"",0,1687158784,0,0,0,0,1688207360,0,0,-33554432,-16843010,-16843010,-16843010,16711422
280,"Metadata/Pet/Cherub/AbyssCherub/AbyssCherub",4414,-564115856,563216,0,1,"",0,1694105600,0,0,0,0,1695154176,0,0,-33554432,-16843010,-16843010,-16843010,16711422
281,"Metadata/Pet/TwilightHorsePet/TwilightSteedPet",4415,1724231041,838468,65536,1,"",0,1701445632,0,0,0,0,1702494208,0,0,-33554432,-16843010,-16843010,-16843010,16711422
282,"Metadata/Pet/TwilightHorsePet/TwilightPegasus",4416,1391966147,976180,16777216,1,"",0,1708654592,0,0,0,0,1709703168,0,0,-33554432,-16843010,-16843010,-16843010,16711422
283,"Metadata/Pet/TwilightHorsePet/TwilightPegasusPremiumExpired",4417,-1915434031,935429,65536,1,"",0,1717698560,0,0,0,0,1718747136,0,0,-33554432,-16843010,-16843010,-16843010,16711422
284,"Metadata/Pet/VaalToucan/VaalToucan",4418,-1697072647,533281,0,1,"",0,1723465728,0,0,0,0,1724514304,0,0,-33554432,-16843010,-16843010,-16843010,16711422
285,"Metadata/Pet/LightBringerCat/LightbringerCat",4419,688176123,561919,0,1,"",0,1730543616,0,0,0,0,1731592192,0,0,-33554432,-16843010,-16843010,-16843010,16711422
286,"Metadata/Pet/GryffonPets/LightBringerGryffon",4420,-826574644,702071,0,1,"",0,1737621504,0,0,0,0,1738670080,0,0,-33554432,-16843010,-16843010,-16843010,16711422
287,"Metadata/Pet/DarkShardFalcon/DarkShardFalcon",4421,237938,565617,0,1,"",0,1744699392,0,0,0,0,1745747968,0,0,-33554432,-16843010,-16843010,-16843010,16711422
288,"Metadata/Pet/GryffonPets/DarkShardGryffon",4422,-1668436410,668363,0,1,"",0,1751384064,0,0,0,0,1752432640,0,0,-33554432,-16843010,-16843010,-16843010,16711422
289,"Metadata/Pet/Hasina/Hasina01",4423,783269251,693036,65536,1,"",0,1756364800,0,0,0,0,1757413376,0,0,-33554432,-16843010,-16843010,-16843010,16711422
290,"Metadata/Pet/Hasina/Hasina02",4424,-1255348929,675859,16777216,1,"",0,1761345536,0,0,0,0,1762394112,0,0,-33554432,-16843010,-16843010,-16843010,16711422
291,"Metadata/Pet/Hasina/Hasina03",4425,-891108313,659141,65536,1,"",0,1766326272,0,0,0,0,1767374848,0,0,-33554432,-16843010,-16843010,-16843010,16711422
292,"Metadata/Pet/HasinaSpring/HasinaSpringPremium",4426,1282019953,548379,16777216,1,"",0,1773535232,0,0,0,0,1774583808,0,0,-33554432,-16843010,-16843010,-16843010,16711422
293,"Metadata/Pet/HasinaSpring/HasinaSpringPremiumExpired",4427,1974369172,527930,65536,1,"",0,1781661696,0,0,0,0,1782710272,0,0,-33554432,-16843010,-16843010,-16843010,16711422
294,"Metadata/Pet/ThaumaturgyDachshund/ThaumaturgyDachshund",4428,-45225371,530216,0,1,"",0,1790050304,0,0,0,0,1791098880,0,0,-33554432,-16843010,-16843010,-16843010,16711422
295,"Metadata/Pet/Cat/SoulkeeperCat",4429,1927954227,544217,0,1,"",0,1795293184,0,0,0,0,1796341760,0,0,-33554432,-16843010,-16843010,-16843010,16711422
296,"Metadata/Pet/ScavengerBat/ScavengerBat",4430,1265171745,570953,0,1,"",0,1801584640,0,0,0,0,1802633216,0,0,-33554432,-16843010,-16843010,-16843010,16711422
297,"Metadata/Pet/ScavengerLargeRat/ScavengerLargeRat",4431,909656609,554009,0,1,"",0,1809186816,0,0,0,0,1810235392,0,0,-33554432,-16843010,-16843010,-16843010,16711422
298,"Metadata/Pet/OverseerSmallPet/OverseerSmallPet",4432,-332180505,573396,0,1,"",0,1816526848,0,0,0,0,1817575424,0,0,-33554432,-16843010,-16843010,-16843010,16711422
299,"Metadata/Pet/OverseerLargeOwl/OverseerLargeOwl",4433,-477258943,686284,0,1,"",0,1823866880,0,0,0,0,1824915456,0,0,-33554432,-16843010,-16843010,-16843010,16711422
300,"Metadata/Pet/ParagonPet/ParagonPet",4434,1157963444,547761,0,1,"",0,1829634048,0,0,0,0,1830682624,0,0,-33554432,-16843010,-16843010,-16843010,16711422
301,"Metadata/Pet/EthercraftTurtle/SavageEthercraftTurtle",4435,-734198822,579559,0,1,"",0,1837760512,0,0,0,0,1838809088,0,0,-33554432,-16843010,-16843010,-16843010,16711422
