"rownum","Id","MonsterPacksKey","bool","i32","MonsterVarietiesKey","string"
900,"1176",540,1,25,925,""
901,"1177",540,1,25,926,""
902,"1178",541,1,100,425,""
903,"1179",542,1,100,950,""
904,"1180",543,1,100,888,""
905,"1181",544,1,100,889,""
906,"1182",545,1,100,916,""
907,"1183",546,1,100,884,""
908,"1184",547,1,60,881,""
909,"1185",547,1,40,882,""
910,"1186",548,1,100,880,""
911,"1187",549,1,20,891,""
912,"1506",549,1,40,882,""
913,"1505",549,1,40,881,""
914,"1188",550,1,50,919,""
915,"1189",550,1,50,920,""
916,"1190",551,1,35,921,""
917,"1191",551,1,65,920,""
918,"1192",552,1,35,922,""
919,"1193",552,1,65,919,""
920,"1194",553,1,100,1012,""
921,"1195",554,1,100,898,""
922,"1196",555,1,100,1003,""
923,"1197",556,1,100,1005,""
924,"1198",557,1,100,1016,""
925,"1199",558,1,100,1018,""
926,"1200",559,1,100,1017,""
927,"1201",560,1,100,1014,""
928,"1202",561,1,50,943,""
929,"1203",478,1,50,942,""
930,"1496",478,1,50,949,""
931,"1204",479,1,100,944,""
932,"1205",480,1,100,946,""
933,"1206",561,1,50,948,""
934,"1207",482,1,100,949,""
935,"1208",481,1,100,1013,""
936,"1209",483,1,0,1090,""
937,"1210",483,1,50,1087,""
938,"1211",483,1,50,1085,""
939,"1212",484,1,60,1089,""
940,"1213",484,1,40,1086,""
941,"1214",485,1,100,1105,""
942,"1215",487,1,50,1126,""
943,"1216",487,1,50,1129,""
944,"1217",488,1,75,1128,""
945,"1218",488,1,25,1130,""
946,"1219",486,1,25,1134,""
947,"1220",486,1,25,1135,""
948,"1221",486,1,25,1138,""
949,"1222",486,1,25,1137,""
950,"1223",489,1,8,999,""
951,"1498",489,1,48,1135,""
952,"1497",489,1,48,1138,""
953,"1224",490,1,65,900,""
954,"1225",490,1,35,1023,""
955,"1226",491,1,65,901,""
956,"1227",491,1,35,1024,""
957,"1228",495,1,20,1025,""
958,"1500",495,1,40,901,""
959,"1499",495,1,40,900,""
960,"1229",493,1,100,989,""
961,"1230",494,1,50,1140,""
962,"1231",494,1,50,1141,""
963,"1232",497,1,70,1032,""
964,"1233",497,1,30,1031,""
965,"1234",498,1,30,1030,""
966,"1235",498,1,70,1031,""
967,"1236",499,1,100,1092,""
968,"1237",492,1,100,520,""
969,"1238",496,1,100,1149,""
970,"1239",500,1,35,1036,""
971,"1240",500,1,65,1054,""
972,"1241",501,1,65,1067,""
973,"1242",501,1,35,1036,""
974,"1243",502,1,35,1050,""
975,"1244",502,1,65,1065,""
976,"1245",503,1,65,1078,""
977,"1246",503,1,35,1050,""
978,"1247",506,1,35,1042,""
979,"1248",506,1,65,1059,""
980,"1249",507,1,65,1072,""
981,"1250",507,1,35,1042,""
982,"1251",504,1,35,1039,""
983,"1252",504,1,65,1056,""
984,"1253",505,1,65,1069,""
985,"1254",505,1,35,1039,""
986,"1255",508,1,35,1048,""
987,"1256",508,1,65,1063,""
988,"1257",509,1,65,1076,""
989,"1258",509,1,35,1048,""
990,"1259",510,"",1,883,""
991,"1260",510,"",5,917,""
992,"1261",511,1,50,1172,""
993,"1262",511,1,50,1166,""
994,"1263",512,1,70,1162,""
995,"1264",513,1,70,1170,""
996,"1265",513,1,30,1164,""
997,"1266",512,1,30,1168,""
998,"1267",514,1,100,899,""
999,"1268",515,1,100,1174,""
1000,"1269",516,1,100,1191,""
1001,"1270",517,1,100,1098,""
1002,"1271",521,1,25,1021,""
1003,"1272",521,1,75,901,""
1004,"1273",522,1,20,1022,""
1005,"1274",522,1,80,1023,""
1006,"1275",518,1,5,1019,""
1007,"1276",518,1,95,900,""
1008,"1277",519,1,5,902,""
1009,"1278",519,1,95,1020,""
1010,"1279",520,1,100,1194,""
1011,"1280",523,1,100,1215,""
1012,"1281",524,1,100,1208,""
1013,"1282",525,1,100,1218,""
1014,"1283",526,1,100,1219,""
1015,"1284",527,1,70,1213,""
1016,"1285",527,1,30,1210,""
1017,"1286",528,1,80,1214,""
1018,"1287",528,1,20,1212,""
1019,"1524",392,1,4,389,""
1020,"1483",392,1,48,412,""
1021,"1523",392,1,48,409,""
1022,"1289",562,1,30,423,""
1023,"1290",562,1,35,409,""
1024,"1291",562,1,35,412,""
1025,"1292",563,1,30,421,""
1026,"1293",563,1,35,409,""
1027,"1294",563,1,35,412,""
1028,"1295",564,1,30,418,""
1029,"1296",564,1,35,409,""
1030,"1297",564,1,35,412,""
1031,"1298",565,1,20,380,""
1032,"1299",565,1,35,374,""
1033,"1300",565,1,35,357,""
1034,"1301",565,1,10,451,""
1035,"1302",566,1,15,464,""
1036,"1303",566,1,70,472,""
1037,"1304",566,1,15,466,""
1038,"1305",567,1,70,500,""
1039,"1306",567,1,15,491,""
1040,"1307",567,1,15,497,""
1041,"1308",568,1,50,1051,""
1042,"1309",568,1,50,1079,""
1043,"1310",569,1,50,1049,""
1044,"1311",569,1,50,1064,""
1045,"1312",570,1,50,1037,""
1046,"1313",570,1,50,1068,""
1047,"1314",571,1,50,1043,""
1048,"1315",571,1,50,1060,""
1049,"1316",572,1,50,1040,""
1050,"1317",572,1,50,1070,""
1051,"1318",573,1,20,291,""
1052,"1319",573,1,80,285,""
1053,"1320",574,1,75,699,""
1054,"1321",574,1,25,702,""
1055,"1322",575,1,100,950,""
1056,"1323",576,1,85,194,""
1057,"1324",576,1,15,192,""
1058,"1325",577,1,85,193,""
1059,"1326",577,1,15,195,""
1060,"1327",578,1,30,197,""
1061,"1328",578,1,70,194,""
1062,"1329",579,1,100,840,""
1063,"1330",580,1,10,463,""
1064,"1331",580,1,90,837,""
1065,"1332",581,1,25,833,""
1066,"1333",581,1,25,834,""
1067,"1334",581,1,25,835,""
1068,"1335",581,1,25,836,""
1069,"1336",582,1,100,1215,""
1070,"1337",583,1,100,1208,""
1071,"1338",584,1,100,1218,""
1072,"1339",585,1,100,1213,""
1073,"1340",586,1,100,25,""
1074,"1341",587,1,100,440,""
1075,"1342",588,1,100,29,""
1076,"1343",589,1,40,715,""
1077,"1344",589,1,60,717,""
1078,"1345",590,1,40,236,""
1079,"1346",590,1,60,237,""
1080,"1347",591,1,100,440,""
1081,"1348",592,1,100,29,""
1082,"1349",593,1,100,25,""
1083,"1350",594,1,50,206,""
1084,"1351",594,1,50,207,""
1085,"1352",595,1,50,376,""
1086,"1353",595,1,15,378,""
1087,"1354",595,1,35,380,""
1088,"1355",596,1,100,1482,""
1089,"1356",597,1,100,1318,""
1090,"1357",598,1,100,839,""
1091,"1358",599,"",1,1384,""
1092,"1359",600,1,100,268,""
1093,"1360",601,1,100,1149,""
1094,"1361",602,1,45,1704,""
1095,"1362",602,1,45,1705,""
1096,"1363",602,1,10,1706,""
1097,"1364",603,1,100,1565,""
1098,"1365",604,1,100,1566,""
1099,"1366",605,1,100,1568,""
1100,"1367",606,1,100,1702,""
1101,"1368",607,1,100,1708,""
1102,"1548",608,1,45,1704,""
1103,"1547",608,1,45,1705,""
1104,"1546",608,1,10,1706,""
1105,"1545",609,1,100,1565,""
1106,"1544",610,1,100,1566,""
1107,"1543",611,1,100,1568,""
1108,"1542",612,1,100,1702,""
1109,"1541",613,1,100,1708,""
1110,"1467",614,1,100,1707,""
1111,"1369",615,1,100,1578,""
1112,"1371",616,1,100,1574,""
1113,"1373",617,1,100,1576,""
1114,"1375",618,1,100,1538,""
1115,"1376",619,1,100,1538,""
1116,"1377",620,1,100,1538,""
1117,"1378",621,1,100,1538,""
1118,"1379",622,1,100,1538,""
1119,"1380",636,1,100,1724,""
1120,"1382",637,1,100,1727,""
1121,"1384",638,"",1,1728,""
1122,"1387",639,1,76,1729,""
1123,"1453",639,1,12,1730,""
1124,"1454",639,1,12,1731,""
1125,"1451",640,"",1,1732,""
1126,"1391",641,1,100,1737,""
1127,"1393",642,1,100,1735,""
1128,"1395",643,1,100,1740,""
1129,"1452",644,1,100,1734,""
1130,"1450",647,1,50,1756,""
1131,"1449",647,1,50,1759,""
1132,"1448",645,1,75,1754,""
1133,"1447",645,1,25,1753,""
1134,"1446",646,1,33,1756,""
1135,"1445",646,1,33,1758,""
1136,"1444",646,1,34,1756,""
1137,"1443",648,1,100,1760,""
1138,"1400",649,1,35,1771,""
1139,"1401",649,1,65,1772,""
1140,"1402",650,1,50,1772,""
1141,"1403",650,1,50,1773,""
1142,"1404",651,1,35,1771,""
1143,"1405",651,1,65,1773,""
1144,"1406",652,1,35,1771,""
1145,"1407",652,1,65,1772,""
1146,"1408",653,1,50,1772,""
1147,"1409",653,1,50,1773,""
1148,"1417",654,1,40,411,""
1149,"1418",654,1,40,414,""
1150,"1419",654,1,20,417,""
1151,"1422",623,1,35,1791,""
1152,"1423",623,1,65,1796,""
1153,"1424",624,1,65,1801,""
1154,"1425",624,1,35,1791,""
1155,"1426",625,1,35,1795,""
1156,"1427",625,1,65,1800,""
1157,"1428",626,1,65,1805,""
1158,"1429",626,1,35,1795,""
1159,"1430",629,1,35,1793,""
1160,"1431",629,1,65,1798,""
1161,"1432",630,1,65,1803,""
1162,"1433",630,1,35,1793,""
1163,"1434",627,1,35,1792,""
1164,"1435",627,1,65,1797,""
1165,"1436",628,1,65,1802,""
1166,"1437",628,1,35,1792,""
1167,"1438",631,1,35,1794,""
1168,"1439",631,1,65,1799,""
1169,"1440",632,1,65,1804,""
1170,"1441",632,1,35,1794,""
1171,"1455",633,1,50,1815,""
1172,"1456",633,1,50,1812,""
1173,"1457",634,1,70,1810,""
1174,"1458",635,1,70,1814,""
1175,"1459",635,1,30,1811,""
1176,"1460",634,1,30,1813,""
1177,"1461",655,1,30,411,""
1178,"1462",655,1,50,408,""
1179,"1463",655,1,20,414,""
1180,"1464",656,1,30,1483,""
1181,"1466",658,1,100,420,""
1182,"1468",664,1,17,1863,""
1183,"1469",664,1,17,1864,""
1184,"1470",664,1,17,1865,""
1185,"1471",664,1,17,1866,""
1186,"1472",664,1,17,1867,""
1187,"1473",664,1,17,1868,""
1188,"1535",656,1,90,295,""
1189,"1536",657,1,35,375,""
1190,"1527",657,1,35,377,""
1191,"1528",657,1,15,379,""
1192,"1529",657,1,15,381,""
1193,"1530",659,1,100,424,""
1194,"1531",660,1,100,422,""
1195,"1532",661,1,100,306,""
1196,"1533",662,1,100,352,""
1197,"1534",663,1,100,286,""
