"rownum","Id","Name","IsCategory","Category","bool","string","bool","i32","i32","string"
313,"BoneOfferingMtx","Bone Offering","",10,"","","",-16843010,-16843010,""
314,"SpiritOfferingMtx","Spirit Offering","",10,"","","",-16843010,-16843010,""
315,"FleshOfferingMtx","Flesh Offering","",10,"","","",-16843010,-16843010,""
316,"FrenzyMtx","Frenzy","",10,"","","",-16843010,-16843010,""
317,"WitheringStepMtx","Withering Step","",10,"","","",-16843010,-16843010,""
318,"IceShotMtx","Ice Shot","",10,"","","",-16843010,-16843010,""
319,"DefianceBannerMtx","Defiance Banner","",10,"","","",-16843010,-16843010,""
320,"PenanceBrandMtx","Penance Brand","",10,"","","",-16843010,-16843010,""
321,"ArcanistBrandMtx","Arcanist Brand","",10,"","","",-16843010,-16843010,""
322,"WintertideBrandMtx","Wintertide Brand","",10,"","","",-16843010,-16843010,""
323,"ArmageddonBrandMtx","Armageddon Brand","",10,"","","",-16843010,-16843010,""
324,"SmokeMineMtx","Smoke Mine","",10,"","","",-16843010,-16843010,""
325,"ArcaneCloakMtx","Arcane Cloak","",10,"","","",-16843010,-16843010,""
326,"PlagueBearerMtx","Plague Bearer","",10,"","","",-16843010,-16843010,""
327,"ChainHookMtx","Chain Hook","",10,"","","",-16843010,-16843010,""
328,"BloodOfferingMtx","Blood Offering","",10,"","","",-16843010,-16843010,""
329,"EarthbreakerMtx","Earthbreaker","",10,"","","",-16843010,-16843010,""
330,"BurningArrowMtx","Burning Arrow","",10,"","","",-16843010,-16843010,""
331,"VaalBurningArrowMtx","Vaal Burning Arrow","",10,"","","",-16843010,-16843010,""
332,"ExsanguinateMtx","Exsanguinate","",10,"","","",-16843010,-16843010,""
333,"HydrosphereMtx","Hydrosphere","",10,"","","",-16843010,-16843010,""
334,"LightningStrikeMtx","Lightning Strike","",10,"","","",-16843010,-16843010,""
335,"VaalLightningStrikeMtx","Vaal Lightning Strike","",10,"","","",-16843010,-16843010,""
336,"InfernalBlowMtx","Infernal Blow","",10,"","","",-16843010,-16843010,""
337,"SweepMtx","Sweep","",10,"","","",-16843010,-16843010,""
338,"VaalSweepMtx","Vaal Sweep","",10,"","","",-16843010,-16843010,""
339,"DualStrikeMtx","Dual Strike","",10,"","","",-16843010,-16843010,""
340,"EyeOfWinterMtx","Eye of Winter","",10,"","","",-16843010,-16843010,""
341,"SpectralHelixMtx","Spectral Helix","",10,"","","",-16843010,-16843010,""
342,"EnergyBladeMtx","Energy Blade","",10,"","","",-16843010,-16843010,""
343,"TornadoMtx","Tornado","",10,"","","",-16843010,-16843010,""
344,"ForbiddenRiteMtx","ForbiddenRite","",10,"","","",-16843010,-16843010,""
345,"ShockwaveSupportMtx","Shockwave","",10,"","","",-16843010,-16843010,""
346,"CastWhenDamageTakenMtx","Cast when Damage Taken","",10,"","","",-16843010,-16843010,""
347,"PoisonousConcoctionMtx","Poisonous Concoction","",10,"","","",-16843010,-16843010,""
348,"CorruptingFeverMtx","Corrupting Fever","",10,"","","",-16843010,-16843010,""
349,"SeismicTrapMtx","Seismic Trap","",10,"","","",-16843010,-16843010,""
350,"FireTrapMtx","Fire Trap","",10,"","","",-16843010,-16843010,""
351,"BoneshatterMtx","Boneshatter","",10,"","","",-16843010,-16843010,""
352,"EnvyMtx","Envy","",10,"","","",-16843010,-16843010,""
353,"DeathAuraMtx","Death Aura","",10,"","","",-16843010,-16843010,""
354,"GluttonyOfElementsMtx","Gluttony Of Elements","",10,"","","",-16843010,-16843010,""
355,"BlindingAuraMtx","Blinding Aura","",10,"","","",-16843010,-16843010,""
356,"GalvanicFieldMtx","Galvanic Field","",10,"","","",-16843010,-16843010,""
357,"AlchemistsMarkMtx","Alchemist's Mark","",10,"","","",-16843010,-16843010,""
358,"LightningConduitMtx","Lightning Conduit","",10,"","","",-16843010,-16843010,""
359,"LightningTendrilsMtx","Lightning Tendrils","",10,"","","",-16843010,-16843010,""
360,"CobraLashMtx","Cobra Lash","",10,"","","",-16843010,-16843010,""
361,"VenomGyreMtx","Venom Gyre","",10,"","","",-16843010,-16843010,""
362,"VolleyMtx","Volley","",10,"","","",-16843010,-16843010,""
363,"GreaterVolleyMtx","Greater Volley","",10,"","","",-16843010,-16843010,""
364,"ReapMtx","Reap","",10,"","","",-16843010,-16843010,""
365,"RageVortexMtx","Rage Vortex","",10,"","","",-16843010,-16843010,""
366,"CreepingFrostMtx","Creeping Frost","",10,"","","",-16843010,-16843010,""
367,"ImpendingDoomMtx","Impending Doom","",10,"","","",-16843010,-16843010,""
368,"PoachersMarkMtx","Poacher's Mark","",10,"","","",-16843010,-16843010,""
369,"AssassinsMarkMtx","Assassin's Mark","",10,"","","",-16843010,-16843010,""
370,"SnipersMarkMtx","Sniper's Mark","",10,"","","",-16843010,-16843010,""
371,"WarlordsMarkMtx","Warlord's Mark","",10,"","","",-16843010,-16843010,""
372,"MantraofDestructionMtx","Mantra of Destruction","",10,"","","",-16843010,-16843010,""
373,"VaultingImpactMtx","Vaulting Impact","",10,"","","",-16843010,-16843010,""
374,"TempestBellMtx","Tempest Bell","",10,"","","",-16843010,-16843010,""
375,"WindBlastMtx","Wind Blast","",10,"","","",-16843010,-16843010,""
376,"KillingPalmMtx","Killing Palm","",10,"","","",-16843010,-16843010,""
377,"WhirlingAssaultMtx","Whirling Assault","",10,"","","",-16843010,-16843010,""
378,"DodgeRollMtx","Dodge Roll","",10,"","","",-16843010,-16843010,""
379,"SolarOrbMtx","Solar Orb","",10,"","","",-16843010,-16843010,""
380,"EmberFusiladeMtx","Ember Fusilade","",10,"","","",-16843010,-16843010,""
381,"LightningRodMtx","Lightning Rod","",10,"","","",-16843010,-16843010,""
382,"ShockchainArrowMtx","Shockchain Arrow","",10,"","","",-16843010,-16843010,""
383,"MagneticSalvoMtx","Magnetic Salvo","",10,"","","",-16843010,-16843010,""
384,"StormcallerArrowMtx","Stormcaller Arrow","",10,"","","",-16843010,-16843010,""
385,"VoltaicMarkMtx","Voltaic Mark","",10,"","","",-16843010,-16843010,""
386,"ElectrocutingArrowMtx","Electrocuting Arrow","",10,"","","",-16843010,-16843010,""
387,"VoltaicGrenadesMtx","Voltaic Grenades","",10,"","","",-16843010,-16843010,""
388,"StormblastBoltsMtx","Stormblast Bolts","",10,"","","",-16843010,-16843010,""
389,"PlasmaBlastMtx","Plasma Blast","",10,"","","",-16843010,-16843010,""
390,"ShockburstRoundsMtx","Shockburst Rounds","",10,"","","",-16843010,-16843010,""
391,"GalvanicShardsMtx","Galvanic Shards","",10,"","","",-16843010,-16843010,""
392,"RollingSlamMtx","Rolling Slam","",10,"","","",-16843010,-16843010,""
393,"MoltenBlastMtx","Molten Blast","",10,"","","",-16843010,-16843010,""
394,"PerfectStrikeMtx","Perfect Strike","",10,"","","",-16843010,-16843010,""
395,"UnearthMtx","Unearth","",10,"","","",-16843010,-16843010,""
396,"PainOfferingMtx","Pain Offering","",10,"","","",-16843010,-16843010,""
397,"SoulOfferingMtx","Soul Offering","",10,"","","",-16843010,-16843010,""
398,"VolcanicFissureMtx","Volcanic Fissure","",10,"","","",-16843010,-16843010,""
399,"BonestormMtx","Bonestorm","",10,"","","",-16843010,-16843010,""
400,"VulnerabilityMtx","Vulnerability","",10,"","","",-16843010,-16843010,""
401,"DespairMtx","Despair","",10,"","","",-16843010,-16843010,""
402,"TemporalChainsMtx","Temporal Chains","",10,"","","",-16843010,-16843010,""
403,"EnfeebleMtx","Enfeeble","",10,"","","",-16843010,-16843010,""
404,"BindSpectreMtx","Bind Spectre","",10,"","","",-16843010,-16843010,""
405,"BoneCageMtx","Bone Cage","",10,"","","",-16843010,-16843010,""
406,"RhoaMountMtx","Rhoa Mount","",10,"","","",-16843010,-16843010,""
407,"Theme","Theme","","","","","",-16843010,-16843010,""
408,"InfernalTheme","Infernal","",407,"","","",-16843010,-16843010,""
409,"NecroticTheme","Necrotic","",407,"","","",-16843010,-16843010,""
410,"BreachTheme","Breach","",407,"","","",-16843010,-16843010,""
411,"LegacyTheme","Legacy","",407,"","","",-16843010,-16843010,""
412,"GoreTheme","Gore","",407,"","","",-16843010,-16843010,""
413,"GhostflameTheme","Ghostflame","",407,"","","",-16843010,-16843010,""
414,"GloomTheme","Gloom","",407,"","","",-16843010,-16843010,""
415,"DragonTheme","Dragon","",407,"","","",-16843010,-16843010,""
416,"DemonicTheme","Demonic","",407,"","","",-16843010,-16843010,""
417,"DeicideTheme","Deicide","",407,"","","",-16843010,-16843010,""
418,"ArcticTheme","Arctic","",407,"","","",-16843010,-16843010,""
419,"ArcaneTheme","Arcane","",407,"","","",-16843010,-16843010,""
420,"SteampunkTheme","Steam-Powered","",407,"","","",-16843010,-16843010,""
421,"VampiricTheme","Vampiric","",407,"","","",-16843010,-16843010,""
422,"VerdantTheme","Verdant","",407,"","","",-16843010,-16843010,""
423,"SeraphTheme","Seraph","",407,"","","",-16843010,-16843010,""
424,"ProphecyTheme","Prophecy","",407,"","","",-16843010,-16843010,""
425,"ConsumableTheme","Consumable","",407,"","","",-16843010,-16843010,""
426,"EbonyTheme","Ebony","",407,"","","",-16843010,-16843010,""
427,"RadiantTheme","Radiant","",407,"","","",-16843010,-16843010,""
428,"LightningTheme","Lightning","",407,"","","",-16843010,-16843010,""
429,"AcidTheme","Acid","",407,"","","",-16843010,-16843010,""
430,"CrimsonTheme","Crimson","",407,"","","",-16843010,-16843010,""
431,"CelestialTheme","Celestial","",407,"","","",-16843010,-16843010,""
432,"GoldenTheme","Golden","",407,"","","",-16843010,-16843010,""
433,"PurpleTheme","Purple","",407,"","","",-16843010,-16843010,""
434,"EmeraldTheme","Emerald","",407,"","","",-16843010,-16843010,""
435,"DanceTheme","Dance","",407,"","","",-16843010,-16843010,""
436,"AnimalTheme","Animal","",407,"","","",-16843010,-16843010,""
437,"TribalTheme","Tribal","",407,"","","",-16843010,-16843010,""
438,"ChallengeRewardsTheme","Challenge Rewards","",407,"","","",-16843010,-16843010,""
439,"ClosedBetaSupporterPacksTheme","Closed Beta Supporter Packs","",407,"","","",-16843010,-16843010,""
440,"OpenBetaSupporterPacksTheme","Open Beta Supporter Packs","",407,"","","",-16843010,-16843010,""
441,"ReleaseSupporterPacksTheme","Release Supporter Packs","",407,"","","",-16843010,-16843010,""
442,"ForsakenMastersTheme","Forsaken Masters","",407,"","","",-16843010,-16843010,""
443,"AwakeningTheme","Awakening","",407,"","","",-16843010,-16843010,""
444,"AscendancyTheme","Ascendancy","",407,"","","",-16843010,-16843010,""
445,"AtlasTheme","Atlas","",407,"","","",-16843010,-16843010,""
446,"FallofOriathTheme","Fall of Oriath","",407,"","","",-16843010,-16843010,""
447,"MiscellaneousTheme","Miscellaneous","",407,"","","",-16843010,-16843010,""
448,"UltimateChaosTheme","Ultimate Chaos","",407,"","","",-16843010,-16843010,""
449,"PureLightTheme","Pure Light","",407,"","","",-16843010,-16843010,""
450,"HarbingerTheme","Harbinger","",407,"","","",-16843010,-16843010,""
451,"PitchBlackTheme","Pitch Black","",407,"","","",-16843010,-16843010,""
452,"WastelandWarriorTheme","Wasteland Warrior","",407,"","","",-16843010,-16843010,""
453,"DesertTheme","Desert","",407,"","","",-16843010,-16843010,""
454,"ExecutionerTheme","Executioner","",407,"","","",-16843010,-16843010,""
455,"FireTheme","Fire","",407,"","","",-16843010,-16843010,""
456,"IceTheme","Ice","",407,"","","",-16843010,-16843010,""
457,"PolarTheme","Polar","",407,"","","",-16843010,-16843010,""
458,"LichTheme","Lich","",407,"","","",-16843010,-16843010,""
459,"FireAndIceTheme","Fire and Ice","",407,"","","",-16843010,-16843010,""
460,"AbyssTheme","Abyss","",407,"","","",-16843010,-16843010,""
461,"HalloweenTheme","Halloween","",407,"","","",-16843010,-16843010,""
462,"CultistTheme","Cultist","",407,"","","",-16843010,-16843010,""
463,"WarlockTheme","Warlock","",407,"","","",-16843010,-16843010,""
464,"PirateTheme","Pirate","",407,"","","",-16843010,-16843010,""
465,"AtlasWarTheme","War for the Atlas","",407,"","","",-16843010,-16843010,""
466,"NatureTheme","Nature","",407,"","","",-16843010,-16843010,""
467,"GothicTheme","Gothic","",407,"","","",-16843010,-16843010,""
468,"SinAndInnocenceTheme","Sin and Innocence","",407,"","","",-16843010,-16843010,""
469,"BestiaryTheme","Bestiary","",407,"","","",-16843010,-16843010,""
470,"StygianTheme","Stygian","",407,"","","",-16843010,-16843010,""
471,"ManticoreTheme","Manticore","",407,"","","",-16843010,-16843010,""
472,"SeawitchTheme","Seawitch","",407,"","","",-16843010,-16843010,""
473,"PhantasmalTheme","Phantasmal","",407,"","","",-16843010,-16843010,""
474,"FallenAngelTheme","Fallen Angel","",407,"","","",-16843010,-16843010,""
475,"MalachaiTheme","Malachai","",407,"","","",-16843010,-16843010,""
476,"CrystalTheme","Crystal","",407,"","","",-16843010,-16843010,""
477,"IncursionTheme","Incursion","",407,"","","",-16843010,-16843010,""
478,"CarnageTheme","Carnage","",407,"","","",-16843010,-16843010,""
479,"ApocalypseTheme","Apocalypse","",407,"","","",-16843010,-16843010,""
480,"IvoryChaosTheme","Ivory Chaos","",407,"","","",-16843010,-16843010,""
481,"MadmanTheme","Madman","",407,"","","",-16843010,-16843010,""
482,"GryffonTheme","Gryffon","",407,"","","",-16843010,-16843010,""
483,"GorgonTheme","Gorgon","",407,"","","",-16843010,-16843010,""
484,"BloodGuardTheme","Blood Guard","",407,"","","",-16843010,-16843010,""
485,"FaithGuardTheme","Faith Guard","",407,"","","",-16843010,-16843010,""
486,"SphinxTheme","Sphinx","",407,"","","",-16843010,-16843010,""
487,"DelveTheme","Delve","",407,"","","",-16843010,-16843010,""
488,"OriathTheme","Oriath","",407,"","","",-16843010,-16843010,""
489,"PyreTheme","Pyre","",407,"","","",-16843010,-16843010,""
490,"ColiseumTheme","Coliseum","",407,"","","",-16843010,-16843010,""
491,"NightLotusTheme","Night Lotus","",407,"","","",-16843010,-16843010,""
492,"HarpyonTheme","Harpyon","",407,"","","",-16843010,-16843010,""
493,"ElderTheme","Elder","",407,"","","",-16843010,-16843010,""
494,"BetrayalTheme","Betrayal","",407,"","","",-16843010,-16843010,""
495,"FairgravesTheme","Fairgraves","",407,"","","",-16843010,-16843010,""
496,"UtilityTheme","Utility","",407,"","","",-16843010,-16843010,""
497,"CoastalTheme","Coastal","",407,"","","",-16843010,-16843010,""
498,"EncampmentTheme","Encampment","",407,"","","",-16843010,-16843010,""
499,"ForestTheme","Forest","",407,"","","",-16843010,-16843010,""
500,"RuinsTheme","Ruins","",407,"","","",-16843010,-16843010,""
501,"VaalTheme","Vaal","",407,"","","",-16843010,-16843010,""
502,"DungeonTheme","Dungeon","",407,"","","",-16843010,-16843010,""
503,"SarnTheme","Sarn","",407,"","","",-16843010,-16843010,""
504,"GardensTheme","Gardens","",407,"","","",-16843010,-16843010,""
505,"OrnateTheme","Ornate","",407,"","","",-16843010,-16843010,""
506,"SceptreTheme","Sceptre","",407,"","","",-16843010,-16843010,""
507,"CryptTheme","Crypt","",407,"","","",-16843010,-16843010,""
508,"EffectsTheme","Effects","",407,"","","",-16843010,-16843010,""
509,"CaveTheme","Cave","",407,"","","",-16843010,-16843010,""
510,"BeastTheme","Beast","",407,"","","",-16843010,-16843010,""
511,"KaruiTheme","Karui","",407,"","","",-16843010,-16843010,""
512,"LabyrinthTheme","Labyrinth","",407,"","","",-16843010,-16843010,""
513,"HighgateTheme","Highgate","",407,"","","",-16843010,-16843010,""
514,"OssuaryTheme","Ossuary","",407,"","","",-16843010,-16843010,""
515,"ReliquaryTheme","Reliquary","",407,"","","",-16843010,-16843010,""
516,"EzomyteTheme","Ezomyte","",407,"","","",-16843010,-16843010,""
517,"VanguardTheme","Vanguard","",407,"","","",-16843010,-16843010,""
518,"PitfighterTheme","Pitfighter","",407,"","","",-16843010,-16843010,""
519,"CrucibleTheme","Crucible","",407,"","","",-16843010,-16843010,""
520,"LibraryTheme","Library","",407,"","","",-16843010,-16843010,""
521,"SlavePensTheme","Slave Pens","",407,"","","",-16843010,-16843010,""
522,"InnocenceTheme","Innocence","",407,"","","",-16843010,-16843010,""
523,"AssassinTheme","Assassin","",407,"","","",-16843010,-16843010,""
524,"EmpyreanTheme","Empyrean","",407,"","","",-16843010,-16843010,""
525,"BlackguardTheme","Blackguard","",407,"","","",-16843010,-16843010,""
526,"ChamberOfSinsTheme","Chamber of Sins","",407,"","","",-16843010,-16843010,""
527,"TempleTheme","Temple","",407,"","","",-16843010,-16843010,""
528,"ExcavationTheme","Excavation","",407,"","","",-16843010,-16843010,""
529,"BonesTheme","Bones","",407,"","","",-16843010,-16843010,""
530,"ChurchTheme","Church","",407,"","","",-16843010,-16843010,""
531,"CourthouseTheme","Courthouse","",407,"","","",-16843010,-16843010,""
532,"ExilesTheme","Exiles","",407,"","","",-16843010,-16843010,""
533,"SynthesisTheme","Synthesis","",407,"","","",-16843010,-16843010,""
534,"PrimevalTheme","Primeval","",407,"","","",-16843010,-16843010,""
535,"GlimmerwoodTheme","Glimmerwood","",407,"","","",-16843010,-16843010,""
536,"MarakethTheme","Maraketh","",407,"","","",-16843010,-16843010,""
537,"ViperTheme","Viper","",407,"","","",-16843010,-16843010,""
538,"DarkprismTheme","Darkprism","",407,"","","",-16843010,-16843010,""
539,"SunprismTheme","Sunprism","",407,"","","",-16843010,-16843010,""
540,"GargoyleTheme","Gargoyle","",407,"","","",-16843010,-16843010,""
541,"MageguardTheme","Mageguard","",407,"","","",-16843010,-16843010,""
542,"ExtinctionTheme","Extinction","",407,"","","",-16843010,-16843010,""
543,"LegionTheme","Legion","",407,"","","",-16843010,-16843010,""
544,"PlatedTheme","Plated","",407,"","","",-16843010,-16843010,""
545,"FrontierTheme","Frontier","",407,"","","",-16843010,-16843010,""
546,"IllusionistTheme","Illusionist","",407,"","","",-16843010,-16843010,""
547,"ElementalTheme","Elemental","",407,"","","",-16843010,-16843010,""
548,"ZenithTheme","Zenith","",407,"","","",-16843010,-16843010,""
549,"MiracleTheme","Miracle","",407,"","","",-16843010,-16843010,""
550,"CardinalTheme","Cardinal","",407,"","","",-16843010,-16843010,""
551,"VaalViperTheme","Vaal Viper","",407,"","","",-16843010,-16843010,""
552,"VoidEmperorTheme","Void Emperor","",407,"","","",-16843010,-16843010,""
553,"CarnivalTheme","Carnival","",407,"","","",-16843010,-16843010,""
554,"ChiyouTheme","Chiyou","",407,"","","",-16843010,-16843010,""
555,"BlightTheme","Blight","",407,"","","",-16843010,-16843010,""
556,"HavenwoodTheme","Havenwood","",407,"","","",-16843010,-16843010,""
557,"PolarisTheme","Polaris","",407,"","","",-16843010,-16843010,""
558,"BasiliskTheme","Basilisk","",407,"","","",-16843010,-16843010,""
559,"CrusaderTheme","Crusader","",407,"","","",-16843010,-16843010,""
560,"EyrieTheme","Eyrie","",407,"","","",-16843010,-16843010,""
561,"JudicatorTheme","Judicator","",407,"","","",-16843010,-16843010,""
562,"OrionTheme","Orion","",407,"","","",-16843010,-16843010,""
563,"MetamorphTheme","Metamorph","",407,"","","",-16843010,-16843010,""
564,"ExileConTheme","ExileCon","",407,"","","",-16843010,-16843010,""
565,"RevenantTheme","Revenant","",407,"","","",-16843010,-16843010,""
566,"ColdsnapTheme","Coldsnap","",407,"","","",-16843010,-16843010,""
567,"MaliceTheme","Malice","",407,"","","",-16843010,-16843010,""
568,"ThaumaturgyTheme","Thaumaturgy","",407,"","","",-16843010,-16843010,""
569,"BalefireTheme","Balefire","",407,"","","",-16843010,-16843010,""
570,"DeliriumTheme","Delirium","",407,"","","",-16843010,-16843010,""
571,"HeartseekerTheme","Heartseeker","",407,"","","",-16843010,-16843010,""
572,"DarkMagicTheme","Dark Magic","",407,"","","",-16843010,-16843010,""
573,"JinliTheme","Jinli","",407,"","","",-16843010,-16843010,""
574,"ImaginationTheme","Imagination","",407,"","","",-16843010,-16843010,""
575,"HighPriestTheme","High Priest","",407,"","","",-16843010,-16843010,""
576,"GoddessTheme","Goddess","",407,"","","",-16843010,-16843010,""
577,"SawbladeTheme","Sawblade","",407,"","","",-16843010,-16843010,""
578,"DreadspireTheme","Dreadspire","",407,"","","",-16843010,-16843010,""
579,"AngelsAndDemonsTheme","Angels and Demons","",407,"","","",-16843010,-16843010,""
580,"NightwatchTheme","Nightwatch","",407,"","","",-16843010,-16843010,""
581,"HarvestTheme","Harvest","",407,"","","",-16843010,-16843010,""
582,"HeistTheme","Heist","",407,"","","",-16843010,-16843010,""
583,"TwilightTheme","Twilight","",407,"","","",-16843010,-16843010,""
584,"EthercraftTheme","Ethercraft","",407,"","","",-16843010,-16843010,""
585,"DarkwoodTheme","Darkwood","",407,"","","",-16843010,-16843010,""
586,"JudgementTheme","Judgement","",407,"","","",-16843010,-16843010,""
587,"RaptureTheme","Rapture","",407,"","","",-16843010,-16843010,""
588,"ValkyrieTheme","Valkyrie","",407,"","","",-16843010,-16843010,""
589,"WarlordTheme","Warlord","",407,"","","",-16843010,-16843010,""
590,"RitualTheme","Ritual","",407,"","","",-16843010,-16843010,""
591,"GlimmerspriteTheme","Glimmersprite","",407,"","","",-16843010,-16843010,""
592,"Core2021Theme","Core 2021","",407,"","","",-16843010,-16843010,""
593,"AtlasCore2021Theme","Echoes of the Atlas","",407,"","","",-16843010,-16843010,""
594,"MavenTheme","Maven","",407,"","","",-16843010,-16843010,""
595,"OblivionTheme","Oblivion","",407,"","","",-16843010,-16843010,""
596,"BrimstoneTheme","Brimstone","",407,"","","",-16843010,-16843010,""
597,"FrostVikingTheme","Frost Viking","",407,"","","",-16843010,-16843010,""
598,"UltimatumTheme","Ultimatum","",407,"","","",-16843010,-16843010,""
599,"ApollyonTheme","Apollyon","",407,"","","",-16843010,-16843010,""
600,"MerchantTheme","Merchant","",407,"","","",-16843010,-16843010,""
601,"MidnightPactTheme","Midnight Pact","",407,"","","",-16843010,-16843010,""
602,"JingweiTheme","Jingwei","",407,"","","",-16843010,-16843010,""
603,"SlitherTheme","Slither","",407,"","","",-16843010,-16843010,""
604,"ExpeditionTheme","Expedition","",407,"","","",-16843010,-16843010,""
605,"MyrmidonTheme","Myrmidon","",407,"","","",-16843010,-16843010,""
606,"BanebrandTheme","Banebrand","",407,"","","",-16843010,-16843010,""
607,"StarfallTheme","Starfall","",407,"","","",-16843010,-16843010,""
608,"NecrolordTheme","Necrolord","",407,"","","",-16843010,-16843010,""
609,"DirebladeTheme","Direblade","",407,"","","",-16843010,-16843010,""
610,"CursedTheme","Cursed","",407,"","","",-16843010,-16843010,""
611,"AtlantisTheme","Atlantis","",407,"","","",-16843010,-16843010,""
612,"ScourgeTheme","Scourge","",407,"","","",-16843010,-16843010,""
613,"ScourgelordTheme","Scourgelord","",407,"","","",-16843010,-16843010,""
614,"OnyxTheme","Onyx","",407,"","","",-16843010,-16843010,""
615,"AstralTheme","Astral","",407,"","","",-16843010,-16843010,""
616,"Core2022Theme","Core 2022","",407,"","","",-16843010,-16843010,""
617,"WinterDragonTheme","Winter Dragon","",407,"","","",-16843010,-16843010,""
618,"HarmonyTheme","Harmony","",407,"","","",-16843010,-16843010,""
619,"GodOfThunderTheme","God of Thunder","",407,"","","",-16843010,-16843010,""
620,"Archnemesis","Archnemesis","",407,"","","",-16843010,-16843010,""
621,"AuspiciousTheme","Auspicious","",407,"","","",-16843010,-16843010,""
622,"HarmoniousTheme","Harmonious","",407,"","","",-16843010,-16843010,""
623,"VulcanTheme","Vulcan","",407,"","","",-16843010,-16843010,""
624,"MercurialTheme","Mercurial","",407,"","","",-16843010,-16843010,""
625,"EtherealTheme","Ethereal","",407,"","","",-16843010,-16843010,""
626,"MasqueradeTheme","Masquerade","",407,"","","",-16843010,-16843010,""
627,"KiracsVaultTheme","Kirac's Vault","",407,"","","",-16843010,-16843010,""
628,"ChaosTheme","Chaos","",407,"","","",-16843010,-16843010,""
629,"Stormstrider","Stormstrider","",407,"","","",-16843010,-16843010,""
630,"SentinelTheme","Sentinel","",407,"","","",-16843010,-16843010,""
631,"OphidianTheme","Ophidian","",407,"","","",-16843010,-16843010,""
632,"RubyTheme","Ruby","",407,"","","",-16843010,-16843010,""
633,"SapphireTheme","Sapphire","",407,"","","",-16843010,-16843010,""
634,"MoltenTheme","Molten","",407,"","","",-16843010,-16843010,""
635,"MistTheme","Mist","",407,"","","",-16843010,-16843010,""
636,"ExaltedTheme","Exalted","",407,"","","",-16843010,-16843010,""
637,"Lunar","Lunar","",407,"","","",-16843010,-16843010,""
638,"Unlocked","Unlocked",1,"",1,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/AllitemsSub/SubFlagArmour","",-16843010,-16843010,"Art/2DArt/UIImages/InGame/ConsoleNew/Shop/Allitems/AllitemsFrame12"
639,"StormstriderBoots","Stormstrider Boots","",629,"","","",-16843010,-16843010,""
640,"ScintillationBodyArmour","Scintillation Body Armour","",547,"","","",-16843010,-16843010,""
641,"NgamahuBodyArmour","Ngamahu Body Armour","",511,"","","",-16843010,-16843010,""
642,"ThunderstrikeGloves","Thunderstrike Gloves","",428,"","","",-16843010,-16843010,""
643,"PhoenixHelmet","Phoenix Helmet","",408,"","","",-16843010,-16843010,""
644,"ManaTankBackAttachment","Mana Tank Back Attachment","",447,"","","",-16843010,-16843010,""
645,"SplinteringShield","Splintering Shield","",493,"","","",-16843010,-16843010,""
646,"WillpowerAmulet","Willpower Amulet","",447,"","","",-16843010,-16843010,""
647,"FlaskEffectSentinel","Nexus Flask Effects","",447,"","","",-16843010,-16843010,""
648,"CrystallineChargeSentinel","Crystal Charges","",476,"","","",-16843010,-16843010,""
649,"FlareCharacterEffect","Flare Character Effect","",408,"","","",-16843010,-16843010,""
650,"WarpRuneHideout","Hideout Warp Runes","",447,"","","",-16843010,-16843010,""
651,"ShardcrownHelmet","Shardcrown Helmet","",476,"","","",-16843010,-16843010,""
652,"DeathnotchBow","Deathnotch Bow","",447,"","","",-16843010,-16843010,""
653,"TreasureHunterWeaponEffect","Treasure Hunter Weapon Effect","",600,"","","",-16843010,-16843010,""
654,"LakeOfKalandraTheme","Lake of Kalandra","",407,"","","",-16843010,-16843010,""
655,"PyromaniacWeaponEffect","Pyromaniac Weapon Effect","",408,"","","",-16843010,-16843010,""
656,"SummonersAmulet","Summoner's Amulet","",447,"","","",-16843010,-16843010,""
657,"OshabisHeaddress","Oshabi's Headdress","",581,"","","",-16843010,-16843010,""
658,"CrystallisedBodyArmour","Crystallised Body Armour","",476,"","","",-16843010,-16843010,""
659,"EnchantersRing","Enchanter's Ring","",447,"","","",-16843010,-16843010,""
660,"TorturersGloves","Torturer's Gloves","",447,"","","",-16843010,-16843010,""
661,"FireworksBackAttachment","Fireworks Back Attachment","",447,"","","",-16843010,-16843010,""
662,"CrystalariumBoots","Crystalarium Boots","",476,"","","",-16843010,-16843010,""
663,"GloriousHelmet","Glorious Helmet","",447,"","","",-16843010,-16843010,""
664,"RaincallerFlask","Raincaller Flask","",447,"","","",-16843010,-16843010,""
665,"DovecallerWings","Dovecaller Wings","",447,"","","",-16843010,-16843010,""
666,"StormHarrier","Storm Harrier Pet","",447,"","","",-16843010,-16843010,""
667,"RevelationBlade","Revelation Blade","",447,"","","",-16843010,-16843010,""
668,"Arachnomorph","Arachnomorph Pet","",447,"","","",-16843010,-16843010,""
669,"TinkersWaypoint","Tinker's Waypoint","",447,"","","",-16843010,-16843010,""
670,"ForbiddenSanctum","Forbidden Sanctum","",407,"","","",-16843010,-16843010,""
671,"Core2023","Core 2023","",407,"","","",-16843010,-16843010,""
672,"AlchemistTheme","Alchemist","",407,"","","",-16843010,-16843010,""
673,"VaultPass","Kirac's Vault","","","","","",-16843010,-16843010,""
674,"ArachnidTheme","Arachnid","",407,"","","",-16843010,-16843010,""
675,"ShadeTheme","Shade","",407,"","","",-16843010,-16843010,""
