"rownum","Id","bool","i32","Name","AOFiles","bool","bool","i32","bool","bool","i32","rid","bool","[rid]","[rid]","rid","i32","string","i32","rid","rid","[rid]","rid","string","bool","rid","string","i32","i32","bool","rid","rid","bool","bool","[rid]","bool","[rid]","bool"
378,"Metadata/Chests/Labyrinth/Izaro/IzaroChest9","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,"","",[8411],[],"",0,"",100,"",1550,[],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
379,"Metadata/Chests/Labyrinth/Izaro/IzaroChest10","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",150,"","",100,"","",[8411],[],"",0,"",100,"",1550,[],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
380,"Metadata/Chests/Labyrinth/Izaro/IzaroChest11","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,"","",[8411],[],"",0,"",100,"",1550,[],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
381,"Metadata/Chests/Labyrinth/Izaro/IzaroChest12","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",150,"","",100,"","",[8411],[],"",0,"",100,"",1550,[],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
382,"Metadata/Chests/Labyrinth/Izaro/IzaroChest13","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,"","",[],[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Chest","","","",0,0,1,"","","","",[],"",[],""
383,"Metadata/Chests/Labyrinth/Izaro/IzaroChest14","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",160,"","",100,"","",[8411],[],"",0,"",100,"",1550,[],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
384,"Metadata/Chests/Labyrinth/Izaro/IzaroChest15","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",220,"","",100,"","",[8411],[],"",0,"",100,"",1550,[],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
385,"Metadata/Chests/Labyrinth/Izaro/IzaroChest16","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",300,"","",100,"","",[8411],[],"",0,"",100,"",1550,[],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
386,"Metadata/Chests/Labyrinth/Izaro/IzaroChest17","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",150,"","",100,"","","[8411,7659]",[],"",0,"",100,"",1550,[],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
387,"Metadata/Chests/Labyrinth/Izaro/IzaroChest18","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",80,"","",100,"","",[8411],[],"",0,"",100,"",1550,[],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
388,"Metadata/Chests/Labyrinth/Izaro/IzaroChest19","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",0,"","",100,"","","[7757,9095]",[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
389,"Metadata/Chests/Labyrinth/Izaro/IzaroChest20","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",150,"","",100,"","","[8411,7660]",[],"",0,"",100,"",1550,[],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
390,"Metadata/Chests/Labyrinth/Izaro/IzaroChest21","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,"","","[8411,7758,7706,7721]",[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
391,"Metadata/Chests/Labyrinth/Izaro/IzaroChest22","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",0,"","",100,"","","[7667,7757,9095]",[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
392,"Metadata/Chests/Labyrinth/Izaro/IzaroChest23","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",150,"","",100,"","","[8411,9376,12699]",[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
393,"Metadata/Chests/Labyrinth/Izaro/IzaroChest24","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",70,"","",100,"","","[7703,7738]",[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
394,"Metadata/Chests/Labyrinth/Izaro/IzaroChest41","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",70,"","",100,"","","[7703,7739]",[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
395,"Metadata/Chests/Labyrinth/Izaro/IzaroChest25","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",300,"","",100,"","",[],[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Chest","","","",0,0,1,"","","","",[],"",[],""
396,"Metadata/Chests/Labyrinth/Izaro/IzaroChest26","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",200,"","",100,"","",[],[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Chest","","","",0,0,1,"","","","",[],"",[],""
397,"Metadata/Chests/Labyrinth/Izaro/IzaroChest27","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",120,"","",100,"","",[],[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Chest","","","",0,0,1,"","","","",[],"",[],""
398,"Metadata/Chests/Labyrinth/Izaro/IzaroChest28","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,"","",[],[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Chest","","","",0,0,1,"","","","",[],1,[],""
399,"Metadata/Chests/Labyrinth/Izaro/IzaroChest29","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",200,"","",100,"","",[8411],[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
400,"Metadata/Chests/Labyrinth/Izaro/IzaroChest30","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",120,"","",100,"","","[8411,7669]",[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
401,"Metadata/Chests/Labyrinth/Izaro/IzaroChest31","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",300,"","",100,"","",[8411],[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
402,"Metadata/Chests/Labyrinth/Izaro/IzaroChest32","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",200,"","",100,"","","[8411,7745]",[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
403,"Metadata/Chests/Labyrinth/Izaro/IzaroChest33","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",300,"","",100,"","",[8411],[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
404,"Metadata/Chests/Labyrinth/Izaro/IzaroChest34","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",150,"","",100,"","","[8411,7659]",[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
405,"Metadata/Chests/Labyrinth/Izaro/IzaroChest35","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",120,"","",100,"","","[8411,7660]",[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
406,"Metadata/Chests/Labyrinth/Izaro/IzaroChest36","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,"","","[8411,7659]",[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
407,"Metadata/Chests/Labyrinth/Izaro/IzaroChest37","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",300,"","",100,"","","[8411,12699]",[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
408,"Metadata/Chests/Labyrinth/Izaro/IzaroChest38","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",49,"","",100,"","","[7703,7738]",[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
409,"Metadata/Chests/Labyrinth/Izaro/IzaroChest39","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,"","",[8411],[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
410,"Metadata/Chests/Labyrinth/Izaro/IzaroChest40","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,"","","[8411,7758,7706,7721]",[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Chest","","","",0,0,"","","","","",[],"",[],""
411,"Metadata/Chests/Labyrinth/Izaro/IzaroChest42","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",150,"","",100,"","","[8412,7759]",[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","",0,0,"","","","","",[],"",[],""
412,"Metadata/Chests/Labyrinth/Izaro/IzaroChest43","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",0,"","",100,"","","[7667,9095]",[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","",0,0,"","","","","",[],"",[],""
413,"Metadata/Chests/Labyrinth/Izaro/IzaroChest44","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",150,"","",100,"","","[8412,12699]",[],"",0,"",100,"",1550,[],384,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","",0,0,"","","","","",[],"",[],""
414,"Metadata/Chests/Labyrinth/Izaro/IzaroChest45","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",50,"","",100,"","","[7703,7740]",[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","",0,0,"","","","","",[],"",[],""
415,"Metadata/Chests/Labyrinth/Izaro/IzaroChest46","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,"","",[],[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","",0,0,1,"","","","",[],"",[],""
416,"Metadata/Chests/Labyrinth/Izaro/IzaroChest47","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",0,"","",100,"","",[],[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","",0,0,"","","","","",[],"",[],""
417,"Metadata/Chests/Labyrinth/Izaro/IzaroChest48","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",0,"","",100,"","",[],[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","",0,0,"","","","","",[],"",[],""
418,"Metadata/Chests/Labyrinth/Izaro/IzaroChest49","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",0,"","",100,"","",[],[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","",0,0,"","","","","",[],"",[],""
419,"Metadata/Chests/Labyrinth/Izaro/IzaroChest50","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",400,"","",100,"","",[],[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","",0,0,1,"","","","",[],"",[],""
420,"Metadata/Chests/Labyrinth/Izaro/IzaroChest51","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",0,"","",100,"","",[],[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","",0,0,"","","","","",[],"",[],""
421,"Metadata/Chests/Labyrinth/Izaro/IzaroChest52","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",200,"","",100,"","","[8412,7759]",[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","",0,0,"","","","","",[],"",[],""
422,"Metadata/Chests/Labyrinth/Izaro/IzaroChest53","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",120,"","",100,"","",[8412],[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","",0,0,"","","","","",[],"",[],""
423,"Metadata/Chests/Labyrinth/Izaro/IzaroChest54","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",150,"","",100,"","",[8412],[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","",0,0,"","","","","",[],"",[],""
424,"Metadata/Chests/Labyrinth/Izaro/IzaroChest55","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",300,"","",100,"","","[8412,7750]",[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","",0,0,"","","","","",[],"",[],""
425,"Metadata/Chests/Labyrinth/Izaro/IzaroChest56","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",300,"","",100,"","","[8412,7750]",[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","",0,0,"","","","","",[],"",[],""
426,"Metadata/Chests/Labyrinth/Izaro/IzaroChest57","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",150,"","",100,"","","[8412,7659]",[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","",0,0,"","","","","",[],"",[],""
427,"Metadata/Chests/Labyrinth/Izaro/IzaroChest58","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",120,"","",100,"","","[8412,7661]",[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","",0,0,"","","","","",[],"",[],""
428,"Metadata/Chests/Labyrinth/Izaro/IzaroChest59","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,"","","[8412,7660]",[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","",0,0,"","","","","",[],"",[],""
429,"Metadata/Chests/Labyrinth/Izaro/IzaroChest60","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,"","","[8412,12699]",[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","",0,0,"","","","","",[],"",[],""
430,"Metadata/Chests/Labyrinth/Izaro/IzaroChest61","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,"","","[7703,7740]",[],"",0,"",100,"",1550,[],384,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","",0,0,"","","","","",[],"",[],""
431,"Metadata/Chests/Labyrinth/Izaro/IzaroChest62","",4,"Izaro's Largesse","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",100,"","",100,"","","[8412,7759]",[],"",0,"",100,"",1550,[10028],384,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","",0,0,"","","","","",[],"",[],""
432,"Metadata/Chests/Prophecy/Divination","",4,"Fortune Teller's Chest","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,0,"","",100,"","","[8479,12707]",[],"",0,"",100,"","",[],"","Metadata/Chests/Chest",1,"","",0,0,1,"","","","",[],"",[],""
433,"Metadata/Chests/Labyrinth/LabyrinthReward0HardModeCurrency","",4,"Hidden Coffer","[""Metadata/Chests/Chests/Chest23.ao""]","",1,30,"","",100,"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,1,"","","","",[],1,[],""
434,"Metadata/Chests/Labyrinth/LabyrinthReward0HardModeQuality","",4,"Hidden Coffer","[""Metadata/Chests/Chests/Chest23.ao""]","",1,30,"","",100,"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,1,"","","","",[],1,[],""
435,"Metadata/Chests/Labyrinth/LabyrinthReward0HardModeJewellery","",4,"Hidden Coffer","[""Metadata/Chests/Chests/Chest23.ao""]","",1,25,"","",100,"","",[8426],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,"","","","","",[],1,[],""
436,"Metadata/Chests/Labyrinth/LabyrinthReward0HardModeArmour","",4,"Hidden Coffer","[""Metadata/Chests/Chests/Chest23.ao""]","",1,50,"","",100,"","",[8426],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,"","","","","",[],1,[],""
437,"Metadata/Chests/Labyrinth/LabyrinthReward0HardModeWeapons","",4,"Hidden Coffer","[""Metadata/Chests/Chests/Chest23.ao""]","",1,50,"","",100,"","",[8426],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,"","","","","",[],1,[],""
438,"Metadata/Chests/Labyrinth/LabyrinthReward0HardModeGeneric","",4,"Hidden Coffer","[""Metadata/Chests/Chests/Chest23.ao""]","",1,65,"","",100,"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,"","","","","",[],1,[],""
439,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerHardModeCurrency","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,60,"","",100,"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,1,"","","","",[],1,[],""
440,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerHardModeQuality","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,70,"","",100,"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,1,"","","","",[],1,[],""
441,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerHardModeJewellery","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,50,"","",100,"","",[8426],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,"","","","","",[],1,[],""
442,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerHardModeArmour","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,95,"","",100,"","",[8426],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,"","","","","",[],1,[],""
443,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerHardModeWeapons","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,95,"","",100,"","",[8426],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,"","","","","",[],1,[],""
444,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerHardModeGems","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,50,"","",100,"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,"","","","","",[],1,[],""
445,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerHardModeMaps","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,50,"","",100,"","",[8426],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,"","","","","",[],1,[],""
446,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerHardModeUnique","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,40,"","",100,"","",[8426],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,"","","","","",[],1,[],""
447,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerHardModeJewelleryEnd","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,50,"","",100,"","",[8427],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,"","","","","",[],1,[],""
448,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerHardModeArmourEnd","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,95,"","",100,"","",[8427],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,"","","","","",[],1,[],""
449,"Metadata/Chests/Labyrinth/LabyrinthRewardDangerHardModeWeaponsEnd","",4,"Labyrinth Trove","[""Metadata/Chests/CopperChests/CopperChest1.ao""]","",1,95,"","",100,"","",[8427],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,"","","","","",[],1,[],""
450,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverHardModeCurrency","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,60,"","",100,"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,1,"","","","",[],1,[],""
451,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverHardModeQuality","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,70,"","",100,"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,1,"","","","",[],1,[],""
452,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverHardModeJewellery","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,50,"","",100,"","",[8426],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,"","","","","",[],1,[],""
453,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverHardModeArmour","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,95,"","",100,"","",[8426],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,"","","","","",[],1,[],""
454,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverHardModeWeapons","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,95,"","",100,"","",[8426],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,"","","","","",[],1,[],""
455,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverHardModeGems","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,50,"","",100,"","",[],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,"","","","","",[],1,[],""
456,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverHardModeMaps","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,50,"","",100,"","",[8426],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,"","","","","",[],1,[],""
457,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverHardModeUnique","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,40,"","",100,"","",[8426],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,"","","","","",[],1,[],""
458,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverHardModeJewelleryEnd","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,50,"","",100,"","",[8427],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,"","","","","",[],1,[],""
459,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverHardModeArmourEnd","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,95,"","",100,"","",[8427],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,"","","","","",[],1,[],""
460,"Metadata/Chests/Labyrinth/LabyrinthRewardSilverHardModeWeaponsEnd","",4,"Emperor's Vault","[""Metadata/Chests/GoldenChests/GoldenChest3.ao""]","",1,95,"","",100,"","",[8427],[],"",0,"",100,"","",[],"","Metadata/Chests/Labyrinth/LabyrinthRewardChest","","","",0,0,"","","","","",[],1,[],""
461,"Metadata/Chests/Labyrinth/Izaro/IzaroChestHardMode1","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",70,"","",100,"","",[8425],[],"",0,"",100,"",1550,[],384,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","",0,0,"","","","","",[],1,[],""
462,"Metadata/Chests/Labyrinth/Izaro/IzaroChestHardMode2","",4,"Izaro's Treasure","[""Metadata/Chests/CopperChests/GoldenChest3Izaro.ao""]","","",110,"","",100,"","",[8426],[],"",0,"",100,"",1550,[],384,"Metadata/Chests/Labyrinth/Izaro/IzaroChestBase","","","",0,0,"","","","","",[],1,[],""
