"rownum","Id","DDSFile","AOFile","InventorySoundEffect","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","string","string","string","string","string","string","string","string","string","string","string","string","string","bool","bool","[string]","bool","[rid]","string","i32","rid","rid","rid","rid","[rid]","[rid]","bool"
2680,"MicrotransactionEternalSyndicatePortalEffect","Art/2DItems/Effects/Portals/AbyssPortal.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15649678,0,0,0,-1334837248,6,0,0,-1334837248,6,0,0,-1334837248,6,0,0,-1334837248,6,0,0,-1334837248,6,0,0,-1334837248,6,0,0,-1334837248,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1334837248,6,0,0,-1334837248,6,0,0,-1334837248,6,15597568,0,0,0,-1334837248,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2681,"MicrotransactionSeraphBannerBackAttachment","Art/2DItems/Effects/Wings/SeraphBannerBackAttachment.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15612933,0,0,0,-1321467904,6,0,0,-1321467904,6,0,0,-1321467904,6,0,0,-1321467904,6,0,0,-1321467904,6,0,0,-1321467904,6,0,0,-1321467904,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1321467904,6,0,0,-1321467904,6,0,0,-1321467904,6,15597568,0,0,0,-1321467904,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2682,"MicrotransactionKaruiBow","Art/2DItems/Effects/Weapon/KaruiBow.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15610843,0,0,0,-1312686080,6,0,0,-1312686080,6,0,0,-1312686080,6,0,0,-1312686080,6,0,0,-1312686080,6,0,0,-1312686080,6,0,0,-1312686080,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1312686080,6,0,0,-1312686080,6,0,0,-1312686080,6,15597568,0,0,0,-1312686080,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2683,"MicrotransactionKaruiQuiver","Art/2DItems/Effects/Weapon/KaruiQuiver.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15637209,0,0,0,-1303117824,6,0,0,-1303117824,6,0,0,-1303117824,6,0,0,-1303117824,6,0,0,-1303117824,6,0,0,-1303117824,6,0,0,-1303117824,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1303117824,6,0,0,-1303117824,6,0,0,-1303117824,6,15597568,0,0,0,-1303117824,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2684,"MicrotransactionUndeadOutcastHelmet","Art/2DItems/Effects/Hats/UndeadOutcastHelmetSkin.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15635898,0,0,0,-1291190272,6,0,0,-1291190272,6,0,0,-1291190272,6,0,0,-1291190272,6,0,0,-1291190272,6,0,0,-1291190272,6,0,0,-1291190272,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1291190272,6,0,0,-1291190272,6,0,0,-1291190272,6,15597568,0,0,0,-1291190272,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2685,"MicrotransactionDivineDemonKingPortal","Art/2DItems/Effects/Portals/DivineDemonKingPortalEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15612887,0,0,0,-1278083072,6,0,0,-1278083072,6,0,0,-1278083072,6,0,0,-1278083072,6,0,0,-1278083072,6,0,0,-1278083072,6,0,0,-1278083072,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1278083072,6,0,0,-1278083072,6,0,0,-1278083072,6,15597568,0,0,0,-1278083072,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2686,"MicrotransactionArcaneDemonKingPortal","Art/2DItems/Effects/Portals/ArcaneDemonKingPortalEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15602137,0,0,0,-1264975872,6,0,0,-1264975872,6,0,0,-1264975872,6,0,0,-1264975872,6,0,0,-1264975872,6,0,0,-1264975872,6,0,0,-1264975872,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1264975872,6,0,0,-1264975872,6,0,0,-1264975872,6,15597568,0,0,0,-1264975872,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2687,"MicrotransactionNecroticDemonKingPortal__","Art/2DItems/Effects/Portals/NecroticDemonKingPortalEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15637461,0,0,0,-1251082240,6,0,0,-1251082240,6,0,0,-1251082240,6,0,0,-1251082240,6,0,0,-1251082240,6,0,0,-1251082240,6,0,0,-1251082240,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1251082240,6,0,0,-1251082240,6,0,0,-1251082240,6,15597568,0,0,0,-1251082240,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2688,"MicrotransactionFieryDemonKingPortalEffect","Art/2DItems/Effects/Portals/InfernalDemonKingPortal.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15623688,0,0,0,-1237843968,6,0,0,-1237843968,6,0,0,-1237843968,6,0,0,-1237843968,6,0,0,-1237843968,6,0,0,-1237843968,6,0,0,-1237843968,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1237843968,6,0,0,-1237843968,6,0,0,-1237843968,6,15597568,0,0,0,-1237843968,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2689,"MicrotransactionHighPriestWeapon","Art/2DItems/Effects/Weapon/ColosusSword.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15643330,0,0,0,-1233387520,6,0,0,-1233387520,6,0,0,-1233387520,6,0,0,-1233387520,6,0,0,-1233387520,6,0,0,-1233387520,6,0,0,-1233387520,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1233387520,6,0,0,-1233387520,6,0,0,-1233387520,6,15597568,0,0,0,-1233387520,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2690,"MicrotransactionGoddessPortraitFrame","Art/2DItems/Effects/Frames/TencentGoddessFrame.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15608678,0,0,0,-1221591040,6,0,0,-1221591040,6,0,0,-1221591040,6,0,0,-1221591040,6,0,0,-1221591040,6,0,0,-1221591040,6,0,0,-1221591040,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1221591040,6,0,0,-1221591040,6,0,0,-1221591040,6,15597568,0,0,0,-1221591040,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2691,"MicrotransactionGoddessHelmet","Art/2DItems/Effects/Hats/GoddessHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15642805,0,0,0,-1211760640,6,0,0,-1211760640,6,0,0,-1211760640,6,0,0,-1211760640,6,0,0,-1211760640,6,0,0,-1211760640,6,0,0,-1211760640,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1211760640,6,0,0,-1211760640,6,0,0,-1211760640,6,15597568,0,0,0,-1211760640,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2692,"MicrotransactionGoddessHelmetNew","Art/2DItems/Effects/Hats/GoddessHelmetFemale.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15611906,0,0,0,-1200750592,6,0,0,-1200750592,6,0,0,-1200750592,6,0,0,-1200750592,6,0,0,-1200750592,6,0,0,-1200750592,6,0,0,-1200750592,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1200750592,6,0,0,-1200750592,6,0,0,-1200750592,6,15597568,0,0,0,-1200750592,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2693,"MicrotransactionGoddessBoots","Art/2DItems/Effects/shoes/GoddessBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15618340,0,0,0,-1191051264,6,0,0,-1191051264,6,0,0,-1191051264,6,0,0,-1191051264,6,0,0,-1191051264,6,0,0,-1191051264,6,0,0,-1191051264,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1191051264,6,0,0,-1191051264,6,0,0,-1191051264,6,15597568,0,0,0,-1191051264,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2694,"MicrotransactionGoddessGloves","Art/2DItems/Effects/gloves/GoddessGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15639103,0,0,0,-1180958720,6,0,0,-1180958720,6,0,0,-1180958720,6,0,0,-1180958720,6,0,0,-1180958720,6,0,0,-1180958720,6,0,0,-1180958720,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1180958720,6,0,0,-1180958720,6,0,0,-1180958720,6,15597568,0,0,0,-1180958720,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2695,"MicrotransactionGoddessBodyArmour","Art/2DItems/Effects/BodyArmour/GoddessBody.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15602406,0,0,0,-1170079744,6,0,0,-1170079744,6,0,0,-1170079744,6,0,0,-1170079744,6,0,0,-1170079744,6,0,0,-1170079744,6,0,0,-1170079744,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1170079744,6,0,0,-1170079744,6,0,0,-1170079744,6,15597568,0,0,0,-1170079744,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2696,"MicrotransactionGoddessBackAttachment","Art/2DItems/Effects/Wings/GoddessBackAttachment.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15617200,0,0,0,-1158021120,6,0,0,-1158021120,6,0,0,-1158021120,6,0,0,-1158021120,6,0,0,-1158021120,6,0,0,-1158021120,6,0,0,-1158021120,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1158021120,6,0,0,-1158021120,6,0,0,-1158021120,6,15597568,0,0,0,-1158021120,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2697,"MicrotransactionGoddessCloak","Art/2DItems/Effects/Wings/GoddessCape.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15628228,0,0,0,-1148452864,6,0,0,-1148452864,6,0,0,-1148452864,6,0,0,-1148452864,6,0,0,-1148452864,6,0,0,-1148452864,6,0,0,-1148452864,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1148452864,6,0,0,-1148452864,6,0,0,-1148452864,6,15597568,0,0,0,-1148452864,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2698,"MicrotransactionGoddessWeaponSkin__","Art/2DItems/Effects/Weapon/GoddessWeaponSkin.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15600918,0,0,0,-1137049600,6,0,0,-1137049600,6,0,0,-1137049600,6,0,0,-1137049600,6,0,0,-1137049600,6,0,0,-1137049600,6,0,0,-1137049600,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1137049600,6,0,0,-1137049600,6,0,0,-1137049600,6,15597568,0,0,0,-1137049600,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2699,"MicrotransactionGoddessWeaponEffect","Art/2DItems/Effects/Weapon/weapon_goddess.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15637590,0,0,0,-1126039552,6,0,0,-1126039552,6,0,0,-1126039552,6,0,0,-1126039552,6,0,0,-1126039552,6,0,0,-1126039552,6,0,0,-1126039552,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1126039552,6,0,0,-1126039552,6,0,0,-1126039552,6,15597568,0,0,0,-1126039552,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2700,"MicrotransactionGoddessCharacterEffect","Art/2DItems/Effects/Character/GoddessCharacterEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15641738,0,0,0,-1113194496,6,0,0,-1113194496,6,0,0,-1113194496,6,0,0,-1113194496,6,0,0,-1113194496,6,0,0,-1113194496,6,0,0,-1113194496,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1113194496,6,0,0,-1113194496,6,0,0,-1113194496,6,15597568,0,0,0,-1113194496,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2701,"MicrotransactionGoddessFootprintsEffect","Art/2DItems/Effects/Footprints/GoddessFootprints.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15654528,0,0,0,-1100742656,6,0,0,-1100742656,6,0,0,-1100742656,6,0,0,-1100742656,6,0,0,-1100742656,6,0,0,-1100742656,6,0,0,-1100742656,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1100742656,6,0,0,-1100742656,6,0,0,-1100742656,6,15597568,0,0,0,-1100742656,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2702,"MicrotransactionGoddessPortalEffect","Art/2DItems/Effects/Portals/GoddessPortal.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15641733,0,0,0,-1089732608,6,0,0,-1089732608,6,0,0,-1089732608,6,0,0,-1089732608,6,0,0,-1089732608,6,0,0,-1089732608,6,0,0,-1089732608,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1089732608,6,0,0,-1089732608,6,0,0,-1089732608,6,15597568,0,0,0,-1089732608,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2703,"MicrotransactionGoddessApparitionEffect","Art/2DItems/Effects/Character/GoddessApparition.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15626356,0,0,0,-1077411840,6,0,0,-1077411840,6,0,0,-1077411840,6,0,0,-1077411840,6,0,0,-1077411840,6,0,0,-1077411840,6,0,0,-1077411840,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1077411840,6,0,0,-1077411840,6,0,0,-1077411840,6,15597568,0,0,0,-1077411840,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2704,"MicrotransactionGoddessHelmetBlue","Art/2DItems/Effects/Hats/GoddessBlueHelmet.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15648060,0,0,0,-1066532864,6,0,0,-1066532864,6,0,0,-1066532864,6,0,0,-1066532864,6,0,0,-1066532864,6,0,0,-1066532864,6,0,0,-1066532864,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1066532864,6,0,0,-1066532864,6,0,0,-1066532864,6,15597568,0,0,0,-1066532864,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2705,"MicrotransactionGoddessBootsBlue_","Art/2DItems/Effects/shoes/GoddessBlueBoots.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15646239,0,0,0,-1055653888,6,0,0,-1055653888,6,0,0,-1055653888,6,0,0,-1055653888,6,0,0,-1055653888,6,0,0,-1055653888,6,0,0,-1055653888,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1055653888,6,0,0,-1055653888,6,0,0,-1055653888,6,15597568,0,0,0,-1055653888,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2706,"MicrotransactionGoddessGlovesBlue_","Art/2DItems/Effects/gloves/GoddessBlueGloves.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15612655,0,0,0,-1044381696,6,0,0,-1044381696,6,0,0,-1044381696,6,0,0,-1044381696,6,0,0,-1044381696,6,0,0,-1044381696,6,0,0,-1044381696,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1044381696,6,0,0,-1044381696,6,0,0,-1044381696,6,15597568,0,0,0,-1044381696,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2707,"MicrotransactionGoddessBodyArmourBlue","Art/2DItems/Effects/BodyArmour/GoddessBlueBodyArmour.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15641984,0,0,0,-1031667712,6,0,0,-1031667712,6,0,0,-1031667712,6,0,0,-1031667712,6,0,0,-1031667712,6,0,0,-1031667712,6,0,0,-1031667712,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1031667712,6,0,0,-1031667712,6,0,0,-1031667712,6,15597568,0,0,0,-1031667712,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2708,"MicrotransactionGoddessBlueWeaponSkin","Art/2DItems/Effects/Weapon/GoddessBlueWeaponSkin.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15635842,0,0,0,-1019478016,6,0,0,-1019478016,6,0,0,-1019478016,6,0,0,-1019478016,6,0,0,-1019478016,6,0,0,-1019478016,6,0,0,-1019478016,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1019478016,6,0,0,-1019478016,6,0,0,-1019478016,6,15597568,0,0,0,-1019478016,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2709,"MicrotransactionGoddessBlueWeaponEffect","Art/2DItems/Effects/Weapon/GoddessBlueWeaponEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15601546,0,0,0,-1006764032,6,0,0,-1006764032,6,0,0,-1006764032,6,0,0,-1006764032,6,0,0,-1006764032,6,0,0,-1006764032,6,0,0,-1006764032,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-1006764032,6,0,0,-1006764032,6,0,0,-1006764032,6,15597568,0,0,0,-1006764032,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2710,"MicrotransactionGoddessBlueCharacterEffect","Art/2DItems/Effects/Character/GoddessBlueCharacterEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15610596,0,0,0,-992870400,6,0,0,-992870400,6,0,0,-992870400,6,0,0,-992870400,6,0,0,-992870400,6,0,0,-992870400,6,0,0,-992870400,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-992870400,6,0,0,-992870400,6,0,0,-992870400,6,15597568,0,0,0,-992870400,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2711,"MicrotransactionGoddessBlueFootprintsEffect","Art/2DItems/Effects/Footprints/GoddessBlueFootprintsEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15635963,0,0,0,-978583552,6,0,0,-978583552,6,0,0,-978583552,6,0,0,-978583552,6,0,0,-978583552,6,0,0,-978583552,6,0,0,-978583552,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-978583552,6,0,0,-978583552,6,0,0,-978583552,6,15597568,0,0,0,-978583552,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2712,"MicrotransactionDeliriumPortalEffect","Art/2DItems/Effects/Portals/DeliriumPortal.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15647930,0,0,0,-967311360,6,0,0,-967311360,6,0,0,-967311360,6,0,0,-967311360,6,0,0,-967311360,6,0,0,-967311360,6,0,0,-967311360,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-967311360,6,0,0,-967311360,6,0,0,-967311360,6,15597568,0,0,0,-967311360,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2713,"MicrotransactionInfernalHelmetAttachment","Art/2DItems/Effects/Hats/InfernalHelmetAttachment.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15662576,0,0,0,-954597376,6,0,0,-954597376,6,0,0,-954597376,6,0,0,-954597376,6,0,0,-954597376,6,0,0,-954597376,6,0,0,-954597376,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-954597376,6,0,0,-954597376,6,0,0,-954597376,6,15597568,0,0,0,-954597376,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2714,"MicrotransactionArcaneFlamingHeadHelmetAttachment","Art/2DItems/Effects/Hats/ArcaneFlamingHeadHelmetAttachment.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15609864,0,0,0,-939524096,6,0,0,-939524096,6,0,0,-939524096,6,0,0,-939524096,6,0,0,-939524096,6,0,0,-939524096,6,0,0,-939524096,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-939524096,6,0,0,-939524096,6,0,0,-939524096,6,15597568,0,0,0,-939524096,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2715,"MicrotransactionStygianFlamingHeadHelmetAttachment","Art/2DItems/Effects/Hats/StygianFlamingHeadHelmetAttachment.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15657559,0,0,0,-924188672,6,0,0,-924188672,6,0,0,-924188672,6,0,0,-924188672,6,0,0,-924188672,6,0,0,-924188672,6,0,0,-924188672,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-924188672,6,0,0,-924188672,6,0,0,-924188672,6,15597568,0,0,0,-924188672,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2716,"MicrotransactionGhostflameFlamingHeadHelmetAttachment","Art/2DItems/Effects/Hats/GhostflameFlamingHeadHelmetAttachment.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15634664,0,0,0,-908066816,6,0,0,-908066816,6,0,0,-908066816,6,0,0,-908066816,6,0,0,-908066816,6,0,0,-908066816,6,0,0,-908066816,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-908066816,6,0,0,-908066816,6,0,0,-908066816,6,15597568,0,0,0,-908066816,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2717,"MicrotransactionPurpleFlamingHeadHelmetAttachment","Art/2DItems/Effects/Hats/PurpleFlamingHeadHelmetAttachment.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15636758,0,0,0,-892993536,6,0,0,-892993536,6,0,0,-892993536,6,0,0,-892993536,6,0,0,-892993536,6,0,0,-892993536,6,0,0,-892993536,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-892993536,6,0,0,-892993536,6,0,0,-892993536,6,15597568,0,0,0,-892993536,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2718,"MicrotransactionInnocenceAnimateWeapon","Art/2DItems/Effects/InnocenceAnimateWeapon.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15604872,0,0,0,-881459200,6,0,0,-881459200,6,0,0,-881459200,6,0,0,-881459200,6,0,0,-881459200,6,0,0,-881459200,6,0,0,-881459200,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-881459200,6,0,0,-881459200,6,0,0,-881459200,6,15597568,0,0,0,-881459200,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2719,"MicrotransactionAutomatonAnimateWeapon","Art/2DItems/Effects/AutomatonAnimateWeapon.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15602997,0,0,0,-869924864,6,0,0,-869924864,6,0,0,-869924864,6,0,0,-869924864,6,0,0,-869924864,6,0,0,-869924864,6,0,0,-869924864,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-869924864,6,0,0,-869924864,6,0,0,-869924864,6,15597568,0,0,0,-869924864,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2720,"MicrotransactionPolarAnimateWeapon_","Art/2DItems/Effects/SanctumAnimateWeapon.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15644154,0,0,0,-859045888,6,0,0,-859045888,6,0,0,-859045888,6,0,0,-859045888,6,0,0,-859045888,6,0,0,-859045888,6,0,0,-859045888,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-859045888,6,0,0,-859045888,6,0,0,-859045888,6,15597568,0,0,0,-859045888,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2721,"MicrotransactionStygianDesecrateEffect","Art/2DItems/Effects/StygianDesecrateEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15627684,0,0,0,-847511552,6,0,0,-847511552,6,0,0,-847511552,6,0,0,-847511552,6,0,0,-847511552,6,0,0,-847511552,6,0,0,-847511552,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-847511552,6,0,0,-847511552,6,0,0,-847511552,6,15597568,0,0,0,-847511552,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2722,"MicrotransactionAutomatonCycloneEffect","Art/2DItems/Effects/AutomatonCycloneEffect.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15647576,0,0,0,-835977216,6,0,0,-835977216,6,0,0,-835977216,6,0,0,-835977216,6,0,0,-835977216,6,0,0,-835977216,6,0,0,-835977216,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-835977216,6,0,0,-835977216,6,0,0,-835977216,6,15597568,0,0,0,-835977216,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
2723,"MicrotransactionStygianShield","Art/2DItems/Effects/Shields/StygianShield.dds","Metadata/Items/Currency/CurrencyOrb.ao",63,15662907,0,0,0,-825753600,6,0,0,-825753600,6,0,0,-825753600,6,0,0,-825753600,6,0,0,-825753600,6,0,0,-825753600,6,0,0,-825753600,6,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,15597568,0,589824,851968,0,0,-825753600,6,0,0,-825753600,6,0,0,-825753600,6,15597568,0,0,0,-825753600,6,0,"","","","","","","","","","","","","","","","",[],"",[],"",0,"","","","",[],[],""
