"rownum","Id","[i32]","[i32]","VolumePercentage","i32","i32","i32","i32","[rid]","[i32]","[i32]"
230,"AlvaFour2","[283486,0,283632,0,283778,0,283924,0,284070,0,284216,0,284362,0,284508,0,284654,0,284800,0]",[],100,0,0,286566,0,[],[],[]
231,"AlvaFour2_NoSoulCore","[286610,0,286770,0,286930,0,287090,0,287250,0]",[],100,0,0,288290,0,[],[],[]
232,"AlvaFour2_SoulCore","[288330,0,288486]",[],100,1,0,288822,0,[],[],[]
233,"AlvaFour2_Generator","[288880,0,289046,0,289212,0,289378,0,289544,0,289710]",[],100,0,0,290794,0,[4423],[],[]
234,"AlvaFour2_OutskirtsNoCore","[290864,0,291036,0]",[],100,0,0,291584,0,[3764],[],[]
235,"AlvaFour2_OutskirtsCore","[291650,0,291824,0,291998,0,292172]",[],100,1,0,292924,0,[],[],[]
236,"AlvaFour2_Ziggurat","[292980,0,293138]",[],100,0,0,293478,0,[],[],[]
237,"Preacher1","[293500,0,293688,0,293876,0,294064,0,294252,0]",[],100,0,0,295460,0,[],[],[]
238,"Preacher2","[295482,0,295670,0,295858,0]",[],100,0,0,296658,0,[],[],[]
239,"DannigFour1","[296684,0,296832,0,296980,0,297128,0,297276,0,297424,0,297572,0,297720,0,297868,0,298016,0,298164,0,298312,0,298460,0,298608,0]",[],100,0,0,301052,0,[],[],[]
240,"DannigFour2","[301078,0,301226,0,301374,0,301522,0,301670,0,301818,0,301966,0,302114]",[],100,0,0,303418,0,[],[],[]
241,"TujenFour1","[303442,0,303608,0,303774,0,303940,0,304106,0,304272,0,304438,0,304604,0,304770,0,304936,0,305102,0,305268,0]",[],100,0,0,307618,0,[],[],[]
242,"TujenFour2","[307642,0,307808,0,307974,0,308140,0,308306,0,308472,0,308638,0,308804,0,308970,0,309136,0]",[],100,0,0,311122,0,[],[],[]
243,"RogFour1","[311142,0,311284,0,311426,0,311568,0,311710,0,311852,0]",[],100,0,0,312942,0,[],[],[]
244,"RogFour2","[312962,0,313104,0,313246,0,313388,0,313530,0,313672,0]",[],100,0,0,314762,0,[],[],[]
245,"Rhodri1","[314780,0,314934,0,315088,0,315242,0,315396,0,315550,0,315704,0,315088,0,315858,0,316012,0,316166,0,316320,0]",[],100,0,0,318514,0,[],[],[]
246,"Rhodri2","[318532,0,318686,0,318840,0,318994,0,319148,0,319302,0,319456]",[],100,0,0,320638,0,[],[],[]
247,"RhodriBoat1","[320664,0,320818,0]",[],100,0,0,321312,0,[],[],[]
248,"RhodriBoat2","[321338,0,321492,0,321646]",[],100,0,0,322148,0,[],[],[]
249,"Makoru1","[322166,0,322320,0,322474,0,322628,0,322782,0,322936,0,323090,0,323244,0,323398,0,323552,0,323706,0,323860,0]",[],100,0,0,326054,0,[],[],[]
250,"Makoru2","[326072,0,326226,0,326380,0,326534,0,326688,0,326842,0,326996,0,327150,0,327304,0,327458,0,327612,0,327766]",[],100,0,0,329798,0,[],[],[]
251,"ElwynianGrumpy1","[329832,0,330006,0,330180,0,330354,0,330528,0,330702,0,330876,0,331050,0,331224]",[],100,0,0,332926,0,[],[],[]
252,"ElwynianGrumpy2","[332960,0,333136,0,333312,0,333488,0,333664,0,333840,0,334016,0]",[],100,0,0,335536,0,[],[],[]
253,"Cedrus1","[335554,0,335708,0,335862,0,336016,0,336170,0,336324,0,336478,0,336632,0]",[],100,0,0,338146,0,[],[],[]
254,"Cedrus2","[338164,0,338318,0,338472,0,338626,0,338780,0,338934,0,339088,0,339242,0,339396,0]",[],100,0,0,341080,0,[],[],[]
255,"TullinaFour1","[341108,0,341266,0,341424,0,341582,0,341740,0,341898,0,342056,0,342214,0,342372,0,342530,0,342688,0]",[],100,0,0,344760,0,[],[],[]
256,"TullinaFour2","[344788,0,344946,0,345104,0,345262,0,345420,0,345578,0,345736,0,345894,0,346052,0,346210,0,346370,0,346530,0,346690,0]",[],100,0,0,349120,0,[],[],[]
257,"Leitis1","[349138,0,349288,0,349438,0,349588,0]",[],100,0,0,350402,0,[],[],[]
258,"Leitis2","[350420,0,350570,0,350720,0,350870,0,351020,0,351170,0,351320,0,351470,0]",[],100,0,0,352948,0,[],[],[]
259,"DoryaniA3_1","[352974,0,353138,0,353302,0,353466,0,353630,0,353794,0,353958,0,354122]",[],100,0,0,355554,0,[],[],[]
260,"DoryaniA3_2","[355580,0,355744,0,355908,0,356072,0,356236,0,356400,0,356564,0,356728]",[],100,0,0,358160,0,[],[],[]
261,"Crone1","[358176,0,358396]",[],100,0,0,358860,0,[],[],[]
262,"Crone2","[358876,0,359092]",[],100,0,0,359548,0,[],[],[]
263,"BalbalaHellos","[359578,0,359736,0,359894,0,360052,0]",[],100,0,0,360906,0,[],[],[]
264,"BalbalaGoodbyes","[360940,0,361098,0,361256,0,361414,0]",[],100,0,0,362268,0,[],[],[]
265,"BalbalaMerchantHellos","[362314,0,362488,0,362662,0,362836,0]",[],100,0,0,363770,0,[],[],[]
266,"BalbalaMerchantPurchaseGoodbyes","[363836,0,364026,0,364216,0]",[],100,0,0,365024,0,[],[],[]
267,"BalbalaMerchantNoPurchaseGoodbyes","[365094,0,365288,0,365482,0]",[],100,0,0,366306,0,[],[],[]
268,"TrialmasterGreetings","[366350,0,366512,0,366674,0,366836,0,366998,0,367160,0,367322,0,367484,0]",[],100,0,0,369070,0,[],[],[]
269,"TrialmasterFarewells","[369114,0,369276,0,369438,0,369600,0,369762,0,369924,0,370086,0,370248,0]",[],100,0,0,371834,0,[],[],[]
270,"KetzuliGreeting","[371868,0,372038,0,372208,0,372378,0,372548,0,372718,0]",[],100,0,0,374004,0,[],[],[]
271,"KetzuliFarewell","[374038,0,374208,0,374378,0,374548,0,374718,0,374888,0]",[],100,0,0,376174,0,[],[],[]
272,"AtaluiGreeting","[376206,0,376372,0,376538,0,376704,0,376870,0]",[],100,0,0,377946,0,[],[],[]
273,"AtaluiFarewell","[377978,0,378144,0,378310,0,378476,0,378642,0,378808,0,378974]",[],100,0,0,380240,0,[],[],[]
274,"SebastianGreeting","[380278,0,380460,0,380642,0,380824,0,381006,0,381188,0,381370,0,381552,0,381734,0]",[],100,0,0,383698,0,[],[],[]
275,"SebastianFarewell","[383736,0,383918,0,384100,0,384282,0,384464,0,384646,0,384828,0,385010,0,385192,0]",[],100,0,0,387156,0,[],[],[]
276,"GwendolynGreeting","[387194,0,387370,0,387546,0]",[],100,0,0,388298,0,[],[],[]
277,"GwendolynFarewell","[388336,0,388512,0,388688,0]",[],100,0,0,389440,0,[],[],[]
278,"NamelessSeerGreeting","[389484,0,389690,0,389896,0]",[],100,0,0,390768,0,[],[],[]
279,"NamelessSeerFarewell","[390812,0,391022,0]",[],100,0,0,391684,0,[],[],[]
