"rownum","Id","Text (English)","Text (French)","Text (German)","Text (Japanese)","Text (Korean)","Text (Portuguese)","Text (Russian)","Text (Spanish)","Text (Thai)","Text (Traditional Chinese)","StatsKeys1","CharacterPanelDescriptionModesKey","StatsKeys2","StatsKeys3","CharacterPanelTabsKey","bool","[i32]","i32"
98,"ChillDuration","Chill Duration modifier","Modificateur de Durée de Frigorification","Modifikator für Unterkühlungsdauer","冷却持続時間モッド","냉각 지속시간 속성 부여","Modificador da Duração do Resfriamento","Модификатор длительности охлаждения","Modificador de duración del escarchamiento","ม็อดระยะเวลาของสถานะ หนาวเย็น","冰緩時間修正",[2656],7,[],[],0,1,[],0
99,"ChillEffectiveness","Chill Effectiveness","Efficacité de la Frigorification","Unterkühlungseffektivität","冷却の効果","냉각 효율","Eficácia de Resfriamento","Эффективность охлаждения","Efectividad del escarchamiento","ประสิทธิภาพของสถานะ หนาวเย็น","冰緩效果",[6548],7,[],[],0,1,[],0
100,"ChanceToFreeze","Chance to Freeze","Chances de Geler","Chance auf Einfrieren","凍結発生確率","동결 확률","Chance de Congelar","Шанс заморозить","Probabilidad de congelar","โอกาสสร้างสถานะ แช่แข็ง","冰凍機率",[1882],1,[],"[2755,8666]",0,1,[],0
101,"FreezeDuration","Freeze Duration modifier","Modificateur de Durée du Gel","Modifikator für Einfrierungsdauer","冷却持続時間モッド","동결 지속시간 속성 부여","Modificador da Duração do Congelamento","Модификатор длительности заморозки","Modificador de duración del congelamiento","ม็อดระยะเวลาของสถานะ แช่แข็ง","冰凍時間修正",[2655],7,[],[],0,1,[],0
102,"BrittleChance","Chance to inflict Brittle","Chances de Fragiliser","Chance, zerbrechlich zu machen","脆弱発生確率","허약 유발 확률","Chance de Causar Fragilidade","Шанс наложить Хрупкость","Probabilidad de infligir fragilidad","โอกาสสร้างสถานะ เปราะ","造成易碎機率",[8663],1,[],[2755],0,1,[],0
103,"BrittleDuration","Brittle Duration modifier","Modificateur de Durée de Fragilisation","Modifikator für Zerbrechlichkeitsdauer","脆弱持続時間モッド","허약 지속시간 속성 부여","Modificador de Duração da Fragilidade","Модификатор длительности Хрупкости","Modificador de duración de la fragilidad","ม็อดระยะเวลาของสถานะ เปราะ","易碎持續時間",[8768],7,[8663],[],0,1,[],0
104,"BrittleEffectiveness","Brittle Effectiveness","Efficacité de la Fragilisation","Zerbrechlichkeitseffektivität","脆弱の効果","허약 효율","Eficácia da Fragilidade","Эффективность Хрупкости","Efectividad de la fragilidad","ประสิทธิภาพของสถานะ เปราะ","易碎效果",[8769],7,[8663],[],0,1,[],0
105,"ChanceToShock","Chance to Shock","Chances d'Électrocuter","Chance auf Schocken","感電発生確率","감전 확률","Chance de Eletrizar","Шанс шока","Probabilidad de electrocutar","โอกาสสร้างสถานะ ช็อค","感電機率",[1881],1,[],"[2755,1325]",0,1,[],0
106,"ShockDuration","Shock Duration modifier","Modificateur de Durée d'Électrocution","Modifikator für Schockdauer","感電持続時間モッド","감전 지속시간 속성 부여","Modificador de Duração da Eletrização","Модификатор длительности шока","Modificador de duración de la electrocución","ม็อดระยะเวลาของสถานะ ช็อค","感電時間修正",[2654],7,[],[],0,1,[],0
107,"ShockEffectiveness","Shock Effectiveness","Efficacité de l'Électrocution","Schockeffektivität","感電の効果","감전 효율","Eficácia de Eletrização","Эффективность шока","Efectividad de la electrocución","ประสิทธิภาพของสถานะ ช็อค","感電效果",[6547],7,[],[],0,1,[],0
108,"SappedChance","Chance to Sap","Chances d'Amoindrir","Chance auf Auslaugen","消耗発生確率","활력 감소 확률","Chance de Esgotar","Шанс наложить Ошеломление","Probabilidad de debilitar","โอกาสสร้างสถานะ อ่อนแรง","殘喘機率",[8664],1,[],[2755],0,1,[],0
109,"SappedDuration","Sapped Duration","Durée de l'Amoindrissement","Auslaugungsdauer","消耗持続時間","활력 감소 지속시간","Duração do Esgotamento","Модификатор длительности Ошеломления","Duración de la debilidad","ระยะเวลาของสถานะ อ่อนแรง","殘喘持續時間",[8770],7,[8664],[],0,1,[],0
110,"SappedEffectiveness","Sapped Effectiveness","Efficacité de l'Amoindrissement","Auslaugungseffektivität","消耗の効果","활력 감소 효율","Eficácia do Esgotamento","Эффективность Ошеломления","Efectividad de la debilidad","ประสิทธิภาพของสถานะ อ่อนแรง","殘喘效果",[8771],7,[8664],[],0,1,[],0
111,"MH_ChanceToPoison","Chance to Poison from Main Hand hits","Chances d'Empoisonnement (Main principale)","Chance auf Vergiften von Haupthandtreffern","メインハンドヒット毒付与確率","주 무기로 명중 시 중독 확률","Chance de Envenenar com acertos da Mão Principal","Шанс отравить от ударов правой рукой","Probabilidad de envenenar con golpes de la mano principal","โอกาสสร้างสถานะ พิษ จากการปะทะ ด้วยมือหลัก","主手武器擊中時中毒機率",[6486],1,[7650],[435],0,1,[],0
112,"OH_ChanceToPoison","Chance to Poison from Off Hand hits","Chances d'Empoisonnement (Main secondaire)","Chance auf Vergiften von Nebenhandtreffern","オフハンド毒付与確率","보조 장비로 명중 시 중독 확률","Chance de Envenenar com acertos da Mão Secundária","Шанс отравить от ударов левой рукой","Probabilidad de envenenar con golpes de la mano secundaria","โอกาสสร้างสถานะ พิษ จากการปะทะ ด้วยมือรอง","副手武器擊中時中毒機率",[6487],1,[7651],[435],0,1,[],0
113,"Spell_ChanceToPoison","Chance to Poison","Chances d'Empoisonnement","Chance auf Vergiften","毒付与確率","중독 확률","Chance de Envenenar","Шанс отравить","Probabilidad de envenenar","โอกาสสร้างสถานะ พิษ","中毒機率",[6488],1,[435],[1635],0,1,[],0
114,"Secondary_ChanceToPoison","Chance to Poison","Chances d'Empoisonnement","Chance auf Vergiften","毒付与確率","중독 확률","Chance de Envenenar","Шанс отравить","Probabilidad de envenenar","โอกาสสร้างสถานะ พิษ","中毒機率",[6489],1,[1635],[],0,1,[],0
115,"OnlyChaosChanceToPoison","Chance to Poison from only Chaos Damage","Chances d'Empoisonnement via Dégâts de chaos uniquement","Chance auf Vergiften nur von Chaosschaden","カオスダメージのみの毒付与確率","명중 시 카오스 피해로 인한 중독 확률","Chance de Envenenar com Dano puro de Caos","Шанс отравить только от урона хаосом","Probabilidad de envenenar solo con daño de caos","โอกาสสร้างสถานะ พิษ จากความเสียหาย เคออส เท่านั้น","僅限混沌傷害的中毒機率",[6261],1,[],[],0,1,[],0
116,"MH_PoisonDamage","Poison Damage per second from Main Hand hits","Dégâts de Poison par seconde (Main principale)","Giftschaden pro Sekunde von Haupthandtreffern","メインハンドヒットによる秒間毒ダメージ","주 무기로 명중 시 초당 중독 피해","Dano de Veneno por segundo de acertos da Mão Principal","Урон от яда в секунду от ударов правой рукой","Daño de veneno por segundo por golpes con la mano principal","ความเสียหายต่อวินาทีของ พิษ จากการปะทะ ด้วยมือหลัก","主手武器擊中時每秒中毒傷害","[6001,6002]",2,[7650],"[435,1635]",0,1,"[2,0]",0
117,"MH_PoisonCritDamage","Poison Damage per second from Main Hand Critical Strikes","Dégâts de Poison par seconde via Coup critique (Main principale)","Giftschaden pro Sekunde von krit. Haupthandtreffern","メインハンドクリティカル時の秒間毒ダメージ","주 무기로 치명타 명중 시 초당 중독 피해","Dano de Veneno por segundo dos Golpes Críticos da Mão Principal","Урон от яда в секунду от критических ударов правой рукой","<size:22>{Daño de veneno por segundo por golpes críticos con la mano principal}","ความเสียหายต่อวินาทีของ พิษ จากการคริติคอล ด้วยมือหลัก","主手武器暴擊時每秒中毒傷害","[10205,10206]",2,[7650],"[435,1635]",0,1,"[2,0]",0
118,"OH_PoisonDamage","Poison Damage per second from Off Hand hits","Dégâts de Poison par seconde (Main secondaire)","Giftschaden pro Sekunde von Nebenhandtreffern","オフハンドヒットによる秒間毒ダメージ","보조 장비로 명중 시 초당 중독 피해","Dano de Veneno por segundo de acertos da Mão Secundária","Урон от яда в секунду от ударов левой рукой","<size:22>{Daño de veneno por segundo por golpes con la mano secundaria}","ความเสียหายต่อวินาทีของ พิษ จากการปะทะ ด้วยมือรอง","副手武器擊中時每秒中毒傷害","[6003,6004]",2,[7651],"[435,1635]",0,1,"[2,0]",0
119,"OH_PoisonCritDamage","Poison Damage per second from Off Hand Critical Strikes","Dégâts de Poison par seconde via Coup critique (Main secondaire)","Giftschaden pro Sekunde von krit. Nebenhandtreffern","オフハンドクリティカル時の秒間毒ダメージ","보조 장비로 치명타 명중 시 초당 중독 피해","Dano de Veneno por segundo dos Golpes Críticos da Mão Secundária","Урон от яда в секунду от критических ударов левой рукой","<size:22>{Daño de veneno por segundo por golpes críticos con la mano secundaria}","ความเสียหายต่อวินาทีของ พิษ จากการคริติคอล ด้วยมือรอง","副手武器暴擊時每秒中毒傷害","[10207,10208]",2,[7651],"[435,1635]",0,1,"[2,0]",0
120,"Spell_PoisonDamage","Poison Damage per second","Dégâts de Poison par seconde","Giftschaden pro Sekunde","秒間毒ダメージ","초당 중독 피해","Dano de Veneno por segundo","Урон от яда в секунду","Daño de veneno por segundo","ความเสียหายต่อวินาทีของ พิษ","每秒中毒傷害","[6005,6006]",2,[435],[1635],0,1,"[2,0]",0
121,"Spell_PoisonCritDamage","Poison Damage per second from Critical Strikes","Dégâts de Poison par seconde via Coup critique","Giftschaden pro Sekunde von kritischen Treffern","クリティカル時の秒間毒ダメージ","치명타 명중 시 초당 중독 피해","Dano de Veneno por segundo dos Golpes Críticos","Урон от яда в секунду от критических ударов","Daño de veneno por segundo por golpes críticos","ความเสียหายต่อวินาทีของ พิษ จากการคริติคอล","暴擊每秒中毒傷害","[10209,10210]",2,[435],[1635],0,1,"[2,0]",0
122,"Secondary_PoisonDamage","Poison Damage per second","Dégâts de Poison par seconde","Giftschaden pro Sekunde","秒間毒ダメージ","초당 중독 피해","Dano de Veneno por segundo","Урон от яда в секунду","Daño de veneno por segundo","ความเสียหายต่อวินาทีของ พิษ","每秒中毒傷害","[6007,6008]",2,[1635],[],0,1,"[2,0]",0
123,"Secondary_PoisonCritDamage","Poison Damage per second from Critical Strikes","Dégâts de Poison par seconde via Coup critique","Giftschaden pro Sekunde von kritischen Treffern","クリティカル時の秒間毒ダメージ","치명타 명중 시 초당 중독 피해","Dano de Veneno por segundo dos Golpes Críticos","Урон от яда в секунду от критических ударов","Daño de veneno por segundo por golpes críticos","ความเสียหายต่อวินาทีของ พิษ จากการคริติคอล","暴擊每秒中毒傷害","[10211,10212]",2,[1635],[],0,1,"[2,0]",0
124,"MH_PoisonDamageAlways","Poison Damage per second from Main Hand only Chaos Damage","Dégâts de Poison par seconde via Dégâts de chaos uniquement (Main principale)","Giftschaden pro Sek. von Haupthandtreffern (nur Chaos)","混沌ダメージのみのメインハンドヒットによる秒間毒ダメージ","주 무기로 명중 시 카오스 피해로 인한 초당 중독 피해","Dano de Veneno por segundo da Mão Principal com Dano puro de Caos","Урон от яда в секунду от всех ударов правой рукой только от урона хаосом","<size:22>{Daño de veneno por segundo solo por daño de caos con la mano principal}","ความเสียหายต่อวินาทีของ พิษ จาก เคออส ด้วยมือหลัก","僅限主手混沌傷害的每秒中毒傷害","[6009,6010]",2,[7650],"[435,1635]",0,1,"[2,0]",0
125,"MH_PoisonCritDamageAlways","Poison Damage per second from Main Hand only Critical Chaos Damage","Dégâts de Poison par seconde via Dégâts de chaos critiques uniquement (Main principale)","Giftschaden pro Sek. von krit. Haupthandtreffern (nur Chaos)","混沌ダメージのみのメインハンドクリティカル時の秒間毒ダメージ","주 무기로 치명타 명중 시 카오스 피해로 인한 초당 중독 피해","Dano de Veneno por segundo apenas com Golpes Críticos de Caos da Mão Principal","Урон от яда в секунду от всех критических ударов правой рукой только от урона хаосом","<size:22>{Daño de veneno por segundo solo por daño crítico de caos con la mano principal}","ความเสียหายต่อวินาทีของ พิษ จาก เคออส จากการคริติคอล ด้วยมือหลัก","僅限主手暴擊混沌傷害的每秒中毒傷害","[10213,10214]",2,[7650],"[435,1635]",0,1,"[2,0]",0
126,"OH_PoisonDamageAlways","Poison Damage per second from Off Hand only Chaos Damage","Dégâts de Poison par seconde via Dégâts de chaos uniquement (Main secondaire)","Giftschaden pro Sek. von Nebenhandtreffern (nur Chaos)","混沌ダメージのみのオフハンドヒットによる秒間毒ダメージ","보조 장비로 명중 시 카오스 피해로 인한 초당 중독 피해","Dano de Veneno por segundo da Mão Secundária com Dano puro de Caos","Урон от яда в секунду от всех ударов левой рукой только от урона хаосом","<size:22>{Daño de veneno por segundo solo por daño de caos con la mano secundaria}","ความเสียหายต่อวินาทีของ พิษ จาก เคออส ด้วยมือรอง","僅限副手混沌傷害的每秒中毒傷害","[6011,6012]",2,[7651],"[435,1635]",0,1,"[2,0]",0
127,"OH_PoisonCritDamageAlways","Poison Damage per second from Off Hand only Critical Chaos Damage","Dégâts de Poison par seconde via Dégâts de chaos critiques uniquement (Main secondaire)","Giftschaden pro Sek. von krit. Nebenhandtreffern (nur Chaos)","混沌ダメージのみのオフハンドクリティカル時の秒間毒ダメージ","보조 장비로 치명타 명중 시 카오스 피해로 인한 초당 중독 피해","Dano de Veneno por segundo com Golpes Críticos de Caos da Mão Secundária","Урон от яда в секунду от всех критических ударов левой рукой только от урона хаосом","<size:22>{Daño de veneno por segundo solo por daño crítico de caos con la mano secundaria}","ความเสียหายต่อวินาทีของ พิษ จาก เคออส จากการคริติคอล ด้วยมือรอง","僅限副手暴擊混沌傷害的每秒中毒傷害","[10215,10216]",2,[7651],"[435,1635]",0,1,"[2,0]",0
128,"Spell_PoisonDamageAlways","Poison Damage per second from only Chaos Damage","Dégâts de Poison par seconde via Dégâts de chaos uniquement","Giftschaden pro Sekunde nur von Chaosschaden","混沌ダメージのみの秒間毒ダメージ","명중 시 카오스 피해로 인한 초당 중독 피해","Dano de Veneno por segundo apenas com Dano puro de Caos","Урон от яда в секунду от всех ударов только от урона хаосом","Daño de veneno por segundo solo por daño de caos ","ความเสียหายต่อวินาทีของ พิษ จาก เคออส","僅限混沌傷害的每秒中毒傷害","[6013,6014]",2,[435],[1635],0,1,"[2,0]",0
129,"Spell_PoisonCritDamageAlways","Poison Damage per second from only Critical Chaos Damage","Dégâts de Poison par seconde via Dégâts de chaos critiques uniquement","Giftschaden pro Sek. nur von krit. Treffern mit Chaosschaden","混沌ダメージのみのクリティカル時の秒間毒ダメージ","치명타 명중 시 카오스 피해로 인한 초당 중독 피해","Dano de Veneno por segundo apenas com Golpes Críticos de Caos","Урон от яда в секунду от всех критических ударов только от урона хаосом","Daño de veneno por segundo solo por daño crítico de caos","ความเสียหายต่อวินาทีของ พิษ จาก เคออส จากการคริติคอล","僅限暴擊混沌傷害的每秒中毒傷害","[10217,10218]",2,[435],[1635],0,1,"[2,0]",0
130,"Secondary_PoisonDamageAlways","Poison Damage per second from only Chaos Damage","Dégâts de Poison par seconde via Dégâts de chaos uniquement","Giftschaden pro Sekunde nur von Chaosschaden","混沌ダメージのみの秒間毒ダメージ","명중 시 카오스 피해로 인한 초당 중독 피해","Dano de Veneno por segundo apenas com Dano de Caos","Урон от яда в секунду от всех ударов только от урона хаосом","Daño de veneno por segundo solo por daño de caos ","ความเสียหายต่อวินาทีของ พิษ จาก เคออส","僅限混沌傷害的每秒中毒傷害","[6015,6016]",2,[1635],[],0,1,"[2,0]",0
131,"Secondary_PoisonCritDamageAlways","Poison Damage per second from only Critical Chaos Damage","Dégâts de Poison par seconde via Dégâts de chaos critiques uniquement","Giftschaden pro Sek. nur von krit. Treffern mit Chaosschaden","混沌ダメージのみのクリティカル時の秒間毒ダメージ","치명타 명중 시 카오스 피해로 인한 초당 중독 피해","Dano de Veneno por segundo apenas com Golpes Críticos de Caos","Урон от яда в секунду от всех критических ударов только от урона хаосом","Daño de veneno por segundo solo por daño crítico de caos","ความเสียหายต่อวินาทีของ พิษ จาก เคออส จากการคริติคอล","僅限暴擊混沌傷害的每秒中毒傷害","[10219,10220]",2,[1635],[],0,1,"[2,0]",0
132,"NumArrows","Number of Arrows to fire","Nombre de flèches tirées","Anzahl zu verschießender Pfeile","放たれる矢の数","화살 발사 개수","Número de Flechas para atirar","Число стрел для атаки","Número de flechas a disparar","จำนวน ศร ที่จะยิง","射出箭矢數",[723],0,[],[],0,1,[],0
133,"ArrowPierce","Number of targets to Pierce with Arrows","Nombre de cibles Transpercées par les flèches","Anzahl zu durchbohrender Ziele mit Pfeilen","矢が貫通する敵の数","화살 대상 관통 개수","Número de alvos a Atravessar com Flechas","Число целей для пронзания стрелами","Número de objetivos a perforar con flechas","จำนวนเป้าหมายที่ ศร เจาะทะลุได้","箭矢穿透目標的數量",[6234],0,[723],[],0,1,[],0
134,"NumProjectiles","Number of Projectiles to fire","Nombre de projectiles tirés","Anzahl zu verschießender Projektile","放たれる投射物の数","투사체 발사 개수","Número de Projéteis para atirar","Число снарядов для атаки","Número de proyectiles a disparar","จำนวน กระสุน ที่จะยิง","射出投射物數",[722],0,[],[],0,1,[],0
135,"Pierce","Number of targets to Pierce with Projectiles","Nombre de cibles Transpercées par les projectiles","Anzahl zu durchbohrender Ziele mit Projektilen","投射物が貫通する敵の数","투사체 대상 관통 개수","Número de alvos a Atravessar com Projéteis","Число целей для пронзания снарядами","Número de objetivos a perforar con proyectiles","จำนวนเป้าหมายที่กระสุน เจาะทะลุ ได้","投射物穿透目標的數量",[6233],0,[722],[],0,1,[],0
136,"MH_FirePenetration","Main Hand Fire Resistance Penetration","Pénétration de Résistance au feu (Main principale)","Haupthand: Durchdringung des Feuerwiderstands","メインハンド火耐性突破","주 무기 화염 저항 관통","Penetração da Resistência a Fogo da Mão Principal","Пробивание сопротивления огню правой рукой","Penetración de la resistencia al fuego de la mano principal","การเจาะต้านทาน ไฟ ด้วยมือหลัก","主手火焰抗性穿透",[14252],1,[7650],[435],0,1,[],0
137,"MH_ColdPenetration","Main Hand Cold Resistance Penetration","Pénétration de Résistance au froid (Main principale)","Haupthand: Durchdringung des Kältewiderstands","メインハンド冷気耐性突破","주 무기 냉기 저항 관통","Penetração da Resistência a Gelo da Mão Principal","Пробивание сопротивления холоду правой рукой","Penetración de la resistencia al hielo de la mano principal","การเจาะต้านทาน น้ำแข็ง ด้วยมือหลัก","主手冰冷抗性穿透",[14253],1,[7650],[435],0,1,[],0
138,"MH_LightningPenetration","Main Hand Lightning Resistance Penetration","Pénétration de Résistance à la foudre (Main principale)","Haupthand: Durchdringung des Blitzwiderstands","メインハンド雷耐性突破","주 무기 번개 저항 관통","Penetração da Resistência a Raio da Mão Principal","Пробивание сопротивления молнии правой рукой","Penetración de la resistencia al rayo de la mano principal","การเจาะต้านทาน สายฟ้า ด้วยมือหลัก","主手閃電抗性穿透",[14254],1,[7650],[435],0,1,[],0
139,"MH_ChaosPenetration","Main Hand Chaos Resistance Penetration","Pénétration de Résistance au chaos (Main principale)","Haupthand: Durchdringung des Chaoswiderstands","メインハンド混沌耐性突破","주 무기 카오스 저항 관통","Penetração da Resistência a Caos da Mão Principal","Пробивание сопротивления хаосу правой рукой","Penetración de la resistencia al caos de la mano principal","การเจาะต้านทาน เคออส ด้วยมือหลัก","主手混沌抗性穿透",[14262],1,[7650],[435],0,1,[],0
140,"OH_FirePenetration","Off Hand Fire Resistance Penetration","Pénétration de Résistance au feu (Main secondaire)","Nebenhand: Durchdringung des Feuerwiderstands","オフハンド火耐性突破","보조 장비 화염 저항 관통","Penetração da Resistência a Fogo da Mão Secundária","Пробивание сопротивления огню левой рукой","Penetración de la resistencia al fuego de la mano secundaria","การเจาะต้านทาน ไฟ ด้วยมือรอง","副手火焰抗性穿透",[14255],1,[7651],[435],0,1,[],0
141,"OH_ColdPenetration","Off Hand Cold Resistance Penetration","Pénétration de Résistance au froid (Main secondaire)","Nebenhand: Durchdringung des Kältewiderstands","オフハンド冷気耐性突破","보조 장비 냉기 저항 관통","Penetração da Resistência a Gelo da Mão Secundária","Пробивание сопротивления холоду левой рукой","Penetración de la resistencia al hielo de la mano secundaria","การเจาะต้านทาน น้ำแข็ง ด้วยมือรอง","副手冰冷抗性穿透",[14256],1,[7651],[435],0,1,[],0
142,"OH_LightningPenetration","Off Hand Lightning Resistance Penetration","Pénétration de Résistance à la foudre (Main secondaire)","Nebenhand: Durchdringung des Blitzwiderstands","オフハンド雷耐性突破","보조 장비 번개 저항 관통","Penetração da Resistência a Raio da Mão Secundária","Пробивание сопротивления молнии левой рукой","Penetración de la resistencia al rayo de la mano secundaria","การเจาะต้านทาน สายฟ้า ด้วยมือรอง","副手閃電抗性穿透",[14257],1,[7651],[435],0,1,[],0
143,"OH_ChaosPenetration","Off Hand Chaos Resistance Penetration","Pénétration de Résistance au chaos (Main secondaire)","Nebenhand: Durchdringung des Chaoswiderstands","オフハンド混沌耐性突破","보조 장비 카오스 저항 관통","Penetração da Resistência a Caos da Mão Secundária","Пробивание сопротивления хаосу левой рукой","Penetración de la resistencia al caos de la mano secundaria","การเจาะต้านทาน เคออส ด้วยมือรอง","副手混沌抗性穿透",[14263],1,[7651],[435],0,1,[],0
144,"FirePenetration","Fire Resistance Penetration","Pénétration de Résistance au feu","Durchdringung des Feuerwiderstands","火耐性突破","화염 저항 관통","Penetração de Resistência a Fogo","Пробивание сопротивления огню","Penetración de la resistencia al fuego","การเจาะต้านทาน ไฟ","火焰抗性穿透",[591],1,[435],[],0,1,[],0
145,"ColdPenetration","Cold Resistance Penetration","Pénétration de Résistance au froid","Durchdringung des Kältewiderstands","冷気耐性突破","냉기 저항 관통","Penetração de Resistência a Gelo","Пробивание сопротивления холоду","Penetración de la resistencia al hielo","การเจาะต้านทาน น้ำแข็ง","冰冷抗性穿透",[590],1,[435],[],0,1,[],0
146,"LightningPenetration","Lightning Resistance Penetration","Pénétration de Résistance à la foudre","Durchdringung des Blitzwiderstands","雷耐性突破","번개 저항 관통","Penetração de Resistência a Raio","Пробивание сопротивления молнии","Penetración de la resistencia al rayo","การเจาะต้านทาน สายฟ้า","閃電抗性穿透",[592],1,[435],[],0,1,[],0
147,"ChaosPenetration","Chaos Resistance Penetration","Pénétration de Résistance au chaos","Durchdringung des Chaoswiderstands","混沌耐性突破","카오스 저항 관통","Penetração de Resistência a Caos","Пробивание сопротивления хаосу","Penetración de la resistencia al caos","การเจาะต้านทาน เคออส","混沌抗性穿透",[597],1,[435],[],0,1,[],0
148,"MainhandDoubleDamageChilled","Main Hand Attacks double Damage to Chilled Enemies","Dégâts doublés contre les ennemis Frigorifiés (Main principale)","Verdoppelter Haupthandschaden auf unterkühlte Gegner","冷却状態の敵へメインハンドでダブルダメージを与えるか","냉각된 적에게 주 무기 공격 두 배 피해","Dobro do Dano com a Mão Principal em Inimigos Resfriados","Атаки оружием в правой руке наносят удвоенный урон охлажденным врагам","<size:22>{Los ataques de la mano principal hacen el doble de daño a los enemigos escarchados}","การโจมตีมือหลัก สร้างความเสียหายสองเท่าต่อศัตรูที่มีสถานะ หนาวเย็น","主手對冰緩敵人造成雙倍傷害",[4103],4,[7650],[435],0,1,[],0
149,"OffhandDoubleDamageChilled","Off Hand Attacks double Damage to Chilled Enemies","Dégâts doublés contre les ennemis Frigorifiés (Main secondaire)","Verdoppelter Nebenhandschaden auf unterkühlte Gegner","冷却状態の敵へオフハンドでダブルダメージ与えるか","냉각된 적에게 보조 장비 공격 두 배 피해","Dobro do Dano com a Mão Secundária em Inimigos Resfriados","Атаки оружием в левой руке наносят удвоенный урон охлажденным врагам","<size:22>{Los ataques de la mano secundaria hacen el doble de daño a los enemigos escarchados}","การโจมตีมือรอง สร้างความเสียหายสองเท่าต่อศัตรูที่มีสถานะ หนาวเย็น","副手對冰緩敵人造成雙倍傷害",[4104],4,[7651],[435],0,1,[],0
150,"MH_ChanceToImpale","Chance to Impale with Main Hand hits","Chances d'Empaler au toucher (Main principale)","Chance auf Aufspießen durch Haupthandtreffer","メインハンドヒットの串刺し確率","주 무기로 명중 시 꿰뚫을 확률","Chance de Empalar com acertos da Mão Principal","Шанс наложить Прокол от ударов правой рукой","Probabilidad de empalar con golpes de la mano principal","โอกาสสร้างสถานะ ทิ่มแทง จากการปะทะ ด้วยมือหลัก","主手擊中穿刺機率",[8794],1,[7650],[435],0,1,[],0
151,"OH_ChanceToImpale","Chance to Impale with Off Hand hits","Chances d'Empaler au toucher (Main secondaire)","Chance auf Aufspießen durch Nebenhandtreffer","オフハンドヒットの串刺し確率","보조 장비로 명중 시 꿰뚫을 확률","Chance de Empalar com acertos da Mão Secundária","Шанс наложить Прокол от ударов левой рукой","Probabilidad de empalar con golpes de la mano secundaria","โอกาสสร้างสถานะ ทิ่มแทง จากการปะทะ ด้วยมือรอง","副手擊中穿刺機率",[8795],1,[7651],[435],0,1,[],0
152,"Spell_ChanceToImpale","Chance to Impale","Chances d'Empaler","Chance auf Aufspießen","串刺し確率","꿰뚫을 확률","Chance de Empalar","Шанс наложить Прокол","Probabilidad de empalar","โอกาสสร้างสถานะ ทิ่มแทง","穿刺機率",[15386],1,[435],"[1635,1198]",0,1,[],0
153,"Secondary_ChanceToImpale","Chance to Impale","Chances d'Empaler","Chance auf Aufspießen","串刺し確率","꿰뚫을 확률","Chance de Empalar","Шанс наложить Прокол","Probabilidad de empalar","โอกาสสร้างสถานะ ทิ่มแทง","穿刺機率",[12980],1,[1635],[1198],0,1,[],0
154,"Ward","Ward","Sauvegarde","Schutz","ワード","수호","Proteção","Барьер","Barrera","วอร์ดคุ้มภัย","保護",[14325],0,[],[],1,1,[],0
155,"WardDelay","Ward Restoration time","Vitesse de restauration de Sauvegarde","Schutz-Wiederherstellungszeit","ワード回復時間","수호 회복 시간","Tempo de Restauração da Marcação","Время восстановления барьера","Tiempo de recuperación de la barrera","เวลาการ ฟื้นคืนวอร์ดคุ้มภัย","保護回復時間",[14330],9,[14325],[],1,"",[9],0
156,"Armour","Armour","Armure","Rüstung","アーマー","방어도","Armadura","Броня","Armadura","ค่าเกราะ","護甲值",[240],0,[],[],1,1,[],4
157,"ArmourVsProjectiles","Armour against Projectiles","Armure contre les projectiles","Rüstung gegen Projektile","投射物に対するアーマー","투사체 대응 방어도","Armadura contra Projéteis","Броня против снарядов","Armadura contra proyectiles","ค่าเกราะต่อ กระสุน","對投射物護甲值",[1067],0,[5173],[],1,"",[],0
158,"PhysicalImmunity","Immune to Physical Damage","Immunité aux Dégâts physiques","Immun gegen physischen Schaden","物理ダメージ完全耐性","물리 피해 면역","Imune a Dano Físico","Иммунитет к физическому урону","Inmune al daño físico","ไม่ได้รับความเสียหาย กายภาพ","免疫物理傷害",[716],4,[],[],1,1,[],0
159,"ArmourEstimateReduction","Estimated Physical Damage reduction","Réduction estimée face aux Dégâts physiques","Geschätzte physische Schadensminderung","推定物理ダメージ軽減率","물리 피해 감소 예상치","Estimativa da Redução de Dano Físico","Ожидаемое снижение получаемого физического урона","Reducción estimada de daño físico","ค่าป้องกันกายภาพ โดยประมาณ","預期物理傷害減少",[718],1,[],[],1,1,[],0
160,"ArmourVsProjEstimateReduction","Estimated Physical Damage reduction against Projectiles","Réduction estimée face aux Dégâts physiques des projectiles","Geschätzte physische Schadensminderung gegen Projektile","投射物に対する推定物理ダメージ軽減率","투사체 대응 물리 피해 감소 예상치","Estimativa da Redução de Dano Físico contra Projéteis","Ожидаемое снижение получаемого физического урона от снарядов","Reducción estimada de daño físico contra proyectiles","ค่าป้องกันกายภาพ ต่อกระสุน โดยประมาณ","對投射物預期物理傷害減少",[1072],1,[5173],[],1,"",[],0
