"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","TagsKeys","ExperienceMultiplier","[i32]","i32","i32","i32","CriticalStrikeChance","i32","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[string]","bool","bool","bool","i32","i32","f32","rid","rid","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","[string]","i32","i32","i32","i32","i32","bool","bool","bool"
3231,"Metadata/Monsters/DropBear/DropBearGround2ParasiteEmergeMap",1218,30,3,6,10,"[""Metadata/Monsters/DropBear/DropBearParasite/DropBearParasiteNestEmerge.act""]","[""Metadata/Monsters/DropBear/DropBearParasite/DropBearParasite.ao""]","Metadata/Monsters/DropBear/DropBearParasite/DropBearParasiteEmerge",[6281],1,"","",100,1,6,5,2,0,"[823,72,793,791,807,803,764,31,29,765,118,761]",140,[],105,105,700,500,0,[382],"Metadata/Monsters/DropBear/DropBear.ais","[6190,6200]","",1,"Birthed Ursa",208,252,1650,[],[],"","","","",0,[],[13075],[],"",1,6,100,0,0,100,1342198531,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1744830464,6407,0,0,1744830464,6407,0,0,1744830464,6407,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1744830464,6407,0,0,1744830464,6407,167772160,1342177280,0,0,[],"",1,"",-10,10,0,252,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3232,"Metadata/Monsters/DropBear/DropBearGround2ParasiteEmergeMapSink",1218,30,3,6,10,"[""Metadata/Monsters/DropBear/DropBearParasite/DropBearParasiteNestEmerge.act""]","[""Metadata/Monsters/DropBear/DropBearParasite/DropBearParasite.ao""]","Metadata/Monsters/DropBear/DropBearParasite/DropBearParasiteEmergeSink",[6281],1,"","",100,1,6,5,2,0,"[823,72,793,791,807,803,764,31,29,765,118,761]",140,[],105,105,700,500,0,[382],"Metadata/Monsters/DropBear/DropBear.ais","[6190,6200]","",1,"Birthed Ursa",208,252,1650,[],[],"","","","",0,[],[13075],[],"",1,6,100,0,0,100,1342237485,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1711276032,6409,0,0,-1711276032,6409,0,0,-1711276032,6409,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1711276032,6409,0,0,-1711276032,6409,167772160,1610612736,787,0,[],"",1,"",-10,10,0,252,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3233,"Metadata/Monsters/DropBear/DropBearGroundSpawn2Parasite",1217,30,3,6,10,"[""Metadata/Monsters/DropBear/DropBear.act""]","[""Metadata/Monsters/DropBear/DropBearParasite/DropBearParasite.ao""]","Metadata/Monsters/DropBear/DropBearParasite/DropBearNoAmbushParasiteOnDeath","[6281,14005]",1,"","",100,1,6,5,2,0,"[823,72,793,791,807,803,764,31,29,765,118,761]",140,[],70,120,700,500,0,"[382,4034]","Metadata/Monsters/DropBear/DropBear.ais","[6190,6200]","",1,"Infested Tunnelfiend",208,126,1650,[],[],"","","","",0,[],[],[],"",2,4,62,0,0,100,1342239464,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1006632960,6411,0,0,1006632960,6411,0,0,1006632960,6411,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1006632960,6411,0,0,1006632960,6411,167772160,1342177280,0,0,[],"",1,"",-10,10,0,126,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3234,"Metadata/Monsters/DropBear/DropBear3",1216,30,3,6,10,"[""Metadata/Monsters/DropBear/DropBear.act""]","[""Metadata/Monsters/DropBear/DropBear.ao""]","Metadata/Monsters/DropBear/DropBear",[9944],1,"","",100,1,6,5,2,0,"[823,72,175,793,126,791,807,803,764,31,29,765,118,761]",140,[4],70,120,700,500,0,"[382,3561,4034]","Metadata/Monsters/DropBear/DropBear.ais","[6190,6200]","",1,"Woods Ursa",208,126,1650,[],[],"","","","",0,[],[],[],"",1,4,49,0,0,100,1342188987,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-201326592,6412,0,0,-201326592,6412,0,0,-201326592,6412,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-201326592,6412,0,0,-201326592,6412,167772160,1342177280,0,0,[],"",1,"",-10,10,0,126,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3235,"Metadata/Monsters/DropBear/DropBear3Standalone",1216,30,3,6,10,"[""Metadata/Monsters/DropBear/DropBear.act""]","[""Metadata/Monsters/DropBear/DropBear.ao""]","Metadata/Monsters/DropBear/DropBearNoAmbush",[9944],1,"","",100,1,6,5,2,0,"[823,72,175,126,791,807,803,764,31,29,765,118,761]",140,[4],70,120,700,500,0,"[382,3561,4034]","Metadata/Monsters/DropBear/DropBear.ais","[6190,6200]","",1,"Woods Ursa",208,126,1650,[],[],"","","","",0,[],[],[],"",1,4,49,0,0,100,1342221002,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1744830464,6414,0,0,-1744830464,6414,0,0,-1744830464,6414,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1744830464,6414,0,0,-1744830464,6414,167772160,1342177280,0,0,[],"",1,"",-10,10,0,126,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3236,"Metadata/Monsters/DropBear/DropBearGround3",1216,30,3,6,10,"[""Metadata/Monsters/DropBear/DropBear.act""]","[""Metadata/Monsters/DropBear/DropBear.ao""]","Metadata/Monsters/DropBear/DropBearNoAmbush",[],1,"","",100,1,6,5,2,0,"[823,72,793,791,807,803,764,31,29,765,118,761]",140,[4],70,120,700,500,0,"[382,4034]","Metadata/Monsters/DropBear/DropBear.ais","[6190,6200]","",1,"Woods Ursa",208,126,1650,[],[],"","","","",0,[],[],[],1,2,4,49,0,0,100,1342192887,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,67108864,6416,0,0,67108864,6416,0,0,67108864,6416,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,67108864,6416,0,0,67108864,6416,167772160,1342177280,0,0,[],"",1,"",-10,10,0,126,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3237,"Metadata/Monsters/DropBear/DropBear3Parasite",1217,30,3,6,10,"[""Metadata/Monsters/DropBear/DropBear.act""]","[""Metadata/Monsters/DropBear/DropBearParasite/DropBearParasite.ao""]","Metadata/Monsters/DropBear/DropBearCausticGroundOnDeath",[6281],1,"","",100,1,6,5,2,0,"[823,72,175,793,126,791,807,803,764,31,29,765,118,761]",140,[],70,120,700,500,0,"[382,4034,3561]","Metadata/Monsters/DropBear/DropBear.ais","[6190,6200]","",1,"Infested Ursa",208,126,1650,[],[],"","","","",0,[],[],[],"",1,4,62,0,0,100,1342223157,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-838860800,6417,0,0,-838860800,6417,0,0,-838860800,6417,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-838860800,6417,0,0,-838860800,6417,167772160,1342177280,0,0,[],"",1,"",-10,10,0,126,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3238,"Metadata/Monsters/DropBear/DropBear3ParasiteStandalone",1217,30,3,6,10,"[""Metadata/Monsters/DropBear/DropBear.act""]","[""Metadata/Monsters/DropBear/DropBearParasite/DropBearParasite.ao""]","Metadata/Monsters/DropBear/DropBearNoAmbushCausticGroundOnDeath",[6281],1,"","",100,1,6,5,2,0,"[823,72,175,126,791,807,803,764,31,29,765,118,761]",140,[],70,120,700,500,0,"[382,4034,3561]","Metadata/Monsters/DropBear/DropBear.ais","[6190,6200]","",1,"Infested Ursa",208,126,1650,[],[],"","","","",0,[],[],[],"",1,4,62,0,0,100,1342226537,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,2113929216,6419,0,0,2113929216,6419,0,0,2113929216,6419,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,2113929216,6419,0,0,2113929216,6419,167772160,1342177280,0,0,[],"",1,"",-10,10,0,126,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3239,"Metadata/Monsters/DropBear/DropBear3SpawnParasite",1217,30,3,6,10,"[""Metadata/Monsters/DropBear/DropBear.act""]","[""Metadata/Monsters/DropBear/DropBearParasite/DropBearParasite.ao""]","Metadata/Monsters/DropBear/DropBearParasite/DropBearSpawnParasiteOnDeath","[6281,14005]",1,"","",100,1,6,5,2,0,"[823,72,175,793,126,791,807,803,764,31,29,765,118,761]",140,[],70,120,700,500,0,"[382,4034,3561]","Metadata/Monsters/DropBear/DropBear.ais","[6190,6200]","",1,"Infested Ursa",208,126,1650,[],[],"","","","",0,[],[],[],"",1,4,62,0,0,100,1342191319,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1140850688,6421,0,0,1140850688,6421,0,0,1140850688,6421,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1140850688,6421,0,0,1140850688,6421,167772160,1342177280,0,0,[],"",1,"",-10,10,0,126,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3240,"Metadata/Monsters/DropBear/DropBear3SpawnParasiteStandalone",1217,30,3,6,10,"[""Metadata/Monsters/DropBear/DropBear.act""]","[""Metadata/Monsters/DropBear/DropBearParasite/DropBearParasite.ao""]","Metadata/Monsters/DropBear/DropBearParasite/DropBearNoAmbushParasiteOnDeath","[6281,14005]",1,"","",100,1,6,5,2,0,"[823,72,175,126,791,807,803,764,31,29,765,118,761]",140,[],70,120,700,500,0,"[382,4034,3561]","Metadata/Monsters/DropBear/DropBear.ais","[6190,6200]","",1,"Infested Ursa",208,126,1650,[],[],"","","","",0,[],[],[],"",1,4,62,0,0,100,1342225887,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,234881024,6423,0,0,234881024,6423,0,0,234881024,6423,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,234881024,6423,0,0,234881024,6423,167772160,1342177280,0,0,[],"",1,"",-10,10,0,126,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3241,"Metadata/Monsters/DropBear/DropBearGround3Parasite_",1217,30,3,6,10,"[""Metadata/Monsters/DropBear/DropBear.act""]","[""Metadata/Monsters/DropBear/DropBearParasite/DropBearParasite.ao""]","Metadata/Monsters/DropBear/DropBearNoAmbushCausticGroundOnDeath",[6281],1,"","",100,1,6,5,2,0,"[823,72,793,791,807,803,764,31,29,765,118,761]",140,[],70,120,700,500,0,"[382,4034]","Metadata/Monsters/DropBear/DropBear.ais","[6190,6200]","",1,"Infested Ursa",208,126,1650,[],[],"","","","",0,[],[],[],"",2,4,62,0,0,100,1342186429,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1744830464,6424,0,0,-1744830464,6424,0,0,-1744830464,6424,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1744830464,6424,0,0,-1744830464,6424,167772160,1342177280,0,0,[],"",1,"",-10,10,0,126,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3242,"Metadata/Monsters/DropBear/DropBearGround3ParasiteSpectre",1217,30,3,6,10,"[""Metadata/Monsters/DropBear/DropBear.act""]","[""Metadata/Monsters/DropBear/DropBearParasite/DropBearParasite.ao""]","Metadata/Monsters/DropBear/DropBearNoAmbushCausticGroundOnDeath",[],1,"","",100,1,6,5,2,0,"[823,72,791,807,803,764,31,29,765,118,761]",140,[],70,120,700,500,0,"[382,4034]","Metadata/Monsters/DropBear/DropBear.ais","[6190,6200]","",1,"Infested Ursa",208,126,1650,[],[],"","","","",0,[],[],[],1,2,4,62,0,0,100,1342180298,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,234881024,6426,0,0,234881024,6426,0,0,234881024,6426,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,234881024,6426,0,0,234881024,6426,167772160,1342177280,0,0,[],"",1,"",-10,10,0,126,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3243,"Metadata/Monsters/DropBear/DropBearGroundSpawn3Parasite",1217,30,3,6,10,"[""Metadata/Monsters/DropBear/DropBear.act""]","[""Metadata/Monsters/DropBear/DropBearParasite/DropBearParasite.ao""]","Metadata/Monsters/DropBear/DropBearParasite/DropBearNoAmbushParasiteOnDeath","[6281,14005]",1,"","",100,1,6,5,2,0,"[823,72,793,791,807,803,764,31,29,765,118,761]",140,[],70,120,700,500,0,"[382,4034]","Metadata/Monsters/DropBear/DropBear.ais","[6190,6200]","",1,"Infested Ursa",208,126,1650,[],[],"","","","",0,[],[],[],"",2,4,62,0,0,100,1342227778,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1342177280,6427,0,0,-1342177280,6427,0,0,-1342177280,6427,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1342177280,6427,0,0,-1342177280,6427,167772160,1342177280,0,0,[],"",1,"",-10,10,0,126,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3244,"Metadata/Monsters/DropBear/DropBearBoss",1223,45,3,6,10,"[""Metadata/Monsters/DropBear/DropBear.act""]","[""Metadata/Monsters/DropBear/ScourgeOfTheWilds.ao""]","Metadata/Monsters/DropBear/DropBearBoss","[3972,6367,6368,6369,10007]",1,"","",150,1,6,5,2,0,"[823,72,769,804,789,774,807,764,31,29,765,118,794,125,761]",140,[],70,120,700,500,0,"[390,4034,4580,1359,5214]","Metadata/Monsters/DropBear/DropBearBoss2.ais","[6190,6200]","",1,"Scourge of the Wilds",208,182,1650,[9704],[],"",6,"","",0,[],[10384],[],"",1,6,100,0,0,100,1342226827,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-872415232,6430,0,0,-872415232,6430,0,0,-872415232,6430,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-872415232,6430,0,0,-872415232,6430,167772160,1342177280,0,0,[],"",1,1,-10,10,0,182,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3245,"Metadata/Monsters/DropBear/DropBearBoss2",1222,45,3,6,16,"[""Metadata/Monsters/DropBear/BrutalEarth.act""]","[""Metadata/Monsters/DropBear/BrutalEarth.ao""]","Metadata/Monsters/DropBear/DropBearBoss2",[],1,"","",200,1,6,5,2,0,"[823,72,804,780,774,807,796,764,31,29,765,118,761]",140,[],70,120,700,500,0,"[390,4034,5149,5566]","Metadata/Monsters/DropBear/DropBearBossChargeSlam.ais",[],"",1,"Q'uru",208,168,1650,[9704],[],"",12,"","",0,[7990],[],[],"",1,6,100,0,0,100,1342210203,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1979711488,6433,0,0,-1979711488,6433,0,0,-1979711488,6433,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1979711488,6433,0,0,-1979711488,6433,167772160,1342177280,0,0,[],"",1,1,-10,10,0,168,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3246,"Metadata/Monsters/DropBear/DropBearMaps",1224,30,3,6,10,"[""Metadata/Monsters/DropBear/DropBear.act""]","[""Metadata/Monsters/DropBear/DropBear.ao""]","Metadata/Monsters/DropBear/DropBearNoAmbush",[],1,"","",100,1,6,5,2,0,"[823,72,793,791,807,803,764,31,29,765,118,761]",180,[4],70,120,700,500,0,"[382,4034]","Metadata/Monsters/DropBear/DropBear.ais","[6190,6200]","",1,"Plummeting Ursa",208,126,1650,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,1342208658,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-268435456,6434,0,0,-268435456,6434,0,0,-268435456,6434,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-268435456,6434,0,0,-268435456,6434,167772160,1342177280,0,0,[],"",1,"",-10,10,0,126,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3247,"Metadata/Monsters/DropBear/DropBearMapBoss",1225,59,3,6,16,"[""Metadata/Monsters/DropBear/BrutalEarthMapBoss.act""]","[""Metadata/Monsters/DropBear/BrutalEarth.ao""]","Metadata/Monsters/DropBear/DropBearMapBoss","[3939,22890]",1,"","",200,1,6,5,2,0,"[823,72,780,774,807,764,825,31,29,765,118,794,761,805]",200,[],135,135,700,500,0,"[390,4034,5150,5151,2571,4077,5567]","Metadata/Monsters/DropBear/DropBearBossMaps.ais",[],"",1,"It That Fell",208,400,1650,[9704],[],"",12,"","",0,[],[],[],"",1,6,100,0,0,100,1342210288,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1140850688,6437,0,0,-1140850688,6437,0,0,-1140850688,6437,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1140850688,6437,0,0,-1140850688,6437,167772160,1342177280,0,0,[],"",1,1,-10,10,0,400,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3248,"Metadata/Monsters/DropBear/DropBearMapBossStandalone",1225,59,3,6,16,"[""Metadata/Monsters/DropBear/BrutalEarthMapBoss.act""]","[""Metadata/Monsters/DropBear/BrutalEarth.ao""]","Metadata/Monsters/DropBear/DropBearMapBossStandalone","[3939,22890]",1,"","",200,1,6,5,2,0,"[823,72,780,774,807,764,31,29,765,118,794,826,761,805]",200,[],135,135,700,500,0,"[390,4034,5150,5151,2571,4077,5567]","Metadata/Monsters/DropBear/DropBearBossMaps.ais",[],"",1,"It That Fell",208,400,1650,[9704],[],"",12,"","",0,[],[],[],"",1,6,100,0,0,100,1342197483,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1207959552,6439,0,0,-1207959552,6439,0,0,-1207959552,6439,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1207959552,6439,0,0,-1207959552,6439,167772160,1342177280,0,0,[],"",1,1,-10,10,0,400,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3249,"Metadata/Monsters/DropBear/DropBearMapBossElder",1225,59,3,6,16,"[""Metadata/Monsters/DropBear/BrutalEarthMapBoss.act""]","[""Metadata/Monsters/DropBear/BrutalEarth.ao""]","Metadata/Monsters/ElderBosses/ElderBossClone","[3939,22890]",1,"","",200,1,3,5,2,0,"[823,72,827,780,774,807,830,31,29,118,794,761,805]",200,[],135,135,700,500,0,[],"Metadata/Monsters/NoAi.ais",[],"",1,"It That Fell",208,400,1650,[9704],[],"",12,"","",0,[],[],[],"",1,6,100,0,0,100,1342186092,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,704643072,6441,0,0,704643072,6441,0,0,704643072,6441,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,704643072,6441,0,0,704643072,6441,167772160,1342177280,0,0,[],"",1,1,-10,10,0,400,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3250,"Metadata/Monsters/DropBear/DropBearHiddenMaps",1224,30,3,6,10,"[""Metadata/Monsters/DropBear/DropBear.act""]","[""Metadata/Monsters/DropBear/DropBear.ao""]","Metadata/Monsters/DropBear/DropBear",[9944],1,"","",100,1,6,5,2,0,"[823,72,175,793,126,791,807,803,764,31,29,765,118,761]",180,[4],70,120,700,500,0,"[382,3562,4034]","Metadata/Monsters/DropBear/DropBear.ais","[6190,6200]","",1,"Plummeting Ursa",208,126,1650,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342237504,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-603979776,6442,0,0,-603979776,6442,0,0,-603979776,6442,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-603979776,6442,0,0,-603979776,6442,167772160,1342177280,0,0,[],"",1,"",-10,10,0,126,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3251,"Metadata/Monsters/DropBear/DropBearHiddenMapsStandalone",1224,30,3,6,10,"[""Metadata/Monsters/DropBear/DropBear.act""]","[""Metadata/Monsters/DropBear/DropBear.ao""]","Metadata/Monsters/DropBear/DropBearNoAmbush",[9944],1,"","",100,1,6,5,2,0,"[823,72,175,126,791,807,803,764,31,29,765,118,761]",180,[4],70,120,700,500,0,"[382,3562,4034]","Metadata/Monsters/DropBear/DropBear.ais","[6190,6200]","",1,"Plummeting Ursa",208,126,1650,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342184162,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1845493760,6444,0,0,-1845493760,6444,0,0,-1845493760,6444,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1845493760,6444,0,0,-1845493760,6444,167772160,1342177280,0,0,[],"",1,"",-10,10,0,126,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3252,"Metadata/Monsters/DropBear/DropBearProphecyTrap",1219,30,3,6,10,"[""Metadata/Monsters/DropBear/DropBear.act""]","[""Metadata/Monsters/DropBear/DropBear.ao""]","Metadata/Monsters/DropBear/DropBearNoAmbushProphecy",[],1,"","",100,1,6,5,2,0,"[823,72,793,791,807,803,764,31,29,765,118,761]",140,[],70,120,700,500,0,"[382,3563,4034]","Metadata/Monsters/DropBear/DropBear.ais","[6190,6200]","",1,"Spectral Ursa",254,280,1650,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342191673,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-1677721600,6446,0,0,-1677721600,6446,0,0,-1677721600,6446,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-1677721600,6446,0,0,-1677721600,6446,167772160,1342177280,0,0,[],"",1,1,-10,10,0,280,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3253,"Metadata/Monsters/DropBear/DropBearUniqueSummoned",1220,40,3,6,10,"[""Metadata/Monsters/DropBear/DropBear.act""]","[""Metadata/Monsters/DropBear/DropBear.ao""]","Metadata/Monsters/DropBear/SummonedDropBearUnique",[4495],1,"","",100,1,6,5,2,0,"[823,72,793,804,780,774,807,764,31,29,765,118,761]",150,[],70,70,700,500,0,"[390,157,4534]","Metadata/Monsters/DropBear/DropBearUniqueSummoned.ais","[6190,6200]","",1,"Summoned Ursa",353,900,1100,[9704],[],"",12,"","",0,[],[],[],"",1,6,100,0,0,100,1342230346,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,1140850688,6449,0,0,1140850688,6449,0,0,1140850688,6449,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,1140850688,6449,0,0,1140850688,6449,167772160,1342177280,0,0,[],"",1,1,-10,10,0,900,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
3254,"Metadata/Monsters/DropBear/DropBearBossMinion",1216,30,3,6,10,"[""Metadata/Monsters/DropBear/DropBear.act""]","[""Metadata/Monsters/DropBear/DropBear.ao""]","Metadata/Monsters/DropBear/DropBear",[10007],1,"","",100,1,6,5,2,0,"[823,72,793,791,807,803,764,31,29,765,118,761]",140,[4],70,120,700,500,0,"[382,3563,4034]","Metadata/Monsters/DropBear/DropBear.ais","[6190,6200]","",1,"Plummeting Ursa",208,126,1650,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,1342190978,0,-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,16711422,0,-704643072,6450,0,0,-704643072,6450,0,0,-704643072,6450,-33554432,-16843010,-16843010,-16843010,-922812674,0,0,0,-704643072,6450,0,0,-704643072,6450,167772160,1342177280,0,0,[],"",1,"",-10,10,0,126,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
