"rownum","Id","i32"
885,"ArchitectBloodBeam",82722
886,"TranslateRotate",84616
887,"TranslateRotate2_",105903
888,"TranslateRotate3",130207
889,"TranslateRotate4",130200
890,"TranslateRotate5",130201
891,"FrontalFlamethrower",95395
892,"FrontalDamageWave",126912
893,"SummonPhantasm",103836
894,"HolyPath",91864
895,"Smite",86205
896,"DelveFlareMortar",122195
897,"ExecuteGEAL",118561
898,"DelveDynamiteMortar",99125
899,"VirulentArrow",118612
900,"Dynamite",90262
901,"Flare",83129
902,"RainOfSpores",65689
903,"SummonRelic",98632
904,"ChampionTeleport",72298
905,"ProtoPizzaSlam",118576
906,"ProtoAbyssSlam",92779
907,"ProtoPizzaSlice",106265
908,"ProtoProjectileShield",106602
909,"SpawnObject",111705
910,"RelicHolyNova",110937
911,"SingleGroundLaser",94766
912,"EpicChestPulse",110425
913,"CreateExpandingRing",87914
914,"ReverseExpandingRing",96414
915,"SpawnBloodMeteors",109399
916,"FireBloodMeteors",109816
917,"SpiritBomb",105732
918,"PlaceObjectsAlongPath",104205
919,"CreateCutoutCircle",117148
920,"DetonateCutoutCircle",97044
921,"TransitionBeam",96380
922,"QiongqiTornadoes",110047
923,"FrostFury",67411
924,"FlickerThrust",116945
925,"RendingSteel",129092
926,"LancingSteel",70012
927,"ConduitSigil",76722
928,"ZanaPlayerBubble",92101
929,"Focus",86315
930,"BloodstainedBanner",87714
931,"PuresteelBanner",126154
932,"BetrayalSiegeCannon",96994
933,"FeastOfFlesh",72795
934,"ShatteringSteel",71596
935,"DonutCircle",127249
936,"ReviveMonstersInCone",96741
937,"CreateMonsterFromCorpses",119355
938,"CataclysmSigil",107734
939,"MultiReflectionBeam",84154
940,"SigilRecall",119012
941,"MonsterFrostFury",112280
942,"GeometryProjectiles",103683
943,"GeometryProjectilesAttack",84929
944,"DeathClap",71243
945,"RikerBombShot",108388
946,"CatarinaCarpetMortar",80194
947,"HandSlam",82497
948,"SpikyDonut",123153
949,"ReaperSlam",116976
950,"BoneSlam",107574
951,"CatarinaSidewaysCarpetBomb",72749
952,"CatarinaRollout_",93079
953,"CatarinaScythe",84217
954,"CatarinaBarrage",125576
955,"MonkeyThrow",130716
956,"EffectDrivenAttack",114319
957,"EffectDrivenSpell",122632
958,"GeometryTrigger",75757
959,"VolatileWormholeSlam",125984
960,"Sanctify",70254
961,"MultiTeleportBlackholeProjectile",68649
962,"RectangleMortarWithRotatingOrbs",70795
963,"CameraLensExpandingDonut",83435
964,"Soulrend",70238
965,"DarkRitual",96974
966,"Purge",110751
967,"CastAuraSpellDamage",127039
968,"StormBurstNew",78762
969,"DivineTempest",96707
970,"CastAuraDamageOverTime",79363
971,"CascadingTriangleSlam",77245
972,"SynthesisBeamRefraction",78921
973,"SequentialWifiArcs",122240
974,"DashToTarget",75514
975,"SpinningGroundLaser",70623
976,"MonsterSoulrend",79216
977,"FlameTotemChannelled",126726
978,"SynthesisTurretChargeProjectile",123598
979,"MassBeamBarrage",75792
980,"ConcentratedBeam",115872
981,"ShockRifleDisco",105493
982,"ExpandingConeWaves",75149
983,"ExpandingEffect",83912
984,"QuickGuard",108605
985,"QuickDodge",117277
986,"QuickBlock",109660
987,"Replicate",118947
988,"Bladestorm",96711
989,"BloodSandStance",98698
990,"Berserk",96548
991,"BloodSpears",92588
992,"ChainStrike",114033
993,"TormentedSpiritTether",119763
994,"Blitz",82900
995,"LegionBreakout",16898302
996,"SupportBluntShockwave",116988
997,"IceDash",74756
998,"BloodSandArmour",73019
999,"MonsterIceSpearAttack",85083
1000,"SliceAndDice",82196
1001,"CastAuraPhysicalDamage",67590
1002,"DelayedAreaBarrage",85282
1003,"FlaskDrainingLasso",82832
1004,"RetractArrowNuke",119859
1005,"MultiSplittingProjectile",120968
1006,"LegionRevive",16897434
1007,"ScreechSnipe",94771
1008,"FireWakeArrowCombo",124969
1009,"SummonBoneGolem",130443
1010,"BoneGolemCascade",110508
1011,"BoneGolemMultiAttack",119644
1012,"Slither",126454
1013,"CorrosiveShroud",79265
1014,"BoneArmour",107975
1015,"MinionFocusFire",73719
1016,"SerpentStrike",127042
1017,"CoilingAssault",65692
1018,"MortarBarrageMine",99863
1019,"MineLightningExplosion",68981
1020,"ColdProjectileMine",90687
1021,"Skitterbots",80257
1022,"BlightTowerAura",117056
1023,"BlightTowerPetrify",86733
1024,"MambaStrike",126365
1025,"SnappingAdder",90409
1026,"CreateFungalGround",71083
1027,"SkitterbotDetonateMines",83207
1028,"TotemShotgun",122220
1029,"TetheringArrow",116798
1030,"TotemMortar",78979
1031,"EyrieBarrage",68533
1032,"Transform",74328
1033,"OrionBeamSweep",84578
1034,"OrionMeteor",94040
1035,"OrionCorridorBlast",106509
1036,"OrionCircleMazeBlast",107721
1037,"SummonDoubleOnCrit",128564
1038,"OrionBeamBomb",78985
1039,"ArcaneCloak",128179
1040,"ProjectilePortal",112936
1041,"RunePaint",72555
1042,"RuneDetonate",120213
1043,"ZigZagProjectile",125854
1044,"BladeBurst",122230
1045,"BloodWhirl",98438
1046,"AfflictionBossFinalGrowBeam",78404
1047,"AfflictionSplit",111721
1048,"ChannelledSnipe",121304
1049,"PackTeleport",111747
1050,"TeleportExplodeKill",72018
1051,"AfflictionDaemonDestroyCorpseProjectileCascade",120055
1052,"AfflictionDaemonDestroyCorpseSummonMonster",111482
1053,"Spellslinger",112253
1054,"EmbraceMadness",98815
1055,"TriggerSigil",66976
1056,"RallyingCryNew",104393
1057,"InfernalCry",123523
1058,"SigilDetonate",106366
1059,"SeismicCry",112236
1060,"AncestralCry",73955
1061,"InfernalCryOnHitExplosion",125505
1062,"MagmaSigil",66228
1063,"ImmolationSigil",89736
1064,"SpikeSlam",111612
1065,"DoubleCry",121261
1066,"CreateBlockingWall",127373
1067,"SummonMirageChieftain",86549
1068,"HarvestCatBossProwl",81389
1069,"OshabiOrbProjectile",74536
1070,"HeistLockPick",78318
1071,"Ember",112748
1072,"DoNothing",16843678
1073,"BlackHole",85026
1074,"Disintegrate",103520
1075,"FrostGlobe",114891
1076,"ImpactingSteel",78175
1077,"CircleOfPower",65777
1078,"Firewall",101342
1079,"HeistMindControl",112397
1080,"SteelSteal",122064
1081,"ViciousHexExplosion",104671
1082,"HeistBouncingSawblade",109598
1083,"LancingSteelNew_",82973
1084,"CorpseWalk",83179
1085,"GlacialCascadeNew",97315
1086,"DeathWish",71915
1087,"DoomBlast",75516
1088,"HeistAttachSnipe",107157
1089,"HiddenBlade",95703
1090,"ShieldShatter",79995
1091,"SummonTauntingContraption",104149
1092,"OilArrow",126679
1093,"WaterSphere",76830
1094,"TrackingSlam",101204
1095,"BeamAura",108394
1096,"ToggleBuff",93356
1097,"MavenBrainChargeBeam",71573
1098,"MavenRotatingBeams",119667
1099,"MavenMemoryGame",127358
1100,"ChainGrab",82794
1101,"BloodTendrils",89212
1102,"BloodSurge",73355
1103,"TrialmasterTetherSpike",128171
1104,"TrialmasterChaosShrine",68758
1105,"TrialmasterTimestop",99483
1106,"BloodScythe",84431
1107,"VaalBloodScythe",115874
1108,"QueensDemand",88312
1109,"AddSpecialBuffToTarget",75699
1110,"GeometryMortars",119898
1111,"GeometryMortarsAttack",117126
1112,"ArmourEvasionBanner",112291
1113,"Voidburst",110487
1114,"RageSlash",78058
1115,"DivineCry",89074
1116,"AbsolutionBlast",108839
1117,"VanishingAmbush",94296
1118,"WeaponTrap",70530
1119,"Soulfeast",89155
1120,"ManaVoid",97709
1121,"PrismaticRain",122172
1122,"ShieldWaves",69347
1123,"SummonReaper",115000
1124,"ReaperConsumeMinion",70935
1125,"TraumaStrike",68434
1126,"IonCannonCage",81539
1127,"ThrowFlask",96426
1128,"FrozenSphere",101647
1129,"ReaperSlashDash",121357
1130,"SummonArbalists",128889
1131,"GroundSearingLaser",73223
1132,"ThrowFlaskPoison",72946
1133,"SummonStupidBeast",99708
1134,"Chronomancer",89893
1135,"HellscapeDemonBossBloodDrain",73996
1136,"Tornado",123783
1137,"StormBlade",128232
1138,"SoulLink",106581
1139,"FlameLink",120118
1140,"RemoraLink",121336
1141,"BulwarkLink",97720
1142,"TriggerLink",84290
1143,"CriticalLink",99469
1144,"HellscapeDemonBossFissureSlam",114303
1145,"HellscapeTentacleGrab",88679
1146,"BubbleShield",81182
1147,"CleansingFireWall",121954
1148,"SummonMovingFlameWall",74435
1149,"PushMovingFlameWall",122757
1150,"BlackStarCometBarrage",118182
1151,"BlackStarLaserSpears",100683
1152,"SentinelTagBeam",72918
1153,"ShockEnergyRelease",119041
1154,"TeslaSphere",82067
1155,"AlchemistsMark",85284
1156,"DirectLineOfAnts",95527
1157,"MTXPolymorphPlayer",97176
1158,"MTXQuicksilverBestiaryStampede",126203
1159,"RingOfIce",102061
1160,"RingOfIceSweep",103419
1161,"VolcanicSlam",89834
1162,"CrucibleChannel",89897
1163,"Triggerbots",68420
1164,"MtxCoinFlip",78814
1165,"BloodSandTriggered",91008
1166,"BoneCorpses",123895
1167,"MtxRaccoonTrash",71775
1168,"PrismaticBurst",87960
1169,"HardQuickDodge",73873
1170,"SummonRadiantSentinel",127234
1171,"SummonGuardianRelic",112027
1172,"InfernalBolt",66524
1173,"MtxHuntingDogCommand",74265
1174,"AncestralEmbrace",122268
1175,"SprayPaint",102141
1176,"Advance",16841846
1177,"BlightPath",16803770
1178,"StrafeLeft",16800673
1179,"StrafeLeftFaceTarget",16800112
1180,"StrafeRight",16793025
1181,"StrafeRightFaceTarget",16832149
1182,"AbsolutionBlastBlastHandler",25358
1183,"AbsolutionBlastCounter",17074
1184,"AfflictionDaemonDestroyCorpseProjectileCascadeProjectile",14926
1185,"AvariusSuperProjectileProjectile",50132
1186,"CorpseErruptionProjectile",38210
1187,"DeployAction",31556
1188,"ElementalStrikeCold",42306
1189,"ElementalStrikeFire",50704
1190,"ElementalStrikeLightning",13073
1191,"GroundBladeHandler",13017
1192,"IceStrikeProjectile",27711
1193,"LightingStrikeProjectile",23914
1194,"ManaVoidRuneHandler",32823
1195,"MoltenStrikeProjectile",1790
1196,"SoulfeastCraterHandler",48455
1197,"StaticStrikeBeam",64638
1198,"StormWhipProjectile",50630
1199,"SummonMirageArcher",9951
1200,"SummonSupportGhost",38041
1201,"TempestShieldArc",34595
1202,"ThrownShieldProjectileProjectile",46697
1203,"VolcanicSlamProjectile",63424
1204,"AncestorTotemActivate",16901394
1205,"AncestorTotemDeactivate",16846872
1206,"AncestralTrialDestroyTotem",16865369
1207,"AreaTransitionAnimation",16907796
1208,"Arm",16888126
1209,"BeThrown",16846479
1210,"BlightSuicide",16858251
1211,"BloodVortexGetUp",16885917
1212,"CaptureMonsterRope",16884239
1213,"Dance",16890673
1214,"DelveSpawnObject",16889884
1215,"EinharCaptureMonster",16892082
1216,"ElderGuardianChangeArena",16904069
1217,"ElderImprison",16877873
1218,"Emerge",16859393
1219,"Emerge2",16851867
1220,"Emerge3",16851866
1221,"EpilogueKnockdown",16845130
1222,"FakeDeath",16880837
1223,"FireHarpoon",16858608
1224,"Flee",16900521
1225,"FleeFaceLeft",16883959
1226,"FleeFaceRight",16851474
1227,"FleeFaceTarget",16903037
1228,"FollowPath",16897316
1229,"FrogJump",16863265
1230,"Interaction",16892518
1231,"InteractionChannelled",16896591
1232,"KillKitava",16848527
1233,"KitavaDestroySign",16875786
1234,"KitavaGrabInnocence",16882267
1235,"KitavaGrabSin",16881679
1236,"KitavaRelease",16902149
1237,"MasterOpenChest",16854417
1238,"MasterPortalEscape",16881228
1239,"MineDetonate",16899046
1240,"MonsterPickup",16856753
1241,"Move",16853257
1242,"MoveForced",16858911
1243,"MoveSpecial",16876733
1244,"PortalEscape",16874123
1245,"RaiseSpawnLegion",16847494
1246,"Revive",16854609
1247,"ScaledMove",16864107
1248,"ShavronnePossess",16863906
1249,"SignWeakenKitava",16852033
1250,"SinPickup",16866951
1251,"TormentSpiritFlee",16888266
1252,"WashedUp",16889817
1253,"MaligaroBladeFlurry",125582
1254,"BloodMeteor",67349
1255,"SummonVoodooDoll",65585
1256,"MtxMimicTransform",84708
1257,"Barkskin",111904
1258,"PenanceMark",117945
1259,"MinionSacrifice",110084
1260,"Quieten",113390
1261,"Ravenous",67305
1262,"StrafeRandom",16783976
1263,"InstantSpell",65867
1264,"Automation",112065
1265,"CallToArms",123275
1266,"SummonSacredWisp",83720
1267,"MtxChannelledBeam",114673
1268,"AilmentBearer",111341
1269,"RetaliationWeaponStorm",66104
1270,"RetaliationShieldEvisceration",89876
1271,"RetaliationHandOfJustice",70129
1272,"RetaliationIceWave",116519
1273,"RetaliationRageWarcry",91178
1274,"RetaliationHolySpell",103325
1275,"MtxPlayerDieBeam",71852
1276,"MtxDisguise",66494
