"rownum","Id","Name","Metadata","rid","NPCMasterKey","ShortName","i32","NPCAudios1","NPCAudios2","i32","i32","i32","i32","i32","rid","i32","i32","i32","i32","i32","i32","i32","i32"
114,"Metadata/NPC/Missions/DexInt","Vorici, Master Assassin","Metadata/NPC/NPC","","","Vorici",0,[46],[],-16854977,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
115,"Metadata/NPC/Missions/StrDex","Vagan, Weaponmaster","Metadata/NPC/NPC","","","Vagan",0,[47],[],-16850119,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
116,"Metadata/NPC/Missions/StrInt","Elreon, Loremaster","Metadata/NPC/NPC","","","Elreon",0,[48],[],-16844057,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
117,"Metadata/NPC/Missions/StrDexInt","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",0,[49],[50],-16876497,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
118,"Metadata/NPC/Missions/PvP","Leo, Master of the Arena","Metadata/NPC/NPC","","","Leo",0,[53],[54],-16882936,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
119,"Metadata/NPC/Missions/Wild/Dex","Tora, Master of the Hunt","Metadata/NPC/NPC","","","Tora",0,[],[],-16900132,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
120,"Metadata/NPC/Missions/Wild/Int","Catarina, Master of the Dead","Metadata/NPC/NPC","","","Catarina",0,[],[],-16852783,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
121,"Metadata/NPC/Missions/Wild/Str","Haku, Armourmaster","Metadata/NPC/NPC","","","Haku",0,[],[],-16867567,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
122,"Metadata/NPC/Missions/Wild/DexInt","Vorici, Master Assassin","Metadata/NPC/NPC","","","Vorici",0,[],[],-16889911,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
123,"Metadata/NPC/Missions/Wild/StrDex","Vagan, Weaponmaster","Metadata/NPC/NPC","","","Vagan",0,[],[],-16879368,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
124,"Metadata/NPC/Missions/Wild/StrInt","Elreon, Loremaster","Metadata/NPC/NPC","","","Elreon",0,[],[],-16899395,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
125,"Metadata/NPC/Missions/Wild/StrDexInt","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",0,[49],[50],-16846097,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
126,"Metadata/NPC/Missions/Wild/Fish","Krillson, Master Fisherman","Metadata/NPC/NPC","","","Krillson",0,[],[],-16845209,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
127,"Metadata/NPC/Missions/Hideout/Dex","Tora, Master of the Hunt","Metadata/NPC/NPC","","","Tora",0,[43],[],-16866965,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
128,"Metadata/NPC/Missions/Hideout/Int","Catarina, Master of the Dead","Metadata/NPC/NPC","","","Catarina",0,[44],[],-16844368,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
129,"Metadata/NPC/Missions/Hideout/Str","Haku, Armourmaster","Metadata/NPC/NPC","","","Haku",0,[45],[],-16886481,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
130,"Metadata/NPC/Missions/Hideout/DexInt","Vorici, Master Assassin","Metadata/NPC/NPC","","","Vorici",0,[46],[],-16899290,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
131,"Metadata/NPC/Missions/Hideout/StrDex","Vagan, Weaponmaster","Metadata/NPC/NPC","","","Vagan",0,[47],[],-16846846,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
132,"Metadata/NPC/Missions/Hideout/StrInt","Elreon, Loremaster","Metadata/NPC/NPC","","","Elreon",0,[48],[],-16902577,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
133,"Metadata/NPC/Missions/Hideout/StrDexInt","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",0,[49],[50],-16873324,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
134,"Metadata/NPC/Missions/Hideout/StrDexIntDemo","Zana, Master Cartographer","Metadata/NPC/Missions/Hideout/StrDexInt","",6,"Zana",0,[],[],-16871599,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
135,"Metadata/NPC/Missions/Hideout/PvP","Leo, Master of the Arena","Metadata/NPC/NPC","","","Leo",0,[53],[54],-16850582,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
136,"Metadata/NPC/Labyrinth/LabyrinthTrialGlyphPrison","Bronze Monograph","Metadata/NPC/Info/StoryGlyphBase",937,"","",1,[],[],-16863095,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
137,"Metadata/NPC/Labyrinth/LabyrinthTrialGlyphSins","Bronze Monograph","Metadata/NPC/Info/StoryGlyphBase",937,"","",2,[],[],-16898625,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
138,"Metadata/NPC/Labyrinth/LabyrinthTrialGlyphChurch","Bronze Monograph","Metadata/NPC/Info/StoryGlyphBase",937,"","",2,[],[],-16892391,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
139,"Metadata/NPC/Labyrinth/LabyrinthTrialGlyphCrematorium","Bronze Monograph","Metadata/NPC/Info/StoryGlyphBase",937,"","",3,[],[],-16862901,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
140,"Metadata/NPC/Labyrinth/LabyrinthTrialGlyphHedge","Bronze Monograph","Metadata/NPC/Info/StoryGlyphBase",937,"","",3,[],[],-16858364,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
141,"Metadata/NPC/Labyrinth/LabyrinthTrialGlyphCatacombs","Bronze Monograph","Metadata/NPC/Info/StoryGlyphBase",937,"","",3,[],[],-16905153,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
142,"Metadata/NPC/Labyrinth/LabyrinthGlyph0","Bronze Plaque","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16880424,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
143,"Metadata/NPC/Labyrinth/LabyrinthGlyph1","Bronze Inscription","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16863787,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
144,"Metadata/NPC/Labyrinth/LabyrinthGlyph2","Bronze Inscription","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16845498,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
145,"Metadata/NPC/Labyrinth/LabyrinthGlyph3","Bronze Inscription","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16843405,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
146,"Metadata/NPC/Labyrinth/LabyrinthGlyph4","Bronze Inscription","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16856052,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
147,"Metadata/NPC/Izaro","Izaro","Metadata/NPC/NPC","","","",0,[],[],-16847175,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
148,"Metadata/NPC/Labyrinth/WeylinGlyph1","Poem","Metadata/NPC/Info/StoryGlyphSmall","","","",-1,[],[],-16888333,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
149,"Metadata/NPC/Labyrinth/WeylinGlyph2","Poem","Metadata/NPC/Info/StoryGlyphSmall","","","",-1,[],[],-16905394,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
150,"Metadata/NPC/Labyrinth/WeylinGlyph3","Poem","Metadata/NPC/Info/StoryGlyphSmall","","","",-1,[],[],-16864168,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
151,"Metadata/NPC/Labyrinth/WeylinGlyph4","Poem","Metadata/NPC/Info/StoryGlyphSmall","","","",-1,[],[],-16847284,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
152,"Metadata/NPC/Labyrinth/WeylinGlyph5","Poem","Metadata/NPC/Info/StoryGlyphSmall","","","",-1,[],[],-16889987,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
153,"Metadata/NPC/Info/MalachaiGlyphPrison","Letter of Instruction","Metadata/NPC/Info/StoryGlyphBase","","","",1,[],[],-16906055,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
154,"Metadata/NPC/Info/MalachaiScrollGrainGate","Official Orders","Metadata/NPC/Info/StoryGlyphBase","","","",8,[],[],-16852750,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
155,"Metadata/NPC/Info/MalachaiNoteDialla","Journal Entry","Metadata/NPC/Info/StoryGlyphBase","","","",3,[],[],-16901153,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
156,"Metadata/NPC/Info/MalachaiJournalLab","Malachai's Journal","Metadata/NPC/Info/StoryGlyphBase","","","",3,[],[],-16881040,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
157,"Metadata/NPC/Info/MalachaiLetterSceptre","Letter to Chitus","Metadata/NPC/Info/StoryGlyphBase","","","",3,[],[],-16905892,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
158,"Metadata/NPC/Rigwald","Rigwald","Metadata/NPC/NPC","","","",0,[],[],-16859362,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
159,"Metadata/NPC/Info/RigwaldGlyph1","Inscription","Metadata/NPC/Info/StoryGlyphBase","","","",2,[],[],-16897537,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
160,"Metadata/NPC/Info/RigwaldGlyph2","Inscription","Metadata/NPC/Info/StoryGlyphBase","","","",2,[],[],-16872271,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
161,"Metadata/NPC/Info/RigwaldGlyph3","Inscription","Metadata/NPC/Info/StoryGlyphBase","","","",2,[],[],-16853165,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
162,"Metadata/NPC/Info/RigwaldGlyph4","Inscription","Metadata/NPC/Info/StoryGlyphBase","","","",2,[],[],-16846543,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
163,"Metadata/NPC/Info/RigwaldGlyph5","Inscription","Metadata/NPC/Info/StoryGlyphBase","","","",2,[],[],-16861505,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
164,"Metadata/NPC/Info/RigwaldGlyph6","Inscription","Metadata/NPC/Info/StoryGlyphBase","","","",2,[],[],-16903733,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
165,"Metadata/NPC/League/Perandus/Cadiro","Cadiro Perandus","Metadata/NPC/NPC","","","Cadiro",0,[55],[56],-16905166,-16843010,-16843010,-16843010,-16843010,"",-16843010,369229566,0,0,0,-1610612736,0,0
166,"Metadata/NPC/League/Prophecy/Navali","Navali","Metadata/NPC/NPC","","","",-1,[57],[58],-16905457,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
167,"Metadata/NPC/League/Prophecy/ProphecyDarkTome","Dark Tome","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16877650,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
168,"Metadata/NPC/RigwaldMap","The Cursed King","Metadata/NPC/NPC","","","",0,[],[],-16849405,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
169,"Metadata/NPC/RigwaldMapSimplified","Lycius, Midnight's Howl","Metadata/NPC/NPC","","","",0,[],[],-16907042,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
170,"Metadata/NPC/League/Prophecy/NavaliWild","Navali","Metadata/NPC/NPC","","","",1,[57],[58],-16863768,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
171,"Metadata/NPC/League/Prophecy/NavaliHideout","Navali","Metadata/NPC/NPC","","","",-1,[57],[58],-16891578,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
172,"Metadata/NPC/League/Bestiary/EinharHideout","Einhar, Beastmaster","Metadata/NPC/NPC","",1,"Einhar",0,[75],[76],-16851406,-16843010,-16843010,-16843010,-16843010,"",0,385941504,0,0,0,-1610612736,0,0
173,"Metadata/Monsters/Masters/Einhar","Einhar, Beastmaster","Metadata/NPC/NPC","",1,"Einhar",2,[],[],-16846237,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
174,"Metadata/NPC/League/Bestiary/Einhar","Einhar, Beastmaster","Metadata/NPC/NPC","",1,"Einhar",2,[75],[76],-16870609,-16843010,-16843010,-16843010,-16843010,"",0,385941504,0,0,0,-1610612736,0,0
175,"Metadata/NPC/League/Bestiary/EinharWild","Einhar, Beastmaster","Metadata/NPC/NPC","",1,"Einhar",2,[75],[76],-16856665,-16843010,-16843010,-16843010,-16843010,"",-16843010,386006782,0,0,0,-1610612736,0,0
176,"Metadata/NPC/League/Bestiary/EinharMenagerie","Einhar, Beastmaster","Metadata/NPC/NPC","",1,"Einhar",2,[75],[76],-16899495,-16843010,-16843010,-16843010,-16843010,"",-16843010,386006782,0,0,0,-1610612736,0,0
177,"Metadata/NPC/Epilogue/ZanaElderMid","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,[],[],-16890569,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
178,"Metadata/NPC/Epilogue/ZanaElder","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,[],[],-16875398,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
179,"Metadata/NPC/Epilogue/ZanaSecret","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,[],[],-16846581,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
180,"Metadata/NPC/Epilogue/ZanaShaper","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,[],[],-16897254,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
181,"Metadata/NPC/Shaper","The Shaper","Metadata/NPC/NPC","","","",0,[],[],-16899213,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
182,"Metadata/NPC/Act5/Lani","Lani","Metadata/NPC/NPC","","","",5,[68],[69],-16877415,-16843010,-16843010,-16843010,-16843010,"",-16843010,251789054,0,0,0,100663296,1,0
183,"Metadata/NPC/Act5/Vilenta","Vilenta","Metadata/NPC/NPC","","","",5,[64],[65],-16904446,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
184,"Metadata/NPC/Act5/Utula","Utula","Metadata/NPC/NPC","","","",5,[66],[67],-16865497,-16843010,-16843010,-16843010,-16843010,"",-16843010,67239678,0,0,0,-1610612736,0,0
185,"Metadata/NPC/Act5/BannonTown","Bannon","Metadata/NPC/NPC","","","",5,[62],[63],-16884031,-16843010,-16843010,-16843010,-16843010,"",-16843010,67239678,0,0,0,-1610612736,0,0
186,"Metadata/NPC/Act5/BannonInnocence","Bannon","Metadata/NPC/NPC","","","",5,[],[],-16890170,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
187,"Metadata/NPC/Act5/SinInnocence","Sin","Metadata/NPC/NPC",3057,"","",5,[],[],-16901332,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
188,"Metadata/NPC/Act5/SinKitava","Sin","Metadata/NPC/NPC","","","",5,[],[],-16870831,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
189,"Metadata/NPC/Act5/Lilly","Lilly Roth","Metadata/NPC/NPC","","","Lilly",5,[153],[154],-16903781,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
190,"Metadata/NPC/Act6/Tarkleigh","Tarkleigh","Metadata/NPC/Act1/Tarkleigh","","","",6,[0],[1],-16881139,-16843010,-16843010,-16843010,-16843010,"",-16843010,84016894,0,0,0,-1610612736,0,0
191,"Metadata/NPC/Act6/Bestel","Bestel","Metadata/NPC/Act1/Bestel","","","",6,[4],[],-16882776,-16843010,-16843010,-16843010,-16843010,"",-16843010,268566270,0,0,0,-1610612736,0,0
192,"Metadata/NPC/Act6/Lilly","Lilly Roth","Metadata/NPC/NPC","","","Lilly",6,[153],[154],-16861561,-16843010,-16843010,-16843010,-16843010,"",-16843010,553778942,0,0,0,100663296,1,0
193,"Metadata/NPC/Act6/WeylamBeacon","Weylam Roth","Metadata/NPC/NPC","","","Weylam",6,[],[],-16908102,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
194,"Metadata/NPC/Act6/WeylamReef1","Weylam Roth","Metadata/NPC/NPC","","","Weylam",6,[],[],-16843872,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
195,"Metadata/NPC/Act6/WeylamReef2","Weylam Roth","Metadata/NPC/NPC","","","Weylam",6,[],[],-16904607,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
196,"Metadata/NPC/Act6/SinTown","Sin","Metadata/NPC/NPC",2390,"","",6,[72],[73],-16859875,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
197,"Metadata/NPC/Act6/SinTukohama","Sin","Metadata/NPC/NPC",2395,"","",6,[72],[73],-16857014,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
198,"Metadata/NPC/Act6/SinAbberath","Sin","Metadata/NPC/NPC",2537,"","",6,[72],[73],-16847835,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
199,"Metadata/NPC/Act6/SinShavronne","Sin","Metadata/NPC/NPC","","","",6,[72],[73],-16895494,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
200,"Metadata/NPC/Act6/SinRyslatha","Sin","Metadata/NPC/NPC",2538,"","",6,[72],[73],-16844069,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
201,"Metadata/NPC/Act6/SinBrineKing","Sin","Metadata/NPC/NPC",2392,"","",6,[72],[73],-16885182,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
202,"Metadata/NPC/Act6/NessaMudFlats","Nessa","Metadata/NPC/NPC","","","",6,[],[],-16874407,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
203,"Metadata/NPC/Act6/NessaPrisonersGate","Nessa","Metadata/NPC/NPC","","","",6,[],[],-16869329,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
204,"Metadata/NPC/Act6/NessaMerveilsCaverns","Nessa","Metadata/NPC/NPC","","","",6,[],[],-16900234,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
205,"Metadata/NPC/Act6/NessaBrineKing","Nessa","Metadata/NPC/NPC","","","",6,[],[],-16880070,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,117374718,1,0
206,"Metadata/NPC/League/Prophecy/NavaliMonkey","Yama the White","Metadata/NPC/NPC","","","",0,[],[],-16859611,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
207,"Metadata/NPC/Act6/Tukohama","Tukohama","Metadata/NPC/NPC","","","",6,[],[],-16849776,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
208,"Metadata/NPC/Info/VaalLetters/VaalLetter_01","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16867188,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
209,"Metadata/NPC/Info/VaalLetters/VaalLetter_02","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16851446,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
210,"Metadata/NPC/Info/VaalLetters/VaalLetter_03","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16906436,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
211,"Metadata/NPC/Info/VaalLetters/VaalLetter_04","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16888226,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
212,"Metadata/NPC/Info/VaalLetters/VaalLetter_05","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16874157,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
213,"Metadata/NPC/Info/VaalLetters/VaalLetter_06","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16893762,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
214,"Metadata/NPC/Info/VaalLetters/VaalLetter_07","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16875267,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
215,"Metadata/NPC/Info/VaalLetters/VaalLetter_08","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16886440,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
216,"Metadata/NPC/Info/VaalLetters/VaalLetter_09","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16875511,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
217,"Metadata/NPC/Info/VaalLetters/VaalLetter_10","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16851311,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
218,"Metadata/NPC/Info/VaalLetters/VaalLetter_11","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16885120,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
219,"Metadata/NPC/Info/VaalLetters/VaalLetter_12","Vaal Letter","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-16852271,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,2097086206,0,0
220,"Metadata/NPC/Act7/SinTown","Sin","Metadata/NPC/NPC","","","",7,[72],[73],-16904202,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
221,"Metadata/NPC/Act7/SinRalakesh","Sin","Metadata/NPC/NPC",2394,"","",7,[72],[73],-16856039,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
222,"Metadata/NPC/Act7/SinGruthkul","Sin","Metadata/NPC/NPC",2396,"","",7,[72],[73],-16880573,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
223,"Metadata/NPC/Act7/SinArakaali","Sin","Metadata/NPC/NPC",2398,"","",7,[72],[73],-16850195,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
224,"Metadata/NPC/Act7/SinMaligaro","Sin","Metadata/NPC/NPC","","","",7,[72],[73],-16846560,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
225,"Metadata/NPC/Act7/Weylam","Weylam Roth","Metadata/NPC/NPC","","","Weylam",7,[70],[71],-16843641,-16843010,-16843010,-16843010,-16843010,"",-16843010,-33423618,-16843010,-16843010,-16843010,-1593901314,0,0
226,"Metadata/NPC/Act7/YeenaTown","Yeena","Metadata/NPC/NPC","","","",7,[8],[9],-16856431,-16843010,-16843010,-16843010,-16843010,"",-16843010,285343486,0,0,0,100663296,1,0
