"rownum","Id","Name","IsCategory","Category"
609,"TinkersWaypoint","Tinker's Waypoint","",387
610,"ForbiddenSanctum","Forbidden Sanctum","",347
611,"Core2023","Core 2023","",347
612,"AlchemistTheme","Alchemist","",347
613,"VaultPass","Kirac's Vault","",""
614,"ArachnidTheme","Arachnid","",347
615,"ShadeTheme","Shade","",347
616,"DiscipleTheme","Disciple","",347
617,"TrialOfTheAncestorsTheme","Trial of the Ancestors","",347
618,"MagmaticTheme","Magmatic","",347
619,"Core2024","Core 2024","",347
620,"AfflictionTheme","Affliction Theme","",347
621,"RaceRewards","Race Rewards","",347
622,"SolarTheme","Solar","",347
623,"EldritchTheme","Eldritch","",347
624,"NecropolisTheme","Necropolis","",347
625,"VoidbornTheme","Voidborn","",347
626,"WuzhiqiTheme","Wuzhiqi","",347
627,"PaladinTheme","Paladin","",347
628,"PenanceTheme","Penance","",347
629,"SettlersOfKalguurTheme","Settlers of Kalguur","",347
