"rownum","string","i32","string","string","string","string","string","string","rid","rid","rid","string","i32","i32","i32","i32","i32","bool","string","bool","bool","bool"
419,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRadiantBody",-720637153,"Radiant Body Armour","","Changes the appearance of any equipped body armour to the Radiant body armour.","","","Body Armour Skin","",1,367,"",3,2,2,1,1,"","RadiantBody",1,"",""
420,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRadiantShield",-1432072241,"Radiant Shield","","Changes the appearance of any equipped shield to the Radiant Shield.","","","Shield Skin","",1,367,"",3,2,2,1,1,"","RadiantShield",1,"",""
421,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRadiantSword",1573044208,"Radiant Blade","","Changes the appearance of any equipped Two Hand Sword, Axe or Mace to the Radiant Sword.","","","Weapon Skin","",1,367,"",3,2,2,1,1,"","RadiantSword",1,"",""
422,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionGoreSunder",-1449350086,"Gore Sunder Effect","","Your Sunder becomes a gory effect.","","","Sunder Skin","",1,352,"",3,1,1,20,2,"","GoreSunder",1,"",""
423,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionGoreEarthquake",-1665152993,"Gore Earthquake Effect","","Your Earthquake becomes a gory effect.","","","Earthquake Skin","",0,352,"",3,1,1,20,2,"","GoreEarthquake",1,"",""
424,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionVerdantSplitArrow",2008450834,"Verdant Split Arrow Effect","","Your Split Arrow becomes a verdant effect.","","","Split Arrow Skin","",0,362,"",3,1,1,20,2,"","VerdantSplitArrow",1,"",""
425,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDemonicSplitArrow",-645066330,"Demonic Split Arrow Effect","","Your Split Arrow becomes a demonic effect.","","","Split Arrow Skin","",0,356,"",3,1,1,20,2,"","DemonicSplitArrow",1,"",""
426,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionFrostflowerIceTrap",1154656753,"Frostflower Ice Trap Effect","","Your Ice Trap becomes a frostflower effect.","","","Ice Trap Skin","",0,358,"",3,1,1,20,2,"","FrostflowerIceTrap",1,"",""
427,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionGoreLightningArrow",-354772827,"Gore Lightning Arrow Effect","","Your Lightning Arrow becomes a gory effect.","","","Lightning Arrow Skin","",0,352,"",3,1,1,20,2,"","GoreLightningArrow",1,"",""
428,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionEbonyBlastRain",-399552215,"Ebony Blast Rain Effect","","Your Blast Rain becomes an ebony effect.","","","Blast Rain Skin","",0,354,"",3,1,1,20,2,"","EbonyBlastRain",1,"",""
429,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionInfernalAxe",-805677643,"Infernal Axe","","Changes the appearance of any equipped Two Hand Axe, Mace or Sword to the Infernal Axe.","","","Weapon Skin","",0,348,"",3,2,2,1,1,"","InfernalAxe",1,"",""
430,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSteampoweredBlade",-376997175,"Steam-powered Weapon","","Changes the appearance of any equipped One Hand Sword, Axe or Mace to the Steam-powered Weapon.","","","Weapon Skin","",0,368,"",3,2,2,1,1,"","SteampoweredBlade",1,"",""
431,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionNagaHelmet",-1171057629,"Naga Helmet","","Changes the appearance of any equipped headdress to the Naga helmet.","","","Helmet Skin","",1,387,"",3,2,2,1,1,"","NagaHelmet",1,"",""
432,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionKachaAxe",-1712238158,"Kacha Axe","","Changes the appearance of any equipped One Hand Axe, Sword or Mace to the Kacha Axe.","","","Weapon Skin","",0,387,"",3,2,2,1,1,"","KachaAxe",1,"",""
433,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGarudaDagger",-1854876121,"Garuda Dagger","","Changes the appearance of any equipped Dagger, Wand or Claw to the Garuda Dagger.","","","Weapon Skin","",0,387,"",3,2,2,1,1,"","GarudaDagger",1,"",""
434,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionYakshaShield",-1808303645,"Yaksha Shield","","Changes the appearance of any equipped shield to the Yaksha Shield.","","","Shield Skin","",0,387,"",3,2,2,1,1,"","YakshaShield",1,"",""
435,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionProphecyFootprints",-1328637180,"Prophecy Footprints Effect","","Adds prophecy footprints to any equipped pair of boots.","","","Footprints Effect","",2,378,"",3,1,1,20,1,"","ProphecyFootprints",1,"",1
436,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionProphecyWeapon",1357274708,"Prophecy Weapon Effect","","Adds the Prophecy effect to any equipped weapon","","","Weapon Effect","",2,378,"",3,1,1,20,1,"","ProphecyWeapon",1,"",1
437,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionProphecyPortal",-657774588,"Prophecy Portal Effect","","This character's portals use the Prophecy effect.","","","Portal Modification","",2,378,"",3,2,2,1,1,"","SupporterProphecyPortal",1,"",""
438,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDemonKingWings",-1770041476,"Demon King Wings","","Adds the Demon King Wings Back Attachment to any equipped body armour.","","","Body Armour Attachment","",0,356,"",3,2,2,1,1,"","DemonKingWings",1,"",""
439,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDemonKingPortal",-1130385940,"Demon King Portal Effect","","This character's portals use the Demon King effect.","","","Portal Modification","",0,356,"",3,2,2,1,1,"","DemonKingPortal",1,"",""
440,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLunarisWings",282813953,"Gloom Wings","","Adds the Gloom Wings Back Attachment to any equipped body armour.","","","Body Armour Attachment","",1,354,"",3,2,2,1,1,"","GloomWings",1,"",""
441,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionRavenSummonRagingSpirit",-1686776999,"Raven Summon Raging Spirit Skin","","Your Summon Raging Spirit now creates Raging Ravens.","","","Summon Raging Spirits Skin","",0,354,"",3,1,1,20,2,"","RavenSummonRagingSpirit",1,"",""
442,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionProphecyFrame1",1531416229,"Prophecy Portrait Frame","","Adds the Prophecy Portrait Frame to this character.","","","Portrait Frame Modification","",2,364,"",3,2,2,1,1,"","SupporterProphecyFrame",1,"",""
443,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionShroudHelmet",1962782075,"Shroud Helmet","","Changes the appearance of any equipped headdress to the Shroud helmet.","","","Helmet Skin","",2,364,"",3,2,2,1,1,"","SupporterProphecyHelmet",1,"",""
444,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionShroudBoots",1546994018,"Shroud Boots","","Changes the appearance of any equipped boots to the Shroud boots.","","","Boots Skin","",2,364,"",3,2,2,1,1,"","SupporterProphecyBoots",1,"",""
445,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionShroudGloves",1482506085,"Shroud Gloves","","Changes the appearance of any equipped gloves to the Shroud gloves.","","","Gloves Skin","",2,364,"",3,2,2,1,1,"","SupporterProphecyGloves",1,"",""
446,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionShroudBody",-1686939679,"Shroud Body Armour","","Changes the appearance of any equipped body armour to the Shroud body armour.","","","Body Armour Skin","",2,364,"",3,2,2,1,1,"","SupporterProphecyBody",1,"",""
447,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionProphecyMask",-641827010,"Shroud Mask","","Adds the Shroud mask to your headdress","","","Helmet Attachment","",2,364,"",3,1,1,20,1,"","SupporterProphecyMask",1,"",""
448,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionGloomHerald",-1906038126,"Gloom Herald Effect","","Your Herald of Ash, Thunder or Ice becomes a dark effect.","","","Herald Skin","",1,354,"",3,1,1,20,2,"","GloomHeraldEffect",1,"",""
449,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGloomHelmet",-154672829,"Gloom Helmet","","Changes the appearance of any equipped headdress to the Gloom helmet.","","","Helmet Skin","",0,354,"",3,2,2,1,1,"","GloomHelmet",1,"",""
450,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGloomBoots",-335843539,"Gloom Boots","","Changes the appearance of any equipped boots to the Gloom boots.","","","Boots Skin","",0,354,"",3,2,2,1,1,"","GloomBoots",1,"",""
451,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGloomGloves",-2075867237,"Gloom Gloves","","Changes the appearance of any equipped gloves to the Gloom gloves.","","","Gloves Skin","",0,354,"",3,2,2,1,1,"","GloomGloves",1,"",""
452,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGloomBody",536950339,"Gloom Body Armour","","Changes the appearance of any equipped body armour to the Gloom body armour.","","","Body Armour Skin","",0,354,"",3,2,2,1,1,"","GloomBody",1,"",""
453,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDragonHelmet",1494887906,"Dragon Helmet","","Changes the appearance of any equipped helmet to the Dragon helmet.","","","Helmet Skin","",1,355,"",3,2,2,1,1,"","DragonHelmet",1,"",""
454,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDragonBoots",-1434301764,"Dragon Boots","","Changes the appearance of any equipped boots to the Dragon boots.","","","Boots Skin","",1,355,"",3,2,2,1,1,"","DragonBoots",1,"",""
455,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDragonGloves",467954056,"Dragon Gloves","","Changes the appearance of any equipped gloves to the Dragon gloves.","","","Gloves Skin","",1,355,"",3,2,2,1,1,"","DragonGloves",1,"",""
456,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDragonBody",-1310469457,"Dragon Body Armour","","Changes the appearance of any equipped body armour to the Dragon body armour.","","","Body Armour Skin","",1,355,"",3,2,2,1,1,"","DragonBody",1,"",""
457,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDragonMask",-323287308,"Dragon Mask","","Adds the Dragon mask to your headdress","","","Helmet Attachment","",1,355,"",3,1,1,20,1,"","DragonMask",1,"",""
458,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDragonSpear",1853057582,"Dragon Spear","","Changes the appearance of any equipped Two Hand Axe, Sword, Mace or Staff to the Dragon Spear.","","","Weapon Skin","",0,355,"",3,2,2,1,1,"","DragonSpear",1,"",""
459,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionSirenTrident",-491948900,"Trident Weapon","","Changes the appearance of any equipped Two Hand Axe, Sword, Mace or Staff to the Trident Weapon.","","","Weapon Skin","",0,358,"",3,2,2,1,1,"","SirenTrident",1,"",""
460,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionRadiantHammer",-310257283,"Radiant Axe","","Changes the appearance of any equipped One Hand Axe, Sword, Mace, Dagger or Wand to the Radiant Axe.","","","Weapon Skin","",0,367,"",3,2,2,1,1,"","RadiantAxe",1,"",""
461,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionTitanMaul",-143213059,"Titan Maul","","Changes the appearance of any equipped Two Hand Mace, Axe or Sword to the Titan Maul.","","","Weapon Skin","",0,387,"",3,2,2,1,1,"","TitanMaul",1,"",""
462,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightningHelmet",-53526150,"Lightning Helmet","","Changes the appearance of any equipped headdress to the Lightning helmet.","","","Helmet Skin","","",368,"",3,2,2,1,1,"","LightningHelmet",1,"",""
463,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightningBoots",1532325603,"Lightning Boots","","Changes the appearance of any equipped boots to the Lightning boots.","","","Boots Skin","",0,368,"",3,2,2,1,1,"","LightningBoots",1,"",""
464,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightningGloves",1161219827,"Lightning Gloves","","Changes the appearance of any equipped gloves to the Lightning gloves.","","","Gloves Skin","",0,368,"",3,2,2,1,1,"","LightningGloves",1,"",""
465,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLightningBody",-473203525,"Lightning Body Armour","","Changes the appearance of any equipped body armour to the Lightning body armour.","","","Body Armour Skin","",0,368,"",3,2,2,1,1,"","LightningBody",1,"",""
466,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBearHelmet",-451274389,"Bear Helmet","","Changes the appearance of any equipped headdress to the Bear helmet.","","","Helmet Skin","",0,376,"",3,2,2,1,1,"","BearHelmet",1,"",""
467,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBearBoots",-1243801032,"Bear Boots","","Changes the appearance of any equipped boots to the Bear boots.","","","Boots Skin","",0,376,"",3,2,2,1,1,"","BearBoots",1,"",""
468,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBearGloves",1191084518,"Bear Gloves","","Changes the appearance of any equipped gloves to the Bear gloves.","","","Gloves Skin","",0,376,"",3,2,2,1,1,"","BearGloves",1,"",""
469,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBearBody",1274449690,"Bear Body Armour","","Changes the appearance of any equipped body armour to the Bear body armour.","","","Body Armour Skin","",0,376,"",3,2,2,1,1,"","BearBody",1,"",""
470,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionEtherealPoisonArrow",-1956454237,"Tentacle Caustic Arrow Effect","","Your Caustic Arrow becomes an area of ethereal purple tentacles.","","","Caustic Arrow Skin","",0,373,"",3,1,1,20,2,"","EtherealPoisonArrow",1,"",""
471,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionArcticWings",175864811,"Arctic Wings","","Adds the Arctic Wings Back Attachment to any equipped body armour.","","","Body Armour Attachment","",1,358,"",3,2,2,1,1,"","ArcticWings",1,"",""
472,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionEbonySpectralThrow",-1989791905,"Reaper Spectral Throw Effect","","Your Spectral Throw becomes a deadly scythe.","","","Spectral Throw Skin","",1,361,"",3,1,1,20,2,"","ReaperSpectralThrow",1,"",""
473,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionMinotaurFrame",-296804564,"Minotaur Portrait Frame","","Adds the Minotaur Portrait Frame to this character.","","","Portrait Frame Modification","",2,385,"",3,2,2,1,1,"","SupporterAtlasMinotaurFrame",1,"",""
474,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionHydraFrame",598467530,"Hydra Portrait Frame","","Adds the Hydra Portrait Frame to this character.","","","Portrait Frame Modification","",2,385,"",3,2,2,1,1,"","SupporterAtlasHydraFrame",1,"",""
475,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionChimeraFrame",-1721137578,"Chimera Portrait Frame","","Adds the Chimera Portrait Frame to this character.","","","Portrait Frame Modification","",2,385,"",3,2,2,1,1,"","SupporterAtlasChimeraFrame",1,"",""
476,"Metadata/Items/MicrotransactionCharacterEffects/MicrotransactionPhoenixFrame",1908857712,"Phoenix Portrait Frame","","Adds the Phoenix Portrait Frame to this character.","","","Portrait Frame Modification","",2,385,"",3,2,2,1,1,"","SupporterAtlasPhoenixFrame",1,"",""
477,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLunarisHelmet",1590207350,"Lunaris Helmet","","Changes the appearance of any equipped headdress to the Lunaris helmet.","","","Helmet Skin","",2,387,"",3,2,2,1,1,"","LunarisHelmet",1,"",""
478,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLunarisBoots",1725355861,"Lunaris Boots","","Changes the appearance of any equipped boots to the Lunaris boots.","","","Boots Skin","",2,387,"",3,2,2,1,1,"","LunarisBoots",1,"",""
479,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLunarisGloves",-1651769128,"Lunaris Gloves","","Changes the appearance of any equipped gloves to the Lunaris gloves.","","","Gloves Skin","",2,387,"",3,2,2,1,1,"","LunarisGloves",1,"",""
480,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionLunarisBody",1029725028,"Lunaris Body Armour","","Changes the appearance of any equipped body armour to the Lunaris body armour.","","","Body Armour Skin","",2,387,"",3,2,2,1,1,"","LunarisBody",1,"",""
481,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMinotaurHelmet",1978006720,"Minotaur Helmet","","Changes the appearance of any equipped headdress to the Minotaur helmet.","","","Helmet Skin","",2,385,"",3,2,2,1,1,"","SupporterAtlasMinotaurHelmet",1,"",""
482,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMinotaurBoots",-977875162,"Minotaur Boots","","Changes the appearance of any equipped boots to the Minotaur boots.","","","Boots Skin","",2,385,"",3,2,2,1,1,"","SupporterAtlasMinotaurBoots",1,"",""
483,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMinotaurGloves",-797101189,"Minotaur Gloves","","Changes the appearance of any equipped gloves to the Minotaur gloves.","","","Gloves Skin","",2,385,"",3,2,2,1,1,"","SupporterAtlasMinotaurGloves",1,"",""
484,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMinotaurBody",-837434877,"Minotaur Body Armour","","Changes the appearance of any equipped body armour to the Minotaur body armour.","","","Body Armour Skin","",2,385,"",3,2,2,1,1,"","SupporterAtlasMinotaurBody",1,"",""
485,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHydraHelmet",1411306894,"Hydra Helmet","","Changes the appearance of any equipped headdress to the Hydra helmet.","","","Helmet Skin","",2,385,"",3,2,2,1,1,"","SupporterAtlasHydraHelmet",1,"",""
486,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHydraBoots",1282711629,"Hydra Boots","","Changes the appearance of any equipped boots to the Hydra boots.","","","Boots Skin","",2,385,"",3,2,2,1,1,"","SupporterAtlasHydraBoots",1,"",""
487,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHydraGloves",-372101504,"Hydra Gloves","","Changes the appearance of any equipped gloves to the Hydra gloves.","","","Gloves Skin","",2,385,"",3,2,2,1,1,"","SupporterAtlasHydraGloves",1,"",""
488,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHydraBody",-794019612,"Hydra Body Armour","","Changes the appearance of any equipped body armour to the Hydra body armour.","","","Body Armour Skin","",2,385,"",3,2,2,1,1,"","SupporterAtlasHydraBody",1,"",""
489,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChimeraHelmet",2125953751,"Chimera Helmet","","Changes the appearance of any equipped headdress to the Chimera helmet.","","","Helmet Skin","",2,385,"",3,2,2,1,1,"","SupporterAtlasChimeraHelmet",1,"",""
490,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChimeraBoots",-1971307060,"Chimera Boots","","Changes the appearance of any equipped boots to the Chimera boots.","","","Boots Skin","",2,385,"",3,2,2,1,1,"","SupporterAtlasChimeraBoots",1,"",""
491,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChimeraGloves",-1680332078,"Chimera Gloves","","Changes the appearance of any equipped gloves to the Chimera gloves.","","","Gloves Skin","",2,385,"",3,2,2,1,1,"","SupporterAtlasChimeraGloves",1,"",""
492,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChimeraBody",-368672489,"Chimera Body Armour","","Changes the appearance of any equipped body armour to the Chimera body armour.","","","Body Armour Skin","",2,385,"",3,2,2,1,1,"","SupporterAtlasChimeraBody",1,"",""
493,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPhoenixHelmet",-260985086,"Phoenix Helmet","","Changes the appearance of any equipped headdress to the Phoenix helmet.","","","Helmet Skin","",2,385,"",3,2,2,1,1,"","SupporterAtlasPhoenixHelmet",1,"",""
494,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPhoenixBoots",226868153,"Phoenix Boots","","Changes the appearance of any equipped boots to the Phoenix boots.","","","Boots Skin","",2,385,"",3,2,2,1,1,"","SupporterAtlasPhoenixBoots",1,"",""
495,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPhoenixGloves",-1881579113,"Phoenix Gloves","","Changes the appearance of any equipped gloves to the Phoenix gloves.","","","Gloves Skin","",2,385,"",3,2,2,1,1,"","SupporterAtlasPhoenixGloves",1,"",""
496,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPhoenixBody",546161555,"Phoenix Body Armour","","Changes the appearance of any equipped body armour to the Phoenix body armour.","","","Body Armour Skin","",2,385,"",3,2,2,1,1,"","SupporterAtlasPhoenixBody",1,"",""
497,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMinotaurWeapon",510026533,"Minotaur Weapon Effect","","Adds the Minotaur effect to any equipped weapon","","","Weapon Effect","",2,385,"",3,1,1,20,1,"","SupporterAtlasMinotaurWeapon",1,"",""
498,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHydraWeapon",-1730171320,"Hydra Weapon Effect","","Adds the Hydra effect to any equipped weapon","","","Weapon Effect","",2,385,"",3,1,1,20,1,"","SupporterAtlasHydraWeapon",1,"",""
499,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionChimeraWeapon",-509190632,"Chimera Weapon Effect","","Adds the Chimera effect to any equipped weapon","","","Weapon Effect","",2,385,"",3,1,1,20,1,"","SupporterAtlasChimeraWeapon",1,"",""
500,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionPhoenixWeapon",1648993358,"Phoenix Weapon Effect","","Adds the Phoenix effect to any equipped weapon","","","Weapon Effect","",2,385,"",3,1,1,20,1,"","SupporterAtlasPhoenixWeapon",1,"",""
501,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEssenceWings",-1857143051,"Essence Wings","","Adds the Essence Wings Back Attachment to any equipped body armour.","","","Body Armour Attachment","",2,378,"",3,2,2,1,1,"","EssenceWings",1,"",1
502,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEssencePortal",-1939229080,"Essence Portal Effect","","This character's portals use the Essence effect.","","","Portal Modification","",2,378,"",3,2,2,1,1,"","EssencePortal",1,"",1
503,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionEssenceFootprints",-5432620,"Essence Footprints Effect","","Adds essence footprints to any equipped pair of boots.","","","Footprints Effect","",2,378,"",3,1,1,20,1,"","EssenceFootprints",1,"",1
504,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCarnageHelmet",-436046502,"Carnage Helmet","","Changes the appearance of any equipped headdress to the Carnage helmet.","","","Helmet Skin","",1,418,"",3,2,2,1,1,"","CarnageHelmet",1,"",""
505,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCarnageBoots",470618604,"Carnage Boots","","Changes the appearance of any equipped boots to the Carnage boots.","","","Boots Skin","",1,418,"",3,2,2,1,1,"","CarnageBoots",1,"",""
506,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCarnageGloves",550465252,"Carnage Gloves","","Changes the appearance of any equipped gloves to the Carnage gloves.","","","Gloves Skin","",1,418,"",3,2,2,1,1,"","CarnageGloves",1,"",""
507,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCarnageBody",-2075432411,"Carnage Body Armour","","Changes the appearance of any equipped body armour to the Carnage body armour.","","","Body Armour Skin","",1,418,"",3,2,2,1,1,"","CarnageBody",1,"",""
508,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCarnageShield",-1375510856,"Carnage Shield","","Changes the appearance of any equipped shield to the Carnage shield.","","","Shield Skin","",0,418,"",3,2,2,1,1,"","CarnageShield",1,"",""
509,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionHydraWings",-269057495,"Hydra Wings","","Adds the Hydra Wings Back Attachment to any equipped body armour.","","","Body Armour Attachment","",1,387,"",3,2,2,1,1,"","HydraWings",1,"",""
510,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionVampiricWings",-436965175,"Vampiric Wings","","Adds the Vampiric Wings Back Attachment to any equipped body armour.","","","Body Armour Attachment","",1,361,"",3,2,2,1,1,"","VampiricWings",1,"",""
511,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBearHoodHelmet",617059794,"Bear Hood Helmet","","Changes the appearance of any equipped headdress to the Bear Hood helmet.","","","Helmet Skin","",1,376,"",3,2,2,1,1,"","BearHoodHelmet",1,"",""
512,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionBoarHoodHelmet",-1547882436,"Boar Hood Helmet","","Changes the appearance of any equipped headdress to the Boar Hood helmet.","","","Helmet Skin","",1,376,"",3,2,2,1,1,"","BoarHoodHelmet",1,"",""
513,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionStagHoodHelmet",973745029,"Stag Hood Helmet","","Changes the appearance of any equipped headdress to the Stag Hood helmet.","","","Helmet Skin","",1,376,"",3,2,2,1,1,"","StagHoodHelmet",1,"",""
514,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCarnageWings",1970973258,"Carnage Wings","","Adds the Carnage Wings Back Attachment to any equipped body armour.","","","Body Armour Attachment","",2,418,"",3,2,2,1,1,"","CarnageWings",1,"",""
515,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionGorePortal",204741808,"Gore Portal Effect","","This character's portals use the Gore effect.","","","Portal Modification","","",352,"",3,2,2,1,1,"","GorePortal",1,"",""
516,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionRiftWormShockNova",-1101447825,"Rift Worm Shock Nova Effect","","Your Shock Nova becomes a nova of purple rift worms.","","","Shock Nova Skin","",0,368,"",3,1,1,20,2,"","RiftWormShockNova",1,"",""
517,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionThrasherClawsGloves",1902474588,"Thrasher Gloves","","Changes the appearance of any equipped gloves to the Thrasher gloves.","","","Gloves Skin","",0,376,"",3,2,2,1,1,"","ThrasherClawGloves",1,"",""
518,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionBlackholeFrostbolt",374347604,"Black Hole Frostbolt Effect","","Your Frostbolt becomes a flying black hole.","","","Frostbolt Skin","",0,371,"",3,1,1,20,2,"","BlackholeFrostbolt",1,"",""
519,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionBlackholeVortex",-96527392,"Black Hole Vortex Effect","","Your Vortex becomes a stationary black hole.","","","Vortex Skin","",0,371,"",3,1,1,20,2,"","BlackholeVortex",1,"",""
520,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDragonTotem",-418688185,"Dragon Totem Skin","","Your Spell or Ballista totem becomes a golden dragon.","","","Totem Skin","",0,355,"",3,1,1,20,2,"","DragonTotem",1,"",""
521,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDemonHaste",-475919684,"Imp Aura Effect","","Your aura effect becomes the green imp demon effect.","","","Aura Skin","",0,353,"",3,1,1,20,2,"","ImpHasteAura",1,"",""
522,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDemonVitality",1521035306,"Carnage Aura Effect","","Your aura effect becomes the red carnage effect.","","","Aura Skin","",0,356,"",3,1,1,20,2,"","CarnageVitalityAura",1,"",""
523,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionDemonPurityOfElements",1745808670,"Trinity Aura Effect","","Your aura effect becomes the elemental trinity effect.","","","Aura Skin","",0,387,"",3,1,1,20,2,"","TrinityPurityOfElementsAura",1,"",""
524,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionCelestialFootprints",-174194440,"Celestial Footprints Effect","","Adds celestial footprints to any equipped pair of boots.","","","Footprints Effect","",0,371,"",3,1,1,20,1,"","CelestialFootprints",1,"",""
525,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionDragonWings",-1689508709,"Dragon Banners Back Attachment","","Adds the Dragon Banners Back Attachment to any equipped body armour.","","","Body Armour Attachment","",0,355,"",3,2,2,1,1,"","DragonWings",1,"",""
526,"Metadata/Items/MicrotransactionSkillEffects/MicrotransactionBloodRavenSummonRagingSpirit",-1817064207,"Blood Raven Summon Raging Spirit Skin","","Your Summon Raging Spirits become Blood Ravens.","","","Summon Raging Spirits Skin","",1,352,"",3,1,1,20,2,"","BloodRavenSummonRagingSpirit",1,"",""
527,"Metadata/Items/MicrotransactionItemEffects/MicrotransactionMarkOfThePhoenixPurple",-469369729,"Purple Mark of the Phoenix","","Adds a purple Phoenix crest to your headdress","","","Helmet Attachment","","",387,"",3,1,1,20,1,"","",1,"",""
