"rownum","Id","DaggerEPKFile","BowEPKFile","OneHandedMaceEPKFile","OneHandedSwordEPKFile","string","TwoHandedSwordEPKFile","TwoHandedStaffEPKFile","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool"
36,"Weapon_Perandus","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/gold/perandus/OneHandedWeapons/1h_Swords_Daggers_Wands/1h_Swords_Daggers_Wands.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/gold/perandus/TwoHandedWeapons/Bow/Bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/gold/perandus/OneHandedWeapons/1h_Axe_1h_Mace/1h_Axe_1h_Mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/gold/perandus/OneHandedWeapons/1h_Swords_Daggers_Wands/1h_Swords_Daggers_Wands.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/gold/perandus/TwoHandedWeapons/2h_Sword/2h_Sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/gold/perandus/TwoHandedWeapons/2h_Staff/2h_Staff.epk",-55929444,0,-104333312,0,-40632320,0,-25559040,0,56492032,0,65536,0,1179648,1,"","",""
37,"Weapon_Prophecy","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/prophecy/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/prophecy/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/prophecy/1h_mace_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/prophecy/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/prophecy/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/prophecy/2h_staff.epk",78829821,1,28573696,1,91095040,1,103284736,1,56492032,0,65536,0,127401984,1,"","",""
38,"Weapon_FirstBlood","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/firstblood2/EPKs/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/firstblood2/EPKs/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/firstblood2/EPKs/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/firstblood2/EPKs/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/firstblood2/EPKs/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/firstblood2/EPKs/staff.epk",191164040,1,154271744,1,191102976,1,130416640,1,56492032,0,65536,0,216268800,1,"","",""
39,"Weapon_Minotaur","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Minotaur/epk2/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Minotaur/epk2/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Minotaur/epk2/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Minotaur/epk2/others.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Minotaur/epk2/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Minotaur/epk2/staff.epk",246976111,1,219021312,1,246939648,1,219021312,1,56492032,0,65536,0,261619712,1,"","",""
40,"Weapon_Hydra","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Hydra/epk/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Hydra/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Hydra/epk/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Hydra/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Hydra/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Hydra/epk/2h_staff.epk",346720265,1,291241984,1,360316928,1,373817344,1,56492032,0,65536,0,400556032,1,"","",""
41,"Weapon_Chimera","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Chimera/epk/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Chimera/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Chimera/epk/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Chimera/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Chimera/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Chimera/epk/2h_staff.epk",487487578,1,430964736,1,501350400,1,515112960,1,56492032,0,65536,0,542375936,1,"","",""
42,"Weapon_Phoenix","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Phoenix/epk/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Phoenix/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Phoenix/epk/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Phoenix/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Phoenix/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas/Phoenix/epk/2h_staff.epk",629297749,1,572784640,1,643170304,1,656932864,1,56492032,0,65536,0,684195840,1,"","",""
43,"Weapon_Carnage","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/carnage/claw_dagger_wand/claw_dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/carnage/bow/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/carnage/1h_mace_axe/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/carnage/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/carnage/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/red/carnage/2h_staves/2h_staff.epk",767172655,1,713818112,1,780009472,1,686817280,1,56492032,0,65536,0,804257792,1,"","",""
44,"Weapon_Breach","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Breach/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Breach/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Breach/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Breach/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Breach/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Breach/2h_staff.epk",882417581,1,831651840,1,894828544,1,907149312,1,56492032,0,65536,0,931528704,1,"","",""
45,"Weapon_Celestial","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/celestial/celestial_weapon_wand_claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/celestial/celestial_weapon_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/celestial/celestial_weapon_big.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/celestial/celestial_weapon_big.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/celestial/celestial_weapon_big.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/celestial/celestial_weapon_big.epk",961680543,1,961675264,1,961675264,1,934412288,1,56492032,0,65536,0,986316800,1,"","",""
46,"Weapon_ClassicLightning","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/lightning/claw_dagger_wand/claw_dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/lightning/bow/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/lightning/1h_mace/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/lightning/1h_sword/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/lightning/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purple/lightning/2h_staff/2h_staff.epk",1073230446,1,1086717952,1,1099956224,1,990117888,1,56492032,0,65536,0,1125515264,1,"","",""
47,"Weapon_Classic","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Classic/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Classic/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Classic/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Classic/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Classic/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Classic/2h_staff.epk",1204614374,1,1153302528,1,1217134592,1,1229586432,1,56492032,0,65536,0,1254227968,1,"","",""
48,"Weapon_Legacy","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/classic/claw_dagger_wand/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/classic/bow/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/classic/1h_mace/mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/classic/1h_sword/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/classic/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/classic/2h_staff/2h_staff.epk",1331303178,1,1343619072,1,1355284480,1,1367343104,1,56492032,0,65536,0,1391591424,1,"","",""
49,"Weapon_Oriath","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath/claw_dagger_wand/wand_dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath/bow/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath/1h_mace/mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath/1h_sword/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/oriath/2h_staff/staff.epk",1467493488,1,1479671808,1,1491206144,1,1503133696,1,56492032,0,65536,0,1527119872,1,"","",""
50,"Weapon_Lioneye","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lioneye/claw_dagger_wand/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lioneye/bow/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lioneye/1h_mace/mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lioneye/1h_sword/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lioneye/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lioneye/2h_staff/staff.epk",1603941916,1,1616248832,1,1627914240,1,1639972864,1,56492032,0,65536,0,1664221184,1,"","",""
51,"Weapon_Legion","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/legion/claw_dagger_wand/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/legion/bow/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/legion/1h_mace/mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/legion/1h_sword/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/legion/2h_sword/2H_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/legion/2h_staff/staff.epk",1740129631,1,1752301568,1,1763835904,1,1775763456,1,56492032,0,65536,0,1799749632,1,"","",""
52,"Weapon_Eclipse","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/FallofOriath/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/FallofOriath/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/FallofOriath/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/FallofOriath/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/FallofOriath/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/FallofOriath/2h_staff.epk",1882780285,1,1828847616,1,1895956480,1,1909063680,1,56492032,0,65536,0,1935015936,1,"","",""
53,"Weapon_Beast","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/beast/claw_dagger_wand/claw_dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/beast/bow/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/beast/1h_mace/mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/beast/1h_sword/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/beast/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/beast/2h_staff/2h_staff.epk",2011048267,1,2023096320,1,2034499584,1,1937375232,1,56492032,0,65536,0,2057175040,1,"","",""
54,"Weapon_Kitava","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kitava/claw_dagger_wand/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kitava/bow/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kitava/1h_mace/mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kitava/1h_sword/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kitava/2h_sword/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/kitava/2h_staff/staff.epk",2133109809,1,2145255424,1,-2138177536,1,-2126249984,1,56492032,0,65536,0,-2102263808,1,"","",""
55,"Weapon_Twitch","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twitch/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twitch/2h_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twitch/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twitch/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twitch/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/twitch/2h_staff.epk",-2032094972,1,-2020999168,1,-2009989120,1,-1998979072,1,56492032,0,65536,0,-1977221120,1,"","",""
56,"Weapon_PureLight","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purelight/dagger_wand_claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purelight/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purelight/1h_axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purelight/1h2h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purelight/1h2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/purelight/staff.epk",-1915290402,1,-1950613504,1,-1915355136,1,-1974337536,1,56492032,0,65536,0,-1891893248,1,"","",""
57,"Weapon_UltimateChaos","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/UltimateChaos/claw_dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/UltimateChaos/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/UltimateChaos/mace_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/UltimateChaos/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/UltimateChaos/sword_2H.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/UltimateChaos/staff.epk",-1815712446,1,-1863712768,1,-1815740416,1,-1888485376,1,56492032,0,65536,0,-1791229952,1,"","",""
58,"Weapon_Dusk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dusk/dusk_weapon_wand_claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dusk/dusk_weapon_bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dusk/dusk_weapon_big.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dusk/dusk_weapon_big.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dusk/dusk_weapon_big.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/dusk/dusk_weapon_big.epk",-1764309933,1,-1764360192,1,-1764360192,1,-1789001728,1,56492032,0,65536,0,-1741684736,1,"","",""
59,"Weapon_Harbinger","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harbinger/dagger_wand_claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harbinger/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harbinger/1h_mace_axe.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harbinger/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harbinger/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harbinger/staff.epk",-1668371598,1,-1715077120,1,-1668415488,1,-1738801152,1,56492032,0,65536,0,-1644953600,1,"","",""
60,"Weapon_Fire","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_fire/wand_dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_fire/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_fire/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_fire/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_fire/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_fire/staff.epk",-1583442453,1,-1618870272,1,-1583480832,1,-1571028992,1,56492032,0,65536,0,-1547698176,1,"","",""
61,"Weapon_Ice","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_ice/dagger_wand_claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_ice/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_ice/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_ice/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_ice/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/fireice_ice/staff.epk",-1486356219,1,-1521352704,1,-1486356480,1,-1545601024,1,56492032,0,65536,0,-1462370304,1,"","",""
62,"Weapon_Vagabond","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/01_Vagabond/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/01_Vagabond/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/01_Vagabond/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/01_Vagabond/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/01_Vagabond/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/01_Vagabond/epk/staff.epk",-1372150612,1,-1357512704,1,-1342963712,1,-1328414720,1,56492032,0,65536,0,-1299578880,1,"","",""
63,"Weapon_Seeker","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/02_Seeker/epk/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/02_Seeker/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/02_Seeker/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/02_Seeker/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/02_Seeker/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/02_Seeker/epk/staff.epk",-1210525049,1,-1196163072,1,-1181876224,1,-1167589376,1,56492032,0,65536,0,-1139277824,1,"","",""
64,"Weapon_Scholar","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/03_Scholar/epk/staff.epk",-1049954491,1,-1035468800,1,-1021050880,1,-1006632960,1,56492032,0,65536,0,-978059264,1,"","",""
65,"Weapon_Redeemer","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/04_Redeemer/epk/staff.epk",-887825750,1,-873201664,1,-858652672,1,-844103680,1,56492032,0,65536,0,-815267840,1,"","",""
66,"Weapon_Subjugator","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/05_Subjulgator/epk/staff.epk",-722428419,1,-707395584,1,-692453376,1,-677511168,1,56492032,0,65536,0,-647888896,1,"","",""
67,"Weapon_Dominator","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/dagger.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/supporter/Atlas_2/06_Dominator/epk/staff.epk",-556759721,1,-541982720,1,-527302656,1,-512622592,1,56492032,0,65536,0,-483524608,1,"","",""
68,"Weapon_AbyssalImp","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/dagger_wand_claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/imp/staff.epk",-426468440,1,-458358784,1,-426508288,1,-480509952,1,56492032,0,65536,0,-404619264,1,"","",""
69,"Weapon_AbyssalLich","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/dagger_wand_claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/lich/staff.epk",-346766092,1,-379060224,1,-346816512,1,-401473536,1,56492032,0,65536,0,-324665344,1,"","",""
70,"Weapon_Pestilence","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/dagger_wand_claw.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/swords.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/swords.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/green/necro2/staff.epk",-261562366,1,-297140224,1,-261619712,1,-321650688,1,56492032,0,65536,0,-237371392,1,"","",""
71,"Weapon_Sin","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/dagger_wand.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/1h_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Innocence_Sin/sin/epk/staff.epk",-156582711,1,-143523840,1,-130547712,1,-117571584,1,56492032,0,65536,0,-91881472,1,"","",""
