"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","i32","i32","i32","i32","i32","i32","i32","string","bool","rid","bool","rid","bool","[rid]","i32","bool","bool","i32","[rid]","rid","bool","bool","i32","bool","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[rid]","i32","[rid]","bool","rid","rid"
1137,"staff_critical1824","Art/2DArt/SkillIcons/passives/staffspeed.dds","[35,1145,11529]",0,30,0,0,92815730,2,0,0,394133504,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1138,"mace_elemental_damage1825","Art/2DArt/SkillIcons/passives/MaceElemental.dds","[1093,90]",12,8,0,0,406216805,2,0,0,410910720,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1139,"mace_elemental_damage1826","Art/2DArt/SkillIcons/passives/MaceElemental.dds","[1093,90]",12,8,0,0,406254078,2,0,0,416546816,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1140,"physical_attack_damage_life1843","Art/2DArt/SkillIcons/passives/damage.dds","[2502,123]",14,14,0,0,423016733,2,0,0,427294720,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1141,"physical_attack_damage1845","Art/2DArt/SkillIcons/passives/damage.dds",[2502],12,0,0,0,630986220,0,0,0,432013312,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1142,"attack_speed1846","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],5,0,0,0,-1028721434,0,0,0,435421184,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1143,"attack_speed1847","Art/2DArt/SkillIcons/passives/attackspeed.dds",[70],3,0,0,0,-1028738901,0,0,0,438829056,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1144,"armour_evasion_life1850","Art/2DArt/SkillIcons/passives/ArmourAndEvasionNode.dds","[1073,124]",6,4,0,0,444238576,2,0,0,447610880,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1145,"armour_evasion_life1851","Art/2DArt/SkillIcons/passives/ArmourAndEvasionNode.dds","[1073,124]",6,4,0,0,444262726,2,0,0,452984832,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1146,"armour_evasion_life1852","Art/2DArt/SkillIcons/passives/ArmourAndEvasionNode.dds","[1073,124]",6,4,0,0,444253314,2,0,0,458358784,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1147,"life_armour_evasion_notable1853","Art/2DArt/SkillIcons/passives/LifeArmourAndEvasion.dds","[1073,124]",24,8,0,0,472169782,2,0,0,473300992,2,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1148,"melee_physical_damage_with_shield1854","Art/2DArt/SkillIcons/passives/ShieldAttackDamage.dds",[11559],12,0,0,0,479473612,2,0,0,483000320,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1149,"melee_physical_damage_with_shield1855","Art/2DArt/SkillIcons/passives/ShieldAttackDamage.dds",[11559],12,0,0,0,479508106,2,0,0,489160704,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1150,"melee_physical_damage_with_shield1856","Art/2DArt/SkillIcons/passives/ShieldAttackDamage.dds",[11559],12,0,0,0,479486700,2,0,0,495321088,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1151,"defences_with_shield1857","Art/2DArt/SkillIcons/passives/shieldblock.dds",[23],40,0,0,0,499797318,2,0,0,502661120,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1152,"melee_physical_damage_with_shield_notable1858","Art/2DArt/SkillIcons/passives/shieldwall.dds","[11559,19,23]",24,3,60,0,518046082,2,0,0,519307264,2,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1153,"dual_wield_damage1859","Art/2DArt/SkillIcons/passives/dualwieldaccuracy.dds",[85],12,0,0,0,2095713217,0,0,0,523370496,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1154,"projectile_damage1860","Art/2DArt/SkillIcons/passives/projectilespeed.dds",[497],12,0,0,0,-1363380789,0,0,0,527433728,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1155,"two_hand_damage1861","Art/2DArt/SkillIcons/passives/2handeddamage.dds","[332,11535]",12,12,0,0,42903847,0,0,0,532283392,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1156,"two_hand_damage1862","Art/2DArt/SkillIcons/passives/accuracy2h.dds",[335],12,0,0,0,536115322,2,0,0,539623424,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1157,"two_hand_attack_speed1864","Art/2DArt/SkillIcons/passives/2handedspeed.dds","[332,334,11535]",12,3,12,0,66848629,0,0,0,546308096,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1158,"spell_damage1867","Art/2DArt/SkillIcons/passives/LifeRecoupNode.dds",[9497],6,0,0,0,556272042,2,0,0,557973504,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1159,"spell_damage1868","Art/2DArt/SkillIcons/passives/LifeRecoupNode.dds",[9497],6,0,0,0,556325372,2,0,0,561381376,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1160,"spell_damage1869","Art/2DArt/SkillIcons/passives/damagespells.dds",[25],10,0,0,0,-662257510,0,0,0,564789248,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1161,"life_recoup1870","Art/2DArt/SkillIcons/passives/LifeRecoupNode.dds",[9497],6,0,0,0,556287317,2,0,0,568066048,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1162,"life_recoup1871","Art/2DArt/SkillIcons/passives/LifeRecoupNode.dds",[9497],6,0,0,0,556288315,2,0,0,571342848,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1163,"spellcaster_notable1873","Art/2DArt/SkillIcons/passives/Retribution.dds","[3030,24,1902,487]",10,15,5,15,585023590,2,0,0,586678272,2,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1164,"melee_notable1874","Art/2DArt/SkillIcons/passives/bodysoul.dds","[3030,117,134,450]",10,20,10,60,593389810,2,0,0,594673664,2,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1165,"spell_elemental_damage_notable1877","Art/2DArt/SkillIcons/passives/LightOfDivinity.dds","[25,3030,555,1209]",20,10,30,10,610325926,2,0,0,612761600,2,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1166,"mana_rmc_regen_notable1878","Art/2DArt/SkillIcons/passives/Righteous Decree.dds","[128,213]",22,6,0,0,625383028,2,0,0,627703808,2,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1167,"block_notable1881","Art/2DArt/SkillIcons/passives/Robust.dds","[450,125]",72,600,0,0,637827385,2,0,0,638844928,2,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1168,"weapon_damage1882","Art/2DArt/SkillIcons/passives/WeaponDamage.dds",[1359],10,0,0,0,-719416228,0,0,0,648675328,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1169,"weapon_damage1883","Art/2DArt/SkillIcons/passives/damagemelee.dds","[489,11536]",12,12,0,0,-719415431,0,0,0,653262848,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1170,"weapon_damage1884","Art/2DArt/SkillIcons/passives/WeaponDamage.dds",[1359],10,0,0,0,-719401882,0,0,0,656801792,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1171,"weapon_damage1885","Art/2DArt/SkillIcons/passives/WeaponDamage.dds",[1359],10,0,0,0,-719435112,0,0,0,660340736,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1172,"attack_speed1887","Art/2DArt/SkillIcons/passives/meleeattackspeed.dds",[72],5,0,0,0,670572180,2,0,0,673185792,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1173,"attack_speed1889","Art/2DArt/SkillIcons/passives/meleeattackspeed.dds",[72],4,0,0,0,670598482,2,0,0,676593664,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1174,"flat_life_and_life_regen1890","Art/2DArt/SkillIcons/passives/lifemana.dds","[123,130]",14,20,0,0,1917996804,0,0,0,682622976,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1175,"life_and_life_regen1891","Art/2DArt/SkillIcons/passives/lifemana.dds","[124,128]",5,5,0,0,1452295112,0,0,0,687996928,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1176,"elemental_damage1892","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[485],10,0,0,0,1690475067,0,0,0,691929088,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1177,"elemental_damage_mana_regen1893","Art/2DArt/SkillIcons/passives/damage_blue.dds","[24,127]",14,14,0,0,-667747875,0,0,0,698351616,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1178,"life_resistances1898","Art/2DArt/SkillIcons/passives/life1.dds","[124,141]",4,3,0,0,703376781,2,0,0,707526656,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1179,"life_resistances1899","Art/2DArt/SkillIcons/passives/life1.dds","[124,141]",4,3,0,0,703362732,2,0,0,712507392,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1180,"life_resistances_notable1900","Art/2DArt/SkillIcons/passives/titanicmight.dds","[124,941,144]",8,1,8,0,719638398,2,0,0,721027072,2,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1181,"life_and_armour1901","Art/2DArt/SkillIcons/passives/increased armor.dds","[124,117]",4,8,0,0,438760001,0,0,0,732561408,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1182,"life_and_armour1902","Art/2DArt/SkillIcons/passives/increased armor.dds","[124,117]",4,8,0,0,438753660,0,0,0,737411072,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1183,"life_armour_flask_life_notable1903","Art/2DArt/SkillIcons/passives/increased armor.dds","[124,117]",8,24,0,0,744260103,2,0,0,745799680,2,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1184,"elemental_damage1905","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[485],10,0,0,0,1690464645,0,0,0,749731840,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1185,"elemental_damage1906","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[485],12,0,0,0,1690491577,0,0,0,753664000,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1186,"elemental_damage1907","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[485],8,0,0,0,1690457897,0,0,0,757596160,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1187,"elemental_damage1908","Art/2DArt/SkillIcons/passives/elementaldamage.dds",[485],8,0,0,0,1690497809,0,0,0,761528320,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1188,"damage_while_using_shield1912","Art/2DArt/SkillIcons/passives/ShieldAttackDamage.dds","[11559,19]",8,2,0,0,767738047,2,0,0,773455872,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1189,"damage_while_using_shield1913","Art/2DArt/SkillIcons/passives/ShieldAttackDamage.dds","[11559,2555]",10,3,0,0,779653017,2,0,0,785383424,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1190,"damage_while_using_shield1914","Art/2DArt/SkillIcons/passives/ShieldAttackDamage.dds","[11559,2555]",10,3,0,0,779617415,2,0,0,791543808,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1191,"shield_damage_notable1915","Art/2DArt/SkillIcons/passives/Retaliation.dds","[11559,23,2555]",20,60,8,0,804401742,2,0,0,806092800,2,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1192,"staff_mace_damage1918","Art/2DArt/SkillIcons/passives/damagestaff.dds","[35,38,11529,11530]",12,12,12,12,-1016317283,1,0,0,813301760,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1193,"shield_block1920","Art/2DArt/SkillIcons/passives/ElementalResistance2.dds","[19,407]",3,4,0,0,817773229,2,0,0,823001088,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1194,"cold_lightning_damage1921","Art/2DArt/SkillIcons/passives/HalfColdHalfLightning.dds","[49,56]",8,8,0,0,836167051,2,0,0,839647232,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1195,"cold_damage1922","Art/2DArt/SkillIcons/passives/colddamage.dds",[49],16,0,0,0,1709111771,0,0,0,842924032,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1196,"lightning_damage1925","Art/2DArt/SkillIcons/passives/lightningint.dds",[56],16,0,0,0,1538268145,0,0,0,846856192,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1197,"cold_lightning_damage_notable1926","Art/2DArt/SkillIcons/passives/Storm Weaver.dds","[15152,49,56]",5,25,25,0,860913351,2,0,0,862715904,2,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1198,"axe_damage_accuracy1927","Art/2DArt/SkillIcons/passives/Blood2.dds",[9054],5,0,0,0,867072884,2,0,0,869269504,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1199,"stance_generic_notable1928","Art/2DArt/SkillIcons/passives/StanceNotableReservation.dds",[14855],50,0,6,0,881886700,2,0,0,884473856,2,16777216,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1200,"axe_damage_evasion_armour1929","Art/2DArt/SkillIcons/passives/lightningdex.dds",[943],1,0,0,0,889590729,2,0,0,893517824,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1201,"sword_attack_speed1930","Art/2DArt/SkillIcons/passives/attackspeedsworddex.dds",[614],12,0,0,0,897773178,2,0,0,902168576,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1202,"sword_attack_speed1931","Art/2DArt/SkillIcons/passives/attackspeedsworddex.dds",[614],12,0,0,0,897776152,2,0,0,906362880,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1203,"sword_damage_speed_evasion_notable1932","Art/2DArt/SkillIcons/passives/legendaryswordsman.dds","[2380,614,92]",45,15,15,0,921887215,2,0,0,924188672,2,16777216,"","",6954,"","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1204,"sword_damage_evasion1933","Art/2DArt/SkillIcons/passives/damagesword.dds","[2380,92]",20,6,0,0,929737210,2,0,0,935329792,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1205,"life_reduced_mana_cost1934","Art/2DArt/SkillIcons/passives/LifeAndReducedManaCost.dds","[124,13942]",5,-3,0,0,948706510,2,0,0,951713792,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
1206,"life_reduced_mana_cost1935","Art/2DArt/SkillIcons/passives/LifeAndReducedManaCost.dds","[124,13942]",5,-3,0,0,948702669,2,0,0,957480960,2,0,"","","","","","",[],0,"","",0,[],"","","",0,"","",-33554432,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-16843010,-1359020290,0,0,0,0,0,0,0,[],0,[],"","",""
