"rownum","SetId","AchievementsRequired","Rewards","TotemPieceEveryNAchievements","Message","NotificationIcon","HideoutName","Id"
219,57,1,[],0,"Congratulations!\nYou earned an Ancestor Mystery Box!","Art/2DItems/Effects/MysteryChest/AncestorsMysteryBox.dds","","MysteryPackAncestorBox"
220,58,1,[],0,"Congratulations!\nYou earned an Ancestor Mystery Box!","Art/2DItems/Effects/MysteryChest/AncestorsMysteryBox.dds","","MysteryPackAncestorBox"
221,59,4,[4512],0,"Congratulations! You earned the Night Lotus Boots!\nThe appearance of this boot will improve as you complete 26 challenges.","Art/2DItems/Effects/shoes/NightLotusBoots.dds","Night Lotus Boots (Tier 1)","NightLotusBoots"
222,59,8,[4513],0,"Congratulations! You earned the Night Lotus Gloves!\nThe appearance of this glove improves as you complete 20 and 32 challenges.","Art/2DItems/Effects/gloves/NightLotusGloves.dds","Night Lotus Gloves (Tier 1)","NightLotusGloves"
223,59,12,[4514],0,"Congratulations! You earned the Night Lotus Body Armour!\nThe appearance of this body armour improves as you complete 22, 28 and 35 challenges.","Art/2DItems/Effects/BodyArmour/NightLotusBody.dds","Night Lotus Body Armour (Tier 1)","NightLotusBodyArmour"
224,59,16,[4511],0,"Congratulations! You earned the Night Lotus Helmet!\nThe appearance of this helmet improves as you complete 24 and 38 challenges.","Art/2DItems/Effects/Hats/NightLotusHelmet.dds","Night Lotus Helmet (Tier 1)","NightLotusHelmet"
225,59,19,[8001],3,"Congratulations! You earned the Affliction Totem!\nThe more challenges you complete, the bigger it gets!","","","HideoutTotemPole32"
226,59,20,[],0,"Congratulations!\nYou earned another tier of the Night Lotus Gloves!","Art/2DItems/Effects/gloves/NightLotusGloves.dds","Night Lotus Gloves (Tier 2)",""
227,59,22,[],0,"Congratulations!\n You earned another tier of the Night Lotus Body Armour!","Art/2DItems/Effects/BodyArmour/NightLotusBody.dds","Night Lotus Body Armour (Tier 2)",""
228,59,24,[],0,"Congratulations!\n You earned another tier of the Night Lotus Helmet!","Art/2DItems/Effects/Hats/NightLotusHelmet.dds","Night Lotus Helmet (Tier 2)",""
229,59,26,[],0,"Congratulations!\nYou earned the final tier of the Night Lotus Boots!","Art/2DItems/Effects/shoes/NightLotusBoots.dds","Night Lotus Boots (Tier 2)",""
230,59,28,[],0,"Congratulations!\nYou earned another tier of the Night Lotus Body Armour!","Art/2DItems/Effects/BodyArmour/NightLotusBody.dds","Night Lotus Body Armour (Tier 3)",""
231,59,32,[],0,"Congratulations!\nYou earned the final tier of the Night Lotus Gloves!","Art/2DItems/Effects/gloves/NightLotusGloves.dds","Night Lotus Gloves (Tier 3)",""
232,59,35,[],0,"Congratulations!\nYou earned the final tier of the Night Lotus Body Armour!","Art/2DItems/Effects/BodyArmour/NightLotusBody.dds","Night Lotus Body Armour (Tier 4)",""
233,59,38,[],0,"Congratulations!\nYou earned the final tier of the Night Lotus Helmet!","Art/2DItems/Effects/Hats/NightLotusHelmet.dds","Night Lotus Helmet (Tier 3)",""
234,60,1,[8003],1,"Congratulations! You earned the Ruthless Affliction Totem!\nThe more ruthless challenges you complete, the bigger it gets!","","","HideoutRuthlessTotemPole32"
235,60,2,"[4512,4513,4511,4514]",0,"Congratulations! You earned the Night Lotus Armour Set!\nThe more ruthless challenges you complete, the more impressive they get!","Art/2DItems/Effects/ArmourSet/NightLotusArmour.dds","Night Lotus Armour Pack (Tier 1)","AfflictionChallengeBundle"
236,60,3,[],0,"Congratulations!\nYou earned another tier of the Night Lotus Gloves!","Art/2DItems/Effects/gloves/NightLotusGloves.dds","Night Lotus Gloves (Tier 2)",""
237,60,4,[],0,"Congratulations!\nYou earned another tier of the Night Lotus Helmet and Night Lotus Body Armour!","Art/2DItems/Effects/NightLotusBodyHelmetPack.dds","Night Lotus Helmet (Tier 2) and Night Lotus Body Armour (Tier 2)",""
238,60,5,[],0,"Congratulations!\nYou earned the final tier of the Night Lotus Boots!","Art/2DItems/Effects/shoes/NightLotusBoots.dds","Night Lotus Boots (Tier 2)",""
239,60,6,[],0,"Congratulations!\nYou earned another tier of the Night Lotus Body Armour!","Art/2DItems/Effects/BodyArmour/NightLotusBody.dds","Night Lotus Body Armour (Tier 3)",""
240,60,7,[],0,"Congratulations!\nYou earned the final tier of the Night Lotus Gloves!","Art/2DItems/Effects/gloves/NightLotusGloves.dds","Night Lotus Gloves (Tier 3)",""
241,60,8,[],0,"Congratulations!\nYou earned the final tier of the Night Lotus Helmet and Night Lotus Body Armour!","Art/2DItems/Effects/NightLotusBodyHelmetPack.dds","Night Lotus Helmet (Tier 3) and Night Lotus Body Armour (Tier 4)",""
