"rownum","BaseItemTypesKey","StackSize","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","Scroll","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","ChangedForHardmode","DescriptionHardmode","IsGold"
1346,831,20,1,"grant_micro","","","Your Vortex becomes a stationary black hole.",[],"","Vortex Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],367,"","",""
1347,832,20,1,"grant_micro","","","Your Spell or Ballista totem becomes a golden dragon.",[],"","Totem Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],351,"","",""
1348,833,20,1,"grant_micro","","","Your aura effect becomes the green imp demon effect.",[],"","Aura Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],349,"","",""
1349,834,20,1,"grant_micro","","","Your aura effect becomes the red carnage effect.",[],"","Aura Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],352,"","",""
1350,835,20,1,"grant_micro","","","Your aura effect becomes the elemental trinity effect.",[],"","Aura Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],383,"","",""
1351,836,20,1,"grant_micro","","","Adds celestial footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",0,[],[],[],10,[13],367,"","",""
1352,837,1,1,"grant_micro","","","Adds the Dragon Banners Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],351,"","",""
1353,838,20,1,"grant_micro","","","Your Summon Raging Spirits become Blood Ravens.",[],"","Summon Raging Spirits Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],348,"","",""
1354,839,20,1,"grant_micro","","","Adds a purple Phoenix crest to your headdress",[],"","Helmet Attachment","",[],[],0,"",0,"","",[],[],[],7,"[8,21]",383,"","",""
1355,840,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Demon Hand gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],352,"","",""
1356,841,1,1,"grant_micro","","","A swarm of bats possess your character.",[],"","Apparition Effect","",[],[],0,"",0,"",0,[],[],[],15,[14],357,"","",""
1357,842,1,1,"grant_micro","","","Changes the appearance of any equipped One Hand Axe, Sword or Mace to the WuQi Axe.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",383,"","",""
1358,843,1,1,"grant_micro","","","Adds the Demonic Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],352,"","",""
1359,844,20,1,"grant_micro","","","Your Tornado Shot becomes an Ebony Effect.",[],"","Tornado Shot Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],350,"","",""
1360,845,20,1,"grant_micro","","","Adds the Breach effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[],2,"[2,5]",346,"","",""
1361,846,1,1,"grant_micro","","","Adds the Blackguard Cape Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],383,"","",""
1362,847,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Dun shield.",[],"","Shield Skin","",[],[],0,"",0,"",2,[],[],[],0,[4],383,"","",""
1363,848,1,1,"grant_micro","","","Adds the Hive Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],402,"","",""
1364,849,1,1,"grant_micro","","","Adds the Breachspawn Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],346,"","",""
1365,850,1,1,"grant_micro","","","Adds the Breachlord Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],346,"","",""
1366,851,1,1,"grant_micro","","","Adds the Breachspawn Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],346,"","",""
1367,852,1,1,"grant_micro","","","Adds the Breachlord Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],346,"","",""
1368,853,1,1,"modify_portal_variation","","","This character's portals use the Breach effect.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[],11,[20],346,"","",""
1369,854,20,1,"grant_micro","","","Your Spell or Ballista totem becomes an Arcane Tome.",[],"","Totem Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],355,"","",""
1370,855,1,1,"grant_micro","","","Adds the Ghostflame Backpack Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],349,"","",""
1371,856,1,1,"grant_micro","","","Attaches the Stormcaller Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",0,[],[],[],16,[15],364,"","",""
1372,857,1,1,"grant_micro","","","Attaches the Infernal Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",1,[],[],[],16,[15],344,"","",""
1373,858,1,1,"grant_micro","","","Attaches the Arctic Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",1,[],[],[],16,[15],354,"","",""
1374,859,1,1,"grant_micro","","","Attaches the Ghostflame Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"","",[],[],[],16,[15],349,"","",""
1375,860,1,1,"grant_micro","","","Attaches the Arcane Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"",1,[],[],[],16,[15],355,"","",""
1376,861,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Stormcaller helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",0,[],[],[],6,[7],364,"","",""
1377,862,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Stormcaller boots.",[],"","Boots Skin","",[],[],0,"",0,"",0,[],[],[],9,[12],364,"","",""
1378,863,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Stormcaller gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",0,[],[],[],8,[11],364,"","",""
1379,864,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Stormcaller body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",0,[],[],[],4,[9],364,"","",""
1380,865,1,1,"grant_micro","","","Adds the Battery Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],364,"","",""
1381,866,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Deicide body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],353,"","",""
1382,867,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Deicide gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],353,"","",""
1383,868,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Deicide boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],353,"","",""
1384,869,1,1,"grant_micro","","","Adds the Deicide Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],353,"","",""
1385,870,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Deicide Flame helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],353,"","",""
1386,871,1,1,"modify_portal_variation","","","This character's portals use the Breachlord effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],346,"","",""
1387,872,20,1,"grant_micro","","","Adds breach footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",1,[],[],[],10,[13],346,"","",""
1388,873,1,1,"grant_micro","","","Adds the Mana Wurm Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],355,"","",""
1389,874,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Yeti mask.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],354,"","",""
1390,875,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Celestial hood.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],367,"","",""
1391,876,1,1,"grant_micro","","","Adds the Infernal Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],344,"","",""
1392,877,1,1,"grant_micro","","","Changes the appearance of any equipped Claw to the Demonhand Claw.",[],"","Weapon Skin","",[],[],0,"",0,"","",[],[],[],0,"[1,4]",352,"","",""
1393,878,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Divine shield.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[],0,[4],363,"","",""
1394,879,1,1,"modify_portal_variation","","","This character's portals use the Kaom effect.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[],11,[20],383,"","",""
1395,880,1,1,"modify_portal_variation","","","This character's portals use the Daresso effect.",[],"","Portal Modification","",[],[],0,"",0,"",1,[],[],[],11,[20],383,"","",""
1396,881,1,1,"grant_micro","","","Adds the Phoenix Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],383,"","",""
1397,882,20,1,"grant_micro","","","Adds the Celestial effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[],2,"[2,5]",367,"","",""
1398,883,1,1,"grant_micro","","","Adds the Verdant Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],358,"","",""
1399,884,1,1,"grant_micro","","","Adds the Eldritch Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],383,"","",""
1400,885,1,1,"modify_portal_variation","","","This character's portals use the Legacy effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],374,"","",""
1401,886,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Classic Lightning body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],364,"","",""
1402,887,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Classic Lightning gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],364,"","",""
1403,888,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Classic Lightning boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],364,"","",""
1404,889,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Classic Lightning helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],364,"","",""
1405,890,1,1,"modify_portal_variation","","","This character's portals use a Classic Purple effect.",[],"","Portal Modification","",[],[],0,"",0,"",0,[],[],[],11,[20],369,"","",""
1406,891,20,1,"grant_micro","","","Adds an arcane Phoenix crest to your headdress",[],"","Helmet Attachment","",[],[],0,"",0,"","",[],[],[],7,"[8,21]",355,"","",""
1407,892,20,1,"grant_micro","","","Adds a detailed glowing pattern to your headdress",[],"","Helmet Attachment","",[],[],0,"",0,"",0,[],[],[],7,"[8,21]",369,"","",""
1408,893,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Classic Necrotic helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],369,"","",""
1409,894,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Classic Necrotic boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],369,"","",""
1410,895,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Classic Necrotic gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],369,"","",""
1411,896,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Classic Necrotic body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],369,"","",""
1412,897,20,1,"grant_micro","","","Adds a sparking effect to any equipped weapon",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",369,"","",""
1413,898,20,1,"grant_micro","","","Changes the appearance of any equipped headdress to a burning purple skull",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],369,"","",""
1414,899,1,1,"grant_micro","","","Attaches the Legacy Character Effect to your belt.",[],"","Character Effect","",[],[],0,"",0,"","",[],[],[],16,[15],347,"","",""
1415,900,1,1,"grant_micro","","","Adds the Arcane Seraph Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],355,"","",""
1416,901,20,1,"grant_micro","","","Adds a pair of arcane wings to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",0,[],[],[],7,"[8,21]",355,"","",""
1417,902,20,1,"grant_micro","","","Changes the appearance of any equipped headdress to a divine skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],363,"","",""
1418,903,1,1,"grant_micro","","","Adds the Hooded Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],383,"","",""
1419,904,1,1,"grant_micro","","","Adds the Black Hooded Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],383,"","",""
1420,905,1,1,"grant_micro","","","Adds the Cyan Hooded Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],383,"","",""
1421,906,1,1,"grant_micro","","","Adds the Gold Hooded Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],383,"","",""
1422,907,1,1,"grant_micro","","","Adds the Green Hooded Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],383,"","",""
1423,908,1,1,"grant_micro","","","Adds the Navy Hooded Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],383,"","",""
1424,909,1,1,"grant_micro","","","Adds the Purple Hooded Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],383,"","",""
1425,910,1,1,"grant_micro","","","Adds the Red Hooded Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],383,"","",""
1426,911,1,1,"grant_micro","","","Adds the White Hooded Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],383,"","",""
1427,912,1,1,"grant_micro","","","Adds the Classic Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],347,"","",""
1428,913,1,1,"grant_micro","","","Adds the Legacy Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],347,"","",""
1429,914,20,1,"grant_micro","","","Adds the Classic effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",347,"","",""
1430,915,20,1,"grant_micro","","","Adds an Arcane Visage to any equipped headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",0,[],[],[],7,"[8,21]",355,"","",""
1431,916,20,1,"grant_micro","","","Adds a Divine Ice Crown to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",0,[],[],[],7,"[8,21]",363,"","",""
1432,917,20,1,"grant_micro","","","Adds a pair of Fiery Eyes to any equipped headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",0,[],[],[],7,"[8,21]",344,"","",""
1433,918,20,1,"grant_micro","","","Changes the appearance of any equipped headdress to a bleached skull.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],383,"","",""
1434,919,20,1,"grant_micro","","","Adds an Arcane Halo to any equipped headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",0,[],[],[],7,"[8,21]",355,"","",""
1435,920,1,1,"grant_micro","","","Adds the Gore Raven Wings Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",0,[],[],[],5,[10],348,"","",""
1436,921,20,1,"grant_micro","","","Adds a pair of twisted bone horns to your headdress",[],"","Helmet Attachment","",[],[],0,"",0,"","",[],[],[],7,"[8,21]",372,"","",""
1437,922,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Legacy helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],347,"","",""
1438,923,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Legacy boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],347,"","",""
1439,924,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Legacy gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],347,"","",""
1440,925,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Legacy body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],347,"","",""
1441,926,1,1,"grant_micro","","","Adds the Classic Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],347,"","",""
1442,927,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Standard Brimmed hat.",[],"","Helmet Skin","",[],[],0,"",0,"",0,[],[],[],6,[7],383,"","",""
1443,928,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Legacy Brimmed hat.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],347,"","",""
1444,929,20,1,"grant_micro","","","Changes the appearance of any equipped headdress to the crown of bleached demon horns",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],352,"","",""
1445,930,20,1,"grant_micro","","","Adds legacy footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"","",[],[],[],10,[13],374,"","",""
1446,931,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Bleached Demon King helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],352,"","",""
1447,932,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Bleached Demon King boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],352,"","",""
1448,933,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Bleached Demon King gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],352,"","",""
1449,934,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Bleached Demon King body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],352,"","",""
1450,935,20,1,"grant_micro","","","Your Arc becomes a Purple Effect.",[],"","Arc Skin","",[],[],0,"",0,"",0,[],[],[],17,[37],369,"","",""
1451,936,20,1,"grant_micro","","","Adds the Legacy effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",374,"","",""
1452,937,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Arcane shield.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[],0,[4],355,"","",""
1453,938,20,1,"grant_micro","","","Your Herald of Ash, Thunder or Ice becomes a divine effect.",[],"","Herald Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],383,"","",""
1454,939,20,1,"grant_micro","","","Your Herald of Ash, Thunder or Ice becomes a purple effect.",[],"","Herald Skin","",[],[],0,"",0,"",1,[],[],[],17,[37],369,"","",""
1455,940,20,1,"grant_micro","","","Adds the Oriath effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",382,"","",""
1456,941,20,1,"grant_micro","","","Adds the Outlaw effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",382,"","",""
1457,942,20,1,"grant_micro","","","Adds the Legion effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",382,"","",""
1458,943,20,1,"grant_micro","","","Adds the Eclipse effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",382,"","",""
1459,944,20,1,"grant_micro","","","Adds the Beast effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",382,"","",""
1460,945,20,1,"grant_micro","","","Adds the Kitava effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",382,"","",""
1461,946,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to a Plague Doctor Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],382,"","",""
1462,947,1,1,"grant_micro","","","Adds the Oriath Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],382,"","",""
1463,948,1,1,"grant_micro","","","Adds the Outlaw Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"","",[],[],[],12,[17],382,"","",""
1464,949,1,1,"grant_micro","","","Adds the Legion Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],382,"","",""
1465,950,1,1,"grant_micro","","","Adds the Eclipse Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],382,"","",""
1466,951,1,1,"grant_micro","","","Adds the Beast Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],382,"","",""
1467,952,1,1,"grant_micro","","","Adds the Kitava Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],382,"","",""
1468,953,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Outlaw helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],382,"","",""
1469,954,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Outlaw boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],382,"","",""
1470,955,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Outlaw gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],382,"","",""
1471,956,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Outlaw body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],382,"","",""
1472,957,1,1,"grant_micro","","","Adds the Outlaw Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],382,"","",""
1473,958,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Legion helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],382,"","",""
1474,959,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Legion boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],382,"","",""
1475,960,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Legion gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],382,"","",""
1476,961,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Legion body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],382,"","",""
1477,962,1,1,"grant_micro","","","Adds the Legion Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],382,"","",""
1478,963,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Eclipse helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],382,"","",""
1479,964,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Eclipse boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],382,"","",""
1480,965,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Eclipse gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],382,"","",""
1481,966,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Eclipse body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],382,"","",""
1482,967,1,1,"grant_micro","","","Adds the Eclipse Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],382,"","",""
1483,968,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Beast helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],382,"","",""
1484,969,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Beast boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],382,"","",""
1485,970,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Beast gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],382,"","",""
1486,971,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Beast body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],382,"","",""
1487,972,1,1,"grant_micro","","","Adds the Beast Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],382,"","",""
1488,973,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Kitava helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],382,"","",""
1489,974,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Kitava boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],382,"","",""
1490,975,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Kitava gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],382,"","",""
1491,976,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Kitava body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],382,"","",""
1492,977,1,1,"grant_micro","","","Adds the Kitava Cloak Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],382,"","",""
1493,978,1,1,"grant_micro","","","Changes the appearance of any equipped Bow to the Ivory Arc of Courage.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,[1],385,"","",""
1494,979,1,1,"modify_portal_variation","","","This character's portals use a purple effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],369,"","",""
1495,980,20,1,"grant_micro","","","Adds purple footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"","",[],[],[],10,[13],369,"","",""
1496,981,20,1,"grant_micro","","","Adds a Purple effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",369,"","",""
1497,982,1,1,"grant_micro","","","Changes the appearance of any equipped headdress to the Wasteland Warrior helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],388,"","",""
1498,983,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Wasteland Warrior boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],388,"","",""
1499,984,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Wasteland Warrior gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],388,"","",""
1500,985,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Wasteland Warrior body armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],388,"","",""
