"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","i32","bool","DialogueOption2","rid","rid","string","i32","i32","i32","i32","rid","i32"
937,190,0,"Introduction",[],[],[1319],"",1319,3,"",1319,[1528],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,67792,0,52,"",0
938,190,1,"Sail to the Brine King's Reef",[1319],[],[]," triggerer.AreaTransitionTo(2_6_15, 1, 0.5); triggerer.FinishNPCChat();","",5,"",71,[1529],"triggerer.FadeToBlack( 500, 5000, 1000);","","",[],[],1323,[],1323,"","",4,"","","","","",0,68032,0,52,"",0
939,191,0,"The Brine King's Reef",[],[],[1320],"",1320,3,"",1320,[1530],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,68110,0,52,"",0
940,191,1,"The Brine King",[],[],[1321],"","",3,"",1321,[1531],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,68142,0,52,"",0
941,192,0,"The Brine King",[1164],[],[1322],"",1322,3,"",1322,[1532],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,68190,0,52,"",0
942,192,1,"Sail to the Bridge Encampment",[1164],[],[],"triggerer.AreaTransitionTo(2_7_town, 0, 0.5); triggerer.FinishNPCChat();","",5,"",71,[1533],"triggerer.FadeToBlack( 500, 5000, 1000);","","",[],[],1323,[],1323,"","",4,"","","","","",0,68432,0,52,"",0
943,222,0,"The Broken Bridge",[],[],[1323],"",1323,3,"",1323,[1534],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,68502,0,52,"",0
944,222,1,"Merveil",[],[],[1324],"","",3,"",1324,[1535],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,68534,0,52,"",0
945,222,2,"Lilly",[],[],[1325],"","",3,"",1325,[1536],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,68566,0,52,"",0
946,222,3,"Yeena",[1332],[],[1326],"","",3,"",1326,[1537],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,68614,0,52,"",0
947,222,4,"Helena",[1354],[],[1327],"","",3,"",1327,[1538],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,68662,0,52,"",0
948,222,5,"Eramir",[1343],[],[1328],"","",3,"",1328,[1539],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,68710,0,52,"",0
949,222,6,"The Silver Locket",[1323],"[1311,0]",[1312],"",1312,5,"",71,[1540],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,68828,0,52,"",0
950,222,7,"The Silver Locket",[1311],[1310],[1310],"",1310,5,"",71,[1541],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,68892,0,52,"",0
951,222,8,"Silver Locket Reward",[1310],[1308],[1309],"",1309,6,49,71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,68984,0,52,"",0
952,222,9,"Kishara's Star",[1273],"[1317,0]",[1318],"",1318,5,"",71,[1542],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,69096,0,52,"",0
953,222,10,"Kishara's Star",[1317],[1316],[1316],"",1316,5,"",71,[1543],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,69160,0,52,"",0
954,222,11,"Kishara's Star Reward",[1316],"[1314,0]",[1315],"",1315,6,50,71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,69270,0,52,"",0
955,222,12,"Kishara",[1318],[],[1104],"","",3,"",1104,[1544],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,69336,0,52,"",0
956,222,13,"Pondium",[],[],[895],"","",3,"",895,[1545],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,69386,0,52,"",0
957,222,14,"The Brinerot Clan",[],[],[896],"","",3,"",896,[1546],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,69456,0,52,"",0
958,222,15,"Gamble for Items",[],[],[],"","",24,"",71,[],"","","",[],[],1323,[],1323,"","",2,"","",1,"","",0,69456,0,52,"",0
959,222,16,"Sell Items",[],[],[],"","",25,"",71,[],"","","",[],[],1323,[],1323,"","",1,"","",0,"","",0,69456,0,52,"",0
960,223,0,"Greetings",[],[],[1332],"",1332,3,"",1332,[1547],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,69510,0,52,"",0
961,223,1,"The Forest Encampment",[],[],[1337],"","",3,"",1337,[1548],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,69588,0,52,"",0
962,223,2,"Silk",[],[1290],[1338],"","",3,"",1338,[1549],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,69636,0,52,"",0
963,223,3,"Silk",[1290],[1294],[1297],"",1297,3,"",1297,[1550],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,69700,0,52,"",0
964,223,4,"Silk",[1294],[],[1340],"","",3,"",1340,[1551],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,69748,0,52,"",0
965,223,5,"Wraeclast",[],[],[1336],"","",3,"",1336,[1552],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,69780,0,52,"",0
966,223,6,"Arakaali",[1290],[1294],[1335],"","",3,"",1335,[1553],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,69864,0,52,"",0
967,223,7,"Greust",[71],"[122,0]",[1333],"","",3,"",1333,[1554],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,69944,0,52,"",0
968,223,8,"Greust",[1273],[],[1333],"","",3,"",1333,[1554],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,69992,0,52,"",0
969,223,9,"Weylam",[1323],[],[1334],"","",3,"",1334,[1555],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,70056,0,52,"",0
970,223,10,"Fireflies",[1296],[1298],[1307],"",1307,5,"",71,[1556],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,70142,0,52,"",0
971,223,11,"Arakaali's Temple","[1300,0,0,0,1301,0,0]",[1298],[1299],"",1299,5,"",71,[1558],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,70340,0,52,"",0
972,223,12,"Purchase Items",[],[],[],"","",24,"",71,[],"","","",[],[],1323,[],1323,"","",2,"","",1,"","",0,70340,0,52,"",0
973,223,13,"Sell Items",[],[],[],"","",25,"",71,[],"","","",[],[],1323,[],1323,"","",1,"","",0,"","",0,70340,0,52,"",0
974,224,0,"Fireflies","[1300,0,0,0,1301,0,0]",[],"[1307,0]","triggerer.SetQuestFlag(\""a7q7-YeenaTransform\""); triggerer.FinishNPCChat(); DirtyTransition(); ForEachOfType( Metadata/QuestObjects/Act7/ArakaaliTempleEntranceBlock, { DirtyTransition(); } ); temple_entrance.DirtyTransition();",1298,5,"",1298,[1559],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,70952,0,52,"",0
975,224,1,"Fireflies",[],[1298],[1307],"",1307,5,"",71,[1557],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,71000,0,52,"",0
976,314,0,"Arakaali",[1294],[1856],[1856],"triggerer.FinishNPCChat();",1856,3,"",71,[1560],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,71064,0,52,"",0
977,314,1,"Arakaali","[1294,0]",[],[],"triggerer.FinishNPCChat();",71,3,"",71,[1560],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,71112,0,52,"",0
978,227,0,"Black Venom",[],"[1291,0]",[1292],"",1292,5,"",71,[1562],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,71202,0,52,"",0
979,227,1,"Black Venom",[1291],[],[1290],"triggerer.RemoveQuestItem(Metadata/Items/QuestItems/Act7/MaligaroMap);",1290,5,"",71,[1563],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,71394,0,52,"",0
980,227,2,"Black Death Reward",[1290],"[1288,0]",[1289],"",1289,6,48,71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,71498,0,52,"",0
981,227,3,"Black Death",[],[1290],[1341],"","",3,"",1341,[1564],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,71572,0,52,"",0
982,227,4,"Silk's Journey",[],[],[1342],"","",3,"",1342,[1565],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,71636,0,52,"",0
983,225,0,"Greetings",[],[],[1343],"",1343,3,"",1343,[1568],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,71668,0,52,"",0
984,225,1,"Greust",[54],[1273],[1269],"",1269,5,"",71,[1574],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,71732,0,52,"",0
985,225,2,"Greust",[56],[1273],[1269],"",1269,5,"",71,[1574],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,71796,0,52,"",0
986,225,3,"Greust",[89],[1273],[1269],"",1269,5,"",71,[1574],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,71860,0,52,"",0
987,225,4,"Greust",[],"[1273,0,0,0]",[1269],"",1269,5,"",71,[1574],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,71956,0,52,"",0
988,225,5,"Ralakesh",[1269],[1273],[1344],"","",3,"",1344,[1569],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,72040,0,52,"",0
989,225,6,"Ralakesh",[1273],[1277],[1274],"",1274,5,"",71,[1578],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,72104,0,52,"",0
990,225,7,"Ralakesh Reward",[1274],"[1276,0]",[1275],"",1275,6,46,71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,72202,0,52,"",0
991,225,8,"Silk",[],[1290],[1349],"","",3,"",1349,[1581],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,72250,0,52,"",0
992,225,9,"Silk",[1290],[1294],[1350],"",1350,3,"",1350,[1582],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,72314,0,52,"",0
993,225,10,"Silk",[1294],[],[1351],"","",3,"",1351,[1583],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,72362,0,52,"",0
994,225,11,"Weylam",[1323],[],[1345],"","",3,"",1345,[1570],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,72410,0,52,"",0
995,225,12,"Arakaali's Temple",[1350],"[1294,0]",[1348],"",1348,5,"",71,[1571],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,72490,0,52,"",0
996,225,13,"Arakaali",[1350],[1294],[1346],"","",3,"",1346,[1572],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,72554,0,52,"",0
997,225,14,"The Vaal City",[1267],[],[1347],"","",3,"",1347,[1573],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,72632,0,52,"",0
998,225,15,"Gruthkul",[1388],[1386],[1352],"",1352,3,"",1352,[1579],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,72716,0,52,"",0
999,225,16,"Gruthkul",[1386],"[1384,0]",[1353],"",1353,3,"",1353,[1580],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,72796,0,52,"",0
1000,225,17,"Gruthkul Reward",[1353],"[1384,0]",[1385],"",1385,6,53,71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,72894,0,52,"",0
1001,225,18,"Change Bandit Reward",[],[],[],"","",8,33,71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,72894,0,52,"",0
1002,226,0,"Greetings",[],[],[1354],"",1354,3,"",1354,[1584],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,72926,0,52,"",0
1003,226,1,"Weylam",[1323],[],[1355],"","",3,"",1355,[1590],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,72974,0,52,"",0
1004,226,2,"Silk",[],[1294],[414],"","",3,"",414,[1591],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,73022,0,52,"",0
1005,226,3,"Greust",[1269],"[1273,0,0,0]",[1356],"","",3,"",1356,[1585],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,73134,0,52,"",0
1006,226,4,"Greust","[1269,0]",[1273],[1356],"","",3,"",1356,[1585],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,73214,0,52,"",0
1007,226,5,"Greust","[1269,0]",[1273],[1356],"","",3,"",1356,[1585],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,73294,0,52,"",0
1008,226,6,"Greust","[1269,0]",[1273],[1356],"","",3,"",1356,[1585],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,73374,0,52,"",0
1009,226,7,"Maligaro",[1286],[1280],[1285],"",1285,3,"",1285,[1592],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,73458,0,52,"",0
1010,226,8,"Maligaro's Map",[1283],[1280],[1284],"",1284,3,"",1284,[1593],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,73554,0,52,"",0
1011,226,9,"Maligaro",[1280],[1278],[1358],"",1358,3,"",1358,[1594],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,73618,0,52,"",0
1012,226,10,"Maligaro Reward","[1280,0]",[1278],[1279],"",1279,6,47,71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,73716,0,52,"",0
1013,226,11,"The Den",[1270],"[1288,0]",[1271],"",1271,3,"",1271,[1595],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,73814,0,52,"",0
1014,226,12,"Trading",[],[],[1339],"","",3,"",1339,[1589],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,73846,0,52,"",0
1015,226,13,"Greust",[1273],"[54,0,0]",[1357],"",1357,3,"",1357,[1596],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,73942,0,52,"",0
1016,226,14,"Greust","[1273,0]",[],[1357],"",1357,3,"",1357,[1596],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,74006,0,52,"",0
1017,226,15,"Greust","[1273,0]",[],[1357],"",1357,3,"",1357,[1596],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,74070,0,52,"",0
1018,226,16,"Greust","[1273,0]",[],[1357],"",1357,3,"",1357,[1596],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,74134,0,52,"",0
1019,226,17,"Greust's Necklace",[1273],[1379],[1382],"",1382,5,"",71,[1598],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,74236,0,52,"",0
1020,226,18,"Take Greust's Necklace","[1273,0]","[1380,0]",[1381],"",1381,6,52,71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,74364,0,52,"",0
1021,226,19,"Greust's Necklace",[1379],[1376],[1378],"",1378,5,"",1378,[1599],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,74428,0,52,"",0
1022,226,20,"Greust's Necklace Reward","[1379,0]",[1376],[1377],"",1377,6,51,71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,74544,0,52,"",0
1023,226,21,"Purchase Items",[],[],[],"","",24,"",71,[],"","","",[],[],1323,[],1323,"","",4,"","",1,"","",0,74544,0,52,"",0
1024,226,22,"Sell Items",[],[],[],"","",25,"",71,[],"","","",[],[],1323,[],1323,"","",3,"","",0,"","",0,74544,0,52,"",0
1025,226,23,"Select Hideout",[],[],[],"triggerer.SendOpenScreen( HideoutSelectionWindow ); triggerer.FinishNPCChat();","",37,"",71,[],"","","",[],[200],1323,[],1323,"","",1,"","",5,"","",0,74708,0,52,"",0
1026,226,24,"Invite to Hideout",[],[],[],"","",39,"",71,[],"","","",[],[200],1323,[],1323,"","",4,"","","","","",0,74712,0,52,"",0
1027,226,25,"Create Hideout",[],[],[],"triggerer.CreateHideout(); triggerer.FinishNPCChat();","",5,"",71,[],"","","",[],[3],1323,[200],1323,"","",4,1,"","","","",0,74720,0,52,"",0
1028,226,26,"Select Guild Hideout",[],[],[],"triggerer.SendOpenScreen( HideoutSelectionWindow, 1 ); triggerer.FinishNPCChat();","",37,"",71,[],"","","",[],"[1034,200]",1323,[],1323,"","",2,"","",4,"","",0,74728,0,52,"",0
1029,217,0,"Inquisitor Maligaro",[],[1280],[1286],"",1286,5,"",71,[1602],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,74818,0,52,"",0
1030,217,1,"The Origins of the Gods",[],[],[1359],"","",3,"",1359,[1604],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,74900,0,52,"",0
1031,217,2,"Ralakesh",[1269],[1273],[1361],"","",3,"",1361,[1605],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,74964,0,52,"",0
1032,217,3,"The Master of a Million Faces",[1361],[],[1362],"","",3,"",1362,[1606],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,75074,0,52,"",0
1033,217,4,"Ralakesh",[1273],[1363],[1363],"",1363,5,"",71,[1607],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,75138,0,52,"",0
1034,217,5,"Gruthkul",[1273],[1386],[1388],"",1388,5,"",71,[1608],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,75202,0,52,"",0
1035,217,6,"The Mother of Despair",[1388],[],[1364],"","",3,"",1364,[1609],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,75296,0,52,"",0
1036,217,7,"Gruthkul",[1386],[1365],[1365],"",1365,5,"",71,[1610],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,75360,0,52,"",0
1037,217,8,"Arakaali",[1290],[1294],[1366],"","",3,"",1366,[1611],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,75424,0,52,"",0
1038,217,9,"The Spinner of Shadows",[1366],[],[1367],"","",3,"",1367,[1612],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,75520,0,52,"",0
1039,217,10,"Arakaali",[1294],[1293],[1293],"",1293,5,"",71,[1613],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,75584,0,52,"",0
1040,217,11,"Inquisitor Maligaro",[1280],[1360],[1360],"",1360,5,"",1360,[1603],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,75648,0,52,"",0
1041,217,12,"View Pantheon",[1175],[989],[],"","",34,"",71,[],"","","",[],[],1323,[],1323,"","",1,"","","","","",0,75680,0,52,"",0
1042,217,13,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1389,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9499,4,"","","","","",0,75712,0,52,"",0
1043,217,14,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1390,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9500,4,"","","","","",0,75744,0,52,"",0
1044,217,15,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1391,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9501,4,"","","","","",0,75776,0,52,"",0
1045,217,16,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1392,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9502,4,"","","","","",0,75808,0,52,"",0
1046,217,17,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1393,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9503,4,"","","","","",0,75840,0,52,"",0
1047,217,18,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1394,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9504,4,"","","","","",0,75872,0,52,"",0
1048,217,19,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1395,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9505,4,"","","","","",0,75904,0,52,"",0
1049,217,20,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1396,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9506,4,"","","","","",0,75936,0,52,"",0
1050,217,21,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1397,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9507,4,"","","","","",0,75968,0,52,"",0
1051,217,22,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1398,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9508,4,"","","","","",0,76000,0,52,"",0
1052,217,23,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1399,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9509,4,"","","","","",0,76032,0,52,"",0
1053,217,24,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1400,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9510,4,"","","","","",0,76064,0,52,"",0
1054,217,25,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1402,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9511,4,"","","","","",0,76096,0,52,"",0
1055,217,26,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1405,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9512,4,"","","","","",0,76128,0,52,"",0
1056,217,27,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1406,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9513,4,"","","","","",0,76160,0,52,"",0
1057,217,28,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1407,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9514,4,"","","","","",0,76192,0,52,"",0
1058,217,29,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1401,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9515,4,"","","","","",0,76224,0,52,"",0
1059,217,30,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1404,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9516,4,"","","","","",0,76256,0,52,"",0
1060,217,31,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1408,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9517,4,"","","","","",0,76288,0,52,"",0
1061,217,32,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1403,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9518,4,"","","","","",0,76320,0,52,"",0
1062,218,0,"Ralakesh",[1273],[],[1363],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1363,5,"",1363,[1607],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,76368,0,52,"",0
1063,218,1,"Open Pantheon","[1273,0]",[989],[],"","",34,"",71,[],"","","",[],[],1323,[],1323,"","",1,"","","","","",0,76416,0,52,"",0
1064,219,0,"Gruthkul",[1386],[],[1365],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1365,5,"",1365,[1610],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,76464,0,52,"",0
1065,219,1,"Open Pantheon","[1386,0]",[989],[],"","",34,"",71,[],"","","",[],[],1323,[],1323,"","",1,"","","","","",0,76512,0,52,"",0
1066,219,2,"Unlock Power",[],[989],[],"triggerer.UnlockPantheonPowerFromItem(); triggerer.SendOpenScreen(PantheonScreen); triggerer.FinishNPCChat();",1405,5,"",71,[1753],"","","",[],[],1323,[],1323,"",9512,4,"","","","","",0,76544,0,52,"",0
1067,220,0,"Arakaali",[1294],[],[1368],"triggerer.SetSessionQuestFlag(CanChangePantheon); triggerer.FinishNPCChat(); triggerer.SendOpenScreen(PantheonScreen);",1368,5,"",1368,[1613],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,76592,0,52,"",0
1068,220,1,"Open Pantheon","[1294,0]",[989],[],"","",34,"",71,[],"","","",[],[],1323,[],1323,"","",1,"","","","","",0,76640,0,52,"",0
1069,221,0,"Maligaro",[1280],[1360],[1360],"triggerer.FinishNPCChat();",1360,5,"",1360,[1603],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,76704,0,52,"",0
1070,221,1,"Maligaro","[1280,0]",[],[],"triggerer.FinishNPCChat();",71,5,"",1360,[1603],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,76752,0,52,"",0
1071,231,0,"Greetings",[],[1452],[1502],"",1502,3,"",1502,[1625],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,76800,0,52,"",0
1072,231,1,"Reviving Tolman",[1423],[1452],[1456],"",1456,5,"",71,[1626],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,76898,0,52,"",0
1073,231,2,"Tolman",[],[1452],[1466],"","",3,"",1466,[1629],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,76946,0,52,"",0
1074,231,3,"Grigor",[],[],[1467],"","",3,"",1467,[1632],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,76978,0,52,"",0
1075,231,4,"Emperor Veruso",[],[],[1468],"","",3,"",1468,[1631],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,77042,0,52,"",0
1076,231,5,"The Ankh of Eternity",[],[1452],[1469],"","",3,"",1469,[1630],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,77134,0,52,"",0
1077,231,6,"Tolman",[1452],"[1449,0]",[1451],"",1451,5,"",71,[1628],"",1,"",[],[],1323,[],1323,"","",4,"","","","","",0,77214,0,52,"",0
1078,231,7,"Tolman Reward",[1451],"[1449,0]",[1450],"",1450,6,57,71,[],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,77308,0,52,"",0
1079,231,8,"Purchase Items",[],[],[],"","",24,"",71,[],"","","",[],[],1323,[],1323,"","",2,"","",1,"","",0,77308,0,52,"",0
1080,231,9,"Sell Items",[],[],[],"","",25,"",71,[],"","","",[],[],1323,[],1323,"","",1,"","",0,"","",0,77308,0,52,"",0
1081,232,0,"The Ankh of Eternity",[],"[1455,0,0,0]","[1464,0]","triggerer.FinishNPCChat();",1456,5,"",71,[1627],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,77420,0,52,"",0
1082,232,1,"The Ankh of Eternity",[55],[1452],"[1464,0]","triggerer.FinishNPCChat();",71,5,"",71,[1627],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,77500,0,52,"",0
1083,232,2,"The Ankh of Eternity",[1456],"[1455,0,0]",[1464],"triggerer.FinishNPCChat();",71,5,"",71,[1627],"","","",[],[],1323,[],1323,"","",4,"","","","","",0,77596,0,52,"",0
