"rownum","Id","Name","SpawnWeight","WorldAreasKey","Image","AchievementItemsKeys","[i32]","MinDepth","Description","i32","[i32]","[i32]","[i32]"
159,"ForestCampsiteGeneric","Lifeless Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],[0],[],"Contains Items",0,[],[0],[0]
160,"ForestCampsiteArmour","Lifeless Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],[0],[],"Contains Armour",0,[],[0],[0]
161,"ForestCampsiteWeapon","Lifeless Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],[0],[],"Contains Weapons",0,[],[0],[0]
162,"ForestCampsiteTrinkets","Lifeless Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],[1],[],"Contains Jewellery",0,[],[0],[0]
163,"ForestCampsiteCurrency","Lifeless Camp",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],[2],[],"Contains Currency",0,[],[0],[0]
164,"ForestCampsiteMaps","Lifeless Camp",[25],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Maps",[],[3],[35],"Contains Maps",0,[0],[0],[0]
165,"ForestTalisman","Ritual Grounds",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Talisman",[],[2],[],"Contains Talismans",0,[],[0],[0]
166,"ForestSandTrinkets","Dusty Grove",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],[1],[],"Contains Jewellery",0,[],[0],[0]
167,"ForestSandCurrency","Dusty Grove",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],[2],[],"Contains Currency",0,[],[0],[0]
168,"ForestSandMaps","Dusty Grove",[25],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Maps",[],[3],[35],"Contains Maps",0,[0],[0],[0]
169,"ForestNecromancerGeneric","Grim Copse",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],[0],[],"Contains Items",0,[],[0],[0]
170,"ForestNecromancerTinkets","Grim Copse",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],[1],[],"Contains Jewellery",0,[],[0],[0]
171,"ForestNecromancerCurrency","Grim Copse",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],[2],[],"Contains Currency",0,[],[0],[0]
172,"ForestNecromancerMinions","Grim Copse",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Minion",[],[2],[50],"Contains Minion or Aura Items",0,[0],[0],[0]
173,"ForestDropbearsGeneric","Growling Grove",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],[0],[],"Contains Items",0,[],[0],[0]
174,"ForestDropbearsArmour","Growling Grove",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],[0],[],"Contains Armour",0,[],[0],[0]
175,"ForestDropbearsWeapon","Growling Grove",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],[0],[],"Contains Weapons",0,[],[0],[0]
176,"ForestDropbearsTrinkets","Growling Grove",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],[1],[],"Contains Jewellery",0,[],[0],[0]
177,"ForestDropbearsCurrency","Growling Grove",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],[2],[],"Contains Currency",0,[],[0],[0]
178,"ForestDevourersGeneric","Infested Thicket",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],[0],[],"Contains Items",0,[],[0],[0]
179,"ForestDevourersArmour","Infested Thicket",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],[0],[],"Contains Armour",0,[],[0],[0]
180,"ForestDevourersWeapon","Infested Thicket",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],[0],[],"Contains Weapons",0,[],[0],[0]
181,"ForestDevourersTrinkets","Infested Thicket",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],[1],[],"Contains Jewellery",0,[],[0],[0]
182,"ForestDevourersCurrency","Infested Thicket",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],[2],[],"Contains Currency",0,[],[0],[0]
183,"CavernsNecromancerGeneric","Necromancer's Excavation",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],[0],[],"Contains Items",0,[],[0],[0]
184,"CavernsNecromancerTrinkets","Necromancer's Excavation",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],[1],[],"Contains Jewellery",0,[],[0],[0]
185,"CavernsNecromancerCurrency","Necromancer's Excavation",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],[2],[],"Contains Currency",0,[],[0],[0]
186,"CavernsNecromancerMinions","Necromancer's Excavation",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Minion",[],[2],[50],"Contains Minion or Aura Items",0,[0],[0],[0]
187,"CavernsBeastGeneric","Beast Burrow",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],[0],[],"Contains Items",0,[],[0],[0]
188,"CavernsBeastArmour","Beast Burrow",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],[0],[],"Contains Armour",0,[],[0],[0]
189,"CavernsBeastWeapon","Beast Burrow",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],[0],[],"Contains Weapons",0,[],[0],[0]
190,"CavernsBeastTrinkets","Beast Burrow",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],[1],[],"Contains Jewellery",0,[],[0],[0]
191,"CavernsBeastCurrency","Beast Burrow",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],[2],[],"Contains Currency",0,[],[0],[0]
192,"CavernsBeastMinions","Beast Burrow",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Minion",[],[2],[50],"Contains Minion or Aura Items",0,[0],[0],[0]
193,"CavernsMossMonsterGeneric","Slumbering Boulders",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],[0],[],"Contains Items",0,[],[0],[0]
194,"CavernsMossMonsterTrinkets","Slumbering Boulders",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],[1],[],"Contains Jewellery",0,[],[0],[0]
195,"CavernsMossMonsterCurrency","Slumbering Boulders",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],[2],[],"Contains Currency",0,[],[0],[0]
196,"CavernsMossMonsterGems","Slumbering Boulders",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Gems",[],[2],[],"Contains Gems",0,[],[0],[0]
197,"CavernsRockGolemGeneric","Restless Rubble",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],[0],[],"Contains Items",0,[],[0],[0]
198,"CavernsRockGolemGems","Restless Rubble",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Gems",[],[2],[],"Contains Gems",0,[],[0],[0]
199,"CavernsChaosGolemGeneric","Restless Rubble",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],[0],[],"Contains Items",0,[],[0],[0]
200,"CavernsChaosGolemGems","Restless Rubble",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Gems",[],[2],[],"Contains Gems",0,[],[0],[0]
201,"CavernsChaosGolemChaos","Restless Rubble",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chaos",[],[2],[50],"Contains Chaos Items",0,[0],[0],[0]
202,"Strongbox","Underground Stash",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Strongbox",[],[2],[],"Contains Strongboxes",0,[],[0],[0]
203,"CavernsBestiaryYellow","Echoing Lair",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Bestiary",[],[2],[50],"Contains Animalistic Items",0,[0],[0],[0]
204,"CavernsBestiaryRed","Echoing Lair",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Bestiary",[],[2],[50],"Contains Animalistic Items",0,[0],[0],[0]
205,"CavernsCampsiteGeneric","Mouldy Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],[0],[],"Contains Items",0,[],[0],[0]
206,"CavernsCampsiteArmour","Mouldy Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],[0],[],"Contains Armour",0,[],[0],[0]
207,"CavernsCampsiteWeapons","Mouldy Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],[0],[],"Contains Weapons",0,[],[0],[0]
208,"CavernsCampsiteTrinkets","Mouldy Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],[1],[],"Contains Jewellery",0,[],[0],[0]
209,"CavernsCampsiteCurrency","Mouldy Camp",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],[2],[],"Contains Currency",0,[],[0],[0]
210,"CavernsSkeletonGeneric","Musty Grave",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],[0],[],"Contains Items",0,[],[0],[0]
211,"CavernsSkeletonArmour","Musty Grave",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],[0],[],"Contains Armour",0,[],[0],[0]
212,"CavernsSkeletonWeapon","Musty Grave",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],[0],[],"Contains Weapons",0,[],[0],[0]
213,"CavernsSkeletonTrinkets","Musty Grave",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],[1],[],"Contains Jewellery",0,[],[0],[0]
214,"CavernsSkeletonGems","Musty Grave",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Gems",[],[2],[],"Contains Gems",0,[],[0],[0]
215,"CavernsSkeletonCurrency","Musty Grave",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],[2],[],"Contains Currency",0,[],[0],[0]
216,"CavernsSkeletonMaps","Musty Grave",[25],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Maps",[],[3],[35],"Contains Maps",0,[0],[0],[0]
217,"CavernsDropbearsGeneric","Growling Den",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],[0],[],"Contains Items",0,[],[0],[0]
218,"CavernsDropbearsArmour","Growling Den",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],[0],[],"Contains Armour",0,[],[0],[0]
219,"CavernsDropbearsWeapon","Growling Den",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],[0],[],"Contains Weapons",0,[],[0],[0]
220,"CavernsDropbearsTrinkets","Growling Den",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],[1],[],"Contains Jewellery",0,[],[0],[0]
221,"CavernsDropbearsCurrency","Growling Den",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],[2],[],"Contains Currency",0,[],[0],[0]
222,"CavernsDevourersGeneric","Infested Warren",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],[0],[],"Contains Items",0,[],[0],[0]
223,"CavernsDevourersArmour","Infested Warren",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],[0],[],"Contains Armour",0,[],[0],[0]
224,"CavernsDevourersWeapon","Infested Warren",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],[0],[],"Contains Weapons",0,[],[0],[0]
225,"CavernsDevourersTrinkets","Infested Warren",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],[1],[],"Contains Jewellery",0,[],[0],[0]
226,"CavernsDevourersCurrency","Infested Warren",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],[2],[],"Contains Currency",0,[],[0],[0]
227,"AbyssalDepthsGhostGeneric","Haunted Remains",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],[0],[42],"Contains Items",0,[0],[0],[0]
228,"AbyssalDepthsGhostArmour","Haunted Remains",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],[0],[42],"Contains Armour",0,[0],[0],[0]
229,"AbyssalDepthsGhostWeapons","Haunted Remains",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],[0],[42],"Contains Weapons",0,[0],[0],[0]
230,"AbyssalDepthsGhostTrinkets","Haunted Remains",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],[1],[42],"Contains Jewellery",0,[0],[0],[0]
231,"AbyssalDepthsGhostCurrency","Haunted Remains",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],[2],[42],"Contains Currency",0,[0],[0],[0]
232,"AbyssalDepthsGhostCurse","Haunted Remains",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Curse",[],[2],[50],"Contains Mana or Curse Items",0,[0],[0],[0]
233,"AbyssalDepthsAbyss","Haunted Remains",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/AbyssEncounter",[],[2],[50],"Contains Abyss Items",0,[0],[0],[0]
234,"AbyssalDepthsCampsiteGeneric","Ravaged Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],[0],[],"Contains Items",0,[],[0],[0]
235,"AbyssalDepthsCampsiteArmour","Ravaged Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],[0],[],"Contains Armour",0,[],[0],[0]
236,"AbyssalDepthsCampsiteWeapon","Ravaged Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],[0],[],"Contains Weapons",0,[],[0],[0]
237,"AbyssalDepthsCampsiteTrinkets","Ravaged Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],[1],[],"Contains Jewellery",0,[],[0],[0]
238,"AbyssalDepthsCampsiteCurrency","Ravaged Camp",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],[2],[],"Contains Currency",0,[],[0],[0]
239,"AbyssalDepthsCampsiteMaps","Ravaged Camp",[25],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Maps",[],[3],[35],"Contains Maps",0,[0],[0],[0]
240,"AbyssalDepthsNecromancerGeneric","Necromancer's Excavation",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],[0],[],"Contains Items",0,[],[0],[0]
241,"AbyssalDepthsNecromancerTrinkets","Necromancer's Excavation",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],[1],[],"Contains Jewellery",0,[],[0],[0]
242,"AbyssalDepthsNecromancerCurrency","Necromancer's Excavation",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],[2],[],"Contains Currency",0,[],[0],[0]
243,"AbyssalDepthsNecromancerMinions","Necromancer's Excavation",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Minion",[],[2],[50],"Contains Minion or Aura Items",0,[0],[0],[0]
244,"AbyssalDepthsCultists","Unspeakable Shrine",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/AbyssEncounter",[],[2],[50],"Contains Abyss Items",0,[0],[0],[0]
245,"Legion","Buried Monolith",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Legion",[],[2],[35],"Contains a Legion Encounter",0,[0],[4],[0]
