"rownum","BaseItemTypesKey","GrantedEffectsKey","Str","Dex","Int","GemTagsKeys","VaalVariant_BaseItemTypesKey","IsVaalVariant","Description","Consumed_ModsKey","GrantedEffectsKey2","MinionGlobalSkillLevelStat","SupportSkillName","IsSupport","bool","i32","i32","i32","i32"
202,5708,2421,0,60,40,"[21,10,25,4,14,15,22,35,37]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
203,5709,2442,100,0,0,"[9,16,7,13]","","","Supports melee attack skills.",13399,"","","",1,1,-16843010,-16843010,-16843010,-16843010
204,5710,2467,60,0,40,"[9,25,4,8,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
205,5531,5365,40,60,0,"[10,25,13,5,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
206,5711,2469,40,60,0,"[10,25,13,5]",5756,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
207,5756,2476,40,60,0,"[10,25,13,5,24]","",1,"","",2469,"","",1,1,-16843010,-16843010,-16843010,-16843010
208,5712,2540,0,100,0,"[10,16,5]","","","Supports projectile skills.",13431,"","","",1,1,-16843010,-16843010,-16843010,-16843010
209,5713,2541,100,0,0,"[9,16,15]","","","Supports any skill that has a duration.",13432,"","","",1,1,-16843010,-16843010,-16843010,-16843010
210,5714,2544,0,60,40,"[10,16,4,26]","","","Each supported spell skill will be triggered when you die. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13470,"","","",1,1,-16843010,-16843010,-16843010,-16843010
211,5715,2546,60,0,40,"[9,16,4,26]","","","Each supported spell skill will track damage you take, and be triggered when the total damage taken reaches a threshold. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13433,"","","",1,1,-16843010,-16843010,-16843010,-16843010
212,5716,2547,0,40,60,"[11,16,4,26]","","","Each supported spell skill will have a chance to be triggered when you are stunned. Cannot support skills used by totems, traps, or mines. Vaal skills, channelling skills, and skills with a reservation cannot be triggered.",13388,"","","",1,1,-16843010,-16843010,-16843010,-16843010
213,5717,2554,0,60,40,"[10,25,15,8,4,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
214,5718,2612,0,100,0,"[29,48,10,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will raise the quality of supported gems. Cannot support skills that don't come from gems.",13434,"","","",1,1,470,0,-16843010,-16843010
215,5719,2614,60,0,40,"[12,9,25,4,14,0]",5720,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
216,5720,7337,60,0,40,"[12,9,25,4,14,15,24,0]","",1,"","",2614,"","",1,1,-16843010,-16843010,-16843010,-16843010
217,5721,2617,0,60,40,"[12,10,25,4,14,1]",5722,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
218,5722,7338,0,60,40,"[12,10,25,4,14,15,24,1]","",1,"","",2617,"","",1,1,-16843010,-16843010,-16843010,-16843010
219,5723,2620,0,0,100,"[12,11,25,4,14,2]",5724,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
220,5724,7339,0,0,100,"[12,11,25,4,14,15,24,2]","",1,"","",2620,"","",1,1,-16843010,-16843010,-16843010,-16843010
221,5725,2623,0,0,100,"[11,25,4,14,15,2]",5762,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
222,5762,2634,0,0,100,"[11,25,4,14,15,24,2]","",1,"","",2623,"","",1,1,-16843010,-16843010,-16843010,-16843010
223,5726,2695,0,0,100,"[11,25,4,14,0,30]",5775,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
224,5775,2696,0,0,100,"[11,25,4,14,24,0,30]","",1,"","",2695,"","",1,1,-16843010,-16843010,-16843010,-16843010
225,5727,2744,0,100,0,"[10,25,13,5,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
226,5728,2106,0,0,100,"[11,25,4,5,14,2]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
227,5729,2764,0,60,40,"[21,10,25,4,14,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
228,5730,2765,0,0,100,"[11,25,4,18,14,0]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
229,5731,2766,0,100,0,"[5,13,33,3,10,16]","","","Supports projectile attack skills.",13435,"","","",1,1,453,0,-16843010,-16843010
230,5732,2767,0,0,100,"[11,25,4,8,15,0]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
231,5733,2800,0,0,100,"[11,25,4,14,0,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
232,5734,2820,0,0,100,"[29,48,11,16]","","","Supports any skill gem. Once this gem reaches level 2 or above, will apply a cost & reservation multiplier to supported gems. Cannot support skills that don't come from gems.",13436,"","","",1,1,469,0,-16843010,-16843010
233,5735,2828,0,60,40,"[10,25,4,14,15,3]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
234,5736,2862,0,0,100,"[8,11,25,4,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
235,5737,2871,0,0,100,"[8,11,25,4,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
236,5738,5015,0,0,100,"[8,11,25,4,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
237,5739,2876,0,0,100,"[11,25,4,14,1,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
238,5763,3220,0,60,40,"[10,16,15]","","","Supports any skill that hits enemies.",13473,"","","",1,1,-16843010,-16843010,-16843010,-16843010
239,5765,3221,100,0,0,"[9,25,13,5,14,7,36,0]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
240,5740,3246,0,0,100,"[8,11,25,4,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
241,5774,3250,60,40,0,"[9,25,13,7,36]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
242,5776,8734,0,40,60,"[21,11,25,4,5,0,14,12,38]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
243,5777,3368,0,100,0,"[10,25,13,5,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
244,5779,3402,60,0,40,"[9,16,12]","","","Supports aura skills that affect you and allies, increasing the aura's effect on allies, but preventing it from affecting you at all. Cannot support curse auras, or other auras that only affect enemies. Cannot support skills used by totems.",13465,"","","",1,1,439,0,-16843010,-16843010
245,5780,3403,100,0,0,"[9,25,4,14,15,31]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
246,5781,3404,60,0,40,"[9,25,4,14,0,31,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
247,5782,3405,0,60,40,"[10,25,4,14,1,31]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
248,5783,3406,0,0,100,"[11,25,4,14,15,2,31]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
249,5784,3407,0,100,0,"[10,25,4,31,8,3,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
250,5785,3408,60,0,40,"[9,25,4,31,8,15,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
251,5786,3416,0,100,0,"[10,25,4,17,43]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
252,5787,3614,0,0,100,"[11,25,4,14,2,30]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
253,5788,3614,0,0,100,"[11,25,4,14,2,30]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
254,5789,3664,0,0,100,"[11,25,4,14,2]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
255,5790,3710,0,0,100,"[11,25,4,14,2]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
256,5793,3909,0,0,100,"[11,25,13,5,14]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
257,5794,2307,100,0,0,"[9,25,13,14,2,40,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
258,5792,3920,0,100,0,"[10,25,13,8,15,22,35,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
259,5791,3922,0,100,0,"[10,25,13,8,15,22,35,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
260,5621,4006,0,100,0,"[26,10,25,13,7,36,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
261,5623,4008,100,0,0,"[26,9,25,13,14,33,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
262,5559,4010,60,0,40,"[9,25,13,7,36,14,15,2,18]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
263,5795,4020,40,0,60,"[2,33,11,16]","","","Supports any skill that hits enemies.",13437,"","","",1,1,-16843010,-16843010,-16843010,-16843010
264,5622,4029,100,0,0,"[26,9,25,13,14,33,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
265,5796,4037,0,0,100,"[11,25,3,8,4,28]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
266,5797,4040,0,60,40,"[47,10,25,1,8,4,28]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
267,5798,4043,60,0,40,"[9,25,0,8,4,28]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
268,5799,5038,0,40,60,"[11,25,2,8,4,28]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
269,5800,4082,0,0,100,"[11,16,42,12]","","","Supports hex curse skills, turning them into auras that will apply their effect to all enemies in an area around you.",13400,"","","",1,1,456,0,-16843010,-16843010
270,5801,4084,60,0,40,"[9,25,13,14,1,40,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
271,5802,4101,60,40,0,"[27,9,25,14,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
272,5803,4151,100,0,0,"[27,9,25,14,15,0,13,26,7]","","","","",9254,"","",1,1,-16843010,-16843010,-16843010,-16843010
273,5806,4239,0,0,100,"[11,25,4,22,15,0,35,37]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
274,5808,4282,60,0,40,"[13,9,25,7,36]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
275,5809,4283,100,0,0,"[13,9,16,7]","","","Supports melee attack skills that are not triggered.",13466,"","","",1,1,-16843010,-16843010,-16843010,-16843010
276,5807,4301,0,100,0,"[10,25,13,5,7,36,1]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
277,5810,4349,0,100,0,"[1,10,16]","","","Supports any skill you use to hit enemies yourself. Cannot support skills used by totems, traps, or mines.",13370,"","","",1,1,-16843010,-16843010,-16843010,-16843010
278,5811,4350,0,100,0,"[1,10,16]","","","Supports any skill that deals damage.",13379,"","","",1,1,-16843010,-16843010,-16843010,-16843010
279,5812,4351,0,0,100,"[2,11,16,15]","","","Supports any skill you use to hit enemies yourself. Cannot support skills used by totems, traps, or mines.",13377,"","","",1,1,-16843010,-16843010,-16843010,-16843010
280,5813,4353,0,0,100,"[11,25,4,14,0,5,18]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
281,5814,4393,0,60,40,"[10,16,20,21]","","","Supports skills which throw Traps or Mines.",13438,"","","",1,1,-16843010,-16843010,-16843010,-16843010
282,5816,4412,40,60,0,"[10,25,13,7,36,2,1,0,5,14,18,45]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
283,5815,4419,0,60,40,"[20,10,25,4,14,1]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
284,5818,4507,0,100,0,"[0,10,25,13,14,5,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
285,5817,4526,0,100,0,"[2,10,25,13,5,14,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
286,5821,4533,0,0,40,"[11,25,4,5,14,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
287,5819,4535,0,100,0,"[47,10,25,4,14,33,15]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
288,5822,4547,0,100,0,"[47,10,25,4,14,15,33]",5824,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
289,5824,7814,0,100,0,"[47,10,25,4,14,15,24,33]","",1,"","",4547,"","",1,1,-16843010,-16843010,-16843010,-16843010
290,5823,5364,0,100,0,"[47,10,25,4,14,15,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
291,5825,4569,0,0,100,"[11,25,4,14,15,1,44]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
292,5820,4407,0,100,0,"[10,25,13,5,19,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
293,5826,4597,0,0,100,"[2,11,25,4,14,18,44]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
294,5827,4639,60,40,0,"[9,25,8,4,28,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
295,5828,4670,0,0,100,"[11,25,4,14,2]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
296,5830,4673,100,0,0,"[9,25,13,14,15,40,7]",5888,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
297,5829,4700,0,100,0,"[47,10,16]","","","Supports any skill that hits enemies.",13439,"","","",1,1,-16843010,-16843010,-16843010,-16843010
298,5831,4702,0,40,60,"[11,25,4,14,15,3]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
299,5832,4705,0,0,100,"[11,25,4,14,15,3,30]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
300,5833,4986,0,0,100,"[11,25,4,3,14,30,15]",5889,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
301,5834,4713,0,40,60,"[11,25,4,5,15,3,14]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
302,5838,4725,0,100,0,"[10,25,4,5]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
303,5835,4733,0,60,40,"[3,10,16]","","","Supports any skill that deals damage.",13440,"","","",1,1,452,0,-16843010,-16843010
304,5836,4734,0,0,100,"[4,47,11,16]","","","Supports attack skills, or spell skills that deal damage.",13468,"","","",1,1,458,0,-16843010,-16843010
305,5837,4735,0,100,0,"[10,16,15]","","","Supports any skill that has a duration, or can hit enemies to inflict ailments on them.",13441,"","","",1,1,451,0,-16843010,-16843010
306,5839,4742,0,60,40,"[20,10,16]","","","Supports traps skills, making them throw extra traps randomly around the targeted location.",13442,"","","",1,1,-16843010,-16843010,-16843010,-16843010
307,5843,4743,100,0,0,"[9,25,13,19,7,36]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
308,5844,5053,100,0,0,"[9,25,13,19,14,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
309,5845,5054,100,0,0,"[9,25,13,19,14,40,7]",5892,"","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
310,5840,9262,100,0,0,"[9,25,13,14,40,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
311,5841,4928,0,0,100,"[11,25,4,5,1]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
312,5842,4955,0,0,100,"[11,25,4,14,1,15,38]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
313,5846,4984,0,0,100,"[11,16]","","","Supports any skill that hits or burns enemies, or inflicts elemental ailments.",13443,"","","",1,1,460,0,-16843010,-16843010
314,5847,4985,0,40,60,"[11,16,21]","","","Supports skills which throw mines.",13444,"","","",1,1,-16843010,-16843010,-16843010,-16843010
315,5848,4997,0,100,0,"[20,10,16]","","","Supports skills which throw traps.",13445,"","","",1,1,-16843010,-16843010,-16843010,-16843010
316,6009,5063,0,0,100,"[11,25,4,14]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
317,5867,5066,0,0,100,"[8,11,25,4,14,18,3,38]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
318,5849,5159,0,0,100,"[11,25,4,0,15,30]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
319,5850,5534,0,40,60,"[11,16,30,4,26]","","","Must support both a channelling skill and a non-channelling spell skill to work. The channelling skill will trigger a spell periodically while channelling. Cannot support skills used by totems, traps, or mines. Vaal skills and skills with a reservation cannot be triggered.",13446,5536,"","",1,1,457,0,-16843010,-16843010
320,5851,5651,33,33,33,[16],"","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
321,5620,5655,0,0,100,"[11,25,4,8,15,30]","","","","","",10247,"",1,1,-16843010,-16843010,-16843010,-16843010
322,5852,5926,40,0,60,"[0,11,16,14]","","","Supports any skill that hits enemies.",13447,"","","",1,1,-16843010,-16843010,-16843010,-16843010
323,5853,5927,100,0,0,"[13,33,9,16]","","","Supports attack skills. Cannot support skills that create minions.",13448,"","","",1,1,-16843010,-16843010,-16843010,-16843010
324,5854,5929,0,100,0,"[3,10,16]","","","Supports any skill that hits enemies.",13378,"","","",1,1,-16843010,-16843010,-16843010,-16843010
325,5855,5930,0,60,40,"[10,16]","","","Supports any skill that hits enemies.",13449,"","","",1,1,448,0,-16843010,-16843010
326,5856,6400,50,50,0,"[9,16]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
327,5857,6445,0,40,60,"[3,11,16]","","","Supports any skill that hits enemies.",13450,"","","",1,1,-16843010,-16843010,-16843010,-16843010
328,5858,6446,0,0,100,"[11,16,15]","","","Supports any skill that deals damage or has a duration.",13451,"","","",1,1,-16843010,-16843010,-16843010,-16843010
329,5859,6447,0,100,0,"[10,16]","","","Supports any skill that hits enemies.",13389,"","","",1,1,-16843010,-16843010,-16843010,-16843010
330,5860,6448,100,0,0,"[13,33,9,16]","","","Supports attack skills, or other skills that can maim enemies.",13452,"","","",1,1,-16843010,-16843010,-16843010,-16843010
331,5861,6450,40,0,60,"[0,11,16]","","","Supports any skill that hits enemies.",13453,"","","",1,1,-16843010,-16843010,-16843010,-16843010
332,5862,6451,0,40,60,"[11,16]","","","Supports any skill that hits enemies or inflicts ailments",13454,"","","",1,1,466,0,-16843010,-16843010
333,5863,6452,100,0,0,"[33,9,16]","","","Supports any skill that deals damage.",13455,"","","",1,1,435,0,-16843010,-16843010
334,5864,6881,100,0,0,"[40,9,16,7,13,36]","","","Supports melee strike or slam skills. Every third time you use a supported attack, that use of the skill will be more powerful.",13456,"","","",1,1,-16843010,-16843010,-16843010,-16843010
335,5865,6882,40,60,0,"[10,16]","","","Supports any skill that hits enemies.",13457,"","","",1,1,-16843010,-16843010,-16843010,-16843010
336,5866,6883,0,0,100,"[46,11,16,4,15]","","","Each supported spell will track how much mana you spend on it, granting a buff when the total mana spent reaches a threshold. Cannot support skills used by totems, traps, mines or skills with a reservation.",13458,"","","",1,1,-16843010,-16843010,-16843010,-16843010
337,5869,7198,100,0,0,"[9,25,13,14,0,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
338,5870,7200,0,60,40,"[10,25,4,14,0,15,5]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
339,5871,7256,0,40,60,"[11,25,22,4,14,0,35]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
340,5872,7290,40,60,0,"[25,4,5,30,14]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
341,5873,7349,100,0,0,"[0,9,25,13,14,40,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
342,5874,7400,0,0,100,"[11,16,30,15]","","","Supports any channelling skill, protecting you from damage while you channel it.  Cannot support skills used by totems. Cannot modify the skills of minions.",13474,"","","",1,1,-16843010,-16843010,-16843010,-16843010
343,5875,7401,0,100,0,"[10,16,5]","","","Supports skills that fire projectiles from the user. Does not affect projectiles fired from other locations as secondary effects.",13475,"","","",1,1,-16843010,-16843010,-16843010,-16843010
344,5876,7403,0,0,100,"[14,4,11,16]","","","Supports spell skills that apply an effect to an area around a targeted location. Cannot support Vaal skills or skills used by totems, traps, or mines. Cannot modify the skills of minions.",13477,"","","",1,1,464,0,-16843010,-16843010
345,5877,7405,100,0,0,"[9,16,7,13,36]","","","Supports melee strike skills, causing them to also strike at extra targets simultaneously. The extra targets must be a minimum distance from the user. If supporting a minion attack skill, the minion's skills will not also strike extra targets. Cannot support triggered skills.",13478,"","","",1,1,434,0,-16843010,-16843010
346,5878,7407,0,0,100,"[11,16,8]","","","Supports skills that can hit enemies, or create minions. When those skills or minions kill enemies, or hit rare or unique enemies they will have a chance to summon a Phantasm minion, which uses a piercing projectile spell that deals physical damage.",13479,"","","",1,1,-16843010,-16843010,-16843010,-16843010
347,5879,7437,0,100,0,"[6,13,10,16,15]","","","Supports attack skills that can be used with bows. Supported skills can only be used with bows. Cannot support Vaal skills, minion skills, movement skills, or skills used by totems, traps, or mines.",13480,"","","",1,1,-16843010,-16843010,-16843010,-16843010
348,5880,1019,60,0,40,"[9,25,4,14,15,17,33,42]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
349,5881,7777,33,33,34,"[29,25]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
350,5882,7789,0,60,40,"[20,10,25,4,14,0,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
351,5883,7796,0,40,60,"[20,11,25,4,15,14,1]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
352,5884,7790,0,60,40,"[20,10,25,4,15,14,0]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
353,5885,7793,0,40,60,"[20,47,11,25,4,15,14,2]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
354,5886,7798,0,60,40,"[20,10,25,4,15,14,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
355,5887,7807,0,0,100,"[11,25,4,15,8,24]","",1,"","",2862,"","",1,1,-16843010,-16843010,-16843010,-16843010
356,5888,7912,100,0,0,"[9,25,13,14,15,24,40,7]","",1,"","",4673,"","",1,1,-16843010,-16843010,-16843010,-16843010
357,5889,7813,0,0,100,"[11,25,4,3,14,15,24,38,30]","",1,"","",4986,"","",1,1,-16843010,-16843010,-16843010,-16843010
358,5890,7826,0,60,40,"[47,10,16,20]","","","Supports skills which throw traps.",13481,"","","",1,1,-16843010,-16843010,-16843010,-16843010
359,5891,8761,0,40,60,"[47,11,16,21]","","","Supports skills which throw mines.",13499,"","","",1,1,-16843010,-16843010,-16843010,-16843010
360,5892,7872,100,0,0,"[9,25,13,19,14,24,7,40]","",1,"","",5054,"","",1,1,-16843010,-16843010,-16843010,-16843010
361,5893,7913,60,0,40,"[0,9,25,13,14,22,15,40,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
362,5894,7915,60,0,40,"[2,9,25,13,14,15,7,36,12]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
363,5895,8031,0,100,0,"[10,25,13,5,30,3,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
364,5896,8038,0,100,0,"[10,25,13,14,3,15,5,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
365,5897,8044,40,0,60,"[11,25,8,4]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
366,5898,8150,0,100,0,"[3,33,13,10,16,15]","","","Supports attack skills.",13482,"","","",1,1,-16843010,-16843010,-16843010,-16843010
367,5899,8180,0,40,60,"[1,11,16]","","","Supports any skill that can chill enemies or create chilling areas.",13483,"","","",1,1,-16843010,-16843010,-16843010,-16843010
368,5900,8205,0,0,100,"[1,11,25,4,30,14,15,5,44]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
369,5901,8215,60,40,0,"[9,25,13,14,33,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
370,5902,8216,40,60,0,"[10,25,13,5,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
371,5903,8218,0,0,100,"[2,11,25,4,14,18,15,32]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
372,5904,8222,100,0,0,"[9,25,14,4,15,12,33,39]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
373,5905,8223,100,0,0,"[9,25,14,4,15,12,33,39]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
374,5906,8234,40,60,0,"[10,25,13,5,14,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
375,5907,8236,60,0,40,"[19,9,16]","","","Supports skills which summon totems.",13484,"","","",1,1,-16843010,-16843010,-16843010,-16843010
376,5908,8260,40,0,60,"[11,25,4,14,0,15,32]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
377,5909,8262,40,0,60,"[32,11,25,4]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
378,5910,8440,40,0,60,"[0,11,25,4,14,15,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
379,5911,8446,0,0,100,"[3,11,25,4,14,15,5]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
380,5912,8479,0,0,100,"[3,26,11,25,4,14,15,42]","","","","",8480,"","",1,"",-16843010,-16843010,-16843010,-16843010
381,5916,8484,0,0,100,"[11,16]","","","Supports any skill that hits enemies, causing those hits to leech energy shield based on damage dealt.",13485,"","","",1,1,-16843010,-16843010,-16843010,-16843010
382,5915,8481,40,0,60,"[0,2,11,25,4,14,15,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
383,5917,8485,0,0,100,"[12,47,11,25,4,14]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
384,5914,8487,40,0,60,"[2,11,25,4,14,30,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
385,5919,8489,0,40,60,"[12,11,25,4,14]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
386,5918,8491,0,0,100,"[11,16]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
387,5920,8547,0,0,100,"[14,4,11,16]","","","Supports spell skills that you cast yourself. Cannot support triggered skills, Vaal skills, instant skills, channelling skills, skills with a reservation or which create minions, or skills used by totems, traps, or mines.",13486,"","","",1,1,-16843010,-16843010,-16843010,-16843010
388,5921,8548,0,0,100,"[4,11,16]","","","Supports spell skills, making their effect reoccur when cast. Cannot support skills with cooldowns, triggered skills, Brand skills, Vaal skills, channelling skills, skills with a reservation, or skills used by totems, traps, or mines. Cannot modify the skills of minions.",13487,"","","",1,1,467,0,-16843010,-16843010
389,5922,8567,100,0,0,"[9,25,4,15,34]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
390,5923,8725,0,0,100,"[11,25,4,15,34,8]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
391,5924,8570,0,100,0,"[10,25,4,22,35,37]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
392,5925,8574,0,100,0,"[9,25,13,15,14,7,6]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
393,5926,8575,0,0,100,"[26,10,25,8,4,15]","","","","",8576,"","",1,1,-16843010,-16843010,-16843010,-16843010
394,5927,8577,60,40,0,"[9,25,13,14,15,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
395,5928,8579,60,40,0,"[29,9,25,4,41]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
396,5929,8581,100,0,0,"[9,25,4]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
397,5930,8582,60,40,0,"[33,9,25,13,14,40,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
398,5931,8584,100,0,0,"[9,25,13,14,22,7]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
399,5932,8587,100,0,0,"[9,25,13,7,36,33]","","","","","","","",1,1,-16843010,-16843010,-16843010,-16843010
400,5933,8589,40,60,0,"[10,16,7,13,15]","","","Supports melee attack skills. Cannot support skills which create minions.",13491,"","","",1,1,-16843010,-16843010,-16843010,-16843010
