"rownum","Id","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32"
140,"2_8_12_1",5,0,60,15,30,12,10,12,100,30,2,30,4,0,204,0,20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,13,100,100,100,12,100
141,"2_8_12_2",5,0,60,15,30,12,10,12,100,30,2,30,4,0,204,0,20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,13,100,100,100,12,100
142,"2_8_13",5,20,60,15,30,12,10,12,100,30,2,30,4,0,204,0,20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,13,100,100,100,12,100
143,"2_9_1",5,0,45,15,30,12,10,12,100,30,2,30,4,0,204,0,20,10,80,20,0,100,0,9,0,13,10,0,0,72,15,10,0,0,0,12,0,100,13,100,100,100,12,100
144,"2_9_town",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,"2_9_2",5,20,60,15,30,12,10,13,100,30,2,30,4,0,204,0,20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12,100
146,"2_9_3",5,20,60,15,30,12,10,13,100,30,2,30,4,0,204,0,20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12,100
147,"2_9_4",5,20,60,15,30,12,10,13,100,30,2,30,4,0,204,0,20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12,100
148,"2_9_5",5,20,60,15,30,12,10,13,100,30,2,30,4,0,204,0,20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12,100
149,"2_9_6",5,20,60,15,30,12,10,13,100,30,2,30,4,0,204,0,20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12,100
150,"2_9_7",5,20,60,15,30,12,10,13,100,30,2,30,4,0,204,0,20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12,100
151,"2_9_8",5,20,60,15,30,12,10,13,100,30,2,30,4,0,204,0,20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12,100
152,"2_9_9",5,20,60,15,30,12,10,13,100,30,2,30,4,0,204,0,20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12,100
153,"2_9_10_1",5,20,60,15,30,12,10,13,100,30,2,30,4,0,204,0,20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12,100
154,"2_9_10_2",5,20,60,15,30,12,10,13,100,30,2,30,4,0,204,0,20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12,100
155,"2_10_town",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,"2_10_1",5,20,60,15,30,12,10,14,100,30,2,30,4,0,204,0,20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12,100
157,"2_10_2",5,20,60,15,30,12,10,14,100,30,2,30,4,0,204,0,20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12,100
158,"2_10_3",5,20,60,15,30,12,10,14,100,30,2,30,4,0,204,0,20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12,100
159,"2_10_4",5,20,60,15,30,12,10,14,100,30,2,30,4,0,204,0,20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12,100
160,"2_10_5",5,20,60,15,30,12,10,14,100,30,2,30,4,0,204,0,20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12,100
161,"2_10_6",5,20,60,15,30,12,10,14,100,30,2,30,4,0,204,0,20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,0,0,100
162,"2_10_7",5,20,60,15,30,12,10,14,100,30,2,30,4,0,204,0,20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12,100
163,"2_10_8",5,20,60,15,30,12,10,14,100,30,2,30,4,0,204,0,20,10,80,20,0,100,0,8,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12,100
164,"2_10_9",5,20,60,15,30,12,10,14,100,30,2,30,4,0,204,0,20,10,80,20,0,100,0,0,0,13,10,0,0,72,15,10,0,0,0,11,0,100,12,100,100,100,12,100
165,"2_11_town",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,"2_11_lab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,"2_11_lab_trailer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,"2_11_1_courts",0,0,0,0,0,0,10,14,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,"3_3_8_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,"3_TalismanBoss",5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
171,"3_ProphecyBoss",5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
172,"3_ClassicTreasury",5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
173,"ClassicTreasury_2",5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
174,"ClassicTreasury_Vaal",5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
175,"UberVenariusVault",5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
176,"UberEaterOfWorldsVault",5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
177,"UberMavenVault",5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
178,"UberSearingExarchVault",5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
179,"UberSirusVault",5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
180,"UberShaperVault",5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
181,"UberUberElderVault",5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
182,"Incursion_Temple1",5,0,0,0,0,0,0,0,100,30,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
183,"Incursion_Temple2",5,0,0,0,0,0,0,0,100,30,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
184,"Incursion_Temple3",5,0,0,0,0,0,0,0,100,30,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
185,"Incursion_Temple4",5,0,0,0,0,0,10,10,100,30,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
186,"Incursion_Temple5",5,0,0,0,0,0,16,20,100,30,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
187,"Incursion_Temple6",5,0,0,0,0,0,16,20,100,30,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
188,"Incursion_Temple7_",5,0,0,0,0,0,16,20,100,30,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
189,"Incursion_Temple8",5,0,0,0,0,0,16,20,100,30,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
190,"Incursion_Temple9",5,0,0,0,0,0,16,20,100,30,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
191,"Incursion_Temple10",5,0,0,0,0,0,16,20,100,30,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
192,"Incursion_Room1",5,0,0,0,0,0,0,0,100,30,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
193,"Incursion_Room2",5,0,0,0,0,0,0,0,100,30,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
194,"Incursion_Room3",5,0,0,0,0,0,0,0,100,30,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
195,"Incursion_Room4",5,0,0,0,0,0,10,10,100,30,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
196,"Incursion_Room5",5,0,0,0,0,0,16,20,100,30,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
197,"Incursion_Room6",5,0,0,0,0,0,16,20,100,30,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
198,"Incursion_Room7",5,0,0,0,0,0,16,20,100,30,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
199,"Incursion_Room8",5,0,0,0,0,0,16,20,100,30,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
200,"Incursion_Room9",5,0,0,0,0,0,16,20,100,30,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
201,"Incursion_Room10",5,0,0,0,0,0,16,20,100,30,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
202,"Delve_Hub",5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
203,"Delve_Endless",5,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
204,"Delve_Main",0,0,0,0,0,0,0,0,100,30,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
205,"Delve_Empty",0,0,0,0,0,0,0,0,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,"Delve_Mines",5,0,0,0,10,10,0,0,0,0,0,0,4,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
207,"Delve_Mines2",5,0,0,0,15,15,10,0,0,0,0,0,4,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
208,"Delve_Mines3",5,0,0,0,20,20,11,15,0,0,0,0,4,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
209,"Delve_Mines4",5,0,0,0,25,20,12,18,0,0,0,0,4,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
210,"Delve_Mines5",5,0,0,0,30,20,13,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
211,"Delve_Mines6",5,0,0,0,30,20,14,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
212,"Delve_Mines7",5,0,0,0,30,20,15,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
213,"Delve_Mines8",5,0,0,0,30,20,16,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
214,"Delve_Caverns",5,0,0,0,10,10,0,0,0,0,0,0,4,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
215,"Delve_Caverns2",5,0,0,0,15,15,10,12,0,0,0,0,4,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
216,"Delve_Caverns3",5,0,0,0,20,20,11,15,0,0,0,0,4,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
217,"Delve_Caverns4",5,0,0,0,25,20,12,18,0,0,0,0,4,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
218,"Delve_Caverns5",5,0,0,0,30,20,13,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
219,"Delve_Caverns6",5,0,0,0,30,20,14,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
220,"Delve_Caverns7",5,0,0,0,30,20,15,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
221,"Delve_Caverns8",5,0,0,0,30,20,16,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
222,"Delve_PetrifiedForest",5,0,0,0,10,10,0,0,0,0,0,0,4,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
223,"Delve_PetrifiedForest2",5,0,0,0,15,15,10,12,0,0,0,0,4,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
224,"Delve_PetrifiedForest3",5,0,0,0,20,20,11,15,0,0,0,0,4,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
225,"Delve_PetrifiedForest4",5,0,0,0,25,20,12,18,0,0,0,0,4,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
226,"Delve_PetrifiedForest5",5,0,0,0,30,20,13,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
227,"Delve_PetrifiedForest6",5,0,0,0,30,20,14,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
228,"Delve_PetrifiedForest7",5,0,0,0,30,20,15,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
229,"Delve_PetrifiedForest8",5,0,0,0,30,20,16,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
230,"Delve_AbyssalDepths",5,0,0,0,10,10,0,0,0,0,0,0,4,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
231,"Delve_AbyssalDepths2",5,0,0,0,15,15,10,12,0,0,0,0,4,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
232,"Delve_AbyssalDepths3",5,0,0,0,20,20,11,15,0,0,0,0,4,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
233,"Delve_AbyssalDepths4",5,0,0,0,25,20,12,18,0,0,0,0,4,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
234,"Delve_AbyssalDepths5",5,0,0,0,30,20,13,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
235,"Delve_AbyssalDepths6",5,0,0,0,30,20,14,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
236,"Delve_AbyssalDepths7",5,0,0,0,30,20,15,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
237,"Delve_AbyssalDepths8",5,0,0,0,30,20,16,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
238,"Delve_IceCaves",5,0,0,0,10,10,0,0,0,0,0,0,4,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
239,"Delve_IceCaves2",5,0,0,0,15,15,10,12,0,0,0,0,4,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
240,"Delve_IceCaves3",5,0,0,0,20,20,11,15,0,0,0,0,4,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
241,"Delve_IceCaves4",5,0,0,0,25,20,12,18,0,0,0,0,4,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
242,"Delve_IceCaves5",5,0,0,0,30,20,13,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
243,"Delve_IceCaves6",5,0,0,0,30,20,14,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
244,"Delve_IceCaves7",5,0,0,0,30,20,15,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
245,"Delve_IceCaves8",5,0,0,0,30,20,16,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
246,"Delve_Mantle",5,0,0,0,10,10,0,0,0,0,0,0,4,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
247,"Delve_Mantle2",5,0,0,0,15,15,10,12,0,0,0,0,4,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
248,"Delve_Mantle3",5,0,0,0,20,20,11,15,0,0,0,0,4,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
249,"Delve_Mantle4",5,0,0,0,25,20,12,18,0,0,0,0,4,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
250,"Delve_Mantle5",5,0,0,0,30,20,13,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
251,"Delve_Mantle6",5,0,0,0,30,20,14,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
252,"Delve_Mantle7",5,0,0,0,30,20,15,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
253,"Delve_Mantle8",5,0,0,0,30,20,16,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
254,"Delve_SubmergedPassage",5,0,0,0,10,10,0,0,0,0,0,0,4,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
255,"Delve_SubmergedPassage2",5,0,0,0,15,15,10,12,0,0,0,0,4,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
256,"Delve_SubmergedPassage3",5,0,0,0,20,20,11,15,0,0,0,0,4,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
257,"Delve_SubmergedPassage4",5,0,0,0,25,20,12,18,0,0,0,0,4,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
258,"Delve_SubmergedPassage5",5,0,0,0,30,20,13,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
259,"Delve_SubmergedPassage6",5,0,0,0,30,20,14,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
260,"Delve_SubmergedPassage7",5,0,0,0,30,20,15,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
261,"Delve_SubmergedPassage8",5,0,0,0,30,20,16,20,0,0,0,0,4,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
262,"Delve_VaalRuins",5,0,0,0,10,10,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
263,"Delve_VaalRuins2",5,0,0,0,15,15,10,12,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
264,"Delve_VaalRuins3",5,0,0,0,20,20,11,15,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
265,"Delve_VaalRuins4",5,0,0,0,25,20,12,18,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
266,"Delve_VaalRuins5",5,0,0,0,30,20,13,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
267,"Delve_VaalRuins6",5,0,0,0,30,20,14,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
268,"Delve_VaalRuins7",5,0,0,0,30,20,15,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
269,"Delve_VaalRuins8",5,0,0,0,30,20,16,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
270,"Delve_AbyssalCity",5,0,0,0,10,10,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
271,"Delve_AbyssalCity2",5,0,0,0,15,15,10,12,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
272,"Delve_AbyssalCity3",5,0,0,0,20,20,11,15,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
273,"Delve_AbyssalCity4",5,0,0,0,25,20,12,18,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
274,"Delve_AbyssalCity5",5,0,0,0,30,20,13,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
275,"Delve_AbyssalCity6",5,0,0,0,30,20,14,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
276,"Delve_AbyssalCity7",5,0,0,0,30,20,15,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
