"rownum","Id","MonsterVarietiesKeys","AchievementItemsKeys","bool","PlayerConditionsKeys","MonsterDeathConditionsKeys","[rid]","i32","i32","bool","bool","rid","[rid]","[rid]","[rid]","rid","i32","NearbyMonsterConditionsKeys","bool","MultiPartAchievementConditionsKeys","i32","bool"
193,"KillVoxTwinsWithoutTwinsSwappingPositions","[8240,8241]",[7427],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"","[45,44]",1,""
194,"KillVoxTwinsByKillingVixVoxFirst",[8241],[7428],"",[],[],[],1,1,1,"","",[],[],[],"",0,[],"",[44],1,""
195,"KillVoxTwinsByKillingVinnyVoxFirst",[8240],[7429],"",[],[],[],1,1,1,"","",[],[],[],"",0,[],"",[44],1,""
196,"KillWarband","[4277,4280,4282,4305,4308,4311,4331,4334,4336,4338,4344,4347,4356,4358,4361,4363,4365,4367]",[7542],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
197,"KillBeyondBoss",[0],[7547],"",[],[15],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
198,"KillHeistBossNoTwins","[8237,8227,8230,8232]",[7561],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
199,"KillHeistBossTwins","[8240,8241]","[7561,7562]","",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[44],1,""
200,"KillMavenBuffedBoss",[0],[8834],"",[],"[7,39]",[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
201,"KillAbaxoth",[3424],[7665],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
202,"KillShaper",[4948],[8351],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
203,"KillSirusAwakeningLevel8",[7828],[8223],"",[],[],[],1,1,"","",10708,[],[],[],"",0,[],"",[],8,""
204,"KillOshabi",[8115],[8982],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
205,"KillTheMaven",[8433],"[8222,7630]","",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
206,"KillCaptainClayborneWithoutDefeatingDrownedCrew",[8201],[7491],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[46],1,""
207,"KillOrmudFiendOfTheFloodWithoutBeingHitByWaterVortexOrCollapsingOrb",[8403],[7492],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[47],1,""
208,"KillLyciusMidnightsHowlWhileHeIsUsingWolfBarrage",[4601],[7493],"",[],[40],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
209,"KillBramblefallBossesWithoutBeingHitBySlamScreechSpikes","[8138,8141,8144]",[7632],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"","[48,49]",1,""
210,"KillBurtokConjurerOfBonesWhileAffectedByBoneRoilAndWhileHeIsBleeding",[3373],[7633],"",[40],[36],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
211,"KillDoedreTheDefilerWhileYouHave5StacksOfDoedresSufferingTormentWithering","[5762,5766]",[7634],"","[41,42,43]",[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
212,"KillFoundryMapBossesWithinThreeSecondsOfOneAnotherAndWithoutBeingHitByCorpseRain","[8426,8193]",[7631],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"","[50,51]",1,""
213,"DefeatTheMavenWithoutMoreThan16VolatilesEver",[8433],[7660],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[52],1,""
214,"DefeatTheMavenWithoutFailingMemoryGame",[8433],[7662],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[53],1,""
215,"DefeatTheMavenWithoutBeingHitByElasticBeams",[8433],[7663],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[54],1,""
216,"KillLegionGeneral","[7198,7212,7237,7259,7285]",[7730],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
217,"KillBaranTheCrusaderWith80QuantityInArea","[7693,7694]","[8016,8580]","",[],[],[],1,1,"","",1037,[],[],[],"",0,[],"",[],80,""
218,"KillVeritaniaTheRedeemerWith80QuantityInArea","[7718,7719]","[8017,8581]","",[],[],[],1,1,"","",1037,[],[],[],"",0,[],"",[],80,""
219,"KillAlHezminTheHunterWith80QuantityInArea","[7740,7741]","[8018,8582]","",[],[],[],1,1,"","",1037,[],[],[],"",0,[],"",[],80,""
220,"KillDroxTheWarlordWith80QuantityInArea","[7768,7769]","[8019,8583]","",[],[],[],1,1,"","",1037,[],[],[],"",0,[],"",[],80,""
221,"KillTrialmaster",[8464],"[7906,9046]","",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
222,"KillSanguineSirenWhileAffectedByTemporalChains",[5634],[7744],"",[46],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,1
223,"KillPromenadeBossRanged",[2440],[],"",[],[],[],1,1,"","","",[],[],[],127,1,[],"",[],1,""
224,"KillPromenadeBossMelee",[2437],[],"",[],[],[],1,1,"","","",[],[],[],127,1,[],"",[],1,""
225,"KillPromenadeBossesWhileAffectedByConductivity","[2437,2440]",[7745],"",[47],[],[],1,1,"","","",[],[],[],"",0,[],"",[55],1,1
226,"KillOlofSonOfTheHeadsmansWhileBothHeAndAllPlayersAreTaunted",[4044],[7902],"",[38],[41],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
227,"KillTyrantWhileBotheAndAllPlayersAreAffectedByMoltenShell",[2464],[7903],"",[48],[42],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,1
228,"KillThePrimalOneWhileHeIsChannellingSunderAndWithoutBeingHitBySunder",[2419],[7904],"",[],[43],[],1,1,1,"","",[],[],[],"",0,[],"",[58],1,""
229,"KillUulNetolLevel81OrHigherAfterActivatingAll4Portals",[5092],[7905],"",[],[],[],81,81,1,"","",[],[],[],"",0,[],"",[59],1,""
230,"KillTrialmasterWithoutBeingHitByBloodOrb",[8464],[7921],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[60],1,""
231,"KillTrialmasterWithoutBeingHitBySpearPulse",[8464],[7922],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[61],1,""
232,"KillTrialmasterAfterCollectingAllCurrencyFromShrines",[8464],[7923],"",[],[],[],1,1,1,"","",[],[],[],"",0,[],"",[62],1,""
233,"KillTrialmasterWhileAffectedByTetherAndWithoutBeingHitByHeart",[8464],[7924],"",[49],[],[],1,1,1,"","",[],[],[],"",0,[],"",[63],1,1
234,"KillTheReaverWhileAffectedByBearTrap",[2434],[8006],"",[50],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
235,"KillStonebeakAfterGnarAndWithoutDamagingGnarBeforeStonebeakDeath",[4031],[8007],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"","[64,65]",1,""
236,"KillStoneOfTheCurrentsWhileVolatileSurgeIsActiveAnd15FloodOrbsAreAlive",[4213],[8008],"",[],[44],[],1,1,1,"","",[],[],[],"",0,[],"",[79],1,""
237,"KillMurgethBogsongWhileAffectedByToxicSwamp",[8163],[8194],"",[51],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
238,"DefeatMerveilUndergroundSeaMapWhileAffectedByFourStacksOfScreech",[2363],[8195],"",[52],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
239,"DefeatTrioCrystalOreMapWhileAffectedByRighteousFire","[3906,3927,3948]",[8197],"",[53],[],[],1,1,"","","",[],[],[],"",0,[],"",[66],1,""
240,"KillUhtredWithoutBeingAffectedByGlimpseOfInfinityOrIndifferenceOfTheCosmos",[8621],[8206],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[67],1,""
241,"KillUthredWhileAffectedByGlimpseOfInfinity",[8621],[8207],"",[54],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
242,"KillUhtredWhileAffectedByIndifferenceOfTheCosmos",[8621],[8208],"",[55],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
243,"KillUhtredWithoutTriggeringSeekingStar",[8621],[8209],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[68],1,""
244,"KillMedvedWhilePoisoned",[8670],[8198],"",[56],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
245,"KillMedvedAfterFiveArachnidFamiliarSummons",[8670],[8199],"",[],[],[],1,1,1,"","",[],[],[],"",0,[],"",[69],1,""
246,"KillMedvedAfterKilling3CultistsWithin5Seconds",[8670],[8200],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[70],1,""
247,"KillMedvedWithoutKillingAnyCultists",[8670],[8201],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[71],1,""
248,"KillVoranaWhileAffectedByTheBlackReaping",[8622],[8202],"",[57],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
249,"KillVoranaWithoutCausingAnyOrbitingStarsToCollapse",[8622],[8203],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[72],1,""
250,"KillVoranaAfterCausingAtLeast25OrbitingStarsToCollapse",[8622],[8204],"",[],[],[],1,1,1,"","",[],[],[],"",0,[],"",[73],1,""
251,"KillVoranaWithoutBeingHitByCollapsingOrbitingStarsOrTheirProjectiles",[8622],[8205],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[74],1,""
252,"KillOlrothWhileBothRunicGatewaysAreActive",[8675],[8210],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[75],1,""
253,"KillOlrothWhileBothCrystalStarsAreActive",[8675],[8211],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[76],1,""
254,"KillOlrothWithoutBeingHitByCageOfLightOrAffectedByExterminatingFlames",[8675],[8212],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"","[77,78]",1,""
255,"KillOlrothWhileAffectedByEnervation",[8675],[8213],"",[58],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
256,"KillAul",[6610],"[4205,8842]","",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
257,"KillFarrul","[6107,6108]",[4206],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
258,"FlawlessBreachstoneBreachlord","[5092,5095,5083,5086,5089]",[8723],"",[],[],[],84,84,"","","",[],[],[],"",0,[],"",[],1,""
259,"KillAulWithoutBeingHitByAbyssSlam81plus",[6610],[9109],"",[],[],[],81,81,"","","",[],[],[],"",0,[],"",[80],1,""
260,"KillUberElderWithoutBeingHitByBeamOrTentacles",[5946],[8404],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[81],1,""
261,"KillUberAtziriWithoutBeingHitByStormCall",[3378],[8405],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[82],1,""
262,"KillSirus8WithoutBeingHitByEndlessFire",[7828],[8406],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[83],1,""
263,"KillMavenWithoutBeingHitByCascade",[8434],[8407],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[84],1,""
264,"KillCrusaderWithoutBeingHitBySlam","[7693,7694]",[8343],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[85],1,""
265,"KillHunterWithoutBeingHitByStabSlam","[7740,7741]",[8344],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[86],1,""
266,"KillRedeemerWithoutBeingHitByTornadoes","[7718,7719]",[8345],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[87],1,""
267,"KillWarlordWithoutBeingHitByBanners","[7768,7769]",[8346],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[88],1,""
268,"KillTheBlackStar",[8925],"[8422,8518]","",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
269,"KillTheInfiniteHunger",[8934],"[8423,8519]","",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
270,"KillTheSearingExarch",[8928],"[8424,8568]","",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
271,"KillTheEaterOfWorlds",[8929],"[8425,8567]","",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
272,"KillOlroth81OrHigher",[8675],[8574],"",[],[],[],81,81,"","","",[],[],[],"",0,[],"",[],1,""
273,"KillKurgal81OrHigher",[5933],[8573],"",[],[],[],81,81,"","","",[],[],[],"",0,[],"",[],1,""
274,"KillUulNetol81OrHigher",[5092],[8572],"",[],[],[],81,81,"","","",[],[],[],"",0,[],"",[],1,""
275,"DefeatAmanamu81OrHigher",[5932],[8571],"",[],[],[],81,81,"","","",[],[],[],"",0,[],"",[],1,""
276,"DefeatMastermind83OrHigher",[6884],[9110],"",[],[],[],83,83,"","","",[],[],[],"",0,[],"",[],1,""
277,"KillBlackStarWithoutBeingHitByMeteors",[8925],[8629],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[89],1,""
278,"KillBlackStarWithMonsterFleet",[8925],[8630],"",[],[],[],1,1,"","",990,[],[],[],"",0,[],"",[],1,""
279,"KillInfiniteHungerWithoutBeingTeleported",[8934],[8631],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[90],1,""
280,"KillInfiniteHungerWithMonsterLife",[8934],[8632],"",[],[],[],1,1,"","",988,[],[],[],"",0,[],"",[],1,""
281,"KillEaterOfWorldsWithoutDrowning",[8929],[8633],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[91],1,""
282,"KillEaterOfWorldsWithChilledGround",[8929],[8634],"",[],[],[],1,1,"","",10801,[],[],[],"",0,[],"",[],1,""
283,"KillSearingExarchWithoutBeingHitByRollingMeteors",[8928],[8635],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[92],1,""
284,"KillSearingExarchWithPhysicalAsFire",[8928],[8636],"",[],[],[],1,1,"","",1030,[],[],[],"",0,[],"",[],1,""
285,"KillMapBossWhileAffectedByCovetousShrine",[0],[8766],"",[45],[7],[],1,1,"",1,"",[],[],[],"",0,[],"",[],1,""
286,"KillEssenceBossWhileAffectedByCovetousShrine",[0],[8768],"",[45],[21],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
287,"KillMetamorphWhileAffectedByCovetousShrine",[7686],[8769],"",[45],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
288,"KillDeliriumBossWhileAffectedByCovetousShrine","[7903,7905]",[8770],"",[45],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
289,"KillShaperOrElderGuardianWhileAffectedByCovetousShrine","[4865,4856,4861,4868,5934,5936,5938,5941]",[8771],"",[45],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
290,"KillHarvestBoss","[8094,8111,8113]",[8981],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
291,"DefeatRareMonsterTaggedBySentinel",[0],[8653],"",[],"[2,45]",[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
292,"DefeatRogueExileTaggedBySentinel","[2536,2540,2542,2554,2555,2559,2561,2524,2528,2532,2588,2591,2592,2576,2580,2582,2568,2571,2573,2546,2547,2551,2534,2543,2562,2585,2574,2552,2566,2553,2575,2586,2545,2567,2593,2594,2595,2596,2597,2598]",[8654],"",[],[45],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
293,"DefeatActBossTaggedBySentinel","[151,148,1585,4134,5380,5143,5374,5282,5306,5790,5387]",[8655],"",[],[45],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
294,"KillMapBossInRareMapAfterActivating6SearingExarchAltarsWithWrathOfTheCosmosAllocated",[0],[8790],"",[59],[7],[],83,83,"",1,1945,[],[],[],"",0,[],"",[],2,""
295,"KillUberShaper",[4948],"[8802,8874,9101]","",[],[],[],85,85,"","","",[],[],[],"",0,[],"",[],1,""
296,"KillUberSirus",[7828],"[8823,8874,9095]","",[],[],[],85,85,"","","",[],[],[],"",0,[],"",[],1,""
297,"KillUberUberElder",[5946],"[8824,8874,9096]","",[],[],[],85,85,"","","",[],[],[],"",0,[],"",[],1,""
298,"KillUberMaven",[8433],"[8825,8874,9097]","",[],[],[],85,85,"","","",[],[],[],"",0,[],"",[],1,""
299,"KillUberSearingExarch",[8928],"[8830,8874,9098]","",[],[],[],85,85,"","","",[],[],[],"",0,[],"",[],1,""
300,"KillUberEaterOfWorlds",[8929],"[8831,8874,9099]","",[],[],[],85,85,"","","",[],[],[],"",0,[],"",[],1,""
301,"DefeatEssenceBossWithAtLeast5RareModifiers",[0],[8759],"",[],[47],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
302,"DefeatAnEssenceBossWhichHasACorruptOnlyEssences",[0],[8920],"",[],"[21,49]",[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
303,"KillShaperWithMavenWitness",[4948],[8835],"",[],[39],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
304,"KillShaperWithoutBeingAffectedByShaperBeam",[4948],[8836],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[93],1,""
305,"KillShaperWithoutDetonatingAnomaly",[4948],[8837],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[94],1,""
306,"KillShaperWhileHimAndYouAreChilled",[4948],[8838],"",[60],[50],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
307,"KillBlackStarWith80ItemQuantity",[8925],[8843],"",[],[],[],1,1,1,"",1037,[],[],[],"",0,[],"",[],80,""
308,"KillBlackStarWithoutGainingMoreThan5StacksOfCrushingDarknessOrAnnihilatingLight",[8925],[8844],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[97],1,""
309,"KillBlackStarWith30StacksOfAnnihilatingLightAndWithoutGainingStacksOfCrushingDarkness",[8925],[8845],"",[61],[],[],1,1,"","","",[],[],[],"",0,[],"",[95],1,""
310,"KillBlackStarWith30StacksOfCrushingDarknessAndWithoutGainingStacksOfAnnihilatingLight",[8925],[8846],"",[62],[],[],1,1,"","","",[],[],[],"",0,[],"",[96],1,""
311,"KillInfiniteHungerWith80ItemQuantity",[8934],[8847],"",[],[],[],1,1,1,"",1037,[],[],[],"",0,[],"",[],80,""
312,"KillInfiniteHungerWithoutBeingHitByVomit",[8934],[8848],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[98],1,""
313,"KillInfiniteHungerWith50StacksOfCorrosiveHunger",[8934],[8849],"",[63],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
314,"KillInfiniteHungerWithoutGainingMoreThan20StacksOfCorrosiveHungerAndAfterBeingPulledUnder3Times",[8934],[8850],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"","[99,100]",1,""
315,"KillSearingExarchWith80ItemQuantity",[8928],[8851],"",[],[],[],1,1,1,"",1037,[],[],[],"",0,[],"",[],80,""
316,"KillSearingExarchWithoutBeingAffectedByCauterisedFlesh",[8928],[8852],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[101],1,""
317,"KillSearingExarchWithoutBeingHitByAnnihilation",[8928],[8854],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[102],1,""
318,"KillEaterOfWorldsWith80ItemQuantity",[8929],[8855],"",[],[],[],1,1,1,"",1037,[],[],[],"",0,[],"",[],80,""
319,"KillEaterOfWorldsAfterBeginningToDrownAtLeast10Times",[8929],[8856],"",[],[],[],1,1,1,"","",[],[],[],"",0,[],"",[103],1,""
320,"KillEaterOfWorldsWithoutBeingAffectedByMoreThan10StacksOfInescapableDoom",[8929],[8857],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[104],1,""
321,"KillUberElderAfterDefeating3MadnessPropagatorsWithin5Seconds",[5946],[8863],"",[],[],[],1,1,1,"","",[],[],[],"",0,[],"",[105],1,""
322,"KillUberElderWithoutTakingDamageFromShaperBeam",[5946],[8864],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[106],1,""
323,"KillUberElderWithoutDetonatingVolatileAnomalies",[5946],[8865],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[107],1,""
324,"KillUberElderAfterDetonatingAtLeast20VolatileAnomalies",[5946],[8866],"",[],[],[],1,1,1,"","",[],[],[],"",0,[],"",[108],1,""
325,"KillMavenWithoutBeingHitByCascadeOfPain",[8433],[8867],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[109],1,""
326,"KillMavenAfterCompleting5MemoryGames",[8433],[8868],"",[],[],[],1,1,1,"","",[],[],[],"",0,[],"",[110],1,""
327,"KillMavenWhileAffectedByMavensPunishment",[8433],[8869],"",[64],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
328,"KillMavenWithoutBeingAffectedByGravityWell",[8433],[8870],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[111],1,""
329,"KillRareMonsterInT16MapWith5ArchnemesisMods",[0],[8873],"",[],"[2,48]",[],83,83,"","","",[],[],[],"",0,[],"",[],1,""
330,"KillMapBossT16With50Empowerment",[0],[8876],"",[],"[7,52]",[],83,83,"","","",[],[],[],"",0,[],"",[],1,""
331,"KillMapBossLevel80With50Empowerment",[0],[8826],"",[],"[7,52]",[],80,80,"","","",[],[],[],"",0,[],"",[],1,""
332,"KillDeliriumBossLevel80With50Empowerment","[7903,7905]",[8827],"",[],[52],[],80,80,"","","",[],[],[],"",0,[],"",[],1,""
333,"KillBreachBossInDomainLevel80With50Empowerment","[5092,5095,5083,5086,5089]",[8828],"",[],[52],[],80,80,"","","",[],[],[],"",0,[],"",[],1,""
334,"KillMetamorphLevel80With50Empowerment",[7686],[8829],"",[],[52],[],80,80,"","","",[],[],[],"",0,[],"",[],1,""
335,"KillSuncallerAshaIn8ModT16MapWhileEmpoweredByUniqueSentinel",[978],[8859],"",[],[46],[],83,83,"","",4492,[],[],[],"",0,[],"",[],8,""
336,"KillMaligaroTheMutilatorIn8ModT16MapWhileEmpoweredByUniqueSentinel",[5776],[8860],"",[],[46],[],83,83,"","",4492,[],[],[],"",0,[],"",[],8,""
337,"KillAmalgamOfNightmaresIn8ModT16MapWhileEmpoweredByUniqueSentinel",[5792],[8861],"",[],[46],[],83,83,"","",4492,[],[],[],"",0,[],"",[],8,""
338,"KillStoneOfTheCurrentsIn8ModT16MapWhileEmpoweredByUniqueSentinel",[4213],[8862],"",[],[46],[],83,83,"","",4492,[],[],[],"",0,[],"",[],8,""
339,"KillShavronneTheSickeningIn8ModT16MapWhileEmpoweredByUniqueSentinel",[5771],[8877],"",[],[46],[],83,83,"","",4492,[],[],[],"",0,[],"",[],8,""
340,"KillDoedreTheDefilerIn8ModT16MapWhileEmpoweredByUniqueSentinel",[5183],[8878],"",[],[46],[],83,83,"","",4492,[],[],[],"",0,[],"",[],8,""
341,"KillFireAndFuryIn8ModT16MapWhileEmpoweredByUniqueSentinel",[2290],[8879],"",[],[46],[],83,83,"","",4492,[],[],[],"",0,[],"",[],8,""
342,"KillTheRestlessShadeIn8ModT16MapWhileEmpoweredByUniqueSentinel",[8172],[8880],"",[],[46],[],83,83,"","",4492,[],[],[],"",0,[],"",[],8,""
343,"KillMetamorphComprisedOf5UniqueBodyParts",[7686],[8772],"",[],[51],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
344,"KillMetamorphWhichHas5ArchnemesisModifiers",[7686],[8773],"",[],[53],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
345,"KillExpeditionBoss","[8621,8670,8622,8675]",[8952],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
346,"KillPossessedMonster",[0],[8896],"",[],"[13,2]",[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
347,"DefeatAnEssenceWith3ShriekingEssences",[0],[8918],"",[],"[21,54]",[],81,81,"","","",[],[],[],"",0,[],"",[],1,""
348,"FinishAbyssAreas","[5931,5932,6012,6013]",[8922],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
349,"KillBlightBossLevel81Plus","[7418,7426,7428,7434,7438,7448,7460,7481,7490,7499,7505,7516,7521,7534,7541,7547,7553,7560,7569,7578,7584,7596,7606,7618]",[8946],"",[],[],[],81,81,"","","",[],[],[],"",0,[],"",[],1,""
350,"Kill83IncursionOmnitect",[6264],[9111],"",[],[],[],83,83,"","","",[],[],[],"",0,[],"","[113,114]",1,""
351,"DefeatMastermind81OrHigher",[6884],[9106],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
352,"KillUberAtziriWithoutBeingHitByFlameblast",[3378],[9108],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[112],1,""
353,"KillLakePhysicalBosses","[1927,1352,2938,2311,1895,8139,4894,4021,5793,5657,3771,4442,4873,5697,4384,2564,5635,8181,2279,4598,5124,5708,8188,2297,2285,5361,4471,251,1361,2395,3825,1151,2399,3374,1588,2304,4139,4052,2435,5767,2371,2420,7037,3115,1386,3848,5184,2314,8142,2530,4066,5763,2384,3949,2578,4060]",[9033],"",[],[],[1767],81,81,"","","",[],[],[],"",0,[],"",[],1,""
354,"KillLakeColdBosses","[1012,2341,5286,4072,8149,8404,1469,1993,5300,5146,5670,2364,4153,74,8152,8155,2317]",[9030],"",[],[],[1767],81,81,"","","",[],[],[],"",0,[],"",[],1,""
355,"KillLakeFireBosses","[5401,2429,2462,2381,5129,2329,4014,8378,2291,4042,2643,979,4515,5413,5755,5623,5324,2308,6239,74,5310,1287,4412,4983,3928]",[9031],"",[],[],[1767],81,81,"","","",[],[],[],"",0,[],"",[],1,""
356,"KillLakeLightningBosses","[5772,5809,2458,2320,1339,2336,4883,4131,2471,4397,5136,1578,4214,1019,2432,8381,2441,8145]",[9032],"",[],[],[1767],81,81,"","","",[],[],[],"",0,[],"",[],1,""
357,"KillLakeChaosBosses","[2391,2301,2425,2333,3961,8173,1514,5170,5335,5777,8164,2479,8194,1423,2482,4409,5867,2326]",[9034],"",[],[],[1767],81,81,"","","",[],[],[],"",0,[],"",[],1,""
