"rownum","Id","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness"
1746,"ModSupportTriggeredSkillsDoubleDamage",[8815],[],[],1,0
1747,"Clarity",[2972],[],[],1,0
1748,"ClarityRoyale",[2972],[],[],1,0
1749,"VaalClarity","[1893,2972,8024]",[357],[10000],1,0
1750,"SupportCullingStrike",[589],[],[],1,0
1751,"SupportPointBlank",[784],[],[],1,0
1752,"SupportPointBlankRoyale",[784],[],[],1,0
1753,"SupportIronGrip",[782],[],[],1,0
1754,"SupportIronWill",[853],[],[],1,0
1755,"SupportMeleeDamageOnFullLife",[],[],[],1,0
1756,"SupportSpellTotem","[1785,855]","[861,863,2074]","[8000,60,-40]",1,0
1757,"SupportSpellTotemRoyale","[1785,855]","[861,863,2074]","[8000,40,-30]",1,0
1758,"InsectSpawnerSpit",[499],[1789],[30],0.94,0.03
1759,"InsectSpawnerSpitInvasion",[499],[1789],[30],0.94,0.03
1760,"InsectSpawnerSpitSideArea",[499],"[173,70,1789]","[2,40,50]",0.94,0.03
1761,"InsectSpawnerSpitParasiteBoss","[499,12429]","[1103,5889,5890,1921]","[30,100,4000,-33]",1,0.03
1762,"InsectSpawnerSpitParasiteBossMap","[499,12429]","[1103,5889,5890,1921,6156]","[30,100,4000,-33,1]",2,0.03
1763,"InsectSpawnerSpawn",[],[872],[10],1.87,0
1764,"InsectSpawnerSpawnInvasion",[],[872],[10],1.87,0
1765,"InsectSpawnerSpawnSideAreaBoss",[],"[872,214,216]","[100,5,300]",1.87,0
1766,"SupportRemoteMine","[1784,1199,1996,14058,873]","[875,1120,9957,10021,14544]","[5000,250,5,250,-60]",1,0
1767,"DetonateMines",[],[10515],[10],1,0
1768,"ExileDetonateMines",[],[10515],[10],1,0
1769,"GemDetonateMines",[2972],[10515],[10],1,0
1770,"ShockwaveTotem","[855,618,1785]","[861,863,479]","[8000,80,25]",1.0778,0.0436
1771,"ShockwaveTotemRoyale","[855,618,1785]","[861,863,479]","[8000,80,25]",1.1783,0.0403
1772,"MonsterShockwaveTotem","[1785,110,618]",[5755],[-17],0.47,0.03
1773,"EssenceDaemonShockwaveTotem","[855,618,1785,2661]","[861,863,5755]","[8000,100,-17]",1.4,0.04
1774,"WbShockwaveTotem","[855,618,1785]","[861,863,479,5755]","[8000,100,25,-17]",0.822,0.03
1775,"TalismanDaemonShockwave",[618],"[479,402]","[100,100]",1.4,0.04
1776,"TalismanDaemonShockwaveTotem","[855,618,1785]","[861,863,479,5755]","[8000,100,25,-31]",0.822,0.03
1777,"TalismanDaemonShockwaveBeastBoss",[618],"[479,5755]","[50,38]",1.5,0.035
1778,"MonsterShockwaveTotemSideArea","[1785,110,618]",[],[],0.47,0.03
1779,"TempestDaemonShockwave","[110,618]","[214,216,5755]","[2,100,-17]",3,0.0462
1780,"RejuvenationTotem","[1785,2972,855]","[861,863]","[8000,10]",1,0
1781,"RejuvenationTotemRoyale","[1785,2972,855]","[861,863]","[8000,10]",1,0
1782,"WbRejuvenationTotem","[1785,2972,855]","[861,863]","[8000,20]",1,0
1783,"FreezeMine","[1784,1996,873,198,618]","[1816,875,10021]","[-15,5000,250]",0.9091,0.0318
1784,"ExileFreezeMine","[1784,1996,873,198,618]","[1816,875]","[-15,12000]",1.0909,0.032
1785,"FreezeMineSideAreaBoss","[1784,873,198,618]","[1816,875]","[-15,12000]",1.0909,0.032
1786,"ConversionTrap","[1783,2972,7408,330]",[868],[4000],1,0
1787,"BearTrap","[1783,1635,1996,6912,7408,330]","[868,1119,7752,7766,357]","[4000,750,25,-80,3000]",2.85,0.0425
1788,"BearTrapRoyale","[1783,1635,1996,6912,7408,330]","[868,1119,7752,7766,357]","[15000,750,25,-80,1000]",0.9424,0.043
1789,"MonsterBearTrap","[1783,7935,330]",[868],[30000],2.55,0.03
1790,"MonsterBearTrapMapBoss","[1783,330,7935]","[1179,868]","[12,30000]",2.55,0.03
1791,"MonsterBearTrapMapBossMetamorph","[1783,330,7935]","[1179,868,1775,949,2288]","[12,30000,9,10,40]",2.55,0.03
1792,"MonsterBearTrapBossDescent","[1783,7935,330]",[868],[30000],2.55,0.03
1793,"MonsterBearTrapInvasion","[1783,7935,330]","[868,1179]","[30000,12]",2.25,0.03
1794,"IzaroDaemonBearTrap","[1783,7935,330]",[868],[30000],3,0.035
1795,"MonsterBearTrapBossBlackwood","[1783,7935,330]",[868],[30000],1.75,0.03
1796,"ExileBearTrap","[1783,7935,330]","[868,1179]","[30000,12]",1.87,0.03
1797,"SupportChanceToFlee",[],[],[],1,0
1798,"FireTrap","[618,1783,1996,3671,330]","[868,357]","[4000,1750]",2.1289,0.0573
1799,"FireTrapRoyale","[618,1783,1996,3671,330]","[868,357]","[15000,1750]",2.7022,0.0483
1800,"VaalFireTrap","[618,1783,1996,330]","[868,357,1775,949,2288]","[30000,8000,9,10,30]",1.7222,0.0455
1801,"ExileFireTrap","[618,1783,7935,330]","[357,2696,1179]","[8000,-25,12]",1,0.06
1802,"DarkExileFireTrap","[618,1783,330,5854,7935]","[868,357,1775,1179]","[3000,2000,3,12]",1.5556,0.06
1803,"DarkExileIceTrap","[618,1783,330,5854,7935]","[868,357,1775,1179]","[3000,4000,3,12]",1,0.06
1804,"IceElementalMapBossIceTrap","[618,1783,330,7935]","[868,357,1179]","[7000,12000,4]",0.8182,0.06
1805,"ChaosLeaderIceTrap","[618,1783,330,7935]","[868,357,1179,5755]","[3000,12000,4,35]",0.8182,0.06
1806,"MonsterFireTrapInvasion","[618,1783,7935,330]","[868,357,1179,2696]","[30000,8000,1,-25]",1.7222,0.048
1807,"MonsterFireTrap","[618,1783,7935,330]","[868,357,2696,5755]","[30000,8000,-30,100]",1.7222,0.048
1808,"MonsterFireTrapMapBoss","[618,1783,330,7935]","[1179,868,357,2696,5755]","[1,30000,8000,-30,100]",1.7222,0.048
1809,"IzaroDaemonFiretrap","[618,1783,330,7935]","[2288,868,357,1775,5755]","[20,30000,6000,2,100]",1.7222,0.048
1810,"MonsterFireTrapStrDexMasterAlly","[618,1783,7935,330]","[868,357,2696,5755]","[30000,8000,-25,-20]",1.7222,0.048
1811,"AutonomousFireTrap",[618],"[357,5755]","[12000,-20]",1.7222,0.048
1812,"MonsterFireBomb","[330,618,1783,7935]","[868,357,1179,2696]","[2500,4500,1,-25]",1.8889,0.052
1813,"BanditLeaderSmokeBombMapBoss","[618,1783,330,7935]","[868,357,1179]","[2500,10000,13]",1.254,0.052
1814,"MonsterFireBombInvasion","[330,618,1783,7935]","[868,357,1179,2696]","[2500,4500,1,-25]",1.8889,0.052
1815,"MonsterFireBombBossSideArea","[330,618,1783,7935]","[868,357,1179,2696]","[2500,4500,1,-25]",2.0556,0.052
1816,"FireWitchFireBomb","[330,618,1783,7935]","[868,357,1179,2696,5755]","[2500,4500,1,-25,50]",1.8889,0.04
1817,"WbFireBomb","[330,618,1783,7935]","[868,357,1179,5755]","[2500,4500,1,20]",2.8333,0.04
1818,"ProphecyFireBomb","[330,618,1783,7935]","[868,357,1179,2288]","[2500,4500,1,30]",2.3889,0.052
1819,"ProphecyBanditFireBomb","[330,618,1783,7935]","[868,357,1179,2288]","[2500,4500,1,15]",2.0556,0.052
1820,"MalachaiRuneTrap","[330,618,1783,2559,7935]","[1179,313,5755]","[6,-60,50]",4.4444,0.045
1821,"MalachaiMultiRuneTrap","[330,618,1783,2559,7935]","[1179,313,1775,2288,5755]","[6,-60,2,42,50]",4.4444,0.045
1822,"MaligaroVaalFireTrap","[618,1783,1996,330,7935]","[868,1775,2288,1179,646,1486]","[30000,6,40,7,30,30]",1.7222,0.05
1823,"ProphecyPurpleFireBomb","[330,618,1783,7935]","[868,1179,1486,5755]","[5000,7,50,20]",1.7222,0.05
1824,"PerandusFireTrapCluster","[618,1783,330,7935]","[868,1775,2288,357,1179]","[30000,4,40,5000,1]",1.7222,0.05
1825,"EssenceDaemonFireRuneTrapCluster","[330,618,1783,2559,7935]","[868,1179,313,5755]","[10000,11,-60,80]",3.7889,0.042
1826,"MonsterCausticBomb","[330,618,1783,7935]","[868,357,1179,2696,4590]","[2500,4000,2,-25,2]",2.2667,0.0385
1827,"BestiaryScorpionCausticBomb","[330,618,1783,7935]","[868,357,1179,2696,4590]","[2500,4000,2,-25,2]",2.2667,0.0385
1828,"TormentDaemonCausticBomb","[330,618,1783,7935,5854,2559]","[868,357,1179,4590]","[1000,4000,8,2]",2.2667,0.0385
1829,"TormentDaemonCausticMultiBomb","[330,618,1783,7935,5854,2559]","[868,357,1775,1179,4590]","[2000,4000,2,8,2]",2.2667,0.0385
1830,"WbCausticBomb","[330,618,1783,7935]","[868,357,2696,4590]","[2000,4000,-25,2]",2.2667,0.0385
1831,"ProphecyCausticBomb","[330,618,1783,7935]","[868,357,2696,1179,4590]","[2000,4000,-25,2,2]",2.2667,0.0385
1832,"WbChaosLeaderCausticBomb","[330,618,1783,7935]","[868,357,1179,4590]","[3000,12000,2,2]",1.1333,0.0385
1833,"WbCausticBomb2NoTrigger","[330,618,1783,7935]","[868,1179,2288,312,4590]","[1750,2,14,-99,2]",0.8667,0.0385
1834,"UltimatumGuardCausticBomb","[330,618,1783,7935]","[868,357,1179,2696,4590,313]","[2500,4000,2,-25,2,-67]",2.2667,0.0385
1835,"WbFireBomb2NoTrigger","[330,618,1783,7935]","[868,1179,2288,312]","[1750,1,14,-99]",2.4444,0.04
1836,"BloodlinesYellowElementalCausticBomb","[330,618,1783,7935]","[357,660,1179,4590]","[4000,100,2,2]",1.8667,0.037
1837,"MonsterCausticBombLegends","[330,618,1783,7935,5854,2559]","[868,357,1179,2696,4590]","[2500,6000,8,-25,2]",1.6776,0.0385
1838,"PoisonGolemCausticBomb","[330,618,1783,7935]","[868,357,1179,2696,4590]","[2500,4000,2,-25,2]",6,0.0237
1839,"BestiarySpiderPlagueCausticBomb","[330,618,1783,7935]","[868,357,1179,2696,4590]","[2500,4000,2,-25,2]",6,0.0237
1840,"MonsterGroundCaustic",[618],"[357,660,2696,4590]","[2500,-80,-25,2]",2.2667,0.03
1841,"MonsterGroundCausticMetamorph",[618],"[357,660,2696,4590]","[2500,-80,-25,2]",1.8,0.03
1842,"MonsterGroundCausticOnHit",[618],"[357,2390,2696,4590]","[2500,33,-25,2]",2.2667,0.03
1843,"MonsterGroundCausticInvasion",[618],"[660,2696,4590]","[-80,-25,2]",2.0667,0.03
1844,"TempestDaemonGroundCaustic",[618],"[2696,4590]","[-25,2]",2,0.05
1845,"MonsterGroundFire",[618],"[357,2696]","[8000,-25]",1.3222,0.04
1846,"MonsterGroundFireMapBoss",[618],"[357,351,2696]","[20000,120000,-50]",1.3222,0.04
1847,"MonsterGroundFireDescentBoss",[618],"[357,2696]","[8000,-25]",1.3222,0.04
1848,"MonsterGroundFireInvasion",[618],[2696],[-25],1.3222,0.0585
1849,"MonsterGroundFireSelfDaemon",[618],"[357,2696,5755]","[5000,-25,-40]",1.3222,0.04
1850,"AxisGeneralGroundFireMapBoss",[618],"[357,2696]","[20000,-50]",2.6,0.04
1851,"StrMissionGroundFireSelfDaemon",[618],"[357,216,2696,5755]","[20000,200,-25,50]",2,0.039
1852,"LionWolfFireBossDaemonGroundFire",[618],"[357,216,2696,5755]","[20000,100,-25,50]",2,0.039
1853,"TempestDaemonGroundFireSelf",[618],"[357,216,5755]","[20000,200,50]",3.3333,0.048
1854,"MonsterGroundFireDescent2",[618],"[357,2696]","[8000,-25]",1.3222,0.04
1855,"MonsterGroundFireGeometryTrigger",[],[],[],1.3222,0.04
1856,"DecoyTotem","[1785,2972,5233,5314,855]","[861,863]","[8000,60]",1,0
1857,"DevouringTotem","[1785,2972,855]","[861,863]","[8000,60]",0.7,0.03
1858,"Devour",[],[884],[200],1,0
1859,"BossDevour",[],[],[],1,0
1860,"TormentCannibalDevour",[],[],[],1,0
1861,"TormentCannibalHauntedMonsterDevour",[],[],[],1,0
1862,"TempestDevour",[],[],[],1,0
1863,"TalismanDaemonDevour",[],"[883,357]","[1,60000]",1,0
1864,"BloodlinesMarkOfCannibalismDevour",[2524],[],[],1,0
1865,"BossDevourDexMission",[],[],[],1,0
1866,"BossDevourInvasion",[],[],[],1,0
1867,"BetrayalModUpgradeDevour",[],[],[],1,0
1868,"NecromancerReviveSkeleton",[],[],[],1.87,0
1869,"NecromancerReviveSkeletonIsMinion",[2461],[],[],1.87,0
1870,"NecromancerReviveSkeletonInvasion",[],[],[],1.87,0
1871,"WarcasterReviveGhost",[],[],[],1.87,0
1872,"SpawnSuicideExplosion",[618],"[660,5755]","[100,-20]",3.7444,0.032
1873,"BlightSpawnSuicideExplosion",[618],[],[],5.5,0.032
1874,"BanditSuicideExplosion",[618],[634],[11],4.5,0.04
1875,"MapDemonSuicideExplosion",[618],[6308],[19],4.675,0.04
1876,"InsectSuicideExplosion",[618],[660],[200],2.3667,0.03
1877,"InsectSuicideExplosionLarge",[618],"[660,5755]","[100,25]",6.6667,0.032
1878,"InsectSuicideExplosionHuge",[618],"[660,5755]","[100,100]",8.8889,0.034
1879,"ProphecyZombieSuicideExplosion",[618],[],[],4.4444,0.036
1880,"ProphecyZombieSuicideExplosionMap",[618],[],[],6.6667,0.036
1881,"ProphecyZombieSuicideExplosionSelf",[618],[],[],5.5556,0.036
1882,"ProphecyZombieSuicideExplosionSelfMap",[618],[],[],7.7778,0.036
1883,"PyroSuicideExplosion","[1299,618,1299]",[],[],2.2667,0.05
1884,"PyroSuicideExplosionBlightBoss","[1299,618]",[],[],3,0.05
1885,"BetrayalZombieSuicideExplosion","[1299,618]",[],[],2.2667,0.05
1886,"BlightZombieSuicideExplosion","[1299,618]",[],[],2.2667,0.05
1887,"ModularDemonPhysicalSuicideExplosion",[618],"[660,5755]","[100,-20]",6.6667,0.032
1888,"ModularDemonFireSuicideExplosion",[618],"[660,5755]","[100,-20]",6.6667,0.032
1889,"ModularDemonColdSuicideExplosion",[618],"[660,5755]","[100,-20]",6.6667,0.032
1890,"ModularDemonLightningSuicideExplosion",[618],"[660,5755]","[100,-20]",6.6667,0.032
1891,"BlightSuicideExplosion",[618],[],[],2.3667,0.03
1892,"BlightCorpseWheelSuicideExplosion","[618,1299]",[5755],[-25],6,0.04
1893,"HarvestSpitterSuicideExplosion","[618,1299]",[660],[200],6,0.042
1894,"HeistRobotSkitterSuicideExplode","[618,1299]","[1100,1102]","[25,25]",3,0.04
1895,"HeistFreidrichMinionSuicideExplode","[618,1299]",[],[],3.5,0.04
1896,"BloodApeSuicideExplosion","[618,7298,7299,7300]",[1100],[50],2.3,0.04
1897,"BloodApeSuicideExplosionRuin","[618,13856,618,7298,7299,7300]",[1100],[50],2.3,0.04
1898,"MartyrExplosion",[618],"[15485,1781]","[1,100]",1,0.04
1899,"AtlasInvadersConsumeFodder2DeathExplodeSmall",[618],[],[],1,0.04
1900,"SummonSpawn",[],[],[],1.87,0
1901,"SummonExplodingSpawn",[],[883],[1],1.87,0
1902,"EtherealKnives","[499,9612]","[10869,10945,7089,11707,357]","[40,3,50,-50,6000]",2.1717,0.0436
1903,"EtherealKnivesRoyale","[499,9612]","[173,10869,10945,7089,11707,357]","[9,40,3,50,-50,6000]",1.6847,0.0374
1904,"MonsterEtherealKnives",[499],"[173,1211]","[9,-20]",1.7,0.038
1905,"AutonomousEtherealKnivesTrap","[499,1777]","[173,1211]","[9,-20]",1.7,0.038
1906,"WraithEtherealKnives",[499],"[173,216,634,175,1856]","[9,-25,-15,25,20]",1.7,0.038
1907,"ScarecrowBossEtherealKnives",[499],"[173,1211,2696,175]","[9,-60,-25,50]",1.7,0.038
1908,"EtherealKnivesWbChaosLeader4","[499,2302]","[173,1211,175]","[9,-20,50]",1.7,0.04
1909,"EtherealKnivesWbChaosLeader4Nova","[499,2302]","[173,1211,2120,2121,2122]","[20,50,80,4000,4000]",0.85,0.04
1910,"PerandusEtherealKnives1",[499],"[173,1211,175,214]","[9,50,50,1]",1.24,0.04
1911,"MonsterEtherealKnivesBossDescent",[499],"[173,1211]","[9,-20]",1.7,0.04
1912,"MonsterEtherealKnivesSideArea","[499,855,12429]","[173,1103,861,863]","[9,50,20000,80]",1.24,0.04
1913,"DarkExileEtherealKnivesTrap","[499,330,7935,12429]","[173,1103,868,1775,313]","[14,50,7000,3,30]",0.85,0.04
1914,"SecretPoliceEtherealKnivesTrap","[499,330,1777,2559,7935,12429]","[173,1103,868,313,1179]","[9,20,7000,-30,14]",0.85,0.04
1915,"MonsterEtherealKnivesInvasion",[499],[173],[9],1.7,0.04
1916,"MonsterEtherealKnivesLegends",[499],"[173,175,1103,1211]","[6,175,50,-20]",1.1,0.04
1917,"ExileEtherealKnives",[499],[173],[9],1,0.037
1918,"ExileEtherealKnives2","[499,855]","[861,863,173]","[30000,80,9]",1.28,0.029
1919,"DaemonEtherealKnives",[499],[173],[23],0.85,0.037
1920,"SpiderBossEtherealKnives","[499,12429]","[216,1211]","[20,-20]",1.05,0.043
1921,"SpiderBossEtherealKnivesUniqueMap","[499,12429]","[173,175,216,1211]","[6,120,20,-20]",1.05,0.045
1922,"IzaroDaemonEtherealKnives",[499],[],[],0.85,0.037
1923,"SpiderBossEtherealKnivesDescent",[499],"[173,175,216,1211]","[6,80,20,-20]",1.05,0.043
1924,"DemonBossEtherealKnives",[499],"[173,175,216,1211]","[6,120,20,-20]",1.05,0.043
1925,"SpiderBossEtherealKnivesSideArea","[499,1929]","[173,175,214,1211]","[10,150,4,-35]",1.528,0.0355
1926,"IguanaBossEtherealKnives",[499],"[173,175,216,1211,2696]","[6,200,40,-20,-40]",0.85,0.043
1927,"MaligaroEtherealKnives",[499],[783],[1],1.2,0.042
1928,"MaligaroEtherealKnivesMapBoss",[499],"[173,783]","[9,1]",1.02,0.042
1929,"TalismanT2TrapEtherealKnives","[499,330,1783,2559,7935]","[173,868,1179,214,2288,1211]","[40,8000,8,3,18,140]",0.5,0.042
1930,"TalismanRigwaldTrapEtherealKnives","[499,330,1783,2559,7935]","[173,868,1179,214,2288,1211]","[40,8000,8,3,18,140]",0.5,0.042
1931,"MetamorphosisEtherealKnivesSpiral",[499],"[2120,2121,2122]","[13,700,300]",0.5,0.042
1932,"ScavengerThrowFire","[618,499,4581,6829,7084]","[1100,3210,324]","[75,15,70]",4.1556,0.04
1933,"ScavengerThrowFireGround",[],[],[],4.1556,0.04
1934,"SupportBlind",[],[973],[10],1,0
1935,"SupportBlindRoyale",[],[973],[10],1,0
1936,"IceShot",[849],[1101],[60],0.67,0.0233
1937,"IceShotRoyale",[849],[1101],[60],0.67,0.023
1938,"PietyIceShot","[849,7084]","[1101,357,173,175,2696]","[50,2500,6,-60,-25]",0.85,0
1939,"MonsterIceShot","[849,4581,7084]","[1101,357]","[50,2500]",0.85,0
1940,"VaalGuardIceShot","[849,4581,7084,12557]","[1101,357]","[50,2500]",0.85,0
1941,"HydraIceShot",[849],"[1101,357]","[50,2500]",0.85,0
1942,"MonsterIceShotTotemCockerelBoss","[849,1785,855]","[1101,357,1341,1722,861,863]","[50,2500,-60,2,8000,70]",0.85,0
1943,"MonsterIceShotStrDexMasterAlly",[849],"[1101,357,26,634,175]","[50,3500,29,20,-65]",0.85,0
1944,"WbIceShotElite",[849],"[1101,173]","[50,4]",0.85,0
1945,"WbIceShotBurst",[849],[1101],[50],0.85,0
1946,"ExileIceShot",[849],"[1101,173]","[50,2]",0.85,0
1947,"DarkExileIceShot",[849],"[1101,357,26,173,70,175]","[50,6000,44,12,40,-90]",0.85,0
1948,"ArcticBreath","[3671,499]","[8483,2520,7089,357]","[10,200,60,5000]",1.1954,0.0471
1949,"ArcticBreathRoyale","[3671,499]","[8483,2520,7089,357]","[5,200,60,5000]",0.9,0.0399
1950,"WaterElementalArcticBreath",[499],[357],[1650],1.5091,0.05
1951,"DarkSeawitchArcticBreath","[1777,499]","[357,175,173]","[15000,-70,8]",1.9364,0.05
1952,"MonsterArcticBreathLegends",[4550],"[357,175,173]","[1500,25,1]",1.023,0.05
1953,"MonsterArcticBreathLegendsMulti",[],"[357,175,173,6239]","[1500,25,3,1]",0.8715,0.05
1954,"MonsterArcticBreath",[],"[357,175]","[3500,-50]",2.3909,0.04
1955,"ChromeArcticBreath",[],"[357,175,6199]","[3500,-50,2]",2.3909,0.04
1956,"IzaroDaemonArcticBreath",[],"[357,175]","[3500,-50]",2.3909,0.05
1957,"MonsterArcticBreathSideArea","[855,499]","[861,863]","[20000,80]",1.9127,0.05
1958,"MonsterArcticBreathInvasion",[],[175],[-50],1.5727,0.05
1959,"MonkeyArcticBreathInvasion",[],[175],[-50],1.5727,0.05
1960,"MonsterArcticBreathInvasionSingle",[],[],[],1.9882,0.045
1961,"MonsterArcticBreathSingleStrMission",[],[],[],1.9882,0.045
1962,"HailrakeArcticBreath",[],"[357,5755]","[6000,100]",1,0.04
1963,"MonsterFlameBreath",[],"[357,175]","[6000,-50]",1.9444,0.045
1964,"ChimeralFlameBreath",[],"[357,175,216]","[6000,-20,20]",1.9444,0.045
1965,"LionWolfFireBossFlameBreath",[],"[357,175,173]","[6000,-50,3]",1.9444,0.045
1966,"WbArcticBreathNova","[1777,499]",[],[],1.9882,0.045
1967,"EssenceArcticBreathNova","[1777,499]","[173,4808,5755]","[15,100,-60]",4.1345,0.0365
1968,"TalismanMonkeyArcticBreath",[],"[357,175]","[6000,-50]",1.5909,0.048
1969,"TalismanBeastFlameBreath",[],"[357,175]","[6000,20]",1.9444,0.048
1970,"EssenceTriggeredFlameBreath","[499,1777,2453,195]","[175,173,4808,3211,5755]","[-20,17,100,60,-80]",4.4,0.0365
1971,"MetamorphosisArcticBreath","[3671,499]","[357,8483,8602]","[5000,10,88]",1.3602,0.0356
1972,"Arc","[7955,9323]","[659,7913,8820]","[10,15,35]",1.5849,0.0395
1973,"ArcBossSideArea",[],"[659,317]","[10,-50]",0.8125,0.0375
1974,"VaalArcBossSideArea",[],"[659,317]","[10,-50]",0.3125,0.052
1975,"MonsterArc",[],"[659,172,317]","[10,1,-50]",0.9,0.046
1976,"ExileArc",[],[317],[-50],0.6875,0.044
1977,"PietyArc",[],"[659,172]","[10,2]",0.63,0.0565
1978,"GuardianArc",[],"[659,1211,660]","[5,-80,-50]",0.85,0.03
1979,"ShrineArc",[],"[659,172]","[10,3]",0.6875,0.044
1980,"ShrineArcPlayer",[],"[659,172]","[10,2]",0.6875,0.044
1981,"TotemBossArc","[693,1929]","[1211,214]","[40,6]",0.85,0.03
1982,"EssenceTotemArc",[],"[659,317]","[10,-50]",1.08,0.046
1983,"BreachArc",[],"[659,660]","[10,-65]",0.825,0.044
1984,"BookArc",[],"[659,660]","[10,-70]",1.08,0.046
1985,"ClockworkGolemArc",[],[659],[10],1.0625,0.03
1986,"BetrayalScientistArc",[],"[659,5020]","[10,100]",1.2,0.044
1987,"AxisCasterArc",[],"[659,172,317]","[10,1,-50]",0.9,0.046
1988,"AxisCasterArcBlight",[],"[659,172,317]","[10,1,-50]",1.4,0.046
1989,"BlightTowerArc",[9323],"[659,172]","[10,6]",25,0.06
1990,"BlightTowerArc_buff1",[9323],"[659,172]","[10,8]",25,0.06
1991,"BlightTowerArc_buff2",[9323],"[659,172]","[10,10]",25,0.06
1992,"BlightTowerArc_buff3",[9323],"[659,172]","[10,12]",25,0.06
1993,"HellscapeFleshFodderArc",[9323],"[659,660,1724]","[10,-50,2]",1.35,0.045
1994,"AtlasInvadersConsumeFodder2Arc","[7955,9323]","[659,172,8820,660,15484]","[20,7,35,-60,5571]",2,0.043
1995,"VaalSkitterbotLeap",[2972],[1230],[30],1,0
1996,"GSVaalSkitterbotLeapImpact",[618],[],[],0.8356,0.0591
1997,"ArcticArmour",[4919],[6335],[500],1,0.03
1998,"HailrakeArcticArmour",[],"[3051,3063,3064,357]","[500,-5,-5,2000]",0.85,0.03
1999,"MonsterIceShield",[],"[3051,3063,3064,357]","[500,-10,-10,3000]",0.85,0.03
2000,"MonsterIceShieldTriggered",[],"[3051,3063,3064,357,3192]","[500,-10,-10,3000,6000]",0.85,0.03
2001,"MonsterIceShieldDaemon",[],[357],[600],0.85,0.03
2002,"MonsterIceShieldDemonBoss",[],"[3051,3063,3064,357]","[500,-10,-10,3000]",0.85,0.03
2003,"TormentArcticArmourDaemon",[],[357],[3000],0.85,0.03
2004,"ExileArcticArmour",[],"[3051,3063,3064,357]","[500,-10,-10,3000]",0.85,0.03
2005,"AxisCasterArcitcArmour",[],"[3051,3063,3064,357]","[500,-10,-10,3000]",0.85,0.03
2006,"WbArcticArmour",[],"[3051,3063,3064,357]","[500,-10,-10,3000]",0.85,0.03
2007,"StrDexMissionArcticArmour",[],"[3051,3063,3064,357]","[500,-10,-10,3000]",0.85,0.03
2008,"FlameTotem","[855,1785,499,4550,8891,9088]","[861,863,173,1100,2676]","[8000,100,2,50,7]",0.7492,0.0322
2009,"FlameTotemRoyale","[855,1785,499,4550,8891,9088]","[861,863,173,1100,2676]","[8000,100,2,50,7]",0.819,0.0289
2010,"WbFlameTotem","[855,1785,499,4550]","[861,863,173,1221]","[8000,100,3,-2]",0.3383,0.041
2011,"ProphecyFlameNovaTotem","[855,1785,499,4550,1777]","[861,863,173,1221]","[8000,100,7,-2]",0.4833,0.041
2012,"VaalMechanicalTotemFireSpray","[499,4550]",[173],[3],0.7,0.05
2013,"FlameTotemBossSideArea","[855,1785,499,4550]","[861,863,1221]","[8000,100,-2]",0.2267,0.041
2014,"WestFlameTotem","[499,1785,1777,855,4550]","[175,861,863,882,173,2696,1221]","[-35,8000,100,89,5,-25,-2]",0.95,0.041
2015,"FlamebearerFlameBlue","[499,4550]","[214,1211,2696]","[9,25,-25]",0.17,0.041
2016,"FlamebearerFlameGold","[499,4550]","[214,1211,2696]","[9,25,-25]",0.17,0.041
2017,"FlamebearerFlameBlueInvasion","[499,4550]","[214,2696]","[9,-25]",0.24,0.041
2018,"MonsterFlameRed","[499,4550,4581]","[214,660,1211,2696]","[8,-75,25,-25]",0.3333,0.042
2019,"MonsterFlameRedCannibal","[499,4581,4550,7084]","[214,660,2696,173]","[2,-75,-25,3]",1.4,0.037
2020,"MonsterFlameRedCannibalBlight","[499,4581,4550]","[214,660,2696,173]","[8,-75,-25,3]",2.1,0.037
2021,"MonsterFlameRedCannibalBlightBoss","[499,4581,4550,7084,1929]","[214,2696,173,175]","[8,-25,3,50]",1,0.037
2022,"MonsterFlameRedCannibalBlightBossTotem","[499,4581,4550,7084]","[2696,173,175]","[-25,2,40]",0.6,0.037
2023,"MonsterLightningSprayDexMissionBoss","[499,4550]","[214,660,2696]","[8,-75,-25]",0.375,0.042
2024,"MonsterLightningSpraySideAreaBoss","[499,1777,4550,6538]","[660,173,175,1843,1844]","[-75,6,50,25,1]",1.5,0.042
2025,"MonsterLightningSpraySideAreaBoss2","[499,1777,4550,6538]","[660,173,175,1843,1844]","[-75,4,30,25,1]",1.5,0.042
2026,"LightningThornsLightningSpray","[499,1777,4550,6871]","[173,175,6872]","[5,40,100]",1.3875,0.034
2027,"LightningThornsLightningSprayMapBoss","[499,1777,4550,6871]","[173,175,6872]","[5,40,100]",4.65,0.0375
2028,"EssenceMonsterLightningSpray","[499,4550]","[173,175,214]","[1,-30,5]",0.6,0.04
2029,"DelveMonsterLightningSpray","[499,4550]","[173,175,214]","[1,-30,5]",0.3,0.045
2030,"MonsterFlameRedSideArea","[499,855,4550]","[861,863,2696,1221]","[20000,80,-25,-2]",0.2778,0.042
2031,"MonsterFlameRedKaomsChest","[499,4550]",[2696],[-25],0.3333,0.042
2032,"MonsterFlameRedLegends","[499,4550]","[214,175,1211,2696]","[7,125,25,-25]",0.4231,0.042
2033,"StrMissionMonsterFlameRed","[499,1777,2472,4550]","[1211,2120,2121,2122,2696]","[-20,36,1500,360,-25]",0.5833,0.042
