"rownum","Id","DGRFile","i32","i32","i32"
584,"CityIvoryTemple1f2_1","Metadata/Terrain/Act3/Area8Level1/Graphs/templeclean_2_1.dgr",105,100,50
585,"CityIvoryTemple1f2_2","Metadata/Terrain/Act3/Area8Level1/Graphs/templeclean_2_2.dgr",105,100,50
586,"CityIvoryTemple1f2_3","Metadata/Terrain/Act3/Area8Level1/Graphs/templeclean_2_3.dgr",105,100,50
587,"CityIvoryTemple2f1_1","Metadata/Terrain/Act3/Area8Level2/Graphs/templeclean_1_1.dgr",105,100,50
588,"CityIvoryTemple2f1_2","Metadata/Terrain/Act3/Area8Level2/Graphs/templeclean_1_2.dgr",105,100,50
589,"CityIvoryTemple2f1_3","Metadata/Terrain/Act3/Area8Level2/Graphs/templeclean_1_3.dgr",105,100,50
590,"CityIvoryTemple2f2_1","Metadata/Terrain/Act3/Area8Level2/Graphs/templeclean_2_1.dgr",105,100,50
591,"CityIvoryTemple2f2_2","Metadata/Terrain/Act3/Area8Level2/Graphs/templeclean_2_2.dgr",105,100,50
592,"CityIvoryTemple2f2_3","Metadata/Terrain/Act3/Area8Level2/Graphs/templeclean_2_3.dgr",105,100,50
593,"CityIvoryTemple2f1_1Diff3","Metadata/Terrain/Act3/Area8Level2/Graphs/Difficulty3/templeclean_1_1.dgr",105,100,50
594,"CityIvoryTemple2f1_2Diff3","Metadata/Terrain/Act3/Area8Level2/Graphs/Difficulty3/templeclean_1_2.dgr",105,100,50
595,"CityIvoryTemple2f1_3Diff3","Metadata/Terrain/Act3/Area8Level2/Graphs/Difficulty3/templeclean_1_3.dgr",105,100,50
596,"CityIvoryTemple2f2_1Diff3","Metadata/Terrain/Act3/Area8Level2/Graphs/Difficulty3/templeclean_2_1.dgr",105,100,50
597,"CityIvoryTemple2f2_2Diff3","Metadata/Terrain/Act3/Area8Level2/Graphs/Difficulty3/templeclean_2_2.dgr",105,100,50
598,"CityIvoryTemple2f2_3Diff3","Metadata/Terrain/Act3/Area8Level2/Graphs/Difficulty3/templeclean_2_3.dgr",105,100,50
599,"CityMarketPlace1_1","Metadata/Terrain/Act3/Area5/Graphs/market_1_1.dgr",130,125,100
600,"CityMarketPlace1_2","Metadata/Terrain/Act3/Area5/Graphs/market_1_2.dgr",130,125,100
601,"CityMarketPlace1_3","Metadata/Terrain/Act3/Area5/Graphs/market_1_3.dgr",130,125,100
602,"CityMarketPlace1_4","Metadata/Terrain/Act3/Area5/Graphs/market_1_4.dgr",130,125,100
603,"CityMarketPlace2_1","Metadata/Terrain/Act3/Area5/Graphs/market_2_1.dgr",130,125,100
604,"CityMarketPlace2_2","Metadata/Terrain/Act3/Area5/Graphs/market_2_2.dgr",130,125,100
605,"CityMarketPlace2_3","Metadata/Terrain/Act3/Area5/Graphs/market_2_3.dgr",130,125,100
606,"CityMarketPlace3_1","Metadata/Terrain/Act3/Area5/Graphs/market_3_1.dgr",130,125,100
607,"CityMarketPlace3_2","Metadata/Terrain/Act3/Area5/Graphs/market_3_2.dgr",130,125,100
608,"CityMarketPlace3_3","Metadata/Terrain/Act3/Area5/Graphs/market_3_3.dgr",130,125,100
609,"CityMarketPlace3_4","Metadata/Terrain/Act3/Area5/Graphs/market_3_4.dgr",130,125,100
610,"CityMarketPlace4_1","Metadata/Terrain/Act3/Area5/Graphs/market_4_1.dgr",130,125,100
611,"CityMarketPlace4_2","Metadata/Terrain/Act3/Area5/Graphs/market_4_2.dgr",130,125,100
612,"CityMarketPlace4_3","Metadata/Terrain/Act3/Area5/Graphs/market_4_3.dgr",130,125,100
613,"CityMarketPlace4_4","Metadata/Terrain/Act3/Area5/Graphs/market_4_4.dgr",130,125,100
614,"CityChurch1","Metadata/Terrain/Act3/Area6Level1/Graphs/church_dungeon1_1.dgr",105,100,50
615,"CityChurch2","Metadata/Terrain/Act3/Area6Level1/Graphs/church_dungeon1_2.dgr",105,100,50
616,"CityChurch3","Metadata/Terrain/Act3/Area6Level1/Graphs/church_dungeon1_3.dgr",105,100,50
617,"CityChurch4","Metadata/Terrain/Act3/Area6Level1/Graphs/church_dungeon1_4.dgr",105,100,50
618,"CityChurch5","Metadata/Terrain/Act3/Area6Level1/Graphs/church_dungeon2_1.dgr",105,100,50
619,"CityChurch6","Metadata/Terrain/Act3/Area6Level1/Graphs/church_dungeon2_2.dgr",105,100,50
620,"CityChurch7","Metadata/Terrain/Act3/Area6Level1/Graphs/church_dungeon2_3.dgr",105,100,50
621,"CityChurch8","Metadata/Terrain/Act3/Area6Level1/Graphs/church_dungeon2_4.dgr",105,100,50
622,"CityIndustrial1","Metadata/Terrain/Act3/Area9/Graphs/docks_dungeon_1.dgr",105,100,50
623,"CityIndustrial2","Metadata/Terrain/Act3/Area9/Graphs/docks_dungeon_2.dgr",105,100,50
624,"CityIndustrial3","Metadata/Terrain/Act3/Area9/Graphs/docks_dungeon_3.dgr",105,100,50
625,"CityBarracks1","Metadata/Terrain/Act3/Area13/Graphs/barracks_1.dgr",125,100,100
626,"CityEbonyTemple1f1_1","Metadata/Terrain/Act3/Area14Level1/Graphs/templeclean_1_1.dgr",105,100,50
627,"CityEbonyTemple1f1_2","Metadata/Terrain/Act3/Area14Level1/Graphs/templeclean_1_2.dgr",105,100,50
628,"CityEbonyTemple1f2_1","Metadata/Terrain/Act3/Area14Level1/Graphs/templeclean_2_1.dgr",105,100,50
629,"CityEbonyTemple1f2_2","Metadata/Terrain/Act3/Area14Level1/Graphs/templeclean_2_2.dgr",105,100,50
630,"CityEbonyTemple3f1_1","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_1_1.dgr",105,100,50
631,"CityEbonyTemple3f1_2","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_1_2.dgr",105,100,50
632,"CityEbonyTemple3f1_3","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_1_3.dgr",105,100,50
633,"CityEbonyTemple3f1_4","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_1_4.dgr",105,100,50
634,"CityEbonyTemple3f2_1","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_2_1.dgr",105,100,50
635,"CityEbonyTemple3f2_2","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_2_2.dgr",105,100,50
636,"CityEbonyTemple3f2_4","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_2_4.dgr",105,100,50
637,"CityEbonyTemple3f3_1","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_3_1.dgr",105,100,50
638,"CityEbonyTemple3f3_4","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_3_4.dgr",105,100,50
639,"CityEbonyTemple3f4_1","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_4_1.dgr",105,100,50
640,"CityEbonyTemple3f4_3","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_4_3.dgr",105,100,50
641,"CityEbonyTemple3f4_4","Metadata/Terrain/Act3/Area14Level3/Graphs/templeclean_4_4.dgr",105,100,50
642,"CityTower1_1","Metadata/Terrain/Act3/Area18Level1/Graphs/tower_main.dgr",105,100,50
643,"CityTower2_1","Metadata/Terrain/Act3/Area18Level2/Graphs/tower_main.dgr",105,100,50
644,"CityJail1f1","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_1_1.dgr",105,100,50
645,"CityJail1f2","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_1_2.dgr",105,100,50
646,"CityJail1f3","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_1_3.dgr",105,100,50
647,"CityJail1f4","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_1_4.dgr",105,100,50
648,"CityJail1f5","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_2_1.dgr",105,100,50
649,"CityJail1f6","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_2_2.dgr",105,100,50
650,"CityJail1f7","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_2_3.dgr",105,100,50
651,"CityJail1f8","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_2_4.dgr",105,100,50
652,"CityJail1f9","Metadata/Terrain/Act3/Area3Level1/Graphs/prisonupper_2_5.dgr",105,100,50
653,"CityGardens1","Metadata/Terrain/Act3/Area15/Graphs/gardens_1_1.dgr",100,100,100
654,"CityGardens2","Metadata/Terrain/Act3/Area15/Graphs/gardens_1_2.dgr",100,100,100
655,"CityGardens3","Metadata/Terrain/Act3/Area15/Graphs/gardens_1_3.dgr",100,100,100
656,"CityGardens4","Metadata/Terrain/Act3/Area15/Graphs/gardens_2_1.dgr",100,100,100
657,"CityGardens5","Metadata/Terrain/Act3/Area15/Graphs/gardens_3_1.dgr",100,100,100
658,"CityGardens6","Metadata/Terrain/Act3/Area15/Graphs/gardens_3_2.dgr",100,100,100
659,"CityGardens7","Metadata/Terrain/Act3/Area15/Graphs/gardens_3_3.dgr",100,100,100
660,"CityLibrary_1","Metadata/Terrain/Act3/Area17Level1/Graphs/city_library_1.dgr",100,50,50
661,"CityLibrary_2","Metadata/Terrain/Act3/Area17Level1/Graphs/city_library_2.dgr",100,50,50
662,"CityLibrary_3","Metadata/Terrain/Act3/Area17Level1/Graphs/city_library_3.dgr",100,50,50
663,"CityArchives_1","Metadata/Terrain/Act3/Area17Level2/Graphs/city_archives_1.dgr",100,50,50
664,"MountAqueduct1","Metadata/Terrain/Act4/Area1/Graphs/intro_1_1.dgr",100,50,30
665,"MountDriedLake1","Metadata/Terrain/Act4/Area2/Graphs/driedlake.dgr",100,50,100
666,"MountDriedLake2","Metadata/Terrain/Act4/Area2/Graphs/driedlake2.dgr",100,50,100
667,"MountDriedLake3","Metadata/Terrain/Act4/Area2/Graphs/driedlake3.dgr",100,50,100
668,"MountDriedLake4","Metadata/Terrain/Act4/Area2/Graphs/driedlake4.dgr",100,50,100
669,"MountDriedLake5","Metadata/Terrain/Act4/Area2/Graphs/driedlake5.dgr",100,50,100
670,"MountDriedLake6","Metadata/Terrain/Act4/Area2/Graphs/driedlake6.dgr",100,50,100
671,"MountDriedLake7","Metadata/Terrain/Act4/Area2/Graphs/driedlake7.dgr",100,50,100
672,"MountDriedLake8","Metadata/Terrain/Act4/Area2/Graphs/driedlake8.dgr",100,50,100
673,"MountTown1","Metadata/Terrain/Act4/Town/Graphs/town.dgr",100,50,100
674,"MountMine1_1","Metadata/Terrain/Act4/Area3Level1/Graphs/mines_1_1_1.dgr",100,50,50
675,"MountMine1_2","Metadata/Terrain/Act4/Area3Level1/Graphs/mines_1_1_2.dgr",100,50,50
676,"MountMine1_3","Metadata/Terrain/Act4/Area3Level1/Graphs/mines_1_2_1.dgr",100,50,50
677,"MountMine1_4","Metadata/Terrain/Act4/Area3Level1/Graphs/mines_1_2_2.dgr",100,50,50
678,"MountMine1_5","Metadata/Terrain/Act4/Area3Level1/Graphs/mines_1_3_1.dgr",100,50,50
679,"MountMine1_6","Metadata/Terrain/Act4/Area3Level1/Graphs/mines_1_3_2.dgr",100,50,50
680,"MountMine2_1","Metadata/Terrain/Act4/Area3Level2/Graphs/mines_2_1_1.dgr",100,50,50
681,"MountMine2_2","Metadata/Terrain/Act4/Area3Level2/Graphs/mines_2_1_2.dgr",100,50,50
682,"MountMine2_3","Metadata/Terrain/Act4/Area3Level2/Graphs/mines_2_2_1.dgr",100,50,50
683,"MountMine2_4","Metadata/Terrain/Act4/Area3Level2/Graphs/mines_2_2_2.dgr",100,50,50
684,"MountMine2_5","Metadata/Terrain/Act4/Area3Level2/Graphs/mines_2_3_1.dgr",100,50,50
685,"MountMine2_6","Metadata/Terrain/Act4/Area3Level2/Graphs/mines_2_3_2.dgr",100,50,50
686,"MountMine3_1","Metadata/Terrain/Act4/Area3Level3/Graphs/mines_3_1_1.dgr",100,50,50
687,"MountMine3_2","Metadata/Terrain/Act4/Area3Level3/Graphs/mines_3_1_2.dgr",100,50,50
688,"MountMine3_3","Metadata/Terrain/Act4/Area3Level3/Graphs/mines_3_2_1.dgr",100,50,50
689,"MountMine3_4","Metadata/Terrain/Act4/Area3Level3/Graphs/mines_3_2_2.dgr",100,50,50
690,"MountMine3_5","Metadata/Terrain/Act4/Area3Level3/Graphs/mines_3_3_1.dgr",100,50,50
691,"MountMine3_6","Metadata/Terrain/Act4/Area3Level3/Graphs/mines_3_3_2.dgr",100,50,50
692,"MountKaom1_1","Metadata/Terrain/Act4/Area4Level1/Graphs/Kaom1_1.tgr",90,50,100
693,"MountKaom1_2","Metadata/Terrain/Act4/Area4Level1/Graphs/Kaom1_2.tgr",90,50,100
694,"MountKaom1_3","Metadata/Terrain/Act4/Area4Level1/Graphs/Kaom1_3.tgr",90,50,100
695,"MountKaom1_4","Metadata/Terrain/Act4/Area4Level1/Graphs/Kaom1_4.tgr",90,50,100
696,"MountKaom3_1","Metadata/Terrain/Act4/Area4Level3/Graphs/Kaom3_1.tgr",90,50,100
697,"MountKaom3_2","Metadata/Terrain/Act4/Area4Level3/Graphs/Kaom3_2.tgr",90,50,100
698,"MountKaom3_3","Metadata/Terrain/Act4/Area4Level3/Graphs/Kaom3_3.tgr",90,50,100
699,"MountKaom3_4","Metadata/Terrain/Act4/Area4Level3/Graphs/Kaom3_4.tgr",90,50,100
700,"MountArena1_1","Metadata/Terrain/Act4/Area5Level1/Graphs/daresso.dgr",100,50,50
701,"MountArena1_2","Metadata/Terrain/Act4/Area5Level1/Graphs/daresso2.dgr",100,50,50
702,"MountArena1_3","Metadata/Terrain/Act4/Area5Level1/Graphs/daresso3.dgr",100,50,50
703,"MountArena1_4","Metadata/Terrain/Act4/Area5Level1/Graphs/daresso4.dgr",100,50,50
704,"MountArena1_5","Metadata/Terrain/Act4/Area5Level1/Graphs/daresso5.dgr",100,50,50
705,"MountArena2_1","Metadata/Terrain/Act4/Area5Level2/Graphs/daresso.dgr",100,50,50
706,"MountArena2_2","Metadata/Terrain/Act4/Area5Level2/Graphs/daresso2.dgr",100,50,50
707,"MountArena2_3","Metadata/Terrain/Act4/Area5Level2/Graphs/daresso3.dgr",100,50,50
708,"MountBelly1_1","Metadata/Terrain/Act4/Area6Level1/Graphs/belly.dgr",100,50,50
709,"MountBelly1_2","Metadata/Terrain/Act4/Area6Level1/Graphs/belly2.dgr",100,50,50
710,"MountBelly1_3","Metadata/Terrain/Act4/Area6Level1/Graphs/belly3.dgr",100,50,50
711,"MountBelly1_4","Metadata/Terrain/Act4/Area6Level1/Graphs/belly4.dgr",100,50,50
712,"MountBelly1_5","Metadata/Terrain/Act4/Area6Level1/Graphs/belly5.dgr",100,50,50
713,"MountBelly1_6","Metadata/Terrain/Act4/Area6Level1/Graphs/belly6.dgr",100,50,50
714,"MountBelly2_1","Metadata/Terrain/Act4/Area6Level2/Graphs/belly1.dgr",100,50,50
715,"MountBelly2_2","Metadata/Terrain/Act4/Area6Level2/Graphs/belly2.dgr",100,50,50
716,"MountBelly2_3","Metadata/Terrain/Act4/Area6Level2/Graphs/belly3.dgr",100,50,50
717,"MountBelly2_4","Metadata/Terrain/Act4/Area6Level2/Graphs/belly4.dgr",100,50,50
718,"MountBelly2_5","Metadata/Terrain/Act4/Area6Level2/Graphs/belly5.dgr",100,50,50
719,"MountBelly3_1","Metadata/Terrain/Act4/Area6Level3/Graphs/harvest1.dgr",100,50,50
720,"MountBelly3_2","Metadata/Terrain/Act4/Area6Level3/Graphs/harvest2.dgr",100,50,50
721,"MountBelly3_3","Metadata/Terrain/Act4/Area6Level3/Graphs/harvest3.dgr",100,50,50
722,"MountAscent1_1","Metadata/Terrain/Act4/Area7/Graphs/ascent1.tgr",100,50,100
723,"MountAscent1_2","Metadata/Terrain/Act4/Area7/Graphs/ascent2.tgr",100,50,100
724,"Act5_town","Metadata/Terrain/Act5/Town/Graphs/1_5_town.dgr",100,50,100
725,"Act5_Area1_1","Metadata/Terrain/Act5/Area1/Graphs/1_5_1_v1.dgr",100,50,50
726,"Act5_Area1_2","Metadata/Terrain/Act5/Area1/Graphs/1_5_1_v2.dgr",100,50,50
727,"Act5_Area1_3","Metadata/Terrain/Act5/Area1/Graphs/1_5_1_v3.dgr",100,50,50
728,"Act5_Area1_4","Metadata/Terrain/Act5/Area1/Graphs/1_5_1_v4.dgr",100,50,50
729,"Act5_Area2_1","Metadata/Terrain/Act5/Area2/Graphs/1_5_2_v1.dgr",100,50,50
730,"Act5_Area2_2","Metadata/Terrain/Act5/Area2/Graphs/1_5_2_v2.dgr",100,50,50
731,"Act5_Area2_3","Metadata/Terrain/Act5/Area2/Graphs/1_5_2_v3.dgr",100,50,50
732,"Act5_Area2_4","Metadata/Terrain/Act5/Area2/Graphs/1_5_2_v4.dgr",100,50,50
733,"Act5_Area3_1","Metadata/Terrain/Act5/Area3/Graphs/1_5_3_v1.dgr",100,50,60
734,"Act5_Area4_1","Metadata/Terrain/Act5/Area4/Graphs/1_5_4_v1.dgr",100,50,50
735,"Act5_Area4_2","Metadata/Terrain/Act5/Area4/Graphs/1_5_4_v2.dgr",100,50,50
736,"Act5_Area4_3","Metadata/Terrain/Act5/Area4/Graphs/1_5_4_v3.dgr",100,50,50
737,"Act5_Area4_4","Metadata/Terrain/Act5/Area4/Graphs/1_5_4_v4.dgr",100,50,50
738,"Act5_Area4b_1","Metadata/Terrain/Act5/Area4b/Graphs/1_5_4b_v1.dgr",100,50,50
739,"Act5_Area4b_2","Metadata/Terrain/Act5/Area4b/Graphs/1_5_4b_v2.dgr",100,50,50
740,"Act5_Area4b_3","Metadata/Terrain/Act5/Area4b/Graphs/1_5_4b_v3.dgr",100,50,50
741,"Act5_Area4b_4","Metadata/Terrain/Act5/Area4b/Graphs/1_5_4b_v4.dgr",100,50,50
742,"Act5_Area5_1","Metadata/Terrain/Act5/Area5/Graphs/1_5_5_v1.dgr",100,50,50
743,"Act5_Area5_2","Metadata/Terrain/Act5/Area5/Graphs/1_5_5_v2.dgr",100,50,50
744,"Act5_Area5_3","Metadata/Terrain/Act5/Area5/Graphs/1_5_5_v3.dgr",100,50,50
745,"Act5_Area5_4","Metadata/Terrain/Act5/Area5/Graphs/1_5_5_v4.dgr",100,50,50
746,"Act5_Area3b_1","Metadata/Terrain/Act5/Area3b/Graphs/1_5_3b_v1.dgr",100,50,50
747,"Act5_Area6_1","Metadata/Terrain/Act5/Area6/Graphs/1_5_6_v1.dgr",100,50,50
748,"Act5_Area6_2","Metadata/Terrain/Act5/Area6/Graphs/1_5_6_v2.dgr",100,50,50
749,"Act5_Area6_3","Metadata/Terrain/Act5/Area6/Graphs/1_5_6_v3.dgr",100,50,50
750,"Act5_Area6_4","Metadata/Terrain/Act5/Area6/Graphs/1_5_6_v4.dgr",100,50,50
751,"Act5_Area7_1","Metadata/Terrain/Act5/Area7/Graphs/1_5_7_v1.dgr",100,50,50
752,"Act5_Area7_2","Metadata/Terrain/Act5/Area7/Graphs/1_5_7_v2.dgr",100,50,50
753,"Act5_Area7_3","Metadata/Terrain/Act5/Area7/Graphs/1_5_7_v3.dgr",100,50,50
754,"Act5_Area7_4","Metadata/Terrain/Act5/Area7/Graphs/1_5_7_v4.dgr",100,50,50
755,"Act5_Area8_1","Metadata/Terrain/Act5/Area8/Graphs/1_5_8_v1.dgr",100,50,50
756,"Epilogue_Town","Metadata/Terrain/Act11/Town/Graphs/epilogue.dgr",100,50,100
757,"Epilogue_Lab","Metadata/Terrain/Act11/ShaperLab/Graphs/shaper_lab.dgr",100,50,100
758,"Epilogue_Lab_Trailer","Metadata/Terrain/Act11/ShaperLabTrailer/Graphs/shaper_lab.dgr",100,50,100
759,"Epilogue_Square_Courts","Metadata/Terrain/Act11/Area1/OriathSquare/Graphs/ravaged_square_1.dgr",100,50,100
760,"Epilogue_Courts_1","Metadata/Terrain/Act11/Area1/TemplarCourts/Graphs/courts_v1.dgr",100,50,100
761,"Epilogue_Courts_2","Metadata/Terrain/Act11/Area1/TemplarCourts/Graphs/courts_v2.dgr",100,50,100
762,"Epilogue_Courts_3","Metadata/Terrain/Act11/Area1/TemplarCourts/Graphs/courts_v3.dgr",100,50,100
763,"Epilogue_Courts_4","Metadata/Terrain/Act11/Area1/TemplarCourts/Graphs/courts_v4.dgr",100,50,100
764,"Epilogue_Square_Reliquary","Metadata/Terrain/Act11/Area2/OriathSquare/Graphs/ravaged_square_1.dgr",100,50,100
765,"Epilogue_Reliquary_1","Metadata/Terrain/Act11/Area2/Reliquary/Graphs/reliquary_1.dgr",100,50,100
766,"Epilogue_Reliquary_2","Metadata/Terrain/Act11/Area2/Reliquary/Graphs/reliquary_2.dgr",100,50,100
767,"Epilogue_Karui_Island","Metadata/Terrain/Act11/Camp/Graphs/island_camp.dgr",100,50,100
768,"SideBeach1_1","Metadata/Terrain/Act1/SideBeach1/Graphs/beach1.tgr",100,50,100
769,"SideBeach1_2","Metadata/Terrain/Act1/SideBeach1/Graphs/beach2.tgr",100,50,100
770,"SideBeach1_3","Metadata/Terrain/Act1/SideBeach1/Graphs/beach3.tgr",100,50,100
771,"SideBeach1_4","Metadata/Terrain/Act1/SideBeach1/Graphs/beach4.tgr",100,50,100
772,"SideCaves1_1","Metadata/Terrain/Act1/SideCave1/Graphs/cave.dgr",100,50,50
773,"SideCaves1_2","Metadata/Terrain/Act1/SideCave1/Graphs/cave2.dgr",100,50,50
774,"SideCaves1_3","Metadata/Terrain/Act1/SideCave1/Graphs/cave3.dgr",100,50,50
775,"SideCaves1_4","Metadata/Terrain/Act1/SideCave1/Graphs/cave4.dgr",100,50,50
776,"SideCaves2_1","Metadata/Terrain/Act1/SideCave2/Graphs/cave.dgr",100,50,50
777,"SideCaves2_2","Metadata/Terrain/Act1/SideCave2/Graphs/cave2.dgr",100,50,50
778,"SideCaves2_3","Metadata/Terrain/Act1/SideCave2/Graphs/cave3.dgr",100,50,50
779,"SideCaves2_4","Metadata/Terrain/Act1/SideCave2/Graphs/cave4.dgr",100,50,50
780,"SideBeachCliff1_1","Metadata/Terrain/Act1/SideCliff1/Graphs/cliff1.tgr",90,50,100
781,"SideBeachCliff1_2","Metadata/Terrain/Act1/SideCliff1/Graphs/cliff2.tgr",90,50,100
782,"SideLedge1_1","Metadata/Terrain/Act1/SideLedge1/Graphs/ledge1.tgr",90,50,100
783,"SideLedge1_2","Metadata/Terrain/Act1/SideLedge1/Graphs/ledge2.tgr",90,50,100
784,"SidePrison1_1","Metadata/Terrain/Act1/SidePrison1/Graphs/prison1.dgr",100,50,50
785,"SidePrison1_2","Metadata/Terrain/Act1/SidePrison1/Graphs/prison2.dgr",100,50,50
786,"SidePrison1_3","Metadata/Terrain/Act1/SidePrison1/Graphs/prison3.dgr",100,50,50
787,"SidePrison1_4","Metadata/Terrain/Act1/SidePrison1/Graphs/prison4.dgr",100,50,50
788,"SideForestCliff1_1","Metadata/Terrain/Act2/SideCliff1/Graphs/cliff1.tgr",90,50,100
789,"SideForestCliff1_2","Metadata/Terrain/Act2/SideCliff1/Graphs/cliff2.tgr",90,50,100
790,"SideThickforest1_1","Metadata/Terrain/Act2/SideForest1/Graphs/forest1.tgr",100,50,100
791,"SideThickforest1_2","Metadata/Terrain/Act2/SideForest1/Graphs/forest2.tgr",100,50,100
792,"SideThickforest1_3","Metadata/Terrain/Act2/SideForest1/Graphs/forest3.tgr",100,50,100
793,"SideThickforest1_4","Metadata/Terrain/Act2/SideForest1/Graphs/forest4.tgr",100,50,100
794,"SideForestCave1_1","Metadata/Terrain/Act2/SideDen1/Graphs/field_caves_1_1.dgr",100,50,50
795,"SideForestCave1_2","Metadata/Terrain/Act2/SideDen1/Graphs/field_caves_2_1.dgr",100,50,50
796,"SideForestCave1_3","Metadata/Terrain/Act2/SideDen1/Graphs/field_caves_3_1.dgr",100,50,50
797,"SideForestCave1_4","Metadata/Terrain/Act2/SideDen1/Graphs/field_caves_4_1.dgr",100,50,50
798,"SideForestCliff2_1","Metadata/Terrain/Act2/SideCliff2/Graphs/cliff1.tgr",100,50,100
799,"SideForestCliff2_2","Metadata/Terrain/Act2/SideCliff2/Graphs/cliff2.tgr",100,50,100
800,"SideForestCliff2_3","Metadata/Terrain/Act2/SideCliff2/Graphs/cliff3.tgr",100,50,100
801,"SideForestCliff2_4","Metadata/Terrain/Act2/SideCliff2/Graphs/cliff4.tgr",100,50,100
802,"SideChurch1_1","Metadata/Terrain/Act2/SideChurch1/Graphs/church1.dgr",100,50,50
803,"SideChurch1_2","Metadata/Terrain/Act2/SideChurch1/Graphs/church2.dgr",100,50,50
804,"SideChurch1_3","Metadata/Terrain/Act2/SideChurch1/Graphs/church3.dgr",100,50,50
805,"SideChurch1_4","Metadata/Terrain/Act2/SideChurch1/Graphs/church4.dgr",100,50,50
806,"SideChamber1_1","Metadata/Terrain/Act2/SideChamber1/Graphs/chamber1.dgr",100,50,50
807,"SideChamber1_2","Metadata/Terrain/Act2/SideChamber1/Graphs/chamber2.dgr",100,50,50
808,"SideChamber1_3","Metadata/Terrain/Act2/SideChamber1/Graphs/chamber3.dgr",100,50,50
809,"SideChamber1_4","Metadata/Terrain/Act2/SideChamber1/Graphs/chamber4.dgr",100,50,50
810,"SideThicket1_1","Metadata/Terrain/Act2/SideThicket1/Graphs/thicket1.dgr",100,50,50
811,"SideThicket1_2","Metadata/Terrain/Act2/SideThicket1/Graphs/thicket2.dgr",100,50,50
812,"SideThicket1_3","Metadata/Terrain/Act2/SideThicket1/Graphs/thicket3.dgr",100,50,50
813,"SideThicket1_4","Metadata/Terrain/Act2/SideThicket1/Graphs/thicket4.dgr",100,50,50
814,"SideInca1_1","Metadata/Terrain/Act2/SideInca1/Graphs/inca1.dgr",100,50,50
815,"SideInca1_2","Metadata/Terrain/Act2/SideInca1/Graphs/inca2.dgr",100,50,50
816,"SideInca1_3","Metadata/Terrain/Act2/SideInca1/Graphs/inca3.dgr",100,50,50
817,"SideInca1_4","Metadata/Terrain/Act2/SideInca1/Graphs/inca4.dgr",100,50,50
818,"SideChurch2_1","Metadata/Terrain/Act3/SideChurch1/Graphs/church1.dgr",100,50,50
819,"SideChurch2_2","Metadata/Terrain/Act3/SideChurch1/Graphs/church2.dgr",100,50,50
820,"SideChurch2_3","Metadata/Terrain/Act3/SideChurch1/Graphs/church3.dgr",100,50,50
821,"SideChurch2_4","Metadata/Terrain/Act3/SideChurch1/Graphs/church4.dgr",100,50,50
822,"SideDock1_1","Metadata/Terrain/Act3/SideDock1/Graphs/dock1.dgr",100,50,50
823,"SideDock1_2","Metadata/Terrain/Act3/SideDock1/Graphs/dock2.dgr",100,50,50
824,"SideGarden1_1","Metadata/Terrain/Act3/SideGarden1/Graphs/garden1.dgr",100,50,100
825,"SideGarden1_2","Metadata/Terrain/Act3/SideGarden1/Graphs/garden2.dgr",100,50,100
826,"SideGarden1_3","Metadata/Terrain/Act3/SideGarden1/Graphs/garden3.dgr",100,50,100
827,"SideGarden1_4","Metadata/Terrain/Act3/SideGarden1/Graphs/garden4.dgr",100,50,100
828,"SideJail1_1","Metadata/Terrain/Act3/SideJail1/Graphs/jail1.dgr",100,50,50
829,"SideJail1_2","Metadata/Terrain/Act3/SideJail1/Graphs/jail2.dgr",100,50,50
830,"SideJail1_3","Metadata/Terrain/Act3/SideJail1/Graphs/jail3.dgr",100,50,50
831,"SideJail1_4","Metadata/Terrain/Act3/SideJail1/Graphs/jail4.dgr",100,50,50
832,"SideLibrary1_1","Metadata/Terrain/Act3/SideLibrary1/Graphs/library1.dgr",100,50,50
833,"SideLibrary1_2","Metadata/Terrain/Act3/SideLibrary1/Graphs/library2.dgr",100,50,50
834,"SideLibrary1_3","Metadata/Terrain/Act3/SideLibrary1/Graphs/library3.dgr",100,50,50
835,"SideLibrary1_4","Metadata/Terrain/Act3/SideLibrary1/Graphs/library4.dgr",100,50,50
