"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","rid","rid","QuestKey","i32","i32","i32","i32","[rid]","string","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","bool","bool","string","rid","rid","string","i32","i32","i32","i32"
690,122,34,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,0,0,0,[9199],"","","",[],[],1275,[],1275,"","","","","","","","",0,53926,0,46
691,122,35,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,0,0,0,[9200],"","","",[],[],1275,[],1275,"","","","","","","","",0,53958,0,46
692,122,36,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,0,0,0,[9201],"","","",[],[],1275,[],1275,"","","","","","","","",0,53990,0,46
693,122,37,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,0,0,0,[9202],"","","",[],[],1275,[],1275,"","","","","","","","",0,54022,0,46
694,122,38,"_extra_mission_info",[71],[],[],"triggerer.DispatchRulesetEvent(show_mission_reqs);","",5,"",71,0,0,0,[5730],"","","",[],[],1275,[],1275,"","","","","","","","",0,54054,0,46
695,122,39,"Select Mission","[2021,0]","[709,0,0]",[2022],"triggerer.DispatchRulesetEvent(choose);",2022,5,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","",1,1,"","","","",0,54264,0,46
696,122,40,"View Missions",[2021],"[709,0,0,0]",[2022],"triggerer.DispatchRulesetEvent(choose);",2022,5,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","",1,"","","","","",0,54390,0,46
697,123,0,"Introduction",[],[],[716],"",716,3,"",716,0,0,0,[734],"","","",[],[],1275,[],1275,"","","","","","","","",0,54422,0,46
698,123,1,"Captain Fairgraves",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[736],"","","",[233],[],233,[],1275,"","","","","","","","",0,54442,0,46
699,123,2,"Zana, Master Cartographer",[],[],[],"","",3,"",-16843010,-16843010,-16843010,-16843010,[743],"","","",[232],[],232,[],1275,"","","","","","","","",0,54516,0,46
700,123,3,"Fishing",[716],[],[],"triggerer.DoFishingTalk();",714,5,"",711,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,54606,0,46
701,123,4,"_no_rod",[71],[],[],"","",5,"",71,0,0,0,[732],"","","",[],[],1275,[],1275,"","","","","","","","",0,54656,0,46
702,123,5,"_have_rod",[71],[],[],"triggerer.ActivateFishingQuest();","",5,"",71,0,0,0,[733],"","","",[],[],1275,[],1275,"","","","","","","","",0,54780,0,46
703,123,6,"Claim Fish Reward",[71],[],[],"","",5,"",71,0,0,0,[735],"","","",[],[],1275,[],1275,"","","","","","","","",0,54850,0,46
704,133,0,"Read",[],[],[906],"",71,3,"",71,0,0,0,[929],"","",1,[],[],1275,[],1275,1,"","","","","","","",0,54882,0,46
705,134,0,"Read",[],[],[907],"",71,3,"",71,0,0,0,[930],"","",1,[],[],1275,[],1275,1,"","","","","","","",0,54914,0,46
706,135,0,"Read",[],[],[908],"",71,3,"",71,0,0,0,[931],"","",1,[],[],1275,[],1275,1,"","","","","","","",0,54946,0,46
707,136,0,"Read",[],[],[910],"",71,3,"",71,0,0,0,[932],"","",1,[],[],1275,[],1275,1,"","","","","","","",0,54978,0,46
708,137,0,"Read",[],[],[912],"",71,3,"",71,0,0,0,[933],"","",1,[],[],1275,[],1275,1,"","","","","","","",0,55010,0,46
709,138,0,"Read",[],[],[913],"",71,3,"",71,0,0,0,[934],"","",1,[],[],1275,[],1275,1,"","","","","","","",0,55042,0,46
710,139,0,"Read",[],[],[901],"",71,3,"",71,0,0,0,[924],"","",1,[],[],1275,[],1275,1,"","","","","","","",0,55074,0,46
711,140,0,"Read",[],[],[902],"",71,3,"",71,0,0,0,[925],"","",1,[],[],1275,[],1275,1,"","","","","","","",0,55106,0,46
712,141,0,"Read",[],[],[903],"",71,3,"",71,0,0,0,[926],"","",1,[],[],1275,[],1275,1,"","","","","","","",0,55138,0,46
713,142,0,"Read",[],[],[904],"",71,3,"",71,0,0,0,[927],"","",1,[],[],1275,[],1275,1,"","","","","","","",0,55170,0,46
714,143,0,"Read",[],[],[905],"",71,3,"",71,0,0,0,[928],"","",1,[],[],1275,[],1275,1,"","","","","","","",0,55202,0,46
715,145,0,"Read",[],[],[917],"",71,3,"",71,0,0,0,[1038],"","",1,[],[],1275,[],1275,1,"","","","","","","",0,55234,0,46
716,146,0,"Read",[],[],[918],"",71,3,"",71,0,0,0,[1039],"","",1,[],[],1275,[],1275,1,"","","","","","","",0,55266,0,46
717,147,0,"Read",[],[],[919],"",71,3,"",71,0,0,0,[1040],"","",1,[],[],1275,[],1275,1,"","","","","","","",0,55298,0,46
718,148,0,"Read",[],[],[920],"",71,3,"",71,0,0,0,[1041],"","",1,[],[],1275,[],1275,1,"","","","","","","",0,55330,0,46
719,149,0,"Read",[],[],[921],"",71,3,"",71,0,0,0,[1042],"","",1,[],[],1275,[],1275,1,"","","","","","","",0,55362,0,46
720,156,0,"Read",[],[],[927],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[1066],"","","",[],[],1275,[],1275,1,"","","","","","","",0,55394,0,46
721,157,0,"Read",[],[],[928],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[1067],"","","",[],[],1275,[],1275,1,"","","","","","","",0,55426,0,46
722,158,0,"Read",[],[],[929],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[1068],"","","",[],[],1275,[],1275,1,"","","","","","","",0,55458,0,46
723,159,0,"Read",[],[],[930],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[1069],"","","",[],[],1275,[],1275,1,"","","","","","","",0,55490,0,46
724,160,0,"Read",[],[],[931],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[1070],"","","",[],[],1275,[],1275,1,"","","","","","","",0,55522,0,46
725,161,0,"Read",[],[],[932],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[1071],"","","",[],[],1275,[],1275,1,"","","","","","","",0,55554,0,46
726,162,0,"Introduction",[],[],[933],"",933,3,"",933,0,0,0,[1080],"","","",[],[],1275,[],1275,"","","","","","","","",0,55586,0,46
727,162,1,"Perandus Coins",[],[],[909],"","",3,"",909,0,0,0,[1081],"","","",[],[],1275,[],1275,"","","","","","","","",0,55650,0,46
728,162,2,"Chitus Perandus",[],[],[911],"","",3,"",911,0,0,0,[1082],"","","",[],[],1275,[],1275,"","","","","","","","",0,55716,0,46
729,162,3,"The Perandus Family",[911],[],[892],"","",3,"",892,0,0,0,[1083],"","","",[],[],1275,[],1275,"","","","","","","","",0,55806,0,46
730,162,4,"Cataclysm",[],[],[934],"","",3,"",934,0,0,0,[1085],"","","",[],[],1275,[],1275,"","","","","","","","",0,55838,0,46
731,162,5,"Prospero",[934],[],[935],"","",3,"",935,0,0,0,[1086],"","","",[],[],1275,[],1275,"","","","","","","","",0,55906,0,46
732,162,6,"Izaro",[937],[899],[936],"","",3,"",936,0,0,0,[1087],"","","",[],[],1275,[],1275,"","","","","","","","",0,55984,0,46
733,162,7,"Izaro",[899],[],[936],"","",3,"",936,0,0,0,[1088],"","","",[],[],1275,[],1275,"","","","","","","","",0,56032,0,46
734,162,8,"Cadiro's Offer",[],[],[938],"",938,31,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","",1,"","",5,"","",0,56080,0,46
735,162,9,"_trade_complete_",[71],[],[],"triggerer.FinishNPCChat(); Transition();","",3,"",71,0,0,0,"[1089,1090,1091,1092,1093,1094,1095,1096]","","","",[],[],1275,[],1275,"","","","","","","","",0,56260,0,46
736,177,0,"The Shaper",[],[],[],"triggerer.FinishNPCChat();",71,5,"",71,0,0,0,[1881],"","","",[],[],1275,[],1275,"","","","","","","","",0,56300,0,46
737,94,0,"Read",[],[],[1248],"",71,3,"",71,0,0,0,[1375],"","",1,[],[],1275,[],1275,"","","","","","","","",0,56332,0,46
738,179,0,"Introduction",[],[],[1094],"",1094,3,"",1094,0,0,0,"[1376,1377,1378]","",1,"",[],[],1275,[],1275,"","","","","","","","",0,56396,0,46
739,179,1,"Overseer Krow",[1051],[1054],[1052],"",1052,5,"",71,0,0,0,[1379],"","","",[],[],1275,[],1275,"","","","","","","","",0,56490,0,46
740,179,2,"Overseer Reward",[1052],[1054],[1053],"",1053,6,35,71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,56572,0,46
741,179,3,"Justicar Casticus",[1057],[1062],[1060],"",1060,5,"",71,0,0,0,[1380],"","","",[],[],1275,[],1275,"","","","","","","","",0,56674,0,46
742,179,4,"Casticus Reward",[1060],[1062],[1061],"",1061,6,36,71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,56756,0,46
743,179,5,"Uprising",[],[],[1095],"","",3,"",1095,0,0,0,[1381],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,56808,0,46
744,179,6,"Utula",[1119],[1071],[1096],"","",3,"",1096,0,0,0,[1382],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,56886,0,46
745,179,7,"Utula",[1071],[1077],[1097],"","",3,"",1097,0,0,0,[1383],"","","",[],[],1275,[],1275,"","","","","","","","",0,56950,0,46
746,179,8,"Utula",[1077],[1085],[1098],"","",3,"",1098,0,0,0,[1384],"","","",[],[],1275,[],1275,"","","","","","","","",0,57014,0,46
747,179,9,"Vilenta",[1105],[],[1099],"","",3,"",1099,0,0,0,[1385],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,57080,0,46
748,179,10,"Bannon",[1130],[],[1100],"","",3,"",1100,0,0,0,[1386],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,57144,0,46
749,179,11,"Oriath Square",[1044],[],[1102],"","",3,"",1102,0,0,0,[1387],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,57222,0,46
750,179,12,"High Templar Avarius",[1071],[1074],[1072],"",1072,5,"",71,0,0,0,[1388],"","","",[],[],1275,[],1275,"","","","","","","","",0,57330,0,46
751,179,13,"Avarius Reward",[1072],[1074],[1073],"",1073,6,38,71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,57410,0,46
752,179,14,"The King's Feast",[1075],[],[1101],"","",3,"",1101,0,0,0,[1389],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,57494,0,46
753,179,15,"Cult of Kitava",[1075],[],[1103],"","",3,"",1103,0,0,0,[1390],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,57574,0,46
754,179,16,"Kitava's Torments",[1071],[1090],[1086],"",1086,5,"",71,0,0,0,[1391],"","","",[],[],1275,[],1275,"","","","","","","","",0,57676,0,46
755,179,17,"Kitava's Torments","[1087,0,0]",[],[1090],"",1090,5,"",71,0,0,0,[1392],"","","",[],[],1275,[],1275,"","","","","","","","",0,57756,0,46
756,179,18,"Torments Reward",[1090],"[1092,0]",[1091],"",1091,6,40,71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,57854,0,46
757,179,19,"Kitava",[1085],[],[1375],"",1375,3,"",1375,0,0,0,[1393],"","","",[],[],1275,[],1275,"","","","","","","","",0,57918,0,46
758,179,20,"Purchase Items",[],[],[],"","",23,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","",1,"","",0,57918,0,46
759,179,21,"Sell Items",[],[],[],"","",24,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","",0,"","",0,57918,0,46
760,180,0,"Introduction",[],[],[1105],"",1105,3,"",1105,0,0,0,[1394],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,57950,0,46
761,180,1,"Lani",[1094],[],[1106],"","",3,"",1106,0,0,0,[1395],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,58010,0,46
762,180,2,"Utula",[1119],[1071],[1107],"","",3,"",1107,0,0,0,[1396],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,58074,0,46
763,180,3,"Utula",[1071],[1077],[1108],"","",3,"",1108,0,0,0,[1397],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,58138,0,46
764,180,4,"Bannon",[1130],[],[1109],"","",3,"",1109,0,0,0,[1398],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,58186,0,46
765,180,5,"Justicar Casticus",[1055],[],[1110],"","",3,"",1110,0,0,0,[1399],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,58234,0,46
766,180,6,"High Templar Avarius",[1069],[],[1111],"","",3,"",1111,0,0,0,[1400],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,58282,0,46
767,180,7,"The Sign of Purity",[1081],[1083],[1112],"","",3,"",1112,0,0,0,[1405],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,58386,0,46
768,180,8,"Piety",[],[],[1113],"","",3,"",1113,0,0,0,[1401],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,58418,0,46
769,180,9,"Research",[1113],[],[1114],"","",3,"",1114,0,0,0,[1402],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,58486,0,46
770,180,10,"Gods",[1071],[],[1115],"","",3,"",1115,0,0,0,[1403],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,58546,0,46
771,180,11,"Innocence",[1071],[],[1116],"","",3,"",1116,0,0,0,[1404],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,58616,0,46
772,180,12,"Chitus Cathedral",[1071],[],[1117],"","",3,"",1117,0,0,0,[1406],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,58700,0,46
773,180,13,"Kitava",[1085],[],[1118],"",1118,3,"",1118,0,0,0,[1407],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,58748,0,46
774,180,14,"Miasmeter",[],[1065],[1063],"",1063,5,"",71,0,0,0,[1408],"","","",[],[],1275,[],1275,"","","","","","","","",0,58818,0,46
775,180,15,"Miasmeter",[1064],[],[1065],"",1065,5,"",71,0,0,0,[1409],"","","",[],[],1275,[],1275,"","","","","","","","",0,58866,0,46
776,180,16,"Miasmeter Reward",[1065],"[1067,0]",[1066],"",1066,6,37,71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,58966,0,46
777,183,0,"Rescue",[],[1129],[1129],"triggerer.FinishNPCChat();",1129,5,"",71,0,0,0,[1411],"","","",[],[],1275,[],1275,"","","","","","","","",0,59030,0,46
778,183,1,"Rescue",[1129],[],[],"triggerer.FinishNPCChat();",71,5,"",71,0,0,0,[1411],"","","",[],[],1275,[],1275,"","","","","","","","",0,59062,0,46
779,182,0,"Introduction",[],[],[1130],"",1130,3,"",1130,0,0,0,[1412],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,59094,0,46
780,182,1,"Overseer's Tower",[],[],[1131],"","",3,"",1131,0,0,0,[1413],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,59162,0,46
781,182,2,"Innocence",[1131],[],[1132],"","",3,"",1132,0,0,0,[1414],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,59210,0,46
782,182,3,"The Sign of Purity",[],[],[1133],"","",3,"",1133,0,0,0,[1415],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,59242,0,46
783,182,4,"The Ossuary",[1081],[],[1134],"","",3,"",1134,0,0,0,[1416],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,59316,0,46
784,182,5,"Lani",[1094],[],[1135],"","",3,"",1135,0,0,0,[1417],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,59364,0,46
785,182,6,"Vilenta",[1105],[],[1136],"","",3,"",1136,0,0,0,[1418],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,59412,0,46
786,182,7,"Utula",[],[1077],[1075],"",1075,5,"",71,0,0,0,[1419],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,59460,0,46
787,182,8,"Utula",[1077],[1080],[1078],"",1078,5,"",71,0,0,0,[1420],"","","",[],[],1275,[],1275,"","","","","","","","",0,59524,0,46
788,182,9,"Utula Reward",[1078],[1080],[1079],"",1079,6,39,71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,59600,0,46
789,182,10,"Kitava",[1085],[],[1137],"",1137,3,"",1137,0,0,0,[1421],"","","",[],[],1275,[],1275,"","","","","","","","",0,59648,0,46
790,182,11,"Purchase Items",[],[],[],"","",23,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","",1,"","",0,59648,0,46
791,182,12,"Sell Items",[],[],[],"","",24,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","",0,"","",0,59648,0,46
792,181,0,"Introduction",[],[],[1119],"",1119,3,"",1119,0,0,0,"[1422,1423,1424]","",1,"",[],[],1275,[],1275,"","","","","","","","",0,59712,0,46
793,181,1,"Justicar Casticus",[1119],[1057],"[1055,0]","",1055,5,"",1055,0,0,0,[1425],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,59792,0,46
794,181,2,"Justicar Casticus",[1057],[],[1120],"","",3,"",1120,0,0,0,[1426],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,59840,0,46
795,181,3,"Slave Pens",[],[],[1121],"","",3,"",1121,0,0,0,[1427],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,59896,0,46
796,181,4,"Lani",[1094],[],[1122],"","",3,"",1122,0,0,0,[1428],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,59944,0,46
797,181,5,"Vilenta",[1105],[],[1123],"","",3,"",1123,0,0,0,[1429],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,59992,0,46
798,181,6,"Overseer's Tower",[],[],[1124],"","",3,"",1124,0,0,0,[1430],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,60024,0,46
799,181,7,"Kitava",[],[],[1125],"","",3,"",1125,0,0,0,[1431],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,60056,0,46
800,181,8,"Innocence",[],[],[1126],"","",3,"",1126,0,0,0,[1432],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,60088,0,46
801,181,9,"Templar Court",[1069],[],[1127],"","",3,"",1127,0,0,0,[1433],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,60166,0,46
802,181,10,"High Templar Avarius",[1069],[],[1128],"","",3,"",1128,0,0,0,[1434],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,60214,0,46
803,181,11,"Purchase Items",[],[],[],"","",23,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","",1,"","",0,60214,0,46
804,181,12,"Sell Items",[],[],[],"","",24,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","",0,"","",0,60214,0,46
805,184,0,"Kitava",[],[],[],"triggerer.DoNPCChat(1);",1081,5,"",71,0,0,0,[1437],"","","",[],[],1275,[],1275,"","","","","","","","",0,60230,0,46
806,184,1,"Kitava",[71],[],[],"triggerer.DoNPCChat(2);","",5,"",71,0,0,0,[1439],"","","",[],[],1275,[],1275,"","","","","","","","",0,60312,0,46
807,184,2,"Kitava",[71],[],[1081],"","",5,"",71,0,0,0,[1438],"","","",[],[],1275,[],1275,"","","","","","","","",0,60360,0,46
808,184,3,"The Sign of Purity",[],[],[1370],"","",3,"",1370,0,0,0,[1440],"","","",[],[],1275,[],1275,"","","","","","","","",0,60392,0,46
809,184,4,"The Fall of Oriath",[],[],[1371],"","",3,"",1371,0,0,0,[1441],"","","",[],[],1275,[],1275,"","","","","","","","",0,60464,0,46
810,184,5,"Innocence",[],[],[1761],"","",3,"",1761,0,0,0,[1442],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,60496,0,46
811,302,0,"The Sign of Purity",[],[1767],[1767],"triggerer.FinishNPCChat();",1767,3,"",71,0,0,0,[1443],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,60544,0,46
812,302,1,"The Sign of Purity",[1767],[],[],"triggerer.FinishNPCChat();",71,3,"",71,0,0,0,[1443],"","","",[],[],1275,[],1275,"","","","","","","","",0,60576,0,46
813,185,0,"Kitava",[],[1369],[1369],"triggerer.FinishNPCChat();",1369,5,"",71,0,0,0,[1445],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,60624,0,46
814,185,1,"Kitava",[1369],[],[],"triggerer.FinishNPCChat();",71,5,"",71,0,0,0,[1445],"","","",[],[],1275,[],1275,"","","","","","","","",0,60656,0,46
815,186,0,"Introduction",[],[],[1372],"",1372,3,"",1372,0,0,0,[1449],"","","",[],[],1275,[],1275,"","","","","","","","",0,60688,0,46
816,186,1,"Sail to Wraeclast",[],[],[],"triggerer.AreaTransitionTo(2_6_town, 0, 0.5); triggerer.FinishNPCChat();","",5,"",71,0,0,0,[1450],"triggerer.FadeToBlack( 500, 5000, 1000);","","",[],[],1275,[],1275,"","","","","","","","",0,60974,0,46
817,187,0,"Introduction",[],[],[1223],"",1223,3,"",1223,0,0,0,[1477],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,61006,0,46
818,187,1,"Nessa",[1223],"[1164,0,0]",[1155],"",1155,5,"",71,0,0,0,[1478],"","","",[],[],1275,[],1275,"","","","","","","","",0,61102,0,46
819,187,2,"Nessa",[1156],"[1164,0]",[1224],"",1224,5,"",71,0,0,0,[1479],"","","",[],[],1275,[],1275,"","","","","","","","",0,61182,0,46
820,187,3,"Nessa",[1164],[],[1165],"",1165,5,"",1165,0,0,0,[1488],"","","",[],[],1275,[],1275,"","","","","","","","",0,61230,0,46
821,187,4,"The Black Flag",[1159],[],[1229],"","",3,"",1229,0,0,0,[1484],"","","",[],[],1275,[],1275,"","","","","","","","",0,61310,0,46
822,187,5,"Lilly",[1205],[],[1225],"","",3,"",1225,0,0,0,[1480],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,61372,0,46
823,187,6,"Life with Lilly",[1225],[],[1899],"","",3,"",1899,0,0,0,[1494],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,61454,0,46
824,187,7,"The Karui Fortress",[1142],[1178],[1182],"",1182,5,"",71,0,0,0,[1485],"","","",[],[],1275,[],1275,"","","","","","","","",0,61558,0,46
825,187,8,"The Karui Fortress",[1178],[1175],[1177],"",1177,5,"",71,0,0,0,[1486],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,61622,0,46
826,187,9,"Tukohama",[1175],[1171],[1174],"",1174,5,"",71,0,0,0,[1487],"","","",[],[],1275,[],1275,"","","","","","","","",0,61706,0,46
827,187,10,"The Eye of Conquest",[1179],[1178],[1230],"",1230,3,"",1230,0,0,0,[1491],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,61812,0,46
828,187,11,"Tukohama Reward",[1174],"[1172,0]",[1173],"",1173,6,42,71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,61910,0,46
829,187,12,"Shavronne of Umbra",[1175],[1168],[1226],"","",3,"",1226,0,0,0,[1481],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,62014,0,46
830,187,13,"Shavronne of Umbra",[1168],[],[1227],"",1227,3,"",1227,0,0,0,[1482],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,62062,0,46
831,187,14,"Shavronne Reward",[1227],[1170],[1169],"",1169,6,41,71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,62146,0,46
832,187,15,"The Ship Graveyard",[1157],"[1164,0]",[1228],"","",3,"",1228,0,0,0,[1483],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,62266,0,46
833,187,16,"The Puppet Mistress",[1168],[1192],[1195],"",1195,5,"",71,0,0,0,[1489],"","","",[],[],1275,[],1275,"","","","","","","","",0,62372,0,46
834,187,17,"The Puppet Mistress",[1193],[1189],[1192],"",1192,5,"",71,0,0,0,[1490],"","","",[],[],1275,[],1275,"","","","","","","","",0,62436,0,46
835,187,18,"Puppet Mistress Reward",[1192],"[1190,0]",[1191],"",1191,6,45,71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,62548,0,46
836,187,19,"The Brine King",[],[1164],[1617],"","",3,"",1617,0,0,0,[1492],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,62628,0,46
837,187,20,"The Twilight Strand",[],[1187],[1618],"","",3,"",1618,0,0,0,[1493],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,62718,0,46
838,187,21,"Karui Revenants",[1178],[1175],[1615],"","",3,"",1615,0,0,0,"[1495,1496]","",1,"",[],[],1275,[],1275,"","","","","","","","",0,62832,0,46
839,187,22,"Purchase Items",[],[],[],"","",23,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","",1,"","",0,62832,0,46
840,187,23,"Sell Items",[],[],[],"","",24,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","",0,"","",0,62832,0,46
841,188,0,"Introduction",[],[],[1214],"",1214,3,"",1214,0,0,0,[1461],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,62864,0,46
842,188,1,"Nessa",[],"[1164,0]",[1215],"","",3,"",1215,0,0,0,[1462],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,62928,0,46
843,188,2,"Nessa",[1156],[1164],[889],"","",3,"",889,0,0,0,[1474],"","","",[],[],1275,[],1275,"","","","","","","","",0,62992,0,46
844,188,3,"Lilly",[1205],[],[1216],"","",3,"",1216,0,0,0,[1463],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,63040,0,46
845,188,4,"The Old Gods",[],[],[890],"","",3,"",890,0,0,0,[1475],"","","",[],[],1275,[],1275,"","","","","","","","",0,63100,0,46
846,188,5,"Tukohama",[1182],[1175],[1217],"","",3,"",1217,0,0,0,[1464],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,63164,0,46
847,188,6,"The Brine King",[],[1164],[1218],"","",3,"",1218,0,0,0,[1465],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,63212,0,46
848,188,7,"The Brine King",[1164],[],[1219],"",1219,3,"",1219,0,0,0,[1466],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,63260,0,46
849,188,8,"The Black Crest",[1319],[],[891],"","",3,"",891,0,0,0,[1476],"","","",[],[],1275,[],1275,"","","","","","","","",0,63342,0,46
850,188,9,"Shavronne of Umbra","[1166,0]",[1168],[1221],"","",3,"",1221,0,0,0,[1468],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,63422,0,46
851,188,10,"Abberath",[1168],[1199],[1202],"",1202,5,"",71,0,0,0,[1470],"","","",[],[],1275,[],1275,"","","","","","","","",0,63506,0,46
852,188,11,"Abberath",[1200],[1196],[1199],"",1199,5,"",71,0,0,0,[1471],"","","",[],[],1275,[],1275,"","","","","","","","",0,63570,0,46
853,188,12,"Abberath Reward",[1199],"[1197,0]",[1198],"",1198,6,46,71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,63668,0,46
854,188,13,"The Ship Graveyard",[1157],[1164],[1222],"","",3,"",1222,0,0,0,[1469],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,63732,0,46
855,188,14,"Weylam Roth",[],[],[1220],"","",3,"",1220,0,0,0,[1467],"",1,"",[],[],1275,[],1275,"","","","","","","","",0,63790,0,46
856,188,15,"Bestel's Epic",[],[1251],[1249],"",1249,5,"",71,0,0,0,[1472],"","","",[],[],1275,[],1275,"","","","","","","","",0,63868,0,46
857,188,16,"Bestel's Epic",[1250],[],[1251],"",1251,5,"",71,0,0,0,[1473],"","","",[],[],1275,[],1275,"","","","","","","","",0,63916,0,46
858,188,17,"Bestel's Epic Reward",[1251],[1253],[1252],"",1252,6,44,71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","","","","",0,64008,0,46
859,188,18,"Purchase Items",[],[],[],"","",23,"",71,0,0,0,[],"","","",[],[],1275,[],1275,"","","","","",1,"","",0,64008,0,46
