"rownum","Id","[rid]","[i32]","[i32]","[i32]","Variants","[rid]","[i32]","[rid]","rid","[i32]","[rid]","[i32]"
129,"tornado_shot_bow","[1094,1099]",[],[142],[],"[""Default"",""MTX"",""Chaos"",""Celestial""]",[],"[18079,35902,38322,27572]","[132,137]",347,[],[324],[]
130,"tornado_shot_wand","[1094,1099]",[],[142],[],"[""Default"",""MTX"",""Chaos"",""Celestial""]",[],"[18079,35902,38322,27572]","[142,143]",347,[],[324],[]
131,"fireball","[1124,1144]",[],[],[],"[""Default"",""Golden"",""Dragon"",""Pyro"",""PyroPoison"",""Phoenix"",""AvariusCasticus"",""Holy"",""AbberathMinion"",""HolyMiner"",""Gemling"",""GemlingUpgraded"",""AvariusWickerman"",""BestiaryHellion"",""IncursionFireball"",""IncursionFireballLightning"",""IncursionFireballChaos"",""DelveTaowu"",""DelveTaowuLarge"",""BlightFire"",""Celestial"",""FlameSentinel"",""Stygian"",""ExpeditionRelic"",""Direblade"",""Oblivion"",""OnyxOblivion"",""Demonic""]",[],"[18079,51154,25624,34029,17715,28085,35646,27667,5363,45614,25069,719,31455,20203,30073,32830,24662,31460,11595,50741,27572,23584,39541,51001,11723,116,38576,61278]",[151],347,[],"[45,46]",[]
132,"expanding_fire_cone","[1145,1146,1147,1148,1149,1150]",[],[152],[],"[""Default"",""BlueFlame"",""Direblade""]",[],"[18079,61200,11723]",[],347,[],[208],[]
133,"crackling_lance","[1162,1162,1165,1168]","[60,0]","[153,0,0,0,156]",[],"[""Default"",""Automaton"",""Celestial""]",[],"[18079,3488,27572]",[],347,[],[1276],[]
134,"ice_shot","[1174,1175,1176]",[],[],[],"[""Default"",""Piety"",""Monster"",""VaalOrb"",""Skadi""]",[],"[18079,56950,1567,3918,31535]",[179],347,[],"[186,187]",[]
135,"expanding_rain_of_arrows","[1189,1199,1208]",[],[],[],"[""Default"",""Forsaken"",""Spine"",""Lightning"",""LegionCombo"",""LegionEternal"",""Celestial"",""Oblivion"",""OnyxOblivion"",""Demonic""]",[],"[18079,41689,16476,41050,52615,48335,27572,116,38576,61278]",[],347,[],"[121,122,123]",[]
136,"toxic_rain","[1217,1225,1232,1240,1248]",[66],[],[11],"[""Default"",""BlackLotus"",""AtlasBasilisk"",""Suffering"",""Celestial"",""Oblivion"",""Auspicious""]",[],"[18079,33766,54962,2790,27572,116,45563]",[],347,[],"[1090,1091]",[]
137,"bubble_shield","[1256,1257]",[],[169],[],"[""Default""]",[404],[18079],[],347,[],[1361],[]
138,"molten_shell","[1258,1265,1272]",[],[168],[],"[""Default"",""Monster"",""AlwaysTrigger"",""Stygian"",""Viper"",""Divine"",""Mercurial""]",[],"[18079,1567,17608,39541,43950,29263,25270]",[],347,[],"[131,132,133,134]",[]
139,"hydrosphere","[1279,1281,1283,1285,1287,1289,1291,1293,1295,1297,1299,1301,1303,1305]",[],[170],[19],"[""Default"",""Harmonious""]",[],"[18079,57521]",[],347,[],[1299],[]
140,"attached_projectile_effect_mtx",[],[],"[68,0,0,0,74,0,0,0]",[],"[""EMPTY"",""Firewall"",""Stygian"",""Oblivion"",""Transcendence"",""ArchnemesisDyingSun""]",[],"[34066,35806,39541,116,28088,41657]",[],15586,[],[],[]
141,"storm_call","[1307,1326,1345,1364]",[],[],[],"[""DefaultStormCall"",""TribalStormCall"",""MonsterStormCall"",""ColdStormCall"",""FireStormCall"",""PhysicalStormCall"",""EyeSpawnerStormCall"",""EarthquakeStormCall"",""TemplarStormCall"",""KitavaStormCall"",""ShavronneStormCall"",""AvatarSkyBeamStormCall"",""ArcaneStormCall"",""Divine"",""MonsterLowStormCall"",""KitavaCultistStormCall"",""KudukuStormCall"",""OldPlayerStormCall"",""XenozakStormCall""]",[],"[28396,40011,54157,25980,9831,37405,18695,14469,11050,57497,32959,7205,34630,29263,6439,29295,6978,57638,43328]",[],347,[],"[256,257,258,259,260]",[]
142,"explosive_arrow",[1383],[],[],[],"[""Default"",""Revenant"",""HeistThug"",""Twilight"",""Pandemonium""]",[],"[18079,39939,30612,65406,26494]",[184],347,[],[85],[]
143,"sentinel_tag_beam",[],[74],[],[],"[""Default""]",[],[18079],[],347,[],[1367],[]
144,"fire_storm","[1424,1445,1451,1458,1388]",[],[],[],"[""DefaultVariation"",""BallistaVariation"",""PietyLightningVariation"",""MapBossVariation"",""IceVariation"",""SpineVariation"",""ChaosFireVariation"",""IncaRockVariation"",""MeteorVariation"",""DivineCallVariation"",""CliffBomb"",""Blades"",""BladesUp"",""Reliquary"",""HolyGuardian"",""ShaperInfluence"",""BestiaryRavens"",""BestiaryCrabCharge"",""VaalIncursion"",""VaalIncursionChaos"",""VaalIncursionArmour"",""DelveAbyssLaser"",""BetrayalGravicius"",""SynthesisSpiker"",""VaalIncursionLegion"",""BlightFire"",""BlightLightning"",""BlightNPCFirestorm"",""GraviciusHellfire"",""AfflictionMod"",""ReworkedVariation"",""Stygian"",""Celestial"",""UltimatumLightning"",""HellscapeMeteor"",""HellscapeLightning"",""MeteorShower""]",[],"[48358,17341,12877,52192,42588,18133,6990,22715,29052,51663,39218,52291,1874,61506,2238,14052,2391,61176,45534,61751,47684,25524,12065,49893,26495,50741,11101,43433,34120,837,32907,39541,27572,14591,28583,51989,64137]",[],347,[],"[124,125,126]",[]
145,"fire_storm_lite","[1461,1465,1469]",[],[],[],"[""DefaultVariation"",""BallistaVariation"",""PietyLightningVariation"",""MapBossVariation"",""IceVariation"",""SpineVariation"",""ChaosFireVariation"",""IncaRockVariation"",""MeteorVariation"",""DivineCallVariation"",""CliffBomb"",""Blades"",""BladesUp"",""Reliquary"",""HolyGuardian"",""ShaperInfluence"",""BestiaryRavens"",""BestiaryCrabCharge"",""VaalIncursion"",""VaalIncursionChaos"",""VaalIncursionArmour"",""DelveAbyssLaser"",""BetrayalGravicius"",""SynthesisSpiker"",""VaalIncursionLegion"",""BlightFire"",""BlightLightning"",""BlightNPCFirestorm"",""GraviciusHellfire"",""AfflictionMod"",""ReworkedVariation"",""Stygian"",""Celestial"",""UltimatumLightning"",""HellscapeMeteor"",""HellscapeLightning"",""MeteorShower""]",[],"[48358,17341,12877,52192,42588,18133,6990,22715,29052,51663,39218,52291,1874,61506,2238,14052,2391,61176,45534,61751,47684,25524,12065,49893,26495,50741,11101,43433,34120,837,32907,39541,27572,14591,28583,51989,64137]",[],347,[],"[124,125,126]",[]
146,"summon_raging_spirit",[],[],[],[],"[""Default"",""Ghostflame"",""Raven"",""BloodRaven"",""Bees"",""Celestial"",""Eyes"",""ArcaneEye"",""Oblivion"",""OnyxOblivion"",""Demonic""]",[],"[18079,894,44096,26577,48674,27572,1784,34681,116,38576,61278]",[],347,[82],"[275,276]",[]
147,"summon_raging_spirit_monster",[],[],[],[],"[""Default"",""Ghostflame"",""Raven"",""BloodRaven"",""Bees"",""Celestial"",""Eyes"",""ArcaneEye"",""Oblivion"",""OnyxOblivion"",""Demonic""]",[],"[18079,894,44096,26577,48674,27572,1784,34681,116,38576,61278]",[],347,[93],[277],[]
148,"flask_effects",[1552],[],[],[],"[""Default"",""LifeMTX"",""ManaMTX"",""HybridMTX"",""UtilityMTX"",""Rumis"",""FlamingQuicksilver"",""IchorMana"",""RaincallerLife"",""RaincallerBloodLife"",""RaincallerVerdantLife""]",[405],"[18079,20358,21146,65450,37992,50728,29305,58425,46620,42964,61160]",[],15917,[],[],[]
149,"triggered_summon_spider_monster",[1473],[],[],[],"[""Default"",""Demonic""]",[],"[18079,61278]",[],16286,[80],[794],[]
150,"cast_on_damage_taken",[1475],[],[],[],"[""Default"",""Madcap""]",[],"[18079,59045]",[],15931,[],[],[2546]
151,"shockwave_support",[1476],[],[],[],"[""Default"",""Gore"",""Apollyon""]",[],"[18079,63064,43700]",[],15979,[],"[1192,1193]",[]
152,"viper_strike",[1479],[],[],[],"[""Default"",""Quiet"",""DemonicSpider"",""Demonic""]",[],"[18079,61089,17869,61278]",[],347,[],[82],[]
153,"vaal_ground_slam_spiked","[1483,1490,1500,1504]",[],[],[],"[""DefaultClusters"",""Blood"",""Molten"",""Bones"",""BrutusLightning"",""BrineShieldCrab"",""DefaultSpikes"",""Celestial"",""UNUSED"",""Oblivion"",""OnyxOblivion""]",[],"[63412,50511,19877,5799,30086,20384,21898,27572,64124,116,38576]",[],347,[],[5],[]
154,"corrupting_fever",[],[],[],[],"[""Default"",""Heritage""]","[415,417]","[18079,8972]",[],347,[],[1315],[]
155,"feast_of_flesh","[1510,1512]",[],[],[],"[""Default"",""Alternate""]",[],"[18079,25075]",[],15961,[],[1128],[]
156,"phys_cascade_trap","[1514,1517,1520]",[],[],[],"[""Default"",""Blight"",""Stygian""]",[],"[18079,7333,39541]",[],347,[],[1062],[]
157,"slither","[1523,1525,1527]",[],[172],[],"[""Default"",""Demonic""]","[419,420,421]","[18079,61278]",[],347,[],[1209],[]
158,"ice_spear",[1529],[],[],[],"[""Default"",""Fish"",""MTX1"",""ArtProjectilesSpreadOverAnimation"",""Synthesis"",""SynthesisFinalBoss"",""FrostSentinel"",""AtlasEyrie"",""VoidEmperor""]",[],"[18079,45988,30450,187,11050,9615,16782,13264,48015]",[189],347,[],[72],[]
159,"laser_spears","[1531,1532,1533]",[77],[174],[],"[""Default""]",[],[18079],[],347,[],[1366],[]
160,"ball_lightning",[],"[78,0]",[],[],"[""Default"",""Monster"",""EyeBallLightning"",""Templar"",""Celestial"",""Synthesis"",""AtlasCrusader"",""AfflictionMinion"",""HarvestSquid"",""HeistTemplarCaster"",""Automaton""]",[],"[18079,1567,49739,51326,27572,11050,55894,33406,47707,39763,3488]",[198],347,[],"[200,201]",[]
161,"monster_dd_area","[1534,1538,1542]",[],[],[],"[""Default"",""Chaos"",""HeistFreidrich"",""Archnemesis""]","[422,426]","[18079,38322,4741,36858]",[],347,[],[1025],[]
162,"monster_soulrend",[1546],[100],[],[],"[""Cold"",""Blood""]","[427,429]","[13381,50511]",[209],347,[],[1172],[]
163,"galvanic_field",[1548],[102],[],[],"[""Default"",""Celestial""]",[],"[18079,27572]",[],347,[],[1370],[]
164,"arcane_surge",[],[],[],[],"[""Default"",""Madcap""]",[431],"[18079,59045]",[],16373,[],[],[]
165,"phasing",[],[],[],[],"[""Default"",""Sunprism""]",[433],"[18079,52008]",[],16550,[],[],[]
166,"fortify",[],[],[],[],"[""Default"",""Myrmidon""]",[435],"[18079,27566]",[],16552,[],[],[]
167,"onslaught",[],[],[],[],"[""Default"",""Void Emperor""]",[437],"[18079,30711]",[],16554,[],[],[]
168,"onslaught_flask",[],[],[],[],"[""Default"",""Void Emperor""]",[439],"[18079,30711]",[],16554,[],[],[]
169,"aspect_cat",[],[],[],[],"[""Default"",""MTXPredatory""]",[],"[18079,35405]",[],347,[],[1026],[]
