"rownum","Depth","MonsterLevel","i32","SulphiteCost","MonsterLevel2","MoreMonsterLife","MoreMonsterDamage","DarknessResistance","LightRadius","i32","i32","i32","i32","i32","i32"
1461,1462,83,509,1100,83,243,9938,-1471,-1471,0,0,80,0,0,83
1462,1463,83,509,1100,83,243,9955,-1473,-1473,0,0,80,0,0,83
1463,1464,83,510,1100,83,243,9972,-1475,-1475,0,0,80,0,0,83
1464,1465,83,510,1100,83,243,9989,-1477,-1477,0,0,80,0,0,83
1465,1466,83,510,1100,83,243,10005,-1479,-1479,0,0,80,0,0,83
1466,1467,83,511,1100,83,243,10022,-1481,-1481,0,0,80,0,0,83
1467,1468,83,511,1100,83,243,10039,-1483,-1483,0,0,80,0,0,83
1468,1469,83,511,1100,83,243,10056,-1485,-1485,0,0,80,0,0,83
1469,1470,83,512,1100,83,243,10073,-1487,-1487,0,0,80,0,0,83
1470,1471,83,512,1100,83,243,10090,-1489,-1489,0,0,80,0,0,83
1471,1472,83,512,1100,83,243,10106,-1491,-1491,0,0,80,0,0,83
1472,1473,83,513,1100,83,243,10123,-1493,-1493,0,0,80,0,0,83
1473,1474,83,513,1100,83,244,10140,-1495,-1495,0,0,80,0,0,83
1474,1475,83,513,1100,83,244,10157,-1497,-1497,0,0,80,0,0,83
1475,1476,83,513,1100,83,244,10174,-1499,-1499,0,0,80,0,0,83
1476,1477,83,514,1100,83,244,10191,-1501,-1501,0,0,80,0,0,83
1477,1478,83,514,1100,83,244,10208,-1504,-1504,0,0,80,0,0,83
1478,1479,83,514,1100,83,244,10225,-1506,-1506,0,0,80,0,0,83
1479,1480,83,515,1100,83,244,10242,-1508,-1508,0,0,80,0,0,83
1480,1481,83,515,1100,83,244,10259,-1510,-1510,0,0,80,0,0,83
1481,1482,83,515,1100,83,244,10276,-1512,-1512,0,0,80,0,0,83
1482,1483,83,516,1100,83,244,10293,-1514,-1514,0,0,80,0,0,83
1483,1484,83,516,1100,83,244,10310,-1516,-1516,0,0,80,0,0,83
1484,1485,83,516,1100,83,244,10327,-1518,-1518,0,0,80,0,0,83
1485,1486,83,516,1100,83,244,10344,-1520,-1520,0,0,80,0,0,83
1486,1487,83,517,1100,83,244,10361,-1522,-1522,0,0,80,0,0,83
1487,1488,83,517,1100,83,244,10378,-1524,-1524,0,0,80,0,0,83
1488,1489,83,517,1100,83,244,10395,-1526,-1526,0,0,80,0,0,83
1489,1490,83,518,1100,83,244,10412,-1529,-1529,0,0,80,0,0,83
1490,1491,83,518,1100,83,244,10429,-1531,-1531,0,0,80,0,0,83
1491,1492,83,518,1100,83,244,10446,-1533,-1533,0,0,80,0,0,83
1492,1493,83,519,1100,83,244,10464,-1535,-1535,0,0,80,0,0,83
1493,1494,83,519,1100,83,244,10481,-1537,-1537,0,0,80,0,0,83
1494,1495,83,519,1100,83,244,10498,-1539,-1539,0,0,80,0,0,83
1495,1496,83,519,1100,83,244,10515,-1541,-1541,0,0,80,0,0,83
1496,1497,83,520,1100,83,245,10532,-1543,-1543,0,0,80,0,0,83
1497,1498,83,520,1100,83,245,10549,-1545,-1545,0,0,80,0,0,83
1498,1499,83,520,1100,83,245,10567,-1548,-1548,0,0,80,0,0,83
1499,1500,83,520,1100,83,245,10584,-1550,-1550,0,0,80,0,0,83
1500,1501,83,520,1100,83,245,10597,-1552,-1552,0,0,80,0,0,83
1501,1502,83,520,1100,83,245,10610,-1554,-1554,0,0,80,0,0,83
1502,1503,83,520,1100,83,245,10623,-1556,-1556,0,0,80,0,0,83
1503,1504,83,520,1100,83,245,10636,-1558,-1558,0,0,80,0,0,83
1504,1505,83,520,1100,83,245,10649,-1560,-1560,0,0,80,0,0,83
1505,1506,83,520,1100,83,245,10662,-1563,-1563,0,0,80,0,0,83
1506,1507,83,520,1100,83,245,10675,-1565,-1565,0,0,80,0,0,83
1507,1508,83,520,1100,83,245,10688,-1567,-1567,0,0,80,0,0,83
1508,1509,83,520,1100,83,245,10701,-1569,-1569,0,0,80,0,0,83
1509,1510,83,520,1100,83,245,10714,-1571,-1571,0,0,80,0,0,83
1510,1511,83,520,1100,83,245,10727,-1573,-1573,0,0,80,0,0,83
1511,1512,83,520,1100,83,245,10740,-1576,-1576,0,0,80,0,0,83
1512,1513,83,520,1100,83,245,10753,-1578,-1578,0,0,80,0,0,83
1513,1514,83,520,1100,83,245,10766,-1580,-1580,0,0,80,0,0,83
1514,1515,83,520,1100,83,245,10779,-1582,-1582,0,0,80,0,0,83
1515,1516,83,520,1100,83,245,10792,-1584,-1584,0,0,80,0,0,83
1516,1517,83,520,1100,83,245,10805,-1587,-1587,0,0,80,0,0,83
1517,1518,83,520,1100,83,245,10818,-1589,-1589,0,0,80,0,0,83
1518,1519,83,520,1100,83,245,10831,-1591,-1591,0,0,80,0,0,83
1519,1520,83,520,1100,83,246,10844,-1593,-1593,0,0,80,0,0,83
1520,1521,83,520,1100,83,246,10857,-1595,-1595,0,0,80,0,0,83
1521,1522,83,520,1100,83,246,10870,-1598,-1598,0,0,80,0,0,83
1522,1523,83,520,1100,83,246,10883,-1600,-1600,0,0,80,0,0,83
1523,1524,83,520,1100,83,246,10896,-1602,-1602,0,0,80,0,0,83
1524,1525,83,520,1100,83,246,10909,-1604,-1604,0,0,80,0,0,83
1525,1526,83,520,1100,83,246,10922,-1606,-1606,0,0,80,0,0,83
1526,1527,83,520,1100,83,246,10935,-1609,-1609,0,0,80,0,0,83
1527,1528,83,520,1100,83,246,10948,-1611,-1611,0,0,80,0,0,83
1528,1529,83,520,1100,83,246,10961,-1613,-1613,0,0,80,0,0,83
1529,1530,83,520,1100,83,246,10974,-1615,-1615,0,0,80,0,0,83
1530,1531,83,520,1100,83,246,10987,-1618,-1618,0,0,80,0,0,83
1531,1532,83,520,1100,83,246,11000,-1620,-1620,0,0,80,0,0,83
1532,1533,83,520,1100,83,246,11013,-1622,-1622,0,0,80,0,0,83
1533,1534,83,520,1100,83,246,11026,-1624,-1624,0,0,80,0,0,83
1534,1535,83,520,1100,83,246,11039,-1627,-1627,0,0,80,0,0,83
1535,1536,83,520,1100,83,246,11052,-1629,-1629,0,0,80,0,0,83
1536,1537,83,520,1100,83,246,11065,-1631,-1631,0,0,80,0,0,83
1537,1538,83,520,1100,83,246,11078,-1633,-1633,0,0,80,0,0,83
1538,1539,83,520,1100,83,246,11091,-1636,-1636,0,0,80,0,0,83
1539,1540,83,520,1100,83,246,11104,-1638,-1638,0,0,80,0,0,83
1540,1541,83,520,1100,83,246,11117,-1640,-1640,0,0,80,0,0,83
1541,1542,83,520,1100,83,247,11130,-1642,-1642,0,0,80,0,0,83
1542,1543,83,520,1100,83,247,11143,-1645,-1645,0,0,80,0,0,83
1543,1544,83,520,1100,83,247,11156,-1647,-1647,0,0,80,0,0,83
1544,1545,83,520,1100,83,247,11169,-1649,-1649,0,0,80,0,0,83
1545,1546,83,520,1100,83,247,11182,-1652,-1652,0,0,80,0,0,83
1546,1547,83,520,1100,83,247,11195,-1654,-1654,0,0,80,0,0,83
1547,1548,83,520,1100,83,247,11208,-1656,-1656,0,0,80,0,0,83
1548,1549,83,520,1100,83,247,11221,-1658,-1658,0,0,80,0,0,83
1549,1550,83,520,1100,83,247,11234,-1661,-1661,0,0,80,0,0,83
1550,1551,83,520,1100,83,247,11247,-1663,-1663,0,0,80,0,0,83
1551,1552,83,520,1100,83,247,11260,-1665,-1665,0,0,80,0,0,83
1552,1553,83,520,1100,83,247,11273,-1668,-1668,0,0,80,0,0,83
1553,1554,83,520,1100,83,247,11286,-1670,-1670,0,0,80,0,0,83
1554,1555,83,520,1100,83,247,11299,-1672,-1672,0,0,80,0,0,83
1555,1556,83,520,1100,83,247,11312,-1675,-1675,0,0,80,0,0,83
1556,1557,83,520,1100,83,247,11325,-1677,-1677,0,0,80,0,0,83
1557,1558,83,520,1100,83,247,11338,-1679,-1679,0,0,80,0,0,83
1558,1559,83,520,1100,83,247,11351,-1682,-1682,0,0,80,0,0,83
1559,1560,83,520,1100,83,247,11364,-1684,-1684,0,0,80,0,0,83
1560,1561,83,520,1100,83,247,11377,-1686,-1686,0,0,80,0,0,83
1561,1562,83,520,1100,83,247,11390,-1689,-1689,0,0,80,0,0,83
1562,1563,83,520,1100,83,247,11403,-1691,-1691,0,0,80,0,0,83
1563,1564,83,520,1100,83,248,11416,-1693,-1693,0,0,80,0,0,83
1564,1565,83,520,1100,83,248,11429,-1696,-1696,0,0,80,0,0,83
1565,1566,83,520,1100,83,248,11442,-1698,-1698,0,0,80,0,0,83
1566,1567,83,520,1100,83,248,11455,-1700,-1700,0,0,80,0,0,83
1567,1568,83,520,1100,83,248,11468,-1703,-1703,0,0,80,0,0,83
1568,1569,83,520,1100,83,248,11481,-1705,-1705,0,0,80,0,0,83
1569,1570,83,520,1100,83,248,11494,-1708,-1708,0,0,80,0,0,83
1570,1571,83,520,1100,83,248,11507,-1710,-1710,0,0,80,0,0,83
1571,1572,83,520,1100,83,248,11520,-1712,-1712,0,0,80,0,0,83
1572,1573,83,520,1100,83,248,11533,-1715,-1715,0,0,80,0,0,83
1573,1574,83,520,1100,83,248,11546,-1717,-1717,0,0,80,0,0,83
1574,1575,83,520,1100,83,248,11559,-1719,-1719,0,0,80,0,0,83
1575,1576,83,520,1100,83,248,11572,-1722,-1722,0,0,80,0,0,83
1576,1577,83,520,1100,83,248,11585,-1724,-1724,0,0,80,0,0,83
1577,1578,83,520,1100,83,248,11598,-1727,-1727,0,0,80,0,0,83
1578,1579,83,520,1100,83,248,11611,-1729,-1729,0,0,80,0,0,83
1579,1580,83,520,1100,83,248,11624,-1732,-1732,0,0,80,0,0,83
1580,1581,83,520,1100,83,248,11637,-1734,-1734,0,0,80,0,0,83
1581,1582,83,520,1100,83,248,11650,-1736,-1736,0,0,80,0,0,83
1582,1583,83,520,1100,83,248,11663,-1739,-1739,0,0,80,0,0,83
1583,1584,83,520,1100,83,248,11676,-1741,-1741,0,0,80,0,0,83
1584,1585,83,520,1100,83,248,11689,-1744,-1744,0,0,80,0,0,83
1585,1586,83,520,1100,83,249,11702,-1746,-1746,0,0,80,0,0,83
1586,1587,83,520,1100,83,249,11715,-1748,-1748,0,0,80,0,0,83
1587,1588,83,520,1100,83,249,11728,-1751,-1751,0,0,80,0,0,83
1588,1589,83,520,1100,83,249,11741,-1753,-1753,0,0,80,0,0,83
1589,1590,83,520,1100,83,249,11754,-1756,-1756,0,0,80,0,0,83
1590,1591,83,520,1100,83,249,11767,-1758,-1758,0,0,80,0,0,83
1591,1592,83,520,1100,83,249,11780,-1761,-1761,0,0,80,0,0,83
1592,1593,83,520,1100,83,249,11793,-1763,-1763,0,0,80,0,0,83
1593,1594,83,520,1100,83,249,11806,-1766,-1766,0,0,80,0,0,83
1594,1595,83,520,1100,83,249,11819,-1768,-1768,0,0,80,0,0,83
1595,1596,83,520,1100,83,249,11832,-1771,-1771,0,0,80,0,0,83
1596,1597,83,520,1100,83,249,11845,-1773,-1773,0,0,80,0,0,83
1597,1598,83,520,1100,83,249,11858,-1776,-1776,0,0,80,0,0,83
1598,1599,83,520,1100,83,249,11871,-1778,-1778,0,0,80,0,0,83
1599,1600,83,520,1100,83,249,11884,-1781,-1781,0,0,80,0,0,83
1600,1601,83,520,1100,83,249,11897,-1783,-1783,0,0,80,0,0,83
1601,1602,83,520,1100,83,249,11910,-1785,-1785,0,0,80,0,0,83
1602,1603,83,520,1100,83,249,11923,-1788,-1788,0,0,80,0,0,83
1603,1604,83,520,1100,83,249,11936,-1790,-1790,0,0,80,0,0,83
1604,1605,83,520,1100,83,249,11949,-1793,-1793,0,0,80,0,0,83
1605,1606,83,520,1100,83,249,11962,-1795,-1795,0,0,80,0,0,83
1606,1607,83,520,1100,83,250,11975,-1798,-1798,0,0,80,0,0,83
1607,1608,83,520,1100,83,250,11988,-1801,-1801,0,0,80,0,0,83
1608,1609,83,520,1100,83,250,12001,-1803,-1803,0,0,80,0,0,83
1609,1610,83,520,1100,83,250,12014,-1806,-1806,0,0,80,0,0,83
1610,1611,83,520,1100,83,250,12027,-1808,-1808,0,0,80,0,0,83
1611,1612,83,520,1100,83,250,12040,-1811,-1811,0,0,80,0,0,83
1612,1613,83,520,1100,83,250,12053,-1813,-1813,0,0,80,0,0,83
1613,1614,83,520,1100,83,250,12066,-1816,-1816,0,0,80,0,0,83
1614,1615,83,520,1100,83,250,12079,-1818,-1818,0,0,80,0,0,83
1615,1616,83,520,1100,83,250,12092,-1821,-1821,0,0,80,0,0,83
1616,1617,83,520,1100,83,250,12105,-1823,-1823,0,0,80,0,0,83
1617,1618,83,520,1100,83,250,12118,-1826,-1826,0,0,80,0,0,83
1618,1619,83,520,1100,83,250,12131,-1828,-1828,0,0,80,0,0,83
1619,1620,83,520,1100,83,250,12144,-1831,-1831,0,0,80,0,0,83
1620,1621,83,520,1100,83,250,12157,-1834,-1834,0,0,80,0,0,83
1621,1622,83,520,1100,83,250,12170,-1836,-1836,0,0,80,0,0,83
1622,1623,83,520,1100,83,250,12183,-1839,-1839,0,0,80,0,0,83
1623,1624,83,520,1100,83,250,12196,-1841,-1841,0,0,80,0,0,83
1624,1625,83,520,1100,83,250,12209,-1844,-1844,0,0,80,0,0,83
1625,1626,83,520,1100,83,250,12222,-1846,-1846,0,0,80,0,0,83
1626,1627,83,520,1100,83,250,12235,-1849,-1849,0,0,80,0,0,83
1627,1628,83,520,1100,83,250,12248,-1852,-1852,0,0,80,0,0,83
1628,1629,83,520,1100,83,251,12261,-1854,-1854,0,0,80,0,0,83
1629,1630,83,520,1100,83,251,12274,-1857,-1857,0,0,80,0,0,83
1630,1631,83,520,1100,83,251,12287,-1859,-1859,0,0,80,0,0,83
1631,1632,83,520,1100,83,251,12300,-1862,-1862,0,0,80,0,0,83
1632,1633,83,520,1100,83,251,12313,-1865,-1865,0,0,80,0,0,83
1633,1634,83,520,1100,83,251,12326,-1867,-1867,0,0,80,0,0,83
1634,1635,83,520,1100,83,251,12339,-1870,-1870,0,0,80,0,0,83
1635,1636,83,520,1100,83,251,12352,-1873,-1873,0,0,80,0,0,83
1636,1637,83,520,1100,83,251,12365,-1875,-1875,0,0,80,0,0,83
1637,1638,83,520,1100,83,251,12378,-1878,-1878,0,0,80,0,0,83
1638,1639,83,520,1100,83,251,12391,-1880,-1880,0,0,80,0,0,83
1639,1640,83,520,1100,83,251,12404,-1883,-1883,0,0,80,0,0,83
1640,1641,83,520,1100,83,251,12417,-1886,-1886,0,0,80,0,0,83
1641,1642,83,520,1100,83,251,12430,-1888,-1888,0,0,80,0,0,83
1642,1643,83,520,1100,83,251,12443,-1891,-1891,0,0,80,0,0,83
1643,1644,83,520,1100,83,251,12456,-1894,-1894,0,0,80,0,0,83
1644,1645,83,520,1100,83,251,12469,-1896,-1896,0,0,80,0,0,83
1645,1646,83,520,1100,83,251,12482,-1899,-1899,0,0,80,0,0,83
1646,1647,83,520,1100,83,251,12495,-1902,-1902,0,0,80,0,0,83
1647,1648,83,520,1100,83,251,12508,-1904,-1904,0,0,80,0,0,83
1648,1649,83,520,1100,83,252,12521,-1907,-1907,0,0,80,0,0,83
1649,1650,83,520,1100,83,252,12534,-1910,-1910,0,0,80,0,0,83
1650,1651,83,520,1100,83,252,12547,-1912,-1912,0,0,80,0,0,83
1651,1652,83,520,1100,83,252,12560,-1915,-1915,0,0,80,0,0,83
1652,1653,83,520,1100,83,252,12573,-1918,-1918,0,0,80,0,0,83
1653,1654,83,520,1100,83,252,12586,-1920,-1920,0,0,80,0,0,83
1654,1655,83,520,1100,83,252,12599,-1923,-1923,0,0,80,0,0,83
1655,1656,83,520,1100,83,252,12612,-1926,-1926,0,0,80,0,0,83
1656,1657,83,520,1100,83,252,12625,-1929,-1929,0,0,80,0,0,83
1657,1658,83,520,1100,83,252,12638,-1931,-1931,0,0,80,0,0,83
1658,1659,83,520,1100,83,252,12651,-1934,-1934,0,0,80,0,0,83
1659,1660,83,520,1100,83,252,12664,-1937,-1937,0,0,80,0,0,83
1660,1661,83,520,1100,83,252,12677,-1939,-1939,0,0,80,0,0,83
1661,1662,83,520,1100,83,252,12690,-1942,-1942,0,0,80,0,0,83
1662,1663,83,520,1100,83,252,12703,-1945,-1945,0,0,80,0,0,83
1663,1664,83,520,1100,83,252,12716,-1948,-1948,0,0,80,0,0,83
1664,1665,83,520,1100,83,252,12729,-1950,-1950,0,0,80,0,0,83
1665,1666,83,520,1100,83,252,12742,-1953,-1953,0,0,80,0,0,83
1666,1667,83,520,1100,83,252,12755,-1956,-1956,0,0,80,0,0,83
1667,1668,83,520,1100,83,252,12768,-1959,-1959,0,0,80,0,0,83
1668,1669,83,520,1100,83,252,12781,-1961,-1961,0,0,80,0,0,83
1669,1670,83,520,1100,83,253,12794,-1964,-1964,0,0,80,0,0,83
1670,1671,83,520,1100,83,253,12807,-1967,-1967,0,0,80,0,0,83
1671,1672,83,520,1100,83,253,12820,-1970,-1970,0,0,80,0,0,83
1672,1673,83,520,1100,83,253,12833,-1973,-1973,0,0,80,0,0,83
1673,1674,83,520,1100,83,253,12846,-1975,-1975,0,0,80,0,0,83
1674,1675,83,520,1100,83,253,12859,-1978,-1978,0,0,80,0,0,83
1675,1676,83,520,1100,83,253,12872,-1981,-1981,0,0,80,0,0,83
1676,1677,83,520,1100,83,253,12885,-1984,-1984,0,0,80,0,0,83
1677,1678,83,520,1100,83,253,12898,-1986,-1986,0,0,80,0,0,83
1678,1679,83,520,1100,83,253,12911,-1989,-1989,0,0,80,0,0,83
1679,1680,83,520,1100,83,253,12924,-1992,-1992,0,0,80,0,0,83
1680,1681,83,520,1100,83,253,12937,-1995,-1995,0,0,80,0,0,83
1681,1682,83,520,1100,83,253,12950,-1998,-1998,0,0,80,0,0,83
1682,1683,83,520,1100,83,253,12963,-2001,-2001,0,0,80,0,0,83
1683,1684,83,520,1100,83,253,12976,-2003,-2003,0,0,80,0,0,83
1684,1685,83,520,1100,83,253,12989,-2006,-2006,0,0,80,0,0,83
1685,1686,83,520,1100,83,253,13002,-2009,-2009,0,0,80,0,0,83
1686,1687,83,520,1100,83,253,13015,-2012,-2012,0,0,80,0,0,83
1687,1688,83,520,1100,83,253,13028,-2015,-2015,0,0,80,0,0,83
1688,1689,83,520,1100,83,253,13041,-2018,-2018,0,0,80,0,0,83
1689,1690,83,520,1100,83,254,13054,-2020,-2020,0,0,80,0,0,83
1690,1691,83,520,1100,83,254,13067,-2023,-2023,0,0,80,0,0,83
1691,1692,83,520,1100,83,254,13080,-2026,-2026,0,0,80,0,0,83
1692,1693,83,520,1100,83,254,13093,-2029,-2029,0,0,80,0,0,83
1693,1694,83,520,1100,83,254,13106,-2032,-2032,0,0,80,0,0,83
1694,1695,83,520,1100,83,254,13119,-2035,-2035,0,0,80,0,0,83
1695,1696,83,520,1100,83,254,13132,-2038,-2038,0,0,80,0,0,83
1696,1697,83,520,1100,83,254,13145,-2040,-2040,0,0,80,0,0,83
1697,1698,83,520,1100,83,254,13158,-2043,-2043,0,0,80,0,0,83
1698,1699,83,520,1100,83,254,13171,-2046,-2046,0,0,80,0,0,83
1699,1700,83,520,1100,83,254,13184,-2049,-2049,0,0,80,0,0,83
1700,1701,83,520,1100,83,254,13197,-2052,-2052,0,0,80,0,0,83
1701,1702,83,520,1100,83,254,13210,-2055,-2055,0,0,80,0,0,83
1702,1703,83,520,1100,83,254,13223,-2058,-2058,0,0,80,0,0,83
1703,1704,83,520,1100,83,254,13236,-2061,-2061,0,0,80,0,0,83
1704,1705,83,520,1100,83,254,13249,-2064,-2064,0,0,80,0,0,83
1705,1706,83,520,1100,83,254,13262,-2067,-2067,0,0,80,0,0,83
1706,1707,83,520,1100,83,254,13275,-2069,-2069,0,0,80,0,0,83
1707,1708,83,520,1100,83,254,13288,-2072,-2072,0,0,80,0,0,83
1708,1709,83,520,1100,83,254,13301,-2075,-2075,0,0,80,0,0,83
1709,1710,83,520,1100,83,255,13314,-2078,-2078,0,0,80,0,0,83
1710,1711,83,520,1100,83,255,13327,-2081,-2081,0,0,80,0,0,83
1711,1712,83,520,1100,83,255,13340,-2084,-2084,0,0,80,0,0,83
1712,1713,83,520,1100,83,255,13353,-2087,-2087,0,0,80,0,0,83
1713,1714,83,520,1100,83,255,13366,-2090,-2090,0,0,80,0,0,83
1714,1715,83,520,1100,83,255,13379,-2093,-2093,0,0,80,0,0,83
1715,1716,83,520,1100,83,255,13392,-2096,-2096,0,0,80,0,0,83
1716,1717,83,520,1100,83,255,13405,-2099,-2099,0,0,80,0,0,83
1717,1718,83,520,1100,83,255,13418,-2102,-2102,0,0,80,0,0,83
1718,1719,83,520,1100,83,255,13431,-2105,-2105,0,0,80,0,0,83
1719,1720,83,520,1100,83,255,13444,-2108,-2108,0,0,80,0,0,83
1720,1721,83,520,1100,83,255,13457,-2111,-2111,0,0,80,0,0,83
1721,1722,83,520,1100,83,255,13470,-2114,-2114,0,0,80,0,0,83
1722,1723,83,520,1100,83,255,13483,-2117,-2117,0,0,80,0,0,83
1723,1724,83,520,1100,83,255,13496,-2120,-2120,0,0,80,0,0,83
1724,1725,83,520,1100,83,255,13509,-2123,-2123,0,0,80,0,0,83
1725,1726,83,520,1100,83,255,13522,-2126,-2126,0,0,80,0,0,83
1726,1727,83,520,1100,83,255,13535,-2129,-2129,0,0,80,0,0,83
1727,1728,83,520,1100,83,255,13548,-2132,-2132,0,0,80,0,0,83
1728,1729,83,520,1100,83,255,13561,-2135,-2135,0,0,80,0,0,83
1729,1730,83,520,1100,83,256,13574,-2138,-2138,0,0,80,0,0,83
1730,1731,83,520,1100,83,256,13587,-2141,-2141,0,0,80,0,0,83
1731,1732,83,520,1100,83,256,13600,-2144,-2144,0,0,80,0,0,83
1732,1733,83,520,1100,83,256,13613,-2147,-2147,0,0,80,0,0,83
1733,1734,83,520,1100,83,256,13626,-2150,-2150,0,0,80,0,0,83
1734,1735,83,520,1100,83,256,13639,-2153,-2153,0,0,80,0,0,83
1735,1736,83,520,1100,83,256,13652,-2156,-2156,0,0,80,0,0,83
1736,1737,83,520,1100,83,256,13665,-2159,-2159,0,0,80,0,0,83
1737,1738,83,520,1100,83,256,13678,-2162,-2162,0,0,80,0,0,83
1738,1739,83,520,1100,83,256,13691,-2165,-2165,0,0,80,0,0,83
1739,1740,83,520,1100,83,256,13704,-2169,-2169,0,0,80,0,0,83
1740,1741,83,520,1100,83,256,13717,-2172,-2172,0,0,80,0,0,83
1741,1742,83,520,1100,83,256,13730,-2175,-2175,0,0,80,0,0,83
1742,1743,83,520,1100,83,256,13743,-2178,-2178,0,0,80,0,0,83
1743,1744,83,520,1100,83,256,13756,-2181,-2181,0,0,80,0,0,83
1744,1745,83,520,1100,83,256,13769,-2184,-2184,0,0,80,0,0,83
1745,1746,83,520,1100,83,256,13782,-2187,-2187,0,0,80,0,0,83
1746,1747,83,520,1100,83,256,13795,-2190,-2190,0,0,80,0,0,83
1747,1748,83,520,1100,83,256,13808,-2193,-2193,0,0,80,0,0,83
1748,1749,83,520,1100,83,257,13821,-2196,-2196,0,0,80,0,0,83
1749,1750,83,520,1100,83,257,13834,-2200,-2200,0,0,80,0,0,83
1750,1751,83,520,1100,83,257,13847,-2203,-2203,0,0,80,0,0,83
1751,1752,83,520,1100,83,257,13860,-2206,-2206,0,0,80,0,0,83
1752,1753,83,520,1100,83,257,13873,-2209,-2209,0,0,80,0,0,83
1753,1754,83,520,1100,83,257,13886,-2212,-2212,0,0,80,0,0,83
1754,1755,83,520,1100,83,257,13899,-2215,-2215,0,0,80,0,0,83
1755,1756,83,520,1100,83,257,13912,-2218,-2218,0,0,80,0,0,83
1756,1757,83,520,1100,83,257,13925,-2222,-2222,0,0,80,0,0,83
1757,1758,83,520,1100,83,257,13938,-2225,-2225,0,0,80,0,0,83
1758,1759,83,520,1100,83,257,13951,-2228,-2228,0,0,80,0,0,83
1759,1760,83,520,1100,83,257,13964,-2231,-2231,0,0,80,0,0,83
1760,1761,83,520,1100,83,257,13977,-2234,-2234,0,0,80,0,0,83
1761,1762,83,520,1100,83,257,13990,-2237,-2237,0,0,80,0,0,83
1762,1763,83,520,1100,83,257,14003,-2241,-2241,0,0,80,0,0,83
1763,1764,83,520,1100,83,257,14016,-2244,-2244,0,0,80,0,0,83
1764,1765,83,520,1100,83,257,14029,-2247,-2247,0,0,80,0,0,83
1765,1766,83,520,1100,83,257,14042,-2250,-2250,0,0,80,0,0,83
1766,1767,83,520,1100,83,257,14055,-2253,-2253,0,0,80,0,0,83
1767,1768,83,520,1100,83,257,14068,-2257,-2257,0,0,80,0,0,83
1768,1769,83,520,1100,83,258,14081,-2260,-2260,0,0,80,0,0,83
1769,1770,83,520,1100,83,258,14094,-2263,-2263,0,0,80,0,0,83
1770,1771,83,520,1100,83,258,14107,-2266,-2266,0,0,80,0,0,83
1771,1772,83,520,1100,83,258,14120,-2269,-2269,0,0,80,0,0,83
1772,1773,83,520,1100,83,258,14133,-2273,-2273,0,0,80,0,0,83
1773,1774,83,520,1100,83,258,14146,-2276,-2276,0,0,80,0,0,83
1774,1775,83,520,1100,83,258,14159,-2279,-2279,0,0,80,0,0,83
1775,1776,83,520,1100,83,258,14172,-2282,-2282,0,0,80,0,0,83
1776,1777,83,520,1100,83,258,14185,-2286,-2286,0,0,80,0,0,83
1777,1778,83,520,1100,83,258,14198,-2289,-2289,0,0,80,0,0,83
1778,1779,83,520,1100,83,258,14211,-2292,-2292,0,0,80,0,0,83
1779,1780,83,520,1100,83,258,14224,-2295,-2295,0,0,80,0,0,83
1780,1781,83,520,1100,83,258,14237,-2299,-2299,0,0,80,0,0,83
1781,1782,83,520,1100,83,258,14250,-2302,-2302,0,0,80,0,0,83
1782,1783,83,520,1100,83,258,14263,-2305,-2305,0,0,80,0,0,83
1783,1784,83,520,1100,83,258,14276,-2309,-2309,0,0,80,0,0,83
1784,1785,83,520,1100,83,258,14289,-2312,-2312,0,0,80,0,0,83
1785,1786,83,520,1100,83,258,14302,-2315,-2315,0,0,80,0,0,83
1786,1787,83,520,1100,83,258,14315,-2318,-2318,0,0,80,0,0,83
1787,1788,83,520,1100,83,259,14328,-2322,-2322,0,0,80,0,0,83
1788,1789,83,520,1100,83,259,14341,-2325,-2325,0,0,80,0,0,83
1789,1790,83,520,1100,83,259,14354,-2328,-2328,0,0,80,0,0,83
1790,1791,83,520,1100,83,259,14367,-2332,-2332,0,0,80,0,0,83
1791,1792,83,520,1100,83,259,14380,-2335,-2335,0,0,80,0,0,83
1792,1793,83,520,1100,83,259,14393,-2338,-2338,0,0,80,0,0,83
1793,1794,83,520,1100,83,259,14406,-2342,-2342,0,0,80,0,0,83
1794,1795,83,520,1100,83,259,14419,-2345,-2345,0,0,80,0,0,83
1795,1796,83,520,1100,83,259,14432,-2348,-2348,0,0,80,0,0,83
1796,1797,83,520,1100,83,259,14445,-2352,-2352,0,0,80,0,0,83
1797,1798,83,520,1100,83,259,14458,-2355,-2355,0,0,80,0,0,83
1798,1799,83,520,1100,83,259,14471,-2358,-2358,0,0,80,0,0,83
1799,1800,83,520,1100,83,259,14484,-2362,-2362,0,0,80,0,0,83
1800,1801,83,520,1100,83,259,14497,-2365,-2365,0,0,80,0,0,83
1801,1802,83,520,1100,83,259,14510,-2369,-2369,0,0,80,0,0,83
1802,1803,83,520,1100,83,259,14523,-2372,-2372,0,0,80,0,0,83
1803,1804,83,520,1100,83,259,14536,-2375,-2375,0,0,80,0,0,83
1804,1805,83,520,1100,83,259,14549,-2379,-2379,0,0,80,0,0,83
1805,1806,83,520,1100,83,260,14562,-2382,-2382,0,0,80,0,0,83
1806,1807,83,520,1100,83,260,14575,-2386,-2386,0,0,80,0,0,83
1807,1808,83,520,1100,83,260,14588,-2389,-2389,0,0,80,0,0,83
